wavelength,flux,ivar
3358.6142,1.0792,9.1267
3358.647,1.0393,8.5695
3358.6798,0.888,5.6895
3358.7126,0.9151,6.6974
3358.7454,0.8505,5.5689
3358.7782,1.6934,16.146
3358.811,1.8901,15.1835
3358.8438,0.8133,5.3763
3358.8766,1.0465,8.8097
3358.9094,0.6971,3.617
3358.9422,0.8192,5.2842
3358.975,0.7899,4.7298
3359.0078,0.72,4.3278
3359.0406,1.254,11.5707
3359.0734,1.226,10.5659
3359.1062,0.9468,6.2716
3359.139,0.952,6.5456
3359.1718,0.718,5.1291
3359.2046,2.5628,14.5672
3359.2374,0.7193,3.8998
3359.2703,1.0558,8.7348
3359.3031,0.9081,6.4382
3359.3359,0.3753,1.1102
3359.3687,1.4986,3.9275
3359.4015,0.7539,3.5717
3359.4343,0.7286,4.1742
3359.4671,0.8831,5.7341
3359.4999,0.7954,4.6629
3359.5327,0.8824,6.3586
3359.5655,1.6251,13.9427
3359.5983,1.4908,17.1846
3359.6311,0.9636,6.5128
3359.6639,0.6812,4.4101
3359.6967,1.2954,12.4554
3359.7295,1.0389,8.7896
3359.7623,0.8095,5.0314
3359.7951,0.7254,4.0575
3359.8279,0.9678,7.2234
3359.8607,0.9396,6.9765
3359.8935,0.7379,3.6546
3359.9263,0.9315,6.6512
3359.9592,0.7953,5.0157
3359.992,0.8741,6.0797
3360.0248,1.0052,8.695
3360.0576,0.8217,2.3481
3360.0904,0.6467,1.7162
3360.1232,0.6221,3.0136
3360.156,0.9129,6.7717
3360.1888,0.9785,7.492
3360.2216,0.8115,4.7697
3360.2544,0.8214,5.6157
3360.2872,0.7524,4.9445
3360.32,0.7984,4.0143
3360.3528,0.8714,5.9884
3360.3856,1.0491,8.8297
3360.4184,1.4157,14.7658
3360.4512,1.5888,17.3618
3360.484,0.8877,6.8581
3360.5168,0.5337,2.2143
3360.5496,0.5904,2.5878
3360.5824,0.7921,5.6795
3360.6153,1.6873,19.4625
3360.6481,0.78,4.4449
3360.6809,1.2295,9.9341
3360.7137,1.3358,12.0913
3360.7465,1.2247,11.5413
3360.7793,0.8049,5.1999
3360.8121,0.8914,5.4728
3360.8449,0.7231,3.5799
3360.8777,0.8737,5.9427
3360.9105,1.0912,9.5121
3360.9433,0.2782,0.9319
3360.9761,0.5702,2.6794
3361.0089,0.8556,4.773
3361.0417,1.0278,7.5061
3361.0745,1.108,8.4406
3361.1073,0.9684,5.1903
3361.1401,1.0564,7.8621
3361.1729,0.649,3.7995
3361.2057,0.2411,0.6647
3361.2385,0.276,0.8076
3361.2714,0.7381,4.7357
3361.3042,0.6708,3.5043
3361.337,0.7999,4.9997
3361.3698,1.0851,9.1736
3361.4026,0.5377,2.5463
3361.4354,0.3749,1.7118
3361.4682,0.9752,7.7434
3361.501,0.5057,2.1532
3361.5338,1.0134,6.5456
3361.5666,0.8853,6.7188
3361.5994,0.9968,6.161
3361.6322,1.5412,17.4958
3361.665,0.9392,6.7934
3361.6978,0.7564,4.3505
3361.7306,0.8626,5.4928
3361.7634,0.6047,3.8481
3361.7962,0.8645,7.1922
3361.829,1.0305,7.8819
3361.8618,0.8436,5.5533
3361.8946,0.9224,6.7347
3361.9274,1.2692,11.8478
3361.9603,0.9544,7.4963
3361.9931,1.5512,18.1574
3362.0259,0.623,2.8738
3362.0587,1.0572,7.9786
3362.0915,0.9795,7.4749
3362.1243,0.6768,2.9781
3362.1571,0.4371,1.3361
3362.1899,0.3789,1.1724
3362.2227,0.6737,2.914
3362.2555,0.5367,2.0113
3362.2883,0.5454,2.5033
3362.3211,0.6066,3.3014
3362.3539,1.3575,12.1164
3362.3867,1.1118,7.7412
3362.4195,1.143,8.2161
3362.4523,1.0964,7.7529
3362.4851,1.0356,8.1328
3362.5179,1.452,8.391
3362.5507,1.6482,12.0274
3362.5835,1.189,10.2626
3362.6164,0.9558,2.6119
3362.6492,1.1023,7.8686
3362.682,1.1293,8.8559
3362.7148,0.9747,7.7926
3362.7476,0.7508,2.5469
3362.7804,0.9004,4.6906
3362.8132,1.2701,11.0021
3362.846,1.7296,18.2113
3362.8788,1.1634,9.0703
3362.9116,0.7621,4.0431
3362.9444,1.1111,7.7823
3362.9772,1.1323,7.7057
3363.01,0.8063,4.9368
3363.0428,0.9555,6.4791
3363.0756,1.0136,7.8038
3363.1084,0.8819,6.3284
3363.1412,1.4882,15.3307
3363.174,0.5197,2.1163
3363.2068,0.9448,6.0306
3363.2396,1.5176,14.8824
3363.2724,1.3908,14.3974
3363.3053,1.0042,4.4684
3363.3381,0.9483,6.6543
3363.3709,1.2038,11.1377
3363.4037,0.9047,4.0485
3363.4365,1.07,8.7616
3363.4693,0.7689,4.1183
3363.5021,1.1777,8.7478
3363.5349,1.1014,7.167
3363.5677,0.9634,7.187
3363.6005,1.4182,15.1855
3363.6333,1.3803,10.3347
3363.6661,0.9201,4.0062
3363.6989,0.5606,2.2845
3363.7317,0.942,6.7999
3363.7645,1.3925,13.2757
3363.7973,1.0789,7.8762
3363.8301,1.0258,6.7208
3363.8629,1.3547,12.2292
3363.8957,0.7804,4.2732
3363.9285,0.7921,4.5583
3363.9614,1.423,13.3731
3363.9942,1.1719,6.7318
3364.027,0.9664,6.7201
3364.0598,1.3275,8.2676
3364.0926,1.3696,11.84
3364.1254,0.9782,5.1173
3364.1582,1.2623,10.9209
3364.191,1.5176,13.6691
3364.2238,1.3981,12.6088
3364.2566,1.2865,9.7476
3364.2894,1.5131,14.0948
3364.3222,1.6511,13.0674
3364.355,1.0992,8.6467
3364.3878,1.2325,9.8374
3364.4206,1.1646,9.6223
3364.4534,0.7478,3.6405
3364.4862,1.1179,6.8443
3364.519,0.9105,5.2933
3364.5518,1.1859,8.2816
3364.5846,1.2263,8.0097
3364.6174,0.9547,7.9278
3364.6503,1.1443,9.1142
3364.6831,1.1534,9.0799
3364.7159,1.239,9.8023
3364.7487,1.248,8.9712
3364.7815,1.6726,15.2649
3364.8143,0.6626,2.7405
3364.8471,1.0824,6.963
3364.8799,1.9067,19.2067
3364.9127,1.0539,7.9695
3364.9455,0.8531,5.3583
3364.9783,0.6046,2.493
3365.0111,0.9477,5.6162
3365.0439,1.4442,9.8277
3365.0767,1.0966,6.8353
3365.1095,0.7905,5.053
3365.1423,1.3088,12.7632
3365.1751,0.8652,4.2356
3365.2079,0.4404,2.395
3365.2407,0.9249,6.1902
3365.2735,0.8685,3.3125
3365.3064,0.8165,3.9478
3365.3392,1.0707,8.1224
3365.372,1.1448,6.8591
3365.4048,0.4857,1.6431
3365.4376,1.0045,5.8057
3365.4704,1.1877,9.0673
3365.5032,1.118,8.4741
3365.536,1.5938,16.4025
3365.5688,1.4064,13.6471
3365.6016,1.4486,7.8507
3365.6344,1.558,9.6856
3365.6672,0.7059,3.2989
3365.7,1.1197,8.194
3365.7328,0.8181,4.785
3365.7656,1.1011,8.2264
3365.7984,1.2964,8.8368
3365.8312,1.0767,7.9884
3365.864,0.6757,3.498
3365.8968,1.3284,10.8637
3365.9296,0.7054,3.1581
3365.9625,0.8296,3.8383
3365.9953,1.356,10.0705
3366.0281,1.2305,7.6773
3366.0609,0.8284,6.0315
3366.0937,1.1045,8.1963
3366.1265,0.9306,5.0369
3366.1593,1.1527,8.25
3366.1921,0.6951,3.5016
3366.2249,1.2936,7.6601
3366.2577,0.9285,5.9841
3366.2905,0.6956,4.6748
3366.3233,1.8083,16.6195
3366.3561,1.2584,9.0545
3366.3889,1.0065,5.8239
3366.4217,0.6248,4.7695
3366.4545,1.418,13.0106
3366.4873,0.8977,4.8429
3366.5201,1.551,14.0253
3366.5529,0.9781,6.8495
3366.5857,1.201,8.7535
3366.6185,0.9142,5.5855
3366.6514,1.0482,7.7714
3366.6842,1.1625,8.4834
3366.717,1.1239,4.7908
3366.7498,0.8986,5.7729
3366.7826,0.9081,5.4722
3366.8154,1.0204,7.0925
3366.8482,1.1297,8.5512
3366.881,1.2117,8.8382
3366.9138,1.2302,10.6727
3366.9466,1.621,14.009
3366.9794,1.5928,17.2083
3367.0122,1.1856,8.5153
3367.045,1.1088,8.533
3367.0778,1.0223,6.4106
3367.1106,1.0563,7.9966
3367.1434,0.5761,2.3172
3367.1762,0.7023,2.4305
3367.209,0.9585,6.0561
3367.2418,1.2548,10.5651
3367.2746,1.3075,7.1842
3367.3075,0.6487,2.0376
3367.3403,0.8331,4.5939
3367.3731,0.6382,3.0154
3367.4059,1.2178,10.1301
3367.4387,0.7597,4.1596
3367.4715,0.4413,1.0963
3367.5043,0.6295,3.1415
3367.5371,1.0956,6.2066
3367.5699,0.6589,3.0047
3367.6027,1.3188,11.8069
3367.6355,1.2411,10.0963
3367.6683,0.7419,4.0713
3367.7011,1.2301,9.8981
3367.7339,0.9843,6.5748
3367.7667,1.0352,7.031
3367.7995,0.2385,1.5439
3367.8323,1.0488,7.0465
3367.8651,0.6721,3.8162
3367.8979,1.2683,8.8997
3367.9307,0.6642,3.86
3367.9635,1.2316,11.1507
3367.9964,1.6656,18.9633
3368.0292,1.0219,7.8995
3368.062,0.8866,3.5256
3368.0948,1.2247,6.6305
3368.1276,0.7175,3.7121
3368.1604,0.654,3.2143
3368.1932,0.8968,5.6742
3368.226,1.2813,10.8386
3368.2588,0.9731,7.1211
3368.2916,0.6706,2.7225
3368.3244,1.2641,6.041
3368.3572,0.7542,6.8538
3368.39,1.2919,7.8207
3368.4228,0.8668,6.0714
3368.4556,0.3641,2.5852
3368.4884,1.2797,11.5154
3368.5212,1.0217,6.586
3368.554,1.1365,9.4976
3368.5868,0.7479,3.9724
3368.6196,0.7759,4.4643
3368.6525,1.0299,7.1121
3368.6853,0.7024,2.6689
3368.7181,1.0686,6.6945
3368.7509,1.191,5.0478
3368.7837,0.8634,3.3555
3368.8165,1.06,7.7844
3368.8493,0.9324,5.6262
3368.8821,1.1149,8.2408
3368.9149,1.1874,10.1754
3368.9477,1.2207,8.4186
3368.9805,0.5301,2.3754
3369.0133,0.7718,4.397
3369.0461,0.5808,3.0077
3369.0789,1.2003,9.4504
3369.1117,0.9801,5.5175
3369.1445,0.7578,3.9959
3369.1773,0.9963,6.3929
3369.2101,1.4472,9.6078
3369.2429,1.6746,9.9735
3369.2757,1.1927,7.684
3369.3085,1.6143,15.5752
3369.3414,1.0854,8.464
3369.3742,1.1946,7.7301
3369.407,0.996,6.0001
3369.4398,0.6886,3.687
3369.4726,1.021,7.6254
3369.5054,0.5758,2.8929
3369.5382,0.9779,8.1974
3369.571,1.0692,7.6908
3369.6038,0.6657,4.0704
3369.6366,1.4123,8.1764
3369.6694,1.2806,8.6544
3369.7022,1.2335,8.2278
3369.735,1.2105,7.6604
3369.7678,0.8295,4.6456
3369.8006,1.1837,9.3119
3369.8334,0.987,8.3219
3369.8662,0.862,4.5691
3369.899,0.9763,7.0929
3369.9318,0.8122,5.6719
3369.9646,1.1502,7.5599
3369.9975,1.2267,11.2581
3370.0303,1.1137,7.6711
3370.0631,1.2066,10.4996
3370.0959,0.721,4.1735
3370.1287,0.8455,6.5651
3370.1615,1.3069,5.6021
3370.1943,0.4905,3.229
3370.2271,1.5042,15.0919
3370.2599,1.5233,11.5645
3370.2927,0.7668,3.9769
3370.3255,0.8148,5.7072
3370.3583,1.3459,9.9519
3370.3911,1.1031,6.9612
3370.4239,1.1008,7.5554
3370.4567,1.0026,7.0647
3370.4895,1.0941,9.1601
3370.5223,1.0614,5.4618
3370.5551,1.2022,9.7542
3370.5879,0.7664,4.6717
3370.6207,1.0105,6.2085
3370.6536,1.6022,19.1168
3370.6864,1.1275,9.2878
3370.7192,1.0934,5.1177
3370.752,0.743,5.6393
3370.7848,1.3623,13.7798
3370.8176,1.297,9.5293
3370.8504,0.8096,4.9226
3370.8832,1.0978,7.2187
3370.916,0.981,5.9064
3370.9488,0.6842,3.3234
3370.9816,0.7714,3.655
3371.0144,0.6333,4.5381
3371.0472,1.693,13.3252
3371.08,1.212,11.5181
3371.1128,1.2345,10.2144
3371.1456,1.0474,4.7975
3371.1784,0.9344,4.1259
3371.2112,0.9677,8.6686
3371.244,1.1353,9.7165
3371.2768,0.821,5.4302
3371.3096,0.8033,5.3259
3371.3425,0.7474,4.7108
3371.3753,0.7095,3.9672
3371.4081,1.5846,12.6076
3371.4409,0.9652,7.2817
3371.4737,0.7443,4.3524
3371.5065,0.8992,6.5367
3371.5393,1.0005,8.0434
3371.5721,1.105,10.2956
3371.6049,1.5134,15.8159
3371.6377,0.5999,3.729
3371.6705,1.2003,11.0261
3371.7033,0.7975,3.5847
3371.7361,0.8364,5.6268
3371.7689,0.3603,1.7232
3371.8017,1.014,4.7914
3371.8345,1.1157,10.155
3371.8673,1.0252,8.6755
3371.9001,1.0551,8.9942
3371.9329,0.9097,6.8111
3371.9657,1.0203,8.7425
3371.9986,0.8327,5.3632
3372.0314,1.1729,11.9009
3372.0642,1.8592,24.6083
3372.097,0.9226,5.1232
3372.1298,0.7943,5.6846
3372.1626,1.095,6.793
3372.1954,0.6455,2.9655
3372.2282,0.8747,6.8014
3372.261,1.1587,9.9808
3372.2938,0.7406,5.1755
3372.3266,1.2008,11.6723
3372.3594,1.157,11.2995
3372.3922,0.8116,5.8213
3372.425,1.0457,8.2164
3372.4578,0.8815,6.6658
3372.4906,0.8173,5.6977
3372.5234,1.0531,9.0576
3372.5562,0.8315,6.1549
3372.589,0.722,4.1724
3372.6218,0.9417,7.7264
3372.6546,1.0755,8.4405
3372.6875,1.1218,5.3431
3372.7203,1.6324,9.4362
3372.7531,0.7879,5.7989
3372.7859,0.8866,7.1515
3372.8187,0.9721,8.3229
3372.8515,1.1812,10.2761
3372.8843,0.6951,4.0956
3372.9171,0.8969,4.9707
3372.9499,1.1991,11.7409
3372.9827,1.2252,13.9483
3373.0155,0.881,6.5798
3373.0483,1.0719,9.861
3373.0811,1.2219,13.1132
3373.1139,1.1547,12.0811
3373.1467,1.3232,12.3715
3373.1795,0.9425,8.4153
3373.2123,1.3111,12.0583
3373.2451,0.8766,6.5681
3373.2779,0.9973,8.703
3373.3107,0.8577,5.5528
3373.3436,0.7521,5.3286
3373.3764,1.0018,8.9653
3373.4092,1.2314,13.9913
3373.442,1.0753,11.0367
3373.4748,0.9165,6.166
3373.5076,1.0309,6.0995
3373.5404,1.033,8.8082
3373.5732,1.0485,10.1684
3373.606,1.2904,15.1398
3373.6388,1.462,17.1614
3373.6716,0.6814,4.6276
3373.7044,0.7544,5.4814
3373.7372,0.9657,8.7561
3373.77,0.8252,6.7798
3373.8028,0.5984,3.7624
3373.8356,1.0339,9.5587
3373.8684,1.2566,14.0378
3373.9012,1.2307,13.3716
3373.934,1.2621,14.5623
3373.9668,1.085,11.642
3373.9996,0.8244,5.6505
3374.0325,1.0485,9.5385
3374.0653,0.9093,8.1675
3374.0981,0.696,4.4208
3374.1309,0.9042,7.9898
3374.1637,0.6525,4.5639
3374.1965,1.1742,14.7188
3374.2293,0.9285,9.8422
3374.2621,0.7955,5.6527
3374.2949,0.5258,2.915
3374.3277,1.0978,13.6263
3374.3605,1.1365,14.555
3374.3933,1.0155,11.0005
3374.4261,1.2231,12.6851
3374.4589,0.6955,7.6345
3374.4917,1.6148,10.4307
3374.5245,0.8406,6.6751
3374.5573,0.9432,6.1282
3374.5901,0.625,3.0489
3374.6229,0.5319,3.828
3374.6557,0.9761,10.0237
3374.6886,0.9882,10.1707
3374.7214,0.9899,8.504
3374.7542,0.9951,9.0165
3374.787,0.8226,5.9557
3374.8198,0.808,6.8134
3374.8526,0.9607,9.2842
3374.8854,1.1207,12.4294
3374.9182,1.4424,21.2533
3374.951,0.8935,7.6939
3374.9838,0.9805,9.277
3375.0166,0.8461,6.6213
3375.0494,0.9677,10.171
3375.0822,1.3545,16.5967
3375.115,1.3118,17.9464
3375.1478,1.6579,24.4213
3375.1806,1.5565,24.1121
3375.2134,1.2326,16.1552
3375.2462,0.9267,8.543
3375.279,1.427,18.38
3375.3118,1.0193,10.326
3375.3447,0.6082,3.9085
3375.3775,0.7782,7.2352
3375.4103,1.2736,15.4316
3375.4431,0.877,7.2754
3375.4759,0.8662,6.0244
3375.5087,1.3776,18.8889
3375.5415,0.8054,8.3415
3375.5743,1.152,14.336
3375.6071,1.049,10.423
3375.6399,0.835,6.3822
3375.6727,0.7994,7.2665
3375.7055,0.9552,10.1967
3375.7383,0.6738,5.0295
3375.7711,0.7189,6.0742
3375.8039,0.9754,8.6599
3375.8367,1.0946,9.7645
3375.8695,1.1198,13.2865
3375.9023,1.1783,13.5395
3375.9351,0.855,8.1385
3375.9679,0.938,10.4371
3376.0007,0.9454,9.4243
3376.0336,0.9948,11.5942
3376.0664,1.4003,20.8884
3376.0992,1.2051,16.1774
3376.132,0.925,9.5152
3376.1648,0.996,11.4905
3376.1976,1.2446,17.4887
3376.2304,1.1365,13.3217
3376.2632,1.0116,12.0753
3376.296,1.2836,18.9061
3376.3288,1.14,13.6541
3376.3616,0.7969,7.8509
3376.3944,0.9592,12.1174
3376.4272,0.7655,6.3516
3376.46,1.0856,11.4375
3376.4928,1.2739,16.7271
3376.5256,1.6305,28.6891
3376.5584,0.8592,8.1014
3376.5912,1.1359,14.3295
3376.624,0.9899,10.6923
3376.6568,0.6818,5.1423
3376.6897,0.9996,8.6079
3376.7225,0.9894,11.185
3376.7553,1.0261,12.2898
3376.7881,0.9405,10.6165
3376.8209,1.0906,12.5166
3376.8537,0.9413,10.6223
3376.8865,0.8641,9.1465
3376.9193,0.9729,11.6125
3376.9521,1.246,18.9807
3376.9849,1.2648,19.3769
3377.0177,0.9629,10.3244
3377.0505,0.9123,9.8093
3377.0833,0.7001,5.9386
3377.1161,1.1579,8.014
3377.1489,1.0514,12.5361
3377.1817,0.3801,2.9793
3377.2145,0.5392,3.4897
3377.2473,1.0624,15.7521
3377.2801,1.0691,12.9009
3377.3129,1.2967,20.0896
3377.3457,1.3971,23.8987
3377.3786,0.9141,12.1713
3377.4114,1.2955,12.8884
3377.4442,0.8621,9.558
3377.477,0.8628,10.0195
3377.5098,0.7538,7.5585
3377.5426,0.9672,12.9667
3377.5754,1.1117,15.6486
3377.6082,0.9344,11.1877
3377.641,0.9384,11.5904
3377.6738,0.8504,10.146
3377.7066,1.1074,7.976
3377.7394,0.7561,8.5216
3377.7722,1.1297,16.8238
3377.805,1.0311,14.5638
3377.8378,0.9329,10.7325
3377.8706,1.1409,13.4077
3377.9034,1.2028,19.6115
3377.9362,1.1264,17.2175
3377.969,0.8416,4.4249
3378.0018,0.9862,4.5409
3378.0347,0.8278,1.7985
3378.0675,0.9263,5.1882
3378.1003,1.2387,14.9968
3378.1331,0.8155,8.6704
3378.1659,0.9317,11.0468
3378.1987,0.9966,12.7254
3378.2315,1.0704,16.5405
3378.2643,1.0926,6.3137
3378.2971,0.9577,11.7423
3378.3299,1.0121,14.0652
3378.3627,0.5905,2.7068
3378.3955,0.8624,10.4104
3378.4283,1.4428,27.7259
3378.4611,0.9154,8.6193
3378.4939,0.4763,3.2735
3378.5267,1.0448,15.4291
3378.5595,0.9726,9.3163
3378.5923,0.8223,9.928
3378.6251,1.0505,15.2147
3378.6579,0.8885,10.6516
3378.6907,0.8509,10.0043
3378.7236,0.9381,12.121
3378.7564,0.8656,10.6253
3378.7892,0.9619,13.5532
3378.822,0.8636,11.5037
3378.8548,0.4566,4.2802
3378.8876,0.7889,7.623
3378.9204,0.9837,13.5652
3378.9532,0.8947,12.634
3378.986,1.1626,15.9248
3379.0188,0.8078,9.0777
3379.0516,0.5102,4.3369
3379.0844,0.5894,5.9134
3379.1172,0.8608,10.8875
3379.15,0.813,10.6515
3379.1828,1.0771,12.3834
3379.2156,1.0496,15.8352
3379.2484,1.1271,17.2799
3379.2812,0.8091,9.6971
3379.314,0.9127,11.4558
3379.3468,0.89,11.5824
3379.3797,0.7723,7.5616
3379.4125,0.4299,2.9604
3379.4453,0.3661,2.7998
3379.4781,0.7692,8.8243
3379.5109,1.0034,15.2038
3379.5437,1.0995,17.4665
3379.5765,0.5761,5.9408
3379.6093,1.0673,10.9442
3379.6421,1.3236,17.8686
3379.6749,0.9529,14.0784
3379.7077,0.8833,13.1578
3379.7405,1.2205,22.4444
3379.7733,1.1538,20.0888
3379.8061,0.7465,9.2387
3379.8389,1.1122,19.2684
3379.8717,1.4811,25.5081
3379.9045,0.7939,9.8713
3379.9373,1.4805,14.5516
3379.9701,0.9329,13.3488
3380.0029,1.1916,21.576
3380.0357,0.8425,12.0989
3380.0686,1.3769,28.2015
3380.1014,1.2471,21.8642
3380.1342,0.4483,4.023
3380.167,0.6703,7.1308
3380.1998,0.5953,5.557
3380.2326,0.6803,7.2539
3380.2654,0.7392,7.5448
3380.2982,0.5954,5.5836
3380.331,0.5895,5.2633
3380.3638,1.0725,19.0578
3380.3966,1.1331,20.2395
3380.4294,1.4936,11.4499
3380.4508,0.3069,4.7482
3380.4836,0.8064,9.985
3380.5164,0.8471,11.3477
3380.5492,0.68,8.1386
3380.582,1.0359,16.737
3380.6148,1.1685,19.7724
3380.6476,0.9209,14.3657
3380.6804,1.1501,20.6732
3380.7132,1.0269,15.8015
3380.746,1.028,15.7889
3380.7788,1.0988,15.0857
3380.8116,0.6991,8.0287
3380.8444,0.8105,10.4858
3380.8772,0.9941,15.3641
3380.91,0.9518,13.7826
3380.9429,1.0126,16.4173
3380.9757,0.7072,7.9821
3381.0085,0.7197,6.9648
3381.0413,0.9228,13.7483
3381.0741,0.9321,13.3438
3381.1069,0.8967,12.6546
3381.1397,0.6935,7.9611
3381.1725,0.5403,3.3555
3381.2053,0.7961,10.4899
3381.2381,1.3113,25.7055
3381.2709,0.9771,15.078
3381.3037,0.9478,15.4393
3381.3365,0.9859,15.9338
3381.3693,0.6012,7.1195
3381.4021,0.656,6.8812
3381.4349,1.4514,15.2655
3381.4677,0.8693,14.3721
3381.5005,0.8623,12.7414
3381.5333,0.6849,8.6378
3381.5661,0.7097,8.3199
3381.599,0.8276,12.4073
3381.6318,1.0856,19.2412
3381.6646,1.1454,21.1857
3381.6974,0.867,13.7023
3381.7302,0.9947,17.7381
3381.763,0.9105,15.7058
3381.7958,0.9187,15.1265
3381.8286,1.1768,19.0893
3381.8614,1.1175,18.7563
3381.8942,1.0843,20.5986
3381.927,0.973,16.8025
3381.9598,1.025,17.8442
3381.9926,1.0037,17.4037
3382.0254,0.9231,14.846
3382.0582,0.8875,13.1082
3382.091,0.9707,15.7629
3382.1238,1.101,16.7077
3382.1566,1.1601,21.9365
3382.1894,1.2031,26.3228
3382.2222,0.8734,13.7415
3382.255,1.1071,20.8615
3382.2879,0.9031,14.09
3382.3207,1.0171,19.031
3382.3535,1.2395,27.2622
3382.3863,0.7361,9.9527
3382.4191,0.6919,8.8889
3382.4519,0.87,13.2832
3382.4847,0.7357,10.7671
3382.5175,0.6421,5.7795
3382.5503,0.6993,9.3704
3382.5831,1.1654,18.0198
3382.6159,1.133,22.9445
3382.6487,0.9968,16.8379
3382.6815,1.2254,22.9931
3382.7143,0.9935,17.9112
3382.7471,1.0355,19.0366
3382.7799,1.0618,19.8653
3382.8127,1.0558,19.9388
3382.8455,1.0645,19.6652
3382.8783,1.1372,22.5953
3382.9111,1.017,19.7829
3382.944,0.7729,11.099
3382.9768,0.9449,17.032
3383.0096,1.1179,22.0272
3383.0424,1.2346,21.9404
3383.0752,0.9503,19.0699
3383.108,1.1153,16.8706
3383.1408,0.7012,11.9083
3383.1736,1.1242,22.0983
3383.2064,1.2714,25.9115
3383.2392,0.9671,18.242
3383.272,1.1076,24.0198
3383.3048,0.8775,17.0485
3383.3376,0.9848,18.7932
3383.3704,1.1822,24.5865
3383.4032,0.8652,15.8742
3383.436,0.9621,18.2856
3383.4688,0.9595,17.3806
3383.5016,0.6404,7.6937
3383.5344,0.7409,11.6859
3383.5672,1.0774,22.2742
3383.6001,0.9749,18.1441
3383.6329,0.7158,9.6135
3383.6657,0.5783,7.9702
3383.6985,0.3473,3.2326
3383.7313,0.5693,6.5839
3383.7641,0.3957,3.1249
3383.7969,0.5243,4.8285
3383.8297,0.6568,8.9477
3383.8625,0.8158,13.2912
3383.8953,0.5675,6.5841
3383.9281,0.7233,10.2313
3383.9609,0.8238,13.7081
3383.9937,0.685,9.4949
3384.0265,0.765,12.4215
3384.0593,1.311,31.7546
3384.0921,1.2159,25.2232
3384.1249,0.833,12.8775
3384.1577,0.7082,10.4155
3384.1905,0.9521,18.5227
3384.2233,0.939,16.2973
3384.2561,0.7029,9.0781
3384.289,0.9414,17.062
3384.3218,1.0845,22.0602
3384.3281,1.0584,21.2644
3384.3616,0.8214,13.1635
3384.3951,0.8755,15.1456
3384.4286,0.8433,15.6894
3384.4621,1.1365,25.3169
3384.4956,0.6473,8.459
3384.5291,1.0222,19.9309
3384.5626,0.8223,13.842
3384.5961,0.6416,7.9765
3384.6296,0.8451,13.5992
3384.6631,0.7536,11.8086
3384.6965,0.898,16.122
3384.73,0.7657,11.7834
3384.7635,0.6988,9.4445
3384.797,0.7612,11.2915
3384.8305,0.8234,9.3335
3384.864,1.1425,20.4985
3384.8975,0.9669,18.142
3384.931,0.9617,17.706
3384.9645,0.9672,19.4895
3384.998,0.7379,9.7411
3385.0315,0.9592,18.4065
3385.065,0.9277,18.1366
3385.0985,0.578,7.2153
3385.132,0.8956,15.3367
3385.1655,1.0903,23.235
3385.199,0.74,11.2091
3385.2325,0.8468,14.1728
3385.266,1.0348,12.1131
3385.2995,0.7701,12.2962
3385.333,1.1064,23.3074
3385.3664,0.9205,17.1408
3385.3999,0.8865,16.435
3385.4334,0.9031,15.7354
3385.4669,1.0144,20.0311
3385.5004,1.1142,23.0778
3385.5339,0.9893,18.8651
3385.5674,1.1959,26.8444
3385.6009,0.9657,17.4416
3385.6344,0.9513,17.2769
3385.6679,1.0865,23.5251
3385.7014,0.6451,8.9821
3385.7349,1.0736,21.8664
3385.7684,1.0549,21.8292
3385.8019,0.8918,16.4789
3385.8354,0.6915,8.9275
3385.8689,0.9793,19.0246
3385.9024,1.2399,31.7143
3385.9359,0.7268,11.218
3385.9694,0.8076,13.4611
3386.0029,1.0807,23.8799
3386.0363,0.9645,19.0424
3386.0698,0.512,5.4319
3386.1033,0.7506,12.1057
3386.1368,1.1166,23.3835
3386.1703,0.9673,18.3172
3386.2038,0.958,17.9753
3386.2373,0.7451,11.5821
3386.2708,0.6144,8.3028
3386.3043,1.0732,23.3719
3386.3378,1.1047,16.9271
3386.3713,0.8518,14.267
3386.4048,1.0727,23.3202
3386.4383,0.7775,12.0943
3386.4718,1.0452,20.7682
3386.5053,0.9795,20.3146
3386.5388,1.1147,23.6418
3386.5723,1.1091,23.8102
3386.6058,1.2939,34.2905
3386.6393,1.2451,31.1531
3386.6728,1.1336,26.4761
3386.7062,0.9262,18.6458
3386.7397,0.8497,14.8118
3386.7732,0.8584,15.7698
3386.8067,0.8001,13.7739
3386.8402,1.1147,26.3179
3386.8737,1.1698,28.2549
3386.9072,0.9568,18.4232
3386.9407,0.8508,14.1642
3386.9742,1.2267,30.7165
3387.0077,0.8927,17.189
3387.0412,0.9668,19.351
3387.0747,1.3118,34.205
3387.1082,1.2934,32.4345
3387.1417,0.8756,15.8501
3387.1752,0.9574,19.3075
3387.2087,1.1858,29.2642
3387.2422,1.0291,22.8454
3387.2757,0.9617,19.0883
3387.3092,0.9639,19.6714
3387.3427,0.7359,12.1791
3387.3761,1.2013,28.6026
3387.4096,1.009,20.6236
3387.4431,0.9101,18.1103
3387.4766,0.9729,19.5116
3387.5101,0.9544,17.8858
3387.5436,1.2101,27.1109
3387.5771,0.9301,18.3121
3387.6106,0.9727,20.0477
3387.6441,0.766,13.0968
3387.6776,1.015,21.4012
3387.7111,0.6967,11.153
3387.7446,0.6863,10.64
3387.7781,0.4996,5.8442
3387.8116,0.7254,12.1267
