full_name,e,a,i_deg,q_au,A1,A2,A3,pha,tisserand_J
(2026 DO14),0.0766,1.258,23.03,1.161,,,,N,5.0389
(2026 DR14),0.2764,1.015,4.98,0.734,,,,N,5.9726
(2026 DT14),0.5667,2.104,7.19,0.912,,,,N,3.5129
(2026 DV14),0.3424,1.607,1.66,1.057,,,,N,4.282
(2026 DW14),0.4903,1.708,3.21,0.87,,,,N,4.0438
(2026 DX14),0.8488,1.71,12.25,0.259,,,,N,3.6355
(2026 DY14),0.6746,2.739,10.7,0.891,,,,Y,2.9524
(2026 DM15),0.2423,1.294,12.36,0.98,,,,N,4.9667
(2026 DN15),0.5337,2.124,4.48,0.99,,,,N,3.5273
(2026 DO15),0.5909,2.131,11.8,0.872,,,,N,3.4527
(2026 DP15),0.2158,1.111,6.81,0.871,,,,N,5.5799
(2026 DB16),0.1555,1.401,21.59,1.183,,,,N,4.6675
(2026 DD16),0.3806,1.4,14.47,0.867,,,,N,4.6459
(2026 DE16),0.5569,2.474,2.93,1.096,,,,N,3.2473
(2026 DF16),0.4134,2.216,20.88,1.3,,,,N,3.4586
(2026 DG16),0.4951,1.54,16.22,0.778,,,,N,4.2868
(2026 DK16),0.637,2.101,10.65,0.763,,,,N,3.4396
(2026 DL16),0.5103,1.562,26.65,0.765,,,,N,4.1737
(2026 DM16),0.6676,2.651,23.73,0.881,,,,N,2.9359
(2026 DR16),0.6486,3.109,20.39,1.093,,,,N,2.7767
(2026 DA17),0.2238,1.347,8.96,1.046,,,,N,4.8429
(2026 DS17),0.4545,2.316,24.71,1.264,,,,N,3.3266
(2026 DT17),0.2268,1.329,5.42,1.027,,,,N,4.8956
(2026 DU17),0.5146,1.969,2.78,0.956,,,,N,3.6965
(2026 DV17),0.1339,1.1,6.21,0.952,,,,N,5.6366
(2026 DR18),0.5391,2.524,12.89,1.163,,,,N,3.2053
(2026 DG19),0.8806,1.255,22.64,0.15,,,,N,4.576
(2026 DL19),0.3442,1.035,12.97,0.679,,,,N,5.8439
(2026 DM19),0.6843,2.088,36.51,0.659,,,,N,3.2348
(2026 DN19),0.5657,2.047,2.11,0.889,,,,N,3.5758
(2026 DO19),0.6055,2.146,5.59,0.847,,,,N,3.4422
(2026 DP19),0.6193,2.173,7.05,0.827,,,,N,3.4018
(2026 DJ20),0.5978,2.259,7.43,0.909,,,,N,3.3511
(2026 DF27),0.3292,1.567,4.21,1.051,,,,N,4.3544
(2026 DZ28),0.4192,2.215,5.17,1.286,,,,N,3.5292
(2026 EA),0.187,0.9444,12.6,0.768,,,,N,6.327
(2026 EB),0.4638,1.674,6.19,0.897,,,,N,4.1077
(2026 EC),0.4746,0.9168,19.8,0.482,,,,N,6.3713
(2026 ED),0.2218,1.241,17.43,0.966,,,,N,5.1019
(2026 EE),0.2249,1.083,21.74,0.84,,,,N,5.6308
(2026 EF),0.7117,1.6,3.22,0.461,,,,N,4.0302
(2026 EG),0.1546,1.181,20.22,0.998,,,,N,5.2896
(2026 EH),0.2213,1.278,4.09,0.995,,,,N,5.0359
(2026 EJ),0.3426,1.004,9.43,0.66,,,,N,5.9972
(2026 EK),0.4566,1.063,0.75,0.578,,,,N,5.6995
(2026 EL),0.4687,1.92,1.03,1.02,,,,N,3.7833
(2026 EM),0.3107,1.382,0.96,0.953,,,,N,4.7449
(2026 EN),0.3949,1.779,22.41,1.077,,,,N,3.9183
(2026 EO),0.4322,0.726,10.17,0.412,,,,N,7.8308
(2026 EP),0.2371,1.442,39.56,1.1,,,,N,4.3973
(2026 EQ),0.1344,1.245,15.87,1.078,,,,N,5.1122
(2026 ER),0.4964,2.011,13.25,1.013,,,,N,3.6382
(2026 ES),0.6561,2.021,6.74,0.695,,,,N,3.509
(2026 ET),0.5811,1.584,26.37,0.664,,,,N,4.0898
(2026 EU),0.4795,1.378,14.77,0.717,,,,N,4.6497
(2026 EV),0.1281,1.185,20.29,1.033,,,,N,5.2792
(2026 EW),0.0976,1.178,25.53,1.063,,,,N,5.272
(2026 EX),0.2658,1.358,4.3,0.997,,,,N,4.8141
(2026 EY),0.536,2.356,29.35,1.093,,,,N,3.199
(2026 EZ),0.5608,1.523,5.86,0.669,,,,N,4.308
(2026 EA1),0.6074,2.407,14.14,0.945,,,,N,3.2098
(2026 EB1),0.5544,2.39,8.44,1.065,,,,N,3.2931
(2026 EC1),0.6191,2.371,2.63,0.903,,,,N,3.2538
(2026 ED1),0.2424,0.8587,6.69,0.651,,,,N,6.8429
(2026 EE1),0.1761,1.109,11.87,0.913,,,,N,5.5818
(2026 EF1),0.6007,1.976,5.86,0.789,,,,N,3.6137
(2026 EG1),0.398,1.474,1.58,0.887,,,,N,4.5065
(2026 EH1),0.506,2.038,0.87,1.007,,,,N,3.6328
(2026 EJ1),0.3983,1.425,0.24,0.857,,,,N,4.6118
(2026 EL1),0.5412,1.565,5.37,0.718,,,,N,4.2434
(2026 EM1),0.6146,2.199,4.99,0.847,,,,N,3.3881
(2026 EN1),0.5596,2.115,2.61,0.931,,,,N,3.516
(2026 EO1),0.4598,1.2,9.72,0.648,,,,N,5.1771
(2026 EP1),0.1648,0.9327,13.24,0.779,,,,N,6.3922
(2026 EQ1),0.7367,1.465,4.26,0.386,,,,N,4.2677
(2026 ER1),0.4687,1.47,33.88,0.781,,,,N,4.3196
(2026 ES1),0.3478,1.266,10.11,0.826,,,,N,5.021
(2026 ET1),0.2819,1.378,9.0,0.989,,,,N,4.7516
(2026 EU1),0.3278,1.343,34.36,0.903,,,,N,4.6672
(2026 EV1),0.1433,1.294,23.8,1.109,,,,N,4.9246
(2026 EW1),0.5076,2.025,7.2,0.997,,,,N,3.6362
(2026 EX1),0.3775,1.351,8.51,0.841,,,,N,4.7851
(2026 EY1),0.4208,1.936,12.76,1.121,,,,N,3.7672
(2026 EZ1),0.3794,0.9065,22.73,0.563,,,,N,6.4529
(2026 EA2),0.4403,1.79,13.38,1.002,,,,Y,3.9317
(2026 EC2),0.2944,0.8468,22.85,0.597,,,,N,6.8558
(2026 ED2),0.2929,0.8998,11.03,0.636,,,,N,6.5638
(2026 EE2),0.1498,0.9408,12.23,0.8,,,,N,6.353
(2026 EF2),0.2445,1.252,0.89,0.946,,,,N,5.1075
(2026 EH2),0.4226,0.7898,12.9,0.456,,,,N,7.2771
(2026 EJ2),0.217,1.151,30.14,0.902,,,,N,5.3152
(2026 EK2),0.6392,3.15,18.12,1.137,,,,N,2.7893
(2026 EL2),0.1084,0.9129,0.63,0.814,,,,N,6.533
(2026 EM2),0.1895,1.065,2.36,0.864,,,,N,5.7738
(2026 EN2),0.4265,1.206,18.7,0.691,,,,N,5.1398
(2026 EO2),0.229,0.8463,13.93,0.652,,,,N,6.9109
(2026 EP2),0.537,1.398,22.45,0.647,,,,N,4.5305
(2026 EQ2),0.2446,1.234,0.42,0.932,,,,N,5.1613
(2026 ER2),0.4881,1.887,5.8,0.966,,,,N,3.8035
(2026 ES2),0.4848,1.897,18.02,0.977,,,,N,3.7475
(2026 ET2),0.1031,0.953,6.76,0.855,,,,N,6.3058
(2026 EU2),0.0933,1.069,11.23,0.97,,,,N,5.7532
(2026 EV2),0.302,1.322,1.67,0.923,,,,N,4.8969
(2026 EW2),0.2123,1.266,4.81,0.998,,,,N,5.071
(2026 EX2),0.7622,3.404,3.71,0.809,,,,N,2.5737
(2026 EY2),0.2963,0.9216,10.4,0.649,,,,N,6.4372
(2026 EZ2),0.5941,2.431,29.63,0.987,,,,N,3.0964
(2026 EA3),0.4734,0.7152,16.03,0.377,,,,N,7.9037
(2026 EB3),0.6581,2.183,2.24,0.746,,,,N,3.3584
(2026 EC3),0.5771,2.123,41.28,0.898,,,,N,3.2352
(2026 ED3),0.4759,1.083,21.4,0.567,,,,N,5.5521
(2026 EE3),0.3648,1.368,4.73,0.869,,,,N,4.7555
(2026 EF3),0.5941,2.511,0.63,1.019,,,,N,3.1899
(2026 EG3),0.3249,1.495,21.93,1.009,,,,N,4.4213
(2026 EH3),0.4276,1.513,6.33,0.866,,,,N,4.4083
(2026 EJ3),0.5979,2.18,3.95,0.877,,,,N,3.4222
(2026 EK3),0.2479,1.456,37.19,1.095,,,,N,4.3905
(2026 EL3),0.4718,1.38,0.61,0.729,,,,N,4.6789
(2026 EM3),0.5401,2.638,18.46,1.213,,,,N,3.1094
(2026 EN3),0.3693,1.249,4.88,0.788,,,,N,5.0736
(2026 EO3),0.683,2.711,1.33,0.859,,,,N,2.9736
(2026 EP3),0.1543,1.015,11.78,0.859,,,,N,5.9812
(2026 EQ3),0.5756,2.472,1.69,1.049,,,,N,3.2318
(2026 ER3),0.2975,1.225,10.08,0.86,,,,N,5.1601
(2026 ES3),0.1872,1.198,23.17,0.974,,,,N,5.2104
(2026 ET3),0.3991,0.8489,7.05,0.51,,,,N,6.8651
(2026 EU3),0.2362,1.288,5.13,0.984,,,,N,5.0032
(2026 EV3),0.3275,1.79,24.22,1.204,,,,N,3.9179
(2026 EW3),0.7311,1.926,10.31,0.518,,,,N,3.5186
(2026 EX3),0.4863,1.814,11.98,0.932,,,,N,3.878
(2026 EY3),0.8043,2.617,7.65,0.512,,,,N,2.8238
(2026 EB4),0.5753,1.958,8.96,0.831,,,,N,3.6489
(2026 EC4),0.3677,1.735,18.16,1.097,,,,N,4.0197
(2026 FA),0.5073,2.014,1.89,0.993,,,,N,3.6555
(2026 FB),0.5136,1.519,15.54,0.739,,,,N,4.3191
(2026 FC),0.3213,0.9141,10.42,0.62,,,,N,6.4735
(2026 FD),0.1438,1.094,18.27,0.937,,,,N,5.6184
(2026 FE),0.4041,1.608,10.68,0.958,,,,N,4.2355
(2026 FF),0.1808,0.9925,16.81,0.813,,,,N,6.0655
(2026 FG),0.774,2.297,9.82,0.519,,,,N,3.0945
(2026 FH),0.5807,2.181,8.06,0.915,,,,N,3.4297
(2026 FJ),0.0737,0.9881,1.0,0.915,,,,N,6.1355
(2026 FK),0.6296,2.192,1.39,0.812,,,,N,3.3822
(2026 FL),0.4685,1.838,10.52,0.977,,,,N,3.8637
(2026 FN),0.7812,1.936,29.25,0.423,,,,N,3.3524
(2026 FO),0.5046,1.955,8.73,0.969,,,,N,3.7079
(2026 FP),0.1779,0.8964,5.57,0.737,,,,N,6.6182
(2026 FQ),0.392,1.351,35.6,0.821,,,,N,4.6141
(2026 FR),0.5468,1.899,7.45,0.86,,,,N,3.7433
(2026 FS),0.6547,2.663,16.69,0.92,,,,N,2.99
(2026 FT),0.646,1.759,7.53,0.623,,,,N,3.8383
(2026 FU),0.1218,1.004,0.84,0.881,,,,N,6.0549
(2026 FV),0.2335,1.303,11.64,0.999,,,,N,4.9468
(2026 FW),0.1593,1.216,18.99,1.022,,,,N,5.1819
(2026 FX),0.132,1.256,27.07,1.091,,,,N,5.0104
(2026 FY),0.3959,0.735,17.4,0.444,,,,N,7.7386
(2026 FZ),0.6649,1.572,3.51,0.527,,,,N,4.1298
(2026 FA1),0.5353,2.207,10.34,1.026,,,,N,3.4401
(2026 FB1),0.5149,2.054,17.99,0.996,,,,N,3.558
(2026 FC1),0.5544,2.074,1.79,0.924,,,,N,3.5594
(2026 FD1),0.2247,1.261,0.86,0.978,,,,N,5.086
(2026 FE1),0.5409,2.024,3.51,0.929,,,,N,3.6182
(2026 FF1),0.4237,1.351,8.58,0.779,,,,N,4.7645
(2026 FG1),0.4686,1.441,1.58,0.766,,,,N,4.5406
(2026 FH1),0.4863,1.843,8.51,0.947,,,,N,3.8521
(2026 FJ1),0.6717,2.35,5.73,0.772,,,,N,3.2051
(2026 FK1),0.7244,1.894,4.11,0.522,,,,N,3.5772
(2026 FL1),0.4859,1.939,5.18,0.997,,,,N,3.7464
(2026 FM1),0.4612,1.544,7.81,0.832,,,,N,4.328
(2026 FN1),0.4795,1.804,4.48,0.939,,,,N,3.9148
(2026 FO1),0.3496,1.461,18.88,0.95,,,,N,4.5012
(2026 FP1),0.389,1.594,1.33,0.974,,,,N,4.2841
(2026 FQ1),0.449,1.887,2.8,1.04,,,,N,3.8326
(2026 FS1),0.5342,1.843,25.11,0.858,,,,N,3.7346
(2026 FT1),0.1862,1.149,16.18,0.935,,,,N,5.4158
(2026 FU1),0.7507,1.746,21.67,0.435,,,,N,3.6917
(2026 FV1),0.5216,2.087,7.27,0.998,,,,N,3.5654
(2026 FW1),0.7729,1.74,1.15,0.395,,,,N,3.7244
(2026 FX1),0.0518,0.9814,27.36,0.931,,,,N,6.0728
(2026 FY1),0.4212,1.64,6.65,0.949,,,,N,4.1845
(2026 FZ1),0.5867,2.462,0.68,1.017,,,,N,3.2276
(2026 FA2),0.1836,1.204,24.53,0.983,,,,N,5.1824
(2026 FB2),0.2642,1.455,16.71,1.071,,,,N,4.5534
(2026 FC2),0.2916,1.266,24.59,0.897,,,,N,4.9685
(2026 FD2),0.1992,1.127,36.14,0.902,,,,N,5.354
(2026 FE2),0.3621,1.319,26.08,0.841,,,,N,4.7883
(2026 FF2),0.6822,1.355,6.24,0.431,,,,N,4.5822
(2026 FG2),0.3607,1.565,2.67,1.001,,,,N,4.347
(2026 FH2),0.4054,1.215,11.71,0.722,,,,N,5.148
(2026 FJ2),0.0695,0.9896,7.48,0.921,,,,N,6.1211
(2026 FK2),0.4485,1.555,16.64,0.857,,,,N,4.2827
(2026 FM2),0.3179,1.453,37.26,0.991,,,,N,4.3789
(2026 FN2),0.4609,1.503,3.89,0.81,,,,N,4.414
(2026 FO2),0.2038,1.255,14.27,1.0,,,,N,5.0784
(2026 FP2),0.2368,1.171,26.81,0.894,,,,N,5.2666
(2026 FQ2),0.5241,1.958,1.73,0.932,,,,N,3.7021
(2026 FR2),0.5553,2.137,7.24,0.95,,,,N,3.4925
(2026 FS2),0.5689,2.182,5.61,0.94,,,,N,3.4449
(2026 FT2),0.2607,0.9049,2.84,0.669,,,,N,6.5549
(2026 FU2),0.5369,1.885,8.49,0.873,,,,N,3.765
(2026 FV2),0.1075,1.117,6.45,0.997,,,,N,5.5741
(2026 FW2),0.5611,1.646,4.22,0.722,,,,N,4.09
(2026 FX2),0.4726,1.061,14.86,0.56,,,,N,5.6739
(2026 FY2),0.3155,1.162,7.43,0.795,,,,N,5.3676
(2026 FZ2),0.3873,1.047,1.11,0.641,,,,N,5.7971
(2026 FA3),0.4267,1.125,6.32,0.645,,,,N,5.4615
(2026 FB3),0.3473,1.463,19.76,0.955,,,,N,4.4928
(2026 FC3),0.2685,1.227,16.79,0.897,,,,N,5.1367
(2026 FD3),0.5712,1.623,5.53,0.696,,,,N,4.1188
(2026 FE3),0.2919,1.271,2.36,0.9,,,,N,5.0388
(2026 FF3),0.6999,2.312,15.37,0.694,,,,N,3.1689
(2026 FG3),0.548,1.699,30.1,0.768,,,,N,3.8899
(2026 FH3),0.584,2.417,20.08,1.005,,,,N,3.1922
(2026 FJ3),0.271,1.259,22.88,0.918,,,,N,5.0057
(2026 FK3),0.296,1.088,20.13,0.766,,,,N,5.6031
(2026 FL3),0.3131,1.466,1.79,1.007,,,,N,4.5573
(2026 FM3),0.1543,0.9797,0.97,0.829,,,,N,6.1689
(2026 FN3),0.2603,1.046,1.83,0.774,,,,N,5.8403
(2026 FO3),0.2416,1.254,0.66,0.951,,,,N,5.1024
(2026 FP3),0.4383,1.046,5.9,0.588,,,,N,5.7766
(2026 FQ3),0.2807,0.9471,2.39,0.681,,,,N,6.3127
(2026 FR3),0.2295,1.024,15.79,0.789,,,,N,5.9128
(2026 FS3),0.6468,2.52,1.24,0.89,,,,N,3.1262
(2026 FT3),0.232,0.8554,7.8,0.657,,,,N,6.8649
(2026 FU3),0.623,2.559,1.03,0.965,,,,N,3.1304
(2026 FV3),0.3029,1.224,13.05,0.853,,,,N,5.152
(2026 FW3),0.3597,1.618,42.79,1.036,,,,N,3.9798
(2026 FX3),0.2061,0.9673,14.17,0.768,,,,N,6.1978
(2026 FY3),0.489,1.976,4.19,1.01,,,,N,3.7057
(2026 FZ3),0.3533,1.321,16.56,0.855,,,,N,4.8429
(2026 FA4),0.4784,0.7745,4.58,0.404,,,,N,7.3943
(2026 FB4),0.4121,1.472,0.28,0.865,,,,N,4.5044
(2026 FC4),0.2767,1.485,22.59,1.074,,,,N,4.4522
(2026 FD4),0.2644,1.301,4.25,0.957,,,,N,4.9616
(2026 FE4),0.6542,1.334,20.74,0.461,,,,N,4.6171
(2026 FF4),0.1282,1.443,28.0,1.258,,,,N,4.5285
(2026 FG4),0.3028,0.9769,10.99,0.681,,,,N,6.1376
(2026 FJ4),0.4984,2.276,28.01,1.142,,,,N,3.2988
(2026 FK4),0.5668,2.117,1.53,0.917,,,,N,3.5087
(2026 FL4),0.7367,2.691,1.66,0.709,,,,N,2.9059
(2026 FM4),0.516,2.019,3.19,0.977,,,,N,3.6429
(2026 FO4),0.2707,1.398,21.61,1.019,,,,N,4.6501
(2026 FP4),0.2589,1.302,10.26,0.965,,,,N,4.9476
(2026 FQ4),0.1328,1.06,7.29,0.919,,,,N,5.7967
(2026 FR4),0.4999,2.048,1.07,1.024,,,,N,3.6274
(2026 FS4),0.1292,1.294,12.95,1.127,,,,N,4.9853
(2026 FT4),0.5204,1.726,6.21,0.828,,,,N,3.9928
(2026 FU4),0.3511,1.78,0.83,1.155,,,,N,4.0186
(2026 FW4),0.2936,1.702,2.79,1.203,,,,N,4.1496
(2026 FX4),0.1666,1.477,27.67,1.231,,,,N,4.4537
(2026 FY4),0.4823,2.038,4.95,1.055,,,,N,3.6457
(2026 FZ4),0.4933,1.467,6.66,0.743,,,,N,4.4647
(2026 FA5),0.445,0.742,6.95,0.412,,,,N,7.6846
(2026 FB5),0.5931,2.341,0.8,0.953,,,,N,3.3028
(2026 FC5),0.6596,2.23,4.11,0.759,,,,N,3.3151
(2026 FD5),0.2974,1.432,18.53,1.006,,,,N,4.5837
(2026 FE5),0.5337,1.637,9.38,0.763,,,,N,4.1148
(2026 FF5),0.3285,1.554,6.04,1.043,,,,N,4.3752
(2026 FG5),0.7775,2.139,5.94,0.476,,,,N,3.2349
(2026 FJ5),0.2222,1.267,24.53,0.986,,,,N,4.9825
(2026 FK5),0.5475,2.263,0.7,1.024,,,,N,3.4031
(2026 FL5),0.5389,1.417,33.79,0.653,,,,N,4.403
(2026 FM5),0.5366,2.458,6.29,1.139,,,,N,3.27
(2026 FN5),0.5654,0.6624,1.24,0.288,,,,N,8.4444
(2026 FO5),0.218,1.039,6.95,0.813,,,,N,5.8742
(2026 FP5),0.5335,1.983,13.04,0.925,,,,N,3.6415
(2026 FQ5),0.5098,1.857,6.97,0.91,,,,N,3.8225
(2026 FR5),0.2909,1.634,30.0,1.158,,,,N,4.1133
(2026 FS5),0.3302,1.051,5.41,0.704,,,,N,5.7959
(2026 FT5),0.706,0.7437,26.37,0.219,,,,N,7.4769
(2026 FU5),0.7239,1.49,11.38,0.411,,,,N,4.2163
(2026 FV5),0.1653,1.11,6.73,0.926,,,,N,5.5928
(2026 FW5),0.639,2.088,6.32,0.754,,,,N,3.4608
(2026 FX5),0.6368,2.621,8.42,0.952,,,,N,3.068
(2026 FY5),0.287,1.229,12.13,0.876,,,,N,5.1445
(2026 FZ5),0.5328,1.457,25.63,0.681,,,,N,4.379
(2026 FA6),0.5798,2.553,8.68,1.073,,,,N,3.1666
(2026 FB6),0.3976,1.658,0.9,0.999,,,,N,4.1743
(2026 FC6),0.3657,1.398,44.41,0.887,,,,N,4.4115
(2026 FD6),0.4088,1.379,14.91,0.815,,,,N,4.6816
(2026 FE6),0.7439,1.742,29.22,0.446,,,,N,3.6622
(2026 FF6),0.7505,2.893,10.19,0.722,,,,N,2.7687
(2026 FG6),0.2299,1.076,13.84,0.829,,,,N,5.6956
(2026 FH6),0.2253,0.9004,12.41,0.698,,,,N,6.571
(2026 FJ6),0.2957,1.344,13.54,0.947,,,,N,4.8158
(2026 FK6),0.4715,2.011,4.03,1.063,,,,N,3.6814
(2026 FL6),0.4176,1.868,19.14,1.088,,,,N,3.8144
(2026 FM6),0.5385,2.469,4.18,1.14,,,,N,3.2654
(2026 FN6),0.3006,1.807,6.37,1.264,,,,N,3.9969
(2026 FO6),0.4551,1.483,0.72,0.808,,,,N,4.4596
(2026 FP6),0.403,1.93,7.48,1.152,,,,N,3.8015
(2026 FQ6),0.6388,1.531,12.85,0.553,,,,N,4.2127
(2026 FR6),0.5252,1.393,10.15,0.662,,,,N,4.6025
(2026 FU6),0.4985,2.243,16.98,1.125,,,,N,3.4087
(2026 FV6),0.3683,1.307,4.14,0.826,,,,N,4.9109
(2026 FW6),0.6437,1.507,6.44,0.537,,,,N,4.2715
(2026 FX6),0.4642,1.945,4.96,1.042,,,,N,3.7544
(2026 FY6),0.4522,2.058,3.16,1.127,,,,N,3.6487
(2026 FZ6),0.2237,1.32,12.24,1.025,,,,N,4.9017
(2026 FA7),0.3426,1.901,5.73,1.25,,,,N,3.8674
(2026 FB7),0.6614,2.406,21.71,0.815,,,,Y,3.1105
(2026 FC7),0.4515,1.675,5.69,0.919,,,,N,4.1142
(2026 FD7),0.3113,1.038,2.66,0.715,,,,N,5.8612
(2026 FE7),0.2711,1.256,5.58,0.916,,,,N,5.0844
(2026 FF7),0.4179,1.236,4.07,0.72,,,,N,5.0935
(2026 FG7),0.246,1.469,22.69,1.107,,,,N,4.4927
(2026 FH7),0.1229,0.9387,14.42,0.823,,,,N,6.3601
(2026 FJ7),0.4829,1.894,6.51,0.98,,,,N,3.7973
(2026 FM7),0.2681,0.7978,12.32,0.584,,,,N,7.2597
(2026 FO8),0.2271,1.307,13.27,1.01,,,,N,4.9316
(2026 FP8),0.6364,1.393,14.34,0.507,,,,N,4.509
(2026 FQ8),0.5027,1.994,1.82,0.992,,,,N,3.6794
(2026 FR8),0.5325,2.114,6.34,0.988,,,,N,3.534
(2026 FS8),0.2857,1.555,9.6,1.111,,,,N,4.3795
(2026 FT8),0.7092,1.862,8.02,0.541,,,,N,3.6299
(2026 FE9),0.6263,2.353,2.66,0.88,,,,N,3.2589
(2026 FH9),0.696,1.522,57.29,0.463,,,,N,3.8387
(2026 FN9),0.3807,1.598,20.42,0.99,,,,N,4.2169
(2026 FO9),0.8278,1.975,11.97,0.34,,,,N,3.3111
(2026 FP9),0.9138,2.492,9.18,0.215,,,,N,2.6431
(2026 FH12),0.6988,2.859,8.05,0.861,,,,Y,2.8701
(2026 FL12),0.4939,1.747,6.69,0.884,,,,N,3.9795
(2026 FM12),0.2446,1.678,25.0,1.268,,,,N,4.0992
(2026 FN12),0.3152,1.381,25.29,0.946,,,,N,4.6522
(2026 FO12),0.1508,1.074,25.82,0.912,,,,N,5.6538
(2026 FP12),0.7305,2.604,25.47,0.702,,,,N,2.8707
(2026 FQ12),0.3374,1.319,7.45,0.874,,,,N,4.8851
(2026 FR12),0.6899,2.826,5.95,0.876,,,,N,2.9026
(2026 FS12),0.2803,1.384,24.66,0.996,,,,N,4.6598
(2026 FT12),0.077,0.9791,10.3,0.904,,,,N,6.1659
(2026 FU12),0.4693,1.322,4.86,0.702,,,,N,4.8233
(2026 FV12),0.3605,1.31,33.73,0.837,,,,N,4.7508
(2026 FW12),0.2274,1.004,9.15,0.776,,,,N,6.0277
(2026 FA13),0.47,2.283,25.45,1.21,,,,N,3.3352
(2026 FB13),0.2432,1.708,9.94,1.292,,,,N,4.1414
(2026 FD13),0.3752,1.652,7.07,1.032,,,,N,4.1866
(2026 FE13),0.6303,2.037,4.4,0.753,,,,N,3.5232
(2026 FG13),0.4123,1.223,27.33,0.719,,,,N,5.0397
(2026 FH13),0.8356,1.334,15.9,0.219,,,,N,4.4359
(2026 FJ13),0.8314,2.24,2.05,0.378,,,,N,3.0518
(2026 FK13),0.7324,0.9587,27.08,0.257,,,,N,5.9484
(2026 FM13),0.2121,1.41,11.33,1.111,,,,N,4.6882
(2026 FP13),0.2885,1.64,20.23,1.167,,,,N,4.1818
(2026 FQ13),0.3336,1.305,11.04,0.87,,,,N,4.9143
(2026 FR13),0.1846,1.035,2.56,0.844,,,,N,5.9036
(2026 FS13),0.6795,0.8107,22.45,0.26,,,,N,6.9542
(2026 FT13),0.1145,1.238,24.66,1.096,,,,N,5.0841
(2026 FU13),0.2135,1.361,9.31,1.07,,,,N,4.8096
(2026 FX13),0.475,1.628,1.1,0.855,,,,N,4.1807
(2026 GA),0.1296,0.9073,11.27,0.79,,,,N,6.5476
(2026 GB),0.6181,2.504,10.22,0.956,,,,N,3.1515
(2026 GC),0.5833,2.488,7.14,1.037,,,,N,3.2061
(2026 GD),0.4465,1.428,0.49,0.79,,,,N,4.5815
(2026 GE),0.5071,1.985,12.07,0.979,,,,N,3.6627
(2026 GG),0.2302,1.237,24.71,0.952,,,,N,5.0688
(2026 GH),0.462,0.7383,24.85,0.397,,,,N,7.6546
(2026 GJ),0.2384,0.8582,34.18,0.654,,,,N,6.7162
(2026 GK),0.6861,2.205,1.14,0.692,,,,N,3.3069
(2026 GL),0.261,0.9712,20.85,0.718,,,,N,6.1376
(2026 GM),0.4979,1.072,25.67,0.538,,,,N,5.5638
(2026 GN),0.1419,1.107,4.09,0.95,,,,N,5.6116
(2026 GO),0.4835,2.04,6.77,1.054,,,,N,3.6394
(2026 GP),0.6336,2.524,0.94,0.925,,,,N,3.1392
(2026 GQ),0.6595,2.082,4.47,0.709,,,,N,3.4475
(2026 GR),0.518,1.502,7.32,0.724,,,,N,4.3762
(2026 GS),0.5515,2.061,1.49,0.924,,,,N,3.5745
(2026 GT),0.6057,2.127,11.52,0.839,,,,N,3.4435
(2026 GU),0.4483,1.864,17.86,1.028,,,,Y,3.8101
(2026 GV),0.502,1.644,24.28,0.819,,,,N,4.0516
(2026 GW),0.5105,2.01,4.13,0.984,,,,N,3.655
(2026 GX),0.2813,1.166,3.33,0.838,,,,N,5.3699
(2026 GY),0.36,1.572,0.08,1.006,,,,N,4.3359
(2026 GZ),0.4491,1.789,11.68,0.986,,,,N,3.9348
(2026 GA1),0.2186,1.228,10.24,0.96,,,,N,5.1706
(2026 GB1),0.227,1.03,27.36,0.796,,,,N,5.8219
(2026 GC1),0.2033,1.329,9.71,1.059,,,,N,4.891
(2026 GD1),0.4519,1.88,1.57,1.03,,,,N,3.84
(2026 GF1),0.3653,1.66,1.81,1.054,,,,N,4.1858
(2026 GG1),0.405,1.086,8.16,0.646,,,,N,5.6186
(2026 GH1),0.5701,2.46,2.13,1.057,,,,N,3.2443
(2026 GJ1),0.7474,2.378,4.57,0.601,,,,N,3.0837
(2026 GL1),0.4951,1.946,7.93,0.982,,,,N,3.7266
(2026 GM1),0.1685,0.9688,0.68,0.806,,,,N,6.2219
(2026 GN1),0.2744,1.222,6.01,0.887,,,,N,5.1853
(2026 GO1),0.7657,2.593,11.28,0.607,,,,N,2.8974
(2026 GR1),0.2473,1.27,6.34,0.956,,,,N,5.049
(2026 GS1),0.3118,1.745,29.09,1.201,,,,N,3.9437
(2026 GT1),0.5483,2.022,6.97,0.913,,,,N,3.6085
(2026 GU1),0.4532,1.884,4.35,1.03,,,,N,3.8317
(2026 GV1),0.3887,1.427,41.48,0.872,,,,Y,4.3696
(2026 GW1),0.575,2.056,7.62,0.874,,,,N,3.5505
(2026 GX1),0.3169,1.514,4.8,1.034,,,,N,4.4567
(2026 GY1),0.3812,1.451,10.64,0.898,,,,N,4.5459
(2026 GZ1),0.3481,1.351,6.11,0.881,,,,N,4.8017
(2026 GA2),0.5058,1.951,9.2,0.964,,,,N,3.7101
(2026 GB2),0.5928,2.333,2.04,0.95,,,,N,3.3083
(2026 GC2),0.7479,2.009,8.76,0.507,,,,N,3.4055
(2026 GD2),0.4237,1.2,4.98,0.692,,,,N,5.2032
(2026 GE2),0.6821,2.58,11.0,0.82,,,,N,3.0279
(2026 GF2),0.5305,2.168,10.63,1.018,,,,N,3.4758
