full_name,e,a,i_deg,q_au,A1,A2,A3,pha,tisserand_J
(2017 FR2),0.3473,1.499,6.26,0.978,,,,N,4.4721
(2017 FS2),0.1634,1.501,16.61,1.255,,,,N,4.4824
(2017 FT2),0.3532,1.949,6.67,1.261,,,,N,3.8073
(2017 FU2),0.505,1.962,2.52,0.971,,,,N,3.7112
(2017 FV2),0.7479,2.061,10.56,0.52,,,,N,3.3463
(2017 FW2),0.4095,0.911,16.27,0.538,,,,N,6.445
(2017 FX2),0.2342,1.389,1.81,1.064,,,,N,4.7505
(2017 FY2),0.2372,1.686,24.66,1.286,,,,N,4.0915
(2017 FZ2),0.2638,1.008,1.81,0.742,,,,N,6.0111
(2017 FA3),0.4226,1.337,11.2,0.772,,,,N,4.7934
(2017 FB3),0.1865,1.047,1.01,0.852,,,,N,5.8514
(2017 FC3),0.5392,1.678,6.97,0.773,,,,N,4.0506
(2017 FD3),0.5617,2.014,2.64,0.883,,,,N,3.6121
(2017 FE3),0.3394,1.464,10.75,0.967,,,,N,4.5348
(2017 FF3),0.1357,1.145,2.57,0.99,,,,N,5.4733
(2017 FG3),0.3612,1.39,3.86,0.888,,,,N,4.7054
(2017 FH3),0.6701,1.196,12.4,0.394,,,,N,5.0461
(2017 FJ3),0.1186,1.134,0.96,0.999,,,,N,5.5158
(2017 FK3),0.4256,1.637,1.92,0.94,,,,N,4.1934
(2017 FE63),0.1806,1.371,26.82,1.123,,,,N,4.6967
(2017 FG63),0.642,2.802,17.8,1.003,,,,N,2.9285
(2017 FH63),0.2517,1.397,9.04,1.045,,,,N,4.7154
(2017 FJ63),0.3844,1.878,5.45,1.156,,,,N,3.8751
(2017 FK63),0.169,1.26,7.66,1.047,,,,N,5.0913
(2017 FL63),0.7197,2.676,5.51,0.75,,,,N,2.9358
(2017 FM63),0.5902,2.871,2.91,1.177,,,,N,3.0102
(2017 FN63),0.554,2.796,12.61,1.247,,,,N,3.0522
(2017 FO63),0.8434,2.37,2.11,0.371,,,,N,2.9204
(2017 FP63),0.571,2.691,2.0,1.154,,,,N,3.1138
(2017 FQ63),0.263,1.115,9.65,0.822,,,,N,5.5476
(2017 FR63),0.1562,0.9601,7.15,0.81,,,,N,6.262
(2017 FL64),0.1317,1.124,2.33,0.976,,,,N,5.5504
(2017 FN64),0.321,1.152,23.24,0.782,,,,N,5.3361
(2017 FO64),0.2949,1.418,4.83,1.0,,,,N,4.6639
(2017 FP64),0.5985,3.199,15.97,1.284,,,,N,2.8345
(2017 FQ64),0.5209,2.012,4.41,0.964,,,,Y,3.6448
(2017 FR64),0.2503,1.606,4.68,1.204,,,,N,4.3123
(2017 FS64),0.4095,1.628,11.7,0.961,,,,N,4.1958
(2017 FT64),0.2212,1.171,3.78,0.912,,,,N,5.3671
(2017 FU64),0.7071,2.45,6.91,0.718,,,,N,3.0873
(2017 FV64),0.1165,1.256,10.42,1.109,,,,N,5.1029
(2017 FW64),0.5298,2.636,36.66,1.24,,,,N,2.9426
(2017 FX64),0.5564,2.245,28.04,0.996,,,,N,3.2814
(2017 FY64),0.8237,2.503,2.71,0.441,,,,N,2.8647
(2017 FZ64),0.4965,1.937,7.64,0.976,,,,N,3.7363
(2017 FA65),0.0611,1.127,12.54,1.058,,,,N,5.5242
(2017 FB65),0.2176,1.314,25.79,1.028,,,,N,4.8435
(2017 FC65),0.7868,1.86,7.06,0.397,,,,N,3.5301
(2017 FD65),0.2523,1.503,10.01,1.124,,,,N,4.4865
(2017 FE65),0.3583,1.335,22.92,0.857,,,,Y,4.7691
(2017 FF65),0.517,1.433,37.88,0.692,,,,N,4.3405
(2017 FE66),0.4696,2.28,8.46,1.209,,,,N,3.4384
(2017 FE90),0.7823,2.026,25.8,0.441,,,,N,3.2684
(2017 FF90),0.3824,1.758,13.03,1.086,,,,N,4.0065
(2017 FH90),0.3316,1.663,33.19,1.111,,,,N,4.0218
(2017 FK90),0.6053,2.458,3.46,0.97,,,,N,3.2092
(2017 FL90),0.8438,2.498,14.96,0.39,,,,N,2.8016
(2017 FM90),0.5195,1.504,12.63,0.723,,,,N,4.3565
(2017 FN90),0.6834,2.84,11.18,0.899,,,,N,2.8905
(2017 FO90),0.5276,2.435,1.32,1.15,,,,N,3.299
(2017 FR90),0.8304,2.358,26.11,0.4,,,,N,2.8804
(2017 FS90),0.3199,1.156,6.84,0.786,,,,N,5.3883
(2017 FT90),0.2231,1.124,12.62,0.874,,,,N,5.5139
(2017 FU90),0.6493,0.7729,2.34,0.271,,,,N,7.3185
(2017 FV90),0.6298,2.331,5.56,0.863,,,,N,3.2673
(2017 FW90),0.146,1.033,3.17,0.882,,,,N,5.9177
(2017 FX90),0.5449,2.037,9.44,0.927,,,,N,3.5897
(2017 FY90),0.4391,1.834,11.5,1.029,,,,N,3.8827
(2017 FK91),0.7249,2.535,12.67,0.698,,,,N,2.9909
(2017 FL91),0.2554,1.696,13.92,1.263,,,,N,4.1398
(2017 FM91),0.3939,1.451,34.38,0.88,,,,N,4.3875
(2017 FN91),0.4663,1.905,4.4,1.016,,,,N,3.799
(2017 FO91),0.1164,1.213,13.47,1.072,,,,N,5.2227
(2017 FP91),0.2742,1.394,5.2,1.011,,,,N,4.7244
(2017 FQ91),0.4125,1.17,10.19,0.687,,,,N,5.298
(2017 FR91),0.3239,0.9075,0.23,0.614,,,,N,6.5244
(2017 FS91),0.2816,0.9038,2.52,0.649,,,,N,6.5567
(2017 FC101),0.5772,2.442,1.44,1.033,,,,N,3.2494
(2017 FD101),0.3165,1.737,35.84,1.187,,,,N,3.8844
(2017 FF101),0.1201,1.297,12.2,1.142,,,,N,4.981
(2017 FG101),0.4831,2.044,7.99,1.056,,,,N,3.6327
(2017 FH101),0.4591,1.787,9.24,0.966,,,,N,3.9397
(2017 FJ101),0.3334,1.039,7.1,0.693,,,,N,5.8445
(2017 FK101),0.3053,1.605,11.38,1.115,,,,N,4.2791
(2017 FL101),0.7941,2.807,4.87,0.578,,,,N,2.7434
(2017 FM101),0.3723,1.466,1.38,0.92,,,,N,4.5346
(2017 FN101),0.5032,1.998,4.66,0.993,,,,N,3.6719
(2017 FO101),0.4393,1.618,1.77,0.907,,,,N,4.2176
(2017 FP101),0.1278,1.087,6.62,0.948,,,,N,5.6878
(2017 FQ101),0.4467,1.927,5.71,1.066,,,,N,3.7839
(2017 FR101),0.5327,2.23,9.32,1.042,,,,N,3.4269
(2017 FS101),0.5343,2.307,0.26,1.074,,,,N,3.3813
(2017 FT101),0.2878,0.9714,21.75,0.692,,,,N,6.1256
(2017 FU101),0.3936,1.638,3.06,0.994,,,,N,4.207
(2017 FV101),0.2407,1.11,27.19,0.843,,,,N,5.4856
(2017 FW101),0.294,1.457,14.72,1.029,,,,N,4.5499
(2017 FX101),0.3482,0.9391,3.5,0.612,,,,N,6.3362
(2017 FY101),0.3461,0.9864,2.49,0.645,,,,N,6.0917
(2017 FZ101),0.3056,1.687,23.1,1.171,,,,N,4.082
(2017 FA102),0.5758,1.919,0.34,0.814,,,,N,3.7047
(2017 FB102),0.5216,2.017,5.65,0.965,,,,N,3.6372
(2017 FK102),0.1748,1.123,37.94,0.926,,,,N,5.3553
(2017 FL102),0.7199,1.633,20.11,0.457,,,,N,3.9169
(2017 FM102),0.8145,1.291,29.16,0.239,,,,N,4.5355
(2017 FN102),0.3423,1.189,9.58,0.782,,,,N,5.2623
(2017 FO102),0.3295,1.636,5.3,1.097,,,,N,4.2351
(2017 FP102),0.4572,2.057,2.34,1.116,,,,N,3.6472
(2017 FQ102),0.5347,1.946,5.33,0.906,,,,N,3.7032
(2017 FR102),0.43,1.512,7.36,0.862,,,,N,4.407
(2017 FS102),0.5118,2.072,1.49,1.011,,,,N,3.5953
(2017 FT102),0.0589,1.038,1.52,0.977,,,,N,5.9047
(2017 FU102),0.2869,1.288,3.0,0.918,,,,N,4.9921
(2017 FL127),0.6068,2.519,22.46,0.99,,,,N,3.088
(2017 FM127),0.1584,0.9712,11.71,0.817,,,,N,6.1935
(2017 FN127),0.2824,0.9373,9.56,0.673,,,,N,6.3549
(2017 FO127),0.2191,1.126,4.75,0.88,,,,N,5.5261
(2017 FP127),0.2025,1.181,2.58,0.942,,,,N,5.3384
(2017 FQ127),0.3504,1.14,17.66,0.741,,,,N,5.4002
(2017 FE128),0.4099,1.567,24.05,0.925,,,,N,4.235
(2017 FF128),0.5714,2.161,6.67,0.926,,,,N,3.4586
(2017 FG128),0.2686,1.449,30.48,1.06,,,,N,4.4674
(2017 FH128),0.3838,0.8741,10.88,0.539,,,,N,6.6966
(2017 FJ128),0.5084,1.552,1.81,0.763,,,,N,4.293
(2017 FK128),0.4614,2.023,5.2,1.09,,,,N,3.6741
(2017 FL128),0.3173,0.9111,17.9,0.622,,,,N,6.4668
(2017 FM128),0.5676,2.342,3.66,1.013,,,,N,3.3243
(2017 FN128),0.5521,1.846,61.05,0.827,,,,Y,3.2997
(2017 FO128),0.5195,1.739,17.13,0.836,,,,N,3.9365
(2017 FP128),0.5469,2.187,7.07,0.991,,,,N,3.4567
(2017 FQ128),0.5341,2.391,10.6,1.114,,,,N,3.303
(2017 FR128),0.5951,2.668,0.78,1.08,,,,N,3.1012
(2017 FS128),0.7317,1.501,3.65,0.403,,,,N,4.1976
(2017 FT128),0.5828,2.067,4.04,0.862,,,,N,3.5393
(2017 FU128),0.5109,2.126,6.4,1.04,,,,N,3.5398
(2017 FV128),0.4019,1.095,5.41,0.655,,,,N,5.5887
(2017 FW128),0.2732,1.318,0.61,0.958,,,,N,4.9164
(2017 FQ146),0.3629,1.86,2.28,1.185,,,,,3.9111
(2017 FB157),0.1721,1.206,1.11,0.999,,,,N,5.2632
(2017 FC157),0.3573,1.658,16.42,1.066,,,,N,4.15
(2017 FD157),0.3968,1.13,8.3,0.682,,,,N,5.4516
(2017 FE157),0.4408,1.724,5.23,0.964,,,,N,4.0474
(2017 FU158),0.6805,3.72,23.85,1.188,,,,N,2.5321
(2017 FW158),0.6639,2.355,0.08,0.791,,,,N,3.2158
(2017 FX158),0.4689,1.777,5.17,0.944,,,,N,3.9565
(2017 FA159),0.3999,1.548,0.53,0.929,,,,N,4.3614
(2017 FS188),0.4802,2.477,2.92,1.288,,,,N,3.3096
(2017 FC228),0.331,1.726,6.27,1.155,,,,N,4.0954
(2017 FU254),0.3698,2.021,2.55,1.274,,,,N,3.7317
(2017 FQ257),0.2116,1.484,4.92,1.17,,,,N,4.5466
(2017 GM),0.7489,3.297,0.23,0.828,,,,N,2.6333
(2017 GG4),0.6854,1.662,21.99,0.523,,,,N,3.8942
(2017 GH4),0.5813,1.928,0.91,0.807,,,,N,3.6895
(2017 GJ4),0.2956,1.29,1.58,0.909,,,,N,4.9849
(2017 GK4),0.3859,1.32,16.36,0.811,,,,Y,4.8339
(2017 GL4),0.4636,1.925,5.57,1.032,,,,N,3.776
(2017 GM4),0.5998,1.703,4.23,0.681,,,,Y,3.9687
(2017 GN4),0.5393,2.17,19.64,1.0,,,,N,3.4224
(2017 GO4),0.1828,0.96,6.86,0.785,,,,N,6.2591
(2017 GP4),0.554,1.924,2.84,0.858,,,,N,3.7159
(2017 GQ4),0.3207,1.704,6.15,1.158,,,,N,4.1317
(2017 GS4),0.5733,1.72,17.16,0.734,,,,N,3.9256
(2017 GT4),0.5034,1.934,3.69,0.96,,,,N,3.742
(2017 GU4),0.1284,0.9586,24.13,0.836,,,,N,6.2054
(2017 GW4),0.597,1.478,7.01,0.595,,,,N,4.3695
(2017 GL5),0.3196,1.449,28.49,0.986,,,,N,4.4702
(2017 GM5),0.2613,1.46,11.76,1.079,,,,N,4.5653
(2017 GN5),0.7624,2.356,3.55,0.56,,,,N,3.0779
(2017 GO5),0.3656,0.7693,4.13,0.488,,,,N,7.4782
(2017 GP5),0.2194,1.571,14.5,1.226,,,,N,4.3504
(2017 GQ5),0.754,1.249,37.71,0.307,,,,N,4.6756
(2017 GR5),0.2286,1.479,3.85,1.141,,,,N,4.5541
(2017 GS5),0.3344,1.571,8.97,1.046,,,,N,4.3354
(2017 GT5),0.2289,0.9619,21.7,0.742,,,,N,6.1876
(2017 GU5),0.6771,2.619,3.62,0.846,,,,N,3.029
(2017 GK6),0.3412,1.432,14.92,0.944,,,,N,4.5869
(2017 GL6),0.4176,1.593,6.49,0.928,,,,N,4.2657
(2017 GM6),0.0455,1.029,7.25,0.982,,,,N,5.9385
(2017 GN6),0.399,1.673,2.12,1.006,,,,N,4.1496
(2017 GO6),0.5855,2.6,25.62,1.077,,,,N,3.0348
(2017 GP6),0.6544,2.655,14.31,0.918,,,,Y,3.0067
(2017 GQ6),0.5292,2.246,24.97,1.057,,,,N,3.3276
(2017 GR6),0.3207,1.519,7.69,1.032,,,,N,4.4401
(2017 GS6),0.061,1.075,14.98,1.01,,,,N,5.7172
(2017 GT6),0.5201,2.093,6.98,1.004,,,,N,3.5616
(2017 GU6),0.4223,2.116,9.51,1.222,,,,N,3.5994
(2017 GV6),0.187,1.045,28.14,0.85,,,,N,5.7561
(2017 GW6),0.2997,1.077,19.79,0.754,,,,N,5.6485
(2017 GX6),0.0644,0.9529,10.48,0.892,,,,N,6.3008
(2017 GK7),0.5375,2.279,13.59,1.054,,,,N,3.3682
(2017 GL7),0.3036,1.142,3.6,0.796,,,,N,5.4477
(2017 GM7),0.5625,2.281,30.96,0.998,,,,Y,3.2202
(2017 GO7),0.5416,2.642,15.96,1.211,,,,N,3.1214
(2017 GA8),0.3199,1.102,27.85,0.749,,,,N,5.4931
(2017 GB8),0.7026,1.507,9.4,0.448,,,,N,4.2087
(2017 GG8),0.5341,1.877,5.54,0.875,,,,N,3.7831
(2017 HD),0.4558,1.525,2.51,0.83,,,,N,4.3751
(2017 HE),0.3439,1.181,2.75,0.775,,,,N,5.2999
(2017 HF),0.2808,1.257,4.42,0.904,,,,N,5.0805
(2017 HG),0.4209,1.23,3.86,0.712,,,,N,5.1108
(2017 HH),0.6731,2.702,11.92,0.883,,,,N,2.9687
(2017 HJ),0.5056,1.293,1.21,0.64,,,,N,4.8845
(2017 HS),0.5952,2.293,6.96,0.928,,,,N,3.3284
(2017 HT),0.7529,2.204,16.51,0.545,,,,N,3.1824
(2017 HU),0.4516,1.845,54.89,1.012,,,,N,3.4316
(2017 HV),0.1897,1.265,23.74,1.025,,,,N,4.9999
(2017 HW),0.6091,2.62,9.73,1.024,,,,N,3.0955
(2017 HX),0.4637,0.7824,10.98,0.42,,-2.9e-13,,N,7.3256
(2017 HY),0.3232,1.395,1.63,0.944,,,,N,4.7099
(2017 HZ),0.2191,0.8918,8.64,0.696,,,,N,6.6338
(2017 HA1),0.2234,1.406,18.49,1.092,,,,N,4.6621
(2017 HB1),0.285,1.305,3.87,0.933,,,,N,4.9454
(2017 HC1),0.803,2.372,33.07,0.467,,,,N,2.8682
(2017 HF1),0.6407,0.9773,13.22,0.351,,,,N,5.9725
(2017 HG1),0.2964,0.7973,7.24,0.561,,,,N,7.2685
(2017 HH1),0.6477,1.949,5.54,0.686,,,,N,3.5982
(2017 HJ1),0.5357,2.124,19.32,0.986,,,,N,3.4682
(2017 HK1),0.1469,0.909,1.51,0.775,,,,N,6.5513
(2017 HL1),0.2817,1.263,8.91,0.907,,,,N,5.0542
(2017 HG2),0.341,1.666,8.35,1.098,,,,N,4.1761
(2017 HH2),0.3567,1.602,14.06,1.031,,,,N,4.2539
(2017 HJ2),0.5059,1.802,7.28,0.891,,,,N,3.8948
(2017 HK2),0.1474,1.201,13.83,1.024,,,,N,5.2557
(2017 HT2),0.5646,2.285,14.38,0.995,,,,Y,3.337
(2017 HU2),0.1639,0.8687,6.23,0.726,,,,N,6.7917
(2017 HV2),0.3361,1.416,10.2,0.94,,,,N,4.6421
(2017 HW2),0.4585,1.794,5.33,0.971,,,,N,3.9398
(2017 HN3),0.5286,2.102,6.72,0.991,,,,N,3.5472
(2017 HO3),0.5998,2.092,6.16,0.837,,,,N,3.4963
(2017 HP3),0.4163,1.455,23.74,0.849,,,,Y,4.4567
(2017 HQ3),0.0806,1.1,14.95,1.012,,,,N,5.6162
(2017 HR3),0.2012,1.361,19.86,1.087,,,,N,4.7658
(2017 HS3),0.1389,1.058,10.23,0.911,,,,N,5.7974
(2017 HT3),0.2784,1.592,34.52,1.148,,,,N,4.1441
(2017 HU3),0.485,1.901,6.82,0.979,,,,N,3.787
(2017 HV3),0.1474,1.186,7.49,1.011,,,,N,5.324
(2017 HX3),0.3624,1.223,12.32,0.779,,,,Y,5.1378
(2017 HY3),0.5997,2.324,22.08,0.93,,,,N,3.2303
(2017 HE4),0.9428,2.893,41.07,0.165,,,,N,2.1735
(2017 HF4),0.5257,2.211,19.29,1.049,,,,N,3.4003
(2017 HG4),0.184,0.866,3.0,0.707,,,,N,6.8099
(2017 HU4),0.4183,2.193,5.6,1.276,,,,N,3.5466
(2017 HV4),0.2953,1.503,1.32,1.059,,,,N,4.4889
(2017 HW4),0.3624,0.9781,18.59,0.624,,,,N,6.0863
(2017 HX4),0.5027,1.777,5.42,0.884,,,,N,3.9342
(2017 HY4),0.2217,1.351,9.4,1.052,,,,N,4.8322
(2017 HZ4),0.2167,0.9103,1.79,0.713,,,,N,6.5328
(2017 HA5),0.214,0.8575,1.72,0.674,,,,N,6.8613
(2017 HW48),0.593,2.956,5.15,1.203,,,,N,2.9693
(2017 HY48),0.6706,2.8,14.42,0.922,,,,N,2.9125
(2017 HZ48),0.2977,1.348,6.08,0.947,,,,N,4.8267
(2017 HA49),0.4675,2.398,8.83,1.277,,,,N,3.356
(2017 HC49),0.4495,0.8472,29.94,0.466,,,,N,6.767
(2017 HD49),0.3978,2.148,25.0,1.294,,,,N,3.4911
(2017 HE49),0.1279,1.18,8.03,1.029,,,,N,5.3453
(2017 HF49),0.6252,2.191,6.0,0.821,,,,N,3.3824
(2017 HG49),0.5589,1.778,0.62,0.784,,,,N,3.8961
(2017 HH49),0.4219,1.658,22.92,0.958,,,,N,4.0813
(2017 HJ49),0.4304,1.353,6.47,0.771,,,,N,4.7608
(2017 HK49),0.3832,2.011,2.14,1.24,,,,N,3.7353
(2017 HL49),0.4791,2.41,2.76,1.255,,,,N,3.3526
(2017 HM49),0.322,1.63,8.23,1.105,,,,N,4.2413
(2017 HN49),0.4906,2.122,7.84,1.081,,,,N,3.5548
(2017 HO49),0.6057,2.638,6.28,1.04,,,,N,3.0989
(2017 HP49),0.4366,1.692,6.12,0.953,,,,N,4.0957
(2017 HQ49),0.3273,1.329,9.4,0.894,,,,N,4.8578
(2017 HR49),0.4705,2.34,8.09,1.239,,,,N,3.3955
(2017 HS49),0.2846,1.491,8.45,1.067,,,,N,4.5053
(2017 HT49),0.0769,1.044,17.47,0.964,,,,N,5.8365
(2017 HU49),0.0551,0.9715,2.62,0.918,,,,N,6.2184
(2017 HX49),0.6311,2.843,8.33,1.049,,,,N,2.965
(2017 HY49),0.6172,1.317,35.76,0.504,,,,N,4.5937
(2017 HZ49),0.1958,1.204,3.94,0.969,,,,N,5.2633
(2017 HY50),0.6559,2.64,18.77,0.908,,,,Y,2.9893
(2017 HJ61),0.5666,1.826,0.78,0.792,,,,N,3.826
(2017 HK61),0.3881,1.816,6.28,1.111,,,,N,3.9479
(2017 JA),0.617,2.031,1.97,0.778,,,,N,3.5449
(2017 JB),0.2977,1.577,3.15,1.107,,,,N,4.3493
(2017 JQ1),0.3449,1.147,5.77,0.752,,,,N,5.4138
(2017 JR1),0.3796,1.434,6.11,0.89,,,,N,4.5947
(2017 JS1),0.2663,0.9589,11.16,0.704,,,,N,6.2387
(2017 JT1),0.6502,2.219,7.12,0.776,,,,N,3.3297
(2017 JU1),0.2875,1.489,2.57,1.061,,,,N,4.5185
(2017 JV1),0.4631,1.747,10.77,0.938,,,,N,3.9877
(2017 JW1),0.4272,1.783,35.73,1.021,,,,N,3.7778
(2017 JX1),0.5312,2.176,5.38,1.02,,,,N,3.4824
(2017 JY1),0.4595,1.909,9.85,1.032,,,,N,3.786
(2017 JZ1),0.4285,1.5,11.38,0.857,,,,N,4.4203
(2017 JA2),0.2899,1.201,9.53,0.853,,,,N,5.2398
(2017 JB2),0.0512,1.021,5.23,0.968,,,,N,5.9778
(2017 JJ2),0.6265,0.6915,12.16,0.258,,,,N,8.0809
(2017 JK2),0.8551,2.024,16.81,0.293,,,,N,3.1901
(2017 JL2),0.3954,1.132,21.87,0.685,,,,N,5.3921
(2017 JM2),0.2992,1.202,23.16,0.843,,,,N,5.1726
(2017 JN2),0.5001,1.832,6.8,0.916,,,,N,3.8609
(2017 JO2),0.5153,2.088,9.42,1.012,,,,N,3.5633
(2017 JP2),0.5955,2.0,2.51,0.809,,,,N,3.597
(2017 JT2),0.7839,1.162,42.71,0.251,,,,Y,4.9095
(2017 JU2),0.4776,2.229,9.76,1.165,,,,N,3.468
(2017 JV2),0.2089,1.399,22.53,1.106,,,,N,4.6564
(2017 JW2),0.6332,2.633,11.54,0.966,,,,N,3.0552
(2017 JC3),0.7821,1.652,8.49,0.36,,,,N,3.8445
(2017 JD3),0.6178,2.368,14.0,0.905,,,,Y,3.2269
(2017 JE3),0.4629,1.075,6.98,0.577,,,,Y,5.6405
(2017 JF3),0.3492,0.9065,5.82,0.59,,-5.1e-14,,Y,6.5187
(2017 JG3),0.6659,2.468,1.58,0.824,,,,N,3.1357
(2017 JH3),0.0924,1.142,27.34,1.037,,,,N,5.3854
(2017 JL3),0.3682,1.711,16.09,1.081,,,,N,4.0659
(2017 JC6),0.4626,1.713,8.98,0.921,,,,N,4.0427
(2017 JF6),0.3626,1.637,12.58,1.044,,,,,4.1992
(2017 KZ2),0.3104,0.8923,31.68,0.615,,,,N,6.5019
(2017 KA3),0.6992,2.066,6.59,0.621,,,,N,3.4138
(2017 KB3),0.2039,1.079,18.96,0.859,,,,N,5.666
(2017 KC3),0.6498,1.46,7.8,0.511,,,,N,4.362
(2017 KD3),0.3345,1.029,8.79,0.685,,,,N,5.8854
(2017 KE3),0.4606,2.391,6.82,1.289,,,,N,3.3712
(2017 KF3),0.5656,2.232,7.11,0.969,,,,N,3.4033
(2017 KG3),0.3629,0.977,19.07,0.622,,,,N,6.0895
(2017 KH3),0.4229,1.379,31.73,0.796,,,,N,4.5671
(2017 KJ3),0.4824,1.767,10.24,0.915,,,,N,3.9496
(2017 KK3),0.5327,1.939,5.57,0.906,,,,N,3.7121
(2017 KL3),0.5368,2.625,10.14,1.216,,,,N,3.1622
(2017 KN4),0.4034,1.709,8.51,1.02,,,,N,4.0821
(2017 KO4),0.5312,2.732,14.48,1.281,,,,N,3.0935
(2017 KP4),0.7533,2.577,14.2,0.636,,,,N,2.9167
(2017 KQ4),0.1975,1.375,2.9,1.104,,,,N,4.7911
(2017 KR4),0.4689,1.793,31.75,0.952,,,,N,3.784
(2017 KS4),0.5597,2.266,2.12,0.998,,,,N,3.3894
(2017 KU4),0.2559,1.06,4.96,0.788,,,,N,5.7786
(2017 KV4),0.4887,1.82,3.36,0.931,,,,N,3.8894
(2017 KW4),0.6134,2.343,6.14,0.906,,,,N,3.2748
(2017 KX4),0.3454,1.153,1.44,0.755,,,,N,5.3965
(2017 KY4),0.0664,1.074,17.53,1.002,,,,N,5.7097
(2017 KZ4),0.7969,1.537,25.23,0.312,,,,Y,3.9797
(2017 KA5),0.2264,0.8821,6.62,0.682,,,,N,6.696
(2017 KD5),0.3672,0.886,50.06,0.561,,,,N,6.3662
(2017 KE5),0.5181,2.161,9.89,1.041,,,,N,3.494
(2017 KF5),0.4809,1.229,27.09,0.638,,,,N,4.9929
(2017 KG5),0.7085,2.274,36.87,0.663,,,,N,3.0348
(2017 KH5),0.5488,1.771,7.84,0.799,,,,N,3.9046
(2017 KJ5),0.223,1.328,2.19,1.032,,,,N,4.9027
(2017 KJ27),0.6052,1.989,7.3,0.785,,,,N,3.5926
(2017 KK27),0.3342,1.493,1.95,0.994,,,,N,4.4946
(2017 KL27),0.5486,2.275,6.28,1.027,,,,N,3.3864
(2017 KM27),0.513,1.368,2.88,0.666,,,,N,4.6831
(2017 KN27),0.3571,1.178,27.77,0.757,,,,N,5.2039
(2017 KO27),0.4091,1.7,27.23,1.005,,,,N,3.9886
(2017 KP27),0.1654,0.9674,1.24,0.807,,,,N,6.2294
(2017 KQ27),0.5872,2.34,4.75,0.966,,,,N,3.3057
(2017 KR27),0.6136,2.343,5.26,0.905,,,,N,3.2762
(2017 KO31),0.628,2.994,10.58,1.114,,,,N,2.8986
(2017 KP31),0.2637,1.761,25.16,1.296,,,,N,3.9708
(2017 KR31),0.2784,0.8535,12.6,0.616,,,,N,6.8562
(2017 KS31),0.2951,1.498,6.8,1.056,,,,N,4.4919
(2017 KT31),0.1131,0.9466,32.64,0.84,,,,N,6.211
(2017 KU31),0.3091,1.842,28.72,1.273,,,,N,3.8175
(2017 KV31),0.4613,2.128,6.2,1.146,,,,N,3.5735
(2017 KW31),0.3921,1.393,5.91,0.847,,,,N,4.6825
(2017 KJ32),0.134,0.9062,2.18,0.785,,,,N,6.5689
(2017 KK32),0.655,2.787,1.68,0.961,,,,N,2.9727
(2017 KL32),0.6331,2.061,4.16,0.756,,,,N,3.4966
(2017 KN34),0.7418,1.61,53.26,0.416,,,,Y,3.6784
(2017 KO34),0.6237,1.336,32.13,0.503,,,,N,4.5659
(2017 KP34),0.8382,1.395,30.06,0.226,,,,N,4.2191
(2017 KQ34),0.8481,1.784,69.06,0.271,,,,N,3.1387
(2017 KR34),0.4663,2.279,6.44,1.216,,,,N,3.4468
(2017 KS34),0.2268,1.403,2.93,1.085,,,,N,4.7191
(2017 KT34),0.495,2.146,8.52,1.084,,,,N,3.5285
(2017 KU34),0.1559,1.021,5.22,0.861,,,,N,5.9682
(2017 KV34),0.6465,2.637,5.77,0.932,,,,Y,3.0541
(2017 KY34),0.4684,2.111,7.15,1.122,,,,N,3.5818
(2017 KE35),0.3408,1.824,20.3,1.202,,,,N,3.897
(2017 KC36),0.5711,2.076,5.98,0.891,,,,N,3.538
(2017 LA),0.24,1.099,41.71,0.835,,,,N,5.4011
(2017 LC),0.625,2.453,12.22,0.92,,,,N,3.169
(2017 LD),0.2778,1.395,0.07,1.007,,,,N,4.7251
(2017 LE),0.3995,1.698,12.1,1.019,,,,N,4.0887
(2017 LF),0.155,1.012,12.42,0.855,,,,N,5.993
(2017 LG),0.4868,2.021,1.83,1.037,,,,N,3.663
(2017 LP),0.7488,2.32,7.24,0.583,,,,N,3.1211
(2017 LU),0.601,2.633,9.93,1.051,,,,Y,3.0964
(2017 LV),0.4849,1.779,4.43,0.916,,,,N,3.9448
(2017 LW),0.2094,1.33,4.24,1.051,,,,N,4.8986
(2017 LX),0.736,2.579,1.14,0.681,,,,N,2.9707
(2017 LE1),0.1883,0.8955,11.38,0.727,,,,N,6.6099
(2017 LF1),0.4586,1.559,2.46,0.844,,,,N,4.3098
(2017 LG1),0.334,1.614,12.21,1.075,,,,N,4.2503
(2017 LP1),0.2126,1.093,16.02,0.861,,,,N,5.6219
(2017 MA),0.5776,2.321,13.96,0.98,,,,Y,3.3002
(2017 MB),0.6109,2.788,11.08,1.085,,,,N,3.0039
(2017 MC),0.6393,2.445,17.13,0.882,,,,Y,3.1358
(2017 MD),0.4122,1.321,10.07,0.777,,,,N,4.8432
(2017 MF),0.3684,1.573,1.37,0.993,,,,N,4.3302
(2017 MH),0.1305,1.05,65.0,0.913,,,,N,5.3324
(2017 MJ),0.3182,1.535,32.25,1.047,,,,N,4.261
(2017 MK),0.3153,1.257,6.75,0.861,,,,N,5.0662
(2017 ML),0.5082,2.124,9.73,1.044,,,,N,3.5346
(2017 MM),0.3771,1.765,11.23,1.099,,,,N,4.0065
(2017 MZ),0.5218,1.503,6.26,0.719,,,,N,4.3737
(2017 MA1),0.8993,2.514,15.11,0.253,,,,Y,2.6569
