cadena,gamma_Nm,tau_anios,k_em,chi_ms,prob
D,6.3289e+18,14.393,0.092228,0.27631,0.38507
D,3.6944e+19,29.174,5.7937,0.23869,0.49057
D,9.335e+18,15.038,0.54034,0.26858,0.40588
D,2.211e+19,9.9985,1.4687,0.28404,0.36478
D,6.8981e+18,16.504,0.45939,0.1951,0.62138
D,1.5331e+19,7.8452,0.76045,0.21134,0.57217
D,9.0977e+18,19.89,1.26,0.28849,0.35335
D,1.1087e+19,6.6814,0.20468,0.2928,0.34244
D,1.7528e+19,22.875,3.4641,0.30157,0.32085
D,1.5428e+19,17.075,2.6789,0.27031,0.40119
D,1.3636e+19,11.763,1.7948,0.29013,0.34917
D,1.3449e+19,25.431,3.4817,0.29006,0.34936
D,2.5692e+19,11.852,3.3281,0.27504,0.38845
D,6.6177e+18,10.185,0.069001,0.3013,0.3215
D,1.3247e+19,11.072,1.2102,0.19624,0.61792
D,8.159e+18,14.047,0.53428,0.27152,0.39791
D,5.2691e+18,26.35,0.022413,0.29818,0.32911
D,9.6483e+18,11.192,0.55489,0.24397,0.47519
D,1.2605e+19,5.1227,0.011077,0.22775,0.52289
D,1.6058e+19,11.56,1.3997,0.24122,0.4832
D,1.2861e+19,4.5727,0.45421,0.28337,0.36651
D,1.9226e+19,2.869,0.16343,0.21206,0.57
D,1.0337e+19,7.2832,0.70011,0.26817,0.40701
D,1.0461e+19,5.4972,0.48528,0.29667,0.33281
D,1.2321e+19,9.1053,0.27122,0.24041,0.48557
D,1.6492e+19,8.9265,1.2702,0.16865,0.70079
D,1.5825e+19,12.767,1.8502,0.21165,0.57123
D,7.5071e+18,17.654,0.58404,0.27814,0.38022
D,7.4507e+18,10.659,0.26042,0.28635,0.3588
D,1.2008e+19,7.3416,0.63559,0.29588,0.33478
D,1.4892e+19,8.1944,0.58604,0.25545,0.44235
D,5.1178e+18,38.377,0.75266,0.30218,0.31938
D,1.6613e+19,9.3347,1.8063,0.29139,0.34599
D,9.8512e+18,15.234,0.5795,0.2989,0.32733
D,1.273e+19,14.56,1.5043,0.18827,0.64207
D,1.5786e+19,9.4659,2.0353,0.27651,0.38452
D,1.2756e+19,18.341,1.5738,0.30181,0.32027
D,1.6465e+19,11.499,1.7625,0.22518,0.53056
D,2.3267e+19,12.17,2.677,0.17464,0.683
D,1.8592e+19,5.6428,1.2241,0.15819,0.73139
D,6.057e+18,16.744,0.27956,0.28783,0.35503
D,6.6233e+18,16.228,0.16267,0.28601,0.35968
D,1.0135e+19,10.928,0.22954,0.1849,0.65222
D,5.8507e+18,14.318,0.2398,0.28912,0.35174
D,1.5596e+19,36.519,1.7913,0.2576,0.43629
D,1.492e+19,9.3456,1.8024,0.29684,0.33239
D,6.7287e+18,11.322,0.1916,0.22614,0.52769
D,1.4217e+19,13.205,1.7071,0.29924,0.32651
D,8.1862e+18,9.4102,0.61929,0.23422,0.50371
D,1.5509e+19,11.021,1.251,0.18028,0.66615
D,1.2756e+19,10.778,0.79597,0.15574,0.73847
D,1.0264e+19,11.143,0.53132,0.24978,0.45846
D,1.1236e+19,6.5937,0.36182,0.24903,0.46062
D,1.1041e+19,5.7333,0.091952,0.14719,0.76275
D,1.047e+19,12.096,1.1342,0.15444,0.74219
D,1.4795e+19,9.1129,1.5382,0.27885,0.37834
D,8.081e+18,14.114,0.43395,0.29304,0.34184
D,3.1807e+19,26.93,5.1341,0.29426,0.33879
D,1.3105e+19,7.853,0.88995,0.2742,0.39071
D,5.5756e+18,17.598,0.43167,0.29764,0.33043
D,2.4788e+19,14.39,2.3538,0.19443,0.62343
D,1.115e+19,8.2323,0.57278,0.27024,0.40136
D,1.1485e+19,13.796,0.71214,0.25984,0.43001
D,7.1156e+18,14.871,0.49364,0.26273,0.42195
D,1.5278e+19,7.5812,0.91641,0.17786,0.67338
D,1.1678e+19,14.38,1.1926,0.273,0.39392
D,1.5555e+19,12.875,1.7894,0.30642,0.30924
D,1.8585e+19,12.155,1.9248,0.30332,0.31662
D,5.4584e+18,21.583,0.26521,0.27562,0.3869
D,1.462e+19,7.7008,1.0632,0.27831,0.37976
D,1.639e+19,15.345,1.9256,0.141,0.77997
D,7.8172e+18,17.583,0.56747,0.21882,0.54962
D,1.5068e+19,16.592,1.8806,0.28394,0.36503
D,1.2875e+19,16.326,0.83709,0.29563,0.33539
D,1.5332e+19,11.654,1.5343,0.20319,0.59686
D,1.1389e+19,24.291,1.7364,0.14454,0.77018
D,1.275e+19,17.017,1.5919,0.18673,0.64672
D,1.1404e+19,8.3238,0.49329,0.24311,0.4777
D,1.7242e+19,12.838,2.0307,0.28228,0.36933
D,1.2733e+19,8.7518,1.1278,0.11826,0.83962
D,1.8064e+19,54.12,3.1643,0.30536,0.31175
D,7.6694e+18,43.041,0.82749,0.20127,0.60268
D,1.6261e+19,23.436,2.1268,0.25868,0.43324
D,6.2216e+18,20.865,0.59189,0.27567,0.38676
D,1.9726e+19,15.496,2.165,0.24229,0.48007
D,8.9963e+18,10.106,0.27548,0.28482,0.36275
D,1.3873e+19,16.661,1.8523,0.29006,0.34935
D,1.137e+19,24.244,1.4129,0.17989,0.66732
D,1.107e+19,4.2216,0.000311,0.26506,0.41554
D,9.78e+18,13.818,0.49146,0.2528,0.44986
D,1.5343e+19,10.344,2.344,0.23118,0.51269
D,7.721e+18,25.81,1.0768,0.23279,0.50795
D,1.0244e+19,21.706,1.014,0.18986,0.63725
D,1.4935e+19,18.444,1.8557,0.12598,0.82005
D,8.7546e+18,10.263,0.29022,0.10528,0.87062
D,1.123e+19,22.961,1.8965,0.29564,0.33536
D,7.6927e+18,11.86,0.0063056,0.2601,0.42929
D,9.4505e+18,16.116,0.64005,0.17432,0.68398
D,1.0941e+19,8.0652,0.59299,0.21011,0.57589
D,8.6097e+18,10.309,0.46107,0.26786,0.40785
D,5.7836e+18,26.1,0.93189,0.2937,0.34018
D,9.5116e+18,13.424,1.1291,0.30518,0.31219
D,1.5237e+19,13.599,1.3,0.25631,0.43991
D,3.5804e+18,30.23,0.26569,0.30462,0.3135
D,1.2634e+19,16.175,1.5383,0.20167,0.60145
D,9.1872e+18,11.516,0.34608,0.22156,0.5414
D,8.578e+18,22.289,0.59408,0.25197,0.45222
D,1.247e+19,17.284,1.301,0.23396,0.50448
D,1.1617e+19,12.559,1.4687,0.28049,0.37401
D,9.939e+18,16.386,1.0222,0.29873,0.32775
D,1.3555e+19,5.1751,0.35744,0.30376,0.31558
D,1.5531e+19,9.245,1.2489,0.24621,0.46873
D,1.3846e+19,14.07,0.97812,0.28604,0.35962
D,1.0844e+19,8.7199,0.74191,0.1651,0.71124
D,1.2348e+19,4.7719,0.36846,0.26221,0.42342
D,1.1096e+19,9.6135,0.97229,0.30364,0.31585
D,9.8841e+18,15.099,0.4251,0.23652,0.49696
D,1.2761e+19,9.223,1.4233,0.22414,0.53368
D,1.6577e+19,19.624,2.598,0.26504,0.41557
D,7.3934e+18,20.087,0.42662,0.23038,0.51507
D,2.3537e+19,23.146,3.4435,0.27662,0.38424
D,9.4325e+18,11.212,0.26927,0.3008,0.32271
D,5.5016e+18,25.775,0.21603,0.17829,0.6721
D,5.0275e+18,48.534,0.29246,0.18277,0.65865
D,1.1664e+19,14.609,0.89276,0.18027,0.66618
D,1.0035e+19,23.14,0.51204,0.26057,0.42795
D,1.3375e+19,14.377,1.4934,0.30948,0.30203
D,1.2499e+19,21.524,1.6885,0.29827,0.32889
D,1.0189e+19,5.8177,0.078014,0.29601,0.33446
D,1.4081e+19,12.688,1.4662,0.21016,0.57574
D,1.3538e+19,11.577,1.9649,0.18955,0.6382
D,1.2518e+19,14.239,1.4425,0.24867,0.46166
D,1.0176e+19,9.7324,1.122,0.23016,0.51572
D,1.2392e+19,8.0987,0.43098,0.16089,0.72356
D,1.4286e+19,5.7846,0.59765,0.16709,0.7054
D,1.0352e+19,8.4663,1.5645,0.29323,0.34138
D,9.2753e+18,19.066,0.62608,0.21923,0.54838
D,1.4282e+19,9.9008,1.3126,0.3035,0.31618
D,1.7677e+19,7.8271,1.6367,0.23198,0.51034
D,9.837e+18,5.1842,0.0062526,0.2517,0.45297
D,1.4775e+19,4.0037,0.2929,0.22687,0.52552
D,5.8446e+18,14.54,0.049177,0.24717,0.46597
D,1.0043e+19,11.906,0.49746,0.22899,0.51919
D,1.2798e+19,10.255,1.0779,0.2082,0.58169
D,1.161e+19,15.258,1.2618,0.29335,0.34107
D,1.5813e+19,4.225,0.31076,0.25239,0.45101
D,1.5128e+19,7.1017,0.56581,0.22371,0.53495
D,1.4365e+19,14.968,1.4939,0.18328,0.65712
D,9.2636e+18,12.016,0.42852,0.29653,0.33316
D,1.0928e+19,7.8705,0.1067,0.28686,0.3575
D,1.7786e+19,17.948,3.1911,0.25064,0.45601
D,1.3826e+19,9.9568,1.3886,0.25896,0.43246
D,8.2169e+18,10.611,0.2458,0.19469,0.62263
D,1.2281e+19,9.3333,0.29792,0.29436,0.33855
D,9.7821e+18,6.0501,0.28983,0.21615,0.55765
D,9.9698e+18,14.058,0.77634,0.18291,0.65824
D,7.0867e+18,10.563,0.58851,0.26583,0.4134
D,1.7051e+19,12.012,1.4026,0.28925,0.35141
D,1.1468e+19,5.1293,0.046978,0.30983,0.30122
D,1.1912e+19,9.2986,1.2109,0.29458,0.33801
D,1.2565e+19,8.4757,0.77649,0.27207,0.39643
D,1.0298e+19,67.509,1.7255,0.26134,0.42581
D,1.6638e+19,18.195,1.9789,0.30407,0.31483
D,1.7656e+19,8.6664,1.5411,0.23881,0.49023
D,1.5307e+19,8.4402,1.428,0.26408,0.41822
D,1.0967e+19,15.079,0.42555,0.29824,0.32895
D,7.1193e+18,43.883,0.79555,0.26095,0.42691
D,1.0888e+19,14.83,1.3471,0.25717,0.43749
D,6.5539e+18,21.032,0.8194,0.25674,0.43869
D,8.9669e+18,12.28,0.74331,0.22825,0.52142
D,4.4545e+18,37.66,0.0033249,0.30601,0.31021
D,1.6401e+19,14.015,2.638,0.14939,0.75658
D,1.9565e+19,10.133,1.5919,0.30702,0.3078
D,1.6333e+19,3.3366,0.13002,0.20953,0.57764
D,2.8029e+19,3.585,0.35571,0.17077,0.69452
D,9.3273e+18,10.329,0.88504,0.22254,0.53846
D,8.3091e+18,14.54,0.34396,0.29745,0.3309
D,1.1012e+19,58.679,2.4501,0.20267,0.59844
D,1.911e+19,11.369,2.0181,0.15441,0.74227
D,9.5164e+18,11.966,0.87326,0.2805,0.37399
D,1.207e+19,14.339,0.95958,0.28739,0.35614
D,6.2368e+18,11.46,0.27121,0.28898,0.35209
D,1.4561e+19,21.318,2.4397,0.30027,0.324
D,1.7463e+19,10.094,2.6508,0.153,0.74631
D,1.4794e+19,9.5029,1.5279,0.16508,0.7113
D,1.1944e+19,10.816,1.4956,0.30245,0.31872
D,1.7968e+19,16.074,2.0732,0.30497,0.31267
D,9.5117e+18,5.6822,0.64545,0.25588,0.44111
D,1.0128e+19,11.508,0.76178,0.30256,0.31845
D,1.235e+19,8.7198,0.70798,0.13127,0.80623
D,1.231e+19,12.669,1.1216,0.20383,0.59491
D,1.6967e+19,16.524,1.8203,0.23879,0.49028
D,1.3981e+19,18.413,2.1484,0.26691,0.41045
D,1.279e+19,18.168,1.7221,0.2916,0.34546
D,1.4787e+19,14.87,0.91026,0.24499,0.47226
D,9.3061e+18,8.013,0.50821,0.29865,0.32796
D,2.1806e+19,15.463,2.8152,0.31031,0.3001
D,7.7377e+18,9.0504,0.79691,0.23491,0.50167
D,1.7271e+19,24.618,1.9748,0.27642,0.38477
D,6.4891e+18,35.574,0.57864,0.23582,0.49902
D,1.607e+19,6.1797,2.5745,0.18447,0.65353
D,2.0613e+19,19.102,2.9953,0.26523,0.41506
D,2.1066e+19,7.1104,0.7735,0.26983,0.40248
D,1.2666e+19,5.4854,0.10367,0.18089,0.66429
D,1.7063e+19,8.4922,2.2444,0.26649,0.4116
D,7.9197e+18,8.0043,0.015221,0.24665,0.46746
D,1.749e+19,6.1594,1.4827,0.16635,0.70759
D,1.2062e+19,4.6938,0.38738,0.26256,0.42243
D,1.2213e+19,19.043,1.3698,0.25793,0.43537
D,1.1925e+19,11.471,1.279,0.30509,0.31238
D,9.9219e+18,13.273,0.34024,0.2809,0.37294
D,1.2051e+19,11.044,0.56679,0.27546,0.38732
D,1.6377e+19,10.837,2.4616,0.28748,0.3559
D,1.2644e+19,7.2251,0.54646,0.27356,0.39242
D,1.1668e+19,8.6313,0.56798,0.090996,0.90167
D,1.5828e+19,7.3526,1.7095,0.15802,0.73188
D,1.1903e+19,6.936,0.20625,0.24038,0.48564
D,1.518e+19,36.069,1.6983,0.26053,0.42807
D,1.5062e+19,13.446,1.5768,0.24978,0.45846
D,8.6129e+18,18.252,0.69152,0.23751,0.49405
D,9.5724e+18,6.4862,0.51307,0.27493,0.38874
D,1.0329e+19,7.6123,0.14155,0.26593,0.41314
D,1.3957e+19,5.8042,0.90908,0.23461,0.50258
D,8.1849e+18,10.304,0.60548,0.25742,0.43678
D,7.8617e+18,8.3486,0.67999,0.30935,0.30235
D,1.2599e+19,8.6073,1.0974,0.18832,0.64191
D,1.4485e+19,18.269,1.5378,0.2674,0.4091
D,1.6678e+19,10.219,1.7726,0.23319,0.50675
D,1.4061e+19,8.6711,1.0812,0.17736,0.67489
D,1.576e+19,6.5793,0.66719,0.28665,0.35804
D,1.0139e+19,6.2082,0.14073,0.13714,0.7905
D,1.6241e+19,10.44,1.852,0.30918,0.30274
D,6.2461e+18,17.79,0.55738,0.19726,0.61484
D,6.6027e+18,18.381,0.3696,0.20788,0.58264
D,2.2557e+19,9.0143,1.6311,0.218,0.55207
D,7.4246e+18,12.438,0.68574,0.29929,0.32639
D,1.7813e+19,5.6059,1.8174,0.22641,0.52689
D,1.1825e+19,14.872,0.94674,0.26332,0.42034
D,6.6878e+18,11.504,0.40975,0.26691,0.41045
D,8.3469e+18,10.505,0.40397,0.20045,0.60516
D,7.3473e+18,10.763,0.6052,0.27554,0.38711
D,1.6292e+19,7.4621,0.97495,0.29815,0.32917
D,2.0206e+19,12.011,1.948,0.22556,0.52941
D,1.176e+19,10.555,1.0696,0.23595,0.49861
D,1.303e+19,34.499,1.7777,0.16725,0.70492
D,1.0354e+19,13.445,0.74993,0.28345,0.36629
D,9.1236e+18,18.932,0.69174,0.13724,0.79021
D,1.1993e+19,7.4501,0.89104,0.26374,0.41916
D,1.193e+19,11.007,1.1245,0.28152,0.37133
D,5.0891e+18,19.928,0.52421,0.26123,0.42613
D,1.4068e+19,15.932,1.7496,0.27267,0.3948
D,7.6475e+18,8.7492,0.21869,0.26113,0.42641
D,1.2906e+19,13.494,1.3307,0.28399,0.3649
D,1.0138e+19,9.3346,0.79645,0.28857,0.35315
D,1.5134e+19,8.1698,1.1197,0.3022,0.31933
D,1.3794e+19,13.345,1.0555,0.27932,0.37709
D,1.041e+19,13.082,1.1844,0.23169,0.51119
D,9.3476e+18,13.161,0.72188,0.2406,0.48499
D,1.0972e+19,46.62,1.3506,0.28511,0.36199
D,1.0696e+19,11.663,1.045,0.24077,0.4845
D,1.257e+19,8.9088,0.90329,0.22958,0.51746
D,1.2124e+19,9.9017,0.86892,0.23375,0.5051
D,7.6554e+18,13.525,0.69301,0.3018,0.32029
D,1.1654e+19,39.363,2.1697,0.24832,0.46265
D,1.2464e+19,7.6431,0.82042,0.14121,0.77939
D,6.6459e+18,13.955,0.3831,0.30269,0.31814
D,1.1998e+19,33.57,1.6572,0.18174,0.66175
D,1.1157e+19,8.5732,0.12166,0.26501,0.41566
D,7.8713e+18,13.172,0.75167,0.2713,0.39849
D,1.069e+19,19.293,1.5081,0.2931,0.34169
D,8.9085e+18,28.098,1.0315,0.15895,0.7292
D,1.1735e+19,15.151,1.0804,0.2953,0.33621
D,8.1569e+18,7.4985,0.31185,0.26689,0.41049
D,1.6039e+19,4.8739,0.61866,0.18655,0.64725
D,1.2052e+19,7.9337,0.52956,0.20997,0.57633
D,1.346e+19,10.644,1.369,0.30325,0.31679
D,1.2719e+19,23.842,1.8989,0.29319,0.34148
D,1.5166e+19,9.2564,1.1884,0.27366,0.39215
D,1.8002e+19,5.9491,0.74486,0.1385,0.78681
D,1.077e+19,16.482,1.1948,0.22825,0.52142
D,1.4894e+19,17.63,1.885,0.30615,0.30987
D,8.058e+18,32.606,0.67545,0.25527,0.44285
D,1.0965e+19,9.1685,0.48043,0.17135,0.69281
D,9.2008e+18,12.11,0.54462,0.22794,0.52231
D,2.1044e+19,6.5285,1.2391,0.15476,0.74127
D,2.1085e+19,5.4017,0.93524,0.25465,0.44461
D,6.1875e+18,26.517,0.40603,0.22273,0.53789
D,1.0466e+19,9.97,0.55776,0.23311,0.50701
D,1.7296e+19,24.134,2.6499,0.27032,0.40115
D,1.7084e+19,6.3064,0.98071,0.24314,0.47762
D,1.0417e+19,5.8744,0.75973,0.23207,0.51007
D,1.0242e+19,9.8564,0.60712,0.20156,0.60179
D,1.3925e+19,10.342,1.0637,0.29335,0.34106
D,1.6593e+19,18.51,2.4648,0.29297,0.34201
D,1.965e+19,8.5611,2.2093,0.18148,0.66252
D,1.343e+19,6.5303,0.8203,0.21353,0.56555
D,1.0093e+19,10.642,0.18053,0.19203,0.63068
D,1.3139e+19,12.146,1.3695,0.30016,0.32427
D,1.1969e+19,13.942,0.75921,0.27803,0.38051
D,1.078e+19,6.0151,0.38257,0.22358,0.53535
D,1.1652e+19,6.4743,0.35749,0.16517,0.71106
D,1.4569e+19,11.977,1.1582,0.26316,0.42078
D,1.9671e+19,18.257,2.1233,0.28607,0.35954
D,1.1691e+19,12.33,0.6559,0.26025,0.42887
D,1.4996e+19,30.812,1.68,0.25794,0.43533
D,1.3483e+19,6.9118,0.6035,0.17984,0.66746
D,1.9145e+19,8.1871,1.8267,0.25724,0.4373
D,1.244e+19,6.2907,0.21806,0.21579,0.55875
D,1.0687e+19,24.075,1.272,0.30495,0.31272
D,1.1431e+19,12.49,1.298,0.29136,0.34606
D,9.1607e+18,15.253,0.3261,0.18396,0.65506
D,2.2047e+19,9.6059,1.5838,0.19933,0.60856
D,1.7763e+19,12.037,1.8216,0.20098,0.60356
D,2.2239e+19,14.037,2.4598,0.20762,0.58343
D,9.9677e+18,13.06,1.0789,0.22909,0.51892
D,1.2231e+19,15.303,2.1211,0.23682,0.49607
D,1.7785e+19,4.4935,0.51321,0.25684,0.43842
D,1.3048e+19,15.942,1.5565,0.26199,0.42401
D,1.5118e+19,9.6223,1.218,0.16123,0.72257
D,1.372e+19,8.6882,0.98612,0.15284,0.74676
D,1.6132e+19,4.669,0.51975,0.28503,0.3622
D,9.9185e+18,19.562,1.3741,0.24481,0.47276
D,1.8631e+19,9.2499,1.342,0.20418,0.59385
D,1.7138e+19,9.7279,2.0094,0.22639,0.52694
D,1.2235e+19,18.977,1.3245,0.21305,0.56701
D,1.3334e+19,6.0798,0.21159,0.28312,0.36716
D,1.64e+19,8.9927,1.0427,0.23703,0.49544
D,1.4804e+19,18.892,2.5645,0.26925,0.40406
D,1.3738e+19,13.694,1.7531,0.30722,0.30734
D,1.2086e+19,7.1703,0.74133,0.30977,0.30134
D,6.6667e+18,28.357,0.38808,0.28989,0.34978
D,1.3069e+19,11.205,1.2869,0.29863,0.32799
D,1.1315e+19,8.4598,0.33623,0.18412,0.65458
D,6.6778e+18,21.793,0.40601,0.29837,0.32863
D,1.276e+19,17.546,2.4192,0.28858,0.3531
D,7.8696e+18,46.546,0.70408,0.29002,0.34945
D,7.1378e+18,18.091,0.6626,0.24435,0.4741
D,5.6444e+18,9.4937,0.017659,0.23832,0.49167
D,6.7175e+18,18.515,0.58134,0.28449,0.36361
D,1.2249e+19,11.362,1.0113,0.24617,0.46884
D,1.572e+19,67.833,3.1372,0.19604,0.61853
D,9.6558e+18,10.202,0.67469,0.29275,0.34257
D,5.0885e+18,23.909,0.47982,0.24988,0.45819
D,9.4713e+18,17.496,0.71821,0.25704,0.43785
D,1.5545e+19,9.7935,1.5364,0.13799,0.78819
D,2.3682e+19,10.855,1.9762,0.30878,0.30367
D,1.2871e+19,8.1575,1.0959,0.29705,0.33188
D,1.1347e+19,10.609,0.83058,0.26026,0.42882
D,1.0758e+19,11.868,0.22659,0.29366,0.34028
D,1.5927e+19,8.2724,1.5918,0.26689,0.41051
D,5.7475e+18,16.461,0.18975,0.23374,0.50512
D,1.21e+19,40.75,1.209,0.19833,0.61159
D,1.1814e+19,16.64,1.0626,0.27264,0.39489
D,1.391e+19,19.596,2.0744,0.20233,0.59947
D,1.1613e+19,10.973,0.73562,0.30574,0.31086
D,9.5648e+18,11.1,0.4341,0.18079,0.66461
D,1.5472e+19,15.721,1.3632,0.2576,0.43627
D,1.2475e+19,8.8406,0.9657,0.18767,0.64388
D,9.2388e+18,6.4011,0.10331,0.22118,0.54254
D,1.0011e+19,23.683,1.0034,0.21025,0.57548
D,2.4459e+19,19.47,2.9307,0.27066,0.40023
D,7.7635e+18,19.03,0.56902,0.27642,0.38476
D,1.4288e+19,10.304,1.4051,0.23069,0.51415
D,1.1433e+19,20.959,0.89533,0.23672,0.49635
D,1.0266e+19,7.7545,0.67301,0.26997,0.40211
D,7.4326e+18,18.77,0.70375,0.21218,0.56965
D,9.6706e+18,5.0064,0.04207,0.29549,0.33575
D,4.1477e+18,27.392,0.1432,0.27576,0.38653
D,1.1185e+19,7.0205,0.17232,0.18668,0.64686
D,1.1822e+19,8.8544,0.6669,0.28923,0.35144
D,1.2349e+19,7.1044,0.86106,0.21799,0.55211
D,2.9023e+19,11.017,3.529,0.20903,0.57918
D,1.2125e+19,39.723,2.5342,0.23037,0.51511
D,1.448e+19,5.4916,1.017,0.2112,0.5726
D,1.892e+19,11.996,1.7466,0.28158,0.37118
D,1.1284e+19,7.5161,0.38749,0.14081,0.78049
D,1.3217e+19,12.234,1.087,0.14572,0.76689
D,1.2726e+19,11.557,1.2382,0.13926,0.78472
D,1.7373e+19,8.05,1.909,0.27783,0.38103
D,1.1246e+19,7.9101,0.7631,0.30278,0.31793
D,1.1848e+19,9.0326,0.91948,0.18352,0.65638
D,8.9795e+18,7.8152,0.11204,0.23514,0.501
D,8.4797e+18,8.2979,0.40934,0.22335,0.53603
D,5.3515e+18,15.261,0.14989,0.19958,0.6078
D,5.6981e+18,13.074,0.37774,0.25939,0.43128
D,7.4534e+18,12.188,0.47982,0.26099,0.42679
D,9.9227e+18,16.712,0.70109,0.23257,0.50858
D,2.1853e+19,15.141,3.365,0.29532,0.33615
D,1.3476e+19,11.778,1.8611,0.25849,0.43378
D,6.0228e+18,13.733,0.02548,0.28337,0.36651
D,8.1876e+18,19.5,1.1499,0.22289,0.5374
D,8.8053e+18,6.8392,0.19237,0.25904,0.43224
D,1.2037e+19,7.5659,0.5385,0.21323,0.56646
D,1.2487e+19,46.231,1.8782,0.15943,0.72781
D,1.4528e+19,13.588,1.3702,0.24819,0.46301
D,1.3782e+19,11.025,1.0576,0.19373,0.62553
D,1.3544e+19,5.5635,0.87329,0.29465,0.33781
D,1.2391e+19,5.9722,0.79497,0.26904,0.40462
D,1.432e+19,14.477,1.5573,0.21261,0.56834
D,1.0776e+19,10.731,0.70708,0.28671,0.3579
D,1.1681e+19,26.183,2.1989,0.264,0.41845
D,7.5164e+18,21.404,0.44201,0.29372,0.34014
D,1.089e+19,13.903,1.0582,0.29977,0.32521
D,1.1705e+19,10.329,0.88498,0.25598,0.44085
D,1.5533e+19,10.611,2.3458,0.20256,0.59876
D,1.0001e+19,12.897,0.83706,0.23019,0.51564
D,2.3181e+19,49.779,4.593,0.27466,0.38945
D,6.5587e+18,11.612,0.15124,0.26035,0.42857
D,1.4801e+19,4.7237,0.55812,0.26166,0.42492
D,1.3135e+19,5.2579,0.27482,0.27539,0.38753
D,1.8444e+19,3.4889,0.11143,0.15961,0.7273
D,1.3331e+19,9.0523,0.96627,0.29715,0.33164
D,1.2719e+19,6.2276,0.58692,0.19144,0.63249
D,1.423e+19,4.839,0.30926,0.24762,0.46467
D,1.9338e+19,11.283,2.4785,0.17366,0.68594
D,5.9612e+18,9.4501,0.17268,0.12716,0.817
D,1.4535e+19,8.0188,0.60857,0.28208,0.36987
D,6.945e+18,11.319,0.075098,0.21709,0.55483
D,1.2967e+19,10.513,0.54161,0.27033,0.40112
D,1.5088e+19,6.2842,1.2206,0.25258,0.45047
D,5.1419e+18,38.904,0.33602,0.1631,0.71711
D,2.8598e+19,28.192,5.9044,0.24985,0.45827
D,1.7569e+19,11.518,2.7536,0.23771,0.49346
D,2.4312e+19,16.929,3.1719,0.29771,0.33026
D,9.257e+18,8.5163,0.57698,0.20936,0.57816
D,2.1931e+19,9.2226,2.4773,0.26579,0.41351
D,8.412e+18,17.786,1.1652,0.30725,0.30728
D,2.3592e+19,17.064,3.5279,0.27164,0.39759
D,1.5393e+19,6.401,0.33176,0.2653,0.41487
D,2.4189e+19,24.801,4.2545,0.24055,0.48516
D,1.4142e+19,12.34,1.7885,0.30772,0.30617
D,1.7499e+19,6.4014,1.0115,0.11198,0.85491
D,1.5216e+19,8.3718,0.62912,0.24406,0.47493
D,1.5939e+19,6.3763,0.3734,0.16881,0.70031
D,1.3472e+19,4.5452,0.08199,0.22356,0.5354
D,1.4623e+19,6.2738,0.29361,0.30813,0.30519
D,1.1814e+19,8.8107,0.32394,0.26375,0.41913
D,1.0398e+19,21.989,1.028,0.29078,0.34753
D,1.3472e+19,12.511,1.0169,0.28504,0.36218
D,8.2569e+18,16.567,0.65544,0.21423,0.56345
D,1.2282e+19,11.332,1.114,0.28278,0.36804
D,5.9194e+18,24.569,0.21544,0.30887,0.30346
D,1.9943e+19,10.421,1.9482,0.24853,0.46205
D,1.0305e+19,13.62,0.94163,0.25982,0.43006
D,1.7098e+19,9.4901,1.6702,0.25292,0.44951
D,3.604e+18,19.964,0.14548,0.29589,0.33474
D,1.3317e+19,16.104,1.9719,0.13935,0.78447
D,9.7249e+18,11.081,0.53406,0.25486,0.444
D,1.5457e+19,19.933,2.6499,0.29186,0.34481
D,1.3567e+19,47.43,2.2614,0.30374,0.31563
D,1.4676e+19,17.941,2.244,0.24653,0.46779
D,7.2849e+18,32.85,0.97715,0.30679,0.30836
D,8.6259e+18,15.89,0.94556,0.29782,0.32999
D,1.7423e+19,17.025,2.9593,0.27926,0.37726
D,1.2427e+19,33.675,1.718,0.23058,0.51447
D,1.5403e+19,6.9105,1.2092,0.30789,0.30576
D,1.142e+19,17.555,2.0806,0.30222,0.31928
D,1.3776e+19,9.7999,1.3571,0.24541,0.47102
D,1.1125e+19,5.2639,0.34042,0.17242,0.68963
D,9.1006e+18,11.303,0.23615,0.26352,0.41977
D,1.1854e+19,12.426,0.69102,0.29843,0.32848
D,1.1677e+19,8.1973,0.29431,0.26506,0.41552
D,1.9062e+19,14.955,3.1139,0.2768,0.38377
D,1.1058e+19,7.4565,0.52302,0.29026,0.34884
D,8.8006e+18,13.354,0.1104,0.29843,0.32849
D,1.1744e+19,7.7344,0.62672,0.25714,0.43758
D,1.4632e+19,5.0347,0.66971,0.24457,0.47347
D,7.7942e+18,10.5,0.093641,0.22225,0.53932
D,1.2893e+19,6.4625,0.96035,0.30498,0.31266
D,1.5419e+19,12.15,1.6474,0.2397,0.48764
D,8.2119e+18,12.867,0.58463,0.2229,0.53737
D,1.2456e+19,17.152,2.028,0.30137,0.32132
D,1.1802e+19,15.637,2.171,0.27228,0.39585
D,9.3717e+18,9.8823,0.26378,0.20329,0.59656
D,1.0657e+19,11.663,0.6185,0.19351,0.62621
D,7.09e+18,22.756,0.43792,0.30404,0.3149
D,1.4277e+19,12.443,1.882,0.15001,0.75482
D,1.3797e+19,9.7921,0.80428,0.29738,0.33106
D,1.471e+19,11.628,1.1478,0.2961,0.33423
