meander_id,tributario,decada,temp_C,precip_mm,glacier_index,ndvi,meltwater_AMB,discharge_Q,sediment_Qs,migration_m_yr,migration_norm,RPMI
JYR_M087,JYR,1990s,-2.7,24.58,18.61,0.143,-0.00412,164.65,1.63,0.09,0.004,0.0004
JYR_M088,JYR,1990s,-2.7,24.58,18.61,0.143,-0.00411,164.65,1.63,0.6,0.02,0.002
JYR_M089,JYR,1990s,-2.7,24.58,18.61,0.143,-0.00411,164.65,1.63,0.24,0.009,0.0009
JYR_M093,JYR,1990s,-2.62,24.35,18.61,0.143,-0.00406,164.65,1.63,0.38,0.014,0.0014
JYR_M094,JYR,1990s,-2.62,24.35,18.61,0.143,-0.00405,164.65,1.63,0.65,0.024,0.0024
JYR_M095,JYR,1990s,-2.64,24.35,18.61,0.143,-0.00404,164.65,1.63,0.59,0.024,0.0024
JYR_M096,JYR,1990s,-2.51,24.26,18.61,0.143,-0.00403,164.65,1.63,0.75,0.023,0.0023
JYR_M097,JYR,1990s,-2.52,24.18,18.61,0.143,-0.00403,164.65,1.63,0.43,0.016,0.0016
JYR_M098,JYR,1990s,-2.58,24.02,18.61,0.143,-0.004,164.65,1.63,0.6,0.016,0.0016
JYR_M099,JYR,1990s,-2.45,23.93,18.61,0.143,-0.00399,164.65,1.63,0.76,0.022,0.0022
JYR_M100,JYR,1990s,-2.45,23.93,18.61,0.143,-0.00399,164.65,1.63,0.28,0.012,0.0012
JYR_M101,JYR,1990s,-2.41,23.93,18.61,0.143,-0.00398,164.65,1.63,0.36,0.011,0.0011
JYR_M102,JYR,1990s,-2.41,23.93,18.61,0.143,-0.00398,164.65,1.63,0.73,0.02,0.002
JYR_M103,JYR,1990s,-2.41,23.93,18.61,0.143,-0.00397,164.65,1.63,0.27,0.007,0.0007
YTR_M001,YTR,1990s,-2.36,23.86,18.61,0.143,-0.00396,164.65,1.63,1.24,0.03,0.0038
YTR_M002,YTR,1990s,-2.15,24.22,18.61,0.143,-0.00386,164.65,1.63,2.29,0.058,0.0058
YTR_M003,YTR,1990s,-2.11,24.23,18.61,0.143,-0.00385,164.65,1.63,1.6,0.045,0.0045
YTR_M004,YTR,1990s,-2.11,24.23,18.61,0.143,-0.00385,164.65,1.63,1.12,0.039,0.0039
YTR_M005,YTR,1990s,-2.11,24.23,18.61,0.143,-0.00384,164.65,1.63,1.48,0.041,0.0041
YTR_M006,YTR,1990s,-2.11,24.23,18.61,0.143,-0.00384,164.65,1.63,1.43,0.041,0.0041
YTR_M007,YTR,1990s,-2.09,24.22,18.61,0.143,-0.00384,164.65,1.63,0.54,0.015,0.0015
YTR_M008,YTR,1990s,-2.09,24.22,18.61,0.143,-0.00383,164.65,1.63,1.24,0.041,0.0041
YTR_M009,YTR,1990s,-2.09,24.22,18.61,0.143,-0.00383,164.65,1.63,1.27,0.046,0.0058
YTR_M010,YTR,1990s,-2.05,24.24,18.61,0.143,-0.00383,164.65,1.63,,,
YTR_M011,YTR,1990s,-2.05,24.24,18.61,0.143,-0.00382,164.65,1.63,,,
YTR_M012,YTR,1990s,-2.05,24.24,18.61,0.143,-0.00382,164.65,1.63,8.25,0.218,0.0218
YTR_M013,YTR,1990s,-2.05,24.24,18.61,0.143,-0.00382,164.65,1.63,1.77,0.044,0.0044
YTR_M014,YTR,1990s,-2.05,24.24,18.61,0.143,-0.00383,164.65,1.63,1.5,0.045,0.0045
YTR_M015,YTR,1990s,-2.05,24.24,18.61,0.143,-0.00382,164.65,1.63,2.65,0.061,0.0061
YTR_M016,YTR,1990s,-2.0,24.34,18.61,0.143,-0.00379,164.65,1.63,3.75,0.089,0.0089
YTR_M017,YTR,1990s,-1.97,24.17,18.61,0.143,-0.00378,164.65,1.63,4.82,0.106,0.0106
YTR_M018,YTR,1990s,-1.95,24.25,18.61,0.143,-0.00377,164.65,1.63,2.47,0.068,0.0068
YTR_M019,YTR,1990s,-1.91,24.1,18.61,0.143,-0.00377,164.65,1.63,0.95,0.024,0.0024
YTR_M020,YTR,1990s,-1.91,24.1,18.61,0.143,-0.00377,164.65,1.63,1.28,0.022,0.0022
YTR_M021,YTR,1990s,-1.94,24.34,18.61,0.143,-0.00377,164.65,1.63,3.05,0.051,0.0051
YTR_M022,YTR,1990s,-1.94,24.34,18.61,0.143,-0.00376,164.65,1.63,1.29,0.044,0.0044
YTR_M024,YTR,1990s,-1.93,24.44,18.61,0.143,-0.00377,164.65,1.63,0.97,0.023,0.0023
YTR_M025,YTR,1990s,-1.93,24.44,18.61,0.143,-0.00377,164.65,1.63,2.52,0.066,0.0084
YTR_M026,YTR,1990s,-1.93,24.68,18.61,0.143,-0.00376,164.65,1.63,1.3,0.032,0.0032
YTR_M027,YTR,1990s,-1.99,24.53,18.61,0.143,-0.00376,164.65,1.63,0.75,0.018,0.0018
YTR_M028,YTR,1990s,-1.99,24.53,18.61,0.143,-0.00375,164.65,1.63,0.33,0.01,0.001
YTR_M029,YTR,1990s,-1.95,24.61,18.61,0.143,-0.00375,164.65,1.63,0.79,0.019,0.0019
YTR_M031,YTR,1990s,-1.95,24.61,18.61,0.143,-0.00375,164.65,1.63,4.08,0.107,0.0107
YTR_M032,YTR,1990s,-1.89,24.95,18.61,0.143,-0.00374,164.65,1.63,4.32,0.083,0.0083
YTR_M033,YTR,1990s,-1.9,24.87,18.61,0.143,-0.00372,164.65,1.63,1.46,0.027,0.0027
YTR_M035,YTR,1990s,-1.98,24.96,18.61,0.143,-0.00366,164.65,1.63,0.66,0.012,0.0012
YTR_M036,YTR,1990s,-1.98,24.96,18.61,0.143,-0.00366,164.65,1.63,5.58,0.159,0.0159
YTR_M038,YTR,1990s,-1.99,24.8,18.61,0.143,-0.00364,164.65,1.63,1.6,0.014,0.0014
YTR_M039,YTR,1990s,-1.99,24.8,18.61,0.143,-0.00363,164.65,1.63,0.93,0.014,0.0014
YTR_M040,YTR,1990s,-1.99,24.81,18.61,0.143,-0.00363,164.65,1.63,5.0,0.065,0.0065
YTR_M042,YTR,1990s,-1.99,24.91,18.61,0.143,-0.00361,164.65,1.63,1.24,0.032,0.0032
YTR_M045,YTR,1990s,-1.97,25.09,18.61,0.143,-0.00358,164.65,1.63,1.12,0.003,0.0004
YTR_M046,YTR,1990s,-1.94,24.93,18.61,0.143,-0.00357,164.65,1.63,2.14,0.049,0.0062
YTR_M047,YTR,1990s,-1.94,24.93,18.61,0.143,-0.00356,164.65,1.63,1.4,0.027,0.0027
YTR_M048,YTR,1990s,-1.87,24.93,18.61,0.143,-0.00352,164.65,1.63,2.87,0.067,0.0067
YTR_M049,YTR,1990s,-1.87,24.93,18.61,0.143,-0.00352,164.65,1.63,0.63,0.012,0.0012
YTR_M051,YTR,1990s,-1.72,25.1,18.61,0.143,-0.00351,164.65,1.63,0.82,0.018,0.0018
YTR_M052,YTR,1990s,-1.72,25.1,18.61,0.143,-0.00349,164.65,1.63,0.97,0.023,0.0023
YTR_M053,YTR,1990s,-1.68,25.1,18.61,0.143,-0.00348,164.65,1.63,,,
YTR_M054,YTR,1990s,-1.6,24.78,18.61,0.143,-0.00346,164.65,1.63,1.95,0.048,0.0048
YTR_M055,YTR,1990s,-1.54,25.1,18.61,0.143,-0.00345,164.65,1.63,1.05,0.019,0.0019
YTR_M056,YTR,1990s,-1.54,25.1,18.61,0.143,-0.00344,164.65,1.63,0.62,0.011,0.0011
YTR_M057,YTR,1990s,-1.48,25.1,18.61,0.143,-0.00344,164.65,1.63,1.82,0.03,0.003
YTR_M058,YTR,1990s,-1.44,25.03,18.61,0.143,-0.00341,164.65,1.63,0.78,0.01,0.001
YTR_M059,YTR,1990s,-1.44,25.03,18.61,0.143,-0.00341,164.65,1.63,1.96,0.055,0.0055
YTR_M060,YTR,1990s,-1.4,24.78,18.61,0.143,-0.0034,164.65,1.63,1.78,0.021,0.0021
YTR_M061,YTR,1990s,-1.4,24.79,18.61,0.143,-0.00338,164.65,1.63,1.08,0.017,0.0017
YTR_M062,YTR,1990s,-1.4,24.79,18.61,0.143,-0.00338,164.65,1.63,3.17,0.05,0.005
YTR_M063,YTR,1990s,-1.35,24.8,18.61,0.143,-0.00337,164.65,1.63,1.08,0.014,0.0014
YTR_M064,YTR,1990s,-1.34,24.72,18.61,0.143,-0.00335,164.65,1.63,4.59,0.077,0.0077
YTR_M065,YTR,1990s,-1.3,24.73,18.61,0.143,-0.00333,164.65,1.63,0.35,0.006,0.0006
YTR_M066,YTR,1990s,-1.28,24.73,18.61,0.143,-0.00331,164.65,1.63,2.33,0.046,0.0046
YTR_M067,YTR,1990s,-1.28,24.73,18.61,0.143,-0.00331,164.65,1.63,1.01,0.018,0.0018
YTR_M068,YTR,1990s,-1.28,24.81,18.61,0.143,-0.00329,164.65,1.63,3.94,0.065,0.0065
YTR_M069,YTR,1990s,-1.28,24.66,18.61,0.143,-0.00328,164.65,1.63,4.71,0.101,0.0101
YTR_M070,YTR,1990s,-1.25,24.91,18.61,0.143,-0.00328,164.65,1.63,4.6,0.018,0.0022
YTR_M072,YTR,1990s,-1.25,24.91,18.61,0.143,-0.00327,164.65,1.63,2.27,0.014,0.0014
YTR_M073,YTR,1990s,-1.25,24.75,18.61,0.143,-0.00326,164.65,1.63,4.79,0.018,0.0018
YTR_M074,YTR,1990s,-1.23,24.91,18.61,0.143,-0.00326,164.65,1.63,0.68,0.002,0.0002
YTR_M075,YTR,1990s,-1.19,24.83,18.61,0.143,-0.00324,164.65,1.63,4.52,0.082,0.0103
YTR_M077,YTR,1990s,-1.12,24.83,18.61,0.143,-0.00323,164.65,1.63,2.88,0.066,0.0066
YTR_M078,YTR,1990s,-1.12,24.83,18.61,0.143,-0.00323,164.65,1.63,1.09,0.02,0.0025
YTR_M080,YTR,1990s,-1.13,24.84,18.61,0.143,-0.00321,164.65,1.63,3.79,0.081,0.0081
YTR_M081,YTR,1990s,-1.05,24.94,18.61,0.143,-0.00319,164.65,1.63,6.44,0.112,0.0112
YTR_M082,YTR,1990s,-1.05,24.94,18.61,0.143,-0.00319,164.65,1.63,3.1,0.061,0.0061
YTR_M083,YTR,1990s,-1.07,24.86,18.61,0.143,-0.00318,164.65,1.63,5.07,0.077,0.0077
YTR_M084,YTR,1990s,-1.06,24.77,18.61,0.143,-0.00317,164.65,1.63,6.45,0.128,0.0128
YTR_M085,YTR,1990s,-1.1,24.69,18.61,0.143,-0.00317,164.65,1.63,1.87,0.034,0.0034
YTR_M086,YTR,1990s,-1.05,24.46,18.61,0.143,-0.00313,164.65,1.63,1.06,0.019,0.0019
YTR_M087,YTR,1990s,-1.0,24.36,18.61,0.143,-0.00312,164.65,1.63,2.64,0.068,0.0068
YTR_M089,YTR,1990s,-0.93,24.38,18.61,0.143,-0.0031,164.65,1.63,2.97,0.046,0.0072
YTR_M091,YTR,1990s,-0.87,24.37,18.61,0.143,-0.00308,164.65,1.63,1.1,0.015,0.0019
YTR_M092,YTR,1990s,-0.78,24.29,18.61,0.143,-0.00306,164.65,1.63,2.08,0.036,0.0036
YTR_M093,YTR,1990s,-0.77,24.38,18.61,0.143,-0.00306,164.65,1.63,0.95,0.017,0.0017
YTR_M094,YTR,1990s,-0.74,24.29,18.61,0.143,-0.00305,164.65,1.63,0.61,0.009,0.0009
YTR_M095,YTR,1990s,-0.7,24.21,18.61,0.143,-0.00303,164.65,1.63,0.78,0.013,0.0016
YTR_M096,YTR,1990s,-0.65,24.21,18.61,0.143,-0.00301,164.65,1.63,1.16,0.017,0.0017
YTR_M097,YTR,1990s,-0.63,24.21,18.61,0.143,-0.003,164.65,1.63,1.39,0.02,0.002
YTR_M098,YTR,1990s,-0.6,24.21,18.61,0.143,-0.00299,164.65,1.63,1.15,0.015,0.0015
YTR_M099,YTR,1990s,-0.55,24.12,18.61,0.143,-0.00298,164.65,1.63,1.49,0.016,0.0016
YTR_M100,YTR,1990s,-0.54,24.29,18.61,0.143,-0.00298,164.65,1.63,1.74,0.026,0.0026
YTR_M101,YTR,1990s,-0.49,24.12,18.61,0.143,-0.00297,164.65,1.63,0.24,0.003,0.0003
YTR_M102,YTR,1990s,-0.49,24.29,18.61,0.143,-0.00296,164.65,1.63,0.73,0.009,0.0009
YTR_M103,YTR,1990s,-0.49,24.29,18.61,0.143,-0.00296,164.65,1.63,0.9,0.014,0.0014
YTR_M104,YTR,1990s,-0.43,24.3,18.61,0.143,-0.00294,164.65,1.63,0.39,0.009,0.0009
YTR_M105,YTR,1990s,-0.43,24.3,18.61,0.143,-0.00294,164.65,1.63,0.36,0.008,0.0008
YTR_M106,YTR,1990s,-0.39,24.3,18.61,0.143,-0.00294,164.65,1.63,0.79,0.019,0.0019
YTR_M107,YTR,1990s,-0.39,24.3,18.61,0.143,-0.00293,164.65,1.63,1.02,0.022,0.0022
YTR_M108,YTR,1990s,-0.39,24.3,18.61,0.143,-0.00293,164.65,1.63,1.11,0.026,0.0033
YTR_M109,YTR,1990s,-0.27,24.45,18.61,0.143,-0.00284,164.65,1.63,1.49,0.014,0.0018
YTR_M110,YTR,1990s,-0.28,24.55,18.61,0.143,-0.00283,164.65,1.63,0.79,0.01,0.001
YTR_M113,YTR,1990s,-0.28,24.55,18.61,0.143,-0.00283,164.65,1.63,0.76,0.014,0.0014
YTR_M114,YTR,1990s,-0.28,24.55,18.61,0.143,-0.00282,164.65,1.63,0.82,0.013,0.0013
YTR_M115,YTR,1990s,-0.28,24.55,18.61,0.143,-0.00282,164.65,1.63,1.07,0.013,0.0013
YTR_M116,YTR,1990s,-0.25,24.55,18.61,0.143,-0.00281,164.65,1.63,2.61,0.032,0.0032
YTR_M117,YTR,1990s,-0.24,24.55,18.61,0.143,-0.0028,164.65,1.63,1.33,0.021,0.0021
YTR_M118,YTR,1990s,-0.24,24.55,18.61,0.143,-0.0028,164.65,1.63,1.45,0.019,0.0024
YTR_M120,YTR,1990s,-0.11,24.54,18.61,0.143,-0.00272,164.65,1.63,0.89,0.012,0.0012
YTR_M121,YTR,1990s,-0.11,24.54,18.61,0.143,-0.00271,164.65,1.63,1.06,0.021,0.0021
YTR_M122,YTR,1990s,-0.08,24.46,18.61,0.143,-0.00271,164.65,1.63,0.4,0.008,0.0008
YTR_M123,YTR,1990s,-0.08,24.46,18.61,0.143,-0.00271,164.65,1.63,1.31,0.03,0.003
YTR_M124,YTR,1990s,-0.07,24.55,18.61,0.143,-0.00269,164.65,1.63,2.88,0.036,0.0036
YTR_M131,YTR,1990s,1.03,26.25,18.61,0.143,-0.00206,164.65,1.63,0.76,0.005,0.0006
YTR_M132,YTR,1990s,1.04,26.25,18.61,0.143,-0.00205,164.65,1.63,0.59,0.004,0.0005
YTR_M133,YTR,1990s,1.06,26.02,18.61,0.143,-0.00199,164.65,1.63,0.6,0.004,0.0004
YTR_M137,YTR,1990s,1.2,27.37,18.61,0.143,-0.00173,164.65,1.63,0.82,0.008,0.0008
YTR_M138,YTR,1990s,1.22,27.49,18.61,0.143,-0.00171,164.65,1.63,1.87,0.02,0.0018
YTR_M144,YTR,1990s,1.28,26.39,18.61,0.143,-0.00162,164.65,1.63,0.62,0.005,0.0004
YTR_M145,YTR,1990s,1.32,26.29,18.61,0.143,-0.00162,164.65,1.63,0.76,0.008,0.0008
YTR_M146,YTR,1990s,1.33,25.96,18.61,0.143,-0.00162,164.65,1.63,1.22,0.012,0.0011
YTR_M147,YTR,1990s,1.4,25.96,18.61,0.143,-0.0016,164.65,1.63,1.78,0.019,0.0018
YTR_M148,YTR,1990s,1.31,26.36,18.61,0.143,-0.00161,164.65,1.63,0.68,0.008,0.0008
YTR_M151,YTR,1990s,1.4,26.22,18.61,0.143,-0.00153,164.65,1.63,1.92,0.038,0.0035
YTR_M153,YTR,1990s,1.57,26.38,18.61,0.143,-0.00153,164.65,1.63,1.47,0.019,0.0017
YTR_M154,YTR,1990s,1.57,26.29,18.61,0.143,-0.00153,164.65,1.63,1.47,0.019,0.0017
YTR_M155,YTR,1990s,1.56,26.3,18.61,0.143,-0.00153,164.65,1.63,1.8,0.024,0.0022
YTR_M156,YTR,1990s,1.56,26.3,18.61,0.143,-0.00153,164.65,1.63,2.36,0.027,0.0024
YTR_M157,YTR,1990s,1.59,25.95,18.61,0.143,-0.00151,164.65,1.63,0.77,0.008,0.0008
YTR_M158,YTR,1990s,1.57,25.79,18.61,0.143,-0.00151,164.65,1.63,0.63,0.007,0.0006
JTR_M005,JTR,1990s,-2.88,27.94,18.61,0.143,-0.00378,164.65,1.63,0.37,0.01,0.001
JTR_M006,JTR,1990s,-2.88,27.94,18.61,0.143,-0.00378,164.65,1.63,0.72,0.022,0.0022
JTR_M009,JTR,1990s,-2.59,27.77,18.61,0.143,-0.00378,164.65,1.63,0.32,0.007,0.0007
JTR_M010,JTR,1990s,-2.61,27.7,18.61,0.143,-0.00377,164.65,1.63,0.22,0.004,0.0004
JTR_M011,JTR,1990s,-2.61,27.7,18.61,0.143,-0.00377,164.65,1.63,1.03,0.019,0.0019
JTR_M012,JTR,1990s,-2.56,27.62,18.61,0.143,-0.00377,164.65,1.63,0.08,0.002,0.0002
JTR_M014,JTR,1990s,-2.55,27.35,18.61,0.143,-0.00378,164.65,1.63,0.45,0.011,0.0011
JTR_M016,JTR,1990s,-2.56,27.11,18.61,0.143,-0.00376,164.65,1.63,0.64,0.016,0.0016
JTR_M020,JTR,1990s,-2.32,26.64,18.61,0.143,-0.00368,164.65,1.63,0.58,0.011,0.0011
JTR_M022,JTR,1990s,-1.55,26.12,18.61,0.143,-0.00341,164.65,1.63,2.0,0.07,0.007
JTR_M023,JTR,1990s,-1.55,26.12,18.61,0.143,-0.00341,164.65,1.63,1.85,0.062,0.0062
JTR_M024,JTR,1990s,-1.55,26.12,18.61,0.143,-0.00341,164.65,1.63,2.41,0.076,0.0076
JTR_M025,JTR,1990s,-1.62,26.2,18.61,0.143,-0.00341,164.65,1.63,1.28,0.04,0.004
JTR_M026,JTR,1990s,-1.62,26.2,18.61,0.143,-0.00341,164.65,1.63,1.01,0.031,0.0031
JTR_M027,JTR,1990s,-1.62,26.2,18.61,0.143,-0.00341,164.65,1.63,1.56,0.055,0.0055
JTR_M028,JTR,1990s,-1.62,26.2,18.61,0.143,-0.00341,164.65,1.63,1.43,0.057,0.0057
JTR_M029,JTR,1990s,-1.47,26.38,18.61,0.143,-0.0034,164.65,1.63,1.0,0.036,0.0036
JTR_M033,JTR,1990s,-1.34,26.46,18.61,0.143,-0.00338,164.65,1.63,0.93,0.03,0.0038
JTR_M034,JTR,1990s,-1.44,26.31,18.61,0.143,-0.00337,164.65,1.63,0.83,0.026,0.0026
JTR_M035,JTR,1990s,-1.44,26.31,18.61,0.143,-0.00336,164.65,1.63,1.77,0.056,0.0071
JTR_M036,JTR,1990s,-1.17,26.89,18.61,0.143,-0.00335,164.65,1.63,1.21,0.036,0.0045
JTR_M037,JTR,1990s,-1.15,26.91,18.61,0.143,-0.00334,164.65,1.63,2.07,0.045,0.0045
JTR_M038,JTR,1990s,-1.15,26.91,18.61,0.143,-0.00333,164.65,1.63,1.61,0.045,0.0045
JTR_M039,JTR,1990s,-1.15,26.91,18.61,0.143,-0.00333,164.65,1.63,5.2,0.151,0.0151
JTR_M040,JTR,1990s,-1.17,27.06,18.61,0.143,-0.00333,164.65,1.63,4.36,0.133,0.0133
JTR_M041,JTR,1990s,-1.17,27.06,18.61,0.143,-0.00333,164.65,1.63,2.36,0.072,0.0072
JTR_M042,JTR,1990s,-1.13,27.06,18.61,0.143,-0.00332,164.65,1.63,7.51,0.189,0.0189
JTR_M046,JTR,1990s,-1.12,26.9,18.61,0.143,-0.0033,164.65,1.63,3.47,0.115,0.0115
JTR_M048,JTR,1990s,-1.12,26.9,18.61,0.143,-0.0033,164.65,1.63,1.21,0.026,0.0026
JTR_M049,JTR,1990s,-1.09,26.82,18.61,0.143,-0.00329,164.65,1.63,1.4,0.036,0.0036
JTR_M050,JTR,1990s,-1.09,26.82,18.61,0.143,-0.00328,164.65,1.63,0.88,0.021,0.0021
JTR_M051,JTR,1990s,-1.09,26.82,18.61,0.143,-0.00328,164.65,1.63,1.16,0.031,0.0031
JTR_M052,JTR,1990s,-1.08,26.74,18.61,0.143,-0.00327,164.65,1.63,2.57,0.05,0.005
JTR_M053,JTR,1990s,-1.08,26.74,18.61,0.143,-0.00327,164.65,1.63,0.75,0.017,0.0017
JTR_M054,JTR,1990s,-1.06,26.74,18.61,0.143,-0.00326,164.65,1.63,0.91,0.018,0.0018
JTR_M055,JTR,1990s,-1.06,26.74,18.61,0.143,-0.00325,164.65,1.63,0.81,0.008,0.0008
JTR_M056,JTR,1990s,-0.96,26.67,18.61,0.143,-0.00326,164.65,1.63,0.91,0.009,0.0009
JTR_M057,JTR,1990s,-0.96,26.67,18.61,0.143,-0.00325,164.65,1.63,1.24,0.025,0.0025
JTR_M059,JTR,1990s,-0.97,26.51,18.61,0.143,-0.00324,164.65,1.63,0.94,0.022,0.0022
JTR_M060,JTR,1990s,-0.97,26.51,18.61,0.143,-0.00324,164.65,1.63,0.98,0.023,0.0023
JTR_M061,JTR,1990s,-0.97,26.43,18.61,0.143,-0.00324,164.65,1.63,2.02,0.021,0.0021
JTR_M062,JTR,1990s,-0.97,26.43,18.61,0.143,-0.00323,164.65,1.63,10.65,0.124,0.0124
JTR_M063,JTR,1990s,-0.94,26.01,18.61,0.143,-0.0032,164.65,1.63,2.09,0.04,0.004
JTR_M065,JTR,1990s,-0.97,25.77,18.61,0.143,-0.00317,164.65,1.63,1.35,0.014,0.0014
JTR_M066,JTR,1990s,-0.99,25.77,18.61,0.143,-0.00317,164.65,1.63,0.77,0.015,0.0015
JTR_M067,JTR,1990s,-0.99,25.77,18.61,0.143,-0.00316,164.65,1.63,1.11,0.018,0.0018
JTR_M069,JTR,1990s,-0.98,25.77,18.61,0.143,-0.00315,164.65,1.63,1.06,0.02,0.002
JTR_M070,JTR,1990s,-0.98,25.77,18.61,0.143,-0.00315,164.65,1.63,0.57,0.013,0.0013
JTR_M071,JTR,1990s,-0.98,25.77,18.61,0.143,-0.00315,164.65,1.63,0.87,0.018,0.0018
JTR_M072,JTR,1990s,-0.99,25.77,18.61,0.143,-0.00314,164.65,1.63,0.55,0.011,0.0011
JTR_M073,JTR,1990s,-0.97,25.77,18.61,0.143,-0.00314,164.65,1.63,0.32,0.004,0.0004
JTR_M074,JTR,1990s,-0.97,25.77,18.61,0.143,-0.00313,164.65,1.63,1.12,0.011,0.0011
JTR_M084,JTR,1990s,-0.82,25.53,18.61,0.143,-0.00306,164.65,1.63,0.46,0.006,0.0006
JTR_M086,JTR,1990s,-0.82,25.53,18.61,0.143,-0.00305,164.65,1.63,0.7,0.011,0.0011
LTR_M001,LTR,1990s,-1.07,20.21,18.61,0.143,-0.00284,164.65,1.63,0.88,0.022,0.0022
LTR_M002,LTR,1990s,-1.07,20.38,18.61,0.143,-0.00284,164.65,1.63,1.83,0.03,0.003
LTR_M004,LTR,1990s,-1.07,20.38,18.61,0.143,-0.00285,164.65,1.63,1.33,0.02,0.002
LTR_M005,LTR,1990s,-1.05,20.46,18.61,0.143,-0.00285,164.65,1.63,1.14,0.028,0.0028
LTR_M006,LTR,1990s,-1.05,20.47,18.61,0.143,-0.00286,164.65,1.63,1.18,0.023,0.0023
LTR_M007,LTR,1990s,-1.05,20.47,18.61,0.143,-0.00287,164.65,1.63,0.81,0.016,0.0016
LTR_M009,LTR,1990s,-1.12,20.47,18.61,0.143,-0.00288,164.65,1.63,0.67,0.015,0.0015
LTR_M010,LTR,1990s,-1.12,20.47,18.61,0.143,-0.00288,164.65,1.63,1.31,0.028,0.0028
LTR_M011,LTR,1990s,-1.05,20.46,18.61,0.143,-0.00289,164.65,1.63,1.06,0.016,0.0016
LTR_M012,LTR,1990s,-1.05,20.46,18.61,0.143,-0.00289,164.65,1.63,1.2,0.02,0.002
LTR_M013,LTR,1990s,-1.05,20.56,18.61,0.143,-0.0029,164.65,1.63,1.54,0.019,0.0023
LTR_M014,LTR,1990s,-1.05,20.56,18.61,0.143,-0.00291,164.65,1.63,2.53,0.057,0.0057
LTR_M015,LTR,1990s,-1.04,20.72,18.61,0.143,-0.00291,164.65,1.63,1.07,0.026,0.0026
LTR_M016,LTR,1990s,-1.01,20.72,18.61,0.143,-0.00291,164.65,1.63,0.79,0.019,0.0019
LTR_M017,LTR,1990s,-1.04,20.72,18.61,0.143,-0.00291,164.65,1.63,0.43,0.011,0.0011
LTR_M018,LTR,1990s,-1.02,20.72,18.61,0.143,-0.00292,164.65,1.63,2.14,0.041,0.0041
LTR_M019,LTR,1990s,-1.05,20.72,18.61,0.143,-0.00292,164.65,1.63,0.51,0.01,0.001
LTR_M020,LTR,1990s,-1.05,20.72,18.61,0.143,-0.00293,164.65,1.63,1.07,0.023,0.0023
LTR_M021,LTR,1990s,-1.05,20.72,18.61,0.143,-0.00293,164.65,1.63,0.74,0.017,0.0017
LTR_M022,LTR,1990s,-1.06,20.8,18.61,0.143,-0.00293,164.65,1.63,1.08,0.014,0.0014
LTR_M023,LTR,1990s,-1.01,20.8,18.61,0.143,-0.00294,164.65,1.63,1.21,0.022,0.0022
LTR_M024,LTR,1990s,-1.01,20.8,18.61,0.143,-0.00294,164.65,1.63,1.07,0.021,0.0021
LTR_M025,LTR,1990s,-1.01,20.8,18.61,0.143,-0.00294,164.65,1.63,0.84,0.011,0.0011
LTR_M026,LTR,1990s,-0.99,20.98,18.61,0.143,-0.00295,164.65,1.63,0.86,0.018,0.0018
LTR_M027,LTR,1990s,-0.99,20.98,18.61,0.143,-0.00295,164.65,1.63,1.13,0.02,0.002
LTR_M028,LTR,1990s,-1.01,20.99,18.61,0.143,-0.00296,164.65,1.63,2.5,0.052,0.0052
LTR_M029,LTR,1990s,-0.96,20.98,18.61,0.143,-0.00296,164.65,1.63,1.37,0.026,0.0026
LTR_M030,LTR,1990s,-0.96,20.98,18.61,0.143,-0.00296,164.65,1.63,0.99,0.026,0.0026
LTR_M031,LTR,1990s,-0.96,20.98,18.61,0.143,-0.00296,164.65,1.63,0.75,0.018,0.0018
LTR_M032,LTR,1990s,-0.92,21.24,18.61,0.143,-0.00296,164.65,1.63,1.47,0.033,0.0033
LTR_M033,LTR,1990s,-0.92,21.24,18.61,0.143,-0.00296,164.65,1.63,1.98,0.043,0.0043
LTR_M034,LTR,1990s,-0.92,21.24,18.61,0.143,-0.00296,164.65,1.63,1.89,0.037,0.0037
LTR_M035,LTR,1990s,-0.9,21.15,18.61,0.143,-0.00296,164.65,1.63,1.17,0.019,0.0019
LTR_M036,LTR,1990s,-0.94,21.32,18.61,0.143,-0.00297,164.65,1.63,1.74,0.035,0.0035
LTR_M037,LTR,1990s,-0.94,21.32,18.61,0.143,-0.00297,164.65,1.63,1.68,0.031,0.0031
LTR_M038,LTR,1990s,-0.94,21.32,18.61,0.143,-0.00297,164.65,1.63,0.68,0.015,0.0015
LTR_M039,LTR,1990s,-0.94,21.32,18.61,0.143,-0.00297,164.65,1.63,4.35,0.092,0.0092
LTR_M040,LTR,1990s,-0.95,21.57,18.61,0.143,-0.00297,164.65,1.63,1.02,0.021,0.0021
LTR_M041,LTR,1990s,-0.95,21.57,18.61,0.143,-0.00298,164.65,1.63,1.48,0.028,0.0028
LTR_M061,LTR,1990s,-0.92,22.69,18.61,0.143,-0.00303,164.65,1.63,0.82,0.018,0.0018
LTR_M062,LTR,1990s,-0.97,22.78,18.61,0.143,-0.00303,164.65,1.63,0.65,0.015,0.0015
LTR_M063,LTR,1990s,-0.82,22.85,18.61,0.143,-0.00303,164.65,1.63,0.72,0.017,0.0017
LTR_M064,LTR,1990s,-0.82,22.85,18.61,0.143,-0.00303,164.65,1.63,0.74,0.018,0.0018
LTR_M065,LTR,1990s,-0.82,22.85,18.61,0.143,-0.00303,164.65,1.63,0.98,0.017,0.0017
