basin_id,export_ene,export_feb,export_mar,export_abr,export_may,export_jun,export_jul,export_ago,export_sep,export_oct,export_nov,export_dic
326,19.81,8.22,3.59,2.7,1.89,1.5,1.56,1.78,1.7,2.55,7.81,95.37
327,0.42,0.38,0.51,1.53,1.89,0.97,1.42,1.44,0.42,0.43,0.55,0.43
328,0.45,0.34,1.02,0.44,0.7,0.37,0.05,1.18,0.29,0.8,1.42,1.6
329,1.01,0.61,1.0,0.88,0.95,2.4,5.29,1.76,1.09,1.65,1.2,0.65
330,0.41,0.26,0.23,0.1,1.28,7.17,3.75,5.75,3.0,1.49,1.09,0.65
331,0.03,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
333,2.43,3.98,4.39,6.24,8.73,8.7,7.53,12.56,7.99,5.51,3.51,2.28
334,2.71,6.07,0.03,0.38,1.03,0.03,0.12,0.01,0.0,0.01,0.0,0.22
335,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0
337,1.13,2.64,4.85,9.56,7.35,10.62,10.71,7.73,7.86,5.9,3.43,2.42
339,0.0,0.0,0.0,2.17,0.19,0.3,0.06,0.0,0.0,0.01,0.08,0.01
340,10.79,16.97,23.07,29.73,15.8,8.28,5.02,3.92,4.13,5.78,2.66,4.77
341,0.2,0.18,0.15,0.66,6.19,11.97,26.58,32.85,20.5,4.59,0.4,0.43
342,2.23,1.13,1.27,1.05,0.69,0.39,0.31,0.31,0.53,0.64,1.59,7.95
343,0.53,1.2,2.82,4.94,3.5,2.55,2.06,1.3,1.15,0.75,0.55,0.28
344,12.7,8.44,2.87,23.46,5.9,1.85,0.71,0.59,0.69,1.67,6.77,14.77
345,0.21,0.0,0.0,0.63,0.14,0.0,0.79,5.65,1.11,0.39,0.21,0.15
346,0.01,0.01,0.01,0.01,0.02,0.03,0.08,0.05,0.02,0.02,0.01,0.0
347,0.05,0.01,0.0,0.0,0.0,0.0,0.0,1.76,4.2,0.27,0.17,0.09
348,0.2,0.17,0.22,0.18,2.63,4.29,3.37,3.79,2.71,1.19,0.71,0.25
349,0.53,0.13,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.92
350,0.2,0.2,0.22,0.24,0.45,0.27,0.7,0.53,0.4,0.31,0.24,0.28
351,0.32,0.27,0.24,0.21,1.66,1.99,2.92,1.39,1.18,0.86,1.26,0.53
352,4.95,6.57,5.68,4.12,3.35,2.03,1.74,1.67,2.02,2.31,1.16,4.04
353,9.84,5.68,9.59,17.65,15.59,11.05,10.15,5.34,4.53,5.84,3.8,5.62
354,11.51,11.81,26.12,24.12,29.21,13.09,9.31,4.07,2.57,1.58,4.86,7.06
355,286.97,471.2,554.46,489.23,386.16,145.61,72.39,57.95,48.72,39.26,29.76,115.82
356,0.83,4.59,5.18,17.72,5.66,10.48,2.72,1.05,7.56,2.24,2.45,2.45
357,36.12,24.45,27.91,28.13,32.48,23.58,20.25,32.96,36.15,23.95,27.94,30.94
359,43.32,41.49,44.48,44.18,60.77,37.93,35.28,44.0,49.26,34.43,41.4,42.81
360,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01
362,0.22,0.01,0.0,0.05,7.89,11.1,6.48,11.08,4.82,1.2,0.6,0.43
363,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.0,0.0,0.0,0.0
364,4.16,2.05,0.57,6.9,7.35,12.72,14.17,13.64,8.59,7.12,8.07,5.48
365,0.01,0.01,0.01,0.01,0.03,0.06,0.24,0.08,0.03,0.02,0.01,0.01
367,4.8,1.95,4.82,6.24,0.97,0.46,3.48,1.12,0.98,0.24,0.73,1.49
368,0.27,0.25,0.27,0.29,0.38,0.82,1.85,2.5,0.57,0.48,0.58,0.33
369,23.95,0.7,0.24,0.0,0.0,0.0,0.59,0.53,0.0,0.0,0.47,1.61
370,1.59,1.8,1.87,0.91,0.93,0.52,0.69,0.51,0.65,0.74,0.92,0.57
371,0.54,0.29,0.22,0.32,0.22,0.06,0.08,0.2,0.63,0.42,0.86,0.73
373,151.82,281.22,249.41,217.92,221.35,172.52,71.33,154.95,242.29,309.53,357.21,270.79
374,1.68,4.92,6.59,4.28,2.5,0.37,0.16,0.13,0.17,0.1,0.42,1.21
375,0.4,0.5,0.25,0.26,0.2,0.05,0.06,0.12,0.04,0.02,0.05,0.05
376,20.8,12.27,15.15,15.2,14.85,15.82,32.8,40.8,39.24,39.73,37.79,48.05
377,0.22,0.15,0.25,0.13,0.26,1.78,1.29,1.53,0.79,0.8,0.53,0.31
378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,0.0,0.0,0.0,0.0,0.0,0.1,0.34,0.1,0.34,0.03,0.01,0.0
380,0.53,1.33,1.08,1.25,3.03,0.4,0.61,0.64,0.62,0.69,0.67,0.56
381,0.21,0.14,0.78,1.45,0.52,0.36,0.36,0.44,0.35,0.35,0.11,1.92
382,0.1,0.23,0.34,2.23,3.15,8.36,4.66,1.32,0.55,0.66,0.26,0.14
384,0.03,0.06,0.06,0.06,0.05,0.02,0.01,0.0,0.0,0.0,0.04,0.02
385,0.0,0.0,0.0,0.0,0.03,0.04,0.02,0.01,0.0,0.0,0.0,0.0
386,0.15,1.56,0.68,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,0.0,0.0,0.01,1.16,0.13,0.01,0.0,0.0,0.0,0.0,0.0,0.01
388,0.36,0.29,1.09,0.81,0.71,0.97,0.33,0.22,0.22,0.26,0.32,0.41
389,51.49,59.59,103.37,129.54,182.67,172.37,299.6,194.91,168.12,249.6,242.6,119.04
390,46.41,26.22,24.5,20.4,15.95,4.05,20.16,91.43,83.22,68.14,77.72,64.02
391,0.24,0.2,0.24,0.32,0.37,0.33,0.35,0.36,0.74,0.29,0.19,0.11
392,0.03,0.06,0.04,0.02,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.01
393,5.42,4.49,3.99,5.52,15.53,24.55,27.01,22.03,32.89,31.88,18.7,11.89
394,22.5,0.11,0.02,0.0,0.0,0.0,14.27,2.25,0.06,0.01,0.06,0.02
395,0.12,0.06,0.12,0.48,1.06,0.73,0.89,0.4,0.15,0.09,0.09,0.09
396,2.84,1.06,2.39,2.16,0.69,0.48,1.08,0.38,0.64,0.55,0.81,0.98
397,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.01,0.01,0.0,0.0,0.0
398,0.19,0.24,0.38,0.62,4.04,2.68,3.33,3.24,2.14,0.8,1.04,0.35
400,4.72,3.79,0.08,0.06,0.67,0.03,0.01,0.0,0.0,0.0,0.0,0.07
401,0.67,0.03,0.03,0.02,0.02,0.03,0.08,12.55,2.27,0.16,0.03,0.04
402,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.04,0.0,0.0,0.0,0.0
403,1.77,0.99,1.72,1.58,0.89,0.54,0.42,0.62,0.43,1.23,0.5,0.63
404,0.27,0.23,0.58,1.83,6.11,6.37,9.19,4.63,1.93,1.22,0.68,0.35
405,0.01,0.0,0.0,0.0,0.0,0.0,0.96,0.03,0.0,0.0,0.0,0.0
406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,0.34,0.98,2.15,5.03,3.09,0.27,0.03,0.02,0.03,0.05,0.02,0.02
409,38.03,15.01,15.45,26.77,19.28,7.82,10.2,8.42,3.23,4.5,20.9,20.95
410,13.31,16.74,12.31,16.62,18.54,15.0,7.62,10.51,10.8,6.74,4.41,12.45
411,0.26,0.85,75.9,4.41,7.49,14.31,2.08,2.04,0.77,0.26,42.66,1.11
412,0.08,0.05,0.75,1.1,0.09,0.08,0.08,0.09,0.19,0.45,0.06,0.49
413,6.16,4.56,11.34,14.49,15.63,14.41,4.11,9.21,9.11,12.37,33.11,47.62
414,117.82,106.13,114.1,69.46,62.79,86.17,184.38,88.0,71.76,125.49,162.34,121.48
415,70.87,76.99,112.08,75.94,43.97,28.55,30.83,28.22,56.46,79.33,91.29,87.09
416,0.2,0.14,0.26,0.06,0.04,4.0,1.05,1.66,1.66,0.43,0.15,0.22
417,0.2,0.12,0.15,0.13,0.14,1.06,0.5,0.43,0.64,0.46,0.27,0.18
418,0.51,0.63,0.76,0.65,0.39,0.79,0.61,1.76,3.74,4.72,0.56,0.49
419,7.26,5.0,7.56,7.68,8.89,7.72,7.87,10.78,8.56,10.84,6.84,5.81
420,0.77,1.24,1.06,1.12,2.38,2.62,3.46,12.39,5.99,6.56,4.59,2.3
421,0.03,0.0,0.0,0.0,1.06,9.1,3.61,4.17,3.03,0.61,0.4,0.29
422,1.06,0.97,0.79,0.57,0.94,4.76,1.7,2.45,8.76,6.28,4.33,1.39
423,0.54,0.49,0.58,0.51,6.5,6.15,9.21,4.61,3.34,2.82,2.76,0.98
424,0.19,0.37,2.23,2.0,0.42,13.03,34.47,26.36,4.02,1.62,1.15,0.18
425,0.62,0.5,1.31,2.1,2.88,3.52,4.66,4.24,1.2,0.74,0.83,0.53
426,0.34,0.18,0.19,0.35,0.27,0.27,0.14,0.1,0.11,0.08,0.14,0.17
427,0.01,0.0,0.02,0.69,2.29,2.12,1.38,1.02,0.38,0.68,0.48,0.04
428,0.0,0.0,0.0,0.0,0.01,0.11,0.01,0.01,0.01,0.0,0.0,0.0
429,0.16,0.14,0.15,0.27,0.59,0.49,0.67,0.56,0.22,0.19,0.25,0.18
430,0.26,1.56,1.74,2.57,1.18,1.15,1.04,0.85,3.24,1.27,0.69,1.16
431,15.87,5.38,7.22,7.01,1.95,0.66,0.64,0.47,0.53,1.83,6.39,12.26
432,4.66,2.42,100.76,16.14,19.61,2.58,45.73,17.93,42.16,71.47,26.52,7.2
433,0.01,0.01,0.0,0.02,0.02,0.04,0.03,0.06,0.33,0.07,0.02,0.02
434,3.07,3.38,2.12,1.94,2.93,4.05,10.59,13.27,14.78,17.8,4.69,2.22
435,0.01,0.0,0.01,0.11,0.21,0.1,0.11,0.62,0.24,0.32,0.27,0.09
436,2.01,2.41,4.04,3.55,4.58,3.28,2.65,2.0,2.01,1.13,1.56,1.44
438,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.02
439,414.86,422.6,418.04,196.44,183.18,76.77,79.78,109.46,85.51,156.44,278.22,249.96
441,20.18,4.64,6.92,0.89,26.13,0.99,18.53,0.44,2.16,15.17,2.17,7.24
442,1.0,0.74,3.23,0.7,4.0,9.11,1.15,1.1,0.03,0.03,0.24,1.35
443,0.02,0.02,0.02,0.0,0.05,0.18,0.12,0.05,0.06,0.05,0.04,0.03
444,0.01,0.02,0.03,0.02,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01
446,0.07,0.01,0.0,0.39,4.96,3.96,1.13,0.87,0.81,0.74,0.14,0.12
447,6.9,3.59,3.26,2.46,2.68,1.37,2.87,12.75,41.25,55.95,51.17,17.98
448,0.13,0.12,0.06,0.12,0.04,0.14,0.1,0.14,0.21,0.45,0.45,0.52
449,0.0,0.0,0.0,0.0,0.0,0.0,41.11,1.58,0.06,0.0,0.0,0.0
450,0.09,1.17,3.53,0.67,0.47,0.17,0.04,0.02,0.01,0.01,0.02,0.03
451,0.36,0.3,0.75,1.33,1.18,0.88,1.68,2.3,0.61,0.32,0.35,0.32
452,8.6,2.94,6.52,6.76,1.2,0.4,0.28,0.39,0.33,0.96,2.97,10.05
453,2.54,2.57,3.62,4.15,14.02,26.13,23.72,23.68,32.24,33.27,16.88,4.6
454,5.36,7.99,8.25,7.54,17.6,52.82,47.95,44.34,62.65,51.57,18.82,11.93
455,0.7,0.41,1.05,2.31,3.72,6.56,5.82,4.3,1.43,0.73,0.9,0.6
456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,42.1,14.08,54.5,2.69,0.55,0.17,0.19,0.13,0.08,0.0,0.0,6.39
458,0.57,2.37,0.43,0.01,0.0,0.03,0.0,0.0,0.0,0.06,0.13,0.19
459,1.37,1.4,1.7,1.55,2.69,8.56,12.41,10.24,9.45,7.05,3.73,2.77
460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
462,0.55,0.77,0.27,0.6,2.51,1.12,1.33,0.74,1.58,2.06,1.01,1.47
463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,0.61,0.52,0.93,1.68,1.99,2.19,5.2,3.57,1.18,0.69,0.59,0.59
465,6.21,7.46,5.08,9.09,22.33,103.5,67.63,46.55,46.5,7.32,3.62,3.33
466,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.01,0.0,0.0,0.0,0.0
467,1.08,0.74,1.7,1.54,0.7,0.38,0.44,0.74,0.94,0.49,2.99,4.34
468,0.01,0.01,0.01,0.01,0.16,0.18,0.02,0.01,0.05,0.08,0.01,0.01
469,0.02,0.04,0.05,0.06,0.15,0.02,0.01,0.0,0.0,0.0,0.04,0.03
470,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0
471,0.15,0.08,0.11,0.28,0.26,2.23,2.09,1.02,1.37,0.43,0.1,0.07
472,0.07,0.05,0.06,0.04,0.04,0.05,0.91,2.9,1.34,0.36,0.08,0.04
473,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01
474,0.14,0.54,1.2,0.38,0.15,0.03,0.02,0.0,0.0,0.04,0.12,1.32
475,0.03,0.03,0.02,0.02,0.02,0.02,0.19,1.16,0.3,0.08,0.06,0.03
476,0.44,0.28,1.04,2.36,2.92,3.19,2.2,0.98,1.49,1.46,0.62,0.49
477,0.0,0.0,0.0,0.0,0.0,0.11,0.03,0.01,0.02,0.01,0.0,0.0
478,13.5,12.3,21.65,18.12,17.74,11.42,11.0,10.77,16.66,22.09,14.96,17.45
480,233.9,160.3,181.09,201.54,227.41,221.12,167.15,147.62,303.3,357.14,273.04,241.46
481,0.07,0.04,0.13,0.58,0.99,0.58,0.51,0.27,0.08,0.05,0.06,0.06
482,0.59,0.35,1.7,6.34,13.74,4.76,1.48,0.32,2.8,26.41,11.82,1.8
483,0.13,0.09,0.25,0.16,0.07,0.02,0.0,0.01,0.13,0.16,0.15,0.11
484,7.95,2.33,6.31,4.22,1.41,0.51,1.48,0.83,1.84,3.88,1.16,1.84
485,36.0,16.65,13.22,27.37,23.58,10.33,12.58,20.81,21.55,31.32,69.76,41.19
486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,25.3,18.18,15.39,29.69,34.92,19.98,12.02,12.43,80.06,78.12,43.14,35.12
488,6.43,5.5,3.36,8.08,4.17,3.3,1.87,1.7,0.75,0.82,2.2,5.97
489,0.11,0.02,0.17,0.05,0.05,0.0,0.0,0.0,0.03,0.02,0.04,0.04
490,0.54,0.29,0.7,0.84,1.17,0.79,1.21,0.9,0.63,1.07,0.9,0.64
491,0.09,0.01,0.16,0.81,0.8,0.5,0.35,0.5,0.92,2.23,4.27,1.83
492,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,0.32,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.05
495,5.22,3.85,5.01,3.76,3.04,1.66,1.19,2.41,4.92,2.88,4.25,4.19
496,0.01,0.01,0.7,2.49,2.27,14.87,29.08,20.37,5.23,2.79,0.61,0.05
497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,0.85,0.75,1.81,2.0,1.14,1.16,3.87,3.14,5.14,6.99,1.9,1.25
499,1.63,1.92,2.81,2.69,13.28,29.14,22.54,21.09,27.07,29.37,13.14,6.6
500,2.16,2.5,1.73,0.85,0.95,3.65,2.85,3.18,4.2,6.43,7.38,5.08
501,7.76,10.63,7.27,0.22,0.01,0.02,0.01,0.0,0.0,0.08,0.29,0.73
502,0.08,0.1,0.22,0.21,0.11,0.04,0.03,0.02,0.01,0.04,0.05,0.1
503,18.08,12.45,14.43,10.71,18.41,15.98,18.87,28.97,17.91,34.0,15.85,30.62
504,0.5,0.44,0.54,0.51,0.86,0.68,1.47,0.87,0.82,0.66,0.41,0.68
505,0.19,0.2,0.29,0.63,1.27,0.95,1.15,1.22,0.29,0.24,0.31,0.23
506,0.05,0.01,0.01,0.0,0.0,0.0,0.01,1.27,0.2,0.05,0.01,0.02
507,2.42,0.86,0.39,0.38,0.25,0.13,0.13,0.08,0.07,0.07,0.07,1.92
508,0.05,0.04,0.05,0.05,0.05,0.05,0.06,0.07,0.07,0.04,0.04,0.04
509,2.28,2.12,2.53,2.42,2.42,7.72,6.47,4.29,20.26,11.76,5.47,2.76
510,50.76,11.36,18.34,4.69,0.6,1.0,1.25,0.54,0.4,0.3,1.94,11.69
511,1.18,0.55,0.54,0.28,0.27,0.29,0.47,1.9,2.29,2.45,2.02,1.16
512,3.01,1.78,5.18,5.66,4.96,1.85,1.8,0.55,0.47,0.67,0.64,0.94
513,10.03,17.46,9.26,5.5,6.1,2.59,2.12,2.21,2.73,3.41,10.62,20.47
514,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.06,0.05,0.06,0.05
515,0.03,0.02,0.03,0.11,0.52,0.43,0.35,0.22,0.07,0.07,0.09,0.07
516,0.12,0.09,0.08,0.05,0.2,0.32,0.52,0.37,0.4,0.22,0.22,0.15
517,1.15,1.67,0.88,0.85,2.68,17.26,18.0,18.21,19.62,16.42,4.12,1.73
518,3.79,3.05,3.95,2.49,1.83,0.72,0.57,1.69,3.79,2.12,2.47,2.39
519,0.02,0.22,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,0.0,0.0,0.0,0.0,0.09,0.05,0.03,0.02,0.01,0.0,0.0,0.0
523,0.07,0.06,0.11,0.55,1.05,0.42,0.98,1.42,0.19,0.19,0.18,0.08
524,0.01,0.08,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,0.33,0.93,1.25,2.66,1.92,0.94,1.2,1.33,0.52,0.35,0.53,0.4
526,0.42,0.38,0.41,0.51,0.6,0.51,0.44,0.37,0.34,0.31,0.33,0.33
528,0.1,1.39,1.47,1.07,16.55,10.6,2.49,1.33,0.32,0.2,3.03,0.21
529,0.21,0.19,0.27,0.44,1.05,1.11,2.03,2.25,0.57,0.54,0.36,0.21
530,0.26,0.4,0.35,0.4,0.32,0.72,0.85,8.33,14.18,1.21,0.29,0.22
531,0.01,0.01,0.02,0.07,0.37,0.21,0.06,0.04,0.04,0.06,0.01,0.02
532,81.11,54.09,71.88,76.05,91.75,69.07,55.33,42.29,82.36,95.81,82.97,71.69
533,18.35,23.41,24.75,16.01,22.05,10.17,20.43,15.8,15.36,11.11,19.6,16.25
534,28.88,26.91,30.36,24.86,35.99,50.16,38.46,35.68,61.95,71.03,54.58,41.51
535,3.12,3.19,12.02,27.89,24.05,9.59,3.07,2.52,2.58,2.23,1.72,1.7
536,10.02,9.03,12.46,12.66,6.79,3.51,2.27,1.85,1.71,4.23,10.27,10.81
537,0.69,0.51,0.36,0.21,0.28,0.4,0.45,0.23,0.21,0.54,0.68,0.39
538,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01
539,389.59,474.7,592.14,388.02,454.96,422.18,240.48,550.2,682.8,632.21,514.28,545.65
540,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
541,131.96,123.48,117.83,80.62,60.79,38.44,27.82,33.55,37.44,62.89,106.74,94.1
542,5.3,2.69,1.92,2.17,5.84,14.25,9.64,7.41,24.09,32.07,10.06,6.11
543,0.01,0.0,0.03,0.18,0.1,0.09,0.07,0.08,0.32,0.21,0.24,0.11
544,0.01,0.01,0.01,0.01,11.39,11.04,1.9,5.44,2.12,0.8,0.02,0.01
545,0.01,0.01,0.02,0.02,0.02,0.07,0.48,0.11,0.09,0.03,0.02,0.02
546,3.44,3.92,3.72,4.5,6.94,14.37,17.07,19.12,17.44,17.08,10.64,3.56
547,0.3,0.71,1.09,0.45,0.53,0.33,0.03,0.13,0.09,0.17,0.15,0.15
548,3.12,3.32,4.63,9.96,5.77,3.31,1.81,3.37,2.86,1.91,1.18,0.96
549,0.89,0.59,0.44,0.85,0.24,1.05,2.58,3.03,3.32,1.65,1.84,1.64
550,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,4.79,3.8,5.23,5.53,5.92,2.87,2.91,2.95,2.56,1.92,1.76,2.11
553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0
554,0.47,0.74,1.11,0.66,1.03,4.27,3.77,1.57,2.47,0.86,0.75,0.22
556,294.01,156.09,132.8,45.11,50.65,68.43,108.63,246.97,372.31,366.57,158.78,156.36
557,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.24,1.17,1.1,0.05,0.0
558,1.18,1.46,4.37,3.65,1.51,1.39,4.35,4.25,5.22,1.62,1.24,0.69
559,34.67,24.74,37.86,19.92,5.93,1.27,1.68,2.14,1.83,1.43,4.64,8.29
560,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
561,3.27,1.04,4.42,0.91,0.22,0.1,0.07,0.03,0.01,0.0,0.0,0.11
562,1.2,2.06,4.94,0.68,0.11,0.04,0.01,0.0,0.0,0.0,0.0,0.05
563,0.44,2.21,1.53,1.71,1.31,1.72,1.48,1.07,0.82,0.93,1.51,0.54
564,0.03,0.02,0.03,0.02,0.01,0.31,1.05,0.38,0.48,0.24,0.06,0.02
565,0.65,1.18,0.64,0.15,0.04,0.03,0.04,0.02,0.15,0.1,0.05,0.04
566,0.59,1.36,3.28,2.44,0.55,0.31,0.6,4.07,1.75,0.28,0.45,1.53
567,1.05,0.49,0.92,1.84,2.78,3.51,3.92,2.73,0.91,0.49,0.6,0.49
568,0.31,0.32,0.45,0.91,1.23,1.06,1.14,1.37,1.08,0.34,0.37,0.24
569,0.46,0.84,1.21,0.72,1.05,1.87,5.62,6.86,4.59,2.18,0.91,0.42
570,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0
571,33.93,13.0,18.4,15.02,10.22,3.88,4.28,9.69,15.81,13.0,15.7,32.17
572,5.46,6.08,7.92,24.38,12.0,9.01,5.15,4.35,7.73,4.5,6.48,13.42
573,1.33,1.02,1.18,0.68,0.62,0.39,0.33,0.86,1.64,1.52,1.84,1.3
574,0.47,0.2,0.1,0.04,0.01,0.03,0.08,1.81,2.01,0.77,0.17,0.08
575,0.02,0.02,0.03,0.05,0.62,0.85,0.2,0.77,1.41,2.19,0.09,0.05
576,0.01,0.0,0.01,0.01,0.06,0.07,0.08,0.04,0.09,0.02,0.02,0.01
577,0.0,0.0,0.0,0.0,0.28,0.52,0.19,0.13,0.28,0.04,0.01,0.0
579,0.08,0.03,0.03,0.04,0.05,0.05,0.05,0.06,0.04,0.04,0.04,0.05
580,0.05,0.1,0.13,1.25,0.56,0.16,0.04,0.03,0.01,0.02,0.0,0.01
581,0.01,0.0,0.0,0.02,0.45,0.49,0.24,0.22,0.19,0.06,0.04,0.01
582,0.98,0.86,1.71,1.57,1.13,1.35,1.26,0.61,0.72,0.82,2.12,1.29
583,1.04,1.4,1.72,1.63,2.53,0.86,0.29,0.31,0.21,0.49,0.67,1.73
584,0.4,0.43,0.97,0.77,2.33,2.06,0.09,2.36,1.12,0.79,1.19,2.42
585,2.27,1.12,2.32,3.82,5.99,10.13,11.25,5.64,1.42,1.25,0.91,0.62
586,0.1,0.1,0.09,0.11,0.33,0.3,0.38,0.24,0.28,0.34,0.15,0.15
587,0.02,0.01,0.0,0.0,0.0,0.0,0.04,0.47,0.3,0.1,0.02,0.02
588,0.01,0.01,0.75,0.47,0.05,0.01,0.0,0.01,0.03,0.02,0.01,0.01
589,12.92,0.15,0.01,0.0,0.0,0.0,1.1,0.06,0.0,0.0,0.01,0.01
592,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,144.99,89.18,184.13,93.09,37.69,113.65,35.02,79.61,112.94,139.88,126.99,189.71
595,14.45,7.69,11.33,8.59,5.3,10.15,3.35,6.75,10.61,10.35,15.76,17.18
596,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.02,0.0,0.0,0.0
597,0.32,0.15,1.18,2.89,0.63,0.42,0.25,0.22,0.25,0.22,0.21,0.2
598,2.85,6.84,18.85,7.71,13.6,11.67,12.01,10.88,4.34,1.77,4.53,3.53
599,10.09,12.84,28.6,28.03,64.85,69.7,81.65,48.96,14.68,14.09,25.59,33.15
600,0.77,0.55,0.73,1.2,1.34,1.59,0.73,0.42,0.97,0.48,0.39,0.8
601,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.02,0.01,0.0,0.0,0.0
602,0.05,0.05,0.1,0.15,0.2,0.14,0.18,0.29,0.17,0.13,0.12,0.07
603,42.83,43.91,78.27,54.65,27.25,25.96,62.85,53.09,58.81,65.11,60.41,71.6
604,2.07,0.92,1.33,1.76,5.79,11.26,13.12,15.21,31.92,31.49,8.68,5.45
605,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
606,0.25,0.11,0.05,0.07,0.15,0.08,0.05,0.04,0.03,0.03,0.04,0.15
607,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02
608,0.1,0.05,0.03,0.07,0.12,0.03,0.02,0.02,0.02,0.02,0.02,0.04
609,6.08,0.77,0.52,3.17,4.73,7.05,15.92,31.37,53.36,27.29,15.66,6.96
610,0.03,0.0,0.0,0.0,1.19,7.54,1.12,0.98,0.75,0.55,0.12,0.09
611,3.96,7.68,12.65,7.13,2.0,1.63,1.33,1.26,1.43,1.36,0.69,2.66
612,704.99,1331.41,848.6,285.29,122.46,95.42,79.53,83.31,168.81,256.01,196.84,330.8
613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,0.02,0.02,0.02,0.02,0.32,0.14,0.31,0.15,0.15,0.1,0.04,0.03
615,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0
616,0.6,0.58,1.76,1.5,1.33,0.55,0.55,0.62,0.81,0.37,0.95,2.24
617,3.98,1.57,2.75,3.68,4.89,4.62,8.32,8.37,4.96,5.31,5.41,2.29
618,0.09,0.08,0.11,0.31,1.13,0.89,1.02,0.56,0.43,0.39,0.12,0.25
619,5.33,5.2,2.61,0.58,0.05,0.03,0.05,0.02,0.02,0.05,0.7,4.18
620,0.09,0.0,0.01,0.05,0.21,0.56,0.72,7.91,2.04,0.95,2.57,5.54
621,0.13,0.08,1.56,1.79,0.0,0.0,0.0,0.0,1.73,0.83,0.12,1.18
622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,4.9,3.55,6.57,9.55,16.77,6.24,10.53,14.15,21.03,12.99,6.87,18.74
