basin_id,export_ene,export_feb,export_mar,export_abr,export_may,export_jun,export_jul,export_ago,export_sep,export_oct,export_nov,export_dic
1245,4.31,14.35,6.38,7.84,2.85,0.19,0.18,0.03,0.02,0.03,0.02,0.36
1246,0.2,1.79,0.77,0.19,0.08,0.02,0.01,0.01,0.01,0.0,0.0,0.13
1247,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01
1248,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.05,0.19,0.1,0.0,0.0
1249,0.98,1.39,1.59,0.75,0.13,0.08,0.04,0.06,0.06,0.05,0.04,0.28
1250,0.01,0.03,0.05,0.04,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01
1251,27.84,75.88,75.36,20.92,8.84,1.15,0.28,0.15,0.09,0.02,0.02,3.71
1252,0.02,0.02,0.03,0.02,0.03,0.1,1.93,1.27,0.45,0.11,0.03,0.03
1253,4.01,4.58,6.67,2.84,0.43,0.23,0.16,0.18,0.14,0.08,0.03,0.13
1254,0.1,0.11,0.13,0.2,0.24,0.37,0.43,0.56,0.61,0.35,0.27,0.1
1255,0.11,0.11,0.12,0.05,0.04,0.05,0.04,0.6,0.28,0.15,0.16,0.13
1256,2.71,1.5,1.9,2.0,1.75,2.52,4.58,9.65,6.95,8.69,6.22,3.09
1257,0.75,0.3,0.8,0.29,0.04,0.06,0.26,0.04,0.1,0.03,0.04,0.04
1258,1.24,0.81,0.88,0.18,0.05,0.02,0.01,0.01,0.01,0.01,0.01,0.04
1259,2.6,2.35,3.17,1.02,0.18,0.08,0.06,0.07,0.05,0.05,0.03,0.1
1261,0.13,0.11,0.16,0.13,0.2,0.96,0.69,0.51,1.79,0.55,0.19,0.1
1262,3.16,0.31,0.21,0.4,0.21,0.15,0.1,0.1,0.06,0.07,0.47,13.78
1263,0.04,0.03,0.03,0.03,0.03,0.82,0.96,1.07,0.79,0.89,0.17,0.06
1264,0.05,0.05,0.07,0.06,0.06,3.74,4.63,5.53,6.3,6.23,0.33,0.08
1265,4.65,2.79,3.87,6.44,6.64,1.54,5.24,2.69,10.9,22.55,7.59,7.75
1266,0.02,0.0,0.0,0.06,0.76,0.32,0.27,0.4,0.16,0.08,0.06,0.04
1267,0.06,0.07,0.07,0.07,0.06,0.05,0.04,0.04,0.05,0.06,0.05,0.05
1268,0.36,0.49,0.66,0.27,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.06
1269,1.3,2.56,3.15,0.76,0.12,0.07,0.06,0.04,0.04,0.04,0.11,0.3
1270,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
1271,0.03,0.04,0.06,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1272,0.01,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1273,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.0,0.0
1274,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01
1275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1276,0.08,0.15,0.45,0.15,0.06,0.06,0.06,0.07,0.08,0.08,0.02,0.09
1277,1.71,1.43,0.92,0.67,0.35,0.1,9.17,23.77,14.49,5.32,2.84,1.4
1278,1.31,0.79,1.63,2.14,7.51,3.94,10.56,6.63,9.89,4.05,1.73,1.21
1279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280,0.02,0.03,0.05,0.04,0.03,0.02,0.01,0.01,0.01,0.0,0.0,0.0
1281,0.08,0.07,0.1,0.08,0.11,0.1,0.1,0.11,0.15,0.14,0.1,0.07
1282,2.65,1.99,2.15,1.84,1.51,0.72,10.75,37.51,21.95,11.98,5.14,2.18
1283,0.08,0.05,0.03,0.2,0.6,0.35,1.1,0.67,0.52,0.42,0.22,0.05
1284,0.01,0.13,0.05,0.03,0.03,1.22,0.08,0.11,1.07,0.09,0.04,0.02
1285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1286,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1287,0.0,0.0,0.0,0.0,0.0,0.34,0.16,0.11,0.03,0.0,0.0,0.0
1288,0.02,0.02,0.04,0.08,0.11,0.1,0.11,0.07,0.07,0.13,0.05,0.03
1289,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,0.87,0.95,0.19,0.41,0.24,0.28,0.26,0.68,0.48,0.34,1.51,1.65
1291,0.0,0.0,0.0,0.0,0.7,2.51,0.63,0.55,0.23,0.11,0.01,0.0
1292,0.0,0.0,0.0,0.02,0.06,0.02,0.12,0.03,0.02,0.01,0.01,0.0
1293,7.09,4.77,4.7,1.07,0.75,0.55,0.35,0.38,0.4,0.71,0.8,2.84
1294,0.01,0.01,0.02,0.04,0.02,0.03,0.02,0.01,0.02,0.01,0.01,0.01
1295,0.04,0.14,0.03,0.08,0.18,0.21,0.16,0.11,0.11,0.06,0.05,0.03
1296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0
1297,0.0,0.0,0.0,0.0,0.0,0.01,0.25,0.09,0.05,0.01,0.0,0.0
1298,0.0,0.0,0.0,0.0,0.03,0.42,0.11,0.33,0.2,0.1,0.01,0.01
1299,0.36,0.33,0.21,0.41,1.31,1.76,2.08,2.94,3.17,0.74,0.48,0.18
1300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301,0.02,0.13,0.14,0.09,0.18,0.46,0.51,0.23,0.14,0.06,0.06,0.02
1302,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01
1303,0.52,0.82,0.21,0.59,0.25,0.15,0.21,0.56,0.25,0.43,1.74,1.42
1304,0.0,0.0,0.0,0.0,0.01,0.05,0.03,0.01,0.01,0.01,0.0,0.0
1305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
1306,3.37,2.93,3.0,12.46,28.13,13.45,8.98,6.75,10.87,8.73,6.2,6.74
1307,0.02,0.01,0.02,0.02,0.02,0.0,0.01,0.01,0.0,0.02,0.02,0.03
1308,0.01,0.01,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03
1309,0.0,0.0,0.0,0.0,0.29,1.63,0.45,0.37,0.09,0.03,0.0,0.0
1310,0.24,0.59,0.27,0.37,0.35,0.52,0.49,0.58,0.24,0.2,0.15,0.17
1311,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
1312,0.0,0.0,0.0,0.01,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0
1313,0.08,0.29,0.48,0.38,1.13,0.82,0.78,1.16,1.35,0.25,0.17,0.07
1314,0.01,0.01,0.03,0.06,0.09,0.08,0.08,0.05,0.02,0.01,0.01,0.01
1315,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0
1316,3.18,1.63,2.1,1.13,0.73,0.34,0.22,0.44,1.49,2.24,1.73,3.05
1317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1318,0.0,0.0,0.0,0.0,1.46,2.15,1.15,0.77,1.88,0.3,0.09,0.02
1319,0.0,0.0,0.0,0.04,0.5,0.45,0.12,0.14,0.08,0.06,0.02,0.01
1320,0.05,0.03,0.11,0.09,0.11,0.09,0.05,0.05,0.03,0.04,0.03,0.04
1321,0.08,0.01,0.02,0.02,0.02,0.02,0.41,0.4,0.02,0.02,0.02,0.01
1322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1324,0.42,0.08,0.05,0.09,0.07,0.09,4.39,1.77,0.45,0.39,0.38,0.1
1326,0.01,0.01,0.01,0.05,0.06,0.04,0.04,0.03,0.01,0.01,0.01,0.01
1327,0.05,0.0,0.0,0.0,0.0,0.0,0.16,0.04,0.0,0.0,0.0,0.05
1328,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1331,0.09,0.07,0.2,0.66,0.45,0.48,0.37,0.29,0.08,0.08,0.07,0.06
1332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.01,0.01,0.01
1333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1335,0.15,0.09,0.06,0.43,0.21,0.08,0.03,0.01,0.0,0.02,0.05,0.18
1336,0.78,0.29,0.55,0.23,0.18,0.08,0.08,0.15,0.29,0.38,0.43,0.67
1337,0.07,0.0,0.0,0.0,0.0,0.0,0.03,1.28,0.38,0.07,0.0,0.0
1338,0.26,2.76,4.84,5.58,15.62,31.99,1.72,0.63,2.52,0.11,1.07,1.05
1339,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.05,0.02,0.0,0.0
1340,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1341,0.15,0.25,0.16,0.23,0.21,0.15,0.32,0.77,0.52,0.04,0.38,0.75
1342,0.03,0.03,0.04,0.04,0.14,0.92,0.42,0.3,0.16,0.35,0.23,0.04
1343,5.87,22.3,42.16,8.85,16.58,0.48,3.32,0.27,12.07,11.59,2.24,0.21
1344,1.13,0.94,2.04,1.22,0.89,0.45,0.67,2.95,2.93,0.27,5.12,9.2
1346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1348,1.73,0.92,3.15,2.61,3.0,3.87,3.36,3.53,1.08,1.5,0.79,0.61
1349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
1350,0.03,0.04,0.07,0.05,0.05,0.13,0.58,0.43,0.31,0.14,0.07,0.03
1351,0.42,0.39,0.8,0.26,0.23,0.02,0.22,0.01,0.47,0.27,0.05,0.03
1352,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01
1354,1.02,0.5,0.84,0.87,0.48,0.46,1.36,1.13,1.03,0.2,0.22,0.37
1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,0.19,0.15,0.67,0.7,0.67,0.38,0.81,0.76,0.36,0.04,0.04,0.16
1357,0.18,0.17,0.44,0.8,0.5,0.37,1.01,0.75,0.29,0.01,0.05,0.17
1358,0.01,0.01,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.01,0.01
1359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.01,0.0,0.0,0.0
1361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,0.02,0.02,0.02,0.05,0.39,0.19,0.16,0.1,0.07,0.07,0.04,0.03
1363,0.0,0.0,0.0,0.0,0.0,0.03,0.17,0.06,0.11,0.02,0.0,0.0
1364,0.01,0.0,0.02,0.1,0.07,0.21,0.47,0.08,0.22,0.01,0.01,0.0
1365,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01
1366,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
1369,0.07,0.08,0.21,0.27,0.87,1.63,2.0,0.74,0.95,0.5,0.29,0.08
1370,0.03,0.03,0.02,0.16,0.76,0.33,0.33,0.21,0.1,0.13,0.03,0.08
1371,0.03,0.01,0.01,0.01,0.0,0.01,0.07,0.01,0.01,0.01,0.24,0.15
1372,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.01,0.01,0.0,0.0,0.0
1373,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
1375,0.0,0.0,0.0,0.0,0.05,0.02,0.04,0.01,0.02,0.01,0.0,0.0
1376,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1377,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
1379,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01
1380,0.0,0.0,0.0,0.04,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.0
1381,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
1383,0.09,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1384,0.05,0.04,0.12,0.12,0.17,0.2,0.4,0.34,0.09,0.2,0.18,0.08
1385,0.83,0.98,8.53,3.71,0.7,0.17,1.65,0.48,0.95,4.68,1.99,0.85
1386,3.37,1.62,3.17,3.7,1.07,0.81,4.45,1.99,2.11,7.18,0.85,1.94
1387,0.05,0.04,0.02,0.01,0.08,0.08,0.09,0.08,0.02,0.05,0.04,0.01
1388,0.41,0.1,0.34,0.14,0.11,0.0,0.21,0.07,0.06,0.1,0.17,0.02
1389,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.01,0.0
1390,0.0,0.0,0.01,0.07,0.07,0.16,0.19,0.08,0.05,0.01,0.0,0.0
1391,0.01,0.01,0.01,0.01,15.56,12.26,2.44,11.62,3.17,0.54,0.02,0.01
1392,0.41,0.56,1.0,0.72,1.32,3.01,9.91,16.29,18.01,7.32,1.28,0.49
1393,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.0,0.0,0.0,0.0
1394,0.01,0.01,0.01,0.03,0.05,0.05,0.11,0.1,0.07,0.03,0.01,0.0
1395,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
1396,0.0,0.0,0.08,0.04,0.01,0.13,0.14,0.3,0.28,0.01,0.02,0.01
1397,0.57,0.37,0.73,0.41,0.41,0.29,0.5,0.43,0.31,0.9,1.04,1.04
1398,0.19,0.05,0.07,0.2,0.08,0.04,0.45,0.26,0.09,0.16,0.06,0.05
1399,0.08,0.02,0.05,0.05,0.02,0.01,0.08,0.03,0.04,0.11,0.01,0.01
1400,1.17,0.17,0.25,0.3,0.16,0.09,1.02,0.51,0.18,0.44,0.13,0.15
1401,0.01,0.01,0.07,0.17,0.16,0.13,0.31,0.27,0.21,0.06,0.04,0.02
1402,0.0,0.0,0.0,0.01,0.35,0.7,0.19,0.12,0.09,0.07,0.03,0.02
1403,1.15,0.68,5.06,1.86,0.33,0.12,0.13,0.17,0.52,1.76,1.55,0.47
1404,0.0,0.0,0.0,0.0,0.0,0.49,0.23,0.1,0.18,0.02,0.0,0.0
1405,0.42,0.27,2.47,0.68,0.48,0.39,0.36,0.18,0.53,0.77,1.4,0.36
1406,0.01,0.0,0.07,0.04,0.02,0.29,0.48,0.35,0.3,0.25,0.06,0.01
1407,0.0,0.0,0.0,0.01,0.07,0.03,0.05,0.08,0.03,0.01,0.01,0.0
1408,0.06,0.0,0.0,0.01,0.33,1.46,0.37,0.43,0.85,0.28,0.03,0.03
1409,0.02,0.01,0.03,0.04,0.18,0.57,0.83,0.49,0.44,0.12,0.03,0.01
1411,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.01,0.01,0.0,0.0,0.0
1412,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0
1413,0.1,0.08,0.09,0.12,0.09,0.03,0.01,0.0,0.01,0.01,0.01,0.01
1414,0.01,0.02,0.14,0.65,0.56,0.47,0.68,0.35,0.23,0.18,0.06,0.02
1415,0.09,0.09,0.12,0.14,0.27,0.85,0.85,0.35,0.25,0.09,0.09,0.04
1416,0.03,0.02,0.02,0.03,0.15,1.08,0.4,0.27,0.14,0.1,0.06,0.05
1417,0.0,0.0,0.0,0.0,0.0,0.52,0.71,0.17,0.21,0.01,0.0,0.0
1418,0.01,0.03,0.02,0.2,0.02,0.03,0.01,0.02,0.01,0.01,0.0,0.0
1419,0.06,0.1,0.16,0.66,0.33,0.15,0.05,0.04,0.05,0.03,0.02,0.01
1420,0.0,0.0,1.43,0.43,0.13,0.0,0.0,0.0,0.01,0.01,0.0,0.01
1421,0.0,0.0,0.0,0.0,0.0,0.17,0.01,0.0,0.02,0.01,0.0,0.0
1422,1.5,0.25,0.13,0.18,0.04,0.01,0.01,0.05,0.1,0.91,2.17,0.7
1423,0.22,0.51,0.75,0.82,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.02
1424,0.04,0.03,0.05,0.03,0.01,0.98,0.29,0.29,0.22,0.05,0.04,0.04
1425,0.95,0.7,0.86,0.49,1.48,3.17,2.58,2.12,1.29,1.44,0.63,1.24
1426,0.01,0.01,0.01,0.01,0.02,0.03,0.02,0.02,0.02,0.02,0.01,0.01
1427,0.07,0.03,0.07,0.3,0.45,0.06,0.12,0.23,0.16,0.13,0.07,0.06
1428,0.0,0.0,0.0,0.0,0.1,7.49,1.82,0.64,0.25,0.05,0.0,0.0
1429,0.19,0.08,0.12,0.08,0.03,0.02,0.02,0.08,0.1,0.22,0.56,0.25
1430,0.38,0.11,0.21,0.12,0.06,0.05,0.03,0.12,0.16,0.27,0.83,0.41
1431,0.1,0.01,0.02,0.04,0.01,0.0,0.01,0.04,0.05,0.33,0.32,0.04
1432,0.07,0.01,0.03,0.02,0.01,0.01,0.02,0.12,0.29,2.2,1.46,0.17
1433,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.01,0.01,0.0,0.0,0.0
1434,0.33,0.36,0.49,0.4,0.33,0.33,0.25,0.16,0.36,0.25,0.71,0.22
1435,0.01,0.01,0.63,0.12,0.01,0.0,0.0,0.0,0.02,0.02,0.01,0.69
1436,0.04,0.02,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02
1437,0.03,0.07,0.07,0.03,0.03,0.04,0.02,0.03,0.02,0.01,0.02,0.01
1439,0.22,0.14,0.14,0.05,0.04,0.06,0.05,0.21,0.22,0.39,1.13,0.44
1440,0.02,0.02,0.03,0.01,0.01,0.0,0.01,0.0,0.0,0.02,0.04,0.01
1441,0.01,0.01,0.03,0.08,0.04,0.06,0.05,0.1,0.04,0.01,0.02,0.02
1442,0.08,0.25,0.47,0.09,0.06,0.51,0.78,0.66,0.95,1.06,1.29,1.59
1443,0.11,0.04,0.18,0.1,0.48,0.92,0.97,0.75,0.08,0.16,0.12,0.04
1444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445,0.03,0.04,0.04,0.02,0.17,0.14,0.23,0.17,0.08,0.07,0.08,0.04
1446,0.62,0.5,0.74,0.36,1.1,2.1,1.99,1.11,0.93,0.72,0.45,0.89
1447,0.0,0.0,0.0,0.0,0.01,0.13,0.29,0.06,0.01,0.0,0.0,0.0
1448,0.9,1.6,1.07,0.76,0.96,0.76,0.99,0.46,1.14,1.66,2.78,0.63
1449,0.01,0.06,0.33,0.14,0.06,3.02,3.46,3.49,2.26,1.57,0.22,0.12
1450,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
1451,0.62,0.52,1.09,0.94,0.82,0.04,0.0,0.0,0.0,0.03,0.22,0.21
1452,0.01,0.02,0.06,0.09,0.06,0.11,0.1,0.38,0.11,0.03,0.02,0.01
1453,0.0,0.0,0.0,0.0,0.36,0.32,0.11,0.53,0.34,0.18,0.0,0.0
1454,0.13,0.09,0.12,0.16,0.35,0.85,1.18,1.15,1.84,0.59,0.26,0.22
1455,0.07,0.15,0.12,0.23,0.36,0.1,0.24,0.13,0.1,0.11,0.12,0.1
1456,0.21,0.37,0.59,0.91,0.85,1.11,0.88,0.62,0.47,0.44,0.42,0.22
1457,0.0,0.0,0.03,0.04,0.02,0.01,0.01,0.0,0.01,0.01,0.01,0.0
1458,0.01,0.0,0.0,0.0,0.01,0.18,0.06,0.03,0.08,0.05,0.02,0.01
1459,0.02,0.05,0.18,0.31,0.18,1.72,6.54,2.95,0.52,0.21,0.08,0.02
1460,0.01,0.04,0.05,0.06,0.03,0.08,0.05,0.04,0.03,0.01,0.01,0.0
1461,0.0,0.0,0.0,0.0,0.0,0.2,0.75,0.13,0.1,0.01,0.0,0.0
1462,1.46,0.42,1.0,3.0,1.26,0.88,0.48,0.52,0.4,0.28,0.48,1.96
1463,0.56,0.57,2.34,3.1,2.65,1.44,0.97,1.15,1.48,1.66,1.68,2.23
1464,0.02,0.1,0.2,0.46,0.22,0.3,0.44,0.09,0.04,0.02,0.01,0.01
1465,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.09,0.13,0.03
1466,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.01,0.01,0.0,0.0,0.0
1467,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.01,0.0,0.0,0.0,0.0
1468,0.01,0.0,0.0,0.03,0.19,0.27,0.14,0.07,0.1,0.05,0.02,0.01
1469,0.02,0.01,0.04,0.01,0.07,0.05,0.06,0.06,0.01,0.03,0.02,0.0
1471,0.14,0.24,0.39,0.37,0.68,1.67,1.62,0.67,0.91,0.36,0.24,0.1
1472,0.01,0.02,0.03,0.08,0.08,0.07,0.04,0.04,0.03,0.01,0.01,0.01
1473,2.16,0.83,1.4,1.48,1.89,1.43,2.55,1.76,1.71,1.99,2.24,1.02
1474,0.0,0.0,0.0,0.0,1.15,2.64,0.5,0.29,0.39,0.22,0.05,0.02
1475,0.08,0.22,0.43,3.38,6.9,14.96,2.74,2.35,1.19,0.58,0.16,0.08
1476,0.02,0.01,0.02,0.05,0.16,0.18,0.11,0.06,0.05,0.03,0.02,0.01
1477,0.03,0.06,0.07,0.09,0.1,0.13,0.13,0.04,0.08,0.04,0.04,0.03
1478,0.01,0.02,0.02,0.04,0.01,0.0,0.0,0.0,0.03,0.02,0.04,0.05
1479,0.03,0.04,0.36,0.13,0.58,3.87,3.88,3.5,1.52,0.95,0.1,0.04
1480,0.03,0.02,0.01,0.01,1.61,22.64,17.49,13.5,7.08,3.07,0.3,0.08
1481,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
1482,0.0,0.05,0.02,0.02,0.02,0.02,0.03,0.01,0.05,0.02,0.01,0.01
1483,0.44,0.09,0.23,0.99,0.61,0.28,0.12,0.13,0.11,0.07,0.23,0.27
1484,2.38,6.28,0.97,1.14,2.53,3.79,3.01,4.41,2.9,1.65,6.67,5.15
1485,0.26,0.88,0.18,0.12,0.11,0.2,0.43,1.06,0.27,0.23,0.88,0.45
1486,0.02,0.03,0.02,0.03,0.03,0.1,0.11,0.04,0.03,0.01,0.01,0.01
1487,0.0,0.0,0.0,0.0,0.01,0.04,0.01,0.05,0.04,0.02,0.01,0.0
1488,0.08,0.08,0.09,0.15,0.37,0.82,0.76,0.65,0.24,0.21,0.17,0.11
1489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1490,0.02,0.02,0.05,0.19,0.2,0.45,0.32,0.4,0.35,0.18,0.03,0.02
1491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1492,1.19,1.21,1.42,4.55,4.61,10.87,9.42,1.06,2.56,3.71,0.56,0.24
1493,0.02,0.02,0.02,0.07,0.1,0.07,0.06,0.06,0.03,0.01,0.01,0.01
1494,0.02,0.01,0.07,0.29,0.23,0.23,0.12,0.15,0.12,0.08,0.02,0.01
1495,0.01,0.0,0.0,0.06,1.55,1.52,0.39,0.25,0.18,0.11,0.02,0.02
1496,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0
1497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1498,0.0,0.0,0.0,0.0,0.1,0.19,0.04,0.2,0.16,0.1,0.0,0.0
1499,0.0,0.0,0.0,0.04,0.01,0.02,0.03,0.02,0.05,0.01,0.0,0.0
1500,0.82,2.26,0.22,0.25,0.26,0.43,0.59,1.62,0.63,0.59,3.29,1.71
1501,0.01,0.0,0.0,0.02,0.08,0.01,0.01,0.01,0.02,0.01,0.02,0.01
1502,0.31,0.3,0.66,0.81,0.96,1.07,0.83,0.69,0.46,0.33,0.3,0.27
1503,0.48,0.86,0.54,0.6,1.66,0.83,0.66,0.47,0.35,0.75,0.73,0.3
1504,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.01
1505,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.01,0.0
1506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1507,0.0,0.0,0.01,0.18,0.05,0.15,0.23,0.16,0.42,0.01,0.02,0.0
1508,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.01,0.0,0.0,0.0,0.0
1509,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0
1510,0.01,0.02,0.05,0.38,0.14,0.14,0.11,0.2,0.09,0.06,0.03,0.01
1512,0.0,0.0,0.0,0.0,0.0,0.38,0.22,0.12,0.05,0.0,0.0,0.0
1513,0.04,0.05,0.04,0.04,0.07,0.31,0.41,0.33,0.14,0.14,0.06,0.03
1514,0.01,0.03,0.04,0.04,0.02,0.03,0.03,0.03,0.04,0.03,0.01,0.02
1515,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.04
1516,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.03,0.01,0.0,0.0,0.0
1517,0.0,0.0,0.0,0.0,0.0,0.31,0.1,0.05,0.04,0.0,0.0,0.0
1518,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.0,0.0
1519,0.15,0.39,0.5,0.99,0.24,0.17,0.51,0.02,0.01,0.02,0.03,0.06
1520,0.12,0.18,0.37,0.58,1.53,1.67,2.7,2.12,0.63,0.51,0.36,0.16
1521,0.55,0.98,0.45,0.91,1.22,1.58,1.16,2.82,1.28,1.02,2.47,2.27
1522,0.02,0.02,0.03,0.04,0.33,0.31,0.5,0.26,0.1,0.06,0.03,0.02
1523,0.01,0.01,0.01,0.03,0.06,0.04,0.02,0.01,0.02,0.02,0.01,0.01
1524,0.07,0.07,0.19,0.13,0.21,0.2,0.38,0.27,0.11,0.22,0.37,0.18
1525,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.0,0.0,0.0,0.0
1526,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0
1527,0.19,0.49,0.5,0.36,0.41,1.31,3.79,0.9,1.45,0.7,0.27,0.22
1528,0.03,0.03,0.08,0.34,0.11,0.1,0.07,0.1,0.06,0.03,0.03,0.03
