lon_e,lat_n,conc_items_m3,conc_mg_m3,conc_armonizada_items_m3,fecha_muestreo,rio,malla,metodo,referencia,malla_um,anio,region_aprox
8.23,47.49,1.11,,15.98,2016November December,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2016.0,Europa
8.23,47.51,0.68,,9.74,2016November December,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2016.0,Europa
7.61,47.56,1.12,,16.05,2016November December,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2016.0,Europa
7.6,47.56,3.92,,56.28,2016November December,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2016.0,Europa
7.59,47.59,5.45,,78.37,2016November December,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2016.0,Europa
7.21,50.63,5.26,,75.57,2016November December,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2016.0,Europa
7.21,50.63,5.18,,74.51,2016November December,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2016.0,Europa
7.21,50.63,2.6,,37.32,2016November December,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2016.0,Europa
6.4,51.75,4.04,,58.05,2016November December,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2016.0,Europa
6.4,51.76,8.46,,121.59,2016November December,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2016.0,Europa
6.4,51.76,2.61,,37.51,2016November December,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2016.0,Europa
8.24,47.49,0.04,,0.59,2017Febuary,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2017.0,Europa
8.24,47.5,0.15,,2.11,2017Febuary,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2017.0,Europa
8.24,47.51,0.04,,0.63,2017Febuary,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2017.0,Europa
8.23,47.49,0.17,,2.46,2017Febuary,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2017.0,Europa
8.23,47.49,0.85,,12.21,2017Febuary,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2017.0,Europa
8.23,47.51,0.11,,1.59,2017Febuary,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2017.0,Europa
7.61,47.56,0.54,,7.83,2017Febuary,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2017.0,Europa
7.6,47.56,1.5,,21.54,2017Febuary,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2017.0,Europa
7.59,47.59,5.18,,74.43,2017Febuary,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2017.0,Europa
7.21,50.63,1.52,,21.87,2017Febuary,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2017.0,Europa
7.21,50.63,7.89,,113.34,2017Febuary,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2017.0,Europa
7.21,50.63,8.61,,123.74,2017Febuary,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2017.0,Europa
6.4,51.76,2.92,,42.04,2017Febuary,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2017.0,Europa
6.4,51.76,5.29,,76.07,2017Febuary,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2017.0,Europa
6.4,51.75,1.95,,28.0,2017Febuary,Rhine River,300µm,Net,"Mani T, Burkhardt-Holm P. Seasonal microplastics variation in nival and pluvial stretches of the Rhine River–From the Swiss catchment towards the North Sea[J]. Science of the Total Environment, 2020, 707: 135579.",300.0,2017.0,Europa
98.89,8.92,2070.0,,2310.84,2019August,Tapi-Phumduang River,100µm,Pump,"Chinfak N, Sompongchaiyakul P, Charoenpong C, et al. Abundance, composition, and fate of microplastics in water, sediment, and shellfish in the Tapi-Phumduang River system and Bandon Bay, Thailand[J]. Science of the Total Environment, 2021, 781: 146700.",100.0,2019.0,Asia
99.12,9.07,2630.0,,2935.99,2019August,Tapi-Phumduang River,100µm,Pump,"Chinfak N, Sompongchaiyakul P, Charoenpong C, et al. Abundance, composition, and fate of microplastics in water, sediment, and shellfish in the Tapi-Phumduang River system and Bandon Bay, Thailand[J]. Science of the Total Environment, 2021, 781: 146700.",100.0,2019.0,Asia
99.2,8.85,870.0,,971.22,2019August,Tapi-Phumduang River,100µm,Pump,"Chinfak N, Sompongchaiyakul P, Charoenpong C, et al. Abundance, composition, and fate of microplastics in water, sediment, and shellfish in the Tapi-Phumduang River system and Bandon Bay, Thailand[J]. Science of the Total Environment, 2021, 781: 146700.",100.0,2019.0,Asia
99.22,9.07,680.0,,759.12,2019August,Tapi-Phumduang River,100µm,Pump,"Chinfak N, Sompongchaiyakul P, Charoenpong C, et al. Abundance, composition, and fate of microplastics in water, sediment, and shellfish in the Tapi-Phumduang River system and Bandon Bay, Thailand[J]. Science of the Total Environment, 2021, 781: 146700.",100.0,2019.0,Asia
99.22,9.11,2810.0,,3136.94,2019August,Tapi-Phumduang River,100µm,Pump,"Chinfak N, Sompongchaiyakul P, Charoenpong C, et al. Abundance, composition, and fate of microplastics in water, sediment, and shellfish in the Tapi-Phumduang River system and Bandon Bay, Thailand[J]. Science of the Total Environment, 2021, 781: 146700.",100.0,2019.0,Asia
99.36,9.17,1630.0,,1819.65,2019August,Tapi-Phumduang River,100µm,Pump,"Chinfak N, Sompongchaiyakul P, Charoenpong C, et al. Abundance, composition, and fate of microplastics in water, sediment, and shellfish in the Tapi-Phumduang River system and Bandon Bay, Thailand[J]. Science of the Total Environment, 2021, 781: 146700.",100.0,2019.0,Asia
99.38,9.19,1670.0,,1864.3,2019August,Tapi-Phumduang River,100µm,Pump,"Chinfak N, Sompongchaiyakul P, Charoenpong C, et al. Abundance, composition, and fate of microplastics in water, sediment, and shellfish in the Tapi-Phumduang River system and Bandon Bay, Thailand[J]. Science of the Total Environment, 2021, 781: 146700.",100.0,2019.0,Asia
99.51,9.23,420.0,,468.87,2019August,Tapi-Phumduang River,100µm,Pump,"Chinfak N, Sompongchaiyakul P, Charoenpong C, et al. Abundance, composition, and fate of microplastics in water, sediment, and shellfish in the Tapi-Phumduang River system and Bandon Bay, Thailand[J]. Science of the Total Environment, 2021, 781: 146700.",100.0,2019.0,Asia
99.27,9.38,560.0,,625.15,2019August,Tapi-Phumduang River,100µm,Pump,"Chinfak N, Sompongchaiyakul P, Charoenpong C, et al. Abundance, composition, and fate of microplastics in water, sediment, and shellfish in the Tapi-Phumduang River system and Bandon Bay, Thailand[J]. Science of the Total Environment, 2021, 781: 146700.",100.0,2019.0,Asia
99.31,9.23,0.0,,0.0,2019August,Tapi-Phumduang River,100µm,Pump,"Chinfak N, Sompongchaiyakul P, Charoenpong C, et al. Abundance, composition, and fate of microplastics in water, sediment, and shellfish in the Tapi-Phumduang River system and Bandon Bay, Thailand[J]. Science of the Total Environment, 2021, 781: 146700.",100.0,2019.0,Asia
119.45,-5.1,1.93,,28.8,2019March,Tallo River,330µm,Net,"Wicaksono E A, Werorilangi S, Galloway T S, et al. Distribution and seasonal variation of microplastics in Tallo River, Makassar, Eastern Indonesia[J]. Toxics, 2021, 9(6): 129.",330.0,2019.0,Oceanía
119.44,-5.11,1.26,,18.8,2019March,Tallo River,330µm,Net,"Wicaksono E A, Werorilangi S, Galloway T S, et al. Distribution and seasonal variation of microplastics in Tallo River, Makassar, Eastern Indonesia[J]. Toxics, 2021, 9(6): 129.",330.0,2019.0,Oceanía
119.47,-5.12,2.15,,32.08,2019March,Tallo River,330µm,Net,"Wicaksono E A, Werorilangi S, Galloway T S, et al. Distribution and seasonal variation of microplastics in Tallo River, Makassar, Eastern Indonesia[J]. Toxics, 2021, 9(6): 129.",330.0,2019.0,Oceanía
119.48,-5.13,1.33,,19.84,2019March,Tallo River,330µm,Net,"Wicaksono E A, Werorilangi S, Galloway T S, et al. Distribution and seasonal variation of microplastics in Tallo River, Makassar, Eastern Indonesia[J]. Toxics, 2021, 9(6): 129.",330.0,2019.0,Oceanía
119.47,-5.15,0.74,,11.04,2019March,Tallo River,330µm,Net,"Wicaksono E A, Werorilangi S, Galloway T S, et al. Distribution and seasonal variation of microplastics in Tallo River, Makassar, Eastern Indonesia[J]. Toxics, 2021, 9(6): 129.",330.0,2019.0,Oceanía
119.48,-5.15,1.33,,19.84,2019March,Tallo River,330µm,Net,"Wicaksono E A, Werorilangi S, Galloway T S, et al. Distribution and seasonal variation of microplastics in Tallo River, Makassar, Eastern Indonesia[J]. Toxics, 2021, 9(6): 129.",330.0,2019.0,Oceanía
119.45,-5.1,3.41,,50.88,2019August,Tallo River,330µm,Net,"Wicaksono E A, Werorilangi S, Galloway T S, et al. Distribution and seasonal variation of microplastics in Tallo River, Makassar, Eastern Indonesia[J]. Toxics, 2021, 9(6): 129.",330.0,2019.0,Oceanía
119.44,-5.11,2.67,,39.84,2019August,Tallo River,330µm,Net,"Wicaksono E A, Werorilangi S, Galloway T S, et al. Distribution and seasonal variation of microplastics in Tallo River, Makassar, Eastern Indonesia[J]. Toxics, 2021, 9(6): 129.",330.0,2019.0,Oceanía
119.47,-5.12,2.0,,29.84,2019August,Tallo River,330µm,Net,"Wicaksono E A, Werorilangi S, Galloway T S, et al. Distribution and seasonal variation of microplastics in Tallo River, Makassar, Eastern Indonesia[J]. Toxics, 2021, 9(6): 129.",330.0,2019.0,Oceanía
119.48,-5.13,2.07,,30.89,2019August,Tallo River,330µm,Net,"Wicaksono E A, Werorilangi S, Galloway T S, et al. Distribution and seasonal variation of microplastics in Tallo River, Makassar, Eastern Indonesia[J]. Toxics, 2021, 9(6): 129.",330.0,2019.0,Oceanía
119.47,-5.15,1.48,,22.08,2019August,Tallo River,330µm,Net,"Wicaksono E A, Werorilangi S, Galloway T S, et al. Distribution and seasonal variation of microplastics in Tallo River, Makassar, Eastern Indonesia[J]. Toxics, 2021, 9(6): 129.",330.0,2019.0,Oceanía
119.48,-5.15,1.85,,27.6,2019August,Tallo River,330µm,Net,"Wicaksono E A, Werorilangi S, Galloway T S, et al. Distribution and seasonal variation of microplastics in Tallo River, Makassar, Eastern Indonesia[J]. Toxics, 2021, 9(6): 129.",330.0,2019.0,Oceanía
108.2,22.79,1300.0,,1300.0,2018April,Yongjiang River,50µm,Pump,"Zhang X, Leng Y, Liu X, et al. Microplastics’ pollution and risk assessment in an urban river: a case study in the Yongjiang River, Nanning City, South China[J]. Exposure and Health, 2020, 12(2): 141-151.",50.0,2018.0,Asia
108.29,22.8,3675.0,,3675.0,2018April,Yongjiang River,50µm,Pump,"Zhang X, Leng Y, Liu X, et al. Microplastics’ pollution and risk assessment in an urban river: a case study in the Yongjiang River, Nanning City, South China[J]. Exposure and Health, 2020, 12(2): 141-151.",50.0,2018.0,Asia
108.49,22.78,1300.0,,1300.0,2018April,Yongjiang River,50µm,Pump,"Zhang X, Leng Y, Liu X, et al. Microplastics’ pollution and risk assessment in an urban river: a case study in the Yongjiang River, Nanning City, South China[J]. Exposure and Health, 2020, 12(2): 141-151.",50.0,2018.0,Asia
124.81,45.17,53.3,,53.3,2019July-Sept,Songhua River,50µm,Pump,"Ma M, Liu S, Su M, et al. Spatial distribution and potential sources of microplastics in the Songhua River flowing through urban centers in Northeast China[J]. Environmental Pollution, 2022, 292: 118384.",50.0,2019.0,Asia
126.6,43.88,71.1,,71.1,2019July-Sept,Songhua River,50µm,Pump,"Ma M, Liu S, Su M, et al. Spatial distribution and potential sources of microplastics in the Songhua River flowing through urban centers in Northeast China[J]. Environmental Pollution, 2022, 292: 118384.",50.0,2019.0,Asia
126.63,45.79,102.0,,102.0,2019July-Sept,Songhua River,50µm,Pump,"Ma M, Liu S, Su M, et al. Spatial distribution and potential sources of microplastics in the Songhua River flowing through urban centers in Northeast China[J]. Environmental Pollution, 2022, 292: 118384.",50.0,2019.0,Asia
130.36,46.82,28.9,,28.9,2019July-Sept,Songhua River,50µm,Pump,"Ma M, Liu S, Su M, et al. Spatial distribution and potential sources of microplastics in the Songhua River flowing through urban centers in Northeast China[J]. Environmental Pollution, 2022, 292: 118384.",50.0,2019.0,Asia
132.46,47.68,24.4,,24.4,2019July-Sept,Songhua River,50µm,Pump,"Ma M, Liu S, Su M, et al. Spatial distribution and potential sources of microplastics in the Songhua River flowing through urban centers in Northeast China[J]. Environmental Pollution, 2022, 292: 118384.",50.0,2019.0,Asia
-74.01,40.77,980.0,,1094.02,2016June,Hudson River,100µm,Pump,"Miller R Z, Watts A J R, Winslow B O, et al. Mountains to the sea: River study of plastic and non-plastic microfiber pollution in the northeast USA[J]. Marine pollution bulletin, 2017, 124(1): 245-251.",100.0,2016.0,Norteamérica
100.43,6.65,660.0,,678.05,2022,U-Taphao River,63µm,Pump,"Pradit S, Noppradit P, Sengloyluan K, et al. Occurrence of microplastics in river water in southern Thailand[J]. Journal of Marine Science and Engineering, 2023, 11(1): 90.",63.0,2022.0,Asia
100.44,6.8,230.0,,236.29,2022,U-Taphao River,63µm,Pump,"Pradit S, Noppradit P, Sengloyluan K, et al. Occurrence of microplastics in river water in southern Thailand[J]. Journal of Marine Science and Engineering, 2023, 11(1): 90.",63.0,2022.0,Asia
100.46,6.86,310.0,,318.48,2022,U-Taphao River,63µm,Pump,"Pradit S, Noppradit P, Sengloyluan K, et al. Occurrence of microplastics in river water in southern Thailand[J]. Journal of Marine Science and Engineering, 2023, 11(1): 90.",63.0,2022.0,Asia
100.44,6.93,220.0,,226.02,2022,U-Taphao River,63µm,Pump,"Pradit S, Noppradit P, Sengloyluan K, et al. Occurrence of microplastics in river water in southern Thailand[J]. Journal of Marine Science and Engineering, 2023, 11(1): 90.",63.0,2022.0,Asia
100.48,7.08,320.0,,328.75,2022,U-Taphao River,63µm,Pump,"Pradit S, Noppradit P, Sengloyluan K, et al. Occurrence of microplastics in river water in southern Thailand[J]. Journal of Marine Science and Engineering, 2023, 11(1): 90.",63.0,2022.0,Asia
100.45,7.13,190.0,,195.2,2022,U-Taphao River,63µm,Pump,"Pradit S, Noppradit P, Sengloyluan K, et al. Occurrence of microplastics in river water in southern Thailand[J]. Journal of Marine Science and Engineering, 2023, 11(1): 90.",63.0,2022.0,Asia
100.47,7.15,110.0,,113.01,2022,U-Taphao River,63µm,Pump,"Pradit S, Noppradit P, Sengloyluan K, et al. Occurrence of microplastics in river water in southern Thailand[J]. Journal of Marine Science and Engineering, 2023, 11(1): 90.",63.0,2022.0,Asia
113.97,22.39,53800.0,,53024.45,2019January Febuary,Tuen Mun River,40µm,Pump,"Liu H M, Grist E P M, Xu X Y, et al. Microplastics pollution in the rivers of a metropolitan city and its estimated dependency on surrounding developed land[J]. Science of the Total Environment, 2023, 880: 163268.",40.0,2019.0,Asia
114.2,22.39,24570.0,,24215.81,2019January Febuary,Shing Mun River,40µm,Pump,"Liu H M, Grist E P M, Xu X Y, et al. Microplastics pollution in the rivers of a metropolitan city and its estimated dependency on surrounding developed land[J]. Science of the Total Environment, 2023, 880: 163268.",40.0,2019.0,Asia
114.17,22.45,22580.0,,22254.5,2019January Febuary,Lam Tsuen River,40µm,Pump,"Liu H M, Grist E P M, Xu X Y, et al. Microplastics pollution in the rivers of a metropolitan city and its estimated dependency on surrounding developed land[J]. Science of the Total Environment, 2023, 880: 163268.",40.0,2019.0,Asia
114.0,22.27,15340.0,,15118.87,2019January Febuary,Silver River,40µm,Pump,"Liu H M, Grist E P M, Xu X Y, et al. Microplastics pollution in the rivers of a metropolitan city and its estimated dependency on surrounding developed land[J]. Science of the Total Environment, 2023, 880: 163268.",40.0,2019.0,Asia
118.76,32.05,116450.0,,116450.0,2022 July,Qinhuai River,50µm,Pump,"Li C, Shi Y, Luo D, et al. Interventions of river Network structures on urban aquatic microplastic footprint from a connectivity perspective[J]. Water Research, 2023, 243: 120418.",50.0,2022.0,Asia
118.76,32.05,576310.0,,557588.92,2022 July,Qinhuai River,20-50µm,Pump,"Li C, Shi Y, Luo D, et al. Interventions of river Network structures on urban aquatic microplastic footprint from a connectivity perspective[J]. Water Research, 2023, 243: 120418.",20.0,2022.0,Asia
145.15,-38.06,4000.0,,3870.06,2020December20,Patterson River,20µm,Pump,"Samandra S, Singh J, Plaisted K, et al. Quantifying environmental emissions of microplastics from urban rivers in Melbourne, Australia[J]. Marine Pollution Bulletin, 2023, 189: 114709.",20.0,2020.0,Oceanía
144.67,-37.94,21000.0,,20317.83,2020December20,Werribee River,20µm,Pump,"Samandra S, Singh J, Plaisted K, et al. Quantifying environmental emissions of microplastics from urban rivers in Melbourne, Australia[J]. Marine Pollution Bulletin, 2023, 189: 114709.",20.0,2020.0,Oceanía
144.9,-37.78,7000.0,,6772.61,2020December20,Maribyrnong River,20µm,Pump,"Samandra S, Singh J, Plaisted K, et al. Quantifying environmental emissions of microplastics from urban rivers in Melbourne, Australia[J]. Marine Pollution Bulletin, 2023, 189: 114709.",20.0,2020.0,Oceanía
145.01,-37.82,6000.0,,5805.09,2020December20,Yarra River,20µm,Pump,"Samandra S, Singh J, Plaisted K, et al. Quantifying environmental emissions of microplastics from urban rivers in Melbourne, Australia[J]. Marine Pollution Bulletin, 2023, 189: 114709.",20.0,2020.0,Oceanía
138.52,-34.96,6400.0,,6192.1,2020 2021,streams in Adelaide,20µm,Pump,"Leterme S C, Tuuri E M, Drummond W J, et al. Microplastics in urban freshwater streams in Adelaide, Australia: a source of plastic pollution in the Gulf St Vincent[J]. Science of the Total Environment, 2023, 856: 158672.",20.0,2020.0,Oceanía
-8.77,39.69,22.14,,256.89,2020May, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2020.0,Europa
-8.8,39.74,13.84,,160.58,2020May, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2020.0,Europa
-8.8,39.74,0.0,,0.0,2020May, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2020.0,Europa
-8.81,39.75,0.66,,7.66,2020May, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2020.0,Europa
-8.86,39.86,0.45,,5.22,2020May, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2020.0,Europa
-8.96,39.88,0.05,,0.58,2020May, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2020.0,Europa
-8.97,39.88,0.0,,0.0,2020May, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2020.0,Europa
-8.97,39.88,0.0,,0.0,2020May, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2020.0,Europa
-8.77,39.69,3422.22,,39707.29,2019July, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2019.0,Europa
-8.8,39.74,0.0,,0.0,2019July, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2019.0,Europa
-8.8,39.74,2.58,,29.94,2019July, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2019.0,Europa
-8.81,39.75,10.48,,121.6,2019July, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2019.0,Europa
-8.86,39.86,10.02,,116.26,2019July, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2019.0,Europa
-8.96,39.88,923.08,,10710.3,2019July, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2019.0,Europa
-8.97,39.88,0.0,,0.0,2019July, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2019.0,Europa
-8.97,39.88,0.0,,0.0,2019July, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2019.0,Europa
-8.77,39.69,8.1,,93.98,2019November, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2019.0,Europa
-8.8,39.74,3.6,,41.77,2019November, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2019.0,Europa
-8.8,39.74,3.49,,40.49,2019November, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2019.0,Europa
-8.81,39.75,1.32,,15.32,2019November, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2019.0,Europa
-8.86,39.86,5.66,,65.67,2019November, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2019.0,Europa
-8.96,39.88,6.42,,74.49,2019November, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2019.0,Europa
-8.97,39.88,0.0,,0.0,2019November, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2019.0,Europa
-8.97,39.88,0.0,,0.0,2019November, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2019.0,Europa
-8.77,39.69,17.05,,197.83,2020February, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2020.0,Europa
-8.8,39.74,6.79,,78.78,2020February, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2020.0,Europa
-8.8,39.74,5.33,,61.84,2020February, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2020.0,Europa
