species,taxonomic_class,country,iucn_red_list,adult_body_mass_g,gen_length_y,price_cpi_eur
Anser erythropus,Aves,Ukraine,VU,177925.0,,1164.50143149568
Anser erythropus,Aves,Latvia,VU,177925.0,,6856.163405227825
Anser fabalis,Aves,Spain,LC,2933.0,,190.88976619314
Anser fabalis,Aves,Spain,LC,2933.0,,72.5513014499283
Anser fabalis,Aves,Spain,LC,2933.0,,300.0
Anser fabalis,Aves,Spain,LC,2933.0,,376.281079629809
Anser fabalis,Aves,North Macedonia,LC,2933.0,,22.9888702565289
Anser fabalis,Aves,Hungary,LC,2933.0,,214.304611685506
Anser fabalis,Aves,Estonia,LC,2933.0,,18.1431988642609
Anser fabalis,Aves,Finland,LC,2933.0,,953.454352513209
Anser fabalis,Aves,Slovak Republic,LC,2933.0,,2192.49080129097
Anser fabalis,Aves,Latvia,LC,2933.0,,117.339737798139
Anser indicus,Aves,Hungary,LC,241375.0,,41.1128005114908
Anser rossii,Aves,Hungary,LC,15975.0,,82.2256010229816
Anser serrirostris,Aves,Slovak Republic,NE,2933.0,,2192.49080129097
Anser serrirostris rossicus,Aves,Romania,,2933.0,,439.671595943977
Anthropoides virgo,Aves,Spain,LC,2400.0,,1088.26952174892
Anthropoides virgo,Aves,Hungary,LC,2400.0,,205.564002557454
Anthropoides virgo,Aves,Romania,LC,2400.0,,579.079662950604
Anthropoides virgo,Aves,Armenia,LC,2400.0,,190.171121086294
Anthropoides virgo,Aves,Russian Federation,LC,2400.0,,1337.43401602475
Anthropoides virgo,Aves,Ukraine,LC,2400.0,,720.826386095827
Anthus berthelotii,Aves,Hungary,LC,162.0,,82.2256010229816
Anthus campestris,Aves,Spain,LC,2295.0,,104.315232981613
Anthus campestris,Aves,Spain,LC,2295.0,,150.0
Anthus campestris,Aves,Spain,LC,2295.0,,38.5550475372294
Anthus campestris,Aves,Spain,LC,2295.0,,95.44488309657
Anthus campestris,Aves,Hungary,LC,2295.0,,205.564002557454
Anthus campestris,Aves,Spain,LC,2295.0,,79.7518178687677
Anthus campestris,Aves,Finland,LC,2295.0,,142.495588266912
Anthus campestris,Aves,Croatia,LC,2295.0,,563.452252798853
Anthus campestris,Aves,Estonia,LC,2295.0,,9.07159943213044
Anthus campestris,Aves,Slovak Republic,LC,2295.0,,2192.49080129097
Anthus campestris,Aves,Latvia,LC,2295.0,,857.0204256534781
Anthus cervinus,Aves,Hungary,LC,2081666667.0,,41.1128005114908
Anthus cervinus,Aves,Finland,LC,2081666667.0,,354.655686353204
Anthus cervinus,Aves,Spain,LC,2081666667.0,,79.7518178687677
Anthus cervinus,Aves,Spain,LC,2081666667.0,,104.315232981613
Anthus cervinus,Aves,Slovak Republic,LC,2081666667.0,,2192.49080129097
Anthus godlewskii,Aves,Hungary,LC,25.0,,82.2256010229816
Anthus gustavi,Aves,Hungary,LC,198.0,,82.2256010229816
Anthus hodgsoni,Aves,Hungary,LC,22325.0,,82.2256010229816
Anthus petrosus,Aves,Finland,LC,224.0,,265.991764764903
Anthus petrosus,Aves,Hungary,LC,224.0,,82.2256010229816
Anthus pratensis,Aves,Spain,LC,1865.0,,38.5550475372294
Anthus pratensis,Aves,Croatia,LC,1865.0,,250.423223466157
Anthus pratensis,Aves,Spain,LC,1865.0,,95.44488309657
Anthus pratensis,Aves,Finland,LC,1865.0,,35.8877777857409
Anthus pratensis,Aves,Spain,LC,1865.0,,150.0
Anthus pratensis,Aves,Hungary,LC,1865.0,,41.1128005114908
Anthus pratensis,Aves,Spain,LC,1865.0,,104.315232981613
Anthus pratensis,Aves,Spain,LC,1865.0,,79.7518178687677
Anthus pratensis,Aves,Estonia,LC,1865.0,,1.81431988642609
Anthus pratensis,Aves,Slovak Republic,LC,1865.0,,1096.24540064548
Anthus richardi,Aves,Hungary,LC,2750416667.0,,41.1128005114908
Anthus rubescens,Aves,Hungary,LC,2118333333.0,,82.2256010229816
Anthus spinoletta,Aves,Hungary,LC,2151666667.0,,41.1128005114908
Anthus spinoletta,Aves,Spain,LC,2151666667.0,,79.7518178687677
Anthus spinoletta,Aves,Croatia,LC,2151666667.0,,375.634835199236
Anthus spinoletta,Aves,Spain,LC,2151666667.0,,38.5550475372294
Anthus spinoletta,Aves,Spain,LC,2151666667.0,,150.0
Anthus spinoletta,Aves,Spain,LC,2151666667.0,,104.315232981613
Anthus spinoletta,Aves,Slovak Republic,LC,2151666667.0,,1096.24540064548
Anthus spinoletta spinoletta,Aves,Spain,,2151666667.0,,95.44488309657
Anthus trivialis,Aves,Croatia,LC,234.0,,125.211611733079
Anthus trivialis,Aves,Spain,LC,234.0,,104.315232981613
Anthus trivialis,Aves,Finland,LC,234.0,,17.9438888928705
Anthus trivialis,Aves,Hungary,LC,234.0,,41.1128005114908
Anthus trivialis,Aves,Spain,LC,234.0,,95.44488309657
Anthus trivialis,Aves,Spain,LC,234.0,,79.7518178687677
Anthus trivialis,Aves,Spain,LC,234.0,,150.0
Anthus trivialis,Aves,Spain,LC,234.0,,38.5550475372294
Anthus trivialis,Aves,Estonia,LC,234.0,,1.81431988642609
Anthus trivialis,Aves,Serbia,LC,234.0,,154.069935005834
Anthus trivialis,Aves,Slovak Republic,LC,234.0,,548.122700322742
Antigone vipio,Aves,Russian Federation,VU,50315.0,,2674.86803204951
Apodemus agrarius,Mammalia,Finland,LC,212.0,1.380992334017796,70.7200326954306
Apodemus epimelas,Mammalia,Serbia,LC,423.0,1.517297501711157,287.597212010891
Apodemus flavicollis,Mammalia,Croatia,LC,29375.0,1.404946475017112,156.514514666348
Apodemus flavicollis,Mammalia,Spain,LC,29375.0,1.404946475017112,25.0
Apodemus sylvaticus,Mammalia,Spain,LC,234.0,1.715667351129364,25.0
Apodemus uralensis,Mammalia,Serbia,LC,2339.0,1.517297501711157,102.713290003889
Apus affinis,Aves,Hungary,LC,244.0,,82.2256010229816
Apus apus,Aves,Croatia,LC,39.0,,125.211611733079
Apus apus,Aves,Finland,LC,39.0,,70.7200326954306
Apus apus,Aves,Spain,LC,39.0,,45.5875102950597
Apus apus,Aves,Spain,LC,39.0,,104.315232981613
Apus apus,Aves,Hungary,LC,39.0,,41.1128005114908
Apus apus,Aves,Spain,LC,39.0,,286.33464928971
Apus apus,Aves,Spain,LC,39.0,,20.8862767772528
Apus apus,Aves,Spain,LC,39.0,,38.5550475372294
Apus apus,Aves,Spain,LC,39.0,,108.826952174892
Apus apus,Aves,Spain,LC,39.0,,79.7518178687677
Apus apus,Aves,Spain,LC,39.0,,450.0
Apus apus,Aves,Serbia,LC,39.0,,205.426580007779
Apus apus,Aves,Slovak Republic,LC,39.0,,548.122700322742
Apus apus,Aves,Estonia,LC,39.0,,1.81431988642609
Apus caffer,Aves,Hungary,LC,221.0,,82.2256010229816
Apus caffer,Aves,Spain,LC,221.0,,79.7518178687677
Apus pacificus,Aves,Hungary,LC,44425.0,,82.2256010229816
Apus pallidus,Aves,Spain,LC,419.0,,79.7518178687677
Apus pallidus,Aves,Hungary,LC,419.0,,41.1128005114908
Apus pallidus,Aves,Spain,LC,419.0,,104.315232981613
Apus pallidus,Aves,Croatia,LC,419.0,,563.452252798853
Apus pallidus,Aves,Serbia,LC,419.0,,256.783225009724
Apus unicolor,Aves,Hungary,LC,2335.0,,82.2256010229816
Aquila adalberti,Aves,Spain,VU,3262.0,,5267.93511481733
Aquila adalberti,Aves,Spain,VU,3262.0,,3181.496103219
Aquila adalberti,Aves,Spain,VU,3262.0,,1364.45656708818
Aquila adalberti,Aves,Spain,VU,3262.0,,62589.1397889678
Aquila adalberti,Aves,Hungary,VU,3262.0,,82.2256010229816
Aquila adalberti,Aves,Spain,VU,3262.0,,4785.10907212606
Aquila adalberti,Aves,Spain,VU,3262.0,,31783.3345552555
Aquila chrysaetos,Aves,Spain,LC,4383.0,,6512.50147072281
Aquila chrysaetos,Aves,Spain,LC,4383.0,,3762.81079629809
Aquila chrysaetos,Aves,Spain,LC,4383.0,,2545.1968825752
Aquila chrysaetos,Aves,Spain,LC,4383.0,,2392.55453606303
Aquila chrysaetos,Aves,Spain,LC,4383.0,,4000.0
Aquila chrysaetos,Aves,Spain,LC,4383.0,,2902.05205799713
Aquila chrysaetos,Aves,Finland,LC,4383.0,,5147.78506650172
Aquila chrysaetos,Aves,Romania,LC,4383.0,,2895.39831475302
Aquila chrysaetos,Aves,Hungary,LC,4383.0,,2055.64002557454
Aquila chrysaetos,Aves,Spain,LC,4383.0,,18776.7419366903
Aquila chrysaetos,Aves,Spain,LC,4383.0,,818.673940252907
Aquila chrysaetos,Aves,Spain,LC,4383.0,,1571.25370824582
Aquila chrysaetos,Aves,Spain,LC,4383.0,,2257.68647777886
Aquila chrysaetos,Aves,Spain,LC,4383.0,,2086.30465963226
Aquila chrysaetos,Aves,Croatia,LC,4383.0,,6260.58058665393
Aquila chrysaetos,Aves,Spain,LC,4383.0,,6962.09225908427
Aquila chrysaetos,Aves,Spain,LC,4383.0,,1542.20190148918
Aquila chrysaetos,Aves,Serbia,LC,4383.0,,5135.66450019447
Aquila chrysaetos,Aves,Estonia,LC,4383.0,,544.295965927827
Aquila chrysaetos,Aves,Armenia,LC,4383.0,,380.342242172589
Aquila chrysaetos,Aves,North Macedonia,LC,4383.0,,459.777405130578
Aquila chrysaetos,Aves,Slovak Republic,LC,4383.0,,10962.4540064548
Aquila chrysaetos,Aves,Russian Federation,LC,4383.0,,8024.60409614852
Aquila chrysaetos,Aves,Ukraine,LC,4383.0,,11645.0143149568
Aquila chrysaetos,Aves,Switzerland,LC,4383.0,,674.432207513489
Aquila chrysaetos,Aves,Switzerland,LC,4383.0,,896.102764647217
Aquila chrysaetos,Aves,Latvia,LC,4383.0,,6856.163405227825
Aquila chrysaetos,Aves,Switzerland,LC,4383.0,,6718.16691135665
Aquila chrysaetus,Aves,Moldova,NE,4383.0,,891.405483247923
Aquila clanga,Aves,Hungary,VU,193465.0,,2055.64002557454
Aquila clanga,Aves,Finland,VU,193465.0,,7101.5579100725
Aquila clanga,Aves,Romania,VU,193465.0,,1447.69915737651
Aquila clanga,Aves,Croatia,VU,193465.0,,6260.58058665393
Aquila clanga,Aves,Armenia,VU,193465.0,,190.171121086294
Aquila clanga,Aves,Moldova,VU,193465.0,,891.405483247923
Aquila clanga,Aves,Estonia,VU,193465.0,,544.295965927827
Aquila clanga,Aves,Serbia,VU,193465.0,,5135.66450019447
Aquila clanga,Aves,Russian Federation,VU,193465.0,,668.717008012376
Aquila clanga,Aves,Latvia,VU,193465.0,,7350.993659303394
Aquila fasciata,Aves,Spain,LC,2000.0,,13924.1845181685
Aquila fasciata,Aves,Spain,LC,2000.0,,545.782626835271
Aquila fasciata,Aves,Spain,LC,2000.0,,13025.0029414456
Aquila fasciata,Aves,Spain,LC,2000.0,,4000.0
Aquila fasciata,Aves,Spain,LC,2000.0,,2392.55453606303
Aquila fasciata,Aves,Spain,LC,2000.0,,1542.20190148918
Aquila fasciata,Aves,Hungary,LC,2000.0,,411.128005114908
Aquila fasciata,Aves,Spain,LC,2000.0,,2257.68647777886
Aquila fasciata,Aves,Croatia,LC,2000.0,,6260.58058665393
Aquila fasciata,Aves,Spain,LC,2000.0,,6258.91397889678
Aquila fasciata,Aves,Spain,LC,2000.0,,3762.81079629809
Aquila fasciata,Aves,Spain,LC,2000.0,,2545.1968825752
Aquila fasciata,Aves,Romania,LC,2000.0,,579.079662950604
Aquila fasciata,Aves,Spain,LC,2000.0,,62589.1397889678
Aquila heliaca,Aves,Croatia,VU,3262.0,,9390.87087998089
Aquila heliaca,Aves,Spain,VU,3262.0,,4785.10907212606
Aquila heliaca,Aves,Romania,VU,3262.0,,2895.39831475302
Aquila heliaca,Aves,Hungary,VU,3262.0,,4111.28005114908
Aquila heliaca,Aves,Spain,VU,3262.0,,4715.83459424534
Aquila heliaca,Aves,Spain,VU,3262.0,,3084.40380297835
Aquila heliaca,Aves,Serbia,VU,3262.0,,5135.66450019447
Aquila heliaca,Aves,Armenia,VU,3262.0,,760.684484345178
Aquila heliaca,Aves,Moldova,VU,3262.0,,891.405483247923
Aquila heliaca,Aves,Slovak Republic,VU,3262.0,,43849.8160258193
Aquila heliaca,Aves,North Macedonia,VU,3262.0,,1149.44351282644
Aquila heliaca,Aves,Russian Federation,VU,3262.0,,2674.86803204951
Aquila heliaca,Aves,Ukraine,VU,3262.0,,13042.4160327516
Aquila nipalensis,Aves,Hungary,EN,25345.0,,205.564002557454
Aquila nipalensis,Aves,Slovak Republic,EN,25345.0,,4384.98160258193
Aquila nipalensis,Aves,Armenia,EN,25345.0,,133.119784760406
Aquila nipalensis,Aves,Ukraine,EN,25345.0,,13974.0171779482
Aquila pomarina,Aves,Romania,LC,1431666667.0,,1447.69915737651
Aquila pomarina,Aves,Croatia,LC,1431666667.0,,6260.58058665393
Aquila pomarina,Aves,Hungary,LC,1431666667.0,,4111.28005114908
Aquila pomarina,Aves,Armenia,LC,1431666667.0,,133.119784760406
Aquila pomarina,Aves,Moldova,LC,1431666667.0,,891.405483247923
Aquila pomarina,Aves,Serbia,LC,1431666667.0,,4108.53160015558
Aquila pomarina,Aves,Estonia,LC,1431666667.0,,544.295965927827
Aquila pomarina,Aves,Russian Federation,LC,1431666667.0,,668.717008012376
Aquila pomarina,Aves,Latvia,LC,1431666667.0,,7350.993659303394
Aquila rapax,Aves,Hungary,VU,2347.0,,82.2256010229816
Aquila rapax,Aves,Romania,VU,2347.0,,1447.69915737651
Aquila rapax,Aves,Moldova,VU,2347.0,,891.405483247923
Aquila rapax,Aves,Russian Federation,VU,2347.0,,1337.43401602475
Ardea alba,Aves,Slovak Republic,LC,8735.0,,4384.98160258193
Ardea alba,Aves,Serbia,LC,8735.0,,2145.56253916588
Ardea alba,Aves,Spain,LC,8735.0,,2392.55453606303
Ardea alba,Aves,Spain,LC,8735.0,,771.100950744589
Ardea alba,Aves,Romania,LC,8735.0,,289.539831475302
Ardea alba,Aves,Croatia,LC,8735.0,,2253.80901119541
Ardea alba,Aves,Spain,LC,8735.0,,752.562159259618
Ardea alba,Aves,Spain,LC,8735.0,,104.315232981613
Ardea alba,Aves,Spain,LC,8735.0,,225.768647777885
Ardea alba,Aves,Hungary,LC,8735.0,,411.128005114908
Ardea cinerea,Aves,Spain,LC,1443.0,,954.4488309657
Ardea cinerea,Aves,Spain,LC,1443.0,,1043.15232981613
Ardea cinerea,Aves,Romania,LC,1443.0,,144.769915737651
Ardea cinerea,Aves,Hungary,LC,1443.0,,41.1128005114908
Ardea cinerea,Aves,Spain,LC,1443.0,,2392.55453606303
Ardea cinerea,Aves,Finland,LC,1443.0,,887.694738759062
Ardea cinerea,Aves,Spain,LC,1443.0,,312.945698944839
Ardea cinerea,Aves,Spain,LC,1443.0,,771.100950744589
Ardea cinerea,Aves,Spain,LC,1443.0,,225.768647777885
Ardea cinerea,Aves,Spain,LC,1443.0,,752.562159259618
Ardea cinerea,Aves,Croatia,LC,1443.0,,375.634835199236
Ardea cinerea,Aves,Spain,LC,1443.0,,145.102602899857
Ardea cinerea,Aves,Spain,LC,1443.0,,1500.0
Ardea cinerea,Aves,Estonia,LC,1443.0,,9.07159943213044
Ardea cinerea,Aves,Slovak Republic,LC,1443.0,,1096.24540064548
Ardea cinerea,Aves,Serbia,LC,1443.0,,178.796878263824
Ardea cinerea,Aves,Switzerland,LC,1443.0,,188.70581198666
Ardea cinerea,Aves,Switzerland,LC,1443.0,,134.886441502698
Ardea herodias,Aves,Hungary,LC,2388666667.0,,82.2256010229816
Ardea melanocephala,Aves,Hungary,LC,107145.0,,82.2256010229816
Ardea purpurea,Aves,Romania,LC,903875.0,,144.769915737651
Ardea purpurea,Aves,Spain,LC,903875.0,,376.281079629809
Ardea purpurea,Aves,Spain,LC,903875.0,,290.205205799713
Ardea purpurea,Aves,Spain,LC,903875.0,,3000.0
Ardea purpurea,Aves,Spain,LC,903875.0,,2086.30465963226
Ardea purpurea,Aves,Hungary,LC,903875.0,,1027.82001278727
Ardea purpurea,Aves,Spain,LC,903875.0,,954.4488309657
Ardea purpurea,Aves,Spain,LC,903875.0,,1505.12431851924
Ardea purpurea,Aves,Spain,LC,903875.0,,3129.45698944839
Ardea purpurea,Aves,Croatia,LC,903875.0,,3380.71351679312
Ardea purpurea,Aves,Spain,LC,903875.0,,771.100950744589
Ardea purpurea,Aves,Spain,LC,903875.0,,2392.55453606303
Ardea purpurea,Aves,Slovak Republic,LC,903875.0,,5481.22700322742
Ardea purpurea,Aves,Moldova,LC,903875.0,,713.124386598338
Ardea purpurea,Aves,Moldova,LC,903875.0,,534.843289948754
Ardea purpurea,Aves,North Macedonia,LC,903875.0,,114.944351282644
Ardeola bacchus,Aves,Hungary,LC,306.0,,41.1128005114908
Ardeola ralloides,Aves,Spain,LC,290.0,,12517.8279577936
Ardeola ralloides,Aves,Spain,LC,290.0,,290.205205799713
Ardeola ralloides,Aves,Hungary,LC,290.0,,1027.82001278727
Ardeola ralloides,Aves,Spain,LC,290.0,,797.518178687677
Ardeola ralloides,Aves,Spain,LC,290.0,,312.945698944839
Ardeola ralloides,Aves,Romania,LC,290.0,,75.0658822343375
Ardeola ralloides,Aves,Croatia,LC,290.0,,3380.71351679312
Ardeola ralloides,Aves,Spain,LC,290.0,,376.281079629809
Ardeola ralloides,Aves,Spain,LC,290.0,,5000.0
Ardeola ralloides,Aves,Spain,LC,290.0,,1505.12431851924
Ardeola ralloides,Aves,Spain,LC,290.0,,3181.496103219
Ardeola ralloides,Aves,North Macedonia,LC,290.0,,114.944351282644
Ardeola ralloides,Aves,Moldova,LC,290.0,,802.26493492313
Ardeola ralloides,Aves,Slovak Republic,LC,290.0,,4384.98160258193
Ardeola ralloides,Aves,Ukraine,LC,290.0,,1404.73807681324
Ardeola ralloides,Aves,Spain,LC,290.0,,5297.22242587591
Arenaria interpres,Aves,Spain,LC,135.0,,312.945698944839
Arenaria interpres,Aves,Croatia,LC,135.0,,751.269670398471
Arenaria interpres,Aves,Spain,LC,135.0,,450.0
Arenaria interpres,Aves,Spain,LC,135.0,,231.330285223377
Arenaria interpres,Aves,Spain,LC,135.0,,225.768647777885
Arenaria interpres,Aves,Spain,LC,135.0,,358.883180409454
Arenaria interpres,Aves,Finland,LC,135.0,,354.655686353204
Arenaria interpres,Aves,Hungary,LC,135.0,,41.1128005114908
Arenaria interpres,Aves,Spain,LC,135.0,,225.768647777885
Arenaria interpres,Aves,Spain,LC,135.0,,286.33464928971
Arenaria interpres,Aves,Spain,LC,135.0,,145.102602899857
Arenaria interpres,Aves,Slovak Republic,LC,135.0,,1096.24540064548
Arenaria interpres,Aves,Estonia,LC,135.0,,9.07159943213044
Arenaria interpres,Aves,Russian Federation,LC,135.0,,5.04302236315411
Arvicola amphibius,Mammalia,Spain,LC,10875.0,1.796269678302532,63.62992206438
Arvicola amphibius,Mammalia,Spain,LC,10875.0,1.796269678302532,100.0
Arvicola amphibius,Mammalia,Serbia,LC,10875.0,1.796269678302532,112.984619004278
Arvicola amphibius,Mammalia,Russian Federation,LC,10875.0,1.796269678302532,2.52151118157706
Arvicola sapidus,Mammalia,Spain,VU,120.0,1.796269678302532,100.0
Arvicola sapidus,Mammalia,Spain,VU,120.0,1.796269678302532,37.6281079629809
Arvicola sapidus,Mammalia,Spain,VU,120.0,1.796269678302532,104.315232981613
Arvicola sapidus,Mammalia,Spain,VU,120.0,1.796269678302532,63.62992206438
Asio capensis,Aves,Hungary,LC,3283333333.0,,82.2256010229816
Asio flammeus,Aves,Croatia,LC,34375.0,,6260.58058665393
Asio flammeus,Aves,Spain,LC,34375.0,,312.945698944839
Asio flammeus,Aves,Spain,LC,34375.0,,752.562159259618
Asio flammeus,Aves,Spain,LC,34375.0,,1505.12431851924
Asio flammeus,Aves,Spain,LC,34375.0,,906.891268124104
Asio flammeus,Aves,Spain,LC,34375.0,,358.883180409454
Asio flammeus,Aves,Spain,LC,34375.0,,771.100950744589
Asio flammeus,Aves,Finland,LC,34375.0,,710.36689558246
Asio flammeus,Aves,Spain,LC,34375.0,,572.66929857942
Asio flammeus,Aves,Spain,LC,34375.0,,6258.91397889678
Asio flammeus,Aves,Hungary,LC,34375.0,,1027.82001278727
Asio flammeus,Aves,Spain,LC,34375.0,,2000.0
Asio flammeus,Aves,Estonia,LC,34375.0,,36.2863977285218
Asio flammeus,Aves,Moldova,LC,34375.0,,802.26493492313
Asio flammeus,Aves,North Macedonia,LC,34375.0,,229.888702565289
Asio flammeus,Aves,Slovak Republic,LC,34375.0,,10962.4540064548
Asio flammeus,Aves,Ukraine,LC,34375.0,,1222.72650307047
Asio flammeus,Aves,Latvia,LC,34375.0,,1837.7484148258488
Asio otus,Aves,Finland,LC,26275.0,,710.36689558246
Asio otus,Aves,Spain,LC,26275.0,,906.891268124104
Asio otus,Aves,Spain,LC,26275.0,,900.0
Asio otus,Aves,Spain,LC,26275.0,,572.66929857942
Asio otus,Aves,Spain,LC,26275.0,,771.100950744589
Asio otus,Aves,Spain,LC,26275.0,,358.883180409454
Asio otus,Aves,Hungary,LC,26275.0,,205.564002557454
Asio otus,Aves,Croatia,LC,26275.0,,375.634835199236
Asio otus,Aves,Spain,LC,26275.0,,1505.12431851924
Asio otus,Aves,Spain,LC,26275.0,,312.945698944839
Asio otus,Aves,Spain,LC,26275.0,,1505.12431851924
Asio otus,Aves,North Macedonia,LC,26275.0,,229.888702565289
Asio otus,Aves,Estonia,LC,26275.0,,36.2863977285218
Asio otus,Aves,Moldova,LC,26275.0,,267.421644974377
Asio otus,Aves,Slovak Republic,LC,26275.0,,1096.24540064548
Asio otus,Aves,Kosovo,LC,26275.0,,2849.76936177034
Atelerix algirus,Mammalia,Spain,LC,82449.0,3.655463518138261,7.52562159259618
Atelerix algirus,Mammalia,Spain,LC,82449.0,3.655463518138261,101.5718220299
Atelerix algirus,Mammalia,Hungary,LC,82449.0,3.655463518138261,82.2256010229816
Atelerix algirus,Mammalia,Spain,LC,82449.0,3.655463518138261,104.315232981613
Atelerix algirus,Mammalia,Spain,LC,82449.0,3.655463518138261,112.884323888943
Atelerix algirus,Mammalia,Spain,LC,82449.0,3.655463518138261,231.330285223377
Atelerix algirus,Mammalia,Spain,LC,82449.0,3.655463518138261,358.883180409454
Athene noctua,Aves,Croatia,LC,169.0,,563.452252798853
Athene noctua,Aves,Spain,LC,169.0,,312.945698944839
Athene noctua,Aves,Spain,LC,169.0,,462.660570446753
Athene noctua,Aves,Hungary,LC,169.0,,411.128005114908
Athene noctua,Aves,Spain,LC,169.0,,602.049727407695
Athene noctua,Aves,Spain,LC,169.0,,572.66929857942
Athene noctua,Aves,Spain,LC,169.0,,900.0
Athene noctua,Aves,Romania,LC,169.0,,289.539831475302
Athene noctua,Aves,Spain,LC,169.0,,580.410411599426
Athene noctua,Aves,Spain,LC,169.0,,358.883180409454
Athene noctua,Aves,North Macedonia,LC,169.0,,229.888702565289
Athene noctua,Aves,Slovak Republic,LC,169.0,,5481.22700322742
Athene noctua,Aves,Moldova,LC,169.0,,89.1405483247923
Athene noctua,Aves,Latvia,LC,169.0,,1837.7484148258488
Axis axis,Mammalia,Croatia,LC,45500.0,9.99315537303217,767.244386394195
Axis axis,Mammalia,Croatia,LC,45500.0,9.99315537303217,137.140300949687
Aythya affinis,Aves,Hungary,LC,7885.0,,82.2256010229816
Aythya americana,Aves,Hungary,LC,105625.0,,82.2256010229816
Aythya baeri,Aves,Russian Federation,CR,69625.0,,668.717008012376
Aythya collaris,Aves,Hungary,LC,730.0,,82.2256010229816
Aythya collaris,Aves,Slovak Republic,LC,730.0,,548.122700322742
Aythya ferina,Aves,Romania,VU,8535.0,,88.4705040618978
Aythya ferina,Aves,Spain,VU,8535.0,,63.62992206438
Aythya ferina,Aves,Spain,VU,8535.0,,97.6875220608422
Aythya ferina,Aves,Spain,VU,8535.0,,150.512431851924
Aythya ferina,Aves,Spain,VU,8535.0,,104.431383886264
Aythya ferina,Aves,Spain,VU,8535.0,,40.4451100027308
Aythya ferina,Aves,Montenegro,VU,8535.0,,163.986004876911
Aythya ferina,Aves,Spain,VU,8535.0,,75.2562159259618
Aythya ferina,Aves,Spain,VU,8535.0,,100.0
Aythya ferina,Aves,Spain,VU,8535.0,,72.5513014499283
Aythya ferina,Aves,Finland,VU,8535.0,,105.939372501468
Aythya ferina,Aves,North Macedonia,VU,8535.0,,57.4721756413222
Aythya ferina,Aves,Slovak Republic,VU,8535.0,,1096.24540064548
Aythya ferina,Aves,Spain,VU,8535.0,,29.4832835419983
Aythya ferina,Aves,Spain,VU,8535.0,,105.603778883137
Aythya fuligula,Aves,Spain,LC,7015.0,,150.0
Aythya fuligula,Aves,Romania,LC,7015.0,,88.4705040618978
Aythya fuligula,Aves,Spain,LC,7015.0,,97.6875220608422
Aythya fuligula,Aves,Spain,LC,7015.0,,104.431383886264
Aythya fuligula,Aves,Spain,LC,7015.0,,95.44488309657
Aythya fuligula,Aves,Hungary,LC,7015.0,,205.564002557454
Aythya fuligula,Aves,Spain,LC,7015.0,,150.512431851924
Aythya fuligula,Aves,Montenegro,LC,7015.0,,163.986004876911
Aythya fuligula,Aves,Spain,LC,7015.0,,72.5513014499283
Aythya fuligula,Aves,Slovak Republic,LC,7015.0,,548.122700322742
