species,taxonomic_class,country,iucn_red_list,adult_body_mass_g,gen_length_y,price_cpi_eur
Carpodacus erythrinus,Aves,Hungary,LC,2425.0,,41.1128005114908
Carpodacus erythrinus,Aves,Serbia,LC,2425.0,,359.496515013613
Carpodacus erythrinus,Aves,Estonia,LC,2425.0,,1.81431988642609
Carpodacus erythrinus,Aves,Slovak Republic,LC,2425.0,,1096.24540064548
Carpodacus roseus,Aves,Hungary,LC,28.0,,41.1128005114908
Carpodacus rubicilla,Aves,Spain,LC,431.0,,36.2756507249641
Carpospiza brachydactyla,Aves,Hungary,LC,223.0,,82.2256010229816
Carpospiza brachydactyla,Aves,Spain,LC,25.0,,36.2756507249641
Casmerodius albus,Aves,Moldova,LC,8735.0,,802.26493492313
Casmerodius albus,Aves,Serbia,LC,8735.0,,2054.26580007779
Castor canadensis,Mammalia,Finland,LC,19928335.0,7.276111567419576,211.878745002935
Castor canadensis,Mammalia,Latvia,LC,19928335.0,7.276111567419576,117.339737798139
Castor fiber,Mammalia,Hungary,LC,19000.0,9.018822724161533,205.564002557454
Castor fiber,Mammalia,Romania,LC,19000.0,9.018822724161533,6434.21847722893
Castor fiber,Mammalia,Ukraine,LC,19000.0,9.018822724161533,351.86123346511
Castor fiber,Mammalia,Finland,LC,19000.0,9.018822724161533,1165.33309751614
Castor fiber,Mammalia,Serbia,LC,19000.0,9.018822724161533,1232.55948004667
Castor fiber,Mammalia,Belarus,LC,19000.0,9.018822724161533,937.251212274734
Castor fiber,Mammalia,Estonia,LC,19000.0,9.018822724161533,90.7159943213044
Castor fiber,Mammalia,Slovak Republic,LC,19000.0,9.018822724161533,2192.49080129097
Castor fiber,Mammalia,Croatia,LC,19000.0,9.018822724161533,148.259784810472
Castor fiber,Mammalia,Russian Federation,LC,19000.0,9.018822724161533,1337.43401602475
Castor fiber,Mammalia,Russian Federation,LC,19000.0,9.018822724161533,1337.43401602475
Castor fiber,Mammalia,Bosnia and Herzegovina,LC,19000.0,9.018822724161533,1762.69979707139
Castor fiber,Mammalia,Lithuania,LC,19000.0,9.018822724161533,349.708516316286
Castor fiber,Mammalia,Switzerland,LC,19000.0,9.018822724161533,448.051382323608
Castor fiber,Mammalia,Switzerland,LC,19000.0,9.018822724161533,671.816691135665
Castor fiber,Mammalia,Latvia,LC,19000.0,9.018822724161533,117.339737798139
Castor fiber,Mammalia,Switzerland,LC,19000.0,9.018822724161533,1381.77105995825
Castor fiber,Mammalia,Switzerland,LC,19000.0,9.018822724161533,1887.0581198666
Catharus fuscescens,Aves,Hungary,LC,31925.0,,82.2256010229816
Catharus guttatus,Aves,Hungary,LC,3055.0,,82.2256010229816
Catharus minimus,Aves,Hungary,LC,316.0,,82.2256010229816
Catharus ustulatus,Aves,Hungary,LC,3006666667.0,,82.2256010229816
Cecropis daurica,Aves,Slovak Republic,LC,22225.0,,548.122700322742
Cecropis daurica,Aves,Croatia,NE,22225.0,,563.452252798853
Cecropis daurica,Aves,Spain,NE,22225.0,,104.315232981613
Cecropis daurica,Aves,Spain,NE,22225.0,,79.7518178687677
Cecropis daurica,Aves,Hungary,NE,22225.0,,41.1128005114908
Cecropis daurica,Aves,Spain,NE,22225.0,,38.5550475372294
Cepphus grylle,Aves,Finland,LC,3905.0,,106.607810481172
Cepphus grylle,Aves,Hungary,LC,3905.0,,82.2256010229816
Cepphus grylle,Aves,Estonia,LC,3905.0,,9.07159943213044
Certhia brachydactyla,Aves,Spain,LC,8325.0,,79.7518178687677
Certhia brachydactyla,Aves,Spain,LC,8325.0,,104.315232981613
Certhia brachydactyla,Aves,Spain,LC,8325.0,,38.5550475372294
Certhia brachydactyla,Aves,Croatia,LC,8325.0,,125.211611733079
Certhia brachydactyla,Aves,Hungary,LC,8325.0,,41.1128005114908
Certhia brachydactyla,Aves,Spain,LC,8325.0,,150.0
Certhia brachydactyla,Aves,Spain,LC,8325.0,,95.44488309657
Certhia brachydactyla,Aves,Slovak Republic,LC,8325.0,,2192.49080129097
Certhia familiaris,Aves,Finland,LC,91.0,,35.8877777857409
Certhia familiaris,Aves,Spain,LC,91.0,,2000.0
Certhia familiaris,Aves,Spain,LC,91.0,,95.44488309657
Certhia familiaris,Aves,Spain,LC,91.0,,104.315232981613
Certhia familiaris,Aves,Croatia,LC,91.0,,125.211611733079
Certhia familiaris,Aves,Spain,LC,91.0,,38.5550475372294
Certhia familiaris,Aves,Spain,LC,91.0,,79.7518178687677
Certhia familiaris,Aves,Hungary,LC,91.0,,41.1128005114908
Certhia familiaris,Aves,Slovak Republic,LC,91.0,,548.122700322742
Certhia familiaris,Aves,Estonia,LC,91.0,,1.81431988642609
Cervus dama,Mammalia,Moldova,NE,63612305.0,8.996837782340862,1247.96767654709
Cervus dama,Mammalia,Lithuania,NE,63612305.0,8.996837782340862,6113.86957835714
Cervus dama,Mammalia,Lithuania,NE,63612305.0,8.996837782340862,3665.90996414314
Cervus dama,Mammalia,Lithuania,NE,63612305.0,8.996837782340862,3665.90996414314
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,2105.94882442845
Cervus elaphus,Mammalia,Romania,LC,160166665.0,14.26270116358659,9651.32771584339
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,2561.10436309129
Cervus elaphus,Mammalia,Romania,LC,160166665.0,14.26270116358659,9651.32771584339
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,1900.0
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,906.891268124104
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,2257.68647777886
Cervus elaphus,Mammalia,Montenegro,LC,160166665.0,14.26270116358659,1311.88803901529
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,1927.75237686147
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,1600.0
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,513.945306936547
Cervus elaphus,Mammalia,Montenegro,LC,160166665.0,14.26270116358659,3279.72009753822
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,2242.95475276939
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,5264.87206107112
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,2088.62767772528
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,2392.55453606303
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,3588.83180409455
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,422.981535797335
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,2284.08437015422
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,1542.20190148918
Cervus elaphus,Mammalia,Montenegro,LC,160166665.0,14.26270116358659,3061.07209103567
Cervus elaphus,Mammalia,Bulgaria,LC,160166665.0,14.26270116358659,2770.87361806073
Cervus elaphus,Mammalia,Poland,LC,160166665.0,14.26270116358659,2873.80118306446
Cervus elaphus,Mammalia,Finland,LC,160166665.0,14.26270116358659,476.727176256604
Cervus elaphus,Mammalia,Slovenia,LC,160166665.0,14.26270116358659,2286.66266659247
Cervus elaphus,Mammalia,North Macedonia,LC,160166665.0,14.26270116358659,114.944351282644
Cervus elaphus,Mammalia,Hungary,LC,160166665.0,14.26270116358659,9322.25060831949
Cervus elaphus,Mammalia,Hungary,LC,160166665.0,14.26270116358659,428.609223371011
Cervus elaphus,Mammalia,Estonia,LC,160166665.0,14.26270116358659,544.295965927827
Cervus elaphus,Mammalia,Belarus,LC,160166665.0,14.26270116358659,4016.79090974886
Cervus elaphus,Mammalia,North Macedonia,LC,160166665.0,14.26270116358659,13793.3221539173
Cervus elaphus,Mammalia,Slovak Republic,LC,160166665.0,14.26270116358659,2227.47345348261
Cervus elaphus,Mammalia,Ukraine,LC,160166665.0,14.26270116358659,2111.16740079066
Cervus elaphus,Mammalia,Slovak Republic,LC,160166665.0,14.26270116358659,445.494690696523
Cervus elaphus,Mammalia,Croatia,LC,160166665.0,14.26270116358659,1230.55621392692
Cervus elaphus,Mammalia,Finland,LC,160166665.0,14.26270116358659,688.60592125954
Cervus elaphus,Mammalia,North Macedonia,LC,160166665.0,14.26270116358659,6896.66107695867
Cervus elaphus,Mammalia,Moldova,LC,160166665.0,14.26270116358659,17.8281096649585
Cervus elaphus,Mammalia,Slovak Republic,LC,160166665.0,14.26270116358659,1113.73672674131
Cervus elaphus,Mammalia,Hungary,LC,160166665.0,14.26270116358659,857.218446742022
Cervus elaphus,Mammalia,Croatia,LC,160166665.0,14.26270116358659,266.86761265885
Cervus elaphus,Mammalia,Poland,LC,160166665.0,14.26270116358659,1618.25697687125
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,78.9730809160667
Cervus elaphus,Mammalia,Lithuania,LC,160166665.0,14.26270116358659,6113.86957835714
Cervus elaphus,Mammalia,Russian Federation,LC,160166665.0,14.26270116358659,1765.05782710394
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,3145.74643995227
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,4194.32858660303
Cervus elaphus,Mammalia,Kosovo,LC,160166665.0,14.26270116358659,18808.4777876842
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,6291.49287990454
Cervus elaphus,Mammalia,Bosnia and Herzegovina,LC,160166665.0,14.26270116358659,2937.83299511899
Cervus elaphus,Mammalia,Serbia,LC,160166665.0,14.26270116358659,3575.93756527647
Cervus elaphus,Mammalia,Bosnia and Herzegovina,LC,160166665.0,14.26270116358659,4700.53279219038
Cervus elaphus,Mammalia,Georgia,LC,160166665.0,14.26270116358659,759.987908265493
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,3168.11336649411
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,2656.69656099297
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,3320.88123098534
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,1258.29857598091
Cervus elaphus,Mammalia,Kosovo,LC,160166665.0,14.26270116358659,3419.72323412441
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,493.844999328471
Cervus elaphus,Mammalia,Kosovo,LC,160166665.0,14.26270116358659,3419.72323412441
Cervus elaphus,Mammalia,Lithuania,LC,160166665.0,14.26270116358659,3665.90996414314
Cervus elaphus,Mammalia,Serbia,LC,160166665.0,14.26270116358659,3575.93756527647
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,1594.01372469814
Cervus elaphus,Mammalia,Lithuania,LC,160166665.0,14.26270116358659,3665.90996414314
Cervus elaphus,Mammalia,Serbia,LC,160166665.0,14.26270116358659,19667.6566090206
Cervus elaphus,Mammalia,Bosnia and Herzegovina,LC,160166665.0,14.26270116358659,1762.69979707139
Cervus elaphus,Mammalia,Switzerland,LC,160166665.0,14.26270116358659,1343.63338227133
Cervus elaphus,Mammalia,Latvia,LC,160166665.0,14.26270116358659,1642.75632917395
Cervus elaphus,Mammalia,Switzerland,LC,160166665.0,14.26270116358659,741.875428264838
Cervus elaphus,Mammalia,Switzerland,LC,160166665.0,14.26270116358659,672.077073485412
Cervus elaphus,Mammalia,Switzerland,LC,160166665.0,14.26270116358659,337.216103756745
Cervus elaphus,Mammalia,Switzerland,LC,160166665.0,14.26270116358659,1013.29877730272
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,56.749265776739
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,3145.74643995227
Cervus elaphus,Mammalia,Switzerland,LC,160166665.0,14.26270116358659,843.040259391861
Cervus elaphus,Mammalia,Switzerland,LC,160166665.0,14.26270116358659,552.7084239833
Cervus elaphus,Mammalia,Switzerland,LC,160166665.0,14.26270116358659,1289.65298929437
Cervus elaphus,Mammalia,Latvia,LC,160166665.0,14.26270116358659,469.358951192558
Cervus elaphus,Mammalia,Spain,LC,160166665.0,14.26270116358659,34.0474623017501
Cervus elaphus,Mammalia,Switzerland,LC,160166665.0,14.26270116358659,629.019373288866
Cervus elaphus corsicanus,Mammalia,Hungary,,160166665.0,14.26270116358659,82.2256010229816
Cervus elaphus hispanicus,Mammalia,Spain,,160166665.0,14.26270116358659,3588.14
Cervus elaphus hispanicus,Mammalia,Spain,,160166665.0,14.26270116358659,582.91
Cervus elaphus hispanicus,Mammalia,Spain,,160166665.0,14.26270116358659,208.74
Cervus elaphus maral,Mammalia,Armenia,,160166665.0,14.26270116358659,5705.13363258883
Cervus nippon,Mammalia,Moldova,LC,5299999.0,9.580304814080767,1782.81096649585
Cervus nippon,Mammalia,Poland,LC,5299999.0,9.580304814080767,2022.82122108906
Cervus nippon,Mammalia,Hungary,LC,5299999.0,9.580304814080767,428.609223371011
Cervus nippon,Mammalia,Hungary,LC,5299999.0,9.580304814080767,642.913835056517
Cervus nippon,Mammalia,Slovak Republic,LC,5299999.0,9.580304814080767,111.373672674131
Cervus nippon,Mammalia,Finland,LC,5299999.0,9.580304814080767,476.727176256604
Cervus nippon,Mammalia,Finland,LC,5299999.0,9.580304814080767,688.60592125954
Cervus nippon,Mammalia,Hungary,LC,5299999.0,9.580304814080767,2678.80764606882
Cervus nippon,Mammalia,Ukraine,LC,5299999.0,9.580304814080767,1759.30616732555
Cervus nippon,Mammalia,Poland,LC,5299999.0,9.580304814080767,1534.5540297917
Cervus nippon,Mammalia,Russian Federation,LC,5299999.0,9.580304814080767,1512.90670894623
Ceryle lugubris,Aves,Russian Federation,NE,2675.0,,267.486803204951
Ceryle rudis,Aves,Hungary,LC,844.0,,82.2256010229816
Cettia cetti,Aves,Hungary,LC,13875.0,,41.1128005114908
Cettia cetti,Aves,Spain,LC,13875.0,,150.0
Cettia cetti,Aves,Spain,LC,13875.0,,75.2562159259618
Cettia cetti,Aves,Croatia,LC,13875.0,,375.634835199236
Cettia cetti,Aves,Spain,LC,13875.0,,95.44488309657
Cettia cetti,Aves,Spain,LC,13875.0,,104.315232981613
Cettia cetti,Aves,Spain,LC,13875.0,,150.512431851924
Chaetura pelagica,Aves,Hungary,VU,235.0,,82.2256010229816
Charadrius alexandrinus,Aves,Spain,LC,423.0,,312.945698944839
Charadrius alexandrinus,Aves,Spain,LC,423.0,,2257.68647777886
Charadrius alexandrinus,Aves,Croatia,LC,423.0,,1690.35675839656
Charadrius alexandrinus,Aves,Hungary,LC,423.0,,2055.64002557454
Charadrius alexandrinus,Aves,Spain,LC,423.0,,145.102602899857
Charadrius alexandrinus,Aves,Spain,LC,423.0,,286.33464928971
Charadrius alexandrinus,Aves,Spain,LC,423.0,,231.330285223377
Charadrius alexandrinus,Aves,Spain,LC,423.0,,358.883180409454
Charadrius alexandrinus,Aves,Spain,LC,423.0,,2000.0
Charadrius alexandrinus,Aves,Slovak Republic,LC,423.0,,1096.24540064548
Charadrius alexandrinus,Aves,Serbia,LC,423.0,,1027.13290003889
Charadrius alexandrinus,Aves,Armenia,LC,423.0,,28.5256681629442
Charadrius alexandrinus,Aves,Ukraine,LC,423.0,,43.2030031084898
Charadrius apricarius,Aves,Moldova,NE,21325.0,,445.702741623961
Charadrius asiaticus,Aves,Hungary,LC,765.0,,82.2256010229816
Charadrius asiaticus,Aves,Russian Federation,LC,765.0,,267.486803204951
Charadrius dubius,Aves,Spain,LC,38725.0,,358.883180409454
Charadrius dubius,Aves,Spain,LC,38725.0,,2257.68647777886
Charadrius dubius,Aves,Spain,LC,38725.0,,3000.0
Charadrius dubius,Aves,Spain,LC,38725.0,,145.102602899857
Charadrius dubius,Aves,Hungary,LC,38725.0,,41.1128005114908
Charadrius dubius,Aves,Croatia,LC,38725.0,,751.269670398471
Charadrius dubius,Aves,Spain,LC,38725.0,,286.33464928971
Charadrius dubius,Aves,Spain,LC,38725.0,,231.330285223377
Charadrius dubius,Aves,Finland,LC,38725.0,,88.6639215883011
Charadrius dubius,Aves,Spain,LC,38725.0,,312.945698944839
Charadrius dubius,Aves,Slovak Republic,LC,38725.0,,548.122700322742
Charadrius hiaticula,Aves,Spain,LC,641.0,,312.945698944839
Charadrius hiaticula,Aves,Spain,LC,641.0,,358.883180409454
Charadrius hiaticula,Aves,Croatia,LC,641.0,,751.269670398471
Charadrius hiaticula,Aves,Spain,LC,641.0,,450.0
Charadrius hiaticula,Aves,Spain,LC,641.0,,286.33464928971
Charadrius hiaticula,Aves,Finland,LC,641.0,,443.319607941505
Charadrius hiaticula,Aves,Hungary,LC,641.0,,41.1128005114908
Charadrius hiaticula,Aves,Spain,LC,641.0,,225.768647777885
Charadrius hiaticula,Aves,Slovak Republic,LC,641.0,,1096.24540064548
Charadrius hiaticula,Aves,Ukraine,LC,641.0,,46.5800572598273
Charadrius hiaticula,Aves,Latvia,LC,641.0,,918.8742074129244
Charadrius leschenaultii,Aves,Hungary,LC,75.0,,205.564002557454
Charadrius leschenaultii,Aves,Armenia,LC,75.0,,38.0342242172589
Charadrius mongolus,Aves,Hungary,LC,64.0,,82.2256010229816
Charadrius morinellus,Aves,Spain,LC,1085.0,,358.883180409454
Charadrius morinellus,Aves,Spain,LC,1085.0,,286.33464928971
Charadrius morinellus,Aves,Croatia,LC,1085.0,,751.269670398471
Charadrius morinellus,Aves,Spain,LC,1085.0,,225.768647777885
Charadrius morinellus,Aves,Finland,NE,1085.0,,533.039052405858
Charadrius morinellus,Aves,Spain,NE,1085.0,,217.653904349785
Charadrius morinellus,Aves,Hungary,NE,1085.0,,205.564002557454
Charadrius morinellus,Aves,Spain,NE,1085.0,,450.0
Charadrius morinellus,Aves,Spain,NE,1085.0,,2086.30465963226
Charadrius morinellus,Aves,Russian Federation,NE,1085.0,,5.04302236315411
Charadrius pecuarius,Aves,Hungary,LC,335.0,,82.2256010229816
Charadrius placidus,Aves,Russian Federation,LC,61.0,,267.486803204951
Charadrius semipalmatus,Aves,Hungary,LC,52.0,,82.2256010229816
Charadrius veredus,Aves,Hungary,LC,8725.0,,82.2256010229816
Charadrius vociferus,Aves,Hungary,LC,94275.0,,41.1128005114908
Chersophilus duponti,Aves,Spain,VU,394.0,,150.512431851924
Chersophilus duponti,Aves,Spain,VU,394.0,,6258.91397889678
Chersophilus duponti,Aves,Hungary,VU,394.0,,82.2256010229816
Chersophilus duponti,Aves,Spain,VU,394.0,,358.883180409454
Chersophilus duponti,Aves,Spain,VU,394.0,,77.1100950744589
Chersophilus duponti,Aves,Spain,VU,394.0,,139.241845181686
Chersophilus duponti,Aves,Spain,VU,394.0,,145.102602899857
Chettusia gregaria,Aves,Armenia,NE,23125.0,,38.0342242172589
Chettusia gregaria,Aves,Russian Federation,NE,23125.0,,267.486803204951
Chettusia leucurus,Aves,Armenia,LC,132.0,,28.5256681629442
Chionomys nivalis,Mammalia,Spain,NE,4201.0,1.613657218616348,72.5513014499283
Chionomys nivalis,Mammalia,Spain,NE,4201.0,1.613657218616348,104.315232981613
Chionomys nivalis,Mammalia,Spain,NE,4201.0,1.613657218616348,75.2562159259618
Chionomys nivalis,Mammalia,Croatia,LC,4201.0,1.613657218616348,156.514514666348
Chionomys nivalis,Mammalia,Spain,LC,4201.0,1.613657218616348,200.0
Chionomys nivalis,Mammalia,Slovak Republic,LC,4201.0,1.613657218616348,1096.24540064548
Chionomys nivalis,Mammalia,Serbia,LC,4201.0,1.613657218616348,1232.55948004667
Chionomys nivalis,Mammalia,Ukraine,LC,4201.0,1.613657218616348,19.2142736196787
Chionomys nivalis,Mammalia,Spain,LC,4201.0,1.613657218616348,211.888897035037
Chlamydotis macqueenii,Aves,Hungary,VU,15025.0,,82.2256010229816
Chlamydotis macqueenii,Aves,Slovak Republic,VU,15025.0,,5481.22700322742
Chlamydotis undulata,Aves,Hungary,VU,15025.0,,82.2256010229816
Chlamydotis undulata,Aves,Spain,VU,15025.0,,3010.24863703847
Chlamydotis undulata,Aves,Spain,VU,15025.0,,7525.62159259618
Chlamydotis undulata,Aves,Spain,VU,15025.0,,2176.53904349785
Chlamydotis undulata,Aves,Russian Federation,VU,15025.0,,668.717008012376
Chlidonias hybrida,Aves,Spain,LC,88.0,,38.5550475372294
Chlidonias hybrida,Aves,Spain,LC,88.0,,217.653904349785
Chlidonias hybrida,Aves,Spain,LC,88.0,,450.0
Chlidonias hybrida,Aves,Spain,LC,88.0,,358.883180409454
Chlidonias hybrida,Aves,Croatia,LC,88.0,,3380.71351679312
Chlidonias hybrida,Aves,Spain,LC,88.0,,286.33464928971
Chlidonias hybrida,Aves,Spain,LC,88.0,,312.945698944839
Chlidonias hybrida,Aves,Hungary,LC,88.0,,411.128005114908
Chlidonias hybrida,Aves,Armenia,LC,88.0,,28.5256681629442
Chlidonias hybrida,Aves,Slovak Republic,LC,88.0,,2192.49080129097
Chlidonias hybrida,Aves,Latvia,LC,88.0,,918.8742074129244
Chlidonias leucopterus,Aves,Spain,LC,541.0,,312.945698944839
Chlidonias leucopterus,Aves,Spain,LC,541.0,,450.0
Chlidonias leucopterus,Aves,Hungary,LC,541.0,,1027.82001278727
Chlidonias leucopterus,Aves,Spain,LC,541.0,,358.883180409454
Chlidonias leucopterus,Aves,Croatia,LC,541.0,,2253.80901119541
Chlidonias leucopterus,Aves,Spain,LC,541.0,,286.33464928971
Chlidonias leucopterus,Aves,Spain,LC,541.0,,108.826952174892
Chlidonias leucopterus,Aves,Slovak Republic,LC,541.0,,2192.49080129097
Chlidonias leucopterus,Aves,Latvia,LC,541.0,,918.8742074129244
Chlidonias niger,Aves,Finland,LC,63.0,,195.271732069473
Chlidonias niger,Aves,Hungary,LC,63.0,,1027.82001278727
Chlidonias niger,Aves,Spain,LC,63.0,,286.33464928971
Chlidonias niger,Aves,Spain,LC,63.0,,4000.0
Chlidonias niger,Aves,Spain,LC,63.0,,312.945698944839
Chlidonias niger,Aves,Spain,LC,63.0,,38.5550475372294
Chlidonias niger,Aves,Spain,LC,63.0,,181.378253624821
Chlidonias niger,Aves,Slovak Republic,LC,63.0,,2192.49080129097
Chlidonias niger,Aves,Latvia,LC,63.0,,918.8742074129244
Chlidonias niger niger,Aves,Spain,NE,63.0,,358.883180409454
Chlidonias niger niger,Aves,Croatia,NE,63.0,,3380.71351679312
Chloris chloris,Aves,Spain,LC,2765.0,,30.0
Chloris chloris,Aves,Spain,LC,2765.0,,19.088976619314
Chloris chloris,Aves,Spain,LC,2765.0,,104.315232981613
Chloris chloris,Aves,Croatia,LC,2765.0,,93.9087087998089
Chloris chloris,Aves,Spain,LC,2765.0,,75.2562159259618
Chloris chloris,Aves,Spain,LC,2765.0,,36.2756507249641
Chloris chloris,Aves,Finland,LC,2765.0,,35.8877777857409
Chloris chloris,Aves,Spain,LC,2765.0,,75.2562159259618
Chloris chloris,Aves,Hungary,LC,2765.0,,41.1128005114908
Chloris chloris,Aves,Spain,LC,2765.0,,52.9722242587591
Chondestes grammacus,Aves,Hungary,LC,2852475.0,,82.2256010229816
Chordeiles minor,Aves,Hungary,LC,793.0,,82.2256010229816
Chroicocephalus cirrocephalus,Aves,Spain,NE,281.0,,450.0
Chroicocephalus cirrocephalus cirrocephalus,Aves,Hungary,LC,3225.0,,82.2256010229816
Chroicocephalus genei,Aves,Spain,LC,281.0,,435.30780869957
Chroicocephalus genei,Aves,Spain,LC,281.0,,752.562159259618
Chroicocephalus genei,Aves,Hungary,LC,281.0,,41.1128005114908
Chroicocephalus genei,Aves,Spain,LC,281.0,,2086.30465963226
Chroicocephalus genei,Aves,Spain,LC,281.0,,2392.55453606303
Chroicocephalus genei,Aves,Spain,LC,281.0,,286.33464928971
Chroicocephalus philadelphia,Aves,Hungary,LC,191.0,,82.2256010229816
Chroicocephalus ridibundus,Aves,Croatia,LC,2716666667.0,,250.423223466157
Chroicocephalus ridibundus,Aves,Spain,LC,2716666667.0,,94.3166918849068
Chroicocephalus ridibundus,Aves,Spain,LC,2716666667.0,,75.2562159259618
Chroicocephalus ridibundus,Aves,Hungary,LC,2716666667.0,,41.1128005114908
Chroicocephalus ridibundus,Aves,Spain,LC,2716666667.0,,97.6875220608422
Chroicocephalus ridibundus,Aves,Spain,LC,2716666667.0,,112.884323888943
Chroicocephalus ridibundus,Aves,Spain,LC,2716666667.0,,104.431383886264
Chroicocephalus ridibundus,Aves,Spain,LC,2716666667.0,,47.722441548285
Chroicocephalus ridibundus,Aves,Finland,LC,2716666667.0,,106.607810481172
Chroicocephalus ridibundus,Aves,Latvia,LC,2716666667.0,,918.8742074129244
Chroicocephalus ridibundus,Aves,Spain,NE,2716666667.0,,20.0
Chroicocephalus ridibundus,Aves,Slovak Republic,NE,2716666667.0,,548.122700322742
Chrysococcyx caprius,Aves,Hungary,LC,33575.0,,82.2256010229816
Ciconia boyciana,Aves,Russian Federation,EN,3538.0,,2674.86803204951
Ciconia ciconia,Aves,Hungary,LC,3350.0,,411.128005114908
Ciconia ciconia,Aves,Spain,LC,3350.0,,2392.55453606303
Ciconia ciconia,Aves,Croatia,LC,3350.0,,2253.80901119541
Ciconia ciconia,Aves,Spain,LC,3350.0,,771.100950744589
Ciconia ciconia,Aves,Spain,LC,3350.0,,1953.75044121684
Ciconia ciconia,Aves,Spain,LC,3350.0,,1128.84323888943
Ciconia ciconia,Aves,Spain,LC,3350.0,,2086.30465963226
Ciconia ciconia,Aves,Romania,LC,3350.0,,289.539831475302
Ciconia ciconia,Aves,Spain,LC,3350.0,,2088.62767772528
Ciconia ciconia,Aves,Spain,LC,3350.0,,752.562159259618
Ciconia ciconia,Aves,Spain,LC,3350.0,,1269.64777537374
Ciconia ciconia,Aves,Spain,LC,3350.0,,1043.15232981613
Ciconia ciconia,Aves,Spain,LC,3350.0,,3000.0
Ciconia ciconia,Aves,Moldova,LC,3350.0,,178.281096649585
Ciconia ciconia,Aves,Slovak Republic,LC,3350.0,,3288.73620193645
Ciconia ciconia,Aves,Serbia,LC,3350.0,,1540.69935005834
Ciconia ciconia,Aves,Moldova,LC,3350.0,,713.124386598338
Ciconia ciconia,Aves,North Macedonia,LC,3350.0,,114.944351282644
Ciconia ciconia,Aves,Estonia,LC,3350.0,,90.7159943213044
Ciconia ciconia,Aves,Serbia,LC,3350.0,,1787.96878263824
Ciconia ciconia,Aves,Latvia,LC,3350.0,,918.8742074129244
Ciconia nigra,Aves,Spain,LC,3000.0,,4785.10907212606
Ciconia nigra,Aves,Spain,LC,3000.0,,2086.30465963226
Ciconia nigra,Aves,Spain,LC,3000.0,,181.927542278424
Ciconia nigra,Aves,Spain,LC,3000.0,,3762.81079629809
Ciconia nigra,Aves,Spain,LC,3000.0,,3000.0
Ciconia nigra,Aves,Spain,LC,3000.0,,6512.50147072281
Ciconia nigra,Aves,Spain,LC,3000.0,,3181.496103219
Ciconia nigra,Aves,Croatia,LC,3000.0,,3380.71351679312
Ciconia nigra,Aves,Spain,LC,3000.0,,3762.81079629809
Ciconia nigra,Aves,Spain,LC,3000.0,,2902.05205799713
Ciconia nigra,Aves,Spain,LC,3000.0,,3084.40380297835
Ciconia nigra,Aves,Romania,LC,3000.0,,439.671595943977
Ciconia nigra,Aves,Hungary,LC,3000.0,,2055.64002557454
Ciconia nigra,Aves,Spain,LC,3000.0,,62589.1397889678
Ciconia nigra,Aves,Spain,LC,3000.0,,6962.09225908427
Ciconia nigra,Aves,North Macedonia,LC,3000.0,,1149.44351282644
Ciconia nigra,Aves,Armenia,LC,3000.0,,190.171121086294
Ciconia nigra,Aves,Slovak Republic,LC,3000.0,,4384.98160258193
Ciconia nigra,Aves,Moldova,LC,3000.0,,891.405483247923
Ciconia nigra,Aves,Serbia,LC,3000.0,,2054.26580007779
Ciconia nigra,Aves,Estonia,LC,3000.0,,544.295965927827
Ciconia nigra,Aves,Russian Federation,LC,3000.0,,1337.43401602475
