condado,estado,ibd_medio_cm,grupo_ancestria
East Feliciana,Louisiana,0.00928460421521242,African American
Claiborne,Mississippi,0.0092817152454074,African American
DeSoto,Mississippi,0.00927080281252046,African American
Ouachita,Louisiana,0.0092576734122012,African American
Shelby,Texas,0.00925617482461278,African American
Clarke,Alabama,0.00925372769443824,African American
Lauderdale,Mississippi,0.00923495870361066,African American
Pike,Georgia,0.00923149348782757,African American
Monroe,Mississippi,0.00921911610041866,African American
West Feliciana,Louisiana,0.00921784972096825,African American
Caddo,Louisiana,0.00921352986506659,African American
Ashley,Arkansas,0.00919969298559885,African American
Waller,Texas,0.00918577618030282,African American
Nottoway,Virginia,0.00917838567738687,African American
Twiggs,Georgia,0.00907144795551966,African American
Stephens,Georgia,0.00905877958836267,African American
Louisa,Virginia,0.00903135001096985,African American
Pitt,North Carolina,0.00902947999980297,African American
King William,Virginia,0.00902906364043125,African American
Noxubee,Mississippi,0.00901912641495346,African American
Clay,Alabama,0.00899963177929786,African American
Bay,Florida,0.00897037242339636,African American
Butler,Alabama,0.00895953160048498,African American
Chickasaw,Mississippi,0.00895735541468502,African American
Dougherty,Georgia,0.00895311477194995,African American
Chatham,North Carolina,0.00895180109312671,African American
Westmoreland,Virginia,0.00894970979343045,African American
St. Francis,Arkansas,0.00892502012491326,African American
Boyle,Kentucky,0.00890425970399516,African American
Latimer,Oklahoma,0.00890175858054681,African American
Jefferson,Georgia,0.0088892031897936,African American
Calhoun,Georgia,0.00888510488805235,African American
Burke,Georgia,0.00888444500689252,African American
Lincoln,Georgia,0.00886598872089396,African American
Columbia,Arkansas,0.008833843511369,African American
Robeson,North Carolina,0.00883319457414543,African American
Yalobusha,Mississippi,0.0088133669238065,African American
Laurens,Georgia,0.008799848286355,African American
Bibb,Alabama,0.00879702997623108,African American
Tallapoosa,Alabama,0.00879364055129693,African American
Lauderdale,Tennessee,0.00878916151662682,African American
Chesterfield,South Carolina,0.00878620423616043,African American
Marlboro,South Carolina,0.00877143788191995,African American
Worth,Georgia,0.00876553211450452,African American
Hancock,Georgia,0.00876040612985755,African American
Newton,Georgia,0.00875345464550686,African American
Perry,Alabama,0.00875038668305327,African American
Lincoln,Arkansas,0.00872516566976442,African American
Wake,North Carolina,0.00871146221063573,African American
Craven,North Carolina,0.00870002211707995,African American
Madison,Florida,0.00869840889693035,African American
Columbus,North Carolina,0.00869590797177479,African American
Patrick,Virginia,0.00868758217124667,African American
Concho,Texas,0.00864684581011523,African American
Morehouse,Louisiana,0.00864167103494368,African American
Amelia,Virginia,0.0086309344257839,African American
Phillips,Arkansas,0.00862283248384336,African American
Franklin,Mississippi,0.00861974126555634,African American
Barbour,Alabama,0.00861344151468336,African American
Chicot,Arkansas,0.0086029703793984,African American
Camp,Texas,0.0085984307777614,African American
Echols,Georgia,0.00859431114561366,African American
Wilkinson,Georgia,0.00857463834138905,African American
Citrus,Florida,0.00856170029090551,African American
Houston,Georgia,0.00855983678627378,African American
Autauga,Alabama,0.00855905784981924,African American
Orange,North Carolina,0.0085549151926181,African American
Glascock,Georgia,0.0085506011835209,African American
Georgetown,South Carolina,0.00854053428962203,African American
Chambers,Alabama,0.00853773669855762,African American
Harnett,North Carolina,0.00853043236837371,African American
Grainger,Tennessee,0.00852678316570482,African American
Jasper,Mississippi,0.00851982846414905,African American
Lafayette,Arkansas,0.00849626867139036,African American
Lee,Georgia,0.00848030251689602,African American
Elmore,Alabama,0.00847499947560675,African American
Suffolk,Virginia,0.008463977089335,African American
Pender,North Carolina,0.00846296479493988,African American
Cass,Texas,0.00846183860629185,African American
Lauderdale,Alabama,0.00846183441071782,African American
Upson,Georgia,0.0084608917325534,African American
Surry,Virginia,0.00844715602068945,African American
Anderson,South Carolina,0.00844385397791498,African American
Petersburg,Virginia,0.008441782752649,African American
Rutherford,Tennessee,0.00842021634150563,African American
Marshall,Alabama,0.00842011942501731,African American
De Soto,Louisiana,0.00839482740183286,African American
Tyrrell,North Carolina,0.00838793614161667,African American
Henry,Georgia,0.00838418644024515,African American
Nash,North Carolina,0.00837061092391218,African American
Telfair,Georgia,0.00836640907314717,African American
Monroe,Georgia,0.0083598736050435,African American
Isle of Wight,Virginia,0.00834680082552754,African American
Decatur,Georgia,0.00833057902016876,African American
Conecuh,Alabama,0.00832298520159061,African American
Henry,Tennessee,0.00831398538142657,African American
Maury,Tennessee,0.0083112055780643,African American
Holmes,Florida,0.00830717419054502,African American
Warren,Kentucky,0.00829751340182912,African American
Scott,Mississippi,0.00828805389782752,African American
Heard,Georgia,0.00828073336240095,African American
Oconee,Georgia,0.00827750188631593,African American
Nevada,Arkansas,0.00826830497534818,African American
Wayne,Mississippi,0.008261214834974,African American
Lincoln,Louisiana,0.00824976077112968,African American
Lee,Arkansas,0.00824407920718862,African American
Lawrence,Alabama,0.00823508889676423,African American
Dooly,Georgia,0.00823027292149605,African American
Tallahatchie,Mississippi,0.00822149254889632,African American
Richmond,Virginia,0.00819431496042413,African American
Jackson,Georgia,0.0081928610390091,African American
Limestone,Alabama,0.00818191613098242,African American
Walton,Georgia,0.008179719109472,African American
Chester,South Carolina,0.00817843555974638,African American
Jefferson,Alabama,0.00816835409762013,African American
Marion,Tennessee,0.0081533624440438,African American
Madison,Louisiana,0.00815044094511435,African American
Prentiss,Mississippi,0.00814070588932185,African American
Clark,Arkansas,0.00813735025110285,African American
Bedford,Virginia,0.00811962575590574,African American
Chesterfield,Virginia,0.0081105971531839,African American
Allen,Kentucky,0.0081105722145217,African American
Henry,Kentucky,0.0081105459313587,African American
Berkeley,South Carolina,0.00810713638454547,African American
Crawford,Georgia,0.00809687816261004,African American
Chambers,Texas,0.00808467348294643,African American
Ouachita,Arkansas,0.00808145202358482,African American
Gregg,Texas,0.0080737838397632,African American
Hart,Kentucky,0.008066435161437,African American
Dent,Missouri,0.00806227925713197,African American
Morgan,Alabama,0.00805991661673166,African American
Gordon,Georgia,0.00805527327419237,African American
Perry,Arkansas,0.00804790387010555,African American
Tuscaloosa,Alabama,0.00804125224780649,African American
Wilson,North Carolina,0.00804076673403245,African American
Webster,Mississippi,0.00803363719142932,African American
Seminole,Georgia,0.00802941970438023,African American
Smith,Tennessee,0.00802307362840806,African American
Rockingham,North Carolina,0.00801662837314786,African American
York,South Carolina,0.00801202357634831,African American
Washington,Alabama,0.00800788051117503,African American
Peach,Georgia,0.0080016554917235,African American
Franklin,Alabama,0.00799956396926505,African American
Pulaski,Georgia,0.0079988683089955,African American
Richland,South Carolina,0.00799109547013952,African American
Alleghany,Virginia,0.00798282907949756,African American
Laurens,South Carolina,0.0079808918569128,African American
Rusk,Texas,0.00796643099492165,African American
Panola,Mississippi,0.00796528703059468,African American
Adair,Kentucky,0.00795697330407292,African American
Lee,Mississippi,0.00794808440828046,African American
Monroe,Arkansas,0.00794333045637295,African American
Metcalfe,Kentucky,0.00794018792057423,African American
Giles,Tennessee,0.00793725674325119,African American
Paulding,Georgia,0.0079369033027199,African American
Hale,Texas,0.0079324196298572,African American
Colbert,Alabama,0.00791289348519662,African American
Roanoke,Virginia,0.00791049167799547,African American
Early,Georgia,0.00790518561133018,African American
Garland,Arkansas,0.0079038288808159,African American
Wilson,Tennessee,0.00790112821930287,African American
Russell,Kentucky,0.00789981762589326,African American
Lamar,Georgia,0.0078951327101601,African American
Talladega,Alabama,0.00788913214701556,African American
Webster,Louisiana,0.00788750881819402,African American
Mercer,Kentucky,0.0078855443524657,African American
Walker,Georgia,0.0078804795473056,African American
Aiken,South Carolina,0.00786824034739043,African American
Cleveland,Arkansas,0.007867162460073,African American
Duplin,North Carolina,0.00785504700717946,African American
Hertford,North Carolina,0.00785202632702832,African American
Sabine,Texas,0.00785117309918681,African American
McDuffie,Georgia,0.00784449360336466,African American
Montgomery,Mississippi,0.00784180481508812,African American
Attala,Mississippi,0.0078316369526771,African American
Cobb,Georgia,0.00781928156516964,African American
Fauquier,Virginia,0.00781655827859986,African American
Hickman,Kentucky,0.007808028681343,African American
Fayette,Georgia,0.00780101020959121,African American
Fleming,Kentucky,0.00779490853738942,African American
York,Virginia,0.00779462932157033,African American
Marion,Mississippi,0.00778933767498222,African American
Cleveland,North Carolina,0.00777905196304137,African American
Nacogdoches,Texas,0.00776469566088281,African American
Lancaster,South Carolina,0.00776039063652895,African American
Jasper,South Carolina,0.00775771620213785,African American
Barrow,Georgia,0.0077567774088284,African American
Columbia,Georgia,0.00775413595334627,African American
Bowie,Texas,0.00774967097570892,African American
Upshur,Texas,0.00773031290840722,African American
Marion,South Carolina,0.00772289476503538,African American
Wayne,Georgia,0.0077081138741114,African American
Polk,Tennessee,0.0077077015266195,African American
Johnston,North Carolina,0.00770537117526952,African American
McDowell,North Carolina,0.0076982961094713,African American
Thomas,Georgia,0.00769153227291642,African American
Union,South Carolina,0.0076901272886456,African American
Union,North Carolina,0.00768540989452911,African American
Lawrence,Mississippi,0.00768314202911281,African American
Greenville,South Carolina,0.00767867264990562,African American
Bleckley,Georgia,0.0076764007290889,African American
Putnam,West Virginia,0.00767510725594352,African American
Miller,Georgia,0.0076672827917993,African American
Lowndes,Georgia,0.00766131827134656,African American
Crisp,Georgia,0.00765315830932895,African American
Liberty,Texas,0.00765104481992614,African American
King and Queen,Virginia,0.0076447356126253,African American
Cherokee,North Carolina,0.00764347512610452,African American
Bossier,Louisiana,0.0076402585542959,African American
Cherokee,Georgia,0.00762668860157863,African American
Pickens,Georgia,0.00762504689702986,African American
Woodruff,Arkansas,0.007619094247702,African American
Jefferson Davis,Mississippi,0.00761590164476972,African American
Martin,North Carolina,0.00761293226428241,African American
Cabell,West Virginia,0.00760943087113986,African American
Gibson,Tennessee,0.00760683685927762,African American
Treutlen,Georgia,0.00760374074309434,African American
Charlton,Georgia,0.00760198551443023,African American
Coweta,Georgia,0.00759184362878514,African American
Oktibbeha,Mississippi,0.00759178568252329,African American
Hot Spring,Arkansas,0.00758544984941805,African American
St. Helena,Louisiana,0.00758442060658463,African American
Red River,Louisiana,0.00758082312302792,African American
Franklin,Louisiana,0.00757585607663401,African American
Carroll,Virginia,0.00757289670341223,African American
Bradley,Tennessee,0.00756639729467163,African American
Cherokee,South Carolina,0.00756592396986413,African American
Morris,Texas,0.00755730914805972,African American
Madison,Tennessee,0.00754769901432777,African American
Washington,North Carolina,0.0075403623835397,African American
Henderson,Tennessee,0.00752728553167916,African American
Hernando,Florida,0.00752198010434339,African American
Johnson,Georgia,0.0075202370456173,African American
Tipton,Tennessee,0.00751833985090331,African American
Caldwell,Louisiana,0.00751641099788356,African American
Howard,Arkansas,0.00751640800207798,African American
Alachua,Florida,0.00750687980886082,African American
Stokes,North Carolina,0.00750362164200261,African American
Irwin,Georgia,0.00749176788647334,African American
Spartanburg,South Carolina,0.00749067330021244,African American
Marshall,Mississippi,0.00749043423673119,African American
Cherokee,Alabama,0.00748943761085194,African American
Bulloch,Georgia,0.00748749563029607,African American
Hoke,North Carolina,0.0074729632786579,African American
Escambia,Alabama,0.00746638151210308,African American
Orange,Virginia,0.00745220430969156,African American
Moore,Tennessee,0.0074519443347501,African American
Murray,Georgia,0.00744667349395985,African American
Emanuel,Georgia,0.00744085855431418,African American
Hardin,Tennessee,0.00743507891532925,African American
Greene,Mississippi,0.00742864990213837,African American
Leake,Mississippi,0.00742762392963934,African American
Mingo,West Virginia,0.00742385164848446,African American
Calhoun,Arkansas,0.007419290683585,African American
Sumner,Tennessee,0.00741061740590801,African American
Calhoun,Alabama,0.007409310517461,African American
Covington,Mississippi,0.00739712421157883,African American
Drew,Arkansas,0.00739551361965246,African American
Polk,Texas,0.00739274998127773,African American
Carroll,Georgia,0.00738096790803697,African American
Greenwood,South Carolina,0.0073789414492286,African American
Leon,Texas,0.00737800997913297,African American
Newport News,Virginia,0.0073638587099848,African American
Claiborne,Louisiana,0.00736086250231188,African American
Jones,North Carolina,0.00735994037086585,African American
Choctaw,Mississippi,0.00735253013343532,African American
Neshoba,Mississippi,0.00733889585278976,African American
Webster,Georgia,0.00733808298933399,African American
Pulaski,Arkansas,0.00733197543237946,African American
Coffee,Tennessee,0.00732510825628917,African American
Franklin,Tennessee,0.0073216945713279,African American
Newton,Texas,0.00731890251992583,African American
Pontotoc,Mississippi,0.0073170387455695,African American
Okfuskee,Oklahoma,0.00730920261016873,African American
Mitchell,Georgia,0.0073091367017816,African American
Henry,Virginia,0.00730613027246608,African American
Green,Kentucky,0.0073010533937121,African American
Clinton,Kentucky,0.0073006759128607,African American
Appling,Georgia,0.0072974166676784,African American
Richmond,Georgia,0.00729721576376683,African American
Delta,Texas,0.0072966709134596,African American
Trousdale,Tennessee,0.0072961809698529,African American
Barnwell,South Carolina,0.00728953316090352,African American
Clay,Arkansas,0.00728689109032892,African American
Union,Tennessee,0.0072860769467179,African American
Dawson,Georgia,0.0072827552385622,African American
Knott,Kentucky,0.00728098260711704,African American
Newberry,South Carolina,0.00727917065563192,African American
Guilford,North Carolina,0.00727779923683407,African American
Rankin,Mississippi,0.00727494385625031,African American
Richland,Louisiana,0.00727437542676303,African American
Wilcox,Georgia,0.00727168109504077,African American
Hardeman,Tennessee,0.00726338221530786,African American
Calvert,Maryland,0.0072623887224858,African American
Collier,Florida,0.0072618237363971,African American
Mississippi,Arkansas,0.00724512161149088,African American
Bibb,Georgia,0.00724502590817786,African American
Beauregard,Louisiana,0.00724441321844443,African American
DeKalb,Georgia,0.00723939759554457,African American
Pasquotank,North Carolina,0.00723903911249556,African American
