condado,estado,ibd_medio_cm,grupo_ancestria
Jackson,Kentucky,0.00718884271574442,African American
Monroe,Tennessee,0.00718269150074273,African American
Jefferson,Florida,0.00717339045024148,African American
Gwinnett,Georgia,0.00717290108432101,African American
Foard,Texas,0.0071723157607173,African American
Rutherford,North Carolina,0.00715720785551162,African American
Montgomery,Georgia,0.00715368579361585,African American
Lafayette,Mississippi,0.00715150738145292,African American
Calhoun,Florida,0.00714199326690637,African American
Edgefield,South Carolina,0.00714015887522416,African American
Spalding,Georgia,0.00713692726716815,African American
Childress,Texas,0.00713669735902596,African American
Hardin,Texas,0.00712973569422136,African American
Moore,North Carolina,0.00712799075778484,African American
Cook,Georgia,0.00712546887468502,African American
Alamance,North Carolina,0.00712497128679991,African American
Clarendon,South Carolina,0.00712384958915652,African American
Smith,Texas,0.00712244215506404,African American
Logan,Oklahoma,0.00711306439165768,African American
Cross,Arkansas,0.00708581525584318,African American
Forrest,Mississippi,0.0070797717230878,African American
Burleigh,North Dakota,0.0335253510453648,British Isles
Lawrence,Tennessee,0.031804532766337,British Isles
Johnson,Illinois,0.0311781991534455,British Isles
Dade,Georgia,0.0296200494229451,British Isles
Pickens,Georgia,0.0287527609442653,British Isles
Grainger,Tennessee,0.0286269145811943,British Isles
Magoffin,Kentucky,0.0277632265479198,British Isles
Clay,Kentucky,0.0274676058680486,British Isles
Winston,Alabama,0.025582010577408,British Isles
Lauderdale,Alabama,0.0255198544870255,British Isles
Elbert,Georgia,0.0253246878588931,British Isles
Randolph,Alabama,0.0250052817325804,British Isles
Claiborne,Tennessee,0.0242987131319252,British Isles
Boyle,Kentucky,0.024230538212858,British Isles
Floyd,Kentucky,0.0239533167468722,British Isles
Jackson,Alabama,0.0237883233166546,British Isles
Dallas,Arkansas,0.0232106155891532,British Isles
Franklin,Georgia,0.0232051595132705,British Isles
Leslie,Kentucky,0.0231768404965019,British Isles
Clay,Alabama,0.0231587331314978,British Isles
Simpson,Mississippi,0.0226147832438942,British Isles
Humphreys,Tennessee,0.0224818277760586,British Isles
Laurel,Kentucky,0.0223707612882772,British Isles
Neshoba,Mississippi,0.022358102557162,British Isles
Forsyth,Georgia,0.0222390483683717,British Isles
Polk,Georgia,0.0222356845925895,British Isles
Trinity,Texas,0.0222214668993644,British Isles
Cherokee,Georgia,0.022070754100063,British Isles
Decatur,Tennessee,0.0219941221140698,British Isles
Paulding,Georgia,0.0219078228448717,British Isles
Itawamba,Mississippi,0.0217127579516082,British Isles
Lincoln,Tennessee,0.0217100711936713,British Isles
Dent,Missouri,0.0217057953007745,British Isles
Hancock,Tennessee,0.0215928290979102,British Isles
Todd,Kentucky,0.0215888155910436,British Isles
Lumpkin,Georgia,0.0213648483493105,British Isles
DeKalb,Alabama,0.0213168828699891,British Isles
Transylvania,North Carolina,0.021260793672483,British Isles
Smith,Mississippi,0.0209715404012575,British Isles
Oconee,Georgia,0.020960873024954,British Isles
Perry,Kentucky,0.0209060671773646,British Isles
Johnson,Kentucky,0.0208177794167219,British Isles
Jones,Mississippi,0.0207928370602281,British Isles
Knox,Kentucky,0.0206845798670952,British Isles
Habersham,Georgia,0.0206058448192052,British Isles
Faulkner,Arkansas,0.0205516509136584,British Isles
Wayne,Tennessee,0.0205020012646873,British Isles
Barrow,Georgia,0.0204528956107413,British Isles
Halifax,Virginia,0.020434549099567,British Isles
Rabun,Georgia,0.0204189843271993,British Isles
Bell,Kentucky,0.0203638718780987,British Isles
San Saba,Texas,0.0203400543706431,British Isles
Bacon,Georgia,0.0203313497839278,British Isles
Knox,Tennessee,0.0203013428905036,British Isles
Marion,Tennessee,0.0202884778784302,British Isles
Union,Tennessee,0.0202569331745747,British Isles
Poinsett,Arkansas,0.0202175204247275,British Isles
Cottle,Texas,0.0202084179823117,British Isles
Brown,Texas,0.0201826138447326,British Isles
Breathitt,Kentucky,0.0201523695247756,British Isles
Tishomingo,Mississippi,0.0201165291445332,British Isles
Knott,Kentucky,0.0200267508478204,British Isles
Roberts,Texas,0.0200222170347809,British Isles
Perry,Tennessee,0.0199882491914287,British Isles
Macon,North Carolina,0.0199597705132793,British Isles
Spartanburg,South Carolina,0.0199476209654062,British Isles
Coryell,Texas,0.0199302748449178,British Isles
Cleburne,Arkansas,0.0199237065329148,British Isles
Letcher,Kentucky,0.0198876148868961,British Isles
Robertson,Kentucky,0.0198699047945196,British Isles
Cullman,Alabama,0.0198217817233934,British Isles
Randall,Texas,0.0197980396055269,British Isles
Howell,Missouri,0.0197794983100767,British Isles
White,Georgia,0.0197681975543244,British Isles
Walthall,Mississippi,0.0197339468184164,British Isles
Glasscock,Texas,0.0197259200681214,British Isles
Smith,Tennessee,0.0196712129054737,British Isles
Allen,Kentucky,0.0196699224728476,British Isles
Pickens,South Carolina,0.0196595062941941,British Isles
Jackson,Kentucky,0.0196258300934989,British Isles
Banks,Georgia,0.0196189163430819,British Isles
Franklin,Alabama,0.0195775147087602,British Isles
Marion,Alabama,0.019569282699858,British Isles
Clark,Arkansas,0.0195443749383603,British Isles
Cleveland,Arkansas,0.019491900922786,British Isles
Oconee,South Carolina,0.0194016502465519,British Isles
Collingsworth,Texas,0.0193971345618054,British Isles
Blount,Alabama,0.0193956210548538,British Isles
George,Mississippi,0.0193927898120056,British Isles
Mingo,West Virginia,0.0193824938935972,British Isles
Columbia,Florida,0.0193642895981499,British Isles
Polk,North Carolina,0.0193121258480887,British Isles
Cobb,Georgia,0.0192868894381328,British Isles
Hall,Georgia,0.0192726030353892,British Isles
Monroe,Tennessee,0.0192612017712679,British Isles
Wayne,Kentucky,0.0192270254293492,British Isles
Etowah,Alabama,0.0191374161489516,British Isles
King,Texas,0.0191248802555571,British Isles
Franklin,Florida,0.0191076028809228,British Isles
Lamar,Mississippi,0.0190810885157847,British Isles
Stone,Arkansas,0.0190642168296625,British Isles
Charlton,Georgia,0.0190531429750679,British Isles
Warren,Tennessee,0.0190393398252435,British Isles
Attala,Mississippi,0.0190388901790402,British Isles
Anderson,South Carolina,0.0190105085086117,British Isles
Forrest,Mississippi,0.0190013141063953,British Isles
Walker,Georgia,0.0189718632420981,British Isles
Saline,Arkansas,0.0189638128073642,British Isles
Pittsylvania,Virginia,0.018937230086818,British Isles
Polk,Tennessee,0.0189305334636528,British Isles
Clay,Tennessee,0.018910440193719,British Isles
Rutherford,Tennessee,0.018879788712237,British Isles
Throckmorton,Texas,0.0188312465923981,British Isles
Benton,Tennessee,0.0187826946232429,British Isles
Chattooga,Georgia,0.0187739608293009,British Isles
Jackson,Tennessee,0.0187710215702504,British Isles
Hot Spring,Arkansas,0.0187670697624067,British Isles
Catoosa,Georgia,0.0187643207076044,British Isles
Franklin,Tennessee,0.0187447303712549,British Isles
Bedford,Tennessee,0.0187234343472389,British Isles
Lee,North Carolina,0.0187106887892162,British Isles
Gordon,Georgia,0.0186460246602164,British Isles
Anderson,Texas,0.0186390624373538,British Isles
Perry,Arkansas,0.018589679262577,British Isles
Colbert,Alabama,0.0185739982700266,British Isles
Bledsoe,Tennessee,0.0185474509807807,British Isles
Scott,Virginia,0.0185425900290136,British Isles
Campbell,Tennessee,0.0185293539876812,British Isles
Latimer,Oklahoma,0.0185248838665682,British Isles
Angelina,Texas,0.0184941486189361,British Isles
Chester,Tennessee,0.01846192804989,British Isles
Hardin,Tennessee,0.0184453510131203,British Isles
Titus,Texas,0.0184313003134205,British Isles
Alcorn,Mississippi,0.0184220366445237,British Isles
Elliott,Kentucky,0.0184118680599308,British Isles
Jackson,Georgia,0.0183929555016869,British Isles
Towns,Georgia,0.0183741330741716,British Isles
Cleburne,Alabama,0.0183727579202909,British Isles
Roane,Tennessee,0.0183564187562883,British Isles
Garza,Texas,0.018336635529907,British Isles
Stafford,Virginia,0.018318207931657,British Isles
Polk,Texas,0.0183132450386242,British Isles
Pontotoc,Oklahoma,0.0183018518145953,British Isles
Bedford,Virginia,0.01828822357431,British Isles
Carroll,Georgia,0.018281245153337,British Isles
Okeechobee,Florida,0.0182262681771963,British Isles
Dawson,Georgia,0.0182009319680895,British Isles
Alleghany,North Carolina,0.0181852593823344,British Isles
Sumner,Tennessee,0.0181832723899517,British Isles
Rockcastle,Kentucky,0.0181794108033018,British Isles
Whitfield,Georgia,0.0181699534891206,British Isles
Pickett,Tennessee,0.0181629833429362,British Isles
Webster,Mississippi,0.0181604882706135,British Isles
Polk,Arkansas,0.018099548505232,British Isles
Van Zandt,Texas,0.0180930364179272,British Isles
Walker,Alabama,0.018069388339421,British Isles
Putnam,Tennessee,0.0180678271623762,British Isles
Lee,Kentucky,0.0180631255555697,British Isles
Owsley,Kentucky,0.0180455936843413,British Isles
Pike,Kentucky,0.0180435023573367,British Isles
Harlan,Kentucky,0.0180017577126908,British Isles
Gaston,North Carolina,0.0179932457099226,British Isles
Comanche,Texas,0.017969661833584,British Isles
Sharp,Arkansas,0.0179349407440869,British Isles
McCreary,Kentucky,0.017910192531591,British Isles
Ashe,North Carolina,0.0179087362342164,British Isles
Monroe,Mississippi,0.0178948452460069,British Isles
Clay,North Carolina,0.0178943695269565,British Isles
Cherokee,North Carolina,0.0178867989166094,British Isles
Madison,North Carolina,0.0178776128569572,British Isles
Lamar,Texas,0.0178640129794967,British Isles
Cherokee,Alabama,0.0178622727321867,British Isles
Calhoun,Mississippi,0.0178575399673561,British Isles
Wise,Texas,0.0178543140232602,British Isles
McNairy,Tennessee,0.0178415173713156,British Isles
Scott,Tennessee,0.0178375869470844,British Isles
Briscoe,Texas,0.0178310131622712,British Isles
Fayette,Alabama,0.0178236607386908,British Isles
Logan,Kentucky,0.0178183091217175,British Isles
Calhoun,Alabama,0.0178130873829912,British Isles
Roosevelt,New Mexico,0.0178118578983647,British Isles
Unicoi,Tennessee,0.0178012890885267,British Isles
Searcy,Arkansas,0.0177571376310913,British Isles
Casey,Kentucky,0.0177569843209592,British Isles
Caldwell,North Carolina,0.01774834183514,British Isles
Gaines,Texas,0.0177384729206166,British Isles
Lewis,Tennessee,0.017719112480242,British Isles
Parker,Texas,0.0177172955625558,British Isles
Calhoun,Florida,0.0177103067277265,British Isles
Newton,Mississippi,0.0177049884311117,British Isles
Greenville,South Carolina,0.0177032548986541,British Isles
Stewart,Tennessee,0.0176935909173879,British Isles
Lee,Florida,0.0176922926941814,British Isles
DeKalb,Tennessee,0.0176482078038783,British Isles
Marshall,Alabama,0.0176344371340696,British Isles
Anderson,Tennessee,0.0176340502162904,British Isles
Dickson,Tennessee,0.0176295251711886,British Isles
Somervell,Texas,0.0176109034226683,British Isles
Fannin,Georgia,0.0176078678230669,British Isles
Pontotoc,Mississippi,0.0175895998594981,British Isles
Patrick,Virginia,0.0175885274762749,British Isles
Wolfe,Kentucky,0.0175764197283813,British Isles
Young,Texas,0.0175685672729867,British Isles
Lake,Tennessee,0.0175188252631915,British Isles
Monroe,Kentucky,0.0175174519143129,British Isles
Wayne,West Virginia,0.0175162250274448,British Isles
Delta,Texas,0.0174961077673542,British Isles
Cannon,Tennessee,0.0174931112542743,British Isles
Floyd,Virginia,0.0174833130057505,British Isles
Wilkes,North Carolina,0.0174811838971056,British Isles
Coosa,Alabama,0.0174520596816176,British Isles
Shelby,Alabama,0.0174443463007404,British Isles
Bradley,Arkansas,0.0174352724478251,British Isles
Cocke,Tennessee,0.0174170056014781,British Isles
Sequoyah,Oklahoma,0.0174027582943675,British Isles
Trigg,Kentucky,0.0173674655522207,British Isles
Granville,North Carolina,0.0173660611489084,British Isles
Buncombe,North Carolina,0.0173523604473571,British Isles
Madison,Alabama,0.0173452673333747,British Isles
Hood,Texas,0.0173407705116683,British Isles
Lincoln,Kentucky,0.0173316728182044,British Isles
Maury,Tennessee,0.0173312503110012,British Isles
Toombs,Georgia,0.017328891927053,British Isles
Lee,Mississippi,0.0173172969508163,British Isles
Person,North Carolina,0.0173003489758528,British Isles
Franklin,Mississippi,0.0172825836839206,British Isles
Motley,Texas,0.0172682849889423,British Isles
Henry,Tennessee,0.0172644316053776,British Isles
Coahoma,Mississippi,0.0172449415792527,British Isles
Marion,Arkansas,0.0172339130461007,British Isles
Heard,Georgia,0.0172299369110514,British Isles
Russell,Kentucky,0.0172185245287977,British Isles
Union,Georgia,0.0172164409608234,British Isles
Coffee,Tennessee,0.0172135116639883,British Isles
Trousdale,Tennessee,0.0171883321287508,British Isles
Jackson,North Carolina,0.0171825461077079,British Isles
Coffee,Alabama,0.0171817092790465,British Isles
Sebastian,Arkansas,0.0171642325002886,British Isles
Carroll,Virginia,0.0171634939278654,British Isles
Hale,Texas,0.0171575550648922,British Isles
Jefferson Davis,Mississippi,0.0171519047292683,British Isles
Covington,Mississippi,0.0171318872725184,British Isles
Johnston,North Carolina,0.0171168979521746,British Isles
Jeff Davis,Georgia,0.017096452450371,British Isles
Robertson,Tennessee,0.0170864177253985,British Isles
Lawrence,Kentucky,0.0170639269660537,British Isles
Caldwell,Kentucky,0.0170573797349998,British Isles
Jack,Texas,0.0170559765036624,British Isles
Newton,Arkansas,0.0170504487754093,British Isles
Henderson,North Carolina,0.0170492106690104,British Isles
Gwinnett,Georgia,0.0170283856926037,British Isles
Lawrence,Alabama,0.0170268992825223,British Isles
Morgan,Kentucky,0.0170034308447017,British Isles
Clayton,Georgia,0.0170014823225883,British Isles
McCurtain,Oklahoma,0.0170012552815582,British Isles
Rutherford,North Carolina,0.0169814909011206,British Isles
Estill,Kentucky,0.0169810281846689,British Isles
Wayne,Georgia,0.0169717635333643,British Isles
Moore,Texas,0.0169649932985094,British Isles
Cleveland,North Carolina,0.0169587465138032,British Isles
Hart,Georgia,0.0169491408141731,British Isles
Craighead,Arkansas,0.0169444669659386,British Isles
Hamblen,Tennessee,0.0169317804113346,British Isles
Baxter,Arkansas,0.0169173812906903,British Isles
Johnson,Tennessee,0.0169089073493697,British Isles
Mecklenburg,Virginia,0.0169005414070779,British Isles
Watauga,North Carolina,0.0168968208425926,British Isles
Morgan,Tennessee,0.0168827378846407,British Isles
Grundy,Tennessee,0.0168783964426264,British Isles
Mitchell,North Carolina,0.0168516521162209,British Isles
Covington,Alabama,0.0168461369663961,British Isles
Martin,Kentucky,0.0168315715917278,British Isles
Garland,Arkansas,0.0168310686657907,British Isles
Crenshaw,Alabama,0.0168255814551787,British Isles
McClain,Oklahoma,0.0168248304289236,British Isles
Bryan,Oklahoma,0.0168177496746012,British Isles
Lyon,Kentucky,0.0168058488378118,British Isles
Chilton,Alabama,0.0167976824209988,British Isles
Nacogdoches,Texas,0.0167865849139539,British Isles
Pike,Arkansas,0.0167846388009475,British Isles
Whitley,Kentucky,0.016770261272408,British Isles
Hickman,Tennessee,0.0167462296502319,British Isles
Giles,Tennessee,0.0167363079207852,British Isles
Hamilton,Tennessee,0.016729237849257,British Isles
Owen,Kentucky,0.0167201391834647,British Isles
Morgan,Georgia,0.0167106511719483,British Isles
Marion,Georgia,0.0167095058562129,British Isles
Cotton,Oklahoma,0.0167031716088862,British Isles
Calhoun,Arkansas,0.0166730596473693,British Isles
Douglas,Georgia,0.0166591255981293,British Isles
St. Clair,Alabama,0.0166564801661413,British Isles
Lamar,Alabama,0.016630809360541,British Isles
Henderson,Tennessee,0.0166267474317358,British Isles
Marshall,Tennessee,0.0166253712457171,British Isles
Boyd,Kentucky,0.0166226510446912,British Isles
Lawrence,Arkansas,0.0166152004978833,British Isles
Jefferson,Alabama,0.0166117283321943,British Isles
Harnett,North Carolina,0.016603320314141,British Isles
Oregon,Missouri,0.0165872411229347,British Isles
Darlington,South Carolina,0.0165829391052569,British Isles
Johnson,Arkansas,0.0165800455939984,British Isles
Graves,Kentucky,0.0165731599169516,British Isles
Brunswick,Virginia,0.016570631651313,British Isles
Haywood,North Carolina,0.0165645458181667,British Isles
Navarro,Texas,0.0165405541171668,British Isles
Wayne,North Carolina,0.0165391539730136,British Isles
Callahan,Texas,0.0165280162845867,British Isles
Tuscaloosa,Alabama,0.0165200526843477,British Isles
Dougherty,Georgia,0.0165143393405074,British Isles
Rhea,Tennessee,0.0165103226789962,British Isles
Sabine,Texas,0.0165094623718895,British Isles
Loudon,Tennessee,0.0165052667687,British Isles
Jessamine,Kentucky,0.016500551283109,British Isles
Webster,Georgia,0.016500396134315,British Isles
Morgan,Alabama,0.0164979936525507,British Isles
Yalobusha,Mississippi,0.0164851338347062,British Isles
Crawford,Arkansas,0.0164661363982153,British Isles
Collin,Texas,0.0164616633143685,British Isles
Wilson,Tennessee,0.0164592954715688,British Isles
Haskell,Texas,0.0164542414496348,British Isles
Union,Mississippi,0.0164485860402556,British Isles
Sevier,Arkansas,0.0164462427785185,British Isles
Troup,Georgia,0.0164396567478067,British Isles
Prentiss,Mississippi,0.0164387545290403,British Isles
Meigs,Tennessee,0.0164144861024057,British Isles
Jasper,Mississippi,0.0164099391649936,British Isles
Winn,Louisiana,0.0164053702211698,British Isles
Franklin,Texas,0.0164045981164201,British Isles
Conway,Arkansas,0.0163979564068022,British Isles
Amherst,Virginia,0.0163909791057542,British Isles
Stokes,North Carolina,0.0163901345475723,British Isles
Floyd,Texas,0.0163893757249735,British Isles
Palo Pinto,Texas,0.0163891653428129,British Isles
Choctaw,Alabama,0.01638721574168,British Isles
Lee,Virginia,0.0163574426971961,British Isles
Sevier,Tennessee,0.0163266885954775,British Isles
Gilmer,Georgia,0.0163216754964706,British Isles
Jackson,Louisiana,0.0163192559553858,British Isles
Appling,Georgia,0.016315855688814,British Isles
Haskell,Oklahoma,0.0162972243865033,British Isles
Wyoming,West Virginia,0.0162827839605404,British Isles
Montague,Texas,0.0162776297629198,British Isles
Haralson,Georgia,0.0162667239477885,British Isles
Thomas,Nebraska,0.0162439102197503,British Isles
Johnson,Georgia,0.0162363187075255,British Isles
Lee,Alabama,0.0162221720113873,British Isles
Surry,North Carolina,0.0161929033811964,British Isles
Floyd,Georgia,0.0161902845148282,British Isles
Murray,Georgia,0.0161701699830811,British Isles
Greenwood,South Carolina,0.0161612292238161,British Isles
McMinn,Tennessee,0.0161578299729627,British Isles
Cumberland,Tennessee,0.0161518478749511,British Isles
Berrien,Georgia,0.0161500594502811,British Isles
Sequatchie,Tennessee,0.0161431877339703,British Isles
Wood,Texas,0.0161297720328569,British Isles
Hopkins,Kentucky,0.0161186090358962,British Isles
Liberty,Florida,0.016115195128329,British Isles
Clinton,Kentucky,0.0161048771810288,British Isles
Brantley,Georgia,0.01609181136855,British Isles
Gulf,Florida,0.0160862443127982,British Isles
Buckingham,Virginia,0.0160786816116254,British Isles
White,Arkansas,0.0160710849943877,British Isles
Clark,Kentucky,0.0160658332691105,British Isles
Powell,Kentucky,0.0160535625156139,British Isles
Catahoula,Louisiana,0.0160524656234426,British Isles
Coke,Texas,0.0160311983181109,British Isles
Hill,Texas,0.0160310646343582,British Isles
Montgomery,North Carolina,0.0160259019327049,British Isles
Lawrence,Ohio,0.0160186289567383,British Isles
Bartow,Georgia,0.0160169407113941,British Isles
Garvin,Oklahoma,0.0160151375696041,British Isles
Fayette,Georgia,0.0160134081814437,British Isles
Crittenden,Kentucky,0.0159747666085272,British Isles
Scott,Arkansas,0.0159692852105828,British Isles
Cheatham,Tennessee,0.0159579711056797,British Isles
Cook,Georgia,0.01594366009388,British Isles
Union,South Carolina,0.0159340210025771,British Isles
Calhoun,West Virginia,0.0159330744928601,British Isles
Stephens,Georgia,0.0159324050433416,British Isles
Walton,Florida,0.0159306865113267,British Isles
Erath,Texas,0.0159290213123433,British Isles
Holmes,Florida,0.0159279570496798,British Isles
Swisher,Texas,0.0159225628556681,British Isles
Adair,Oklahoma,0.0159177785281574,British Isles
Escambia,Alabama,0.0159047706992069,British Isles
Childress,Texas,0.0158988848385506,British Isles
Meade,Kentucky,0.0158981449638369,British Isles
Madison,Georgia,0.0158964613118623,British Isles
Henderson,Texas,0.0158957772306722,British Isles
Florence,Wisconsin,0.0158848875520271,British Isles
Reynolds,Missouri,0.015877586242291,British Isles
Stephens,Texas,0.0158744762571853,British Isles
Newton,Georgia,0.0158669979900382,British Isles
Iron,Missouri,0.0158626800651697,British Isles
Obion,Tennessee,0.0158604411179362,British Isles
Miller,Georgia,0.0158118243811632,British Isles
Houston,Alabama,0.0158077989586334,British Isles
Yell,Arkansas,0.0158068123856714,British Isles
Hopkins,Texas,0.0158034045491065,British Isles
Dyer,Tennessee,0.0158002413363877,British Isles
Colquitt,Georgia,0.0157914617868201,British Isles
Lafayette,Florida,0.0157905698375683,British Isles
Wake,North Carolina,0.0157852221536582,British Isles
Bradley,Tennessee,0.0157810545227737,British Isles
Bay,Florida,0.0157805114383478,British Isles
Bland,Virginia,0.0157781928219753,British Isles
Dickens,Texas,0.0157565402514864,British Isles
Carroll,Tennessee,0.0157452352948197,British Isles
Spalding,Georgia,0.0157389657244653,British Isles
Hunt,Texas,0.0157351001265952,British Isles
Leake,Mississippi,0.0157234355269217,British Isles
Atoka,Oklahoma,0.0157155748750241,British Isles
Stone,Missouri,0.0157053868620031,British Isles
Hawkins,Tennessee,0.0157046438877264,British Isles
Louisa,Virginia,0.0157012379230632,British Isles
Union,North Carolina,0.0156958628075306,British Isles
Fannin,Texas,0.015694002481931,British Isles
Cass,Texas,0.0156840838528893,British Isles
Marlboro,South Carolina,0.0156778218265222,British Isles
Washington,Virginia,0.01567336884876,British Isles
Madison,Kentucky,0.015653328433816,British Isles
Borden,Texas,0.0156511293105446,British Isles
Izard,Arkansas,0.015648782466404,British Isles
Coweta,Georgia,0.0156434535456374,British Isles
Rockdale,Georgia,0.0156372136276261,British Isles
Buchanan,Virginia,0.0156318852805744,British Isles
Franklin,Arkansas,0.0156311293393174,British Isles
Nevada,Arkansas,0.015625020482927,British Isles
Weakley,Tennessee,0.0156233831261177,British Isles
Gilchrist,Florida,0.0156168625601475,British Isles
Glascock,Georgia,0.0156130538269833,British Isles
Bosque,Texas,0.0156122019476653,British Isles
Hamilton,Texas,0.015606961617231,British Isles
Geneva,Alabama,0.0155976512695977,British Isles
Okaloosa,Florida,0.015592931183958,British Isles
Jefferson,Tennessee,0.0155922895598386,British Isles
Iredell,North Carolina,0.015579103846556,British Isles
Suwannee,Florida,0.0155721612170578,British Isles
Union,Florida,0.0155552815480588,British Isles
Webster,Kentucky,0.0155443944156383,British Isles
Hardeman,Tennessee,0.0155403739959272,British Isles
Alleghany,Virginia,0.0155386341919543,British Isles
Shackelford,Texas,0.0155324559146131,British Isles
Carter,Tennessee,0.0155109955634982,British Isles
Van Buren,Arkansas,0.0155087678546809,British Isles
Moore,Tennessee,0.0154980573799287,British Isles
Bailey,Texas,0.0154965400447624,British Isles
McLennan,Texas,0.0154883344017353,British Isles
Independence,Arkansas,0.0154876835512494,British Isles
Garrard,Kentucky,0.0154811085716547,British Isles
Lincoln,Georgia,0.0154807740750427,British Isles
Marshall,Kentucky,0.0154621711755588,British Isles
Rains,Texas,0.0154583604165599,British Isles
Tattnall,Georgia,0.015452561240398,British Isles
Clarke,Georgia,0.0154518665665248,British Isles
Fulton,Arkansas,0.0154439029911675,British Isles
Crockett,Tennessee,0.0154331525504185,British Isles
Chatham,North Carolina,0.0154305662250074,British Isles
Bowie,Texas,0.0154152864064992,British Isles
Stonewall,Texas,0.0154142156659148,British Isles
Ozark,Missouri,0.0154130612672563,British Isles
San Augustine,Texas,0.0154010324559324,British Isles
Cherokee,South Carolina,0.0153954553735855,British Isles
Tipton,Tennessee,0.0153915143219516,British Isles
Summers,West Virginia,0.0153784550197533,British Isles
LaSalle,Louisiana,0.015370987757209,British Isles
Denton,Texas,0.0153664439034937,British Isles
West Carroll,Louisiana,0.0153615397467492,British Isles
Foard,Texas,0.0153573426431928,British Isles
Cherokee,Texas,0.0153464623572573,British Isles
Fentress,Tennessee,0.0153404044573805,British Isles
Nash,North Carolina,0.0153339562367581,British Isles
Hughes,Oklahoma,0.0153293192139161,British Isles
Charlotte,Virginia,0.01532862143778,British Isles
Stanly,North Carolina,0.0153265085844029,British Isles
Hardin,Illinois,0.0153214151732115,British Isles
Pike,Alabama,0.015316911287468,British Isles
Stephens,Oklahoma,0.0153159747050202,British Isles
Adair,Kentucky,0.0153152730937787,British Isles
Warren,Mississippi,0.0153021500345496,British Isles
Davidson,Tennessee,0.0153005766474543,British Isles
Kaufman,Texas,0.0152892987838706,British Isles
Livingston,Kentucky,0.0152875706883762,British Isles
Grady,Oklahoma,0.0152840500283833,British Isles
Yancey,North Carolina,0.015264192277636,British Isles
Dale,Alabama,0.0152603735397743,British Isles
Lafayette,Mississippi,0.0152560180175316,British Isles
Montgomery,Arkansas,0.0152557939106944,British Isles
Swain,North Carolina,0.0152455993345184,British Isles
Butler,Kentucky,0.0152313902573223,British Isles
Columbia,Georgia,0.0152276627146972,British Isles
Logan,Arkansas,0.0152228484369191,British Isles
Andrews,Texas,0.0152145066885794,British Isles
Rankin,Mississippi,0.0152110226630376,British Isles
Nelson,Virginia,0.015210165035106,British Isles
Campbell,Virginia,0.0152099097997055,British Isles
Christian,Kentucky,0.0152090156407215,British Isles
Coleman,Texas,0.0152089338859794,British Isles
Tippah,Mississippi,0.0152083354021829,British Isles
Graham,North Carolina,0.0152064105535842,British Isles
Valencia,New Mexico,0.0805362749404129,Indigenous American
Socorro,New Mexico,0.0714616675199377,Indigenous American
Taos,New Mexico,0.070496215273313,Indigenous American
Rio Arriba,New Mexico,0.068749824650396,Indigenous American
Lee,Alabama,0.065345371485535,Indigenous American
Mora,New Mexico,0.0651960228180009,Indigenous American
Jim Hogg,Texas,0.0645582815112316,Indigenous American
Santa Fe,New Mexico,0.0627574706470636,Indigenous American
San Miguel,New Mexico,0.0620876968840118,Indigenous American
Brooks,Texas,0.0608739629324922,Indigenous American
Sandoval,New Mexico,0.0605563121794869,Indigenous American
Zapata,Texas,0.0602662719499074,Indigenous American
Starr,Texas,0.0588826695630923,Indigenous American
Costilla,Colorado,0.0580297460125238,Indigenous American
Guadalupe,New Mexico,0.0546542896154192,Indigenous American
Bernalillo,New Mexico,0.054538814587842,Indigenous American
Cibola,New Mexico,0.0540498092285635,Indigenous American
Duval,Texas,0.0484516216825653,Indigenous American
Sierra,New Mexico,0.0483138004763525,Indigenous American
Conejos,Colorado,0.0470327990519656,Indigenous American
Harding,New Mexico,0.0463448202648846,Indigenous American
Torrance,New Mexico,0.0458463022067624,Indigenous American
Saguache,Colorado,0.0445230267605981,Indigenous American
Colfax,New Mexico,0.0441549745537481,Indigenous American
Lincoln,New Mexico,0.0426247511473509,Indigenous American
Huerfano,Colorado,0.0425861307727445,Indigenous American
Jim Wells,Texas,0.0417635457381468,Indigenous American
Archuleta,Colorado,0.0414726126585688,Indigenous American
Nacogdoches,Texas,0.0413833656834408,Indigenous American
Las Animas,Colorado,0.0407363212182067,Indigenous American
Rio Grande,Colorado,0.0388569636080251,Indigenous American
Webb,Texas,0.038683950994658,Indigenous American
Union,New Mexico,0.0367687167250409,Indigenous American
Kenedy,Texas,0.0355120527373553,Indigenous American
Hidalgo,Texas,0.035488257430366,Indigenous American
De Baca,New Mexico,0.0330717049161805,Indigenous American
Cameron,Texas,0.0319698318934646,Indigenous American
Catron,New Mexico,0.0307107700288713,Indigenous American
Los Alamos,New Mexico,0.0299742509016526,Indigenous American
Willacy,Texas,0.0295304741931393,Indigenous American
Do̱a Ana,New Mexico,0.0293368755837514,Indigenous American
San Juan,New Mexico,0.0265445575867868,Indigenous American
Otero,New Mexico,0.0263674289054219,Indigenous American
San Patricio,Texas,0.0250350844841153,Indigenous American
Alamosa,Colorado,0.0246017093344308,Indigenous American
Dimmit,Texas,0.0238687285075932,Indigenous American
Bee,Texas,0.0237128171458274,Indigenous American
Maverick,Texas,0.023181055199942,Indigenous American
Kleberg,Texas,0.0226919705349092,Indigenous American
Summit,Colorado,0.0223437244134135,Indigenous American
Douglas,Colorado,0.0222156327128887,Indigenous American
