hd_radial_d,hd_radial_intensity,hd_axial_d,hd_axial_intensity,hopg_d,hopg_intensity
,,,,1.4372,0.28516
,,,,1.43621,0.28318
,,,,1.43522,0.28071
,,,,1.43424,0.27083
,,,,1.43326,0.28812
,,,,1.43228,0.27527
,,,,1.4313,0.27379
,,,,1.43032,0.26737
,,,,1.42935,0.27676
,,,,1.42837,0.25748
,,,,1.4274,0.26984
,,,,1.42643,0.27033
,,,,1.42546,0.25748
,,,,1.42449,0.24661
,,,,1.42353,0.23178
,,,,1.42256,0.22684
,,,,1.4216,0.25205
,,,,1.42064,0.25254
,,,,1.41968,0.24562
,,,,1.41872,0.22536
,,,,1.41776,0.23771
,,,,1.41681,0.23623
,,,,1.41585,0.23376
,,,,1.4149,0.20954
,,,,1.41395,0.21547
,,,,1.413,0.20608
,,,,1.41206,0.23475
,,,,1.41111,0.21152
,,,,1.41016,0.22338
,,,,1.40922,0.22486
,,,,1.40828,0.20806
,,,,1.40734,0.20164
,,,,1.4064,0.19521
,,,,1.40547,0.21498
,,,,1.40453,0.19669
,,,,1.4036,0.2219
,,,,1.40267,0.19818
,,,,1.40173,0.20114
,,,,1.40081,0.20559
,,,,1.39988,0.20608
,,,,1.39895,0.17841
,,,,1.39803,0.18632
,,,,1.3971,0.20263
,,,,1.39618,0.18088
,,,,1.39526,0.1873
,,,,1.39434,0.18236
,,,,1.39343,0.20905
,,,,1.39251,0.19274
,,,,1.3916,0.21745
,,,,1.39068,0.20015
,,,,1.38977,0.20608
,,,,1.38886,0.19422
,,,,1.38795,0.17396
,,,,1.38705,0.17643
,,,,1.38614,0.16507
,,,,1.38524,0.1621
,,,,1.38433,0.18286
,,,,1.38343,0.15913
,,,,1.38253,0.15271
,,,,1.38164,0.16408
,,,,1.38074,0.15963
,,,,1.37984,0.16259
,,,,1.37895,0.15419
,,,,1.37806,0.14876
,,,,1.37716,0.13591
,,,,1.37627,0.15419
,,,,1.37539,0.14678
,,,,1.3745,0.15172
,,,,1.37361,0.14727
,,,,1.37273,0.16309
,,,,1.37185,0.15666
,,,,1.37097,0.14134
,,,,1.37009,0.15073
,,,,1.36921,0.15518
,,,,1.36833,0.14727
,,,,1.36745,0.14233
,,,,1.36658,0.12849
,,,,1.36571,0.12602
,,,,1.36483,0.15271
,,,,1.36396,0.13393
,,,,1.3631,0.13195
,,,,1.36223,0.14431
,,,,1.36136,0.11614
,,,,1.3605,0.14184
,,,,1.35963,0.12256
,,,,1.35877,0.12009
,,,,1.35791,0.13393
,,,,1.35705,0.13344
,,,,1.35619,0.13146
,,,,1.35534,0.13986
,,,,1.35448,0.12948
,,,,1.35363,0.14332
,,,,1.35277,0.12849
,,,,1.35192,0.15666
,,,,1.35107,0.19076
,,,,1.35022,0.19225
,,,,1.34938,0.17446
,,,,1.34853,0.14283
,,,,1.34768,0.14085
,,,,1.34684,0.13344
,,,,1.346,0.10675
,,,,1.34516,0.12652
,,,,1.34432,0.128
,,,,1.34348,0.11317
,,,,1.34264,0.12503
,,,,1.34181,0.11812
,,,,1.34097,0.11614
,,,,1.34014,0.11812
,,,,1.33931,0.11219
,,,,1.33848,0.12158
,,,,1.33765,0.11169
,,,,1.33682,0.11021
,,,,1.33599,0.10675
,,,,1.33517,0.09686
,,,,1.33434,0.11169
,,,,1.33352,0.10477
,,,,1.3327,0.11021
,,,,1.33188,0.09983
,,,,1.33106,0.11614
,,,,1.33024,0.10428
,,,,1.32943,0.09736
,,,,1.32861,0.11416
,,,,1.3278,0.1191
,,,,1.32698,0.12009
,,,,1.32617,0.10576
,,,,1.32536,0.09291
,,,,1.32455,0.09736
,,,,1.32374,0.11268
,,,,1.32294,0.10724
,,,,1.32213,0.10774
,,,,1.32133,0.10329
,,,,1.32053,0.08846
,,,,1.31972,0.09538
,,,,1.31892,0.09884
,,,,1.31812,0.10774
,,,,1.31733,0.09835
,,,,1.31653,0.09093
,,,,1.31573,0.08599
,,,,1.31494,0.08154
,,,,1.31415,0.08154
,,,,1.31335,0.09884
,,,,1.31256,0.10082
,,,,1.31177,0.10131
,,,,1.31099,0.09291
,,,,1.3102,0.09143
,,,,1.30941,0.08747
,,,,1.30863,0.08649
,,,,1.30784,0.09736
,,,,1.30706,0.08995
,,,,1.30628,0.08698
,,,,1.3055,0.08846
,,,,1.30472,0.085
,,,,1.30394,0.09143
,,,,1.30317,0.08451
,,,,1.30239,0.09291
,,,,1.30162,0.09192
,,,,1.30084,0.08698
,,,,1.30007,0.08402
,,,,1.2993,0.08056
,,,,1.29853,0.09242
,,,,1.29776,0.08056
,,,,1.297,0.09489
,,,,1.29623,0.08698
,,,,1.29547,0.07314
,,,,1.2947,0.08995
,,,,1.29394,0.085
,,,,1.29318,0.07265
,,,,1.29242,0.08698
,,,,1.29166,0.08649
,,,,1.2909,0.085
,,,,1.29014,0.08451
,,,,1.28939,0.07759
,,,,1.28863,0.08105
,,,,1.28788,0.07957
,,,,1.28713,0.08006
,,,,1.28638,0.08303
,,,,1.28563,0.07858
,,,,1.28488,0.08352
,,,,1.28413,0.08599
,,,,1.28338,0.09341
,,,,1.28264,0.08154
,,,,1.28189,0.07561
,,,,1.28115,0.07561
,,,,1.28041,0.08599
,,,,1.27967,0.08352
,,,,1.27892,0.07413
,,,,1.27819,0.07512
,,,,1.27745,0.07512
,,,,1.27671,0.08006
,,,,1.27598,0.08303
,,,,1.27524,0.0771
,,,,1.27451,0.07561
,,,,1.27377,0.08303
,,,,1.27304,0.08402
,,,,1.27231,0.0855
,,,,1.27158,0.07314
,,,,1.27086,0.08303
,,,,1.27013,0.07561
,,,,1.2694,0.08056
,,,,1.26868,0.07561
,,,,1.26795,0.07611
,,,,1.26723,0.0682
,,,,1.26651,0.07314
,,,,1.26579,0.08056
,,,,1.26507,0.08402
,,,,1.26435,0.07759
,,,,1.26363,0.07512
,,,,1.26292,0.07611
,,,,1.2622,0.08303
,,,,1.26149,0.08451
,,,,1.26077,0.07364
,,,,1.26006,0.07463
,,,,1.25935,0.09588
,,,,1.25864,0.08352
,,,,1.25793,0.08253
,,,,1.25722,0.09242
,,,,1.25651,0.08451
,,,,1.25581,0.09291
,,,,1.2551,0.09637
,,,,1.2544,0.09835
,,,,1.2537,0.11762
,,,,1.25299,0.15864
,,,,1.25229,0.14134
,,,,1.25159,0.11564
,,,,1.2509,0.128
,,,,1.2502,0.12108
,,,,1.2495,0.12652
,,,,1.2488,0.12108
,,,,1.24811,0.12059
,,,,1.24742,0.14579
,,,,1.24672,0.17841
,,,,1.24603,0.21795
,,,,1.24534,0.29702
,,,,1.24465,0.52534
,,,,1.24396,1.13272
,,,,1.24327,2.20911
,,,,1.24259,2.3979
,,,,1.2419,1.70452
,,,,1.24122,0.92022
,,,,1.24053,0.46752
,,,,1.23985,0.29801
,,,,1.23917,0.20361
,,,,1.23849,0.17198
,,,,1.23781,0.16408
,,,,1.23713,0.15419
,,,,1.23645,0.14678
,,,,1.23577,0.13838
,,,,1.2351,0.12207
,,,,1.23442,0.11564
,,,,1.23375,0.10428
,,,,1.23308,0.10922
,,,,1.2324,0.11317
,,,,1.23173,0.10082
,,,,1.23106,0.09934
,,,,1.23039,0.09835
,,,,1.22973,0.09983
,,,,1.22906,0.09785
,,,,1.22839,0.09785
,,,,1.22773,0.09588
,,,,1.22706,0.09835
,,,,1.2264,0.09983
,,,,1.22574,0.09439
,,,,1.22508,0.09884
,,,,1.22441,0.1028
,,,,1.22376,0.09192
,,,,1.2231,0.09884
,,,,1.22244,0.09242
,,,,1.22178,0.09983
,,,,1.22113,0.0939
,,,,1.22047,0.085
,,,,1.21982,0.08846
,,,,1.21916,0.085
,,,,1.21851,0.08747
,,,,1.21786,0.08303
,,,,1.21721,0.08451
,,,,1.21656,0.08105
,,,,1.21591,0.09242
,,,,1.21527,0.08352
,,,,1.21462,0.07907
,,,,1.21397,0.08006
,,,,1.21333,0.08303
,,,,1.21268,0.08006
,,,,1.21204,0.08204
,,,,1.2114,0.08698
,,,,1.21076,0.07561
,,,,1.21012,0.08253
,,,,1.20948,0.08056
,,,,1.20884,0.08352
,,,,1.2082,0.0771
,,,,1.20757,0.08747
,,,,1.20693,0.07166
,,,,1.2063,0.08945
,,,,1.20566,0.08056
,,,,1.20503,0.08402
,,,,1.2044,0.08303
,,,,1.20377,0.07907
,,,,1.20314,0.08896
,,,,1.20251,0.08896
,,,,1.20188,0.08352
,,,,1.20125,0.08006
,,,,1.20062,0.09439
,,,,1.2,0.07364
,,,,1.19937,0.07611
,,,,1.19875,0.085
,,,,1.19812,0.08105
,,,,1.1975,0.08105
,,,,1.19688,0.07561
,,,,1.19626,0.08105
,,,,1.19564,0.07364
,,,,1.19502,0.0855
,,,,1.1944,0.07512
,,,,1.19379,0.08402
,,,,1.19317,0.07907
,,,,1.19255,0.09044
,,,,1.19194,0.07907
,,,,1.19133,0.08253
,,,,1.19071,0.07561
,,,,1.1901,0.08253
,,,,1.18949,0.09291
,,,,1.18888,0.09489
,,,,1.18827,0.08995
,,,,1.18766,0.08698
,,,,1.18705,0.08154
,,,,1.18645,0.08006
,,,,1.18584,0.07561
,,,,1.18524,0.09291
,,,,1.18463,0.08303
,,,,1.18403,0.09588
,,,,1.18343,0.09192
,,,,1.18282,0.08797
,,,,1.18222,0.09439
,,,,1.18162,0.09341
,,,,1.18102,0.09341
,,,,1.18043,0.10181
,,,,1.17983,0.08995
,,,,1.17923,0.08599
,,,,1.17863,0.08995
,,,,1.17804,0.09637
,,,,1.17745,0.09588
,,,,1.17685,0.09291
,,,,1.17626,0.08896
,,,,1.17567,0.08747
,,,,1.17508,0.09538
,,,,1.17449,0.09439
,,,,1.1739,0.10922
,,,,1.17331,0.10477
,,,,1.17272,0.12256
,,,,1.17213,0.13146
,,,,1.17155,0.12207
,,,,1.17096,0.12701
,,,,1.17038,0.1191
,,,,1.16979,0.10032
,,,,1.16921,0.09983
,,,,1.16863,0.12503
,,,,1.16805,0.12306
,,,,1.16747,0.11169
,,,,1.16689,0.11812
,,,,1.16631,0.11614
,,,,1.16573,0.11021
,,,,1.16515,0.13097
,,,,1.16458,0.15073
,,,,1.164,0.17198
,,,,1.16342,0.21053
,,,,1.16285,0.28417
,,,,1.16228,0.35484
,,,,1.1617,0.45764
,,,,1.16113,0.47296
,,,,1.16056,0.45517
,,,,1.15999,0.46011
,,,,1.15942,0.44034
,,,,1.15885,0.45171
,,,,1.15829,0.44429
,,,,1.15772,0.4863
,,,,1.15715,0.47296
,,,,1.15659,0.46357
,,,,1.15602,0.45961
,,,,1.15546,0.46505
,,,,1.15489,0.45615
,,,,1.15433,0.46752
,,,,1.15377,0.48927
,,,,1.15321,0.49717
,,,,1.15265,0.48284
,,,,1.15209,0.48927
,,,,1.15153,0.48086
,,,,1.15097,0.4779
,,,,1.15042,0.49569
,,,,1.14986,0.50953
,,,,1.1493,0.50656
,,,,1.14875,0.512
,,,,1.14819,0.49816
,,,,1.14764,0.50557
,,,,1.14709,0.51892
,,,,1.14654,0.53622
,,,,1.14598,0.52633
,,,,1.14543,0.55895
,,,,1.14488,0.55796
,,,,1.14434,0.56537
,,,,1.14379,0.5634
,,,,1.14324,0.59008
,,,,1.14269,0.5634
,,,,1.14215,0.60046
,,,,1.1416,0.61134
,,,,1.14106,0.62962
,,,,1.14051,0.64544
,,,,1.13997,0.66323
,,,,1.13943,0.63209
,,,,1.13889,0.64988
,,,,1.13835,0.72056
,,,,1.13781,0.72006
,,,,1.13727,0.7512
,,,,1.13673,0.75317
,,,,1.13619,0.83966
,,,,1.13565,0.85547
,,,,1.13512,0.89402
,,,,1.13458,0.9212
,,,,1.13405,0.98644
,,,,1.13351,1.02054
,,,,1.13298,1.13272
,,,,1.13245,1.18462
,,,,1.13191,1.30026
,,,,1.13138,1.36204
,,,,1.13085,1.48213
,,,,1.13032,1.67981
,,,,1.12979,1.79842
,,,,1.12926,2.12855
,,,,1.12874,2.60744
,,,,1.12821,3.11845
,,,,1.12768,3.79848
,,,,1.12716,4.13405
,,,,1.12663,4.49779
,,,,1.12611,5.32707
,,,,1.12558,7.28067
,,,,1.12506,10.96351
,,,,1.12454,16.75958
,,,,1.12402,29.20226
,,,,1.1235,74.15838
,,,,1.12298,161.74687
,,,,1.12246,165.31801
,,,,1.12194,91.39487
,,,,1.12142,41.47048
,,,,1.1209,36.43845
,,,,1.12039,27.19725
,,,,1.11987,24.22262
,,,,1.11935,21.09576
,,,,1.11884,17.83794
,,,,1.11833,14.79609
,,,,1.11781,11.6984
,,,,1.1173,8.51767
,,,,1.11679,3.89238
,,,,1.11628,3.23855
,,,,1.11577,2.74878
,,,,1.11526,2.3208
,,,,1.11475,2.08655
,,,,1.11424,1.86564
,,,,1.11373,1.74801
,,,,1.11322,1.55428
,,,,1.11272,1.40553
,,,,1.11221,1.27308
,,,,1.11171,1.19499
,,,,1.1112,1.12037
,,,,1.1107,1.02005
,,,,1.1102,1.00275
,,,,1.10969,0.96321
,,,,1.10919,0.92565
,,,,1.10869,0.811
,,,,1.10819,0.8189
,,,,1.10769,0.77739
,,,,1.10719,0.72352
,,,,1.10669,0.68843
,,,,1.10619,0.65285
,,,,1.1057,0.64099
,,,,1.1052,0.61677
,,,,1.10471,0.57872
,,,,1.10421,0.55846
,,,,1.10372,0.54313
,,,,1.10322,0.52534
,,,,1.10273,0.50903
,,,,1.10224,0.48383
,,,,1.10174,0.46554
,,,,1.10125,0.46801
,,,,1.10076,0.45368
,,,,1.10027,0.43144
,,,,1.09978,0.42798
,,,,1.09929,0.37757
,,,,1.09881,0.38252
,,,,1.09832,0.3924
,,,,1.09783,0.384
,,,,1.09735,0.3667
,,,,1.09686,0.35237
,,,,1.09638,0.36374
,,,,1.09589,0.34595
,,,,1.09541,0.31135
,,,,1.09492,0.3158
,,,,1.09444,0.29702
,,,,1.09396,0.31135
,,,,1.09348,0.31432
,,,,1.093,0.30196
,,,,1.09252,0.30937
,,,,1.09204,0.28664
,,,,1.09156,0.29554
,,,,1.09108,0.28318
,,,,1.09061,0.28466
,,,,1.09013,0.28071
,,,,1.08965,0.25798
,,,,1.08918,0.2644
,,,,1.0887,0.26341
,,,,1.08823,0.25155
,,,,1.08776,0.25896
,,,,1.08728,0.25748
,,,,1.08681,0.24167
,,,,1.08634,0.24167
,,,,1.08587,0.22931
,,,,1.0854,0.19768
,,,,1.08493,0.21745
,,,,1.08446,0.21795
,,,,1.08399,0.22239
,,,,1.08352,0.21152
,,,,1.08305,0.19521
,,,,1.08259,0.21251
,,,,1.08212,0.21893
,,,,1.08166,0.20707
,,,,1.08119,0.20213
,,,,1.08073,0.19225
,,,,1.08026,0.19521
,,,,1.0798,0.19472
,,,,1.07934,0.18582
,,,,1.07888,0.19175
,,,,1.07841,0.20213
,,,,1.07795,0.17742
,,,,1.07749,0.17742
,,,,1.07703,0.1794
,,,,1.07657,0.17791
,,,,1.07612,0.15518
,,,,1.07566,0.16754
,,,,1.0752,0.16902
,,,,1.07475,0.17396
,,,,1.07429,0.17149
,,,,1.07383,0.15617
,,,,1.07338,0.16457
,,,,1.07292,0.15815
,,,,1.07247,0.1621
,,,,1.07202,0.15666
,,,,1.07157,0.14283
,,,,1.07111,0.15617
,,,,1.07066,0.14826
,,,,1.07021,0.16704
,,,,1.06976,0.14085
,,,,1.06931,0.14727
,,,,1.06886,0.13294
,,,,1.06841,0.1364
,,,,1.06797,0.15073
,,,,1.06752,0.13591
,,,,1.06707,0.14629
,,,,1.06663,0.13393
,,,,1.06618,0.14283
,,,,1.06574,0.1453
,,,,1.06529,0.13788
,,,,1.06485,0.128
,,,,1.06441,0.11713
,,,,1.06396,0.13344
,,,,1.06352,0.1369
,,,,1.06308,0.11812
,,,,1.06264,0.12009
,,,,1.0622,0.12405
,,,,1.06176,0.12454
,,,,1.06132,0.13245
,,,,1.06088,0.12059
,,,,1.06044,0.11268
,,,,1.06001,0.11021
,,,,1.05957,0.11268
,,,,1.05913,0.10724
,,,,1.0587,0.11219
,,,,1.05826,0.11021
,,,,1.05783,0.11812
,,,,1.05739,0.11367
,,,,1.05696,0.10625
,,,,1.05653,0.10131
,,,,1.05609,0.10576
,,,,1.05566,0.09291
,,,,1.05523,0.10082
,,,,1.0548,0.09341
,,,,1.05437,0.10082
,,,,1.05394,0.09143
,,,,1.05351,0.10378
,,,,1.05308,0.08995
,,,,1.05265,0.10576
,,,,1.05223,0.10675
,,,,1.0518,0.09538
,,,,1.05137,0.10527
,,,,1.05095,0.10082
,,,,1.05052,0.09044
,,,,1.0501,0.07957
,,,,1.04967,0.08154
,,,,1.04925,0.08846
,,,,1.04882,0.08698
,,,,1.0484,0.08846
,,,,1.04798,0.09291
,,,,1.04756,0.08995
,,,,1.04714,0.07858
,,,,1.04672,0.09835
,,,,1.0463,0.08797
,,,,1.04588,0.08945
,,,,1.04546,0.08303
,,,,1.04504,0.09538
,,,,1.04462,0.08352
,,,,1.04421,0.09439
,,,,1.04379,0.07907
,,,,1.04337,0.08846
,,,,1.04296,0.08945
,,,,1.04254,0.08402
,,,,1.04213,0.09439
,,,,1.04171,0.0771
,,,,1.0413,0.08154
,,,,1.04089,0.08451
,,,,1.04047,0.08402
,,,,1.04006,0.08599
,,,,1.03965,0.08204
,,,,1.03924,0.07611
,,,,1.03883,0.08006
,,,,1.03842,0.07463
,,,,1.03801,0.08995
,,,,1.0376,0.07957
,,,,1.03719,0.07611
,,,,1.03679,0.07018
,,,,1.03638,0.06029
,,,,1.03597,0.06474
,,,,1.03557,0.06869
,,,,1.03516,0.06672
,,,,1.03475,0.08352
,,,,1.03435,0.07314
,,,,1.03395,0.0682
,,,,1.03354,0.06869
,,,,1.03314,0.06919
,,,,1.03274,0.06474
,,,,1.03233,0.0593
,,,,1.03193,0.0766
,,,,1.03153,0.06375
,,,,1.03113,0.07018
,,,,1.03073,0.07759
,,,,1.03033,0.06524
,,,,1.02993,0.06276
,,,,1.02953,0.06622
,,,,1.02913,0.06474
,,,,1.02874,0.06721
,,,,1.02834,0.06524
,,,,1.02794,0.06573
,,,,1.02755,0.06227
,,,,1.02715,0.06079
,,,,1.02676,0.06474
,,,,1.02636,0.07364
,,,,1.02597,0.06079
,,,,1.02557,0.05436
,,,,1.02518,0.07166
,,,,1.02479,0.05387
,,,,1.0244,0.05585
,,,,1.024,0.0514
,,,,1.02361,0.07314
,,,,1.02322,0.0598
,,,,1.02283,0.05585
,,,,1.02244,0.06375
,,,,1.02205,0.06178
,,,,1.02167,0.05782
,,,,1.02128,0.05535
,,,,1.02089,0.05585
,,,,1.0205,0.04843
,,,,1.02012,0.05733
,,,,1.01973,0.05436
,,,,1.01934,0.05634
,,,,1.01896,0.05585
,,,,1.01857,0.05041
,,,,1.01819,0.04942
,,,,1.01781,0.05041
,,,,1.01742,0.06524
,,,,1.01704,0.04695
