model,x_m,y_m
Born_et_al,608934.9,-1566851.8
Born_et_al,608934.9,-1566851.8
Born_et_al,608934.9,-1566851.8
Born_et_al,608934.9,-1566851.8
Born_et_al,608934.9,-1566851.8
Born_et_al,608934.9,-1566851.8
Born_et_al,609414.9,-1562057.2
Born_et_al,610571.4,-1558221.0
Born_et_al,612343.6,-1555258.3
Born_et_al,614670.3,-1553084.0
Born_et_al,617490.8,-1551613.3
Born_et_al,620743.9,-1550761.2
Born_et_al,624368.8,-1550442.7
Born_et_al,628304.5,-1550573.0
Born_et_al,632490.0,-1551067.0
Born_et_al,632490.0,-1551067.0
Born_et_al,632572.5,-1554013.4
Born_et_al,632861.8,-1556874.9
Born_et_al,633420.9,-1559548.5
Born_et_al,634312.8,-1561931.3
Born_et_al,635600.5,-1563920.4
Born_et_al,637346.8,-1565412.7
Born_et_al,639614.8,-1566305.5
Born_et_al,642467.3,-1566495.7
Born_et_al,645967.5,-1565880.4
Born_et_al,645967.5,-1565880.4
Born_et_al,649710.1,-1564521.0
Born_et_al,652416.5,-1562820.7
Born_et_al,654174.5,-1560825.7
Born_et_al,655072.0,-1558581.8
Born_et_al,655197.1,-1556135.1
Born_et_al,654637.7,-1553531.4
Born_et_al,653481.6,-1550816.8
Born_et_al,651816.9,-1548037.3
Born_et_al,649731.5,-1545238.8
Born_et_al,649731.5,-1545238.8
Born_et_al,649731.5,-1545238.8
Born_et_al,649731.5,-1545238.8
Born_et_al,649731.5,-1545238.8
Born_et_al,649731.5,-1545238.8
Born_et_al,649731.5,-1545238.8
Born_et_al,649731.5,-1545238.8
Born_et_al,649731.5,-1545238.8
Born_et_al,649731.5,-1545238.8
Born_et_al,649731.5,-1545238.8
Born_et_al,649731.5,-1545238.8
Born_et_al,649740.0,-1541334.6
Born_et_al,649088.9,-1537921.2
Born_et_al,647856.2,-1534940.4
Born_et_al,646119.9,-1532334.5
Born_et_al,643957.8,-1530045.3
Born_et_al,641448.0,-1528014.9
Born_et_al,638668.4,-1526185.4
Born_et_al,635696.9,-1524498.9
Born_et_al,632611.5,-1522897.2
Born_et_al,632611.5,-1522897.2
Born_et_al,632611.5,-1522897.2
Born_et_al,632611.5,-1522897.2
Born_et_al,632611.5,-1522897.2
Born_et_al,632611.5,-1522897.2
Born_et_al,632611.5,-1522897.2
Born_et_al,632611.5,-1522897.2
Born_et_al,632611.5,-1522897.2
Born_et_al,632611.5,-1522897.2
Born_et_al,632611.5,-1522897.2
Born_et_al,632611.5,-1522897.2
Born_et_al,632611.5,-1522897.2
Born_et_al,632611.5,-1522897.2
Born_et_al,632611.5,-1522897.2
Born_et_al,632611.5,-1522897.2
Born_et_al,632611.5,-1522897.2
Born_et_al,632611.5,-1522897.2
Born_et_al,632611.5,-1522897.2
Born_et_al,632611.5,-1522897.2
Born_et_al,632611.5,-1522897.2
Born_et_al,632611.5,-1522897.2
Born_et_al,632611.5,-1522528.8
Born_et_al,632611.5,-1522153.4
Born_et_al,632611.5,-1521773.0
Born_et_al,632611.5,-1521389.5
Born_et_al,632611.5,-1521005.1
Born_et_al,632611.5,-1520621.7
Born_et_al,632611.5,-1520241.3
Born_et_al,632611.5,-1519865.9
Born_et_al,632611.5,-1519497.4
Born_et_al,632611.5,-1519497.4
Born_et_al,636496.8,-1519443.5
Born_et_al,640382.2,-1519389.5
Born_et_al,644267.6,-1519335.5
Born_et_al,648153.0,-1519281.6
Born_et_al,652038.4,-1519227.6
Born_et_al,655923.8,-1519173.6
Born_et_al,659809.2,-1519119.7
Born_et_al,663694.6,-1519065.7
Born_et_al,667580.0,-1519011.7
Born_et_al,667580.0,-1519011.7
Born_et_al,668088.0,-1518988.8
Born_et_al,668559.0,-1518917.8
Born_et_al,668992.0,-1518795.9
Born_et_al,669386.1,-1518620.0
Born_et_al,669740.2,-1518387.1
Born_et_al,670053.3,-1518094.3
Born_et_al,670324.5,-1517738.6
Born_et_al,670552.6,-1517316.8
Born_et_al,670736.9,-1516826.2
Born_et_al,670736.9,-1516826.2
Born_et_al,670417.2,-1516709.1
Born_et_al,670104.6,-1516600.0
Born_et_al,669797.0,-1516497.9
Born_et_al,669492.4,-1516401.8
Born_et_al,669188.7,-1516310.7
Born_et_al,668884.1,-1516223.5
Born_et_al,668576.5,-1516139.4
Born_et_al,668263.8,-1516057.3
Born_et_al,667944.2,-1515976.2
Born_et_al,667944.2,-1515976.2
Born_et_al,668160.1,-1513669.2
Born_et_al,668375.9,-1511362.2
Born_et_al,668591.8,-1509055.2
Born_et_al,668807.7,-1506748.2
Born_et_al,669023.5,-1504441.2
Born_et_al,669239.4,-1502134.2
Born_et_al,669455.2,-1499827.1
Born_et_al,669671.1,-1497520.1
Born_et_al,669886.9,-1495213.1
Born_et_al,669886.9,-1495213.1
Born_et_al,668401.6,-1493749.4
Born_et_al,666764.4,-1492389.6
Born_et_al,665075.2,-1491066.8
Born_et_al,663433.9,-1489714.0
Born_et_al,661940.6,-1488264.3
Born_et_al,660695.1,-1486650.7
Born_et_al,659797.4,-1484806.2
Born_et_al,659347.3,-1482663.9
Born_et_al,659444.9,-1480156.9
Born_et_al,659444.9,-1480156.9
Born_et_al,658348.0,-1480035.6
Born_et_al,657244.1,-1479915.4
Born_et_al,656135.2,-1479797.1
Born_et_al,655023.2,-1479681.8
Born_et_al,653910.3,-1479570.6
Born_et_al,652798.4,-1479464.3
Born_et_al,651689.5,-1479364.0
Born_et_al,650585.6,-1479270.8
Born_et_al,649488.6,-1479185.5
Born_et_al,649488.6,-1479185.5
Born_et_al,648167.7,-1478156.7
Born_et_al,646862.7,-1477115.8
Born_et_al,645553.8,-1476096.0
Born_et_al,644220.8,-1475130.1
Born_et_al,642843.9,-1474251.2
Born_et_al,641403.1,-1473492.2
Born_et_al,639878.2,-1472886.1
Born_et_al,638249.5,-1472465.8
Born_et_al,636496.8,-1472264.5
Born_et_al,636496.8,-1472264.5
Born_et_al,636488.5,-1472264.5
Born_et_al,636466.2,-1472264.5
Born_et_al,636433.9,-1472264.5
Born_et_al,636395.6,-1472264.5
Born_et_al,636355.3,-1472264.5
Born_et_al,636317.0,-1472264.5
Born_et_al,636284.7,-1472264.5
Born_et_al,636262.3,-1472264.5
Born_et_al,636254.0,-1472264.5
Born_et_al,636254.0,-1472264.5
Born_et_al,635282.7,-1470722.3
Born_et_al,634311.3,-1469173.1
Born_et_al,633340.0,-1467619.0
Born_et_al,632368.6,-1466061.8
Born_et_al,631397.3,-1464503.7
Born_et_al,630425.9,-1462946.5
Born_et_al,629454.6,-1461392.3
Born_et_al,628483.2,-1459843.2
Born_et_al,627511.9,-1458301.0
Born_et_al,627511.9,-1458301.0
Born_et_al,624270.7,-1458030.3
Born_et_al,620964.6,-1458141.4
Born_et_al,617627.5,-1458440.4
Born_et_al,614293.4,-1458733.4
Born_et_al,610996.3,-1458826.5
Born_et_al,607770.1,-1458525.9
Born_et_al,604648.9,-1457637.6
Born_et_al,601666.6,-1455967.8
Born_et_al,598857.1,-1453322.7
Born_et_al,598857.1,-1453322.7
Born_et_al,599041.5,-1452755.9
Born_et_al,599189.9,-1452188.1
Born_et_al,599302.3,-1451618.3
Born_et_al,599378.8,-1451045.5
Born_et_al,599419.3,-1450468.7
Born_et_al,599423.7,-1449886.9
Born_et_al,599392.3,-1449299.2
Born_et_al,599324.8,-1448704.4
Born_et_al,599221.4,-1448101.6
Born_et_al,599221.4,-1448101.6
Born_et_al,599873.1,-1447449.9
Born_et_al,600531.8,-1446791.1
Born_et_al,601195.6,-1446127.4
Born_et_al,601862.3,-1445460.6
Born_et_al,602530.0,-1444792.9
Born_et_al,603196.7,-1444126.2
Born_et_al,603860.4,-1443462.4
Born_et_al,604519.2,-1442803.7
Born_et_al,605170.9,-1442151.9
Born_et_al,605170.9,-1442151.9
Born_et_al,603165.7,-1442060.5
Born_et_al,601136.6,-1442050.0
Born_et_al,599113.5,-1442030.5
Born_et_al,597126.3,-1441912.1
Born_et_al,595205.1,-1441604.8
Born_et_al,593379.8,-1441018.7
Born_et_al,591680.4,-1440063.8
Born_et_al,590137.0,-1438650.2
Born_et_al,588779.4,-1436688.0
Born_et_al,588779.4,-1436688.0
Born_et_al,591324.2,-1436678.5
Born_et_al,593821.0,-1436594.0
Born_et_al,596212.9,-1436350.7
Born_et_al,598442.9,-1435864.5
Born_et_al,600454.1,-1435051.5
Born_et_al,602189.4,-1433827.8
Born_et_al,603591.9,-1432109.4
Born_et_al,604604.8,-1429812.4
Born_et_al,605170.9,-1426852.8
Born_et_al,605170.9,-1426852.8
Born_et_al,605211.4,-1426852.8
Born_et_al,605251.8,-1426852.8
Born_et_al,605292.3,-1426852.8
Born_et_al,605332.8,-1426852.8
Born_et_al,605373.3,-1426852.8
Born_et_al,605413.7,-1426852.8
Born_et_al,605454.2,-1426852.8
Born_et_al,605494.7,-1426852.8
Born_et_al,605535.1,-1426852.8
Born_et_al,605535.1,-1426852.8
Born_et_al,605733.3,-1426484.4
Born_et_al,605924.5,-1426109.0
Born_et_al,606110.8,-1425728.6
Born_et_al,606294.0,-1425345.1
Born_et_al,606476.2,-1424960.7
Born_et_al,606659.4,-1424577.3
Born_et_al,606845.6,-1424196.9
Born_et_al,607036.8,-1423821.5
Born_et_al,607235.0,-1423453.0
Born_et_al,607235.0,-1423453.0
Born_et_al,607028.5,-1423088.9
Born_et_al,606815.0,-1422725.8
Born_et_al,606596.4,-1422364.7
Born_et_al,606374.9,-1422006.6
Born_et_al,606152.4,-1421652.5
Born_et_al,605930.9,-1421303.4
Born_et_al,605712.4,-1420960.3
Born_et_al,605498.8,-1420624.2
Born_et_al,605292.3,-1420296.1
Born_et_al,605292.3,-1420296.1
Born_et_al,605230.0,-1417856.3
Born_et_al,605135.7,-1415438.6
Born_et_al,604905.6,-1413109.7
Born_et_al,604435.5,-1410936.8
Born_et_al,603621.8,-1408986.7
Born_et_al,602360.3,-1407326.5
Born_et_al,600547.2,-1406023.0
Born_et_al,598078.5,-1405143.2
Born_et_al,594850.3,-1404754.1
Born_et_al,594850.3,-1404754.1
Born_et_al,591198.6,-1404957.2
Born_et_al,588409.3,-1405820.8
Born_et_al,586346.5,-1407241.0
Born_et_al,584874.4,-1409114.0
Born_et_al,583856.9,-1411335.7
Born_et_al,583158.2,-1413802.3
Born_et_al,582642.4,-1416409.8
Born_et_al,582173.5,-1419054.2
Born_et_al,581615.7,-1421631.7
Born_et_al,581615.7,-1421631.7
Born_et_al,581170.5,-1421640.5
Born_et_al,580725.3,-1421666.4
Born_et_al,580280.1,-1421708.2
Born_et_al,579834.9,-1421765.0
Born_et_al,579389.7,-1421835.7
Born_et_al,578944.5,-1421919.5
Born_et_al,578499.3,-1422015.3
Born_et_al,578054.1,-1422122.1
Born_et_al,577608.9,-1422238.8
Born_et_al,577608.9,-1422238.8
Born_et_al,577608.9,-1422023.0
Born_et_al,577608.9,-1421807.1
Born_et_al,577608.9,-1421591.2
Born_et_al,577608.9,-1421375.4
Born_et_al,577608.9,-1421159.5
Born_et_al,577608.9,-1420943.7
Born_et_al,577608.9,-1420727.8
Born_et_al,577608.9,-1420511.9
Born_et_al,577608.9,-1420296.1
Born_et_al,577608.9,-1420296.1
Born_et_al,577409.7,-1417257.4
Born_et_al,577508.3,-1414154.7
Born_et_al,577734.8,-1411023.1
Born_et_al,577919.4,-1407897.4
Born_et_al,577892.0,-1404812.8
Born_et_al,577483.0,-1401804.0
Born_et_al,576522.3,-1398906.2
Born_et_al,574840.1,-1396154.4
Born_et_al,572266.5,-1393583.4
Born_et_al,572266.5,-1393583.4
Born_et_al,572266.5,-1393583.4
Born_et_al,572266.5,-1393583.4
Born_et_al,572266.5,-1393583.4
Born_et_al,572266.5,-1393583.4
Born_et_al,572266.5,-1393583.4
Born_et_al,572266.5,-1393583.4
Born_et_al,572266.5,-1393583.4
Born_et_al,572266.5,-1393583.4
Born_et_al,572266.5,-1393583.4
Born_et_al,572266.5,-1393583.4
Born_et_al,570605.6,-1395088.0
Born_et_al,569385.4,-1396680.7
Born_et_al,568543.0,-1398350.3
Born_et_al,568015.3,-1400085.8
Born_et_al,567739.5,-1401876.3
Born_et_al,567652.6,-1403710.8
Born_et_al,567691.6,-1405578.3
Born_et_al,567793.5,-1407467.7
Born_et_al,567895.4,-1409368.1
Born_et_al,567895.4,-1409368.1
Born_et_al,566716.5,-1408613.8
Born_et_al,565461.7,-1408019.4
Born_et_al,564153.9,-1407537.8
Born_et_al,562816.2,-1407122.3
Born_et_al,561471.4,-1406725.7
Born_et_al,560142.6,-1406301.1
Born_et_al,558852.8,-1405801.6
Born_et_al,557625.0,-1405180.2
Born_et_al,556482.1,-1404389.9
Born_et_al,556482.1,-1404389.9
Born_et_al,552313.4,-1404394.9
Born_et_al,549772.6,-1405257.3
Born_et_al,548508.9,-1406791.3
Born_et_al,548171.7,-1408811.0
Born_et_al,548410.0,-1411130.5
Born_et_al,548873.2,-1413563.9
Born_et_al,549210.5,-1415925.4
Born_et_al,549071.1,-1418029.0
Born_et_al,548104.2,-1419689.0
Born_et_al,548104.2,-1419689.0
Born_et_al,548104.2,-1419689.0
Born_et_al,548104.2,-1419689.0
Born_et_al,548104.2,-1419689.0
Born_et_al,548104.2,-1419689.0
Born_et_al,548104.2,-1419689.0
Born_et_al,548104.2,-1419689.0
Born_et_al,548104.2,-1419689.0
Born_et_al,548104.2,-1419689.0
Born_et_al,548104.2,-1419689.0
Born_et_al,548104.2,-1419689.0
Born_et_al,547173.2,-1419684.6
Born_et_al,546241.1,-1419672.3
Born_et_al,545307.1,-1419653.0
Born_et_al,544370.1,-1419627.7
Born_et_al,543429.0,-1419597.4
Born_et_al,542483.0,-1419563.1
Born_et_al,541531.0,-1419525.7
Born_et_al,540571.9,-1419486.4
Born_et_al,539604.9,-1419446.1
Born_et_al,539604.9,-1419446.1
Born_et_al,538961.7,-1419765.6
Born_et_al,538326.4,-1419996.1
Born_et_al,537698.2,-1420138.7
Born_et_al,537076.0,-1420194.3
Born_et_al,536458.7,-1420164.0
Born_et_al,535845.4,-1420048.7
Born_et_al,535235.2,-1419849.5
Born_et_al,534626.9,-1419567.4
Born_et_al,534019.7,-1419203.3
Born_et_al,534019.7,-1419203.3
Born_et_al,533297.5,-1417257.2
Born_et_al,532559.3,-1415327.1
Born_et_al,531762.2,-1413447.0
Born_et_al,530863.1,-1411650.8
Born_et_al,529819.2,-1409972.6
Born_et_al,528587.3,-1408446.2
Born_et_al,527124.6,-1407105.8
Born_et_al,525388.1,-1405985.2
Born_et_al,523334.8,-1405118.4
Born_et_al,523334.8,-1405118.4
Born_et_al,523892.8,-1403548.6
Born_et_al,524209.9,-1401994.7
Born_et_al,524315.2,-1400454.9
Born_et_al,524237.6,-1398927.1
Born_et_al,524006.1,-1397409.2
Born_et_al,523649.6,-1395899.4
Born_et_al,523197.3,-1394395.5
Born_et_al,522678.0,-1392895.6
Born_et_al,522120.7,-1391397.8
Born_et_al,522120.7,-1391397.8
Born_et_al,521309.2,-1389581.9
Born_et_al,520485.8,-1387781.1
Born_et_al,519638.3,-1386001.3
Born_et_al,518754.9,-1384248.4
Born_et_al,517823.5,-1382528.5
Born_et_al,516832.2,-1380847.6
Born_et_al,515768.9,-1379211.6
Born_et_al,514621.7,-1377626.7
Born_et_al,513378.5,-1376098.7
Born_et_al,513378.5,-1376098.7
Born_et_al,514166.8,-1375254.2
Born_et_al,514837.2,-1374343.8
Born_et_al,515397.7,-1373373.4
Born_et_al,515856.2,-1372349.1
Born_et_al,516220.8,-1371276.8
Born_et_al,516499.4,-1370162.5
Born_et_al,516700.1,-1369012.2
Born_et_al,516830.9,-1367832.0
Born_et_al,516899.7,-1366627.8
Born_et_al,516899.7,-1366627.8
Born_et_al,515933.2,-1365525.0
Born_et_al,515022.6,-1364308.3
Born_et_al,514116.0,-1363079.6
Born_et_al,513161.5,-1361940.8
Born_et_al,512107.1,-1360993.9
Born_et_al,510900.7,-1360340.9
Born_et_al,509490.5,-1360083.5
Born_et_al,507824.4,-1360323.9
Born_et_al,505850.6,-1361163.8
Born_et_al,505850.6,-1361163.8
Born_et_al,505383.4,-1361933.5
Born_et_al,504874.2,-1362626.2
Born_et_al,504326.1,-1363246.0
Born_et_al,503742.0,-1363796.8
Born_et_al,503124.9,-1364282.6
Born_et_al,502477.9,-1364707.5
Born_et_al,501803.8,-1365075.5
Born_et_al,501105.8,-1365390.4
Born_et_al,500386.8,-1365656.4
Born_et_al,500386.8,-1365656.4
Born_et_al,499977.9,-1365332.5
Born_et_al,499562.0,-1365007.5
Born_et_al,499141.1,-1364680.5
Born_et_al,498717.2,-1364350.6
Born_et_al,498292.3,-1364016.6
Born_et_al,497868.5,-1363677.7
Born_et_al,497447.6,-1363332.8
Born_et_al,497031.7,-1362980.8
Born_et_al,496622.8,-1362620.9
Born_et_al,496622.8,-1362620.9
Born_et_al,495844.8,-1361990.8
Born_et_al,495048.8,-1361393.7
Born_et_al,494234.9,-1360826.5
Born_et_al,493402.9,-1360286.4
Born_et_al,492553.0,-1359770.2
Born_et_al,491685.1,-1359275.0
Born_et_al,490799.2,-1358797.9
Born_et_al,489895.3,-1358335.6
Born_et_al,488973.4,-1357885.4
Born_et_al,488973.4,-1357885.4
Born_et_al,488973.4,-1357683.1
Born_et_al,488973.4,-1357480.7
Born_et_al,488973.4,-1357278.3
Born_et_al,488973.4,-1357076.0
Born_et_al,488973.4,-1356873.6
Born_et_al,488973.4,-1356671.2
Born_et_al,488973.4,-1356468.9
Born_et_al,488973.4,-1356266.5
Born_et_al,488973.4,-1356064.1
Born_et_al,488973.4,-1356064.1
Born_et_al,488554.9,-1355483.8
Born_et_al,488107.3,-1354956.5
Born_et_al,487628.8,-1354481.1
Born_et_al,487117.3,-1354056.8
Born_et_al,486570.9,-1353682.3
Born_et_al,485987.4,-1353356.9
Born_et_al,485365.0,-1353079.4
Born_et_al,484701.6,-1352848.9
Born_et_al,483995.3,-1352664.3
Born_et_al,483995.3,-1352664.3
Born_et_al,483279.9,-1352695.5
Born_et_al,482589.5,-1352787.6
Born_et_al,481922.2,-1352938.6
Born_et_al,481275.8,-1353146.7
Born_et_al,480648.3,-1353409.7
Born_et_al,480037.9,-1353725.6
Born_et_al,479442.5,-1354092.6
Born_et_al,478860.0,-1354508.5
Born_et_al,478288.6,-1354971.3
Born_et_al,478288.6,-1354971.3
Born_et_al,478001.1,-1355011.8
Born_et_al,477706.7,-1355052.3
Born_et_al,477407.2,-1355092.7
Born_et_al,477104.7,-1355133.2
Born_et_al,476801.3,-1355173.7
Born_et_al,476498.8,-1355214.2
Born_et_al,476199.3,-1355254.6
Born_et_al,475904.9,-1355295.1
Born_et_al,475617.4,-1355335.6
Born_et_al,475617.4,-1355335.6
Born_et_al,475500.1,-1355335.6
Born_et_al,475389.9,-1355335.6
Born_et_al,475284.6,-1355335.6
Born_et_al,475182.4,-1355335.6
Born_et_al,475081.1,-1355335.6
Born_et_al,474978.8,-1355335.6
Born_et_al,474873.6,-1355335.6
Born_et_al,474763.3,-1355335.6
Born_et_al,474646.0,-1355335.6
Born_et_al,474646.0,-1355335.6
Born_et_al,473509.3,-1355406.0
Born_et_al,472369.6,-1355467.5
Born_et_al,471232.8,-1355538.0
Born_et_al,470105.1,-1355635.4
Born_et_al,468992.3,-1355777.8
Born_et_al,467900.6,-1355983.2
Born_et_al,466835.8,-1356269.5
Born_et_al,465804.0,-1356654.7
Born_et_al,464811.2,-1357156.9
Born_et_al,464811.2,-1357156.9
Born_et_al,464730.2,-1357157.2
Born_et_al,464649.3,-1357159.6
Born_et_al,464568.3,-1357165.9
Born_et_al,464487.4,-1357178.2
Born_et_al,464406.4,-1357198.6
Born_et_al,464325.5,-1357228.9
Born_et_al,464244.5,-1357271.2
Born_et_al,464163.6,-1357327.5
Born_et_al,464082.6,-1357399.8
Born_et_al,464082.6,-1357399.8
Born_et_al,463488.9,-1357732.7
Born_et_al,462921.1,-1358084.6
Born_et_al,462378.3,-1358456.6
Born_et_al,461859.5,-1358849.5
Born_et_al,461363.6,-1359264.4
Born_et_al,460889.8,-1359702.3
Born_et_al,460436.9,-1360164.1
Born_et_al,460004.0,-1360651.0
Born_et_al,459590.2,-1361163.8
Born_et_al,459590.2,-1361163.8
Born_et_al,459221.7,-1361168.2
Born_et_al,458846.3,-1361180.5
Born_et_al,458465.9,-1361199.8
Born_et_al,458082.5,-1361225.1
Born_et_al,457698.1,-1361255.4
Born_et_al,457314.7,-1361289.7
Born_et_al,456934.3,-1361327.0
Born_et_al,456558.9,-1361366.4
Born_et_al,456190.4,-1361406.7
Born_et_al,456190.4,-1361406.7
Born_et_al,455741.1,-1363547.6
Born_et_al,455284.7,-1365681.6
Born_et_al,454823.4,-1367810.5
Born_et_al,454359.0,-1369936.5
Born_et_al,453893.6,-1372061.4
Born_et_al,453429.3,-1374187.4
Born_et_al,452967.9,-1376316.4
Born_et_al,452511.6,-1378450.3
Born_et_al,452062.2,-1380591.3
Born_et_al,452062.2,-1380591.3
Born_et_al,451859.5,-1380591.3
Born_et_al,451654.8,-1380591.3
Born_et_al,451446.1,-1380591.3
Born_et_al,451231.4,-1380591.3
Born_et_al,451008.8,-1380591.3
Born_et_al,450776.1,-1380591.3
Born_et_al,450531.4,-1380591.3
Born_et_al,450272.7,-1380591.3
Born_et_al,449998.1,-1380591.3
Born_et_al,449998.1,-1380591.3
Born_et_al,448466.3,-1381008.0
Born_et_al,447016.4,-1381586.6
Born_et_al,445631.5,-1382291.2
Born_et_al,444294.6,-1383085.6
Born_et_al,442988.6,-1383934.1
Born_et_al,441696.7,-1384800.5
Born_et_al,440401.7,-1385649.0
Born_et_al,439086.8,-1386443.5
Born_et_al,437734.8,-1387148.0
Born_et_al,437734.8,-1387148.0
Born_et_al,435330.1,-1389324.4
Born_et_al,432914.4,-1391499.9
Born_et_al,430521.7,-1393700.3
Born_et_al,428185.9,-1395951.7
Born_et_al,425941.1,-1398280.0
Born_et_al,423821.2,-1400711.2
Born_et_al,421860.2,-1403271.4
Born_et_al,420092.0,-1405986.5
Born_et_al,418550.7,-1408882.5
Born_et_al,418550.7,-1408882.5
Born_et_al,418550.7,-1408882.5
Born_et_al,418550.7,-1408882.5
Born_et_al,418550.7,-1408882.5
Born_et_al,418550.7,-1408882.5
Born_et_al,418550.7,-1408882.5
Born_et_al,418550.7,-1408882.5
Born_et_al,418550.7,-1408882.5
Born_et_al,418550.7,-1408882.5
Born_et_al,418550.7,-1408882.5
Born_et_al,418550.7,-1408882.5
Born_et_al,417063.1,-1407760.9
Born_et_al,415517.4,-1406817.1
Born_et_al,413918.8,-1406040.3
Born_et_al,412272.3,-1405419.4
Born_et_al,410582.7,-1404943.3
Born_et_al,408855.2,-1404601.2
Born_et_al,407094.7,-1404382.0
Born_et_al,405306.3,-1404274.8
Born_et_al,403494.8,-1404268.4
Born_et_al,403494.8,-1404268.4
Born_et_al,403211.7,-1404276.9
Born_et_al,402929.5,-1404300.4
Born_et_al,402649.4,-1404335.9
Born_et_al,402372.3,-1404380.4
Born_et_al,402099.1,-1404430.8
Born_et_al,401830.9,-1404484.3
Born_et_al,401568.8,-1404537.8
Born_et_al,401313.6,-1404588.2
Born_et_al,401066.5,-1404632.7
Born_et_al,401066.5,-1404632.7
Born_et_al,401066.5,-1404632.7
Born_et_al,401066.5,-1404632.7
Born_et_al,401066.5,-1404632.7
Born_et_al,401066.5,-1404632.7
Born_et_al,401066.5,-1404632.7
Born_et_al,401066.5,-1404632.7
Born_et_al,401066.5,-1404632.7
Born_et_al,401066.5,-1404632.7
Born_et_al,401066.5,-1404632.7
Born_et_al,401066.5,-1404632.7
Born_et_al,398567.0,-1404481.0
Born_et_al,396252.4,-1404516.1
Born_et_al,394127.6,-1404745.1
Born_et_al,392197.8,-1405175.0
Born_et_al,390467.7,-1405812.8
Born_et_al,388942.6,-1406665.4
Born_et_al,387627.3,-1407739.9
Born_et_al,386526.9,-1409043.2
Born_et_al,385646.3,-1410582.4
Born_et_al,385646.3,-1410582.4
Born_et_al,385399.3,-1410740.1
Born_et_al,385145.3,-1410890.8
Born_et_al,384886.3,-1411036.6
Born_et_al,384624.3,-1411179.3
Born_et_al,384361.3,-1411321.0
Born_et_al,384099.4,-1411463.8
Born_et_al,383840.4,-1411609.5
Born_et_al,383586.4,-1411760.3
Born_et_al,383339.4,-1411918.0
Born_et_al,383339.4,-1411918.0
Born_et_al,382610.9,-1412143.4
Born_et_al,381882.3,-1412335.7
Born_et_al,381153.8,-1412498.1
Born_et_al,380425.3,-1412633.5
Born_et_al,379696.8,-1412745.0
Born_et_al,378968.3,-1412835.4
Born_et_al,378239.8,-1412907.9
Born_et_al,377511.3,-1412965.3
Born_et_al,376782.8,-1413010.8
Born_et_al,376782.8,-1413010.8
Born_et_al,373308.1,-1411507.6
Born_et_al,370678.9,-1409367.8
Born_et_al,368688.2,-1406746.3
Born_et_al,367129.3,-1403798.1
Born_et_al,365795.1,-1400677.9
Born_et_al,364479.0,-1397540.8
Born_et_al,362974.0,-1394541.6
Born_et_al,361073.3,-1391835.2
Born_et_al,358570.0,-1389576.4
Born_et_al,358570.0,-1389576.4
Born_et_al,356253.6,-1387558.8
Born_et_al,353979.1,-1385496.1
Born_et_al,351716.6,-1383424.4
Born_et_al,349436.1,-1381379.7
Born_et_al,347107.7,-1379398.0
