model,x_m,y_m
Born_et_al,165150.4,-2777302.5
Born_et_al,165150.4,-2777181.1
Born_et_al,165150.4,-2777059.6
Born_et_al,165150.4,-2776938.2
Born_et_al,165150.4,-2776816.8
Born_et_al,165150.4,-2776695.4
Born_et_al,165150.4,-2776573.9
Born_et_al,165150.4,-2776452.5
Born_et_al,165150.4,-2776452.5
Born_et_al,165403.6,-2775198.3
Born_et_al,165682.7,-2773947.1
Born_et_al,165995.8,-2772701.9
Born_et_al,166350.9,-2771465.7
Born_et_al,166756.0,-2770241.5
Born_et_al,167219.0,-2769032.3
Born_et_al,167748.0,-2767841.1
Born_et_al,168350.9,-2766670.8
Born_et_al,169035.8,-2765524.6
Born_et_al,169035.8,-2765524.6
Born_et_al,169585.9,-2764507.7
Born_et_al,170091.1,-2763478.9
Born_et_al,170533.3,-2762435.1
Born_et_al,170894.5,-2761373.3
Born_et_al,171156.9,-2760290.5
Born_et_al,171302.3,-2759183.7
Born_et_al,171312.8,-2758049.9
Born_et_al,171170.4,-2756886.2
Born_et_al,170857.1,-2755689.5
Born_et_al,170857.1,-2755689.5
Born_et_al,170220.0,-2751475.3
Born_et_al,168440.7,-2746908.5
Born_et_al,166202.7,-2742202.7
Born_et_al,164189.5,-2737571.8
Born_et_al,163084.8,-2733229.8
Born_et_al,163572.0,-2729390.5
Born_et_al,166334.6,-2726267.6
Born_et_al,172056.3,-2724075.2
Born_et_al,181420.5,-2723027.1
Born_et_al,181420.5,-2723027.1
Born_et_al,184180.0,-2725016.1
Born_et_al,187028.4,-2726491.5
Born_et_al,189955.7,-2727515.2
Born_et_al,192952.1,-2728149.1
Born_et_al,196007.3,-2728455.2
Born_et_al,199111.6,-2728495.5
Born_et_al,202254.8,-2728332.0
Born_et_al,205427.0,-2728026.5
Born_et_al,208618.2,-2727641.1
Born_et_al,208618.2,-2727641.1
Born_et_al,212410.3,-2724882.5
Born_et_al,215220.1,-2721816.2
Born_et_al,217189.4,-2718485.0
Born_et_al,218460.3,-2714932.0
Born_et_al,219174.4,-2711200.1
Born_et_al,219473.9,-2707332.2
Born_et_al,219500.6,-2703371.5
Born_et_al,219396.3,-2699360.7
Born_et_al,219303.0,-2695343.0
Born_et_al,219303.0,-2695343.0
Born_et_al,221014.4,-2693817.6
Born_et_al,222219.1,-2691918.5
Born_et_al,223094.0,-2689775.6
Born_et_al,223816.0,-2687518.7
Born_et_al,224562.0,-2685277.8
Born_et_al,225508.9,-2683182.8
Born_et_al,226833.5,-2681363.7
Born_et_al,228712.7,-2679950.3
Born_et_al,231323.5,-2679072.5
Born_et_al,231323.5,-2679072.5
Born_et_al,236672.2,-2677744.9
Born_et_al,241879.0,-2676123.4
Born_et_al,246955.0,-2674229.1
Born_et_al,251911.0,-2672083.0
Born_et_al,256758.0,-2669706.1
Born_et_al,261507.2,-2667119.2
Born_et_al,266169.4,-2664343.5
Born_et_al,270755.6,-2661399.9
Born_et_al,275276.9,-2658309.4
Born_et_al,275276.9,-2658309.4
Born_et_al,275875.5,-2658291.6
Born_et_al,276459.1,-2658238.8
Born_et_al,277030.8,-2658152.0
Born_et_al,277593.4,-2658032.3
Born_et_al,278150.0,-2657880.5
Born_et_al,278703.6,-2657697.8
Born_et_al,279257.3,-2657485.1
Born_et_al,279813.9,-2657243.5
Born_et_al,280376.5,-2656973.8
Born_et_al,280376.5,-2656973.8
Born_et_al,283002.6,-2657311.4
Born_et_al,285618.7,-2657579.1
Born_et_al,288223.7,-2657751.8
Born_et_al,290816.8,-2657804.6
Born_et_al,293396.9,-2657712.5
Born_et_al,295963.0,-2657450.5
Born_et_al,298514.2,-2656993.6
Born_et_al,301049.3,-2656316.9
Born_et_al,303567.4,-2655395.3
Born_et_al,303567.4,-2655395.3
Born_et_al,303567.4,-2655395.3
Born_et_al,303567.4,-2655395.3
Born_et_al,303567.4,-2655395.3
Born_et_al,303567.4,-2655395.3
Born_et_al,303567.4,-2655395.3
Born_et_al,303567.4,-2655395.3
Born_et_al,303567.4,-2655395.3
Born_et_al,303567.4,-2655395.3
Born_et_al,303567.4,-2655395.3
Born_et_al,303567.4,-2655395.3
Born_et_al,303567.4,-2655395.3
Born_et_al,303567.4,-2655395.3
Born_et_al,303567.4,-2655395.3
Born_et_al,303567.4,-2655395.3
Born_et_al,303567.4,-2655395.3
Born_et_al,303567.4,-2655395.3
Born_et_al,303567.4,-2655395.3
Born_et_al,303567.4,-2655395.3
Born_et_al,303567.4,-2655395.3
Born_et_al,303567.4,-2655395.3
Born_et_al,305303.6,-2655035.2
Born_et_al,307032.8,-2654682.1
Born_et_al,308757.0,-2654334.0
Born_et_al,310478.1,-2653988.9
Born_et_al,312198.3,-2653644.8
Born_et_al,313919.5,-2653299.7
Born_et_al,315643.7,-2652951.6
Born_et_al,317372.8,-2652598.5
Born_et_al,319109.0,-2652238.4
Born_et_al,319109.0,-2652238.4
Born_et_al,321654.6,-2649162.3
Born_et_al,324193.3,-2646086.3
Born_et_al,326726.9,-2643010.3
Born_et_al,329257.5,-2639934.3
Born_et_al,331787.2,-2636858.3
Born_et_al,334317.8,-2633782.3
Born_et_al,336851.4,-2630706.3
Born_et_al,339390.0,-2627630.3
Born_et_al,341935.7,-2624554.3
Born_et_al,341935.7,-2624554.3
Born_et_al,343014.9,-2622179.8
Born_et_al,344094.2,-2619805.3
Born_et_al,345173.5,-2617430.9
Born_et_al,346252.8,-2615056.4
Born_et_al,347332.0,-2612681.9
Born_et_al,348411.3,-2610307.5
Born_et_al,349490.6,-2607933.0
Born_et_al,350569.9,-2605558.5
Born_et_al,351649.1,-2603184.1
Born_et_al,351649.1,-2603184.1
Born_et_al,352939.9,-2603059.3
Born_et_al,354222.8,-2602932.6
Born_et_al,355498.6,-2602810.8
Born_et_al,356768.4,-2602701.1
Born_et_al,358033.2,-2602610.3
Born_et_al,359294.0,-2602545.5
Born_et_al,360551.8,-2602513.7
Born_et_al,361807.7,-2602521.8
Born_et_al,363062.5,-2602577.0
Born_et_al,363062.5,-2602577.0
Born_et_al,363062.5,-2602577.0
Born_et_al,363062.5,-2602577.0
Born_et_al,363062.5,-2602577.0
Born_et_al,363062.5,-2602577.0
Born_et_al,363062.5,-2602577.0
Born_et_al,363062.5,-2602577.0
Born_et_al,363062.5,-2602577.0
Born_et_al,363062.5,-2602577.0
Born_et_al,363062.5,-2602577.0
Born_et_al,363062.5,-2602577.0
Born_et_al,363062.5,-2602577.0
Born_et_al,363062.5,-2602577.0
Born_et_al,363062.5,-2602577.0
Born_et_al,363062.5,-2602577.0
Born_et_al,363062.5,-2602577.0
Born_et_al,363062.5,-2602577.0
Born_et_al,363062.5,-2602577.0
Born_et_al,363062.5,-2602577.0
Born_et_al,363062.5,-2602577.0
Born_et_al,363062.5,-2602577.0
Born_et_al,366785.8,-2602577.0
Born_et_al,370508.2,-2602577.0
Born_et_al,374228.5,-2602577.0
Born_et_al,377945.8,-2602577.0
Born_et_al,381659.2,-2602577.0
Born_et_al,385367.5,-2602577.0
Born_et_al,389069.9,-2602577.0
Born_et_al,392765.2,-2602577.0
Born_et_al,396452.6,-2602577.0
Born_et_al,396452.6,-2602577.0
Born_et_al,396452.6,-2602577.0
Born_et_al,396452.6,-2602577.0
Born_et_al,396452.6,-2602577.0
Born_et_al,396452.6,-2602577.0
Born_et_al,396452.6,-2602577.0
Born_et_al,396452.6,-2602577.0
Born_et_al,396452.6,-2602577.0
Born_et_al,396452.6,-2602577.0
Born_et_al,396452.6,-2602577.0
Born_et_al,396452.6,-2602577.0
Born_et_al,396452.6,-2602577.0
Born_et_al,396452.6,-2602577.0
Born_et_al,396452.6,-2602577.0
Born_et_al,396452.6,-2602577.0
Born_et_al,396452.6,-2602577.0
Born_et_al,396452.6,-2602577.0
Born_et_al,396452.6,-2602577.0
Born_et_al,396452.6,-2602577.0
Born_et_al,396452.6,-2602577.0
Born_et_al,396452.6,-2602577.0
Born_et_al,401102.1,-2601311.3
Born_et_al,405102.1,-2599314.1
Born_et_al,408585.4,-2596735.2
Born_et_al,411685.0,-2593724.7
Born_et_al,414533.7,-2590432.3
Born_et_al,417264.6,-2587008.0
Born_et_al,420010.4,-2583601.7
Born_et_al,422904.1,-2580363.3
Born_et_al,426078.7,-2577442.7
Born_et_al,426078.7,-2577442.7
Born_et_al,426479.1,-2577425.4
Born_et_al,426871.5,-2577376.1
Born_et_al,427256.9,-2577298.8
Born_et_al,427636.3,-2577197.6
Born_et_al,428010.7,-2577076.3
Born_et_al,428381.1,-2576939.1
Born_et_al,428748.5,-2576789.8
Born_et_al,429114.0,-2576632.6
Born_et_al,429478.4,-2576471.4
Born_et_al,429478.4,-2576471.4
Born_et_al,430081.3,-2577118.9
Born_et_al,430677.2,-2577766.5
Born_et_al,431268.2,-2578414.1
Born_et_al,431856.1,-2579061.7
Born_et_al,432443.1,-2579709.3
Born_et_al,433031.0,-2580356.8
Born_et_al,433621.9,-2581004.4
Born_et_al,434217.9,-2581652.0
Born_et_al,434820.8,-2582299.6
Born_et_al,434820.8,-2582299.6
Born_et_al,443963.0,-2571923.3
Born_et_al,452492.6,-2561250.2
Born_et_al,460354.6,-2550244.3
Born_et_al,467494.2,-2538869.7
Born_et_al,473856.2,-2527090.3
Born_et_al,479385.9,-2514870.2
Born_et_al,484028.1,-2502173.4
Born_et_al,487727.9,-2488963.9
Born_et_al,490430.4,-2475205.8
Born_et_al,490430.4,-2475205.8
Born_et_al,492313.3,-2463814.5
Born_et_al,494449.1,-2452485.2
Born_et_al,496910.6,-2441243.8
Born_et_al,499770.8,-2430116.3
Born_et_al,503102.8,-2419128.8
Born_et_al,506979.3,-2408307.1
Born_et_al,511473.5,-2397677.3
Born_et_al,516658.2,-2387265.4
Born_et_al,522606.3,-2377097.3
Born_et_al,522606.3,-2377097.3
Born_et_al,527009.7,-2370070.3
Born_et_al,531427.1,-2363109.3
Born_et_al,536025.3,-2356388.2
Born_et_al,540971.3,-2350080.8
Born_et_al,546432.0,-2344361.0
Born_et_al,552574.2,-2339402.7
Born_et_al,559564.8,-2335379.8
Born_et_al,567570.8,-2332466.2
Born_et_al,576759.0,-2330835.7
Born_et_al,576759.0,-2330835.7
Born_et_al,587837.2,-2328936.8
Born_et_al,597858.1,-2325564.8
Born_et_al,606969.7,-2320928.6
Born_et_al,615319.7,-2315237.1
Born_et_al,623056.2,-2308699.2
Born_et_al,630327.0,-2301523.7
Born_et_al,637280.0,-2293919.4
Born_et_al,644063.1,-2286095.3
Born_et_al,650824.2,-2278260.2
Born_et_al,650824.2,-2278260.2
Born_et_al,665984.0,-2271146.5
Born_et_al,679842.7,-2262705.6
Born_et_al,692565.2,-2253103.5
Born_et_al,704316.3,-2242506.0
Born_et_al,715261.0,-2231079.1
Born_et_al,725564.0,-2218988.5
Born_et_al,735390.4,-2206400.4
Born_et_al,744905.0,-2193480.4
Born_et_al,754272.8,-2180394.5
Born_et_al,754272.8,-2180394.5
Born_et_al,754272.8,-2180394.5
Born_et_al,754272.8,-2180394.5
Born_et_al,754272.8,-2180394.5
Born_et_al,754272.8,-2180394.5
Born_et_al,754272.8,-2180394.5
Born_et_al,754272.8,-2180394.5
Born_et_al,754272.8,-2180394.5
Born_et_al,754272.8,-2180394.5
Born_et_al,754272.8,-2180394.5
Born_et_al,754272.8,-2180394.5
Born_et_al,763329.8,-2165046.9
Born_et_al,772423.9,-2149714.3
Born_et_al,781394.0,-2134321.8
Born_et_al,790079.4,-2118794.3
Born_et_al,798319.0,-2103057.0
Born_et_al,805952.0,-2087034.9
Born_et_al,812817.6,-2070653.0
Born_et_al,818754.8,-2053836.4
Born_et_al,823602.7,-2036510.1
Born_et_al,823602.7,-2036510.1
Born_et_al,824607.7,-2032623.2
Born_et_al,825526.7,-2029043.2
Born_et_al,826130.0,-2025869.9
Born_et_al,826187.6,-2023203.3
Born_et_al,825469.8,-2021143.3
Born_et_al,823746.6,-2019789.9
Born_et_al,820788.2,-2019242.9
Born_et_al,816364.9,-2019602.3
Born_et_al,810246.7,-2020968.1
Born_et_al,810246.7,-2020968.1
Born_et_al,810192.7,-2021008.6
Born_et_al,810138.7,-2021049.1
Born_et_al,810084.8,-2021089.5
Born_et_al,810030.8,-2021130.0
Born_et_al,809976.8,-2021170.5
Born_et_al,809922.9,-2021211.0
Born_et_al,809868.9,-2021251.4
Born_et_al,809815.0,-2021291.9
Born_et_al,809761.0,-2021332.4
Born_et_al,35839.7,-872199.5
Born_et_al,35839.7,-870378.2
Born_et_al,35839.7,-868556.9
Born_et_al,35839.7,-866735.6
Born_et_al,35839.7,-864914.3
Born_et_al,35839.7,-863092.9
Born_et_al,35839.7,-861271.6
Born_et_al,35839.7,-859450.3
Born_et_al,35839.7,-857629.0
Born_et_al,35839.7,-855807.6
Born_et_al,35839.7,-855807.6
Born_et_al,34710.7,-855807.6
Born_et_al,33588.6,-855807.6
Born_et_al,32471.5,-855807.6
Born_et_al,31357.4,-855807.6
Born_et_al,30244.3,-855807.6
Born_et_al,29130.2,-855807.6
Born_et_al,28013.2,-855807.6
Born_et_al,26891.1,-855807.6
Born_et_al,25762.0,-855807.6
Born_et_al,25762.0,-855807.6
Born_et_al,25762.0,-855807.6
Born_et_al,25762.0,-855807.6
Born_et_al,25762.0,-855807.6
Born_et_al,25762.0,-855807.6
Born_et_al,25762.0,-855807.6
Born_et_al,25762.0,-855807.6
Born_et_al,25762.0,-855807.6
Born_et_al,25762.0,-855807.6
Born_et_al,25762.0,-855807.6
Born_et_al,25762.0,-855807.6
Born_et_al,20038.4,-854695.0
Born_et_al,16425.3,-854974.5
Born_et_al,14497.1,-856365.3
Born_et_al,13828.0,-858586.5
Born_et_al,13992.4,-861357.4
Born_et_al,14564.5,-864397.1
Born_et_al,15118.7,-867424.8
Born_et_al,15229.1,-870159.7
Born_et_al,14470.1,-872321.0
Born_et_al,14470.1,-872321.0
Born_et_al,13366.5,-873486.9
Born_et_al,11928.1,-874641.8
Born_et_al,10413.8,-875792.7
Born_et_al,9082.4,-876946.6
Born_et_al,8192.6,-878110.6
Born_et_al,8003.4,-879291.5
Born_et_al,8773.6,-880496.3
Born_et_al,10761.9,-881732.2
Born_et_al,14227.3,-883006.1
Born_et_al,14227.3,-883006.1
Born_et_al,15994.6,-883006.1
Born_et_al,17761.9,-883006.1
Born_et_al,19529.2,-883006.1
Born_et_al,21296.5,-883006.1
Born_et_al,23063.8,-883006.1
Born_et_al,24831.1,-883006.1
Born_et_al,26598.4,-883006.1
Born_et_al,28365.8,-883006.1
Born_et_al,30133.1,-883006.1
Born_et_al,30133.1,-883006.1
Born_et_al,30744.3,-881792.0
Born_et_al,31362.6,-880579.0
Born_et_al,31985.8,-879367.9
Born_et_al,32612.1,-878159.9
Born_et_al,33239.3,-876955.8
Born_et_al,33865.6,-875756.7
Born_et_al,34488.8,-874563.7
Born_et_al,35107.1,-873377.6
Born_et_al,35718.3,-872199.5
Born_et_al,35718.3,-872199.5
Born_et_al,35731.8,-872199.5
Born_et_al,35745.3,-872199.5
Born_et_al,35758.8,-872199.5
Born_et_al,35772.3,-872199.5
Born_et_al,35785.8,-872199.5
Born_et_al,35799.3,-872199.5
Born_et_al,35812.8,-872199.5
Born_et_al,35826.3,-872199.5
Born_et_al,35839.7,-872199.5
Born_et_al,150701.6,-871592.4
Born_et_al,150215.8,-871070.8
Born_et_al,149728.9,-870558.1
Born_et_al,149240.1,-870054.4
Born_et_al,148748.2,-869559.8
Born_et_al,148252.4,-869074.1
Born_et_al,147751.6,-868597.4
Born_et_al,147244.8,-868129.7
Born_et_al,146730.9,-867671.0
Born_et_al,146209.1,-867221.3
Born_et_al,146209.1,-867221.3
Born_et_al,146770.2,-865419.3
Born_et_al,147109.5,-863580.3
Born_et_al,147274.9,-861712.3
Born_et_al,147314.4,-859823.4
Born_et_al,147275.9,-857921.4
Born_et_al,147207.4,-856014.5
Born_et_al,147157.0,-854110.6
Born_et_al,147172.5,-852217.6
Born_et_al,147301.9,-850343.7
Born_et_al,147301.9,-850343.7
Born_et_al,143550.7,-850573.9
Born_et_al,139759.6,-850485.3
Born_et_al,135951.5,-850244.7
Born_et_al,132149.4,-850019.2
Born_et_al,128376.3,-849975.6
Born_et_al,124655.1,-850280.7
Born_et_al,121008.9,-851101.5
Born_et_al,117460.6,-852604.9
Born_et_al,114033.2,-854957.7
Born_et_al,114033.2,-854957.7
Born_et_al,114033.2,-854957.7
Born_et_al,114033.2,-854957.7
Born_et_al,114033.2,-854957.7
Born_et_al,114033.2,-854957.7
Born_et_al,114033.2,-854957.7
Born_et_al,114033.2,-854957.7
Born_et_al,114033.2,-854957.7
Born_et_al,114033.2,-854957.7
Born_et_al,114033.2,-854957.7
Born_et_al,114033.2,-854957.7
Born_et_al,110788.6,-855894.6
Born_et_al,108240.5,-855779.2
Born_et_al,106240.0,-854836.3
Born_et_al,104638.2,-853290.8
Born_et_al,103286.3,-851367.5
Born_et_al,102035.3,-849291.4
Born_et_al,100736.3,-847287.2
Born_et_al,99240.5,-845579.8
Born_et_al,97398.9,-844394.0
Born_et_al,97398.9,-844394.0
Born_et_al,92749.0,-842798.6
Born_et_al,88099.1,-841209.1
Born_et_al,83557.2,-839928.4
Born_et_al,79231.1,-839259.3
Born_et_al,75228.8,-839504.7
Born_et_al,71658.2,-840967.2
Born_et_al,68627.2,-843949.8
Born_et_al,66243.8,-848755.2
Born_et_al,64615.9,-855686.2
Born_et_al,64615.9,-855686.2
Born_et_al,64599.4,-855761.2
Born_et_al,64556.0,-855962.0
Born_et_al,64494.5,-856252.9
Born_et_al,64424.0,-856597.6
Born_et_al,64353.6,-856960.4
Born_et_al,64292.1,-857305.2
Born_et_al,64248.7,-857596.0
Born_et_al,64232.2,-857796.9
Born_et_al,64251.7,-857871.8
Born_et_al,64251.7,-857871.8
Born_et_al,64080.8,-858348.7
Born_et_al,63972.8,-858808.5
Born_et_al,63927.9,-859252.4
Born_et_al,63945.9,-859681.3
Born_et_al,64026.8,-860096.2
Born_et_al,64170.7,-860498.1
Born_et_al,64377.6,-860888.0
Born_et_al,64647.4,-861266.9
Born_et_al,64980.2,-861635.9
Born_et_al,64980.2,-861635.9
Born_et_al,64503.3,-862036.6
Born_et_al,64043.5,-862431.4
Born_et_al,63599.6,-862823.1
Born_et_al,63170.7,-863214.9
Born_et_al,62755.8,-863609.6
Born_et_al,62353.9,-864010.3
Born_et_al,61964.0,-864420.1
Born_et_al,61585.1,-864841.8
Born_et_al,61216.2,-865278.5
Born_et_al,61216.2,-865278.5
Born_et_al,59772.7,-865629.3
Born_et_al,58329.1,-865980.1
Born_et_al,56885.6,-866330.8
Born_et_al,55442.1,-866681.6
Born_et_al,53998.5,-867032.4
Born_et_al,52555.0,-867383.2
Born_et_al,51111.5,-867733.9
Born_et_al,49668.0,-868084.7
Born_et_al,48224.4,-868435.5
Born_et_al,48224.4,-868435.5
Born_et_al,46416.6,-877879.4
Born_et_al,44608.9,-887323.3
Born_et_al,42801.1,-896767.2
Born_et_al,40993.3,-906211.0
Born_et_al,39185.5,-915654.9
Born_et_al,37377.7,-925098.8
Born_et_al,35569.9,-934542.7
Born_et_al,33762.1,-943986.6
Born_et_al,31954.4,-953430.5
Born_et_al,31954.4,-953430.5
Born_et_al,27587.0,-959784.4
Born_et_al,25193.2,-965991.4
Born_et_al,24444.4,-972075.5
Born_et_al,25011.7,-978060.6
Born_et_al,26566.3,-983970.8
Born_et_al,28779.5,-989830.0
Born_et_al,31322.4,-995662.2
Born_et_al,33866.4,-1001491.4
Born_et_al,36082.6,-1007341.6
Born_et_al,36082.6,-1007341.6
Born_et_al,38591.9,-1009540.7
Born_et_al,41101.2,-1011739.8
Born_et_al,43610.5,-1013938.9
Born_et_al,46119.8,-1016138.0
Born_et_al,48629.2,-1018337.0
Born_et_al,51138.5,-1020536.1
Born_et_al,53647.8,-1022735.2
Born_et_al,56157.1,-1024934.3
Born_et_al,58666.4,-1027133.3
Born_et_al,58666.4,-1027133.3
Born_et_al,60200.9,-1025495.9
Born_et_al,61750.3,-1023873.5
Born_et_al,63347.8,-1022343.9
Born_et_al,65026.1,-1020985.3
Born_et_al,66818.4,-1019875.5
Born_et_al,68757.6,-1019092.5
Born_et_al,70876.7,-1018714.3
Born_et_al,73208.6,-1018818.7
Born_et_al,75786.4,-1019483.8
Born_et_al,75786.4,-1019483.8
Born_et_al,78713.9,-1019679.3
Born_et_al,81218.8,-1019339.2
Born_et_al,83354.8,-1018530.4
Born_et_al,85176.1,-1017319.9
Born_et_al,86736.6,-1015774.5
Born_et_al,88090.2,-1013961.4
Born_et_al,89290.8,-1011947.3
Born_et_al,90392.6,-1009799.4
Born_et_al,91449.4,-1007584.5
Born_et_al,91449.4,-1007584.5
Born_et_al,91611.3,-1006455.4
Born_et_al,91773.2,-1005333.3
Born_et_al,91935.1,-1004216.2
Born_et_al,92097.0,-1003102.1
Born_et_al,92258.9,-1001988.9
Born_et_al,92420.7,-1000874.8
Born_et_al,92582.6,-999757.7
Born_et_al,92744.5,-998635.6
Born_et_al,92906.4,-997506.5
Born_et_al,92906.4,-997506.5
Born_et_al,95213.4,-997344.4
Born_et_al,97520.3,-997181.4
Born_et_al,99827.3,-997016.3
Born_et_al,102134.2,-996848.3
Born_et_al,104441.2,-996676.2
Born_et_al,106748.1,-996499.2
Born_et_al,109055.1,-996316.1
Born_et_al,111362.0,-996126.1
Born_et_al,113669.0,-995928.0
Born_et_al,113669.0,-995928.0
Born_et_al,114887.3,-994228.1
Born_et_al,116112.7,-992528.2
Born_et_al,117343.0,-990828.3
Born_et_al,118576.3,-989128.4
Born_et_al,119810.7,-987428.5
Born_et_al,121044.0,-985728.6
Born_et_al,122274.4,-984028.7
Born_et_al,123499.7,-982328.8
Born_et_al,124718.1,-980628.9
Born_et_al,124718.1,-980628.9
Born_et_al,124722.4,-980017.6
Born_et_al,124734.7,-979399.4
Born_et_al,124754.0,-978776.1
Born_et_al,124779.3,-978149.9
Born_et_al,124809.7,-977522.6
Born_et_al,124844.0,-976896.3
Born_et_al,124881.3,-976273.1
Born_et_al,124920.6,-975654.8
Born_et_al,124960.9,-975043.5
Born_et_al,124960.9,-975043.5
Born_et_al,126340.1,-974193.6
Born_et_al,127684.4,-973325.6
Born_et_al,128931.7,-972412.7
Born_et_al,130020.2,-971427.9
Born_et_al,130887.7,-970344.1
Born_et_al,131472.5,-969134.4
Born_et_al,131712.5,-967771.7
Born_et_al,131545.8,-966229.2
Born_et_al,130910.4,-964479.9
Born_et_al,130910.4,-964479.9
Born_et_al,132893.4,-964510.5
Born_et_al,134794.5,-964356.3
Born_et_al,136612.6,-964012.2
Born_et_al,138346.7,-963473.2
Born_et_al,139996.0,-962734.3
Born_et_al,141559.2,-961790.6
Born_et_al,143035.6,-960637.0
Born_et_al,144424.0,-959268.6
Born_et_al,145723.4,-957680.3
Born_et_al,145723.4,-957680.3
Born_et_al,150647.1,-948388.4
Born_et_al,154740.4,-939046.6
Born_et_al,157892.3,-929649.9
Born_et_al,159991.9,-920193.2
Born_et_al,160928.2,-910671.5
Born_et_al,160590.5,-901079.9
Born_et_al,158867.6,-891413.3
Born_et_al,155648.8,-881666.8
Born_et_al,150823.0,-871835.3
Born_et_al,150823.0,-871835.3
Born_et_al,150809.5,-871808.3
Born_et_al,150796.0,-871781.3
Born_et_al,150782.5,-871754.3
Born_et_al,150769.1,-871727.4
Born_et_al,150755.6,-871700.4
Born_et_al,150742.1,-871673.4
Born_et_al,150728.6,-871646.4
Born_et_al,150715.1,-871619.4
Born_et_al,150701.6,-871592.4
Born_et_al,488973.4,-838080.1
Born_et_al,484654.3,-839644.9
Born_et_al,480413.2,-841433.6
Born_et_al,476211.0,-843337.2
Born_et_al,472008.8,-845246.8
Born_et_al,467767.7,-847053.5
Born_et_al,463448.6,-848648.3
Born_et_al,459012.5,-849922.3
Born_et_al,454420.6,-850766.6
Born_et_al,449633.8,-851072.2
Born_et_al,449633.8,-851072.2
Born_et_al,448761.6,-852798.4
Born_et_al,446999.9,-854322.8
Born_et_al,444781.6,-855749.2
Born_et_al,442539.3,-857181.6
Born_et_al,440705.7,-858723.9
Born_et_al,439713.5,-860480.1
Born_et_al,439995.5,-862554.1
Born_et_al,441984.3,-865049.8
Born_et_al,446112.7,-868071.2
Born_et_al,446112.7,-868071.2
Born_et_al,448110.9,-869709.5
Born_et_al,449407.5,-871598.6
Born_et_al,450119.5,-873692.6
Born_et_al,450363.9,-875945.5
Born_et_al,450257.4,-878311.3
Born_et_al,449917.2,-880744.0
Born_et_al,449460.0,-883197.8
Born_et_al,449002.8,-885626.5
Born_et_al,448662.5,-887984.3
Born_et_al,448662.5,-887984.3
Born_et_al,448581.9,-888015.8
Born_et_al,448503.3,-888110.3
Born_et_al,448428.7,-888267.7
Born_et_al,448360.0,-888488.0
Born_et_al,448299.4,-888771.3
Born_et_al,448248.8,-889117.6
Born_et_al,448210.1,-889526.8
Born_et_al,448185.5,-889999.0
Born_et_al,448176.8,-890534.2
Born_et_al,448176.8,-890534.2
Born_et_al,448199.3,-891096.2
Born_et_al,448266.8,-891648.1
Born_et_al,448379.2,-892189.1
Born_et_al,448536.6,-892718.1
Born_et_al,448738.9,-893234.1
Born_et_al,448986.3,-893736.1
Born_et_al,449278.6,-894223.1
Born_et_al,449615.9,-894694.2
Born_et_al,449998.1,-895148.2
Born_et_al,449998.1,-895148.2
Born_et_al,450079.0,-895188.7
Born_et_al,450160.0,-895229.2
Born_et_al,450240.9,-895269.6
Born_et_al,450321.9,-895310.1
Born_et_al,450402.8,-895350.6
Born_et_al,450483.8,-895391.0
Born_et_al,450564.7,-895431.5
Born_et_al,450645.7,-895472.0
Born_et_al,450726.6,-895512.5
Born_et_al,450726.6,-895512.5
Born_et_al,450726.4,-895917.2
Born_et_al,450725.3,-896321.9
Born_et_al,450722.1,-896726.7
Born_et_al,450716.0,-897131.4
Born_et_al,450705.8,-897536.2
Born_et_al,450690.6,-897940.9
Born_et_al,450669.5,-898345.6
Born_et_al,450641.3,-898750.4
Born_et_al,450605.2,-899155.1
Born_et_al,450605.2,-899155.1
Born_et_al,452354.4,-900578.9
Born_et_al,454120.5,-901622.8
Born_et_al,455902.6,-902303.1
Born_et_al,457699.8,-902635.5
Born_et_al,459510.9,-902636.2
Born_et_al,461335.0,-902321.1
Born_et_al,463171.1,-901706.1
Born_et_al,465018.2,-900807.4
Born_et_al,466875.3,-899640.8
Born_et_al,466875.3,-899640.8
Born_et_al,467684.9,-898750.4
Born_et_al,468495.5,-897859.9
Born_et_al,469308.1,-896969.5
Born_et_al,470123.7,-896079.1
Born_et_al,470943.4,-895188.7
Born_et_al,471768.0,-894298.3
Born_et_al,472598.6,-893407.8
Born_et_al,473436.2,-892517.4
Born_et_al,474281.8,-891627.0
Born_et_al,474281.8,-891627.0
Born_et_al,474807.9,-891339.8
Born_et_al,475334.1,-891047.7
Born_et_al,475860.2,-890754.5
Born_et_al,476386.4,-890464.4
Born_et_al,476912.5,-890181.2
Born_et_al,477438.7,-889909.1
Born_et_al,477964.8,-889651.9
Born_et_al,478491.0,-889413.7
Born_et_al,479017.1,-889198.6
Born_et_al,479017.1,-889198.6
Born_et_al,479781.6,-888789.1
Born_et_al,480537.1,-888369.8
Born_et_al,481283.6,-887939.4
Born_et_al,482021.1,-887497.0
Born_et_al,482749.6,-887041.6
Born_et_al,483469.1,-886572.2
Born_et_al,484179.6,-886087.9
Born_et_al,484881.2,-885587.6
Born_et_al,485573.7,-885070.2
Born_et_al,485573.7,-885070.2
Born_et_al,486864.5,-883942.0
Born_et_al,488066.4,-882744.7
Born_et_al,489180.3,-881481.5
Born_et_al,490207.3,-880155.4
Born_et_al,491148.3,-878769.3
Born_et_al,492004.4,-877326.2
Born_et_al,492776.5,-875829.2
