x_m,y_m
-176481.8,-1159369.8
-176759.8,-1159463.8
-177038.5,-1159555.9
-177317.5,-1159646.8
-177596.7,-1159737.1
-177875.6,-1159828.2
-178140.3,-1159915.6
-178418.5,-1160009.0
-178695.9,-1160104.5
-178972.4,-1160202.9
-179248.0,-1160303.7
-179523.1,-1160405.9
-179797.8,-1160509.0
-180072.4,-1160612.6
-180347.3,-1160715.3
-180622.7,-1160816.7
-180884.7,-1160912.0
-181160.9,-1161011.1
-181437.5,-1161109.1
-181714.5,-1161205.7
-181991.9,-1161301.5
-182269.5,-1161396.7
-182547.2,-1161491.5
-182825.0,-1161586.0
-183102.7,-1161680.9
-183380.2,-1161776.4
-183643.6,-1161867.7
-183920.7,-1161964.5
-184197.3,-1162062.4
-184473.7,-1162161.0
-184750.0,-1162260.0
-185026.1,-1162359.5
-185301.8,-1162459.9
-185577.4,-1162560.6
-185853.0,-1162661.6
-186128.7,-1162762.0
-186391.1,-1162856.2
-186667.8,-1162954.2
-186944.6,-1163051.5
-187221.8,-1163147.8
-187499.5,-1163242.9
-187777.1,-1163338.0
-188054.6,-1163433.6
-188331.9,-1163529.6
-188609.1,-1163625.8
-188872.3,-1163717.9
-189148.9,-1163815.9
-189425.0,-1163915.4
-156266.9,-1152212.4
-156529.6,-1152305.7
-156806.9,-1152401.7
-157084.9,-1152495.5
-157363.4,-1152587.8
-157642.2,-1152678.9
-157921.4,-1152769.3
-158200.5,-1152859.8
-158479.1,-1152951.8
-158756.8,-1153046.5
-159033.5,-1153144.1
-159295.5,-1153239.1
-159570.5,-1153341.4
-159844.7,-1153445.9
-160118.4,-1153551.7
-160391.9,-1153657.7
-160665.8,-1153763.0
-160940.4,-1153866.3
-161216.2,-1153966.6
-161493.1,-1154063.7
-161757.1,-1154153.1
-162035.7,-1154245.0
-162314.6,-1154336.0
-162593.6,-1154427.0
-162872.4,-1154518.3
-163151.0,-1154610.3
-163429.0,-1154704.2
-163706.3,-1154800.1
-190719.5,-1164391.6
-190996.2,-1164489.6
-191273.4,-1164586.0
-191551.1,-1164680.8
-191815.2,-1164770.0
-192093.1,-1164864.2
-192370.8,-1164959.3
-192648.3,-1165054.9
306594.5,-1555686.0
306864.4,-1555565.6
307134.8,-1555446.4
307405.8,-1555328.5
307677.5,-1555212.0
307949.7,-1555097.0
308222.6,-1554983.5
308496.2,-1554871.6
308769.9,-1554760.0
309029.7,-1554653.6
309302.8,-1554540.6
309575.3,-1554426.3
309847.4,-1554310.7
310119.3,-1554195.0
310391.0,-1554078.5
310662.4,-1553961.5
310933.7,-1553844.3
311204.8,-1553726.5
311475.1,-1553607.1
311744.3,-1553485.2
311999.0,-1553367.0
312265.9,-1553240.0
312532.3,-1553112.1
312799.1,-1552984.9
313066.5,-1552858.9
-185195.1,-1088754.8
-185316.3,-1088938.2
-185437.3,-1089121.8
-185558.0,-1089305.6
-185670.5,-1089477.2
-185791.0,-1089661.1
-194038.9,-1102167.9
-194152.3,-1102338.9
-194273.9,-1102522.2
-194395.6,-1102705.3
-194517.2,-1102888.5
-194638.9,-1103071.7
-194760.4,-1103255.0
-194873.8,-1103426.1
-194995.2,-1103609.5
-195116.5,-1103793.0
-195237.6,-1103976.5
-195358.6,-1104160.2
-195479.4,-1104343.9
-195592.1,-1104515.5
-195712.7,-1104699.5
-195833.1,-1104883.5
-195953.6,-1105067.5
-196074.0,-1105251.5
-196194.6,-1105435.4
-196315.3,-1105619.3
-196428.0,-1105790.9
-196548.9,-1105974.5
-196670.1,-1106158.1
-196791.5,-1106341.4
-196913.3,-1106524.5
-197035.1,-1106707.6
386071.0,-1144069.6
386201.6,-1144365.0
386326.5,-1144646.9
386451.6,-1144928.7
386582.8,-1145223.8
386708.4,-1145505.4
386834.1,-1145787.0
386966.0,-1146081.8
387091.9,-1146363.3
383395.1,-1138093.5
383523.8,-1138389.7
383647.8,-1138672.0
383772.8,-1138953.8
383904.6,-1139248.7
384031.0,-1139529.9
384157.7,-1139810.9
384290.9,-1140105.2
389839.7,-1152517.3
389965.8,-1152798.7
390098.0,-1153093.4
390224.1,-1153374.8
390349.9,-1153656.4
390481.0,-1153951.6
390605.4,-1154233.7
390729.5,-1154516.1
390859.5,-1154811.8
390984.0,-1155094.0
391108.9,-1155375.9
391240.4,-1155671.0
391366.6,-1155952.4
391493.2,-1156233.6
391626.0,-1156528.1
391752.8,-1156809.2
391879.7,-1157090.2
392012.8,-1157384.6
392139.7,-1157665.7
392266.3,-1157946.9
392398.3,-1158241.8
392523.8,-1158523.5
392655.0,-1158818.8
392780.0,-1159100.7
392904.8,-1159382.7
393035.6,-1159678.2
393160.5,-1159960.1
393285.6,-1160242.0
393416.8,-1160537.3
387972.8,-1148333.7
388104.6,-1148628.6
388230.4,-1148910.1
388356.2,-1149191.7
388488.0,-1149486.6
388613.7,-1149768.2
388739.3,-1150049.8
388870.7,-1150344.9
388996.2,-1150626.6
389121.6,-1150908.2
338169.1,-1298150.2
338331.9,-1298081.9
338494.7,-1298013.5
338657.5,-1297945.3
338820.4,-1297877.2
338969.8,-1297815.0
339132.9,-1297747.5
339296.2,-1297680.4
339459.6,-1297613.6
339623.1,-1297547.1
339786.8,-1297480.9
339950.5,-1297414.9
344062.5,-1295732.0
344226.2,-1295666.1
344390.0,-1295600.3
344553.9,-1295534.6
344717.8,-1295468.9
344881.7,-1295403.2
345045.5,-1295337.5
345209.3,-1295271.6
-187137.5,-1106201.4
-187003.8,-1106542.6
-186869.8,-1106883.7
-186730.2,-1107238.4
-186595.9,-1107579.3
-186461.4,-1107920.2
-186326.8,-1108261.0
-186192.2,-1108601.9
-186052.7,-1108956.6
-185919.0,-1109297.8
-185785.5,-1109639.2
-185652.5,-1109980.7
-185514.8,-1110336.2
-185383.2,-1110678.3
-185251.8,-1111020.5
-185120.2,-1111362.7
-184987.9,-1111704.5
-184848.8,-1112059.5
-184713.7,-1112400.2
-184577.7,-1112740.6
-184441.2,-1113080.8
-184299.6,-1113434.7
-184164.0,-1113775.3
-184028.9,-1114116.0
-183894.5,-1114457.0
-183760.6,-1114798.3
-183622.0,-1115153.4
-183488.9,-1115494.9
-183356.1,-1115836.6
-183223.4,-1116178.3
-183085.6,-1116533.8
-182953.4,-1116875.8
-182821.1,-1117217.6
-182688.4,-1117559.4
-182555.2,-1117900.9
-182415.8,-1118255.8
-182281.2,-1118596.8
-182146.0,-1118937.5
-182010.0,-1119277.9
-181868.1,-1119631.8
-181731.6,-1119971.9
-181595.4,-1120312.2
-181459.9,-1120652.8
-181325.2,-1120993.7
-181186.1,-1121348.6
-179870.7,-1124754.8
-179730.5,-1125109.4
-179595.3,-1125450.2
-179459.9,-1125790.9
-179324.2,-1126131.5
-179188.7,-1126472.2
-179048.0,-1126826.6
-178912.9,-1127167.5
-178778.1,-1127508.4
-178643.4,-1127849.4
-178503.6,-1128204.2
-178369.4,-1128545.4
-178235.5,-1128886.7
-178101.7,-1129228.1
-177968.1,-1129569.6
-177829.6,-1129924.8
-177697.0,-1130266.7
-177564.9,-1130608.7
-177433.4,-1130951.0
-177296.2,-1131306.7
-177163.6,-1131648.6
-177030.3,-1131990.1
-176896.2,-1132331.4
-176761.6,-1132672.4
-176621.3,-1133027.0
-176486.3,-1133367.8
-176351.5,-1133708.8
-176217.0,-1134049.9
271147.0,-1569440.3
271179.4,-1569146.5
271208.9,-1568852.4
271231.9,-1568572.5
271247.7,-1568277.4
271253.5,-1567981.8
271251.0,-1567686.3
271242.6,-1567390.8
271228.7,-1567095.5
271208.9,-1566800.6
271182.7,-1566506.2
271150.1,-1566212.4
271110.0,-1565919.6
271063.2,-1565642.7
271005.6,-1565352.8
270942.0,-1565064.2
270873.0,-1564776.8
270797.8,-1564490.9
270716.4,-1564206.8
270629.3,-1563924.4
270535.7,-1563644.0
270434.3,-1563366.4
270325.1,-1563091.7
270214.7,-1562833.6
270092.7,-1562564.4
269965.5,-1562297.6
269830.7,-1562034.5
269686.1,-1561776.8
269530.7,-1561525.4
269365.3,-1561280.5
269188.2,-1561043.8
269000.0,-1560815.9
268803.9,-1560594.9
268602.4,-1560378.6
268407.6,-1560176.5
268199.6,-1559966.5
267988.7,-1559759.5
267774.2,-1559556.1
267554.6,-1559358.4
267328.2,-1559168.4
267094.6,-1558987.4
266855.6,-1558813.6
266613.6,-1558643.9
266370.9,-1558475.3
266140.1,-1558315.4
265896.9,-1558147.5
265653.4,-1557980.1
265409.6,-1557813.1
265165.7,-1557646.2
264922.3,-1557478.6
264679.2,-1557310.5
314963.8,-1559057.8
314937.8,-1559352.2
314912.2,-1559646.7
314886.9,-1559941.2
314861.5,-1560235.7
314835.1,-1560530.1
314805.6,-1560824.2
314775.2,-1561103.4
314742.5,-1561397.2
314710.6,-1561691.0
314680.7,-1561985.1
314653.2,-1562279.5
314628.3,-1562574.0
314605.1,-1562868.7
314581.7,-1563163.4
-145930.9,-1214314.9
-146124.7,-1214383.5
-146332.3,-1214457.0
-146526.0,-1214525.7
-146733.5,-1214599.6
-146927.1,-1214668.8
-147120.5,-1214738.5
-147327.4,-1214813.9
-147520.5,-1214884.5
-147727.2,-1214960.6
-147920.0,-1215031.8
-148126.5,-1215108.3
-148319.3,-1215179.8
-148511.9,-1215251.4
-148718.3,-1215328.3
-148911.0,-1215399.9
-149117.6,-1215476.3
-149310.5,-1215547.4
-149503.5,-1215618.1
-149710.5,-1215693.3
-149903.8,-1215763.2
-150111.1,-1215837.7
-150304.6,-1215907.1
-150498.1,-1215976.5
-150705.4,-1216050.8
-150898.9,-1216120.2
-151106.3,-1216194.3
-151299.8,-1216263.6
-151493.3,-1216333.0
-151700.5,-1216407.7
-153451.3,-1217049.9
-153643.9,-1217121.5
-153836.5,-1217193.3
-154042.7,-1217270.3
-154235.2,-1217342.2
-154441.5,-1217419.2
-154634.2,-1217490.8
-154840.9,-1217567.1
-155033.8,-1217638.1
-155226.9,-1217708.6
-155434.0,-1217783.5
-155627.6,-1217852.8
-155835.1,-1217926.5
-156028.9,-1217995.1
-156222.7,-1218063.6
-156430.4,-1218137.1
-156624.1,-1218205.8
-156831.6,-1218279.8
-157025.1,-1218349.2
-157218.5,-1218418.9
-157425.6,-1218494.0
-157618.7,-1218564.5
-157825.4,-1218640.6
-158018.2,-1218712.1
-158210.8,-1218783.8
-158417.1,-1218860.9
-158609.6,-1218933.1
-158815.8,-1219010.6
-159008.2,-1219083.0
-159214.4,-1219160.5
-159406.8,-1219232.9
-159599.4,-1219304.9
-159805.9,-1219381.5
-159998.9,-1219452.4
-160206.0,-1219527.4
-160399.6,-1219596.7
-160593.3,-1219665.4
-160801.1,-1219738.5
-160995.1,-1219806.6
-161203.0,-1219879.3
-161397.1,-1219947.2
-161591.1,-1220015.2
-161798.8,-1220088.5
-161992.4,-1220157.5
403729.6,-1150674.9
403456.1,-1150781.8
403182.6,-1150888.8
402909.1,-1150995.9
402635.8,-1151103.4
402362.6,-1151211.3
402089.6,-1151319.4
401816.6,-1151427.8
401543.8,-1151536.7
401271.2,-1151645.8
400998.6,-1151755.1
400726.1,-1151864.7
400453.7,-1151974.4
400181.3,-1152084.2
399909.0,-1152194.2
399636.7,-1152304.3
399364.5,-1152414.3
399092.1,-1152524.1
398819.5,-1152633.6
398546.9,-1152742.7
398274.2,-1152851.7
398015.1,-1152955.2
397742.4,-1153064.3
397469.8,-1153173.5
397197.1,-1153282.5
396924.3,-1153391.2
396651.4,-1153499.8
396378.5,-1153608.3
396105.4,-1153716.5
395832.3,-1153824.4
395559.1,-1153932.2
395285.7,-1154039.6
395012.2,-1154146.6
394738.6,-1154253.3
394465.0,-1154360.0
394191.4,-1154466.7
393917.8,-1154573.5
393644.2,-1154680.4
393370.7,-1154787.4
393097.2,-1154894.3
392823.5,-1155001.0
392550.1,-1155108.1
392276.8,-1155215.7
392003.7,-1155323.7
391730.6,-1155431.8
391471.1,-1155534.3
391197.8,-1155641.7
390924.4,-1155749.1
390651.2,-1155856.9
390378.3,-1155965.3
390105.4,-1156073.9
389832.5,-1156182.5
389559.7,-1156291.2
389287.0,-1156400.2
389014.2,-1156509.1
388741.4,-1156617.8
388468.4,-1156726.1
388195.3,-1156834.2
387922.3,-1156942.3
387649.2,-1157050.4
387376.0,-1157158.3
387102.9,-1157266.1
386829.8,-1157374.1
386556.8,-1157482.6
386284.0,-1157591.4
386011.2,-1157700.0
385738.1,-1157808.1
385464.9,-1157915.8
409048.3,-1148591.5
408775.3,-1148699.8
408502.3,-1148808.1
408229.2,-1148916.2
407956.2,-1149024.4
407683.1,-1149132.5
407410.0,-1149240.5
407136.8,-1149348.2
406863.4,-1149455.6
406590.2,-1149563.2
406316.9,-1149670.7
406043.4,-1149777.8
405769.7,-1149884.2
405495.6,-1149989.9
405221.6,-1150095.6
404947.7,-1150201.5
404673.9,-1150307.6
-193300.6,-1065300.2
-193450.4,-1064918.2
-193599.5,-1064535.9
-193748.2,-1064153.6
-193896.6,-1063771.0
-194044.9,-1063388.5
-194193.7,-1063006.1
-194343.3,-1062624.0
-187250.3,-1080684.0
-187399.2,-1080301.6
-187548.2,-1079919.2
-187697.4,-1079537.0
-187846.8,-1079154.8
-187996.6,-1078772.8
-188147.1,-1078391.0
-188303.5,-1077995.9
-189572.2,-1074794.3
-189722.7,-1074412.5
-189873.5,-1074030.8
-190024.6,-1073649.3
-190175.6,-1073267.8
-190326.1,-1072886.0
-190475.7,-1072503.9
-190624.6,-1072121.5
-190778.3,-1071725.3
-190926.8,-1071342.7
-191075.6,-1070960.3
-191225.0,-1070578.1
-191374.7,-1070196.0
-191524.6,-1069814.0
-191674.6,-1069432.1
-191824.9,-1069050.3
-191975.5,-1068668.6
-192126.0,-1068286.9
-192276.4,-1067905.1
268915.9,-1587514.0
268955.6,-1587221.0
268995.2,-1586927.9
269033.6,-1586634.7
269071.1,-1586341.4
269106.4,-1586062.7
269142.9,-1585769.3
269178.5,-1585475.8
269213.5,-1585182.2
269249.9,-1584873.8
269284.4,-1584580.2
269318.8,-1584286.5
269354.3,-1583993.0
269392.7,-1583699.8
269433.6,-1583406.9
536669.8,-1554327.6
536483.6,-1554097.6
536306.0,-1553860.8
536131.6,-1553621.7
535955.1,-1553384.2
535770.1,-1553153.3
535573.2,-1552932.5
535373.4,-1552735.0
535149.6,-1552541.5
534917.8,-1552357.6
534691.8,-1552166.7
534476.6,-1551963.6
528425.9,-1547048.4
528169.1,-1546935.3
527892.9,-1546831.0
527612.2,-1546739.8
527327.9,-1546661.2
527040.8,-1546594.3
526751.4,-1546537.3
526460.5,-1546489.0
526168.5,-1546447.4
525875.4,-1546411.1
525581.6,-1546380.7
525287.0,-1546356.4
525006.7,-1546336.8
541738.6,-1556127.1
541442.9,-1556114.5
541147.3,-1556102.3
540851.6,-1556090.3
540555.9,-1556078.6
540275.3,-1556059.9
539981.5,-1556024.1
539689.9,-1555973.7
515011.4,-1549962.9
514743.4,-1550088.0
514474.3,-1550211.0
514203.9,-1550330.9
513932.0,-1550447.6
513672.8,-1550556.1
513400.2,-1550671.3
513129.9,-1550791.6
512865.3,-1550923.8
522884.5,-1546419.2
522595.6,-1546482.7
522309.9,-1546559.4
522041.5,-1546643.0
521762.1,-1546740.0
521485.1,-1546843.5
521210.6,-1546953.7
520938.8,-1547070.5
520670.2,-1547194.4
275184.9,-1128815.4
275012.2,-1128578.2
274837.2,-1128342.7
274660.3,-1128108.7
274481.9,-1127875.7
274302.5,-1127643.6
274132.2,-1127422.9
273954.3,-1127189.6
273778.2,-1126954.9
273603.7,-1126719.0
273430.3,-1126482.4
273258.7,-1126244.4
-173046.0,-1091696.7
-172901.4,-1092065.1
-172756.7,-1092433.5
-172612.0,-1092801.9
-172472.7,-1093156.6
-172328.0,-1093525.0
-172183.1,-1093893.3
-172038.3,-1094261.7
-171893.4,-1094630.0
-171748.0,-1094998.1
-171607.3,-1095352.3
-171460.3,-1095719.6
-171312.8,-1096086.8
-171165.2,-1096453.9
-171018.1,-1096821.3
-170872.1,-1097189.0
-170163.8,-1099021.0
-170023.5,-1099391.1
-169882.1,-1099760.8
-169744.1,-1100116.1
-169599.1,-1100484.4
-169453.0,-1100852.3
-169306.3,-1101219.9
-169159.3,-1101587.4
-169012.3,-1101954.9
-168865.5,-1102322.5
-168724.6,-1102676.7
-168578.6,-1103044.7
-168432.8,-1103412.6
-168287.2,-1103780.8
-168142.0,-1104149.0
-167997.1,-1104517.3
-167857.7,-1104872.1
-167713.0,-1105240.5
-167567.9,-1105608.8
-167422.6,-1105976.9
-167277.1,-1106345.0
-167131.7,-1106713.1
-166992.0,-1107067.8
-194844.5,-1116633.0
-195124.6,-1116719.8
-195404.5,-1116807.5
-195697.6,-1116901.9
-195975.8,-1116994.7
-196252.8,-1117091.1
-196528.7,-1117190.4
-196817.6,-1117297.2
-197091.8,-1117401.1
-197365.7,-1117506.2
-197639.7,-1117610.6
-197928.6,-1117717.5
-198204.6,-1117816.7
-198481.6,-1117913.0
-198759.5,-1118006.8
-199051.7,-1118103.7
-199330.9,-1118193.5
-199610.5,-1118281.8
-180752.2,-1111765.4
-181031.8,-1111854.0
-181310.9,-1111943.9
-181603.3,-1112040.6
-181880.7,-1112135.6
-182157.0,-1112233.8
-182432.3,-1112334.9
-182720.5,-1112443.3
-182994.6,-1112547.6
-183268.6,-1112652.0
-183557.2,-1112759.5
-183833.0,-1112859.1
-184109.9,-1112955.5
-184388.1,-1113048.5
-184681.1,-1113143.1
-184960.7,-1113231.6
-185240.6,-1113319.1
-185520.4,-1113407.0
-185813.9,-1113500.0
-186092.9,-1113590.5
-186370.9,-1113683.9
-186647.5,-1113781.2
-186937.1,-1113886.0
-187212.4,-1113986.9
-187487.4,-1114088.9
-187761.9,-1114192.0
-188049.9,-1114301.0
-188324.7,-1114403.4
-188600.4,-1114503.5
-188877.1,-1114600.8
-189168.7,-1114699.6
-189447.4,-1114791.0
-189726.9,-1114879.6
-190006.9,-1114966.8
-190300.7,-1115059.1
-190580.3,-1115147.6
-190859.5,-1115237.4
-191137.8,-1115329.8
-191428.9,-1115430.2
-191705.2,-1115528.6
-191980.6,-1115629.4
-206018.3,-1120478.3
-206292.6,-1120582.3
-206580.3,-1120692.2
-206854.6,-1120796.0
-207130.4,-1120896.0
-207407.4,-1120992.2
-207699.3,-1121090.6
-207978.2,-1121181.2
-208257.9,-1121269.7
-208537.7,-1121357.5
-208831.6,-1121449.5
-209111.2,-1121538.4
-209390.0,-1121629.6
-209667.7,-1121723.8
-186259.8,-1113646.0
-186537.0,-1113741.8
-186813.1,-1113840.8
-187102.3,-1113946.4
-187404.9,-1114058.2
-187679.6,-1114160.9
-187967.6,-1114269.9
-188242.2,-1114372.8
-188517.6,-1114473.8
-188793.9,-1114571.9
-189085.3,-1114671.7
-189363.7,-1114763.8
-189643.0,-1114853.3
-189922.9,-1114940.7
-190216.8,-1115032.6
-190496.5,-1115121.0
-190775.8,-1115210.2
-191054.4,-1115301.8
-191345.9,-1115401.2
-191622.4,-1115498.9
-191898.1,-1115598.9
-115357.5,-1203155.0
-115549.3,-1203228.9
-115741.3,-1203302.2
-115933.5,-1203374.9
-116126.1,-1203446.6
-116319.0,-1203517.4
-116498.5,-1203582.4
-116692.0,-1203651.5
-116885.9,-1203719.7
-117080.0,-1203787.2
-117274.3,-1203854.2
-117468.8,-1203920.7
-117663.3,-1203986.9
-117857.8,-1204053.3
-118052.1,-1204120.3
-118246.1,-1204188.3
-118439.7,-1204257.2
-118619.1,-1204322.1
-118812.0,-1204393.0
-119004.7,-1204464.5
-119197.1,-1204536.7
-119389.4,-1204609.4
-119581.4,-1204682.6
-119773.3,-1204756.1
-119965.2,-1204829.8
-120157.0,-1204903.6
-120348.8,-1204977.3
-120540.8,-1205050.7
-120733.0,-1205123.5
-120911.8,-1205190.4
-108551.2,-1200655.0
-108744.9,-1200723.9
-108938.3,-1200793.3
-109131.5,-1200863.4
-109324.4,-1200934.1
-109517.1,-1201005.5
-109709.7,-1201077.3
-109888.3,-1201144.4
-110080.6,-1201216.9
-110272.8,-1201289.7
-110464.8,-1201363.0
-110656.6,-1201436.7
-110848.4,-1201510.6
288721.2,-1173531.4
288908.8,-1173794.3
289087.9,-1174045.2
289275.4,-1174308.2
289463.0,-1174571.1
289650.7,-1174834.0
289829.7,-1175084.9
290017.3,-1175347.9
290205.0,-1175610.8
290392.7,-1175873.6
290572.0,-1176124.4
290759.9,-1176387.1
290947.8,-1176649.8
291135.7,-1176912.6
291323.6,-1177175.2
291503.1,-1177425.9
291691.4,-1177688.4
291879.8,-1177950.8
292068.1,-1178213.2
292247.7,-1178463.8
292435.6,-1178726.5
292623.4,-1178989.3
292811.4,-1179252.0
292991.0,-1179502.6
293179.5,-1179764.9
293368.0,-1180027.2
293556.5,-1180289.5
293736.5,-1180539.8
293925.0,-1180802.1
294113.3,-1181064.6
301383.1,-1191155.3
301564.8,-1191404.5
301754.0,-1191666.4
301942.2,-1191929.0
302129.6,-1192192.2
302307.8,-1192443.8
302494.2,-1192707.7
302680.8,-1192971.4
302868.0,-1193234.8
303047.5,-1193485.5
303236.2,-1193747.8
303425.3,-1194009.7
303614.6,-1194271.6
303795.1,-1194521.7
303983.8,-1194783.9
304172.2,-1195046.5
304360.1,-1195309.3
304539.2,-1195560.4
304726.7,-1195823.5
304914.2,-1196086.6
305101.8,-1196349.7
305289.3,-1196612.8
305468.1,-1196864.0
305655.3,-1197127.4
305842.7,-1197390.6
306030.8,-1197653.4
306211.0,-1197903.7
306400.3,-1198165.5
306589.8,-1198427.2
306779.3,-1198689.0
306959.8,-1198939.0
307148.7,-1199201.2
307337.3,-1199463.6
307525.7,-1199726.1
307705.3,-1199976.9
307893.4,-1200239.6
308081.4,-1200502.4
308269.6,-1200765.1
308449.2,-1201015.9
308637.5,-1201278.5
308825.8,-1201541.1
309014.2,-1201803.6
309202.7,-1202066.1
309382.6,-1202316.7
309571.0,-1202579.2
309759.5,-1202841.7
309947.9,-1203104.2
310127.7,-1203354.9
294710.2,-1181901.3
294888.8,-1182152.7
295075.8,-1182416.1
295262.9,-1182679.4
295450.2,-1182942.6
295629.2,-1183193.6
295817.1,-1183456.4
296005.1,-1183719.1
296193.2,-1183981.7
296372.8,-1184232.4
296560.8,-1184495.1
296748.9,-1184757.8
296936.8,-1185020.5
297124.8,-1185283.2
297304.1,-1185534.1
297491.8,-1185797.0
297679.4,-1186060.0
297866.8,-1186323.1
298045.4,-1186574.4
298232.2,-1186837.9
298419.0,-1187101.5
298606.0,-1187364.9
298785.1,-1187615.9
298973.5,-1187878.4
299162.6,-1188140.3
299352.0,-1188402.0
299532.7,-1188651.9
299721.8,-1188913.9
299910.3,-1189176.2
300098.8,-1189438.6
300281.6,-1189686.9
300475.9,-1189945.0
300671.2,-1190202.4
300866.2,-1190460.0
-171607.3,-1084313.4
-171329.9,-1084218.6
-171052.6,-1084123.4
-170775.4,-1084028.3
-170484.2,-1083928.5
-170207.0,-1083833.1
-169929.9,-1083737.5
-169652.7,-1083642.1
-169375.5,-1083546.8
-169084.3,-1083447.3
-168806.8,-1083353.0
-168529.2,-1083258.9
-168251.5,-1083165.0
-167959.9,-1083066.6
-167682.3,-1082972.3
-167404.9,-1082877.7
247102.4,-1343628.1
246884.9,-1343718.2
246667.3,-1343808.2
246449.7,-1343898.3
246232.2,-1343988.6
246014.8,-1344079.0
245797.2,-1344169.1
245579.5,-1344258.8
245361.7,-1344348.4
245143.8,-1344437.8
244925.9,-1344526.9
244707.7,-1344615.5
244489.2,-1344703.3
244270.4,-1344790.4
244051.6,-1344877.4
243832.9,-1344964.7
243614.2,-1345052.1
243395.7,-1345139.9
243177.4,-1345228.1
242959.1,-1345316.3
242740.8,-1345404.8
242522.8,-1345493.7
242291.3,-1345588.7
242073.7,-1345678.6
241856.3,-1345769.0
241639.2,-1345860.2
241422.3,-1345952.1
241205.7,-1346044.4
240975.7,-1346142.9
240759.2,-1346235.7
240542.7,-1346328.2
224683.4,-1352763.1
224465.8,-1352853.3
224248.5,-1352943.9
224031.4,-1353035.3
223814.8,-1353127.7
223598.4,-1353220.6
223382.1,-1353313.9
223165.8,-1353406.8
222949.2,-1353499.4
222732.4,-1353591.3
222514.9,-1353681.7
222297.1,-1353771.3
222079.1,-1353860.3
221860.5,-1353947.9
221641.3,-1354034.1
221408.2,-1354125.1
221188.7,-1354210.3
220969.0,-1354295.1
220749.4,-1354380.3
220530.2,-1354466.2
220311.2,-1354553.1
220092.7,-1354640.8
219874.5,-1354729.4
219656.8,-1354819.2
-194605.7,-1077714.2
-194475.8,-1077519.0
-194354.7,-1077335.5
-194233.9,-1077151.8
-194113.5,-1076967.8
-193993.3,-1076783.8
-193873.1,-1076599.7
-193745.0,-1076403.3
-193624.8,-1076219.3
-193504.2,-1076035.4
-193383.0,-1075852.0
-193261.1,-1075669.1
-193130.2,-1075474.5
-193006.4,-1075292.9
-192881.5,-1075112.0
-192755.6,-1074931.7
-192629.3,-1074751.8
-192494.1,-1074560.2
-192366.9,-1074380.9
-192239.7,-1074201.6
-192112.7,-1074022.2
-191986.0,-1073842.5
-191851.3,-1073650.6
-152815.2,-1126437.0
-152538.2,-1126340.7
-152261.2,-1126244.3
-151984.2,-1126148.0
-151707.0,-1126051.9
-151416.0,-1125951.1
-151138.9,-1125855.2
-150861.7,-1125759.3
-150584.5,-1125663.6
-150307.1,-1125568.3
-150029.7,-1125473.2
-149752.2,-1125378.1
-149474.8,-1125283.1
-149197.4,-1125188.1
-148920.0,-1125093.0
-148628.9,-1124992.5
-128575.3,-1117974.2
-128298.9,-1117876.4
-128022.6,-1117778.2
-127746.5,-1117679.4
-127470.4,-1117580.5
-127194.3,-1117481.9
-126918.1,-1117383.4
-126628.1,-1117279.9
-126352.1,-1117181.0
-126076.0,-1117082.1
-125799.8,-1116983.5
-125523.5,-1116885.3
-125247.2,-1116787.3
-124970.7,-1116689.6
-124694.1,-1116592.3
-124417.4,-1116495.1
-124140.7,-1116398.2
-123850.0,-1116296.6
-123573.1,-1116200.1
-123296.2,-1116103.6
-123019.2,-1116007.6
-144986.7,-1123724.8
-144710.0,-1123627.8
-144433.3,-1123530.5
-144156.7,-1123432.9
-143880.3,-1123334.9
-143603.9,-1123237.0
-143327.5,-1123138.9
-143037.4,-1123035.8
-142761.2,-1122937.2
-142485.1,-1122838.3
-142209.0,-1122739.4
-141932.8,-1122640.7
-141656.6,-1122542.1
-141380.4,-1122443.4
-141104.2,-1122344.9
-140827.9,-1122246.6
-140551.6,-1122148.5
-138490.3,-1121424.2
-138213.3,-1121328.0
-137936.2,-1121232.0
-137645.2,-1121131.2
-137368.1,-1121035.2
-137091.0,-1120939.3
-136813.9,-1120843.4
-136536.8,-1120747.5
-136259.6,-1120651.6
-135982.6,-1120555.6
-135705.5,-1120459.6
-135428.3,-1120363.9
-135151.1,-1120268.2
-134860.1,-1120167.6
-134583.0,-1120071.9
-134305.9,-1119975.9
-134028.8,-1119879.7
-133751.9,-1119783.4
-133474.9,-1119687.0
-87612.6,-1242486.4
-87282.5,-1242362.7
-86966.2,-1242244.1
-86636.1,-1242120.3
-86306.1,-1241996.5
-85976.0,-1241872.8
-85645.9,-1241749.1
-85315.7,-1241625.5
-84985.6,-1241501.9
-84655.5,-1241378.3
-84325.3,-1241254.8
-84008.9,-1241136.3
-83678.8,-1241012.8
-83348.6,-1240889.2
184757.7,-1377410.9
185030.5,-1377300.2
185303.2,-1377189.0
185575.9,-1377078.0
185848.5,-1376966.8
186120.8,-1376854.7
186392.8,-1376741.8
186664.9,-1376629.4
186937.1,-1376517.1
187209.4,-1376404.9
187468.0,-1376298.2
187740.1,-1376185.7
188012.1,-1376072.8
188284.0,-1375959.7
188556.1,-1375847.3
188828.8,-1375736.2
189102.1,-1375626.5
189375.8,-1375518.0
189650.0,-1375410.6
