t_gpx_s,log,fase,voltaje_v,corriente_a,potencia_w,rapidez_odometria_mps,temp_motor_max_c,temp_cuerpo_c
14543.47,3,carrera,58.02,7.272,421.92,2.681,50,35
14544.47,3,carrera,57.66,6.873,396.3,2.542,50,36
14545.47,3,carrera,57.96,6.258,362.71,2.52,50,35
14546.47,3,carrera,57.86,6.052,350.17,2.597,50,35
14547.47,3,carrera,57.57,7.474,430.28,2.682,50,35
14548.47,3,carrera,57.21,9.534,545.44,2.537,50,34
14549.47,3,carrera,57.11,6.585,376.07,2.504,50,36
14550.47,3,carrera,58.09,4.771,277.15,2.559,50,37
14551.47,3,carrera,57.6,6.228,358.73,2.708,50,37
14552.47,3,carrera,57.86,9.848,569.81,2.604,50,35
14553.47,3,carrera,58.44,5.593,326.85,2.507,50,34
14554.47,3,carrera,57.76,4.532,261.77,2.57,50,36
14555.47,3,carrera,57.4,6.008,344.86,2.672,50,35
14556.47,3,carrera,56.91,9.527,542.18,2.63,50,35
14557.47,3,carrera,57.21,4.513,258.19,2.53,50,35
14558.47,3,carrera,57.89,4.175,241.69,2.541,50,35
14559.47,3,carrera,56.88,4.354,247.66,2.713,50,36
14560.47,3,carrera,57.27,7.202,412.46,2.648,50,35
14561.47,3,carrera,57.3,4.511,258.48,2.544,50,34
14562.47,3,carrera,57.99,4.402,255.27,2.6,50,36
14563.47,3,carrera,57.34,5.561,318.87,2.736,50,34
14564.47,3,carrera,56.72,6.612,375.03,2.699,50,36
14565.47,3,carrera,56.88,4.458,253.57,2.548,50,35
14566.47,3,carrera,57.57,3.059,176.11,2.55,50,35
14567.47,3,carrera,57.63,4.976,286.77,2.62,50,36
14568.47,3,carrera,57.96,6.113,354.31,2.712,50,35
14569.47,3,carrera,58.18,5.212,303.23,2.573,50,34
14570.47,3,carrera,58.15,3.255,189.28,2.573,50,34
14571.47,3,carrera,57.86,5.036,291.38,2.72,50,35
14572.47,3,carrera,57.99,6.319,366.44,2.76,50,36
14573.47,3,carrera,56.17,7.216,405.32,2.673,50,36
14574.47,3,carrera,57.27,2.745,157.21,2.578,50,35
14575.47,3,carrera,57.99,2.398,139.06,2.571,50,36
14576.47,3,carrera,56.23,5.128,288.35,2.665,50,35
14577.47,3,carrera,57.7,5.412,312.27,2.75,50,35
14578.47,3,carrera,58.61,4.891,286.66,2.605,50,36
14579.47,3,carrera,57.92,3.025,175.21,2.622,50,35
14580.47,3,carrera,58.48,4.177,244.27,2.655,50,36
14581.47,3,carrera,56.65,4.652,263.54,2.817,50,36
14582.47,3,carrera,57.37,9.091,521.55,2.733,50,35
14583.47,3,carrera,57.37,4.602,264.02,2.635,50,35
14584.47,3,carrera,57.11,1.495,85.38,2.544,50,36
14585.48,3,carrera,58.25,4.018,234.05,2.672,50,37
14586.48,3,carrera,56.95,3.28,186.8,2.784,50,37
14587.48,3,carrera,57.44,7.502,430.91,2.783,50,35
14588.48,3,carrera,57.14,2.911,166.33,2.587,50,35
14589.48,3,carrera,57.47,2.865,164.65,2.619,50,36
14590.48,3,carrera,57.08,5.319,303.61,2.656,50,36
14591.48,3,carrera,58.41,5.891,344.09,2.781,50,36
14592.48,3,carrera,58.15,5.635,327.68,2.604,50,36
14593.48,3,carrera,58.15,3.055,177.65,2.552,50,36
14594.48,3,carrera,57.83,5.01,289.73,2.677,50,35
14595.48,3,carrera,57.53,3.843,221.09,2.794,50,36
14596.48,3,carrera,58.22,8.19,476.82,2.684,50,36
14597.48,3,carrera,57.17,4.089,233.77,2.618,50,36
14598.48,3,carrera,58.31,3.36,195.92,2.566,50,37
14599.48,3,carrera,58.25,5.885,342.8,2.673,50,36
14600.48,3,carrera,55.74,6.037,336.5,2.624,50,37
14601.48,3,carrera,57.44,3.708,212.99,2.542,50,36
14602.48,3,carrera,58.18,3.523,204.97,2.558,50,36
14603.48,3,carrera,57.11,3.888,222.04,2.669,50,36
14604.48,3,carrera,57.76,7.11,410.67,2.731,50,36
14605.48,3,carrera,57.5,5.382,309.46,2.559,50,35
14606.48,3,carrera,57.99,4.09,237.18,2.575,50,35
14607.48,3,carrera,57.01,6.246,356.08,2.736,50,36
14608.48,3,carrera,56.78,6.014,341.47,2.635,50,35
14609.48,3,carrera,57.4,4.406,252.9,2.536,50,37
14610.48,3,carrera,58.15,4.916,285.87,2.6,50,37
14611.48,3,carrera,58.28,6.208,361.8,2.74,50,36
14612.48,3,carrera,56.85,4.586,260.71,2.587,50,35
14613.48,3,carrera,58.09,3.268,189.84,2.566,50,36
14614.48,3,carrera,57.4,5.604,321.67,2.643,50,36
14615.48,3,carrera,58.15,4.505,261.97,2.733,50,35
14616.48,3,carrera,58.93,6.056,356.88,2.568,50,36
14617.48,3,carrera,57.3,3.456,198.03,2.542,50,36
14618.48,3,carrera,58.51,4.346,254.28,2.664,50,36
14619.48,3,carrera,57.6,4.607,265.36,2.72,50,37
14620.48,3,carrera,57.4,10.322,592.48,2.68,50,35
14621.48,3,carrera,56.3,2.909,163.78,2.587,50,36
14622.48,3,carrera,58.05,3.725,216.24,2.555,50,37
14623.48,3,carrera,57.47,6.684,384.13,2.758,50,36
14624.48,3,carrera,57.53,9.212,529.97,2.636,50,35
14625.48,3,carrera,56.65,4.135,234.25,2.545,50,36
14626.48,3,carrera,57.44,5.66,325.11,2.608,50,35
14627.48,3,carrera,58.31,5.175,301.75,2.754,50,36
14628.48,3,carrera,57.57,7.538,433.96,2.61,50,36
14629.48,3,carrera,57.96,4.281,248.13,2.526,50,35
14630.48,3,carrera,58.38,5.609,327.45,2.623,50,36
14631.48,3,carrera,56.98,5.35,304.84,2.736,50,36
14632.48,3,carrera,56.98,7.081,403.48,2.669,50,36
14633.48,3,carrera,58.15,5.015,291.62,2.507,50,36
14634.48,3,carrera,58.12,4.105,238.58,2.584,50,36
14635.48,3,carrera,57.53,4.559,262.28,2.717,50,35
14636.48,3,carrera,56.82,5.976,339.56,2.644,50,36
14637.48,3,carrera,58.02,4.867,282.38,2.558,50,36
14638.48,3,carrera,57.86,4.026,232.94,2.58,50,36
14639.48,3,carrera,58.83,5.616,330.39,2.69,50,35
14640.48,3,carrera,56.98,8.696,495.5,2.666,50,36
14641.48,3,carrera,57.57,5.243,301.84,2.537,50,36
14642.48,3,carrera,57.92,3.188,184.65,2.544,50,37
14643.48,3,carrera,56.69,4.951,280.67,2.676,50,35
14644.48,3,carrera,56.85,7.967,452.92,2.646,50,36
14645.48,3,carrera,57.44,4.228,242.86,2.571,50,36
14646.48,3,carrera,58.15,3.402,197.83,2.594,50,37
14647.48,3,carrera,58.28,5.908,344.32,2.719,50,36
14648.48,3,carrera,56.91,8.08,459.83,2.649,50,36
14649.48,3,carrera,57.14,3.451,197.19,2.514,50,36
14650.48,3,carrera,57.83,3.794,219.41,2.535,50,37
14651.48,3,carrera,56.62,4.463,252.7,2.737,50,35
14652.48,3,carrera,56.69,6.942,393.54,2.684,50,37
14653.48,3,carrera,58.41,4.564,266.58,2.537,50,36
14654.48,3,carrera,57.73,4.044,233.46,2.571,50,37
14655.48,3,carrera,57.14,4.87,278.27,2.716,50,36
14656.48,3,carrera,55.55,4.237,235.37,2.633,50,36
14657.48,3,carrera,57.76,4.794,276.9,2.522,50,35
14658.48,3,carrera,57.01,4.263,243.03,2.584,50,36
14659.48,3,carrera,58.25,6.086,354.51,2.748,50,36
14660.48,3,carrera,56.91,5.92,336.91,2.625,50,35
14661.48,3,carrera,57.14,3.87,221.13,2.545,50,36
14662.48,3,carrera,57.92,4.552,263.65,2.546,50,35
14663.48,3,carrera,58.05,5.803,336.86,2.71,50,35
14664.48,3,carrera,57.24,10.045,574.98,2.649,50,35
14665.48,3,carrera,57.7,4.236,244.42,2.528,50,36
14666.48,3,carrera,57.44,3.131,179.84,2.546,50,37
14667.48,3,carrera,57.76,5.006,289.15,2.692,50,34
14668.48,3,carrera,56.95,9.598,546.61,2.635,50,36
14669.48,3,carrera,56.49,4.024,227.32,2.552,50,36
14670.48,3,carrera,56.65,4.084,231.36,2.554,50,36
14671.48,3,carrera,56.85,6.148,349.51,2.67,50,37
14672.48,3,carrera,57.86,8.179,473.24,2.676,50,35
14673.48,3,carrera,57.79,5.831,336.97,2.54,50,35
14674.48,3,carrera,58.28,3.293,191.92,2.545,50,36
14675.48,3,carrera,57.21,4.1,234.56,2.638,50,36
14676.49,3,carrera,57.92,6.555,379.67,2.713,50,35
14677.49,3,carrera,57.11,6.981,398.68,2.571,50,36
14678.49,3,carrera,57.27,4.776,273.52,2.545,50,35
14679.49,3,carrera,58.22,5.082,295.87,2.62,50,35
14680.49,3,carrera,57.3,6.264,358.93,2.727,50,37
14681.49,3,carrera,56.56,6.64,375.56,2.616,50,36
14682.49,3,carrera,57.53,4.226,243.12,2.523,50,34
14683.49,3,carrera,58.54,5.102,298.67,2.585,50,36
14684.49,3,carrera,57.99,3.871,224.48,2.727,50,36
14685.49,3,carrera,58.25,8.998,524.13,2.652,50,35
14686.49,3,carrera,57.83,4.408,254.91,2.533,50,36
14687.49,3,carrera,58.25,5.157,300.4,2.625,50,35
14688.49,3,carrera,58.25,7.64,445.03,2.753,50,35
14689.49,3,carrera,56.72,7.772,440.83,2.559,50,35
14690.49,3,carrera,56.49,3.436,194.1,2.489,50,35
14691.49,3,carrera,58.12,6.495,377.49,2.624,50,35
14692.49,3,carrera,56.98,7.088,403.87,2.64,50,37
14693.49,3,carrera,58.61,4.58,268.43,2.531,50,35
14694.49,3,carrera,57.5,4.374,251.5,2.557,50,37
14695.49,3,carrera,57.73,6.847,395.28,2.722,50,34
14696.49,3,carrera,55.74,6.231,347.32,2.607,50,36
14697.49,3,carrera,57.73,3.959,228.55,2.546,50,35
14698.49,3,carrera,57.63,5.326,306.94,2.589,50,35
14699.49,3,carrera,57.99,6.238,361.74,2.741,50,36
14700.49,3,carrera,57.6,5.867,337.94,2.567,50,36
14701.49,3,carrera,56.69,4.261,241.56,2.568,50,35
14702.49,3,carrera,57.86,5.626,325.52,2.63,50,36
14703.49,3,carrera,57.47,5.809,333.84,2.738,50,35
14704.49,3,carrera,56.82,6.662,378.53,2.6,50,35
14705.49,3,carrera,57.5,4.565,262.49,2.538,50,35
14706.49,3,carrera,58.57,5.361,313.99,2.64,50,36
14707.49,3,carrera,58.05,5.174,300.35,2.717,50,36
14708.49,3,carrera,57.53,5.633,324.07,2.579,50,35
14709.49,3,carrera,57.47,4.351,250.05,2.561,50,37
14710.49,3,carrera,57.27,5.812,332.85,2.667,50,35
14711.49,3,carrera,56.65,7.127,403.74,2.676,50,36
14712.49,3,carrera,58.41,5.727,334.51,2.525,50,37
14713.49,3,carrera,57.7,3.275,188.97,2.551,50,35
14714.49,3,carrera,57.63,3.94,227.06,2.71,50,35
14715.49,3,carrera,58.38,7.495,437.56,2.65,50,35
14716.49,3,carrera,57.08,5.113,291.85,2.547,50,35
14717.49,3,carrera,57.3,3.785,216.88,2.616,50,35
14718.49,3,carrera,58.44,5.916,345.73,2.721,50,34
14719.49,3,carrera,56.95,9.503,541.2,2.634,50,34
14720.49,3,carrera,57.04,4.152,236.83,2.506,50,35
14721.49,3,carrera,57.73,6.619,382.11,2.633,50,36
14722.49,3,carrera,58.41,6.444,376.39,2.73,50,37
14723.49,3,carrera,57.79,3.217,185.91,2.537,50,36
14724.49,3,carrera,57.99,3.892,225.7,2.577,50,37
14725.49,3,carrera,57.5,6.545,376.34,2.632,50,36
14726.49,3,carrera,57.4,7.831,449.5,2.725,50,36
14727.49,3,carrera,57.11,4.243,242.32,2.56,50,35
14728.49,3,carrera,57.7,3.884,224.11,2.553,50,34
14729.49,3,carrera,57.63,4.662,268.67,2.623,50,36
14730.49,3,carrera,57.6,5.734,330.28,2.74,50,35
14731.49,3,carrera,55.97,5.714,319.81,2.626,50,36
14732.49,3,carrera,58.15,3.201,186.14,2.524,50,35
14733.49,3,carrera,57.01,6.868,391.54,2.65,50,36
14734.49,3,carrera,57.73,7.342,423.85,2.716,50,35
14735.49,3,carrera,58.64,6.371,373.6,2.557,50,36
14736.49,3,carrera,56.62,4.094,231.8,2.516,50,36
14737.49,3,carrera,57.11,5.333,304.57,2.64,50,35
14738.5,3,carrera,57.86,6.926,400.74,2.753,50,35
14739.5,3,carrera,57.66,8.571,494.2,2.604,50,34
14740.5,3,carrera,57.47,3.929,225.8,2.532,50,35
14741.5,3,carrera,58.25,3.365,196.01,2.62,50,36
14742.5,3,carrera,57.47,5.919,340.16,2.7,50,35
14743.5,3,carrera,56.69,9.302,527.33,2.62,50,34
14744.5,3,carrera,56.91,5.094,289.9,2.524,50,35
14745.5,3,carrera,57.73,4.346,250.89,2.593,50,35
14746.5,3,carrera,58.44,4.333,253.22,2.719,50,37
14747.5,3,carrera,58.9,6.693,394.22,2.594,50,35
14748.5,3,carrera,57.24,4.471,255.92,2.518,50,35
14749.5,3,carrera,57.92,5.991,347.0,2.615,50,35
14750.5,3,carrera,57.63,6.868,395.8,2.741,50,36
14751.5,3,carrera,55.71,3.279,182.67,2.508,50,36
14752.5,3,carrera,57.4,2.807,161.12,2.532,50,36
14753.5,3,carrera,57.27,4.522,258.97,2.698,50,35
14754.5,3,carrera,57.08,8.087,461.61,2.655,50,36
14755.5,3,carrera,57.4,3.705,212.67,2.499,50,35
14756.5,3,carrera,57.86,5.021,290.52,2.594,50,37
14757.5,3,carrera,58.15,8.583,499.1,2.68,50,35
14758.5,3,carrera,57.27,4.399,251.93,2.525,50,36
14759.5,3,carrera,57.89,3.228,186.87,2.544,50,35
14760.5,3,carrera,58.22,6.056,352.58,2.64,50,36
14761.5,3,carrera,56.52,6.612,373.71,2.652,50,35
14762.5,3,carrera,57.79,4.447,256.99,2.541,50,35
14763.5,3,carrera,57.83,4.071,235.43,2.584,50,36
14764.5,3,carrera,57.01,5.527,315.09,2.748,50,35
14765.5,3,carrera,56.23,5.247,295.04,2.604,50,35
14766.5,3,carrera,57.7,5.29,305.23,2.542,50,35
14767.5,3,carrera,57.44,3.603,206.96,2.611,50,35
14768.5,3,carrera,57.7,4.89,282.15,2.691,50,35
14769.5,3,carrera,58.31,7.252,422.86,2.593,50,35
14770.5,3,carrera,57.47,3.842,220.8,2.555,50,36
14771.5,3,carrera,57.24,4.945,283.05,2.657,50,36
14772.5,3,carrera,57.86,8.725,504.83,2.703,50,37
14773.5,3,carrera,57.53,7.912,455.18,2.539,50,37
14774.5,3,carrera,57.04,3.91,223.03,2.569,50,36
14775.5,3,carrera,57.57,6.117,352.16,2.613,50,37
14776.5,3,carrera,57.63,4.872,280.77,2.726,50,37
14777.5,3,carrera,58.12,4.56,265.03,2.55,50,36
14778.5,3,carrera,57.34,3.876,222.25,2.561,50,35
14779.5,3,carrera,58.02,6.127,355.49,2.639,50,36
14780.5,3,carrera,56.52,9.112,515.01,2.69,50,36
14781.5,3,carrera,57.34,4.77,273.51,2.562,50,35
14782.5,3,carrera,57.66,3.626,209.08,2.556,50,36
14783.5,3,carrera,57.4,5.749,329.99,2.622,50,36
14784.5,3,carrera,57.96,8.045,466.29,2.701,50,36
14785.5,3,carrera,57.4,3.378,193.9,2.532,50,36
14786.5,3,carrera,57.6,3.788,218.19,2.583,50,35
14787.5,3,carrera,57.37,6.43,368.89,2.691,50,37
14788.5,3,carrera,56.75,6.233,353.72,2.641,50,36
14789.5,3,carrera,58.02,4.143,240.38,2.525,50,36
14790.5,3,carrera,58.7,4.105,240.96,2.582,50,35
14791.5,3,carrera,57.92,4.355,252.24,2.738,50,36
14792.5,3,carrera,57.53,6.449,371.01,2.606,50,36
14793.5,3,carrera,56.78,3.975,225.7,2.563,50,36
14794.5,3,carrera,58.41,3.914,228.62,2.582,50,37
14795.5,3,carrera,58.7,5.23,307.0,2.719,50,36
14796.5,3,carrera,58.05,5.756,334.14,2.548,50,35
14797.5,3,carrera,57.6,2.914,167.85,2.553,50,36
14798.5,3,carrera,57.66,4.958,285.88,2.699,50,35
14799.5,3,carrera,57.6,9.318,536.72,2.641,50,36
14800.5,3,carrera,57.47,4.281,246.03,2.547,50,36
14801.5,3,carrera,57.66,4.84,279.07,2.601,50,36
14802.5,3,carrera,57.44,5.641,324.02,2.695,50,36
14803.5,3,carrera,57.37,7.054,404.69,2.57,50,36
14804.5,3,carrera,57.08,4.135,236.03,2.502,50,37
14805.5,3,carrera,57.99,6.61,383.31,2.684,50,36
14806.5,3,carrera,58.25,5.319,309.83,2.721,50,35
14807.5,3,carrera,58.15,4.092,237.95,2.527,50,36
14808.5,3,carrera,57.76,4.37,252.41,2.562,51,35
14809.51,3,carrera,57.37,5.091,292.07,2.661,51,34
14810.51,3,carrera,57.04,8.77,500.24,2.716,50,35
14811.51,3,carrera,57.89,6.034,349.31,2.563,51,36
14812.51,3,carrera,57.47,3.67,210.91,2.52,51,35
14813.51,3,carrera,57.24,6.388,365.65,2.65,50,35
14814.51,3,carrera,57.63,9.463,545.35,2.72,51,35
14815.51,3,carrera,56.56,3.447,194.96,2.56,51,37
14816.51,3,carrera,58.05,3.559,206.6,2.529,51,36
14817.51,3,carrera,57.7,7.176,414.06,2.669,51,36
14818.51,3,carrera,57.17,8.809,503.61,2.673,51,35
14819.51,3,carrera,56.62,4.355,246.58,2.491,51,35
14820.51,3,carrera,57.47,3.702,212.75,2.555,50,36
14821.51,3,carrera,56.62,4.379,247.94,2.664,50,36
14822.51,3,carrera,57.92,9.128,528.69,2.623,50,35
14823.51,3,carrera,57.44,5.312,305.12,2.518,50,34
14824.51,3,carrera,57.3,5.076,290.85,2.557,50,35
14825.51,3,carrera,57.73,5.771,333.16,2.73,50,35
14826.51,3,carrera,58.15,6.866,399.26,2.542,50,36
14827.51,3,carrera,57.92,3.792,219.63,2.481,50,35
14828.51,3,carrera,57.11,5.283,301.71,2.659,50,35
14829.51,3,carrera,56.72,8.751,496.36,2.672,50,36
14830.51,3,carrera,56.65,5.194,294.24,2.5,50,36
14831.51,3,carrera,57.63,5.259,303.08,2.579,50,35
14832.51,3,carrera,57.66,8.353,481.63,2.71,50,37
14833.51,3,carrera,57.47,7.309,420.05,2.527,50,35
14834.51,3,carrera,56.95,4.79,272.79,2.533,50,35
14835.51,3,carrera,56.13,7.334,411.66,2.608,50,34
14836.51,3,carrera,57.96,7.076,410.12,2.676,50,37
14837.51,3,carrera,56.98,5.028,286.5,2.517,50,36
14838.51,3,carrera,57.96,4.277,247.89,2.553,50,35
14839.51,3,carrera,55.71,4.965,276.6,2.631,50,35
14840.51,3,carrera,57.63,10.305,593.88,2.666,50,36
14841.51,3,carrera,57.3,7.273,416.74,2.511,50,35
14842.51,3,carrera,57.63,3.993,230.12,2.531,50,36
14843.51,3,carrera,57.47,6.332,363.9,2.601,50,35
14844.51,3,carrera,57.47,8.776,504.36,2.658,50,36
14845.51,3,carrera,56.82,3.722,211.48,2.505,50,35
14846.51,3,carrera,57.01,4.409,251.36,2.555,50,35
14847.51,3,carrera,57.34,7.248,415.6,2.673,50,35
14848.51,3,carrera,56.43,9.187,518.42,2.685,50,34
14849.51,3,carrera,56.04,3.88,217.44,2.506,50,35
14850.51,3,carrera,57.63,2.953,170.18,2.551,50,35
14851.51,3,carrera,57.79,4.143,239.42,2.721,50,36
14852.51,3,carrera,56.65,6.894,390.55,2.61,50,35
14853.51,3,carrera,56.88,4.396,250.04,2.536,50,35
14854.51,3,carrera,57.92,4.515,261.51,2.606,50,37
14855.51,3,carrera,58.09,7.69,446.71,2.743,50,35
14856.51,3,carrera,57.3,4.932,282.6,2.544,50,35
14857.51,3,carrera,57.47,2.797,160.74,2.532,50,36
14858.51,3,carrera,57.66,5.37,309.63,2.65,50,36
14859.51,3,carrera,56.69,5.904,334.7,2.659,50,35
14860.51,3,carrera,58.09,3.001,174.33,2.554,50,37
14861.51,3,carrera,57.3,4.185,239.8,2.641,50,36
14862.51,3,carrera,56.91,4.774,271.69,2.749,50,35
14863.51,3,carrera,55.13,3.813,210.21,2.589,50,35
14864.51,3,carrera,58.35,3.813,222.49,2.535,50,35
14865.51,3,carrera,56.46,5.373,303.36,2.623,50,35
14866.51,3,carrera,57.14,6.805,388.84,2.698,50,36
14867.51,3,carrera,57.3,3.175,181.93,2.585,50,35
14868.51,3,carrera,58.48,2.251,131.64,2.599,50,36
14869.51,3,carrera,56.59,4.753,268.97,2.708,50,36
14870.51,3,carrera,58.38,7.129,416.19,2.665,50,35
14871.51,3,carrera,57.17,4.356,249.03,2.532,50,36
14872.51,3,carrera,58.25,1.706,99.37,2.538,50,35
14873.51,3,carrera,57.53,4.052,233.11,2.704,50,35
14874.51,3,carrera,57.17,6.01,343.59,2.639,50,35
14875.51,3,carrera,57.66,3.125,180.19,2.556,50,37
14876.51,3,carrera,58.25,3.923,228.51,2.607,50,35
14877.51,3,carrera,58.28,4.972,289.77,2.729,50,35
14878.51,3,carrera,56.43,4.901,276.56,2.572,50,34
14879.51,3,carrera,57.73,2.507,144.73,2.563,50,37
14880.51,3,carrera,56.95,4.513,257.02,2.652,50,37
14881.51,3,carrera,57.63,5.362,309.01,2.676,50,36
14882.51,3,carrera,57.44,2.46,141.3,2.568,50,35
14883.51,3,carrera,58.31,1.677,97.79,2.632,50,37
14884.51,3,carrera,57.66,4.685,270.14,2.733,50,35
14885.51,3,carrera,57.63,7.328,422.31,2.672,50,36
14886.51,3,carrera,56.72,2.594,147.13,2.521,50,35
14887.51,3,carrera,58.31,4.275,249.28,2.561,50,35
14888.51,3,carrera,57.96,6.673,386.77,2.739,50,36
14889.51,3,carrera,57.08,4.631,264.34,2.549,50,35
14890.51,3,carrera,57.76,2.779,160.52,2.554,50,36
14891.51,3,carrera,56.95,6.066,345.46,2.676,50,36
14892.51,3,carrera,57.21,8.456,483.77,2.705,50,35
14893.51,3,carrera,56.1,2.516,141.15,2.547,50,36
14894.51,3,carrera,58.64,2.766,162.2,2.576,50,36
14895.51,3,carrera,57.14,4.047,231.25,2.706,50,35
14896.51,3,carrera,57.44,6.41,368.19,2.627,50,35
14897.51,3,carrera,57.96,3.467,200.95,2.552,50,34
14898.51,3,carrera,58.02,3.488,202.37,2.629,50,37
14899.51,3,carrera,58.02,6.019,349.22,2.734,50,35
14900.51,3,carrera,57.6,3.381,194.75,2.549,50,36
14901.51,3,carrera,58.38,2.206,128.79,2.575,50,35
14902.51,3,carrera,57.86,4.224,244.4,2.637,50,35
14903.51,3,carrera,57.63,6.437,370.96,2.706,50,34
14904.52,3,carrera,57.73,3.408,196.74,2.569,50,35
14905.52,3,carrera,57.92,2.844,164.72,2.598,50,35
14906.52,3,carrera,56.75,4.979,282.56,2.693,50,36
14907.52,3,carrera,56.23,3.323,186.85,2.587,50,35
14908.52,3,carrera,57.76,3.069,177.27,2.525,50,35
14909.52,3,carrera,58.22,5.743,334.36,2.62,50,35
14910.52,3,carrera,58.41,5.757,336.27,2.762,50,35
14911.52,3,carrera,57.37,4.874,279.62,2.667,50,35
14912.52,3,carrera,57.53,3.184,183.18,2.596,50,35
14913.52,3,carrera,58.44,1.301,76.03,2.652,50,36
14914.52,3,carrera,57.99,4.289,248.72,2.74,50,35
14915.52,3,carrera,57.7,6.504,375.28,2.769,50,35
14916.52,3,carrera,56.98,4.795,273.22,2.605,50,36
14917.52,3,carrera,57.86,1.602,92.69,2.586,50,35
14918.52,3,carrera,58.28,1.997,116.39,2.613,50,36
14919.52,3,carrera,57.11,5.444,310.91,2.676,50,37
14920.52,3,carrera,57.92,3.771,218.42,2.716,50,36
14921.52,3,carrera,57.4,2.243,128.75,2.564,50,34
14922.52,3,carrera,58.44,2.05,119.8,2.563,50,35
14923.52,3,carrera,58.51,2.434,142.41,2.646,50,35
14924.52,3,carrera,57.86,3.952,228.66,2.721,50,35
14925.52,3,carrera,57.3,7.414,424.82,2.678,50,36
14926.52,3,carrera,58.35,5.196,303.19,2.612,50,36
14927.52,3,carrera,57.3,2.569,147.2,2.597,50,36
14928.52,3,carrera,56.59,6.495,367.55,2.65,50,35
14929.52,3,carrera,58.02,3.762,218.27,2.751,50,36
14930.52,3,carrera,57.34,4.46,255.74,2.617,50,34
14931.52,3,carrera,58.15,4.177,242.89,2.583,50,35
14932.52,3,carrera,57.17,2.796,159.85,2.568,50,35
14933.52,3,carrera,56.85,5.367,305.11,2.691,50,35
14934.52,3,carrera,58.25,7.88,459.01,2.699,50,35
14935.52,3,carrera,57.7,4.897,282.56,2.553,51,36
14936.52,3,carrera,57.17,3.614,206.61,2.525,50,35
14937.52,3,carrera,57.79,5.207,300.91,2.636,50,37
14938.52,3,carrera,57.7,4.272,246.49,2.736,50,35
14939.52,3,carrera,57.83,5.19,300.14,2.623,50,36
14940.52,3,carrera,56.95,4.03,229.51,2.551,50,34
14941.52,3,carrera,57.99,5.159,299.17,2.655,50,36
14942.52,3,carrera,57.57,5.87,337.94,2.736,50,35
14943.52,3,carrera,55.61,7.129,396.44,2.615,50,34
14944.52,3,carrera,57.11,4.248,242.6,2.545,50,35
14945.52,3,carrera,57.83,4.217,243.87,2.611,50,35
14946.52,3,carrera,56.85,5.678,322.79,2.664,50,34
14947.52,3,carrera,57.5,5.631,323.78,2.701,50,35
14948.52,3,carrera,58.51,3.513,205.55,2.573,50,35
14949.52,3,carrera,57.66,3.146,181.4,2.583,50,35
14950.52,3,carrera,57.79,6.06,350.21,2.644,50,35
14951.52,3,carrera,57.5,6.154,353.86,2.755,50,36
14952.52,3,carrera,56.78,6.553,372.08,2.632,50,37
14953.52,3,carrera,56.3,4.525,254.76,2.543,50,35
14954.52,3,carrera,57.04,3.494,199.3,2.566,50,35
14955.52,3,carrera,57.89,5.5,318.4,2.742,50,35
14956.52,3,carrera,56.07,5.489,307.77,2.639,50,36
14957.52,3,carrera,57.83,3.653,211.25,2.564,50,36
14958.52,3,carrera,58.57,2.555,149.65,2.605,50,35
14959.52,3,carrera,57.99,5.667,328.63,2.721,50,35
14960.52,3,carrera,57.37,9.735,558.5,2.655,50,35
14961.52,3,carrera,56.91,4.918,279.88,2.532,50,35
14962.52,3,carrera,58.48,3.298,192.87,2.575,50,35
14963.52,3,carrera,57.3,5.609,321.4,2.647,50,35
14964.52,3,carrera,57.37,9.57,549.03,2.688,50,36
14965.52,3,carrera,56.17,4.392,246.7,2.579,50,35
14966.52,3,carrera,57.79,4.157,240.23,2.579,50,35
14967.52,3,carrera,57.47,6.558,376.89,2.687,50,35
14968.52,3,carrera,57.21,4.63,264.88,2.703,50,35
14969.52,3,carrera,58.67,4.715,276.63,2.564,50,36
14970.52,3,carrera,58.12,2.93,170.29,2.539,50,37
14971.52,3,carrera,57.76,4.785,276.38,2.629,50,35
14972.52,3,carrera,57.4,6.791,389.8,2.708,50,35
14973.52,3,carrera,56.62,5.671,321.09,2.581,50,36
14974.52,3,carrera,56.62,3.243,183.62,2.571,50,35
14975.52,3,carrera,57.24,4.212,241.09,2.614,50,36
14976.52,3,carrera,58.25,6.737,392.43,2.76,50,36
14977.52,3,carrera,57.53,8.247,474.45,2.569,50,36
14978.52,3,carrera,56.56,4.154,234.95,2.531,50,36
14979.52,3,carrera,57.47,4.167,239.48,2.628,50,35
14980.52,3,carrera,57.21,4.57,261.45,2.755,50,36
14981.52,3,carrera,56.95,8.1,461.3,2.661,50,35
14982.52,3,carrera,56.72,5.994,339.98,2.542,50,35
14983.52,3,carrera,57.53,3.556,204.58,2.584,50,36
14984.52,3,carrera,57.27,6.416,367.44,2.686,50,35
14985.52,3,carrera,57.37,8.872,508.99,2.662,50,35
14986.52,3,carrera,57.86,3.954,228.78,2.534,50,35
14987.52,3,carrera,58.31,3.134,182.74,2.592,50,35
14988.52,3,carrera,57.83,4.099,237.05,2.736,50,35
14989.52,3,carrera,56.95,9.249,526.73,2.704,50,35
14990.53,3,carrera,56.26,4.447,250.19,2.538,50,36
14991.53,3,carrera,56.72,3.675,208.45,2.569,50,36
