lat,lon,n_celdas_025,inicio_dias_decada,fin_dias_decada,temporada_dias_decada
16.5,79.5,16,-7.041,-1.211,5.829
16.5,80.5,16,-2.996,4.89,7.886
16.5,81.5,16,-0.854,5.051,5.905
16.5,82.5,11,-1.718,-4.502,-2.784
16.5,94.5,16,-2.248,5.778,8.026
16.5,95.5,16,-3.082,6.074,9.157
16.5,96.5,16,-0.403,10.987,11.39
16.5,97.5,16,-5.946,7.197,13.143
16.5,98.5,16,-5.364,7.703,13.066
16.5,99.5,16,2.224,9.133,6.909
16.5,100.5,16,5.875,12.118,6.243
16.5,101.5,16,-2.865,8.381,11.246
16.5,102.5,16,-4.043,5.226,9.269
16.5,103.5,16,-4.544,12.789,17.333
16.5,104.5,16,-1.054,15.572,16.625
16.5,105.5,16,-6.582,13.133,19.715
16.5,106.5,16,-16.217,7.633,23.85
16.5,107.5,16,-8.571,8.399,16.97
16.5,108.5,5,2.429,13.967,11.538
16.5,119.5,2,-5.083,1.357,6.44
16.5,120.5,14,-4.029,5.994,10.023
16.5,121.5,16,-4.198,4.65,8.848
16.5,122.5,14,-11.785,2.077,13.862
16.5,145.5,6,-8.286,10.6,18.886
16.5,146.5,1,-6.684,8.958,15.641
15.5,-98.5,2,-12.715,15.941,28.656
15.5,-97.5,8,-10.812,13.911,24.723
15.5,-96.5,11,-3.203,14.005,17.208
15.5,-95.5,8,-6.804,3.019,9.822
15.5,-94.5,4,-4.833,2.79,7.623
15.5,-93.5,12,-5.912,11.596,17.508
15.5,-92.5,16,0.446,24.31,23.864
15.5,-91.5,16,4.237,24.773,20.535
15.5,-90.5,16,1.458,26.545,25.086
15.5,-89.5,16,-2.345,24.435,26.781
15.5,-88.5,16,-0.778,15.337,16.116
15.5,-87.5,16,1.553,18.687,17.133
15.5,-86.5,16,3.416,19.693,16.277
15.5,-85.5,16,1.336,19.71,18.375
15.5,-84.5,16,4.381,21.988,17.607
15.5,-83.5,11,-1.208,23.852,25.059
15.5,-82.5,2,2.713,27.009,24.296
15.5,-61.5,11,6.821,18.439,11.618
15.5,-60.5,2,1.783,10.959,9.176
15.5,-24.5,3,2.626,13.673,11.047
15.5,-23.5,10,2.854,11.662,8.809
15.5,-22.5,6,3.343,6.231,2.887
15.5,-17.5,1,1.873,11.441,9.568
15.5,-16.5,14,-6.751,-3.835,2.916
15.5,-15.5,16,-9.689,-9.766,-0.077
15.5,-14.5,16,-11.271,-12.133,-0.862
15.5,-13.5,16,-14.258,-9.541,4.717
15.5,-12.5,16,-16.128,-9.293,6.835
15.5,-11.5,16,-16.898,-12.128,4.769
15.5,-10.5,16,-14.614,-12.807,1.806
15.5,-9.5,16,-12.884,-13.772,-0.887
15.5,-8.5,16,-14.744,-13.626,1.118
15.5,-7.5,16,-14.222,-12.825,1.397
15.5,-6.5,16,-11.403,-10.736,0.667
15.5,-5.5,16,-11.704,-10.679,1.025
15.5,-4.5,16,-6.927,-2.284,4.643
15.5,-3.5,16,-8.72,-6.184,2.536
15.5,-2.5,16,-10.331,-4.729,5.603
15.5,-1.5,16,-8.465,-6.79,1.675
15.5,-0.5,16,-3.913,-1.358,2.555
15.5,0.5,16,-10.693,-7.162,3.531
15.5,1.5,16,-13.33,-6.643,6.687
15.5,2.5,16,-10.512,-4.919,5.593
15.5,3.5,16,-12.117,-10.675,1.441
15.5,4.5,16,-12.643,-7.064,5.579
15.5,5.5,16,-10.475,-6.553,3.921
15.5,6.5,16,-7.563,-4.555,3.009
15.5,7.5,16,-2.047,4.324,6.371
15.5,8.5,16,-7.091,-0.403,6.688
15.5,9.5,16,-8.89,1.95,10.84
15.5,10.5,16,-8.743,5.056,13.799
15.5,11.5,16,-11.817,4.337,16.154
15.5,12.5,16,-10.306,0.223,10.528
15.5,13.5,16,-2.901,4.916,7.817
15.5,14.5,16,-3.073,11.085,14.158
15.5,15.5,16,-7.743,8.885,16.628
15.5,16.5,16,-2.408,11.71,14.118
15.5,17.5,16,-5.416,8.851,14.267
15.5,18.5,16,-14.447,4.374,18.821
15.5,19.5,16,-13.855,6.14,19.995
15.5,20.5,16,-13.427,2.028,15.455
15.5,21.5,16,-14.462,1.509,15.971
15.5,22.5,16,-12.997,1.958,14.955
15.5,23.5,16,-6.949,3.658,10.606
15.5,24.5,16,-8.952,2.589,11.54
15.5,25.5,16,-9.28,1.622,10.901
15.5,26.5,16,-4.606,6.625,11.231
15.5,27.5,16,-4.241,7.721,11.962
15.5,28.5,16,-13.117,-3.537,9.581
15.5,29.5,16,-14.594,-4.252,10.342
15.5,30.5,16,-16.786,-3.961,12.824
15.5,31.5,16,-14.761,-4.757,10.005
15.5,32.5,16,-11.609,-2.882,8.727
15.5,33.5,16,-13.068,-1.618,11.45
15.5,34.5,16,-9.705,-1.59,8.115
15.5,35.5,16,-11.186,-0.304,10.881
15.5,36.5,16,-17.726,-1.427,16.299
15.5,37.5,16,-15.811,-1.018,14.793
15.5,38.5,16,-13.819,-2.553,11.266
15.5,39.5,16,-6.493,11.276,17.77
15.5,40.5,16,-0.494,14.668,15.161
15.5,41.5,5,-1.027,10.181,11.208
15.5,42.5,15,-0.775,7.391,8.165
15.5,43.5,16,0.291,11.984,11.692
15.5,44.5,16,-5.834,6.096,11.929
15.5,45.5,16,-9.261,4.234,13.495
15.5,46.5,16,-3.246,7.462,10.708
15.5,47.5,16,-0.454,-2.215,-1.762
15.5,48.5,16,-3.751,6.187,9.938
15.5,49.5,16,-7.011,5.703,12.714
15.5,50.5,16,-6.332,5.502,11.834
15.5,51.5,16,-1.135,3.376,4.51
15.5,52.5,9,-3.064,3.066,6.131
15.5,73.5,9,-1.703,10.258,11.961
15.5,74.5,16,0.15,10.804,10.654
15.5,75.5,16,1.168,10.285,9.117
15.5,76.5,16,-3.084,2.308,5.392
15.5,77.5,16,-5.557,-2.203,3.355
15.5,78.5,16,-13.936,-2.227,11.71
15.5,79.5,16,-12.926,2.151,15.077
15.5,80.5,14,-5.699,1.656,7.355
15.5,81.5,6,-3.921,-2.698,1.223
15.5,93.5,2,-4.469,0.429,4.897
15.5,94.5,7,-1.296,6.356,7.652
15.5,95.5,11,-2.049,8.859,10.908
15.5,96.5,1,3.292,13.568,10.276
15.5,97.5,8,-11.123,7.054,18.178
15.5,98.5,16,-8.381,8.3,16.681
15.5,99.5,16,-2.147,10.557,12.705
15.5,100.5,16,1.896,5.676,3.78
15.5,101.5,16,-0.773,8.694,9.467
15.5,102.5,16,-4.811,1.471,6.283
15.5,103.5,16,-5.448,7.426,12.874
15.5,104.5,16,1.391,16.434,15.044
15.5,105.5,16,-3.196,16.766,19.962
15.5,106.5,16,-10.293,11.025,21.318
15.5,107.5,16,-13.997,9.372,23.369
15.5,108.5,16,-12.128,10.739,22.868
15.5,109.5,5,-1.981,14.729,16.71
15.5,119.5,4,-13.312,4.019,17.331
15.5,120.5,16,-3.844,6.114,9.958
15.5,121.5,16,-2.444,8.592,11.036
15.5,122.5,4,-9.557,9.726,19.283
15.5,145.5,5,-11.386,7.858,19.244
15.5,146.5,4,-11.735,6.606,18.341
14.5,-92.5,10,-6.681,19.45,26.131
14.5,-91.5,16,-1.431,31.527,32.958
14.5,-90.5,16,2.786,32.836,30.05
14.5,-89.5,16,-3.487,20.169,23.655
14.5,-88.5,16,3.705,22.718,19.012
14.5,-87.5,16,1.043,23.149,22.106
14.5,-86.5,16,-0.386,20.624,21.011
14.5,-85.5,16,0.124,17.486,17.362
14.5,-84.5,16,4.557,19.573,15.016
14.5,-83.5,16,8.46,27.301,18.841
14.5,-82.5,7,-6.725,21.873,28.598
14.5,-61.5,7,12.826,20.319,7.493
14.5,-60.5,12,6.76,16.928,10.168
14.5,-24.5,12,5.974,17.365,11.392
14.5,-23.5,6,-0.154,9.803,9.956
14.5,-22.5,1,6.78,16.946,10.165
14.5,-17.5,7,-1.182,6.215,7.397
14.5,-16.5,16,0.759,0.295,-0.464
14.5,-15.5,16,-8.134,-2.249,5.886
14.5,-14.5,16,-11.535,-4.067,7.468
14.5,-13.5,16,-11.465,-4.48,6.985
14.5,-12.5,16,-13.088,-8.496,4.592
14.5,-11.5,16,-15.572,-8.762,6.81
14.5,-10.5,16,-13.12,-8.206,4.914
14.5,-9.5,16,-10.63,-6.85,3.779
14.5,-8.5,16,-13.688,-7.383,6.304
14.5,-7.5,16,-15.05,-13.313,1.737
14.5,-6.5,16,-16.417,-16.535,-0.118
14.5,-5.5,16,-16.042,-12.516,3.527
14.5,-4.5,16,-11.912,-12.068,-0.156
14.5,-3.5,16,-10.992,-9.044,1.947
14.5,-2.5,16,-6.0,-2.508,3.492
14.5,-1.5,16,-7.715,-6.637,1.077
14.5,-0.5,16,-12.062,-13.722,-1.66
14.5,0.5,16,-16.144,-16.899,-0.756
14.5,1.5,16,-14.594,-13.979,0.614
14.5,2.5,16,-15.124,-10.12,5.004
14.5,3.5,16,-12.923,-9.041,3.882
14.5,4.5,16,-9.909,-5.833,4.076
14.5,5.5,16,-3.46,-1.867,1.593
14.5,6.5,16,-9.937,-6.783,3.154
14.5,7.5,16,-5.674,-1.112,4.563
14.5,8.5,16,-6.358,-0.849,5.509
14.5,9.5,16,-7.566,-2.597,4.969
14.5,10.5,16,-7.684,1.211,8.895
14.5,11.5,16,-9.533,1.521,11.054
14.5,12.5,16,-8.104,-0.961,7.143
14.5,13.5,16,-7.971,0.384,8.355
14.5,14.5,16,-7.487,-4.727,2.76
14.5,15.5,16,-5.911,-2.075,3.836
14.5,16.5,16,-9.087,3.054,12.141
14.5,17.5,16,-15.09,2.957,18.047
14.5,18.5,16,-17.953,-1.801,16.152
14.5,19.5,16,-17.355,-1.133,16.223
14.5,20.5,16,-16.545,-6.43,10.115
14.5,21.5,16,-13.675,-4.287,9.387
14.5,22.5,16,-16.416,-8.163,8.253
14.5,23.5,16,-10.97,0.659,11.629
14.5,24.5,16,-11.967,0.088,12.056
14.5,25.5,16,-12.425,-2.227,10.197
14.5,26.5,16,-9.814,-0.918,8.896
14.5,27.5,16,-10.437,-1.254,9.183
14.5,28.5,16,-9.178,-0.178,9.001
14.5,29.5,16,-13.12,-2.881,10.239
14.5,30.5,16,-10.25,-0.592,9.659
14.5,31.5,16,-12.734,-4.283,8.451
14.5,32.5,16,-15.058,-4.969,10.089
14.5,33.5,16,-16.6,-2.41,14.191
14.5,34.5,16,-13.733,-1.16,12.573
14.5,35.5,16,-17.867,0.186,18.053
14.5,36.5,16,-15.454,1.148,16.602
14.5,37.5,16,-14.482,0.422,14.904
14.5,38.5,16,-7.792,-1.884,5.907
14.5,39.5,16,-7.412,6.305,13.717
14.5,40.5,16,-4.16,8.969,13.129
14.5,41.5,12,-2.251,9.058,11.309
14.5,42.5,10,2.542,6.845,4.302
14.5,43.5,16,-4.026,9.217,13.243
14.5,44.5,16,-6.288,3.331,9.618
14.5,45.5,16,-6.723,10.445,17.168
14.5,46.5,16,-1.923,10.832,12.755
14.5,47.5,16,2.734,15.147,12.413
14.5,48.5,16,-5.495,7.905,13.4
14.5,49.5,14,-7.341,8.757,16.098
14.5,50.5,9,-4.957,12.38,17.336
14.5,51.5,2,-3.694,14.12,17.814
14.5,73.5,2,-3.211,2.383,5.594
14.5,74.5,15,1.34,7.648,6.307
14.5,75.5,16,6.707,16.32,9.613
14.5,76.5,16,4.105,9.617,5.512
14.5,77.5,16,-1.06,0.858,1.918
14.5,78.5,16,-7.32,2.612,9.932
14.5,79.5,16,-7.351,8.12,15.471
14.5,80.5,8,-2.052,8.28,10.332
14.5,93.5,6,-9.256,-0.882,8.375
14.5,97.5,5,-12.182,8.265,20.447
14.5,98.5,16,-13.782,13.365,27.147
14.5,99.5,16,-4.725,9.92,14.645
14.5,100.5,16,-1.537,9.905,11.442
14.5,101.5,16,-3.122,11.009,14.131
14.5,102.5,16,-1.93,4.53,6.459
14.5,103.5,16,-3.973,9.376,13.349
14.5,104.5,16,-3.153,15.443,18.596
14.5,105.5,16,-1.801,19.734,21.535
14.5,106.5,16,-8.55,13.102,21.651
14.5,107.5,16,-5.307,12.115,17.422
14.5,108.5,16,-10.861,12.677,23.538
14.5,109.5,8,-1.967,12.261,14.229
14.5,120.5,13,-9.289,2.644,11.933
14.5,121.5,16,-5.799,7.072,12.872
14.5,122.5,14,-4.824,14.691,19.515
14.5,123.5,5,-5.606,13.505,19.111
14.5,124.5,3,-3.975,15.322,19.297
14.5,145.5,10,-13.724,8.066,21.79
13.5,-91.5,6,-5.181,21.69,26.871
13.5,-90.5,9,-5.101,19.247,24.348
13.5,-89.5,14,-5.107,12.674,17.781
13.5,-88.5,16,-2.059,12.385,14.443
13.5,-87.5,16,-5.243,13.462,18.706
13.5,-86.5,16,0.175,21.588,21.414
13.5,-85.5,16,1.673,17.124,15.451
13.5,-84.5,16,2.397,17.374,14.977
13.5,-83.5,14,2.266,20.542,18.276
13.5,-82.5,1,-8.121,21.039,29.16
13.5,-81.5,4,2.798,22.547,19.75
13.5,-61.5,5,11.782,20.666,8.884
13.5,-60.5,7,11.912,17.811,5.9
13.5,-59.5,5,17.447,17.12,-0.327
13.5,-16.5,15,4.421,15.743,11.322
13.5,-15.5,16,-2.604,15.974,18.578
13.5,-14.5,16,-9.628,1.672,11.299
13.5,-13.5,16,-10.795,3.189,13.984
13.5,-12.5,16,-11.614,-0.817,10.797
13.5,-11.5,16,-11.407,-0.412,10.994
13.5,-10.5,16,-12.727,-1.915,10.812
13.5,-9.5,16,-13.013,-0.673,12.34
13.5,-8.5,16,-10.758,-1.633,9.126
13.5,-7.5,16,-14.119,-7.971,6.147
13.5,-6.5,16,-11.567,-13.634,-2.067
13.5,-5.5,16,-10.25,-11.524,-1.273
13.5,-4.5,16,-14.321,-9.634,4.688
13.5,-3.5,16,-3.104,-5.372,-2.268
13.5,-2.5,16,-2.674,-6.957,-4.283
13.5,-1.5,16,-4.855,-9.478,-4.623
13.5,-0.5,16,-11.005,-10.543,0.462
13.5,0.5,16,-16.661,-14.957,1.704
13.5,1.5,16,-18.539,-15.62,2.92
13.5,2.5,16,-17.468,-14.258,3.21
13.5,3.5,16,-15.504,-13.395,2.109
13.5,4.5,16,-13.874,-9.463,4.411
13.5,5.5,16,-9.76,-10.759,-0.999
13.5,6.5,16,-10.185,-12.912,-2.727
13.5,7.5,16,-7.528,-5.011,2.517
13.5,8.5,16,-7.859,-5.371,2.488
13.5,9.5,16,-10.273,-9.865,0.408
13.5,10.5,16,-17.01,-14.364,2.646
13.5,11.5,16,-15.187,-13.395,1.792
13.5,12.5,16,-13.178,-14.443,-1.266
13.5,13.5,16,-11.271,-10.082,1.189
13.5,14.5,16,-9.084,-7.316,1.768
13.5,15.5,16,-7.564,-7.41,0.154
13.5,16.5,16,-12.637,-5.593,7.044
13.5,17.5,16,-18.758,-8.2,10.558
13.5,18.5,16,-15.858,-6.809,9.048
13.5,19.5,16,-18.15,-7.365,10.784
13.5,20.5,16,-14.285,-8.949,5.336
13.5,21.5,16,-13.12,-11.615,1.506
13.5,22.5,16,-15.14,-13.555,1.585
13.5,23.5,16,-13.991,-10.759,3.231
13.5,24.5,16,-11.293,-10.372,0.921
13.5,25.5,16,-15.854,-6.836,9.018
13.5,26.5,16,-16.363,-6.331,10.031
13.5,27.5,16,-16.037,-6.633,9.403
13.5,28.5,16,-14.022,-3.571,10.451
13.5,29.5,16,-15.214,-4.196,11.018
13.5,30.5,16,-13.834,-3.433,10.401
13.5,31.5,16,-17.49,-5.34,12.15
13.5,32.5,16,-19.282,-4.82,14.462
13.5,33.5,16,-15.352,-1.889,13.463
13.5,34.5,16,-12.237,2.568,14.805
13.5,35.5,16,-11.306,5.504,16.81
13.5,36.5,16,-10.297,6.608,16.905
13.5,37.5,16,-11.546,0.986,12.532
13.5,38.5,16,-6.019,0.155,6.173
13.5,39.5,16,-5.646,0.269,5.915
13.5,40.5,16,-9.84,6.61,16.45
13.5,41.5,16,-5.197,8.985,14.182
13.5,42.5,15,1.163,8.762,7.599
13.5,43.5,16,-3.452,5.908,9.36
13.5,44.5,16,-2.554,8.375,10.929
13.5,45.5,16,0.009,13.516,13.508
13.5,46.5,16,-1.559,6.829,8.388
13.5,47.5,12,-3.229,6.63,9.859
13.5,48.5,8,-1.548,7.172,8.719
13.5,49.5,1,-2.672,8.739,11.411
13.5,74.5,10,1.146,5.756,4.61
13.5,75.5,16,7.944,16.826,8.882
13.5,76.5,16,7.373,12.505,5.132
13.5,77.5,16,1.303,5.103,3.801
13.5,78.5,16,-3.439,7.185,10.624
13.5,79.5,16,0.321,12.787,12.466
13.5,80.5,10,-2.652,2.985,5.636
13.5,92.5,4,-0.25,7.759,8.009
13.5,93.5,9,-3.699,6.352,10.051
13.5,94.5,4,-1.496,5.876,7.373
13.5,97.5,3,-5.345,2.444,7.789
13.5,98.5,16,-13.413,11.475,24.887
13.5,99.5,16,-3.984,9.507,13.492
13.5,100.5,16,-0.532,12.141,12.673
13.5,101.5,16,1.141,22.585,21.444
13.5,102.5,16,-2.25,19.14,21.391
13.5,103.5,16,-6.421,10.751,17.173
13.5,104.5,16,-2.387,18.377,20.764
13.5,105.5,16,-4.746,13.314,18.06
13.5,106.5,16,-5.862,14.252,20.113
13.5,107.5,16,-6.712,12.504,19.216
13.5,108.5,16,-5.904,11.141,17.045
13.5,109.5,12,-1.446,14.45,15.895
13.5,120.5,15,-8.835,0.848,9.682
13.5,121.5,16,-4.874,10.761,15.635
13.5,122.5,16,-4.613,8.935,13.547
13.5,123.5,16,-2.983,10.593,13.577
13.5,124.5,12,-2.754,14.471,17.225
13.5,144.5,5,-20.126,11.621,31.747
13.5,145.5,5,-20.871,11.442,32.313
12.5,-88.5,3,-12.424,8.486,20.91
12.5,-87.5,10,-9.484,6.633,16.116
12.5,-86.5,16,-0.574,10.196,10.771
12.5,-85.5,16,8.359,16.166,7.807
12.5,-84.5,16,4.17,11.316,7.146
12.5,-83.5,12,0.867,14.327,13.46
12.5,-82.5,4,-3.535,12.589,16.123
12.5,-81.5,7,-6.646,18.022,24.668
12.5,-72.5,4,11.363,14.51,3.147
12.5,-71.5,11,9.321,19.229,9.908
12.5,-70.5,5,14.499,21.123,6.623
12.5,-69.5,12,14.868,21.811,6.943
12.5,-68.5,9,16.076,22.405,6.33
12.5,-67.5,1,16.024,23.654,7.631
12.5,-61.5,11,14.681,25.293,10.612
12.5,-60.5,2,15.255,22.564,7.309
12.5,-59.5,3,23.168,16.669,-6.499
12.5,-16.5,16,0.5,12.637,12.137
12.5,-15.5,16,-2.265,12.025,14.29
12.5,-14.5,16,-3.472,7.148,10.62
12.5,-13.5,16,0.395,14.345,13.95
12.5,-12.5,16,0.908,15.961,15.053
12.5,-11.5,16,-2.38,8.498,10.878
12.5,-10.5,16,-1.765,14.934,16.699
12.5,-9.5,16,-2.486,11.316,13.802
12.5,-8.5,16,-4.565,6.311,10.876
12.5,-7.5,16,0.646,6.247,5.601
12.5,-6.5,16,-1.56,1.889,3.449
12.5,-5.5,16,0.946,-0.44,-1.386
12.5,-4.5,16,-3.516,-1.775,1.74
12.5,-3.5,16,-0.816,-6.998,-6.182
12.5,-2.5,16,0.37,-4.688,-5.057
12.5,-1.5,16,-3.774,-5.774,-2.001
12.5,-0.5,16,-9.914,-8.097,1.817
12.5,0.5,16,-10.088,-9.467,0.621
12.5,1.5,16,-9.131,-11.015,-1.884
12.5,2.5,16,-9.367,-13.675,-4.308
12.5,3.5,16,-10.918,-8.88,2.038
12.5,4.5,16,-9.526,-5.914,3.612
12.5,5.5,16,-5.934,-7.642,-1.708
12.5,6.5,16,-3.709,-7.407,-3.698
12.5,7.5,16,2.492,-2.541,-5.033
12.5,8.5,16,-3.255,0.2,3.455
12.5,9.5,16,-9.328,-5.425,3.903
12.5,10.5,16,-6.744,-9.592,-2.848
12.5,11.5,16,-10.288,-14.346,-4.058
12.5,12.5,16,-6.934,-12.684,-5.75
12.5,13.5,16,-7.701,-12.774,-5.073
12.5,14.5,16,-11.317,-8.156,3.161
12.5,15.5,16,-10.061,-6.19,3.871
12.5,16.5,16,-14.2,-10.892,3.308
12.5,17.5,16,-17.981,-10.983,6.998
12.5,18.5,16,-19.383,-6.342,13.04
12.5,19.5,16,-17.587,-5.326,12.262
12.5,20.5,16,-19.039,-7.213,11.827
12.5,21.5,16,-16.141,-10.169,5.973
12.5,22.5,16,-11.495,-9.921,1.573
12.5,23.5,16,-11.64,-10.749,0.891
12.5,24.5,16,-11.854,-10.632,1.221
12.5,25.5,16,-15.816,-9.577,6.239
12.5,26.5,16,-19.705,-6.568,13.138
12.5,27.5,16,-18.155,-2.466,15.69
12.5,28.5,16,-16.267,-5.529,10.738
12.5,29.5,16,-13.979,-3.264,10.716
12.5,30.5,16,-16.02,-2.985,13.035
12.5,31.5,16,-16.139,-3.088,13.05
12.5,32.5,16,-15.051,-0.379,14.672
12.5,33.5,16,-13.101,8.569,21.67
12.5,34.5,16,-11.311,10.228,21.539
12.5,35.5,16,-6.891,12.361,19.252
12.5,36.5,16,-4.816,16.886,21.702
12.5,37.5,16,-7.092,2.134,9.227
12.5,38.5,16,-8.088,-5.894,2.194
12.5,39.5,16,-3.637,1.461,5.098
12.5,40.5,16,-9.49,1.858,11.349
12.5,41.5,16,-5.952,2.128,8.08
12.5,42.5,16,-5.397,5.329,10.726
12.5,43.5,16,-3.318,6.535,9.852
12.5,44.5,12,-6.859,7.626,14.485
12.5,45.5,5,-3.512,7.592,11.105
12.5,52.5,5,3.582,6.38,2.798
12.5,53.5,13,5.0,10.105,5.105
12.5,54.5,15,4.99,11.355,6.366
12.5,74.5,4,1.87,7.298,5.428
12.5,75.5,16,4.934,16.096,11.162
12.5,76.5,16,9.545,14.202,4.658
12.5,77.5,16,1.623,4.225,2.602
12.5,78.5,16,3.35,10.749,7.4
12.5,79.5,16,2.385,5.958,3.573
12.5,80.5,9,0.919,1.502,0.583
12.5,92.5,8,-3.364,5.14,8.504
12.5,93.5,9,0.43,5.452,5.022
12.5,94.5,1,0.494,6.69,6.196
12.5,97.5,5,-5.441,0.406,5.847
12.5,98.5,16,-13.448,5.137,18.585
12.5,99.5,16,-4.03,16.51,20.54
12.5,100.5,13,-2.303,12.971,15.274
12.5,101.5,16,-1.904,14.695,16.599
12.5,102.5,16,-9.399,14.466,23.864
12.5,103.5,16,-6.062,10.587,16.648
12.5,104.5,16,-1.321,18.06,19.381
12.5,105.5,16,2.243,27.524,25.28
12.5,106.5,16,-3.504,17.062,20.566
12.5,107.5,16,-5.514,10.17,15.684
12.5,108.5,16,-8.417,4.852,13.268
12.5,109.5,12,-3.915,10.397,14.312
12.5,119.5,1,-11.783,1.194,12.977
12.5,120.5,11,-10.041,5.883,15.924
12.5,121.5,16,-4.105,5.178,9.284
12.5,122.5,16,-6.749,10.124,16.873
12.5,123.5,16,-7.555,6.299,13.854
12.5,124.5,15,-0.061,14.95,15.011
12.5,125.5,11,-3.246,7.325,10.572
11.5,-86.5,10,3.056,10.894,7.839
11.5,-85.5,16,8.386,12.137,3.751
11.5,-84.5,16,8.373,15.559,7.186
11.5,-83.5,11,-3.255,12.573,15.827
11.5,-82.5,2,-5.223,13.413,18.636
11.5,-75.5,1,-2.397,18.225,20.622
11.5,-74.5,6,0.499,14.577,14.078
11.5,-73.5,8,-5.858,5.394,11.252
11.5,-72.5,14,-11.517,4.678,16.196
11.5,-71.5,15,-1.924,13.185,15.109
11.5,-70.5,12,4.875,13.746,8.871
11.5,-69.5,15,5.649,21.038,15.389
11.5,-68.5,14,11.085,23.556,12.471
11.5,-66.5,7,10.723,21.028,10.304
11.5,-65.5,2,10.478,22.671,12.192
11.5,-64.5,6,14.542,26.361,11.819
11.5,-63.5,4,9.283,23.971,14.688
11.5,-62.5,4,6.697,21.786,15.09
11.5,-61.5,5,20.015,24.859,4.844
11.5,-60.5,7,18.359,29.175,10.817
11.5,-16.5,10,3.128,11.694,8.567
11.5,-15.5,16,2.898,13.221,10.322
11.5,-14.5,16,-1.785,13.298,15.082
11.5,-13.5,16,-3.094,12.497,15.591
11.5,-12.5,16,0.553,17.555,17.002
11.5,-11.5,16,1.665,18.377,16.712
11.5,-10.5,16,0.219,18.039,17.82
11.5,-9.5,16,-1.673,15.695,17.368
11.5,-8.5,16,-4.176,11.653,15.829
11.5,-7.5,16,-2.798,6.643,9.441
11.5,-6.5,16,-2.06,5.962,8.022
11.5,-5.5,16,-5.11,5.698,10.808
11.5,-4.5,16,-5.451,2.179,7.629
11.5,-3.5,16,-4.919,-4.323,0.595
11.5,-2.5,16,-2.637,1.274,3.911
11.5,-1.5,16,2.567,5.075,2.508
11.5,-0.5,16,1.86,-0.128,-1.988
11.5,0.5,16,-3.349,-6.313,-2.965
11.5,1.5,16,-1.303,-5.018,-3.715
11.5,2.5,16,-2.565,-7.454,-4.889
11.5,3.5,16,-4.208,-0.999,3.21
11.5,4.5,16,2.412,3.153,0.741
11.5,5.5,16,6.439,5.208,-1.232
11.5,6.5,16,5.015,5.053,0.038
11.5,7.5,16,9.419,12.847,3.428
11.5,8.5,16,4.221,13.16,8.939
11.5,9.5,16,0.009,8.023,8.014
11.5,10.5,16,0.976,7.223,6.247
11.5,11.5,16,2.806,-1.047,-3.853
11.5,12.5,16,1.7,-4.46,-6.16
11.5,13.5,16,1.742,-7.86,-9.602
11.5,14.5,16,-2.919,-5.759,-2.841
11.5,15.5,16,-2.824,-5.758,-2.933
11.5,16.5,16,-9.206,-6.761,2.445
11.5,17.5,16,-14.283,-3.118,11.165
11.5,18.5,16,-10.344,1.355,11.699
11.5,19.5,16,-12.05,-2.535,9.515
11.5,20.5,16,-16.409,-1.394,15.015
11.5,21.5,16,-15.512,-4.525,10.987
11.5,22.5,16,-11.781,-3.825,7.956
11.5,23.5,16,-11.005,-7.767,3.238
11.5,24.5,16,-13.656,-5.057,8.599
11.5,25.5,16,-12.483,-3.174,9.309
11.5,26.5,16,-13.127,-0.044,13.083
11.5,27.5,16,-13.373,1.66,15.033
11.5,28.5,16,-16.407,-2.658,13.749
11.5,29.5,16,-13.768,-2.76,11.007
11.5,30.5,16,-9.197,-0.273,8.924
11.5,31.5,16,-10.908,0.51,11.418
11.5,32.5,16,-12.114,2.574,14.687
11.5,33.5,16,-10.967,5.529,16.497
11.5,34.5,16,-6.53,15.407,21.936
11.5,35.5,16,-5.927,19.202,25.129
11.5,36.5,16,-10.004,8.568,18.572
11.5,37.5,16,-8.886,1.198,10.084
11.5,38.5,16,-2.769,0.26,3.028
11.5,39.5,16,-5.997,-2.062,3.934
11.5,40.5,16,-9.911,0.258,10.169
11.5,41.5,16,-7.829,3.306,11.135
11.5,42.5,16,-4.659,4.333,8.992
11.5,43.5,14,-6.588,5.803,12.391
11.5,46.5,1,-4.581,12.015,16.596
11.5,47.5,4,-5.718,14.21,19.929
11.5,48.5,7,-0.11,7.491,7.601
11.5,49.5,9,2.805,15.427,12.622
11.5,50.5,14,7.094,21.053,13.959
11.5,51.5,8,3.352,8.845,5.493
11.5,52.5,2,-4.209,0.977,5.186
11.5,53.5,4,-2.37,4.044,6.414
11.5,54.5,1,-5.649,5.148,10.797
11.5,72.5,9,-0.258,12.209,12.467
11.5,73.5,5,0.321,11.404,11.083
11.5,75.5,11,2.257,9.91,7.653
11.5,76.5,16,8.28,13.365,5.085
11.5,77.5,16,1.799,6.526,4.727
11.5,78.5,16,4.245,11.132,6.888
11.5,79.5,16,7.09,5.864,-1.226
11.5,80.5,5,-0.67,-2.33,-1.66
11.5,92.5,13,-0.933,7.449,8.382
11.5,93.5,5,-2.242,7.009,9.251
11.5,97.5,10,-9.132,0.296,9.428
11.5,98.5,16,-10.825,4.929,15.755
11.5,99.5,16,-3.432,17.526,20.958
11.5,100.5,3,-3.765,13.529,17.294
11.5,102.5,10,-9.073,5.818,14.891
11.5,103.5,16,-10.913,12.225,23.138
