case,log10_Ljet,beta,halfOpenAngle_deg,inclination_deg
1,36.2443,0.448,0.1678,27.3333
1,37.1428,0.371,1.3101,27.0073
1,36.607,0.5039,0.3627,27.5585
1,37.1725,0.523,1.5328,27.7189
1,36.9504,0.3915,0.8958,28.3943
1,36.9591,0.5163,0.7777,27.1072
1,37.0367,0.5788,1.0635,27.9961
1,36.5274,0.4839,0.3377,28.7754
1,35.8626,0.6013,0.0614,26.1956
1,37.0943,0.4586,1.3066,29.9018
1,37.1511,0.4768,1.2779,27.7503
1,37.0758,0.5441,1.2354,28.675
1,36.6228,0.5025,0.4132,28.4749
1,36.008,0.391,0.0902,26.6687
1,36.8801,0.4411,0.6838,27.4049
1,37.1736,0.5773,1.3824,26.1929
1,37.0844,0.4085,1.0478,27.6098
1,36.0439,0.4673,0.0979,27.2515
1,37.2206,0.5292,1.5027,26.2161
1,37.2198,0.4068,1.3804,28.1371
1,36.8481,0.5115,0.651,28.4935
1,37.0827,0.4479,1.0852,26.0848
1,37.2161,0.5134,1.5286,27.1752
1,36.9588,0.4617,0.8606,26.762
1,36.5521,0.5506,0.3518,28.058
1,37.0568,0.3822,1.0514,28.4245
1,36.2281,0.5244,0.1531,26.4484
1,37.224,0.5472,1.658,27.6092
1,37.1271,0.4515,1.3197,28.5218
1,37.0322,0.4872,1.0735,27.7082
1,37.2237,0.4951,1.4703,25.3964
1,36.5796,0.4759,0.3691,27.4214
1,37.1193,0.4142,1.1348,27.0654
1,36.8566,0.4784,0.6196,25.3587
1,37.2556,0.4485,1.5651,28.9156
1,36.6531,0.4802,0.4267,27.2276
1,37.1514,0.4649,1.0724,26.3221
1,37.0851,0.4736,1.1998,27.9924
1,37.1749,0.5012,1.3822,28.5152
1,36.9603,0.447,0.8587,28.5596
1,37.127,0.4044,1.3009,27.1204
1,36.4102,0.5493,0.2384,29.2018
1,35.7579,0.441,0.0547,26.7756
1,36.4724,0.5019,0.2797,27.0289
1,36.4244,0.4601,0.2642,26.6102
1,36.8862,0.5523,0.6594,26.6076
1,35.9645,0.4457,0.0867,26.643
1,37.2149,0.4282,1.5126,26.4042
1,37.1062,0.5185,1.0016,26.7373
1,36.6483,0.3648,0.4334,27.8181
1,37.1828,0.4535,1.2018,25.102
1,37.179,0.5641,1.3106,25.0233
1,36.5664,0.4935,0.3112,27.9816
1,36.8994,0.5516,0.7359,28.1536
1,36.9966,0.4411,0.9993,30.5812
1,37.0614,0.5535,0.9961,25.9857
1,37.2287,0.4958,1.4634,27.5132
1,37.1786,0.5879,1.4637,27.3442
1,36.9154,0.5248,0.7406,27.6492
1,36.8889,0.5634,0.7284,29.3546
1,37.109,0.4997,1.0842,26.6846
1,36.4787,0.5373,0.287,27.0924
1,37.0471,0.4935,1.0746,27.7073
1,36.67,0.3573,0.5307,30.2458
1,35.8695,0.5081,0.0643,25.8874
1,37.0532,0.4864,1.0733,25.6536
1,36.5791,0.4026,0.3758,27.0344
1,36.8212,0.4408,0.6391,26.7843
1,37.1659,0.5141,1.4447,28.5246
1,36.0414,0.5692,0.0958,27.3556
1,36.827,0.5033,0.5934,26.6029
1,35.8951,0.4089,0.0702,26.5422
1,37.0561,0.4509,1.0933,27.2308
1,36.4058,0.458,0.2376,27.6751
1,36.4599,0.4529,0.2782,27.0711
1,36.6169,0.4468,0.4002,27.5408
1,36.8043,0.4253,0.5286,26.5434
1,36.3433,0.4088,0.2087,26.1852
1,37.1066,0.5603,1.0527,26.1349
1,37.0591,0.511,1.0633,28.9536
1,36.85,0.4544,0.6673,27.6927
1,35.9566,0.5713,0.0804,26.4184
1,37.1865,0.4761,1.3281,27.3254
1,36.89,0.3763,0.6831,27.0834
1,36.0138,0.4939,0.0973,26.6518
1,36.4025,0.4341,0.2685,28.9785
1,37.1543,0.42,1.3105,26.6701
1,36.7988,0.4523,0.6036,26.709
1,36.9278,0.5156,0.8453,28.0534
1,36.9526,0.6811,0.8721,26.7696
1,36.9644,0.5905,0.8374,26.4199
1,36.8081,0.4103,0.6129,26.2967
1,36.3557,0.398,0.2374,28.4942
1,36.8722,0.5012,0.5775,24.9117
1,37.2247,0.5965,1.4777,29.1274
1,37.2271,0.4162,1.4048,25.5652
1,37.005,0.4711,0.8916,27.0801
1,37.1607,0.5954,1.2502,26.0849
1,36.4898,0.5044,0.2879,27.8519
1,36.6056,0.5302,0.3466,26.1208
1,36.8416,0.4808,0.6805,27.4842
1,36.9622,0.4359,0.7508,26.514
1,37.0434,0.3961,1.1874,27.7729
1,35.8483,0.5167,0.0654,26.9727
1,36.2738,0.4436,0.1821,27.974
1,37.09,0.5065,1.2062,27.3817
1,36.6568,0.467,0.4033,26.2706
1,36.9118,0.4346,0.7483,27.6716
1,36.2321,0.417,0.1527,26.5859
1,36.2702,0.4674,0.1677,26.8332
1,37.1515,0.4931,1.3544,26.017
1,37.2038,0.4915,1.4826,26.4202
1,35.9896,0.6091,0.0778,26.1345
1,37.0142,0.5408,1.0418,27.9214
1,36.8633,0.5258,0.6944,26.9461
1,35.877,0.6015,0.0681,26.1133
1,36.7086,0.4433,0.502,28.5863
1,36.8208,0.4644,0.59,25.6602
1,37.0612,0.4968,1.1174,27.0399
1,35.8906,0.5684,0.0661,26.4025
1,37.3125,0.5259,1.5581,26.7593
1,36.5977,0.5946,0.3399,26.4024
1,37.2004,0.5245,1.3905,27.172
1,37.1542,0.5076,1.3731,28.8061
1,35.7613,0.4171,0.0587,27.7405
1,37.0782,0.4534,1.1178,27.9093
1,36.6927,0.4249,0.4587,28.6669
1,36.6164,0.6265,0.4161,28.0775
1,36.7888,0.4778,0.5898,27.5505
1,36.8552,0.4873,0.6803,28.4776
1,37.163,0.4052,1.4388,27.3636
1,36.6437,0.5705,0.408,28.3307
1,36.9356,0.4226,0.926,29.3839
1,35.8655,0.4562,0.0638,26.7165
1,36.8419,0.5347,0.5912,26.3775
1,36.7555,0.4253,0.5218,28.1179
1,36.7205,0.4495,0.5014,28.0009
1,36.6746,0.424,0.4537,27.765
1,36.8618,0.4444,0.7336,26.4878
1,36.4466,0.594,0.2515,27.2278
1,37.1628,0.4653,1.3166,28.9951
1,37.0724,0.5287,0.9108,26.6264
1,37.2145,0.493,1.4189,27.0037
1,37.2387,0.4554,1.5662,28.0486
1,36.7696,0.5753,0.5093,26.4146
1,36.6581,0.4149,0.4154,27.4521
1,36.5314,0.4695,0.298,27.9232
1,36.9155,0.4323,0.8254,28.3512
1,37.17,0.5177,1.4544,27.1485
1,37.1246,0.5105,1.1405,26.1486
1,36.1727,0.4788,0.1252,25.8656
1,36.9161,0.4983,0.7932,28.933
1,36.9442,0.4531,0.8382,28.2837
1,36.7264,0.5119,0.4857,27.5363
1,36.2139,0.4476,0.1627,28.1065
1,36.5982,0.4497,0.3744,27.2054
1,37.0893,0.4968,1.0558,27.1544
1,36.9613,0.3855,0.7805,26.7599
1,37.0613,0.4899,0.9598,27.5569
1,35.8656,0.5841,0.0669,26.8758
1,37.0844,0.348,1.2034,27.1514
1,36.8212,0.4622,0.5827,27.0622
1,37.1906,0.4838,1.4213,27.5744
1,36.0122,0.5443,0.089,27.2098
1,37.0186,0.4367,0.937,27.3854
1,37.0733,0.447,1.1434,27.7928
1,37.1522,0.5723,1.2807,29.0715
1,37.1374,0.5143,1.3948,29.2031
1,36.8395,0.4432,0.6254,28.2127
1,36.7187,0.3827,0.5672,29.2754
1,37.1209,0.5474,1.2457,27.7436
1,37.2014,0.4688,1.5211,27.2604
1,37.0271,0.4682,0.9909,27.6002
1,37.2833,0.6218,1.7443,26.856
1,37.156,0.397,1.3617,27.6308
1,37.2194,0.5145,1.4616,26.7274
1,37.0663,0.4651,1.0358,27.3131
1,36.9816,0.4494,0.9902,27.4139
1,37.1169,0.5133,1.198,27.8685
1,36.9707,0.5034,0.917,27.677
1,37.2159,0.4737,1.4479,28.0028
1,36.6766,0.5417,0.425,25.7779
1,36.9333,0.4758,0.7953,26.9687
1,35.8629,0.481,0.0699,26.843
1,36.9012,0.4689,0.8094,28.4432
1,36.8118,0.48,0.6295,27.8475
1,36.5231,0.5263,0.3304,26.2492
1,36.6075,0.5511,0.3311,26.9879
1,37.0818,0.4713,1.1718,29.0383
1,37.2436,0.5912,1.722,27.4324
1,36.9984,0.4346,0.8443,27.6491
1,36.1929,0.3611,0.1668,27.8024
1,36.4382,0.4993,0.2511,27.5828
1,36.4208,0.4481,0.2416,27.9134
1,37.0754,0.4174,1.1236,26.7666
1,37.0854,0.5001,1.1594,28.6914
1,37.2104,0.4306,1.3981,26.1748
1,37.0828,0.4653,1.2254,28.5695
1,37.0589,0.4532,1.0569,29.1655
1,36.6738,0.4472,0.4222,27.2494
1,36.9837,0.4887,0.9248,28.5241
1,36.983,0.4332,0.9649,28.2445
1,37.1188,0.5307,1.3259,27.7025
1,36.5375,0.4721,0.3446,27.3572
1,37.0311,0.5352,1.0271,27.5055
1,36.8263,0.4119,0.591,27.4704
1,37.1514,0.4394,1.26,27.2209
1,37.1445,0.456,1.3416,28.0848
1,37.1624,0.42,1.3998,27.6262
1,36.2494,0.41,0.1922,29.5948
1,35.9681,0.4626,0.0817,26.9035
1,36.8535,0.4939,0.669,27.358
1,36.8935,0.3762,0.7967,27.5432
1,37.1006,0.377,1.2497,28.1232
1,36.8916,0.4408,0.7468,27.2315
1,36.6624,0.4129,0.4292,28.2752
1,36.9299,0.4932,0.9112,29.4316
1,37.0242,0.4377,0.9254,27.7462
1,37.2431,0.528,1.6618,27.1379
1,35.9428,0.594,0.0728,26.579
1,36.9584,0.4549,0.8446,27.3176
1,37.2295,0.4461,1.3454,24.7255
1,36.7224,0.5253,0.4427,27.1462
1,36.6552,0.4091,0.4443,27.8353
1,36.7734,0.4019,0.5744,28.6132
1,37.0706,0.477,0.9807,26.6174
1,37.2715,0.4554,1.5136,27.2415
1,37.0953,0.4394,1.1191,27.1055
1,36.7933,0.5155,0.5645,27.6328
1,36.9432,0.4177,0.7966,26.1708
1,35.8862,0.4338,0.0735,26.0137
1,36.9881,0.4602,0.9232,28.0099
1,36.8399,0.4616,0.6462,26.901
1,36.6442,0.3899,0.4179,28.056
1,36.9717,0.4393,0.8675,25.675
1,37.0811,0.4039,1.1523,27.435
1,36.5636,0.4207,0.3435,28.387
1,37.1749,0.4634,1.3091,27.6055
1,36.804,0.3991,0.5678,28.2278
1,37.0828,0.4653,1.2254,28.5695
1,37.0902,0.4546,1.049,26.0424
1,35.8571,0.4495,0.0644,26.2104
1,37.2412,0.5352,1.5651,27.2507
1,37.2773,0.562,1.8049,27.2274
1,36.8923,0.4577,0.7102,27.3958
1,37.0144,0.3998,0.9934,28.4466
1,37.0587,0.4415,0.9874,28.8593
1,36.9224,0.4828,0.7987,27.4177
1,36.77,0.4706,0.6098,28.9447
1,37.1878,0.4429,1.4941,26.6101
1,36.7882,0.5286,0.5108,26.5161
1,37.0415,0.5446,0.9147,26.2748
1,35.8417,0.4416,0.0625,25.7497
1,36.9127,0.5372,0.7974,28.1789
1,37.1878,0.4442,1.4969,27.9137
1,36.7481,0.4773,0.4705,26.3466
1,36.8403,0.4813,0.587,26.8138
1,35.806,0.4532,0.0609,27.1318
1,37.0387,0.4359,0.9884,27.8417
1,36.7891,0.4796,0.5352,26.4973
1,37.0842,0.5099,1.1476,27.9716
1,36.6148,0.4738,0.3429,26.4587
1,36.8185,0.3687,0.6972,29.8032
1,36.7835,0.4515,0.6229,28.1794
1,36.8276,0.5729,0.627,28.0416
1,36.7484,0.3357,0.5061,26.4841
1,37.1178,0.4709,1.2346,27.4628
1,37.0233,0.5123,0.964,26.9311
1,36.7393,0.5248,0.481,25.728
1,36.4022,0.5133,0.2306,26.9842
1,36.9791,0.4345,0.8864,26.9186
1,37.0452,0.4283,1.0878,27.0131
1,37.0638,0.3703,1.1155,27.7893
1,36.0554,0.4031,0.1175,27.3188
1,37.2321,0.5251,1.4582,27.3252
1,37.2427,0.5141,1.663,28.8632
1,36.0478,0.4962,0.1022,26.8109
1,37.0541,0.5266,1.0916,28.5556
1,37.1739,0.536,1.4064,26.6138
1,36.9799,0.5174,0.7887,26.276
1,36.7169,0.4627,0.4251,27.7483
1,36.8736,0.3534,0.6811,27.2684
1,37.0184,0.5176,0.9478,28.0251
1,37.0396,0.3797,0.9404,28.7992
1,37.1664,0.5265,1.194,24.8839
1,37.1446,0.5307,1.3034,27.9216
1,36.8352,0.5398,0.5442,29.6533
1,36.9291,0.3774,0.8756,27.3305
1,36.6449,0.4049,0.461,27.0845
1,37.1344,0.5136,1.3062,27.3205
1,36.9545,0.4899,0.809,27.3885
1,36.6888,0.5605,0.4413,27.2726
1,36.873,0.4667,0.707,27.6494
1,36.7164,0.4354,0.5041,27.6513
1,35.8746,0.5498,0.0663,26.7572
1,36.9255,0.4493,0.8076,28.6749
1,36.7044,0.4619,0.4984,27.1666
1,37.1598,0.4642,1.3797,25.8333
1,36.9465,0.4829,0.8198,27.4412
1,37.0833,0.533,1.0002,26.6188
1,36.8496,0.4067,0.5781,26.3664
1,36.9626,0.5087,0.8613,26.2012
1,36.9867,0.5594,0.9183,26.4183
1,37.1969,0.3888,1.4976,27.2643
1,36.4234,0.3977,0.2229,27.5088
1,36.974,0.4541,0.888,27.2274
1,36.7393,0.4774,0.5121,29.2733
1,36.7011,0.4235,0.4945,26.8434
1,37.1772,0.5263,1.3188,26.2936
1,37.0952,0.4948,1.1084,27.3244
1,37.0371,0.6212,0.9941,27.5736
1,37.1287,0.5264,1.1683,28.2474
1,37.0098,0.4536,0.8612,27.2896
1,37.2195,0.7232,1.5377,28.5234
1,36.2765,0.4353,0.1669,27.5153
1,37.2079,0.4534,1.5111,29.1161
1,36.9444,0.521,0.8793,27.79
1,37.0108,0.4467,0.9653,26.9385
1,36.4805,0.5144,0.2775,27.8277
1,36.5861,0.4809,0.3421,27.3768
1,36.3778,0.4823,0.2155,27.2181
1,36.7228,0.4699,0.45,27.2449
1,36.905,0.5146,0.7951,27.9286
1,37.1044,0.4117,1.2225,28.326
1,35.881,0.4154,0.0759,27.6646
1,36.6072,0.4549,0.3633,27.3808
1,37.2064,0.4627,1.5283,26.8971
1,36.83,0.5022,0.5561,25.2862
1,37.0009,0.4296,0.9323,27.8786
1,37.025,0.443,1.0562,27.6955
1,37.2281,0.5816,1.4751,27.2429
1,36.9586,0.3999,0.801,27.9472
1,36.6791,0.4745,0.4453,27.2979
1,37.0441,0.4365,1.0752,27.3661
1,36.9172,0.4918,0.7334,27.0249
1,37.2314,0.4989,1.5304,26.45
1,36.9888,0.3753,0.9258,29.6053
1,36.8779,0.4821,0.7418,27.9402
1,37.1142,0.4925,1.0842,25.7618
1,37.1902,0.4273,1.4693,27.8279
1,36.9611,0.4016,0.944,27.6767
1,37.0078,0.5174,0.935,26.9559
1,36.8735,0.4704,0.7609,28.6744
1,36.5938,0.4636,0.3727,26.8483
1,36.9989,0.5934,0.7943,25.7899
1,37.1734,0.5489,1.2298,25.6505
1,36.6374,0.5195,0.4578,28.4963
1,36.6579,0.587,0.3707,25.6012
1,37.0656,0.5027,1.0012,26.8991
1,37.0912,0.4168,1.2317,27.7172
1,37.2371,0.4604,1.5796,27.3377
1,37.006,0.4565,0.9493,28.2736
1,37.2119,0.4403,1.609,26.8248
1,37.1976,0.4687,1.5241,27.7582
1,36.3508,0.5406,0.2136,27.1321
1,36.7655,0.4798,0.5296,28.08
1,37.1934,0.4546,1.4137,27.4159
1,37.1413,0.502,1.1834,27.7122
1,36.8694,0.5636,0.6909,28.5255
1,37.1984,0.4725,1.4321,26.3131
1,37.1567,0.5093,1.3649,27.4377
1,36.7808,0.4638,0.5942,28.1384
1,36.9411,0.5319,0.7705,26.8758
1,36.5488,0.4502,0.3189,26.9582
1,35.866,0.445,0.0659,26.4478
1,37.1003,0.5629,1.1421,26.0021
1,36.6721,0.4508,0.4359,28.014
1,37.0232,0.5378,1.029,26.8197
1,37.2091,0.4078,1.4514,27.4107
1,36.6734,0.5708,0.422,26.6729
1,37.0766,0.4633,1.1322,28.7414
1,36.4905,0.4544,0.258,26.2605
1,36.8053,0.5197,0.5273,26.8071
1,36.968,0.47,0.8006,27.7225
1,36.6648,0.4095,0.4367,27.7752
1,35.9132,0.6196,0.0705,26.8211
1,37.1087,0.5005,1.1066,27.1058
1,36.7892,0.4914,0.5647,25.5711
1,35.8492,0.5959,0.0631,25.8497
1,36.4529,0.4531,0.2662,27.0527
1,36.9164,0.4666,0.7284,27.446
1,37.059,0.4908,0.9762,27.6188
1,37.0124,0.4116,0.9904,28.0454
1,37.2262,0.45,1.4758,26.9856
1,37.1786,0.5879,1.4637,27.3442
1,37.0914,0.5497,1.1932,28.7964
1,37.1455,0.436,1.2563,27.1671
1,35.725,0.4865,0.05,27.3114
1,36.9414,0.4893,0.8643,26.5495
1,36.8813,0.4356,0.7293,27.3767
1,36.9904,0.4997,0.96,27.9281
1,37.0187,0.4899,0.9826,28.7177
1,36.6552,0.4743,0.439,26.0629
1,35.8417,0.3973,0.0646,26.0486
1,36.7336,0.4631,0.4948,27.7508
1,37.1925,0.5102,1.3533,26.488
1,37.1344,0.4835,1.3385,26.5949
1,37.0818,0.4713,1.1718,29.0383
1,36.9234,0.4768,0.8275,27.4142
1,37.0287,0.4912,0.9557,26.4839
1,36.829,0.3878,0.6954,27.6837
1,36.9437,0.4643,0.8384,27.2646
1,37.1234,0.5421,1.319,28.9717
1,37.1862,0.4459,1.3419,26.0124
1,37.0002,0.5216,0.9778,26.2326
1,36.9036,0.4641,0.7981,27.5684
1,36.7687,0.4789,0.5571,27.5195
1,36.2002,0.4314,0.1522,27.5851
1,36.2862,0.4369,0.1777,28.2244
1,37.24,0.5726,1.5523,27.1415
1,36.9003,0.5828,0.7703,28.4622
1,36.7336,0.4631,0.4948,27.7508
1,36.8675,0.5352,0.6449,28.4025
1,36.879,0.3985,0.6583,26.0226
1,36.4655,0.4173,0.2787,28.3757
1,37.1723,0.4747,1.232,27.3466
1,37.2793,0.5296,1.6799,28.023
1,36.4826,0.4882,0.2728,27.0136
1,35.9938,0.4522,0.0947,26.5377
1,37.1369,0.383,1.393,28.511
1,36.3303,0.4424,0.1962,27.1257
1,36.7134,0.5301,0.4699,26.913
1,36.6262,0.4871,0.3823,26.3809
1,36.6081,0.3842,0.3993,27.1653
1,36.9671,0.5934,0.805,27.735
1,35.8535,0.4897,0.0641,25.8705
1,37.0073,0.7036,0.9278,26.7534
1,37.1472,0.5101,1.3559,27.001
1,36.0154,0.4204,0.0821,26.8409
1,35.8626,0.6013,0.0614,26.1956
1,36.688,0.4477,0.4681,26.8354
1,37.0745,0.5071,1.1501,27.3326
1,37.1597,0.5258,1.2465,25.4507
1,37.0112,0.472,1.0075,27.9951
1,36.7106,0.4386,0.4513,28.1326
1,37.053,0.4301,0.9483,25.483
1,37.1758,0.4463,1.3667,26.8681
1,37.0687,0.4321,1.2048,29.3418
1,37.0298,0.4511,1.0498,28.1146
1,37.1778,0.4286,1.4217,27.8112
1,36.8201,0.4787,0.6455,27.6066
1,36.8561,0.4937,0.7007,27.3424
1,37.0297,0.5089,0.9479,25.7241
1,36.3949,0.4867,0.2289,27.7497
1,36.9602,0.426,0.8869,26.9933
1,37.0985,0.4361,1.189,27.7627
1,36.8128,0.4279,0.622,27.4252
1,36.8673,0.6283,0.6069,26.6922
1,35.8128,0.4235,0.0581,25.0012
1,36.3311,0.411,0.1941,26.7015
1,36.9403,0.4646,0.8006,26.0997
1,37.0306,0.5137,0.9649,27.1205
1,36.4969,0.662,0.2946,26.9667
1,36.824,0.4433,0.7019,29.2323
1,37.0621,0.4957,1.0878,29.4951
1,36.8886,0.4673,0.7186,27.9344
1,37.1847,0.3624,1.4216,27.279
1,37.0885,0.5131,1.1255,27.8812
1,36.0156,0.3885,0.0995,27.121
1,36.5158,0.4437,0.3294,28.8296
1,37.104,0.4904,1.1764,26.7678
1,36.8528,0.422,0.6435,27.8612
1,37.1636,0.4512,1.4474,27.7099
1,36.7042,0.4576,0.4995,28.1404
1,37.1471,0.5162,1.1587,26.7277
1,36.9954,0.4378,0.9544,27.6872
1,37.0385,0.4624,0.9777,26.4393
1,37.0961,0.4401,1.0857,27.1462
1,37.178,0.4707,1.4891,27.6612
1,36.6802,0.5068,0.4591,27.434
1,36.956,0.4596,0.7673,27.9031
1,36.4807,0.5943,0.2935,27.4104
1,37.1926,0.4807,1.3521,25.6634
1,36.1553,0.4415,0.1296,26.195
1,37.1249,0.5256,1.1341,25.8905
1,37.135,0.3995,1.2598,28.5716
1,36.2281,0.5244,0.1531,26.4484
1,36.5013,0.4803,0.2727,26.6609
1,37.0283,0.4747,1.0425,27.6667
1,37.1675,0.3967,1.3979,27.9311
1,37.0481,0.4335,1.0199,27.9899
1,36.8894,0.413,0.7965,27.9718
1,36.0156,0.3885,0.0995,27.121
1,36.4609,0.4282,0.284,28.9748
1,36.9741,0.4285,0.7892,28.1077
1,36.2621,0.4118,0.1514,25.0861
1,37.2164,0.5182,1.5279,26.2699
1,37.0115,0.3833,0.972,27.6708
1,35.8615,0.5733,0.0666,27.8523
1,37.2366,0.6011,1.4692,26.4128
1,36.7028,0.4825,0.4908,27.6933
1,37.0799,0.4236,1.2197,29.6771
1,36.5481,0.4358,0.3268,27.4948
1,35.8713,0.5664,0.0614,26.2574
1,36.699,0.4634,0.48,28.4824
1,37.0918,0.4244,1.2882,28.7711
1,35.8583,0.4048,0.0706,28.2556
1,36.2583,0.4603,0.1824,27.1235
1,36.83,0.5022,0.5561,25.2862
1,37.1467,0.4496,1.3263,28.18
1,36.7424,0.4353,0.5395,29.8162
1,36.8329,0.5701,0.6824,26.3723
1,36.5195,0.4533,0.3283,28.4508
1,37.0232,0.5378,1.029,26.8197
1,37.2063,0.4771,1.2518,26.0057
1,37.1817,0.3552,1.4168,26.8118
1,37.1501,0.5092,1.2405,25.2237
1,36.7593,0.4798,0.4444,26.3152
1,36.8404,0.4986,0.6174,26.9018
1,36.6261,0.4769,0.4305,27.859
1,37.1973,0.4116,1.5193,28.6332
1,37.0533,0.4125,1.1084,28.0234
1,36.2389,0.4579,0.1425,25.3201
1,37.0891,0.5158,1.0819,26.511
1,37.0996,0.448,1.2496,27.1636
1,36.7327,0.3981,0.5589,28.0819
1,36.7541,0.4376,0.5103,28.0927
1,37.041,0.563,0.9612,26.546
1,36.2174,0.4512,0.182,28.4103
1,37.1804,0.5276,1.3971,25.9072
1,36.3648,0.4709,0.2004,27.0111
1,35.9577,0.4581,0.0892,26.4655
1,35.8628,0.3826,0.0746,29.2556
1,37.0248,0.5397,0.9757,26.5773
1,37.1576,0.4305,1.2942,28.9173
1,37.2021,0.5116,1.5352,28.7174
1,36.8068,0.3778,0.6429,28.3699
1,37.2347,0.5051,1.5151,28.3837
1,37.1869,0.4741,1.4344,27.4255
1,37.079,0.461,1.0197,28.0082
1,37.1863,0.4434,1.5584,28.0691
1,37.2906,0.5861,1.6006,25.9797
1,36.8961,0.4224,0.7655,28.0372
1,37.2749,0.4995,1.7357,28.1437
1,37.2211,0.4757,1.5145,27.2109
1,36.6858,0.4461,0.4528,25.4486
1,36.8665,0.4202,0.7689,28.4197
1,37.097,0.5365,1.0638,27.024
1,36.3527,0.3709,0.2299,28.9262
1,36.9185,0.3817,0.7609,25.9969
1,37.2528,0.5283,1.5416,27.2008
1,36.7997,0.4855,0.5655,27.5926
1,36.6788,0.378,0.4036,26.5611
1,37.0231,0.5055,0.9955,26.6796
1,37.2528,0.5899,1.4637,25.4665
1,36.6938,0.5444,0.4377,28.0177
1,37.0568,0.4679,1.0306,27.6414
1,37.089,0.5426,1.2322,27.6789
1,37.2213,0.4877,1.5003,26.9256
1,36.7074,0.3956,0.47,27.2845
1,37.1375,0.4728,1.2323,26.7768
1,37.0765,0.4613,1.1794,27.2434
1,36.3458,0.6348,0.2087,26.2037
1,36.8388,0.3773,0.5748,27.7259
1,36.7053,0.4624,0.4643,27.8144
1,36.5896,0.435,0.3529,26.9024
1,35.89,0.4684,0.0703,26.9184
1,37.1926,0.5952,1.3949,28.9148
1,37.0435,0.4649,1.1658,28.5568
1,36.8805,0.4505,0.6992,26.4218
1,37.0421,0.5152,0.9081,28.8416
1,37.2514,0.5476,1.4918,26.7136
1,36.6864,0.4864,0.4839,27.494
1,37.0799,0.5467,1.1808,28.5068
1,36.9819,0.4669,0.978,27.0103
1,37.0995,0.5117,1.1236,27.2374
1,37.1469,0.4669,1.3487,26.0881
1,36.8464,0.4565,0.6611,28.3261
1,36.4473,0.4599,0.2498,26.5852
1,36.3627,0.5022,0.1884,26.4379
1,37.2082,0.5006,1.3905,26.2704
1,37.063,0.4315,1.0473,27.2482
1,37.1523,0.5337,1.2623,27.7422
1,36.9267,0.4361,0.8238,27.0122
1,36.8218,0.3909,0.7096,29.0855
1,36.2532,0.5358,0.1422,24.9425
1,36.8619,0.4167,0.6876,26.3936
1,36.8713,0.3563,0.6567,26.1195
1,37.2117,0.4735,1.4727,27.6524
1,37.0587,0.4415,1.0481,28.7933
1,36.7411,0.4661,0.492,27.4406
1,37.2394,0.501,1.4862,26.7705
1,37.2424,0.5945,1.4567,26.5959
1,35.9649,0.6074,0.0799,26.3336
1,37.1013,0.5104,1.1518,26.9595
1,36.4573,0.5048,0.2764,26.6504
1,37.1597,0.4795,1.3226,27.0719
1,36.9838,0.499,0.9718,29.4789
1,36.7552,0.5542,0.5101,24.3214
1,37.1043,0.4488,1.1313,27.3385
1,36.5209,0.435,0.2692,26.7285
1,36.8897,0.5584,0.7498,26.5943
1,35.9272,0.4886,0.0695,26.8581
1,37.2255,0.5871,1.5839,26.7979
1,37.1965,0.4215,1.4771,27.4823
1,36.9946,0.3862,0.9117,26.1855
1,36.3391,0.4047,0.2392,28.5188
1,37.1975,0.4843,1.5105,28.5779
1,36.3268,0.528,0.187,26.9371
1,37.2008,0.5127,1.4587,27.2926
1,37.0014,0.4941,1.0203,28.7681
1,37.378,0.642,2.0892,27.2955
1,37.1779,0.4838,1.2965,26.6545
1,36.7317,0.4453,0.5782,29.9061
1,37.2422,0.5019,1.5467,27.802
1,37.1258,0.4669,1.1214,26.6299
1,36.262,0.4639,0.1637,28.1071
1,37.1084,0.5152,1.1887,26.9815
1,37.1831,0.5341,1.4301,27.3477
1,37.0705,0.4375,1.076,25.121
1,37.2091,0.5358,1.4473,27.1286
1,37.1588,0.4812,1.2411,26.0485
1,37.0316,0.5341,1.0001,26.6803
1,36.8209,0.4657,0.6354,28.1892
1,37.1517,0.4641,1.3167,27.6192
1,37.2341,0.5794,1.5511,26.6097
1,35.9934,0.3838,0.0911,26.5772
1,37.0454,0.5632,0.9871,27.5452
1,37.1104,0.4809,1.1415,26.7327
1,37.0508,0.4765,1.0706,28.9944
1,36.6787,0.5248,0.4534,28.3529
1,37.1899,0.5528,1.4378,26.8128
1,35.9252,0.4496,0.079,26.9384
1,36.8042,0.4767,0.6634,28.4305
1,36.987,0.471,0.9186,28.5613
1,36.8346,0.4949,0.6759,27.7018
1,37.1284,0.4231,1.2365,27.3342
1,37.1847,0.4615,1.5293,28.7304
1,36.7623,0.4012,0.5866,28.2986
1,36.2156,0.4845,0.1617,28.918
1,36.9045,0.4517,0.7253,28.2631
1,37.1952,0.4403,1.3523,26.2039
1,36.7442,0.5457,0.5121,27.7778
1,37.1432,0.5195,1.3257,27.6283
1,36.3371,0.4901,0.2117,27.5162
1,36.4508,0.4416,0.2801,26.3231
1,36.7281,0.4903,0.4957,28.7977
1,37.1674,0.4241,1.445,27.2929
1,37.0823,0.4652,1.2097,27.0889
1,36.9381,0.4184,0.8683,28.2502
1,37.1707,0.4558,1.291,26.8421
1,37.0119,0.4361,0.9479,28.3835
1,36.838,0.4188,0.7215,27.7513
1,37.1829,0.4837,1.5008,27.1663
