lat,lon,mean_degree,trend
3.0,113.0,1.961,2.139
3.0,115.0,2.116,2.361
3.0,117.0,2.043,2.543
3.0,283.0,1.775,1.216
3.0,285.0,1.905,0.649
3.0,287.0,2.003,1.146
3.0,289.0,1.919,1.196
3.0,291.0,1.797,0.884
3.0,293.0,1.64,0.647
3.0,295.0,1.839,1.141
3.0,297.0,1.668,0.866
3.0,299.0,1.738,0.663
3.0,301.0,1.904,1.725
3.0,303.0,1.66,0.874
3.0,305.0,1.862,1.003
3.0,307.0,1.865,0.907
3.0,309.0,2.035,1.636
5.0,7.0,2.617,3.104
5.0,9.0,1.975,1.925
5.0,11.0,2.297,2.035
5.0,13.0,1.98,2.023
5.0,15.0,1.743,1.386
5.0,17.0,1.732,1.017
5.0,19.0,1.777,0.84
5.0,21.0,1.606,-0.102
5.0,23.0,1.793,-0.516
5.0,25.0,1.917,-0.308
5.0,27.0,1.773,-0.038
5.0,29.0,1.749,-0.148
5.0,31.0,1.606,0.027
5.0,33.0,1.617,0.015
5.0,35.0,2.043,-0.948
5.0,37.0,2.138,-0.375
5.0,39.0,2.058,-1.517
5.0,41.0,2.194,-1.13
5.0,43.0,2.469,-2.024
5.0,45.0,2.857,-2.841
5.0,47.0,2.427,-2.592
5.0,97.0,1.577,1.108
5.0,101.0,2.034,2.213
5.0,103.0,1.959,2.191
5.0,115.0,2.022,1.845
5.0,117.0,2.147,2.563
5.0,283.0,2.227,nan
5.0,285.0,2.145,0.274
5.0,287.0,1.667,1.248
5.0,289.0,1.869,1.353
5.0,291.0,1.676,0.287
5.0,293.0,1.518,0.46
5.0,295.0,1.649,0.696
5.0,297.0,1.709,0.977
5.0,299.0,1.694,1.184
5.0,301.0,2.034,1.947
5.0,303.0,1.679,1.614
5.0,305.0,1.93,1.855
5.0,307.0,1.838,1.039
5.0,353.0,2.028,2.479
7.0,1.0,2.155,2.137
7.0,3.0,2.385,1.914
7.0,5.0,2.648,1.958
7.0,7.0,2.258,2.813
7.0,9.0,2.225,2.326
7.0,11.0,1.995,2.052
7.0,13.0,1.81,1.423
7.0,15.0,1.906,0.782
7.0,17.0,1.769,0.441
7.0,19.0,1.782,0.59
7.0,21.0,1.774,0.06
7.0,23.0,1.873,-0.936
7.0,25.0,1.87,-0.7
7.0,27.0,1.853,-0.661
7.0,29.0,1.745,-0.872
7.0,31.0,1.613,-0.599
7.0,33.0,1.639,-0.618
7.0,35.0,1.623,-0.336
7.0,37.0,1.635,0.998
7.0,39.0,1.487,0.852
7.0,41.0,1.917,-1.19
7.0,43.0,2.333,-2.595
7.0,45.0,2.613,-3.4
7.0,47.0,2.762,-2.792
7.0,49.0,2.205,-1.206
7.0,81.0,2.514,2.131
7.0,125.0,2.018,1.511
7.0,283.0,2.087,nan
7.0,285.0,1.747,1.212
7.0,287.0,1.555,0.892
7.0,289.0,1.87,1.175
7.0,291.0,1.788,0.656
7.0,293.0,1.784,0.46
7.0,295.0,2.069,0.88
7.0,297.0,2.608,2.149
7.0,299.0,1.935,1.479
7.0,301.0,2.024,1.82
7.0,349.0,2.574,2.845
7.0,351.0,2.174,2.978
7.0,353.0,2.239,2.576
7.0,355.0,2.081,2.119
7.0,357.0,2.265,2.545
7.0,359.0,2.458,2.867
9.0,1.0,1.974,2.026
9.0,3.0,1.841,1.792
9.0,5.0,1.997,2.647
9.0,7.0,2.296,2.555
9.0,9.0,1.897,2.305
9.0,11.0,1.814,1.983
9.0,13.0,1.888,1.616
9.0,15.0,1.863,1.744
9.0,17.0,1.708,1.188
9.0,19.0,1.58,0.305
9.0,21.0,1.66,-0.166
9.0,23.0,1.71,-1.184
9.0,25.0,1.734,-0.987
9.0,27.0,2.059,-2.396
9.0,29.0,1.846,-1.438
9.0,31.0,1.71,-1.043
9.0,33.0,1.566,-1.255
9.0,35.0,1.651,-0.048
9.0,37.0,1.639,1.02
9.0,39.0,1.675,0.736
9.0,41.0,1.84,-0.658
9.0,43.0,2.271,-2.848
9.0,45.0,2.324,-2.417
9.0,47.0,2.55,-4.297
9.0,49.0,2.516,-2.174
9.0,77.0,1.816,1.807
9.0,99.0,1.609,1.515
9.0,105.0,1.987,2.141
9.0,277.0,1.597,0.789
9.0,281.0,1.969,2.673
9.0,285.0,2.128,2.221
9.0,287.0,2.306,0.469
9.0,289.0,1.622,0.785
9.0,291.0,2.081,0.59
9.0,293.0,2.077,1.321
9.0,295.0,2.589,2.324
9.0,297.0,2.013,1.727
9.0,299.0,1.838,1.134
9.0,347.0,2.055,2.146
9.0,349.0,2.209,2.089
9.0,351.0,2.188,2.873
9.0,353.0,1.756,2.26
9.0,355.0,1.804,1.446
9.0,357.0,2.047,2.575
9.0,359.0,2.062,2.38
11.0,1.0,1.792,1.563
11.0,3.0,1.859,1.632
11.0,5.0,1.813,1.76
11.0,7.0,1.854,2.151
11.0,9.0,1.992,2.445
11.0,11.0,2.113,1.987
11.0,13.0,2.0,1.739
11.0,15.0,1.692,1.588
11.0,17.0,1.532,1.462
11.0,19.0,1.59,0.316
11.0,21.0,1.547,0.087
11.0,23.0,1.657,-0.592
11.0,25.0,1.698,-0.247
11.0,27.0,1.682,-1.124
11.0,29.0,1.702,-0.995
11.0,31.0,1.628,-0.82
11.0,33.0,1.614,-1.261
11.0,35.0,1.624,-0.44
11.0,37.0,1.647,1.351
11.0,39.0,1.463,0.763
11.0,41.0,1.727,-0.339
11.0,43.0,1.609,-0.008
11.0,49.0,1.947,-1.026
11.0,51.0,1.958,-1.24
11.0,77.0,2.23,2.473
11.0,79.0,2.38,2.099
11.0,99.0,1.698,1.817
11.0,105.0,1.948,2.076
11.0,107.0,1.87,1.987
11.0,125.0,1.706,1.578
11.0,275.0,2.052,2.0
11.0,287.0,1.972,0.698
11.0,289.0,2.133,0.817
11.0,291.0,1.942,0.737
11.0,345.0,1.937,2.014
11.0,347.0,2.131,2.523
11.0,349.0,2.04,2.204
11.0,351.0,1.716,1.981
11.0,353.0,1.767,1.632
11.0,355.0,1.876,1.872
11.0,357.0,1.749,1.791
11.0,359.0,1.768,2.059
13.0,1.0,1.614,1.161
13.0,3.0,1.698,1.393
13.0,5.0,1.718,1.093
13.0,7.0,1.787,1.805
13.0,9.0,1.821,2.046
13.0,11.0,2.066,2.752
13.0,13.0,1.964,2.42
13.0,15.0,1.535,1.31
13.0,17.0,1.524,1.381
13.0,19.0,1.495,1.347
13.0,21.0,1.609,0.921
13.0,23.0,1.449,0.82
13.0,25.0,1.47,-0.009
13.0,27.0,1.575,-0.195
13.0,29.0,1.641,-0.146
13.0,31.0,1.531,0.014
13.0,33.0,1.68,-0.61
13.0,35.0,1.603,-0.516
13.0,37.0,1.587,-0.113
13.0,39.0,1.52,0.777
13.0,41.0,1.602,-0.365
13.0,45.0,1.706,-1.255
13.0,75.0,1.929,1.628
13.0,77.0,2.089,2.587
13.0,79.0,2.315,2.093
13.0,99.0,1.648,1.884
13.0,101.0,1.874,1.322
13.0,103.0,2.089,2.344
13.0,105.0,2.131,1.971
13.0,107.0,1.705,1.872
13.0,109.0,2.022,1.669
13.0,121.0,1.635,0.753
13.0,273.0,2.168,1.612
13.0,275.0,1.953,1.268
13.0,345.0,1.89,2.112
13.0,347.0,1.708,1.931
13.0,349.0,1.76,2.304
13.0,351.0,1.739,1.764
13.0,353.0,1.778,2.213
13.0,355.0,1.832,2.249
13.0,357.0,1.677,1.323
13.0,359.0,1.583,0.886
15.0,1.0,1.391,0.588
15.0,3.0,1.432,0.743
15.0,5.0,1.474,0.639
15.0,7.0,1.453,1.1
15.0,9.0,1.343,0.508
15.0,11.0,1.572,1.051
15.0,13.0,1.506,0.917
15.0,15.0,1.521,0.787
15.0,17.0,1.546,1.039
15.0,19.0,1.559,1.454
15.0,21.0,1.565,1.426
15.0,23.0,1.501,0.98
15.0,25.0,1.598,0.96
15.0,27.0,1.638,0.428
15.0,29.0,1.632,0.595
15.0,31.0,1.681,0.696
15.0,33.0,1.664,0.324
15.0,35.0,1.697,-0.25
15.0,37.0,1.652,-0.017
15.0,39.0,1.567,-0.586
15.0,43.0,1.719,-1.16
15.0,45.0,1.654,0.847
15.0,47.0,1.424,-0.113
15.0,49.0,1.624,-0.067
15.0,75.0,1.974,2.131
15.0,77.0,2.057,2.429
15.0,79.0,2.143,1.867
15.0,99.0,1.588,1.321
15.0,101.0,1.729,1.848
15.0,103.0,1.883,1.699
15.0,105.0,1.795,2.167
15.0,107.0,1.741,1.969
15.0,121.0,1.799,0.999
15.0,269.0,1.675,1.274
15.0,271.0,1.957,1.582
15.0,273.0,2.099,1.294
15.0,275.0,1.842,1.258
15.0,343.0,1.971,2.453
15.0,345.0,1.697,0.604
15.0,347.0,1.832,0.949
15.0,349.0,1.722,1.703
15.0,351.0,1.695,1.863
15.0,353.0,1.613,1.566
15.0,355.0,1.434,1.181
15.0,357.0,1.435,0.698
15.0,359.0,1.342,0.269
17.0,1.0,1.354,0.474
17.0,3.0,1.425,0.654
17.0,5.0,1.378,0.938
17.0,7.0,1.535,1.053
17.0,9.0,1.717,1.26
17.0,11.0,1.816,1.116
17.0,13.0,1.658,1.178
17.0,15.0,1.667,1.581
17.0,17.0,1.786,1.141
17.0,19.0,1.871,1.262
17.0,21.0,1.799,1.664
17.0,23.0,1.875,2.079
17.0,25.0,1.783,1.209
17.0,27.0,1.913,0.946
17.0,29.0,1.877,0.596
17.0,31.0,1.819,0.406
17.0,33.0,1.807,-0.171
17.0,35.0,1.79,-0.089
17.0,37.0,1.774,-0.402
17.0,39.0,1.568,-0.072
17.0,43.0,1.751,-0.335
17.0,45.0,1.622,0.63
17.0,47.0,1.708,0.422
17.0,49.0,1.611,0.175
17.0,51.0,1.569,0.434
17.0,53.0,1.564,0.574
17.0,75.0,2.031,2.394
17.0,77.0,1.844,2.001
17.0,79.0,1.864,1.723
17.0,81.0,1.656,1.296
17.0,95.0,1.65,1.437
17.0,99.0,1.547,1.034
17.0,101.0,1.613,1.756
17.0,103.0,1.645,1.769
17.0,105.0,1.743,1.659
17.0,107.0,1.769,1.544
17.0,121.0,1.367,0.617
17.0,261.0,1.443,0.23
17.0,263.0,1.536,0.67
17.0,265.0,1.561,1.285
17.0,267.0,1.739,1.446
17.0,269.0,1.776,1.384
17.0,271.0,1.63,0.946
17.0,345.0,1.689,1.292
17.0,347.0,1.594,0.189
17.0,349.0,1.634,0.252
17.0,351.0,1.426,0.086
17.0,353.0,1.432,0.126
17.0,355.0,1.312,0.131
17.0,357.0,1.388,0.229
17.0,359.0,1.444,0.315
19.0,1.0,1.583,0.69
19.0,3.0,1.613,0.734
19.0,5.0,1.629,1.01
19.0,7.0,1.649,1.164
19.0,9.0,1.727,1.069
19.0,11.0,1.8,1.328
19.0,13.0,1.812,1.552
19.0,15.0,1.837,1.513
19.0,17.0,1.862,1.384
19.0,19.0,1.929,1.195
19.0,21.0,1.807,1.428
19.0,23.0,1.851,1.558
19.0,25.0,1.971,0.944
19.0,27.0,1.971,1.002
19.0,29.0,2.034,0.638
19.0,31.0,1.862,0.798
19.0,33.0,1.957,0.294
19.0,35.0,1.885,-0.673
19.0,37.0,1.616,-1.038
19.0,43.0,1.64,0.821
19.0,45.0,2.303,1.64
19.0,47.0,2.232,0.779
19.0,49.0,1.923,0.53
19.0,51.0,1.76,0.279
19.0,53.0,1.956,0.99
19.0,55.0,1.757,0.77
19.0,57.0,1.958,0.968
19.0,73.0,2.04,2.045
19.0,75.0,1.905,2.025
19.0,77.0,1.893,1.803
19.0,79.0,1.769,1.384
19.0,81.0,1.594,1.16
19.0,83.0,1.517,1.474
19.0,95.0,1.825,2.185
19.0,97.0,1.587,1.362
19.0,99.0,1.375,1.021
19.0,101.0,1.517,1.757
19.0,103.0,1.625,1.871
19.0,105.0,1.601,1.606
19.0,109.0,1.493,1.338
19.0,257.0,1.643,-0.013
19.0,259.0,1.561,-0.62
19.0,261.0,1.459,0.711
19.0,263.0,1.591,0.857
19.0,269.0,1.817,1.492
19.0,271.0,1.59,1.247
19.0,289.0,2.151,2.089
19.0,291.0,2.49,2.774
19.0,345.0,1.712,-0.023
19.0,347.0,1.758,-0.489
19.0,349.0,1.694,0.029
19.0,351.0,1.719,-0.241
19.0,353.0,1.701,-0.481
19.0,355.0,1.659,-0.08
19.0,357.0,1.607,0.073
19.0,359.0,1.598,0.331
21.0,1.0,1.7,1.121
21.0,3.0,1.706,0.947
21.0,5.0,1.716,0.87
21.0,7.0,1.733,1.05
21.0,9.0,1.68,1.126
21.0,11.0,1.697,1.183
21.0,13.0,1.772,1.102
21.0,15.0,1.882,1.088
21.0,17.0,1.925,2.331
21.0,19.0,1.813,1.734
21.0,21.0,1.725,1.357
21.0,23.0,1.809,0.82
21.0,25.0,1.998,0.474
21.0,27.0,1.83,1.013
21.0,29.0,1.877,0.578
21.0,31.0,1.941,0.575
21.0,33.0,1.935,0.081
21.0,35.0,2.011,-0.426
21.0,37.0,1.715,0.04
21.0,41.0,1.486,0.159
21.0,43.0,1.996,1.807
21.0,45.0,2.238,1.726
21.0,47.0,2.047,1.309
21.0,49.0,1.991,0.731
21.0,51.0,1.929,0.155
21.0,53.0,1.737,0.503
21.0,55.0,1.789,0.399
21.0,57.0,1.819,0.054
21.0,71.0,1.854,1.271
21.0,73.0,1.986,2.108
21.0,75.0,2.071,1.581
21.0,77.0,1.961,1.763
21.0,79.0,1.837,2.104
21.0,81.0,1.607,1.517
21.0,83.0,1.77,1.921
21.0,85.0,1.886,2.14
21.0,93.0,2.227,2.457
21.0,95.0,1.656,1.767
21.0,97.0,1.62,1.496
21.0,99.0,1.459,1.292
21.0,101.0,1.477,1.426
21.0,103.0,1.596,1.733
21.0,105.0,1.486,1.103
21.0,107.0,1.564,1.347
21.0,255.0,1.794,0.401
21.0,257.0,1.432,0.116
21.0,259.0,1.577,0.276
21.0,261.0,1.594,0.717
21.0,271.0,1.802,1.482
21.0,273.0,1.813,1.533
21.0,283.0,1.89,1.231
21.0,345.0,1.793,0.321
21.0,347.0,1.754,0.256
21.0,349.0,1.703,0.253
21.0,351.0,1.645,0.132
21.0,353.0,1.743,0.221
21.0,355.0,1.705,-0.256
21.0,357.0,1.73,0.163
21.0,359.0,1.587,0.303
23.0,1.0,1.814,0.935
23.0,3.0,1.734,1.014
23.0,5.0,1.772,0.721
23.0,7.0,1.868,0.238
23.0,9.0,1.724,1.226
23.0,11.0,1.643,1.039
23.0,13.0,1.64,0.972
23.0,15.0,1.678,1.224
23.0,17.0,1.607,1.719
23.0,19.0,1.718,1.811
23.0,21.0,1.664,1.772
23.0,23.0,1.675,1.686
23.0,25.0,1.669,0.981
23.0,27.0,1.693,0.827
23.0,29.0,1.503,0.993
23.0,31.0,1.532,1.045
23.0,33.0,1.488,0.616
23.0,35.0,1.74,0.442
23.0,39.0,1.49,0.591
23.0,41.0,1.74,0.698
23.0,43.0,2.093,1.551
23.0,45.0,2.239,1.653
23.0,47.0,2.204,1.093
23.0,49.0,1.853,0.495
23.0,51.0,1.634,0.862
23.0,53.0,1.517,0.599
23.0,55.0,1.666,1.086
23.0,57.0,1.797,0.385
23.0,59.0,1.58,0.09
23.0,69.0,1.841,1.358
23.0,71.0,1.794,0.867
23.0,73.0,1.818,1.957
23.0,75.0,1.945,1.811
23.0,77.0,1.904,1.85
23.0,79.0,1.735,1.77
23.0,81.0,1.589,1.551
23.0,83.0,1.498,1.636
23.0,85.0,1.679,1.959
23.0,87.0,1.65,1.755
23.0,89.0,1.634,1.511
23.0,91.0,1.656,1.717
23.0,93.0,1.658,1.874
23.0,95.0,1.71,1.66
23.0,97.0,1.408,0.923
23.0,99.0,1.484,1.018
23.0,101.0,1.297,0.875
23.0,103.0,1.345,0.916
23.0,105.0,1.411,1.088
23.0,107.0,1.447,0.866
23.0,109.0,1.549,1.18
23.0,111.0,1.618,1.295
23.0,113.0,1.552,1.453
23.0,115.0,1.621,1.278
23.0,121.0,1.426,0.414
23.0,255.0,1.508,-0.037
23.0,257.0,1.472,0.154
23.0,259.0,1.874,0.17
23.0,261.0,1.764,0.318
23.0,277.0,1.579,1.648
23.0,279.0,1.593,1.551
23.0,345.0,1.594,0.381
23.0,347.0,1.74,-0.031
23.0,349.0,1.773,0.085
23.0,351.0,1.698,0.362
23.0,353.0,1.838,0.638
23.0,355.0,1.789,0.464
23.0,357.0,1.822,0.376
23.0,359.0,1.702,0.292
25.0,1.0,1.708,0.557
25.0,3.0,1.744,0.926
25.0,5.0,1.772,0.946
25.0,7.0,1.69,0.802
25.0,9.0,1.722,0.901
25.0,11.0,1.456,0.724
25.0,13.0,1.489,0.851
25.0,15.0,1.483,0.967
25.0,17.0,1.491,1.009
25.0,19.0,1.408,1.139
25.0,21.0,1.507,1.149
25.0,23.0,1.48,1.084
25.0,25.0,1.547,1.211
25.0,27.0,1.489,0.975
25.0,29.0,1.406,0.579
25.0,31.0,1.527,0.944
25.0,33.0,1.622,0.992
25.0,39.0,1.824,0.585
25.0,41.0,1.97,0.766
25.0,43.0,2.183,0.052
25.0,45.0,2.128,0.381
25.0,47.0,2.006,1.655
25.0,49.0,1.725,1.018
25.0,51.0,1.567,0.781
25.0,67.0,1.614,1.329
25.0,69.0,1.589,1.759
25.0,71.0,1.662,1.447
25.0,73.0,1.845,1.915
25.0,75.0,1.691,2.073
25.0,77.0,1.706,2.08
25.0,79.0,1.64,1.755
25.0,81.0,1.487,1.551
25.0,83.0,1.446,1.597
25.0,85.0,1.479,1.836
25.0,87.0,1.57,1.512
25.0,89.0,1.511,1.182
25.0,91.0,1.526,1.664
25.0,93.0,1.62,1.694
25.0,95.0,1.594,1.655
25.0,97.0,1.546,1.468
25.0,99.0,1.345,0.808
25.0,101.0,1.37,0.431
25.0,103.0,1.329,0.444
25.0,105.0,1.411,0.394
25.0,107.0,1.514,0.611
25.0,109.0,1.513,0.737
25.0,111.0,1.436,0.793
25.0,113.0,1.612,1.286
25.0,115.0,1.66,1.407
25.0,117.0,1.487,1.495
25.0,249.0,1.531,-0.687
25.0,253.0,1.807,-0.277
25.0,255.0,1.444,-0.34
25.0,257.0,1.696,0.043
25.0,259.0,1.723,0.251
25.0,261.0,1.839,0.729
25.0,347.0,1.606,0.213
25.0,349.0,1.59,-0.123
25.0,351.0,1.717,0.382
25.0,353.0,1.889,0.44
25.0,355.0,1.728,0.971
25.0,357.0,1.802,0.693
25.0,359.0,1.684,0.602
27.0,1.0,1.593,0.265
27.0,3.0,1.672,0.411
27.0,5.0,1.549,0.352
27.0,7.0,1.584,0.066
27.0,9.0,1.455,0.51
27.0,11.0,1.441,0.008
27.0,13.0,1.477,0.752
27.0,15.0,1.437,0.512
27.0,17.0,1.397,0.702
27.0,19.0,1.333,0.3
27.0,21.0,1.323,0.526
27.0,23.0,1.285,0.663
27.0,25.0,1.414,0.813
27.0,27.0,1.313,0.618
27.0,29.0,1.327,0.712
27.0,31.0,1.365,0.77
27.0,33.0,1.582,1.17
27.0,37.0,1.647,0.491
27.0,39.0,1.635,1.152
27.0,41.0,1.795,0.097
27.0,43.0,2.083,0.647
27.0,45.0,2.285,0.581
27.0,47.0,2.109,1.733
27.0,49.0,1.641,0.545
27.0,55.0,1.539,1.092
27.0,57.0,1.479,0.931
27.0,59.0,1.662,0.43
27.0,61.0,1.699,0.498
27.0,63.0,1.457,0.751
27.0,65.0,1.523,1.055
27.0,67.0,1.542,0.554
27.0,69.0,1.596,0.586
27.0,71.0,1.507,0.934
27.0,73.0,1.54,1.44
27.0,75.0,1.587,1.536
27.0,77.0,1.558,1.451
27.0,79.0,1.47,1.612
27.0,81.0,1.426,1.021
27.0,83.0,1.358,1.159
27.0,85.0,1.386,1.245
27.0,87.0,1.403,1.248
27.0,89.0,1.447,1.225
27.0,91.0,1.417,1.606
27.0,93.0,1.471,1.666
27.0,95.0,1.532,1.549
27.0,97.0,1.341,1.212
27.0,99.0,1.288,0.681
27.0,101.0,1.375,0.86
27.0,103.0,1.365,0.435
27.0,105.0,1.441,0.833
27.0,107.0,1.504,0.865
27.0,109.0,1.463,0.708
27.0,111.0,1.59,0.806
27.0,113.0,1.464,0.913
27.0,115.0,1.507,1.135
27.0,117.0,1.359,0.816
27.0,119.0,1.435,1.182
27.0,247.0,1.648,0.19
27.0,251.0,1.57,0.64
27.0,253.0,1.3,-0.053
27.0,255.0,1.518,-0.727
27.0,257.0,1.742,0.16
27.0,259.0,1.802,0.409
27.0,261.0,1.848,0.828
27.0,279.0,1.423,1.407
27.0,347.0,1.446,-0.249
27.0,349.0,1.441,0.328
27.0,351.0,1.56,0.442
27.0,353.0,1.707,0.837
27.0,355.0,1.767,0.943
27.0,357.0,1.71,0.596
27.0,359.0,1.615,0.313
29.0,1.0,1.488,0.075
29.0,3.0,1.51,0.247
29.0,5.0,1.441,-0.13
29.0,7.0,1.445,-0.374
29.0,9.0,1.405,0.145
29.0,11.0,1.367,0.561
29.0,13.0,1.303,0.515
29.0,15.0,1.272,0.349
29.0,17.0,1.356,0.571
29.0,19.0,1.305,0.555
29.0,21.0,1.285,0.435
29.0,23.0,1.345,0.832
29.0,25.0,1.301,0.847
29.0,29.0,1.378,0.685
29.0,31.0,1.487,0.978
29.0,35.0,1.505,1.337
29.0,37.0,1.535,1.102
29.0,39.0,1.533,0.862
29.0,41.0,1.71,-0.038
29.0,43.0,2.124,0.512
29.0,45.0,2.127,1.731
29.0,47.0,1.923,1.256
29.0,51.0,1.583,1.07
29.0,53.0,1.765,1.156
29.0,55.0,1.878,1.205
29.0,57.0,1.79,0.853
29.0,59.0,1.697,0.627
29.0,61.0,1.724,0.041
29.0,63.0,1.742,0.35
29.0,65.0,1.838,0.127
29.0,67.0,1.499,0.688
29.0,69.0,1.53,0.758
29.0,71.0,1.498,1.296
29.0,73.0,1.56,1.22
29.0,75.0,1.511,1.327
29.0,77.0,1.611,1.581
29.0,79.0,1.393,0.931
29.0,81.0,1.215,0.694
29.0,83.0,1.345,0.669
29.0,85.0,1.463,0.649
29.0,87.0,1.565,0.669
29.0,89.0,1.596,1.234
29.0,91.0,1.481,1.16
29.0,93.0,1.369,1.026
29.0,95.0,1.291,1.177
29.0,97.0,1.317,0.767
29.0,99.0,1.352,0.66
29.0,101.0,1.339,0.657
29.0,103.0,1.501,0.728
29.0,105.0,1.598,0.637
29.0,107.0,1.517,0.475
29.0,109.0,1.419,0.659
29.0,111.0,1.461,0.711
29.0,113.0,1.524,0.739
29.0,115.0,1.462,0.927
29.0,117.0,1.45,0.895
29.0,119.0,1.462,0.818
29.0,121.0,1.42,0.764
29.0,249.0,1.584,0.401
29.0,251.0,1.437,0.223
29.0,253.0,1.499,0.031
29.0,255.0,1.651,-0.754
29.0,257.0,1.541,-0.109
29.0,259.0,1.703,0.466
29.0,261.0,1.699,0.784
29.0,263.0,1.431,0.921
29.0,279.0,1.529,1.132
29.0,351.0,1.572,0.299
29.0,353.0,1.575,0.656
29.0,355.0,1.633,0.82
29.0,357.0,1.626,0.563
29.0,359.0,1.518,0.368
31.0,1.0,1.446,0.649
31.0,3.0,1.422,0.107
31.0,5.0,1.425,-0.062
31.0,7.0,1.334,-0.14
31.0,9.0,1.409,-0.064
31.0,11.0,1.348,0.349
31.0,13.0,1.337,-0.019
31.0,15.0,1.355,-0.041
31.0,17.0,1.253,0.728
31.0,21.0,1.302,0.691
31.0,23.0,1.349,1.184
31.0,25.0,1.332,1.005
31.0,27.0,1.331,0.66
31.0,31.0,1.404,0.622
31.0,33.0,1.501,nan
31.0,35.0,1.51,1.215
31.0,37.0,1.412,0.923
31.0,39.0,1.534,0.979
31.0,41.0,1.846,0.644
31.0,43.0,1.827,1.259
31.0,45.0,1.697,1.582
31.0,47.0,1.801,1.117
31.0,49.0,1.528,0.749
31.0,51.0,1.544,0.736
31.0,53.0,1.808,0.722
31.0,55.0,1.762,0.715
31.0,57.0,1.594,0.528
31.0,59.0,1.655,0.439
31.0,61.0,1.674,-1.084
31.0,63.0,1.87,-0.555
31.0,65.0,1.727,0.029
31.0,67.0,1.846,-0.02
31.0,69.0,1.567,0.523
31.0,71.0,1.42,0.763
31.0,73.0,1.337,0.634
31.0,75.0,1.477,0.73
31.0,77.0,1.414,0.866
31.0,79.0,1.412,0.347
31.0,81.0,1.476,0.57
31.0,83.0,1.532,0.165
31.0,85.0,1.695,0.421
31.0,87.0,1.539,0.666
31.0,89.0,1.502,0.901
31.0,91.0,1.439,0.771
31.0,93.0,1.38,0.565
31.0,95.0,1.365,0.795
31.0,97.0,1.377,0.612
31.0,99.0,1.408,0.949
31.0,101.0,1.334,0.668
31.0,103.0,1.307,0.789
31.0,105.0,1.454,0.328
31.0,107.0,1.54,0.185
31.0,109.0,1.589,0.152
31.0,111.0,1.5,0.489
31.0,113.0,1.466,0.83
31.0,115.0,1.485,0.534
31.0,117.0,1.531,1.016
31.0,119.0,1.472,0.558
31.0,121.0,1.415,0.739
31.0,245.0,1.424,-0.74
31.0,247.0,1.53,-0.096
31.0,249.0,1.578,0.25
31.0,251.0,1.484,0.153
31.0,253.0,1.571,0.098
31.0,255.0,1.391,-0.123
31.0,257.0,1.433,0.101
31.0,259.0,1.532,0.414
31.0,261.0,1.542,0.511
31.0,263.0,1.49,1.246
31.0,265.0,1.424,1.118
31.0,267.0,1.323,0.881
31.0,269.0,1.332,0.673
31.0,271.0,1.381,0.783
31.0,273.0,1.413,0.843
31.0,275.0,1.432,0.821
31.0,277.0,1.368,0.52
31.0,351.0,1.264,-0.04
31.0,353.0,1.317,0.245
31.0,355.0,1.532,0.608
31.0,357.0,1.475,0.626
31.0,359.0,1.485,0.629
33.0,1.0,1.435,0.854
33.0,3.0,1.45,0.325
33.0,5.0,1.423,0.204
33.0,7.0,1.437,-0.086
33.0,9.0,1.403,0.024
33.0,11.0,1.241,0.412
33.0,37.0,1.362,0.673
33.0,39.0,1.481,1.417
33.0,41.0,1.646,1.262
33.0,43.0,1.607,1.358
33.0,45.0,1.583,1.622
33.0,47.0,1.556,1.27
33.0,49.0,1.502,0.486
33.0,51.0,1.512,0.862
33.0,53.0,1.601,0.511
33.0,55.0,1.463,0.004
33.0,57.0,1.553,0.097
33.0,59.0,1.538,-0.114
33.0,61.0,1.481,-0.876
33.0,63.0,1.755,-0.928
33.0,65.0,1.805,-0.701
33.0,67.0,1.701,-0.175
33.0,69.0,1.52,0.141
33.0,71.0,1.422,-0.044
33.0,73.0,1.426,-0.33
33.0,75.0,1.381,0.702
33.0,77.0,1.576,0.554
33.0,79.0,1.581,0.177
33.0,81.0,1.652,0.546
33.0,83.0,1.68,0.532
33.0,85.0,1.699,0.537
33.0,87.0,1.55,1.151
33.0,89.0,1.509,0.572
33.0,91.0,1.442,0.881
33.0,93.0,1.42,0.646
33.0,95.0,1.391,0.508
33.0,97.0,1.388,0.597
33.0,99.0,1.378,0.701
33.0,101.0,1.415,0.748
33.0,103.0,1.458,0.746
33.0,105.0,1.374,0.621
33.0,107.0,1.565,1.046
33.0,109.0,1.522,0.28
33.0,111.0,1.456,0.389
33.0,113.0,1.507,0.614
33.0,115.0,1.549,0.776
33.0,117.0,1.501,0.927
33.0,119.0,1.511,0.524
33.0,131.0,1.365,0.888
33.0,243.0,1.52,-0.543
33.0,245.0,1.515,-0.082
33.0,247.0,1.581,0.271
33.0,249.0,1.528,0.3
33.0,251.0,1.473,0.185
33.0,253.0,1.506,-0.23
33.0,255.0,1.415,-0.268
33.0,257.0,1.384,0.266
33.0,259.0,1.418,0.219
33.0,261.0,1.478,0.573
33.0,263.0,1.592,1.703
33.0,265.0,1.372,1.026
33.0,267.0,1.38,0.852
33.0,269.0,1.329,0.474
33.0,271.0,1.408,0.633
33.0,273.0,1.365,0.584
33.0,275.0,1.357,0.823
33.0,277.0,1.446,0.551
33.0,279.0,1.373,0.711
33.0,353.0,1.272,0.093
33.0,355.0,1.258,0.133
