anio,mes,dia,periodo,fuerza,inclinacion,latitud
1770,4,8,1755-1784,-0.088,-0.037,-1.878
1770,4,9,1755-1784,0.551,-0.417,-1.457
1770,4,10,1755-1784,-0.497,0.158,-1.289
1770,4,11,1755-1784,-1.426,0.87,-0.966
1770,4,12,1755-1784,-2.036,0.6,-0.799
1770,4,13,1755-1784,-1.964,0.556,0.038
1770,4,14,1755-1784,-1.104,0.323,0.389
1770,4,15,1755-1784,-0.544,0.353,0.045
1770,4,16,1755-1784,-0.739,0.814,-0.4
1770,4,17,1755-1784,0.2,0.473,-0.512
1770,4,18,1755-1784,0.67,0.33,-0.289
1770,4,19,1755-1784,-0.188,0.311,-0.462
1770,4,20,1755-1784,-0.471,0.058,-0.394
1770,4,21,1755-1784,-0.019,0.935,-0.659
1770,4,22,1755-1784,-0.263,-0.049,-1.547
1770,4,23,1755-1784,0.496,0.643,-0.514
1770,4,24,1755-1784,-0.622,0.027,-0.055
1770,4,25,1755-1784,-0.645,0.252,0.127
1770,4,26,1755-1784,-0.567,-0.454,0.126
1770,4,27,1755-1784,-0.87,-0.913,-0.092
1770,4,28,1755-1784,-1.133,0.132,0.636
1770,4,29,1755-1784,-0.16,0.336,1.122
1770,4,30,1755-1784,0.325,0.829,0.855
1770,11,1,1755-1784,-2.764,0.675,-0.324
1770,11,2,1755-1784,-2.114,0.672,0.296
1770,11,3,1755-1784,-0.625,0.244,0.258
1770,11,4,1755-1784,0.572,0.26,-0.107
1770,11,5,1755-1784,1.419,0.375,-0.146
1770,11,6,1755-1784,1.351,-0.231,-0.626
1770,11,7,1755-1784,1.314,-0.093,-1.061
1770,11,8,1755-1784,-0.237,-1.428,-1.668
1770,11,9,1755-1784,-0.983,-0.722,-1.614
1770,11,10,1755-1784,-0.727,-0.971,-1.951
1770,11,11,1755-1784,-1.116,0.39,-1.202
1770,11,12,1755-1784,0.673,-0.301,-0.209
1770,11,13,1755-1784,1.432,0.013,-0.039
1770,11,14,1755-1784,1.423,-0.115,-0.129
1770,11,15,1755-1784,1.496,0.644,0.095
1770,11,16,1755-1784,0.554,0.029,-0.146
1770,11,17,1755-1784,-0.533,-0.384,-0.836
1770,11,18,1755-1784,-1.523,0.177,-1.165
1770,11,19,1755-1784,-2.136,0.658,-1.392
1770,11,20,1755-1784,-2.13,1.425,-2.103
1770,11,21,1755-1784,-0.782,1.414,-0.877
1770,11,22,1755-1784,1.834,0.023,-0.063
1770,11,23,1755-1784,1.316,-0.535,-0.745
1770,11,24,1755-1784,0.592,-0.835,-0.717
1770,11,25,1755-1784,0.669,-0.118,-1.141
1770,11,26,1755-1784,1.441,-0.107,-2.218
1770,11,27,1755-1784,-0.546,0.178,-2.292
1770,11,28,1755-1784,-2.407,0.684,-0.941
1770,11,29,1755-1784,-2.51,0.1,-0.318
1770,11,30,1755-1784,-2.327,-0.537,-0.128
1770,12,1,1755-1784,-1.27,-0.255,0.62
1770,12,2,1755-1784,-0.036,-0.828,0.696
1770,12,3,1755-1784,0.152,-0.118,0.398
1770,12,4,1755-1784,0.145,0.395,0.114
1770,12,5,1755-1784,-0.755,0.894,-0.356
1770,12,6,1755-1784,0.39,-0.113,-1.068
1770,12,7,1755-1784,0.224,0.466,-1.34
1770,12,8,1755-1784,1.083,1.002,-1.028
1770,12,9,1755-1784,1.133,0.967,-0.861
1770,12,10,1755-1784,-0.766,0.708,-0.649
1770,12,11,1755-1784,0.328,0.08,0.04
1770,12,12,1755-1784,1.23,-0.091,-0.408
1770,12,13,1755-1784,1.534,0.12,-0.38
1770,12,14,1755-1784,1.98,0.148,-0.176
1770,12,15,1755-1784,1.521,-0.627,-0.378
1770,12,16,1755-1784,1.498,0.536,-1.203
1770,12,17,1755-1784,3.097,1.308,-1.082
1770,12,18,1755-1784,2.275,1.089,-0.715
1770,12,19,1755-1784,0.714,1.123,-1.391
1770,12,20,1755-1784,1.262,-0.524,-0.734
1770,12,21,1755-1784,-0.019,-0.281,-1.376
1770,12,22,1755-1784,-1.09,0.994,-0.523
1770,12,23,1755-1784,0.874,-0.237,-0.384
1770,12,24,1755-1784,0.091,-0.559,-0.5
1770,12,25,1755-1784,-0.561,0.538,-0.523
1770,12,26,1755-1784,1.072,0.468,-0.385
1770,12,27,1755-1784,-0.122,0.758,-1.299
1770,12,28,1755-1784,-0.629,1.129,-0.737
1770,12,29,1755-1784,3.235,1.019,-1.211
1770,12,30,1755-1784,2.776,0.555,-1.256
1770,12,31,1755-1784,2.363,0.382,-1.013
1771,1,1,1755-1784,3.228,-0.172,-0.515
1771,1,2,1755-1784,3.548,-0.298,-0.767
1771,1,3,1755-1784,3.254,-0.128,-1.394
1771,1,4,1755-1784,2.189,1.145,-1.916
1771,1,5,1755-1784,-0.428,0.818,-1.902
1771,1,6,1755-1784,-0.431,0.843,-1.096
1771,1,7,1755-1784,0.277,1.244,-0.749
1771,1,8,1755-1784,0.345,1.321,-1.193
1771,1,9,1755-1784,-0.907,1.144,-1.026
1771,1,10,1755-1784,-0.932,0.841,-0.872
1771,1,11,1755-1784,-0.778,-0.017,-0.406
1771,1,12,1755-1784,-0.84,-0.473,-0.219
1771,1,13,1755-1784,-0.345,0.237,-0.639
1771,1,14,1755-1784,-1.77,1.008,-1.16
1771,1,15,1755-1784,-1.45,0.474,-0.505
1771,1,16,1755-1784,-2.122,0.54,-0.68
1771,1,17,1755-1784,-1.777,0.675,-0.902
1771,1,18,1755-1784,-1.307,0.526,-0.651
1771,1,19,1755-1784,-1.39,0.084,-0.925
1771,1,20,1755-1784,-3.065,0.149,-1.432
1771,1,21,1755-1784,-1.255,0.336,-0.805
1771,1,22,1755-1784,-1.085,1.515,-0.327
1771,1,23,1755-1784,1.925,2.012,-0.738
1771,1,24,1755-1784,0.965,1.967,-0.418
1771,1,25,1755-1784,1.654,1.702,-1.204
1771,1,26,1755-1784,1.179,0.574,-0.513
1771,1,27,1755-1784,1.276,0.869,-2.128
1771,1,28,1755-1784,0.26,0.274,-1.497
1771,1,29,1755-1784,-1.927,0.124,-0.26
1771,1,30,1755-1784,-0.632,-1.232,0.446
1771,1,31,1755-1784,1.096,-0.891,0.186
1771,2,1,1755-1784,3.496,0.166,-0.646
1771,2,2,1755-1784,1.979,1.089,-0.753
1771,2,3,1755-1784,-0.735,0.773,0.376
1771,2,4,1755-1784,0.218,0.23,0.744
1771,2,5,1755-1784,-2.085,-0.2,1.186
1771,2,6,1755-1784,-1.87,-0.428,1.484
1771,2,7,1755-1784,-0.932,-0.617,1.215
1771,2,8,1755-1784,-1.833,-0.48,1.175
1771,2,9,1755-1784,-1.882,0.216,1.131
1771,2,10,1755-1784,-1.272,0.041,0.618
1771,2,11,1755-1784,-0.097,0.44,-0.341
1771,2,12,1755-1784,-0.59,0.577,-0.919
1771,2,13,1755-1784,-0.671,-0.275,0.041
1771,2,14,1755-1784,1.151,-0.564,-0.098
1771,2,15,1755-1784,0.466,-0.382,0.076
1771,2,16,1755-1784,-0.738,-1.194,0.556
1771,2,17,1755-1784,-1.33,-1.703,1.76
1771,2,18,1755-1784,1.018,-1.174,2.238
1771,2,19,1755-1784,1.776,0.099,1.114
1771,2,20,1755-1784,-0.147,0.108,0.373
1771,2,21,1755-1784,-0.182,-0.077,0.113
1771,2,22,1755-1784,-0.779,-0.79,0.441
1771,2,23,1755-1784,-0.945,-1.221,0.574
1771,2,24,1755-1784,-1.171,-0.96,0.399
1771,2,25,1755-1784,-0.405,-1.357,-0.004
1771,2,26,1755-1784,-0.56,-0.965,0.07
1771,2,27,1755-1784,-0.114,-0.406,0.509
1771,2,28,1755-1784,-1.363,-0.403,0.356
1771,3,1,1755-1784,-1.57,-0.716,0.342
1771,3,2,1755-1784,-1.74,-0.969,0.058
1771,3,3,1755-1784,-1.943,-0.571,-0.364
1771,3,4,1755-1784,-2.096,-0.378,-0.525
1771,3,5,1755-1784,-1.572,-0.127,-0.752
1771,3,6,1755-1784,-1.727,0.439,-1.197
1771,3,7,1755-1784,-2.825,0.394,-1.563
1771,3,8,1755-1784,-3.096,0.45,-1.199
1771,3,9,1755-1784,-1.984,0.515,-0.954
1771,3,10,1755-1784,0.124,0.437,-0.882
1771,3,11,1755-1784,0.707,0.418,-0.678
1771,3,12,1755-1784,1.062,-0.618,-0.131
1771,3,13,1755-1784,0.31,-1.09,-0.059
1771,3,14,1755-1784,-1.093,-0.97,-0.315
1771,3,15,1755-1784,-2.471,-0.477,-0.646
1771,3,16,1755-1784,-1.125,-0.624,-0.075
1771,3,17,1755-1784,-0.692,-0.386,0.608
1771,3,18,1755-1784,-0.713,0.06,0.89
1771,3,19,1755-1784,-0.557,0.073,0.911
1771,3,20,1755-1784,0.443,0.359,0.543
1771,3,21,1755-1784,0.416,0.154,0.101
1771,3,22,1755-1784,-1.308,0.677,-0.016
1771,3,23,1755-1784,-3.478,0.808,-0.564
1771,3,24,1755-1784,-3.926,0.726,-0.452
1771,3,25,1755-1784,-3.1,0.655,-0.412
1771,3,26,1755-1784,-1.739,1.182,-1.02
1771,3,27,1755-1784,-0.714,0.618,-0.544
1771,3,28,1755-1784,-0.007,-0.045,0.167
1771,3,29,1755-1784,-0.905,-0.237,0.32
1771,3,30,1755-1784,-0.75,0.311,0.494
1771,3,31,1755-1784,-0.718,0.135,1.044
1771,4,1,1755-1784,0.408,-0.189,1.278
1771,4,2,1755-1784,0.393,0.401,0.818
1771,4,3,1755-1784,1.113,0.521,0.737
1771,4,4,1755-1784,1.436,0.323,0.863
1771,4,5,1755-1784,1.514,0.185,0.398
1771,4,6,1755-1784,-0.65,-0.073,0.571
1771,4,7,1755-1784,-0.968,-0.467,1.022
1771,4,8,1755-1784,0.214,-0.009,0.499
1771,4,9,1755-1784,0.155,0.121,0.208
1771,4,10,1755-1784,0.452,0.456,0.143
1771,4,11,1755-1784,-0.542,0.621,0.41
1771,4,12,1755-1784,0.236,0.364,0.392
1771,4,13,1755-1784,0.622,0.811,-0.292
1771,4,14,1755-1784,0.981,0.693,-0.174
1771,4,15,1755-1784,0.817,0.451,-0.908
1771,4,16,1755-1784,-0.185,0.655,-0.547
1771,4,17,1755-1784,-0.422,0.289,0.267
1771,4,18,1755-1784,-2.298,0.605,0.895
1771,4,19,1755-1784,-1.048,0.158,0.904
1771,4,20,1755-1784,0.04,-0.273,0.279
1771,4,21,1755-1784,0.199,-1.556,-0.434
1771,4,22,1755-1784,-0.25,-0.179,-0.046
1771,4,23,1755-1784,0.061,0.38,-0.301
1771,4,24,1755-1784,0.982,0.522,-0.421
1771,4,25,1755-1784,0.207,0.988,-0.431
1771,4,26,1755-1784,-0.06,-0.473,0.1
1771,4,27,1755-1784,0.536,-1.853,0.516
1771,4,28,1755-1784,0.174,-0.063,0.883
1771,4,29,1755-1784,-0.626,0.802,0.787
1771,4,30,1755-1784,-2.2,1.588,0.326
1771,11,1,1755-1784,2.289,0.398,1.245
1771,11,2,1755-1784,1.697,-0.017,0.829
1771,11,3,1755-1784,1.554,0.202,0.677
1771,11,4,1755-1784,2.131,0.604,0.059
1771,11,5,1755-1784,0.464,1.452,-0.034
1771,11,6,1755-1784,-0.438,0.884,-0.018
1771,11,7,1755-1784,0.268,0.737,-0.357
1771,11,8,1755-1784,0.254,1.098,0.428
1771,11,9,1755-1784,0.813,0.196,1.239
1771,11,10,1755-1784,2.061,0.044,1.21
1771,11,11,1755-1784,1.745,-0.447,0.825
1771,11,12,1755-1784,2.231,-0.632,-0.023
1771,11,13,1755-1784,1.274,0.634,-0.126
1771,11,14,1755-1784,0.194,0.433,0.608
1771,11,15,1755-1784,1.029,-0.748,1.221
1771,11,16,1755-1784,2.66,-0.559,0.891
1771,11,17,1755-1784,1.876,-0.678,0.537
1771,11,18,1755-1784,0.321,1.171,1.434
1771,11,19,1755-1784,2.012,1.586,0.615
1771,11,20,1755-1784,1.298,1.948,0.471
1771,11,21,1755-1784,0.467,1.702,0.362
1771,11,22,1755-1784,1.042,1.253,0.59
1771,11,23,1755-1784,0.809,1.544,-0.07
1771,11,24,1755-1784,-0.864,0.826,0.431
1771,11,25,1755-1784,0.482,0.393,0.895
1771,11,26,1755-1784,1.654,0.865,0.249
1771,11,27,1755-1784,1.32,0.597,0.315
1771,11,28,1755-1784,-0.039,-0.133,1.202
1771,11,29,1755-1784,1.096,-0.368,1.07
1771,11,30,1755-1784,1.491,-0.002,0.747
1771,12,1,1755-1784,2.343,0.099,0.746
1771,12,2,1755-1784,2.456,0.222,0.649
1771,12,3,1755-1784,1.582,0.319,0.229
1771,12,4,1755-1784,0.147,0.128,-0.313
1771,12,5,1755-1784,-1.187,-0.59,-0.041
1771,12,6,1755-1784,-0.616,-0.487,-0.12
1771,12,7,1755-1784,-0.636,-0.887,-0.702
1771,12,8,1755-1784,-0.508,-0.323,-0.582
1771,12,9,1755-1784,0.805,-0.942,-0.851
1771,12,10,1755-1784,0.925,-0.368,-0.884
1771,12,11,1755-1784,1.53,-0.223,-0.32
1771,12,12,1755-1784,2.026,0.153,-0.66
1771,12,13,1755-1784,2.654,1.097,-0.512
1771,12,14,1755-1784,0.923,0.058,-0.044
1771,12,15,1755-1784,-0.043,-0.315,-0.33
1771,12,16,1755-1784,-1.551,-0.959,-1.855
1771,12,17,1755-1784,-3.485,0.198,-2.266
1771,12,18,1755-1784,-2.153,0.528,-1.587
1771,12,19,1755-1784,-3.043,0.428,-1.52
1771,12,20,1755-1784,-1.268,0.021,-1.066
1771,12,21,1755-1784,0.31,0.09,-1.262
1771,12,22,1755-1784,-1.078,0.161,-1.613
1771,12,23,1755-1784,-1.713,-0.474,-1.145
1771,12,24,1755-1784,-0.686,-0.576,-1.013
1771,12,25,1755-1784,-1.366,0.155,-0.647
1771,12,26,1755-1784,-1.588,-0.245,-0.109
1771,12,27,1755-1784,0.602,-0.861,-0.285
1771,12,28,1755-1784,0.212,0.488,-0.239
1771,12,29,1755-1784,-1.432,0.29,0.657
1771,12,30,1755-1784,-1.644,0.076,0.851
1771,12,31,1755-1784,-0.895,0.084,0.756
1772,1,1,1755-1784,-1.053,0.846,0.424
1772,1,2,1755-1784,-0.916,1.098,0.396
1772,1,3,1755-1784,1.594,1.991,-0.29
1772,1,4,1755-1784,-0.953,1.502,-0.505
1772,1,5,1755-1784,-1.196,1.514,-0.178
1772,1,6,1755-1784,1.182,1.388,-0.37
1772,1,7,1755-1784,1.796,0.452,-1.921
1772,1,8,1755-1784,-0.638,0.84,-3.123
1772,1,9,1755-1784,0.684,0.214,-2.39
1772,1,10,1755-1784,1.97,-0.513,-0.925
1772,1,11,1755-1784,0.888,-1.317,-0.584
1772,1,12,1755-1784,0.42,-0.774,-1.215
1772,1,13,1755-1784,-0.232,-0.457,-1.29
1772,1,14,1755-1784,-0.465,1.303,-0.064
1772,1,15,1755-1784,-0.678,-0.197,-0.281
1772,1,16,1755-1784,-2.089,-0.576,-2.161
1772,1,17,1755-1784,-2.832,0.632,-2.663
1772,1,18,1755-1784,-2.866,0.382,-1.768
1772,1,19,1755-1784,-1.705,-0.487,-0.809
1772,1,20,1755-1784,-1.196,-0.685,-0.439
1772,1,21,1755-1784,-2.186,0.55,-0.284
1772,1,22,1755-1784,-1.801,0.52,-0.511
1772,1,23,1755-1784,-0.956,0.626,-0.496
1772,1,24,1755-1784,-0.634,0.184,-0.438
1772,1,25,1755-1784,-1.812,0.088,-0.681
1772,1,26,1755-1784,-2.76,0.4,-0.872
1772,1,27,1755-1784,-2.606,0.825,-1.228
1772,1,28,1755-1784,-2.51,0.245,-1.661
1772,1,29,1755-1784,-0.232,0.055,-1.181
1772,1,30,1755-1784,-0.515,0.605,-1.291
1772,1,31,1755-1784,-0.395,0.632,-1.104
1772,2,1,1755-1784,-0.972,0.291,-1.976
1772,2,2,1755-1784,-0.586,0.167,-1.879
1772,2,3,1755-1784,0.049,-0.077,-1.74
1772,2,4,1755-1784,0.485,0.663,-1.275
1772,2,5,1755-1784,1.478,-0.512,-0.918
1772,2,6,1755-1784,0.07,0.609,-1.235
1772,2,7,1755-1784,0.517,0.392,-0.389
1772,2,8,1755-1784,2.349,0.509,-0.073
1772,2,9,1755-1784,1.894,-0.133,0.145
1772,2,10,1755-1784,1.305,-0.229,-0.562
1772,2,11,1755-1784,-0.141,0.607,-0.658
1772,2,12,1755-1784,-0.349,-0.526,-0.302
1772,2,13,1755-1784,-0.567,-0.664,-0.795
1772,2,14,1755-1784,-1.386,-0.52,-0.912
1772,2,15,1755-1784,-1.537,-0.197,-1.197
1772,2,16,1755-1784,-1.618,-0.556,-0.879
1772,2,17,1755-1784,-3.466,-0.085,-0.829
1772,2,18,1755-1784,-2.519,-0.357,-1.003
1772,2,19,1755-1784,-2.149,-0.166,-0.812
1772,2,20,1755-1784,-4.082,0.025,-0.888
1772,2,21,1755-1784,-2.48,-0.005,-0.877
1772,2,22,1755-1784,-1.427,0.013,-0.989
1772,2,23,1755-1784,-1.625,-0.244,-1.549
1772,2,24,1755-1784,-1.894,0.251,-1.609
1772,2,25,1755-1784,-0.969,-0.593,-0.92
1772,2,26,1755-1784,1.239,-0.312,-1.668
1772,2,27,1755-1784,0.836,-0.588,-1.181
1772,2,28,1755-1784,-0.737,-0.92,-1.244
1772,2,29,1755-1784,-0.085,-0.62,-1.427
1772,3,1,1755-1784,-0.08,0.907,-0.993
1772,3,2,1755-1784,-1.562,0.027,0.257
1772,3,3,1755-1784,-1.549,-0.532,0.385
1772,3,4,1755-1784,-1.109,-0.773,-0.151
1772,3,5,1755-1784,-1.963,-0.856,-0.585
1772,3,6,1755-1784,-1.585,-0.28,0.153
1772,3,7,1755-1784,-1.625,-0.578,0.372
1772,3,8,1755-1784,-2.174,-0.181,0.06
1772,3,9,1755-1784,-2.057,0.217,-0.193
1772,3,10,1755-1784,-1.779,0.48,-0.339
1772,3,11,1755-1784,-2.374,0.292,-0.329
1772,3,12,1755-1784,-2.488,-0.111,-0.004
1772,3,13,1755-1784,-2.392,-0.326,0.124
1772,3,14,1755-1784,-3.265,0.126,-0.122
1772,3,15,1755-1784,-2.494,0.141,-0.174
1772,3,16,1755-1784,-2.727,-0.132,-0.815
1772,3,17,1755-1784,-3.226,-0.503,-1.576
1772,3,18,1755-1784,-2.078,-0.261,-1.297
1772,3,19,1755-1784,-1.652,-0.481,-0.942
1772,3,20,1755-1784,-0.897,-0.909,-0.814
1772,3,21,1755-1784,-0.837,-0.959,-0.982
1772,3,22,1755-1784,-1.292,-1.234,-1.141
1772,3,23,1755-1784,-2.023,-0.708,-1.49
1772,3,24,1755-1784,-2.538,0.14,-2.063
1772,3,25,1755-1784,-1.851,0.269,-1.774
1772,3,26,1755-1784,-0.041,-0.472,-1.226
1772,3,27,1755-1784,1.296,-0.485,-0.791
1772,3,28,1755-1784,1.399,-0.284,-1.108
1772,3,29,1755-1784,0.977,-0.406,-1.344
1772,3,30,1755-1784,-0.346,0.007,-1.74
1772,3,31,1755-1784,1.037,0.357,-1.119
1772,4,1,1755-1784,1.027,0.075,-0.889
1772,4,2,1755-1784,-1.579,0.177,-0.883
1772,4,3,1755-1784,-1.192,-0.622,-0.293
1772,4,4,1755-1784,0.651,0.595,0.414
1772,4,5,1755-1784,1.22,-0.099,0.518
1772,4,6,1755-1784,-0.177,-0.632,0.485
1772,4,7,1755-1784,0.588,-0.29,0.233
1772,4,8,1755-1784,1.511,-0.275,-0.297
1772,4,9,1755-1784,1.163,0.461,-0.903
1772,4,10,1755-1784,-0.359,0.972,-0.007
1772,4,11,1755-1784,-0.883,-0.36,0.256
1772,4,12,1755-1784,-0.916,-0.35,-0.534
1772,4,13,1755-1784,-1.375,0.338,-0.979
1772,4,14,1755-1784,-1.126,0.278,-0.773
1772,4,15,1755-1784,-0.068,-0.106,-0.468
1772,4,16,1755-1784,0.672,0.044,-0.63
1772,4,17,1755-1784,0.791,1.493,-0.734
1772,4,18,1755-1784,1.349,0.129,-0.283
1772,4,19,1755-1784,0.537,0.588,-0.738
1772,4,20,1755-1784,-1.711,1.023,-0.467
1772,4,21,1755-1784,-0.905,1.032,-0.468
1772,4,22,1755-1784,-0.681,1.156,-0.449
1772,4,23,1755-1784,0.312,0.749,0.59
1772,4,24,1755-1784,1.976,0.23,0.595
1772,4,25,1755-1784,1.865,0.457,0.437
1772,4,26,1755-1784,0.702,0.192,0.344
1772,4,27,1755-1784,0.742,0.054,0.079
1772,4,28,1755-1784,0.394,0.255,-0.079
1772,4,29,1755-1784,0.24,0.212,-0.055
1772,4,30,1755-1784,-1.097,0.07,-0.636
1772,11,1,1755-1784,0.668,-0.444,-0.36
1772,11,2,1755-1784,0.338,-0.494,-0.071
1772,11,3,1755-1784,-0.584,-0.7,-0.181
1772,11,4,1755-1784,-0.722,0.224,-0.302
1772,11,5,1755-1784,1.939,-0.384,0.307
1772,11,6,1755-1784,2.322,-0.471,0.149
1772,11,7,1755-1784,2.332,-0.036,0.027
1772,11,8,1755-1784,1.792,0.168,-0.799
1772,11,9,1755-1784,1.148,0.57,-0.835
1772,11,10,1755-1784,1.919,-0.21,-0.377
1772,11,11,1755-1784,2.372,-0.093,-0.807
1772,11,12,1755-1784,1.932,0.312,-1.049
1772,11,13,1755-1784,0.809,1.398,-0.757
1772,11,14,1755-1784,-1.245,0.861,-0.092
1772,11,15,1755-1784,-0.824,-0.465,0.844
1772,11,16,1755-1784,-0.167,-0.168,0.449
1772,11,17,1755-1784,-0.977,0.182,0.35
1772,11,18,1755-1784,-1.212,-0.411,0.088
1772,11,19,1755-1784,0.635,0.584,-0.241
1772,11,20,1755-1784,0.467,0.553,-0.348
1772,11,21,1755-1784,-1.605,-0.275,-1.243
1772,11,22,1755-1784,-0.493,0.416,-1.087
1772,11,23,1755-1784,0.644,-1.042,-0.43
1772,11,24,1755-1784,0.71,-0.659,-0.414
1772,11,25,1755-1784,-0.241,-0.085,-0.088
1772,11,26,1755-1784,-0.068,-0.693,-0.011
1772,11,27,1755-1784,-0.361,-0.19,-0.77
1772,11,28,1755-1784,-0.462,-0.638,-1.037
1772,11,29,1755-1784,-2.264,-0.507,-0.981
1772,11,30,1755-1784,-2.495,-0.3,-0.331
1772,12,1,1755-1784,-0.842,-0.969,0.24
1772,12,2,1755-1784,-1.544,-0.937,0.329
1772,12,3,1755-1784,-2.591,-0.816,0.047
1772,12,4,1755-1784,-2.46,-0.753,0.004
1772,12,5,1755-1784,-1.517,-0.162,0.272
1772,12,6,1755-1784,-0.309,-0.467,0.006
1772,12,7,1755-1784,-0.925,-0.52,0.18
1772,12,8,1755-1784,-1.906,-0.26,0.323
1772,12,9,1755-1784,-0.594,0.226,-0.189
1772,12,10,1755-1784,1.157,0.375,-0.935
1772,12,11,1755-1784,1.188,1.616,-1.571
1772,12,12,1755-1784,1.428,0.558,-1.137
1772,12,13,1755-1784,0.02,0.476,-1.221
1772,12,14,1755-1784,0.116,0.396,0.203
1772,12,15,1755-1784,0.211,0.036,0.067
1772,12,16,1755-1784,0.938,0.534,-0.266
1772,12,17,1755-1784,1.637,0.208,-0.159
1772,12,18,1755-1784,2.36,0.238,0.626
1772,12,19,1755-1784,2.189,-0.313,0.473
1772,12,20,1755-1784,1.666,-0.05,0.277
1772,12,21,1755-1784,0.237,-0.176,0.167
1772,12,22,1755-1784,-0.193,0.517,0.525
1772,12,23,1755-1784,-1.472,0.27,0.983
1772,12,24,1755-1784,-0.754,0.199,1.536
1772,12,25,1755-1784,0.359,0.005,1.633
1772,12,26,1755-1784,0.834,-0.27,1.466
1772,12,27,1755-1784,0.145,-0.058,1.015
1772,12,28,1755-1784,0.275,0.116,0.723
1772,12,29,1755-1784,0.948,0.381,0.718
1772,12,30,1755-1784,1.158,0.682,0.367
1772,12,31,1755-1784,1.889,0.798,-0.766
1773,1,1,1755-1784,-0.839,1.056,-1.668
1773,1,2,1755-1784,-2.144,1.056,-1.404
1773,1,3,1755-1784,-2.183,0.544,-0.836
1773,1,4,1755-1784,-1.846,0.846,0.344
1773,1,5,1755-1784,-1.036,1.023,0.811
1773,1,6,1755-1784,0.024,0.791,0.79
1773,1,7,1755-1784,1.308,1.199,0.664
1773,1,8,1755-1784,2.41,1.069,0.526
1773,1,9,1755-1784,2.242,0.719,0.435
1773,1,10,1755-1784,2.233,0.774,-0.069
1773,1,11,1755-1784,3.101,0.771,0.087
1773,1,12,1755-1784,2.875,0.977,-0.508
1773,1,13,1755-1784,0.429,0.767,-0.523
1773,1,14,1755-1784,0.842,0.72,-1.217
1773,1,15,1755-1784,-1.567,1.366,-1.562
1773,1,16,1755-1784,-1.147,0.276,-0.752
1773,1,17,1755-1784,-1.275,-0.758,-1.424
1773,1,18,1755-1784,-0.324,-1.02,-1.98
1773,1,19,1755-1784,0.329,-0.507,-0.861
1773,1,20,1755-1784,3.013,-0.221,-0.488
1773,1,21,1755-1784,3.327,0.397,0.117
1773,1,22,1755-1784,1.938,0.334,-0.102
1773,1,23,1755-1784,-0.928,-0.001,-0.579
1773,1,24,1755-1784,0.558,0.065,-0.662
1773,1,25,1755-1784,2.203,0.95,-1.106
1773,1,26,1755-1784,2.252,0.358,-0.572
1773,1,27,1755-1784,1.143,-0.221,-0.583
1773,1,28,1755-1784,-0.829,0.064,-1.42
1773,1,29,1755-1784,-0.357,1.769,-0.578
1773,1,30,1755-1784,-0.83,1.016,-0.371
1773,1,31,1755-1784,-0.66,0.964,0.083
1773,2,1,1755-1784,-0.012,1.179,-0.159
1773,2,2,1755-1784,-2.568,0.582,-0.376
1773,2,3,1755-1784,-3.368,0.766,1.163
1773,2,4,1755-1784,-1.153,1.081,1.626
1773,2,5,1755-1784,0.271,0.519,1.113
1773,2,6,1755-1784,0.141,-0.226,0.963
1773,2,7,1755-1784,-0.463,-0.396,0.612
1773,2,8,1755-1784,-2.231,-0.223,0.372
1773,2,9,1755-1784,-2.981,-0.669,0.169
1773,2,10,1755-1784,-2.178,-1.358,0.603
1773,2,11,1755-1784,-1.362,-1.298,1.216
1773,2,12,1755-1784,-1.529,-0.739,1.209
1773,2,13,1755-1784,0.452,-0.432,1.202
1773,2,14,1755-1784,1.043,-0.392,0.936
1773,2,15,1755-1784,1.311,0.039,0.58
1773,2,16,1755-1784,-0.144,-0.045,0.543
1773,2,17,1755-1784,-1.207,-0.236,0.38
1773,2,18,1755-1784,-0.795,-0.556,0.665
1773,2,19,1755-1784,0.101,-0.581,0.619
1773,2,20,1755-1784,0.123,-0.863,0.281
1773,2,21,1755-1784,0.712,-1.323,-0.256
1773,2,22,1755-1784,0.614,-0.615,-0.564
1773,2,23,1755-1784,0.813,-0.656,-1.057
1773,2,24,1755-1784,0.418,-0.124,-2.828
1773,2,25,1755-1784,-0.487,1.201,-1.576
1773,2,26,1755-1784,-0.1,-3.613,-2.012
1773,2,27,1755-1784,0.118,-0.372,-0.716
1773,2,28,1755-1784,1.047,-0.369,-0.07
1773,3,1,1755-1784,0.772,-1.293,0.585
1773,3,2,1755-1784,0.795,-0.785,0.478
1773,3,3,1755-1784,0.822,-0.625,0.411
1773,3,4,1755-1784,0.184,-0.971,-0.026
1773,3,5,1755-1784,0.025,0.077,0.092
1773,3,6,1755-1784,-0.207,0.631,0.524
1773,3,7,1755-1784,-0.926,0.377,0.928
1773,3,8,1755-1784,-0.836,-0.022,1.049
1773,3,9,1755-1784,-0.438,-0.442,0.99
1773,3,10,1755-1784,-0.821,-0.957,1.024
1773,3,11,1755-1784,-1.121,-1.228,1.593
1773,3,12,1755-1784,-0.135,-0.624,2.001
1773,3,13,1755-1784,-0.265,0.154,1.469
1773,3,14,1755-1784,0.944,0.479,0.536
1773,3,15,1755-1784,0.867,1.356,-0.387
1773,3,16,1755-1784,0.189,1.271,-0.057
1773,3,17,1755-1784,2.214,1.416,-0.067
1773,3,18,1755-1784,0.433,1.137,0.337
1773,3,19,1755-1784,0.908,0.433,0.705
