rho_x,rho_y,mse
0.16,0.3,0.0015690393344238419
0.18,0.3,0.0015537489318964313
0.2,0.3,0.0015502662269328098
0.22,0.3,0.0015798412032521226
0.24,0.3,0.0015326274514388793
0.26,0.3,0.0015274214015640701
0.28,0.3,0.0015435146186444405
0.3,0.3,0.0015304651400145897
0.32,0.3,0.0015124367810477506
0.34,0.3,0.0015056399944094404
0.36,0.3,0.0015020758627742176
0.38,0.3,0.0015169911775082799
0.4,0.3,0.0014841476327163516
0.42,0.3,0.001499926094876324
0.44,0.3,0.001494198080060661
0.46,0.3,0.0015018603776932053
0.48,0.3,0.0015184393501429378
0.5,0.3,0.0015138127682331568
0.52,0.3,0.001509294104812026
0.54,0.3,0.0015374777621821782
0.56,0.3,0.0015264815626910072
0.58,0.3,0.001522233985960253
0.6,0.3,0.0015766537519784703
0.62,0.3,0.0015711712929337629
0.64,0.3,0.0016209198899579803
0.66,0.3,0.0016207832948074772
0.68,0.3,0.001660600390617892
0.7,0.3,0.0016730514884905662
0.72,0.3,0.001719163404716345
0.74,0.3,0.0017958863147616673
0.76,0.3,0.001745263001943375
0.78,0.3,0.0018906510648803588
0.8,0.3,0.0018609672597440187
0.0,0.32,0.0016095882805483711
0.02,0.32,0.0016289198961918327
0.04,0.32,0.00163541739003175
0.06,0.32,0.0016184844037959569
0.08,0.32,0.001591696176454451
0.1,0.32,0.0016122512072228518
0.12,0.32,0.0016078190747135107
0.14,0.32,0.0016117289115291928
0.16,0.32,0.0015954796905511296
0.18,0.32,0.0015696122901023854
0.2,0.32,0.0015516170995941532
0.22,0.32,0.001566887873414215
0.24,0.32,0.001543565604798809
0.26,0.32,0.0015374734179367695
0.28,0.32,0.0015073589393027385
0.3,0.32,0.00150364441168472
0.32,0.32,0.0014989200298214892
0.34,0.32,0.0015135538053904466
0.36,0.32,0.0015036785720745367
0.38,0.32,0.0014947534053561882
0.4,0.32,0.0014932329429149867
0.42,0.32,0.0014883113410041572
0.44,0.32,0.0014985660886089641
0.46,0.32,0.0014964165934017826
0.48,0.32,0.0015150005942469037
0.5,0.32,0.0015035866507242866
0.52,0.32,0.001514389633535053
0.54,0.32,0.0015368312393938626
0.56,0.32,0.0015288631503212482
0.58,0.32,0.001536864907107735
0.6,0.32,0.0015587496587079518
0.62,0.32,0.0015730450057770207
0.64,0.32,0.00159497274630883
0.66,0.32,0.0016349785433887674
0.68,0.32,0.001650061092789088
0.7,0.32,0.0016638073713709303
0.72,0.32,0.0017343708902261628
0.74,0.32,0.001787205932374223
0.76,0.32,0.0018047924434281605
0.78,0.32,0.0018585395738677992
0.8,0.32,0.0018721997333994772
0.0,0.34,0.001701907014798107
0.02,0.34,0.0016453734940466288
0.04,0.34,0.0016357527107215748
0.06,0.34,0.00161569627304269
0.08,0.34,0.001609161461423579
0.1,0.34,0.0016260807348520141
0.12,0.34,0.0015956327469308024
0.14,0.34,0.0016039757265766943
0.16,0.34,0.001570083910213447
0.18,0.34,0.001581035609426389
0.2,0.34,0.0015736330947781017
0.22,0.34,0.0015341240176381151
0.24,0.34,0.0015417512067198535
0.26,0.34,0.0015375763275321005
0.28,0.34,0.0015274152987267808
0.3,0.34,0.0015236891898173421
0.32,0.34,0.0015209309974966306
0.34,0.34,0.0015040797613076941
0.36,0.34,0.0015080522890119964
0.38,0.34,0.0015009388330483203
0.4,0.34,0.0015028895473862532
0.42,0.34,0.0014843051763976523
0.44,0.34,0.0015062506277481163
0.46,0.34,0.0015139639746870395
0.48,0.34,0.0015051738107555255
0.5,0.34,0.0015157830101370359
0.52,0.34,0.0015126122090542054
0.54,0.34,0.0015157263478689335
0.56,0.34,0.0015427445496189972
0.58,0.34,0.0015709540209243532
0.6,0.34,0.0015598892269737823
0.62,0.34,0.001618085713405716
0.64,0.34,0.0015981185996221305
0.66,0.34,0.0016115994398449704
0.68,0.34,0.0016401110727393225
0.7,0.34,0.00170352975420164
0.72,0.34,0.001780088505321751
0.74,0.34,0.0017502117850642833
0.76,0.34,0.001841436891374042
0.78,0.34,0.0018610883212088264
0.8,0.34,0.001830522760270716
0.0,0.36,0.00166964103188987
0.02,0.36,0.001663951936436588
0.04,0.36,0.0016284947817726723
0.06,0.36,0.0016170955989494972
0.08,0.36,0.0015989325169531506
0.1,0.36,0.0016128604806016256
0.12,0.36,0.0016171027249472663
0.14,0.36,0.001589109643359976
0.16,0.36,0.0015815847588830899
0.18,0.36,0.0015849440216501491
0.2,0.36,0.001560619787086418
0.22,0.36,0.001547174214008383
0.24,0.36,0.0015544218496199448
0.26,0.36,0.0015598632474897478
0.28,0.36,0.0015345484029157073
0.3,0.36,0.0015267451200675715
0.32,0.36,0.001520844865686189
0.34,0.36,0.0015251387613934922
0.36,0.36,0.0015130811979168486
0.38,0.36,0.0014952515260410802
0.4,0.36,0.001508967094939297
0.42,0.36,0.001501438335969339
0.44,0.36,0.0014976995845431096
0.46,0.36,0.0014792708356942124
0.48,0.36,0.0014905745867730734
0.5,0.36,0.0015505054128644572
0.52,0.36,0.0015289770199938238
0.54,0.36,0.0015376987054350453
0.56,0.36,0.0015434196836831657
0.58,0.36,0.001551779032758609
0.6,0.36,0.001573840441318755
0.62,0.36,0.0015532467315864458
0.64,0.36,0.001667641779196561
0.66,0.36,0.0016423045626098147
0.68,0.36,0.001627369218290061
0.7,0.36,0.00170757869456367
0.72,0.36,0.0017378576680819398
0.74,0.36,0.0017541524109457012
0.76,0.36,0.0017894138671544896
0.78,0.36,0.0018397373895982186
0.8,0.36,0.00189723449211212
0.0,0.38,0.0016783371702362533
0.02,0.38,0.0016599417934930372
0.04,0.38,0.0016360284782579834
0.06,0.38,0.0016460995923902018
