t_dias,n_antiprotones,B_mT
20.842,92.014,136
20.845,91.824,136
20.848,91.961,136
20.851,91.614,136
20.854,91.935,136
20.856,92.134,136
20.859,91.462,136
20.862,90.929,136
20.865,91.451,136
20.867,91.658,136
20.87,92.046,136
20.873,92.001,136
20.876,91.113,136
20.879,91.186,136
20.881,91.472,136
20.884,92.119,136
20.887,91.987,136
20.89,91.384,136
20.892,92.097,136
20.895,91.457,136
20.898,91.821,136
20.901,91.955,136
20.903,91.608,136
20.906,92.308,136
20.909,91.981,136
20.912,91.985,136
20.914,91.308,136
20.917,91.551,136
20.92,91.845,136
20.923,91.519,136
20.925,91.854,136
20.928,92.303,136
20.931,92.077,136
20.934,92.089,136
20.936,91.631,136
20.939,92.02,136
20.942,92.009,136
20.945,91.697,136
20.947,92.037,136
20.95,91.84,136
20.953,91.962,136
20.956,92.57,136
20.959,91.807,136
20.961,91.231,136
20.964,92.014,136
20.967,91.755,136
20.97,91.772,136
20.973,91.469,136
20.975,91.999,136
20.978,91.845,136
20.981,91.748,136
20.984,91.875,136
20.986,91.874,136
20.989,91.759,136
20.992,91.998,136
20.995,92.078,136
20.997,92.117,136
21.0,91.678,136
21.003,91.895,136
21.006,91.797,136
21.008,92.126,136
21.011,91.943,136
21.014,91.952,136
21.017,91.641,136
21.019,91.771,136
21.022,91.819,136
21.025,91.737,136
21.028,91.823,136
21.03,91.762,136
21.033,91.886,136
21.036,92.024,136
21.039,91.742,136
21.041,92.138,136
21.044,92.199,136
21.047,92.191,136
21.05,91.871,136
21.053,92.58,136
21.055,91.985,136
21.058,91.805,136
21.061,91.952,136
21.064,92.341,136
21.066,91.802,136
21.069,91.755,136
21.072,91.797,136
21.075,92.14,136
21.078,91.479,136
21.08,91.948,136
21.083,91.657,136
21.086,91.794,136
21.089,91.85,136
21.091,92.347,136
21.094,91.505,136
21.097,91.942,136
21.1,91.562,136
21.102,91.436,136
21.105,91.323,136
21.108,92.2,136
21.111,91.837,136
21.113,91.761,136
21.116,91.771,136
21.119,91.665,136
21.122,91.197,136
21.124,92.075,136
21.127,91.609,136
21.13,91.945,136
21.133,91.496,136
21.135,92.236,136
21.138,91.613,136
21.141,91.238,136
21.144,91.449,136
21.146,91.603,136
21.149,91.147,136
21.152,91.471,136
21.155,92.073,136
21.158,91.606,136
21.16,92.165,136
21.163,91.841,136
21.166,92.311,136
21.169,92.056,136
21.172,91.839,136
21.174,91.534,136
21.177,92.467,136
21.18,92.054,136
21.183,91.829,136
21.185,91.256,136
21.188,92.356,136
21.191,92.14,136
21.194,91.877,136
21.196,91.877,136
21.199,92.093,136
21.202,92.216,136
21.205,92.116,136
21.207,92.009,136
21.21,92.042,136
21.213,92.285,136
21.216,92.792,136
21.218,92.669,136
21.221,92.35,136
21.224,91.839,136
21.227,91.413,136
21.229,92.156,136
21.232,91.615,136
21.235,92.246,136
21.238,91.628,136
21.24,92.186,136
21.243,91.875,136
21.246,92.043,136
21.249,92.44,136
21.252,92.625,136
21.254,92.407,136
21.257,92.016,136
21.26,92.196,136
21.263,92.142,136
21.265,92.408,136
21.268,92.375,136
21.271,91.962,136
21.274,92.293,136
21.277,91.614,136
21.279,92.312,136
21.282,91.939,136
21.285,92.22,136
21.288,92.029,136
21.29,92.325,136
21.293,91.769,136
21.296,91.952,136
21.299,91.699,136
21.301,92.375,136
21.304,93.033,136
21.307,92.407,136
21.31,92.038,136
21.312,92.044,136
21.315,91.34,136
21.318,92.093,136
21.321,91.778,136
21.323,91.928,136
21.326,92.299,136
21.329,92.842,136
21.332,91.554,136
21.334,91.964,136
21.337,91.352,136
21.34,91.828,136
21.343,92.386,136
21.345,92.141,136
21.348,92.211,136
21.351,92.146,136
21.354,92.337,136
21.357,91.296,136
21.359,91.695,136
21.362,91.943,136
21.365,92.217,136
21.368,92.557,136
21.37,91.978,136
21.373,92.31,136
21.376,92.154,136
21.379,91.917,136
21.382,91.772,136
21.384,92.225,136
21.387,91.86,136
21.39,92.176,136
21.393,92.089,136
21.395,92.254,136
21.398,92.103,136
21.401,92.676,136
21.404,92.174,136
21.406,92.049,136
21.409,92.095,136
21.412,92.316,136
21.415,92.245,136
21.417,92.36,136
21.42,92.579,136
21.423,92.01,136
21.426,92.055,136
21.428,90.847,136
21.431,89.993,136
21.434,90.878,136
21.437,91.677,136
21.439,89.406,136
21.442,92.959,136
21.445,92.193,136
21.448,91.421,136
21.45,91.662,136
21.453,91.371,136
21.456,92.103,136
21.46,89.633,136
21.463,90.61,136
21.465,91.472,136
21.468,91.494,136
21.471,93.053,136
21.475,91.219,136
21.477,92.964,136
21.48,91.298,136
21.483,91.85,136
21.486,91.607,136
21.488,89.715,136
21.491,92.748,136
21.494,94.083,136
21.497,90.748,136
21.499,91.867,136
21.502,93.007,136
21.505,91.708,136
21.508,92.256,136
21.51,92.486,136
21.513,91.415,136
21.516,91.606,136
21.519,92.787,136
21.521,92.861,136
21.524,91.812,136
21.527,92.704,136
21.53,92.284,136
21.532,91.693,136
21.536,93.338,136
21.538,92.276,136
21.541,91.346,136
21.543,91.46,136
21.547,92.815,136
21.549,90.111,136
21.552,91.713,136
21.554,91.251,136
21.558,92.216,136
21.56,92.045,136
21.563,91.98,136
21.566,92.714,136
21.569,91.799,136
21.599,91.931,136
21.616,91.556,136
21.618,92.55,136
21.621,92.316,136
21.624,93.16,136
21.627,90.351,136
21.629,92.657,136
21.632,91.931,136
21.635,92.196,136
21.638,92.255,136
21.64,92.208,136
21.644,91.702,136
21.646,92.147,136
21.649,92.046,136
21.651,92.264,136
21.655,91.833,136
21.657,91.993,136
21.66,91.759,136
21.662,92.359,136
21.666,92.275,136
21.668,92.973,136
21.671,92.034,136
21.674,91.962,136
21.677,92.703,136
21.679,90.985,136
21.682,91.9,136
21.685,91.019,136
21.688,92.188,136
21.69,92.36,136
21.693,90.964,136
21.696,92.065,136
21.699,91.914,136
21.701,92.822,136
21.704,92.412,136
21.707,92.988,136
21.71,90.551,136
21.712,92.145,136
21.715,91.408,136
21.718,92.135,136
21.721,91.406,136
21.723,92.35,136
21.726,92.117,136
21.729,92.853,136
21.732,92.695,136
21.734,91.703,136
21.738,91.546,136
21.74,91.91,136
21.743,92.631,136
21.745,92.364,136
21.749,92.553,136
21.751,93.037,136
21.754,92.571,136
21.756,91.935,136
21.76,92.48,136
21.762,92.35,136
21.765,92.044,136
21.767,92.363,136
21.771,91.94,136
21.773,91.868,136
21.776,90.642,136
21.779,91.114,136
21.782,91.465,136
21.784,92.319,136
21.787,91.876,136
21.79,91.642,136
21.793,91.608,136
21.795,92.172,136
21.798,92.631,136
21.801,90.423,136
21.804,91.998,136
21.806,93.171,136
21.809,92.408,136
21.812,92.505,136
21.815,92.021,136
21.817,91.734,136
21.82,93.043,136
21.823,92.829,136
21.826,92.532,136
21.828,92.382,136
21.831,91.939,136
21.834,91.727,136
21.837,92.402,136
21.839,92.375,136
21.843,92.041,136
21.845,92.336,136
21.848,91.725,136
21.85,92.475,136
21.854,92.217,136
21.856,92.482,136
21.859,92.401,136
21.861,92.264,136
21.865,92.13,136
21.867,92.481,136
21.87,92.364,136
21.873,92.626,136
21.876,92.499,136
21.878,92.146,136
21.881,91.587,136
21.884,92.245,136
21.887,92.91,136
21.889,93.328,136
21.892,92.0,136
21.895,92.834,136
21.899,92.56,136
21.901,92.831,136
21.904,92.265,136
21.907,92.025,136
21.91,92.835,136
21.912,92.753,136
21.915,91.999,136
21.918,91.908,136
21.921,92.553,136
21.923,92.511,136
21.926,91.99,136
21.929,92.379,136
21.932,90.442,136
21.934,92.501,136
21.937,91.899,136
21.94,91.499,136
21.943,91.944,136
21.945,92.381,136
21.948,91.695,136
21.951,92.629,136
21.954,91.797,136
21.956,91.656,136
21.959,91.978,136
21.962,92.261,136
21.965,92.305,136
21.968,91.337,136
21.97,91.573,136
21.973,91.943,136
21.976,91.94,136
21.979,91.673,136
21.981,91.039,136
21.984,92.585,136
21.987,91.578,136
21.99,91.139,136
21.993,92.093,136
21.995,91.559,136
21.998,91.919,136
22.001,91.209,136
22.004,92.681,136
22.006,92.449,136
22.009,91.815,136
22.012,92.504,136
22.015,91.292,136
22.017,92.361,136
22.02,91.147,136
22.023,92.241,136
22.026,92.209,136
22.028,92.09,136
22.031,92.041,136
22.034,91.503,136
22.037,91.764,136
22.039,91.882,136
22.042,92.703,136
22.046,92.192,136
22.052,92.0,136
22.055,92.775,136
22.058,92.897,136
22.06,91.895,136
22.063,91.992,136
22.066,91.839,136
22.069,92.186,136
22.071,92.233,136
22.074,92.26,136
22.077,92.905,136
22.08,92.069,136
22.082,91.968,136
22.085,92.255,136
22.088,92.358,136
22.091,92.146,136
22.093,92.158,136
22.096,91.83,136
22.099,92.259,136
22.102,92.432,136
22.104,92.535,136
22.107,92.024,136
22.11,92.284,136
22.113,92.243,136
22.115,92.028,136
22.118,92.622,136
22.121,92.359,136
22.124,92.008,136
22.127,92.398,136
22.129,92.268,136
22.132,92.197,136
22.135,92.341,136
22.138,92.32,136
22.141,92.111,136
22.143,92.056,136
22.146,91.504,136
22.149,91.346,136
22.152,92.101,136
22.154,92.456,136
22.157,91.443,136
22.16,91.722,136
22.163,91.947,136
22.165,91.928,136
22.168,92.047,136
22.171,92.176,136
22.174,92.027,136
22.176,92.219,136
22.179,92.07,136
22.182,92.61,136
22.185,91.74,136
22.187,92.127,136
22.19,92.413,136
22.193,92.621,136
22.196,92.229,136
22.198,92.804,136
22.201,92.246,136
22.204,92.269,136
22.207,92.503,136
22.209,92.915,136
22.212,92.172,136
22.215,91.434,136
22.218,91.134,136
22.221,91.573,136
22.223,92.103,136
22.226,91.67,136
22.229,91.823,136
22.232,92.303,136
22.234,91.94,136
22.237,91.028,136
22.24,92.247,136
22.243,92.483,136
22.246,92.796,136
22.248,92.165,136
22.251,92.459,136
22.278,92.235,136
22.328,91.865,136
22.331,92.236,136
22.334,91.907,136
22.336,92.018,136
22.339,91.761,136
22.342,91.941,136
22.345,92.187,136
22.347,91.656,136
22.35,92.045,136
22.353,92.092,136
22.356,92.294,136
22.358,91.896,136
22.361,91.707,136
22.364,92.145,136
22.367,92.253,136
22.369,92.152,136
22.372,92.065,136
22.375,92.175,136
22.378,92.038,136
22.381,92.227,136
22.383,92.579,136
22.386,92.358,136
22.389,92.018,136
22.392,91.694,136
22.394,92.018,136
22.397,91.803,136
22.4,92.487,136
22.403,91.965,136
22.406,92.026,136
22.408,92.328,136
22.411,91.89,136
22.414,92.019,136
22.417,92.168,136
22.419,92.508,136
22.422,91.913,136
22.425,92.408,136
22.428,92.291,136
22.43,92.665,136
22.433,92.344,136
22.436,92.091,136
22.439,92.36,136
22.441,91.247,136
22.444,92.192,136
22.447,92.418,136
22.45,92.311,136
22.452,91.864,136
22.455,92.398,136
22.458,91.981,136
22.461,91.595,136
22.463,92.045,136
22.466,92.511,136
22.469,92.685,136
22.472,91.735,136
22.475,92.596,136
22.477,92.103,136
22.48,92.376,136
22.483,92.071,136
22.486,92.237,136
22.488,92.165,136
22.491,92.208,136
22.494,92.236,136
22.497,92.639,136
22.5,91.879,136
22.502,91.569,136
22.505,92.126,136
22.508,92.598,136
22.511,92.523,136
22.513,92.673,136
22.516,91.789,136
22.519,91.633,136
22.522,92.184,136
22.524,92.247,136
22.527,92.723,136
22.53,92.704,136
22.533,91.832,136
22.535,91.895,136
22.538,91.91,136
22.541,92.153,136
22.544,91.964,136
22.546,92.414,136
22.549,91.88,136
22.552,92.488,136
22.555,92.34,136
22.557,92.348,136
22.56,92.384,136
22.563,92.214,136
22.566,92.106,136
22.568,92.075,136
22.571,92.105,136
22.574,92.162,136
22.577,91.819,136
22.58,92.085,136
22.582,92.436,136
22.585,92.775,136
22.588,92.221,136
22.591,92.955,136
22.593,92.057,136
22.596,91.954,136
22.599,92.225,136
22.602,92.194,136
22.605,92.089,136
22.607,91.491,136
22.61,92.185,136
22.613,91.941,136
22.616,92.017,136
22.618,92.698,136
22.621,92.15,136
22.624,92.728,136
22.627,92.601,136
22.629,92.558,136
22.632,92.328,136
22.635,92.298,136
22.638,92.366,136
22.64,92.328,136
22.643,92.949,136
22.646,92.336,136
22.649,91.701,136
22.651,92.482,136
22.654,92.316,136
22.657,92.045,136
22.66,92.586,136
22.662,92.101,136
22.665,91.798,136
22.668,92.418,136
22.671,91.898,136
22.673,92.191,136
22.676,91.744,136
22.679,91.78,136
22.682,92.03,136
22.685,91.838,136
22.687,91.594,136
22.69,92.381,136
22.693,92.498,136
22.696,92.421,136
22.699,92.373,136
22.701,91.889,136
22.704,91.814,136
22.707,92.708,136
22.71,91.738,136
22.712,92.248,136
22.715,92.521,136
22.718,92.217,136
22.721,92.561,136
22.723,92.119,136
22.726,92.231,136
22.729,92.205,136
22.732,92.428,136
22.734,92.375,136
22.737,91.892,136
22.74,92.361,136
22.743,92.067,136
22.745,92.924,136
22.748,92.18,136
22.751,92.61,136
22.754,91.873,136
22.756,92.251,136
22.759,91.931,136
22.762,91.824,136
22.765,92.203,136
22.767,92.473,136
22.77,92.609,136
22.773,92.485,136
22.776,92.401,136
22.779,91.913,136
22.781,92.039,136
22.784,91.961,136
22.787,92.157,136
22.79,92.509,136
22.792,91.843,136
22.795,91.744,136
22.798,92.087,136
22.801,92.609,136
22.804,92.031,136
22.806,92.393,136
22.809,92.364,136
22.812,92.319,136
22.815,91.721,136
22.817,92.382,136
22.82,92.28,136
22.823,92.432,136
22.826,92.709,136
22.828,92.383,136
22.831,92.149,136
22.834,92.193,136
22.837,91.43,136
22.839,92.013,136
22.842,91.405,136
22.845,92.181,136
22.848,91.999,136
22.85,91.685,136
22.853,92.622,136
22.856,91.822,136
22.859,92.152,136
22.861,92.214,136
22.864,92.161,136
22.867,92.093,136
22.87,91.592,136
22.872,91.505,136
22.875,92.067,136
22.878,92.108,136
22.881,92.363,136
22.884,92.395,136
22.886,91.933,136
22.889,91.974,136
22.892,92.392,136
22.895,92.141,136
22.898,91.618,136
22.9,91.963,136
22.903,92.405,136
22.906,91.768,136
22.909,92.131,136
22.911,92.313,136
22.914,92.187,136
22.917,91.965,136
22.92,92.261,136
22.922,92.374,136
22.925,92.245,136
22.928,92.844,136
22.931,91.88,136
22.933,92.567,136
22.936,93.147,136
22.939,92.637,136
22.942,92.238,136
22.944,92.58,136
22.947,92.449,136
22.95,92.003,136
22.953,92.136,136
22.955,91.891,136
22.958,92.307,136
22.961,93.102,136
22.964,92.456,136
22.966,92.039,136
22.969,91.803,136
22.972,92.299,136
22.975,92.393,136
22.978,92.021,136
22.98,92.115,136
22.983,92.073,136
22.986,91.642,136
22.989,91.931,136
22.991,91.147,136
22.994,91.83,136
22.997,92.141,136
23.0,92.205,136
23.003,92.432,136
23.005,91.792,136
23.008,92.122,136
23.011,92.0,136
23.014,92.544,136
23.016,92.083,136
23.019,92.692,136
23.022,90.904,136
23.025,89.26,136
23.028,90.431,136
23.031,93.859,136
23.034,91.364,136
23.036,92.091,136
23.039,92.458,136
23.042,92.705,136
23.045,92.808,136
23.048,92.776,136
23.05,92.513,136
23.053,92.458,136
23.056,92.71,136
23.059,92.912,136
23.062,92.471,136
23.064,91.955,136
23.067,92.167,136
23.07,93.238,136
23.073,93.079,136
23.075,92.757,136
23.078,92.98,136
23.081,92.447,136
23.125,91.053,993
23.149,90.963,993
23.151,91.118,993
23.154,91.279,993
23.157,91.24,993
23.16,91.278,993
23.163,90.858,993
23.165,91.849,993
23.168,91.343,993
23.171,91.614,993
23.174,91.238,993
23.176,91.368,993
23.181,90.772,993
23.184,91.875,993
23.187,91.095,993
23.19,91.857,993
23.193,91.594,993
23.195,92.175,993
23.198,91.676,993
23.201,91.955,993
23.204,91.613,993
23.206,91.775,993
23.209,91.337,993
23.212,91.727,993
23.215,91.895,993
23.217,91.348,993
23.22,91.381,993
23.223,92.395,993
23.226,91.466,993
23.228,90.301,993
23.232,90.241,993
23.236,90.737,993
23.239,91.27,993
23.241,91.744,993
23.244,91.462,993
23.247,91.478,993
23.25,91.369,993
23.252,91.399,993
23.255,91.59,993
23.258,92.074,993
23.261,91.45,993
23.263,91.361,993
23.266,91.625,993
23.269,91.617,993
23.272,91.578,993
23.274,91.678,993
23.277,90.837,993
23.28,91.06,993
23.283,91.131,993
23.286,91.942,993
23.289,89.434,993
23.292,90.116,993
23.295,90.601,993
23.298,89.886,993
23.3,90.569,993
23.304,90.098,993
23.307,90.32,993
23.31,91.116,993
23.312,91.32,993
23.315,91.344,993
23.318,92.815,993
23.321,91.223,993
23.323,92.542,993
23.326,91.685,993
23.329,92.025,993
23.332,90.903,993
23.334,92.436,993
23.337,92.19,993
23.34,91.807,993
23.343,91.46,993
23.345,92.274,993
23.348,92.149,993
23.351,92.143,993
23.354,91.524,993
23.356,92.164,993
23.359,91.826,993
23.362,92.564,993
23.365,91.546,993
23.367,92.249,993
23.382,92.199,993
23.384,92.547,993
23.387,91.774,993
23.39,91.808,993
23.393,91.457,993
23.395,92.073,993
23.398,91.46,993
23.401,91.735,993
23.404,91.582,993
23.406,92.44,993
23.409,91.242,993
23.412,92.373,993
23.415,91.666,993
23.417,92.176,993
23.42,91.979,993
23.423,92.07,993
23.429,92.106,993
23.431,92.551,993
23.435,91.615,993
23.437,92.876,993
23.44,92.118,993
23.442,92.133,993
23.446,92.125,993
23.448,93.79,993
23.451,91.998,993
23.454,92.954,993
23.457,93.085,993
23.459,91.477,993
23.462,90.512,993
23.465,91.043,993
23.468,91.063,993
23.47,90.247,993
23.473,89.483,993
23.476,89.659,993
23.479,89.605,993
23.481,90.428,993
23.484,91.325,993
23.487,92.705,993
23.49,91.423,993
23.492,93.006,993
23.495,90.961,993
23.498,93.056,993
23.501,92.477,993
23.503,92.907,993
23.506,93.011,993
23.509,91.813,993
23.512,91.752,993
23.514,92.381,993
23.518,91.591,993
23.52,92.41,993
23.523,90.54,993
23.525,92.322,993
23.529,92.387,993
23.531,92.036,993
23.534,91.033,993
23.536,91.36,993
23.54,91.45,993
23.542,92.087,993
23.545,91.936,993
23.548,93.107,993
23.551,91.072,993
23.553,92.007,993
23.556,90.993,993
23.559,91.937,993
23.562,90.422,993
23.564,91.899,993
23.567,90.845,993
23.57,91.406,993
23.573,89.931,993
23.575,91.41,993
23.578,90.951,993
23.581,91.572,993
23.584,90.928,993
23.586,92.145,993
23.589,90.99,993
23.592,92.156,993
23.595,91.961,993
23.597,92.166,993
23.6,91.112,993
23.603,91.797,993
23.606,91.688,993
23.608,91.692,993
23.612,90.998,993
23.614,92.255,993
23.617,90.116,993
23.619,91.755,993
23.623,91.797,993
23.625,92.259,993
23.628,90.959,993
23.63,92.099,993
23.634,90.204,993
23.636,91.657,993
23.639,90.848,993
23.642,91.436,993
23.645,91.261,993
23.647,92.004,993
23.65,90.972,993
23.653,91.703,993
23.656,90.743,993
23.658,91.358,993
23.661,91.032,993
23.664,91.816,993
23.667,91.133,993
23.669,91.782,993
23.672,90.584,993
23.675,91.79,993
23.678,90.854,993
23.68,91.489,993
23.683,90.489,993
23.686,91.482,993
23.689,91.55,993
23.691,91.145,993
23.694,92.103,993
23.697,91.978,993
23.7,91.441,993
23.702,91.706,993
23.706,90.302,993
23.708,91.712,993
23.711,90.61,993
23.713,91.709,993
23.717,91.686,993
23.719,92.314,993
23.722,91.117,993
23.724,91.907,993
23.728,90.108,993
23.73,91.692,993
23.733,91.146,993
23.735,91.716,993
23.739,90.56,993
23.741,90.805,993
23.744,91.275,993
23.747,91.869,993
23.75,91.259,993
23.752,92.187,993
23.755,90.918,993
23.758,91.745,993
23.761,90.847,993
23.763,91.714,993
23.766,90.792,993
23.769,91.456,993
23.772,90.675,993
23.774,91.978,993
23.777,91.07,993
23.78,91.824,993
23.783,90.462,993
23.785,91.542,993
23.788,91.451,993
23.791,91.803,993
23.794,90.851,993
23.796,91.847,993
23.799,90.238,993
23.802,91.101,993
23.805,91.1,993
23.807,91.845,993
23.811,91.17,993
23.813,91.264,993
23.816,90.333,993
23.818,91.624,993
23.822,90.78,993
23.824,91.752,993
23.827,91.164,993
23.829,91.933,993
23.833,91.223,993
23.835,91.925,993
23.838,90.769,993
23.84,92.193,993
23.844,91.552,993
23.846,91.829,993
23.849,90.546,993
23.852,91.316,993
23.855,91.094,993
23.857,91.1,993
23.86,91.328,993
23.863,91.802,993
23.866,90.968,993
23.868,91.408,993
23.871,90.23,993
23.874,91.668,993
23.877,90.106,993
23.879,92.11,993
23.882,91.029,993
23.885,91.747,993
23.888,90.999,993
23.89,92.062,993
23.893,92.14,993
23.896,92.325,993
23.899,91.377,993
23.901,91.648,993
23.904,91.422,993
23.907,91.623,993
23.91,91.676,993
23.912,91.981,993
23.916,91.218,993
23.918,91.767,993
23.921,91.17,993
23.923,91.713,993
23.927,91.055,993
23.929,91.928,993
23.932,91.328,993
23.934,91.66,993
23.938,90.965,993
23.94,91.214,993
23.943,90.964,993
23.946,91.648,993
23.949,91.573,993
23.951,91.71,993
23.954,90.358,993
23.957,91.091,993
23.961,91.633,993
23.964,92.683,993
23.967,91.01,993
23.969,91.636,993
23.973,90.664,993
24.012,91.458,993
24.087,92.031,993
24.09,91.812,993
24.093,91.402,993
24.096,92.737,993
24.099,91.62,993
24.101,91.889,993
24.104,91.153,993
24.107,91.631,993
24.11,92.314,993
24.112,92.466,993
24.115,92.351,993
24.118,91.95,993
24.121,91.665,993
24.123,91.373,993
24.126,91.628,993
24.129,91.663,993
24.132,91.862,993
24.134,92.512,993
24.137,91.986,993
24.14,92.733,993
24.143,92.302,993
24.145,92.188,993
24.148,92.139,993
24.151,92.026,993
24.154,91.461,993
24.156,92.008,993
24.159,91.79,993
24.162,91.502,993
24.165,92.091,993
24.167,91.621,993
24.17,91.491,993
24.186,92.234,993
24.214,92.524,993
24.217,92.156,993
24.22,92.048,993
24.222,92.166,993
24.225,92.359,993
24.228,91.822,993
24.231,92.0,993
24.234,92.015,993
24.236,91.504,993
24.244,92.028,993
24.256,93.219,993
24.258,92.73,993
24.261,91.821,993
24.264,92.495,993
24.267,91.652,993
24.27,91.637,993
24.272,91.562,993
24.275,92.868,993
24.278,91.827,993
24.281,92.922,993
24.283,92.256,993
24.286,91.989,993
24.289,92.018,993
24.292,91.455,993
24.295,91.555,993
24.297,92.219,993
24.3,92.45,993
24.303,92.002,993
24.306,91.735,993
24.308,91.92,993
24.311,91.609,993
24.314,91.656,993
24.317,91.85,993
24.319,91.933,993
24.322,91.226,993
24.325,91.966,993
24.328,91.978,993
24.33,92.357,993
24.333,92.486,993
24.336,91.948,993
24.339,91.92,993
24.341,92.563,993
24.344,91.889,993
24.347,92.127,993
24.35,92.157,993
24.352,91.896,993
24.355,91.702,993
24.358,92.673,993
24.361,92.371,993
24.363,91.757,993
24.366,91.545,993
24.369,91.931,993
24.372,92.529,993
24.375,91.18,993
24.377,91.29,993
24.38,91.527,993
24.383,91.687,993
24.386,91.714,993
24.389,92.132,993
24.391,91.986,993
24.394,92.053,993
24.397,92.189,993
24.4,91.802,993
24.402,92.21,993
24.405,91.804,993
24.408,91.754,993
24.411,92.037,993
24.413,91.989,993
24.416,92.125,993
24.419,91.785,993
24.422,91.18,993
24.424,91.261,993
24.427,91.013,993
24.43,90.895,993
24.433,91.202,993
24.435,91.202,993
24.438,90.94,993
24.441,91.086,993
24.444,91.399,993
24.446,91.663,993
24.449,91.818,993
24.452,91.432,993
24.455,91.875,993
24.457,91.273,993
24.46,90.988,993
24.463,91.186,993
24.466,91.297,993
24.469,91.445,993
24.471,91.825,993
24.474,91.499,993
24.477,91.319,993
24.48,91.478,993
24.482,91.325,993
24.485,90.887,993
24.488,91.014,993
24.491,91.159,993
24.494,91.555,993
24.496,91.691,993
24.499,91.321,993
24.502,91.682,993
24.505,91.662,993
24.507,91.394,993
24.51,91.275,993
24.513,91.474,993
24.516,91.027,993
24.518,91.587,993
24.521,91.539,993
24.524,91.409,993
24.527,90.828,993
24.529,90.656,993
24.532,91.267,993
24.535,91.309,993
24.538,91.327,993
24.54,91.351,993
24.543,91.318,993
24.546,90.805,993
24.549,91.395,993
24.551,91.549,993
24.554,91.648,993
24.557,91.191,993
24.56,91.245,993
24.562,91.314,993
24.565,91.395,993
24.568,91.687,993
24.571,91.803,993
24.574,91.758,993
24.576,91.212,993
24.579,91.233,993
24.582,91.007,993
24.585,91.696,993
24.587,91.546,993
24.59,91.286,993
24.593,91.115,993
24.596,91.048,993
24.599,90.94,993
24.601,91.637,993
24.604,91.4,993
24.607,91.779,993
24.61,91.755,993
24.612,91.865,993
24.615,91.191,993
24.618,91.551,993
24.621,91.942,993
24.623,91.501,993
24.626,91.21,993
24.629,91.766,993
24.632,90.957,993
24.634,91.124,993
24.637,91.22,993
24.64,92.0,993
24.643,91.51,993
24.645,90.889,993
24.648,91.188,993
24.651,91.101,993
24.654,91.081,993
24.656,91.6,993
24.659,91.616,993
24.662,91.41,993
24.665,92.026,993
24.668,91.265,993
24.67,91.511,993
24.673,91.497,993
24.676,91.667,993
24.679,91.42,993
24.681,90.324,993
24.822,90.974,993
24.893,91.726,993
24.896,90.908,993
24.899,92.135,993
24.902,90.834,993
24.904,91.812,993
24.907,90.932,993
24.91,91.819,993
24.913,90.545,993
24.915,92.261,993
24.918,91.369,993
24.921,91.898,993
24.924,91.546,993
24.926,92.449,993
24.929,91.031,993
24.932,92.028,993
24.935,90.585,993
24.937,91.861,993
24.94,91.405,993
24.943,91.637,993
24.946,91.367,993
24.948,92.435,993
24.951,90.588,993
24.954,92.171,993
24.957,90.987,993
24.959,91.367,993
24.963,90.137,993
24.965,91.054,993
24.968,91.062,993
24.97,91.963,993
24.974,90.724,993
24.976,92.1,993
24.979,90.721,993
24.981,91.989,993
24.985,91.179,993
24.987,91.736,993
24.99,91.761,993
24.993,92.112,993
24.996,91.198,993
24.998,92.016,993
25.001,91.224,993
25.004,92.325,993
25.007,90.725,993
25.009,91.798,993
25.012,91.643,993
25.015,92.504,993
25.018,91.512,993
25.02,92.309,993
25.023,91.528,993
25.026,92.12,993
25.029,91.147,993
25.031,91.987,993
25.034,91.25,993
25.037,91.779,993
25.04,92.167,993
25.042,92.323,993
25.045,92.253,993
25.048,92.611,993
25.051,92.01,993
25.053,92.284,993
25.057,90.894,993
25.059,92.129,993
25.062,91.965,993
25.064,92.189,993
25.068,91.756,993
25.07,92.454,993
25.073,92.06,993
25.075,92.776,993
25.079,92.354,993
25.081,92.988,993
25.084,92.656,993
25.086,93.291,993
25.09,92.319,993
25.092,92.185,993
25.095,92.532,993
25.098,92.612,993
25.101,91.904,993
25.103,92.611,993
25.106,91.359,993
25.109,91.993,993
25.112,91.839,993
25.114,92.659,993
25.117,91.91,993
25.12,92.02,993
25.123,91.465,993
25.125,92.729,993
25.128,91.204,993
25.131,91.019,993
25.134,90.517,993
25.136,91.501,993
25.139,91.121,993
25.142,90.399,993
25.145,90.093,993
25.147,91.383,993
25.15,90.91,993
25.153,90.518,993
25.156,90.87,993
25.158,90.341,993
25.162,90.592,993
25.164,91.391,993
25.167,91.366,993
25.169,91.48,993
25.173,90.849,993
25.175,91.546,993
25.178,90.762,993
25.18,90.428,993
25.184,91.446,993
25.186,91.536,993
25.189,91.312,993
25.192,91.733,993
25.195,89.869,993
25.197,91.813,993
25.2,91.15,993
25.203,91.092,993
25.206,90.65,993
25.208,91.342,993
25.211,90.451,993
25.214,90.626,993
25.217,90.258,993
25.219,91.003,993
25.222,91.27,993
25.225,91.132,993
25.228,90.886,993
25.23,91.624,993
25.233,91.201,993
25.236,91.178,993
25.239,90.144,993
25.241,92.028,993
25.244,90.416,993
25.247,91.481,993
25.25,91.286,993
25.252,92.25,993
25.256,90.62,993
25.258,91.962,993
25.261,91.498,993
25.263,91.763,993
25.267,91.57,993
25.269,92.575,993
25.272,90.42,993
25.274,91.304,993
25.278,90.773,993
