t_dias,n_antiprotones,B_mT
7.509,91.831,880
7.513,91.145,880
7.515,91.776,880
7.518,91.244,880
7.521,91.748,880
7.523,92.163,880
7.526,91.508,880
7.529,92.413,880
7.531,92.309,880
7.535,90.386,880
7.537,91.976,880
7.54,91.282,880
7.543,91.53,880
7.545,92.206,880
7.548,91.187,880
7.551,92.195,880
7.553,92.395,880
7.557,92.142,880
7.559,92.59,880
7.562,91.786,880
7.565,91.213,880
7.567,92.595,880
7.57,92.292,880
7.573,91.752,880
7.575,92.546,880
7.578,91.725,880
7.581,92.262,880
7.583,91.858,880
7.587,91.88,880
7.589,92.533,880
7.592,92.041,880
7.595,91.96,880
7.597,92.672,880
7.6,91.339,880
7.603,91.938,880
7.605,92.122,880
7.608,91.351,880
7.611,92.317,880
7.614,91.38,880
7.617,92.397,880
7.619,92.896,880
7.622,90.672,880
7.625,91.529,880
7.627,91.755,880
7.63,92.095,880
7.633,92.372,880
7.636,91.086,880
7.638,91.603,880
7.641,92.371,880
7.644,90.936,880
7.647,92.363,880
7.649,92.024,880
7.652,91.684,880
7.655,92.305,880
7.658,91.434,880
7.66,91.843,880
7.663,92.181,880
7.666,90.979,880
7.669,91.519,880
7.671,92.159,880
7.674,91.557,880
7.677,92.426,880
7.68,91.605,880
7.682,92.047,880
7.685,92.834,880
7.688,91.542,880
7.69,92.329,880
7.693,92.13,880
7.696,92.193,880
7.699,92.729,880
7.702,92.329,880
7.704,91.883,880
7.707,92.346,880
7.71,91.81,880
7.712,92.667,880
7.715,92.071,880
7.718,91.982,880
7.72,92.238,880
7.724,92.251,880
7.726,92.391,880
7.729,92.745,880
7.732,91.314,880
7.734,91.963,880
7.737,91.525,880
7.74,91.843,880
7.742,92.276,880
7.745,91.375,880
7.748,92.011,880
7.75,92.253,880
7.754,92.072,880
7.756,92.499,880
7.759,91.894,880
7.762,91.794,880
7.764,92.051,880
7.767,91.88,880
7.77,92.455,880
7.772,92.576,880
7.776,91.456,880
7.778,92.617,880
7.781,92.023,880
7.784,91.972,880
7.786,92.542,880
7.789,91.347,880
7.792,92.052,880
7.794,92.718,880
7.798,91.075,880
7.8,91.823,880
7.803,91.602,880
7.806,91.112,880
7.808,92.592,880
7.811,91.793,880
7.814,92.35,880
7.816,92.749,880
7.82,91.396,880
7.822,92.285,880
7.825,91.775,880
7.828,91.611,880
7.83,92.511,880
7.833,91.518,880
7.836,92.122,880
7.838,92.59,880
7.842,90.817,880
7.844,92.344,880
7.847,91.77,880
7.85,91.633,880
7.852,92.569,880
7.855,91.627,880
7.858,92.211,880
7.86,92.577,880
7.864,90.819,880
7.866,92.262,880
7.869,92.331,880
7.872,91.8,880
7.874,92.377,880
7.877,92.393,880
7.88,92.431,880
7.882,92.898,880
7.886,91.423,880
7.888,91.875,880
7.891,91.368,880
7.894,91.597,880
7.896,92.449,880
7.899,91.141,880
7.902,91.86,880
7.904,91.96,880
7.907,91.408,880
7.91,92.624,880
7.912,91.511,880
7.916,91.49,880
7.918,92.833,880
7.921,91.984,880
7.924,92.26,880
7.926,92.756,880
7.929,92.303,880
7.932,91.837,880
7.934,91.848,880
7.937,91.577,880
7.94,92.258,880
7.943,91.038,880
7.946,91.589,880
7.948,92.48,880
7.951,91.619,880
7.954,91.987,880
7.956,91.68,880
7.959,91.229,880
7.962,92.495,880
7.965,91.862,880
7.967,91.946,880
7.97,92.732,880
7.973,91.114,880
7.976,92.364,880
7.978,92.371,880
7.981,92.128,880
7.984,92.895,880
7.987,91.307,880
7.989,92.002,880
7.992,93.086,880
7.995,91.468,880
7.998,92.019,880
8.0,91.876,880
8.003,91.577,880
8.006,92.417,880
8.009,91.73,880
8.011,92.109,880
8.014,92.661,880
8.017,91.46,880
8.019,92.716,880
8.022,92.029,880
8.025,91.408,880
8.028,92.437,880
8.031,91.621,880
8.033,91.418,880
8.036,92.594,880
8.039,90.348,880
8.041,92.112,880
8.044,92.221,880
8.047,91.15,880
8.049,92.254,880
8.053,91.479,880
8.055,91.694,880
8.058,92.175,880
8.061,91.789,880
8.063,91.68,880
8.066,92.184,880
8.069,91.923,880
8.071,92.243,880
8.074,91.508,880
8.077,92.284,880
8.079,92.674,880
8.083,92.23,880
8.085,92.345,880
8.088,92.728,880
8.091,91.914,880
8.093,92.356,880
8.096,91.051,880
8.099,91.895,880
8.101,92.335,880
8.105,91.427,880
8.107,92.439,880
8.11,91.973,880
8.113,91.477,880
8.115,92.139,880
8.118,91.965,880
8.121,92.014,880
8.123,92.846,880
8.127,91.27,880
8.129,92.201,880
8.132,91.674,880
8.135,91.965,880
8.137,91.808,880
8.14,91.28,880
8.143,91.731,880
8.145,92.181,880
8.149,91.926,880
8.151,92.001,880
8.154,91.453,880
8.157,91.172,880
8.159,92.174,880
8.162,91.371,880
8.165,91.953,880
8.167,92.07,880
8.171,90.444,880
8.173,92.268,880
8.176,92.138,880
8.179,91.656,880
8.181,92.294,880
8.184,91.705,880
8.187,92.229,880
8.189,92.697,880
8.193,90.946,880
8.195,91.59,880
8.198,91.68,880
8.201,91.414,880
8.203,91.908,880
8.206,92.152,880
8.209,91.644,880
8.211,92.722,880
8.215,91.374,880
8.217,91.832,880
8.22,92.128,880
8.223,92.289,880
8.225,92.388,880
8.228,91.887,880
8.231,92.215,880
8.233,92.049,880
8.236,90.939,880
8.239,91.643,880
8.241,91.997,880
8.245,91.904,880
8.247,92.406,880
8.25,91.459,880
8.253,92.424,880
8.255,92.195,880
8.258,91.271,880
8.261,91.948,880
8.263,91.579,880
8.266,92.04,880
8.269,91.978,880
8.272,92.136,880
8.275,91.708,880
8.277,92.704,880
8.28,92.124,880
8.283,92.274,880
8.285,91.798,880
8.288,91.553,880
8.291,92.496,880
8.294,91.336,880
8.296,91.91,880
8.299,91.958,880
8.302,91.313,880
8.305,92.23,880
8.307,91.759,880
8.31,91.689,880
8.313,91.943,880
8.316,91.487,880
8.318,91.918,880
8.321,92.263,880
8.324,91.151,880
8.327,92.381,880
8.329,91.348,880
8.332,90.808,880
8.335,92.082,880
8.338,91.74,880
8.34,91.88,880
8.343,91.921,880
8.346,91.72,880
8.348,92.094,880
8.351,91.956,880
8.354,91.515,880
8.357,92.379,880
8.36,92.308,880
8.362,92.214,880
8.365,91.819,880
8.368,91.923,880
8.37,92.577,880
8.373,91.648,880
8.376,91.96,880
8.378,92.19,880
8.382,92.172,880
8.384,91.527,880
8.387,92.666,880
8.39,92.033,880
8.392,92.075,880
8.395,92.145,880
8.398,91.382,880
8.4,92.127,880
8.403,91.893,880
8.406,91.894,880
8.408,92.171,880
8.412,91.453,880
8.414,92.892,880
8.417,92.084,880
8.42,92.145,880
8.422,92.197,880
8.425,91.569,880
8.428,91.837,880
8.43,92.267,880
8.434,91.01,880
8.436,91.804,880
8.439,92.092,880
8.442,92.037,880
8.444,91.952,880
8.447,91.391,880
8.45,91.646,880
8.452,92.066,880
8.456,91.437,880
8.458,92.331,880
8.461,91.723,880
8.464,91.16,880
8.466,92.093,880
8.469,91.354,880
8.472,91.716,880
8.474,92.359,880
8.478,91.983,880
8.48,91.63,880
8.483,91.935,880
8.486,91.94,880
8.488,92.575,880
8.491,91.397,880
8.494,92.15,880
8.496,92.484,880
8.5,91.168,880
8.502,92.109,880
8.505,92.245,880
8.509,92.418,880
8.616,91.921,880
8.827,92.224,880
8.83,92.85,880
8.833,91.758,880
8.836,92.001,880
8.839,91.904,880
8.842,92.185,880
8.844,92.185,880
8.847,91.303,880
8.85,92.583,880
8.852,92.409,880
8.856,90.927,880
8.858,92.057,880
8.861,92.288,880
8.864,91.652,880
8.866,91.881,880
8.902,92.409,136
8.921,92.131,136
8.923,92.04,136
8.927,90.329,136
8.93,91.019,136
8.933,91.63,136
8.935,91.625,136
8.938,92.101,136
8.941,91.838,136
8.943,92.121,136
8.946,92.394,136
8.949,91.777,136
8.952,92.311,136
8.955,91.778,136
8.957,92.135,136
8.96,91.96,136
8.963,91.85,136
8.965,92.52,136
8.968,92.088,136
8.971,91.716,136
8.973,92.314,136
8.976,92.021,136
8.979,92.841,136
8.982,92.134,136
8.985,92.11,136
8.987,92.253,136
8.99,92.203,136
8.993,92.083,136
8.995,91.953,136
8.998,92.135,136
9.001,92.353,136
9.003,92.593,136
9.007,91.892,136
9.009,91.967,136
9.012,92.333,136
9.015,91.675,136
9.017,92.329,136
9.02,92.106,136
9.023,92.469,136
9.025,92.012,136
9.029,92.094,136
9.031,92.144,136
9.034,92.268,136
9.037,92.017,136
9.039,91.995,136
9.042,91.865,136
9.045,92.265,136
9.047,92.373,136
9.051,91.551,136
9.053,92.204,136
9.056,92.14,136
9.059,92.088,136
9.061,92.013,136
9.064,92.146,136
9.067,92.318,136
9.069,92.391,136
9.073,92.329,136
9.075,92.918,136
9.078,92.443,136
9.081,92.242,136
9.083,92.29,136
9.086,91.69,136
9.089,92.187,136
9.091,92.08,136
9.095,92.399,136
9.097,92.716,136
9.1,92.042,136
9.103,92.185,136
9.105,92.51,136
9.108,92.346,136
9.111,92.387,136
9.113,91.989,136
9.117,92.104,136
9.119,92.023,136
9.122,91.944,136
9.125,92.043,136
9.127,91.842,136
9.13,92.222,136
9.133,92.402,136
9.135,92.749,136
9.138,92.707,136
9.141,92.919,136
9.144,92.685,136
9.147,91.985,136
9.149,92.218,136
9.163,92.007,136
9.171,92.767,136
9.174,92.939,136
9.177,91.822,136
9.179,92.196,136
9.182,91.712,136
9.185,92.183,136
9.187,91.654,136
9.19,91.776,136
9.193,91.893,136
9.195,92.713,136
9.199,91.79,136
9.201,91.94,136
9.204,92.193,136
9.207,92.106,136
9.209,92.207,136
9.212,91.926,136
9.215,92.146,136
9.217,92.812,136
9.221,92.166,136
9.223,92.524,136
9.226,92.453,136
9.229,91.903,136
9.231,92.503,136
9.234,92.097,136
9.237,92.344,136
9.239,92.729,136
9.243,92.245,136
9.245,92.505,136
9.248,92.603,136
9.251,92.177,136
9.253,92.165,136
9.256,92.59,136
9.259,92.287,136
9.261,92.622,136
9.265,92.602,136
9.267,92.217,136
9.27,92.399,136
9.273,91.969,136
9.275,92.632,136
9.278,91.912,136
9.281,92.112,136
9.283,92.078,136
9.287,91.959,136
9.289,92.201,136
9.292,92.27,136
9.295,92.163,136
9.297,92.502,136
9.3,92.039,136
9.303,91.555,136
9.305,92.089,136
9.309,92.163,136
9.311,92.114,136
9.314,92.723,136
9.317,91.722,136
9.319,92.502,136
9.322,91.889,136
9.325,91.915,136
9.327,92.39,136
9.331,91.977,136
9.333,91.872,136
9.336,91.976,136
9.339,92.077,136
9.341,92.194,136
9.344,92.051,136
9.347,91.912,136
9.349,92.617,136
9.352,91.381,136
9.355,91.558,136
9.357,92.129,136
9.361,91.989,136
9.363,92.317,136
9.366,92.08,136
9.369,92.255,136
9.371,92.476,136
9.374,91.694,136
9.377,91.804,136
9.379,92.078,136
9.382,92.242,136
9.385,92.484,136
9.388,92.26,136
9.391,92.543,136
9.393,92.493,136
9.396,91.556,136
9.399,91.618,136
9.401,91.959,136
9.404,92.443,136
9.407,92.491,136
9.41,92.085,136
9.412,92.113,136
9.415,92.276,136
9.418,92.228,136
9.421,91.82,136
9.423,92.484,136
9.426,92.023,136
9.429,92.082,136
9.432,91.674,136
9.434,91.873,136
9.437,92.089,136
9.44,91.899,136
9.443,92.179,136
9.445,92.756,136
9.448,92.088,136
9.451,92.482,136
9.454,92.313,136
9.456,92.232,136
9.459,92.202,136
9.462,91.697,136
9.464,92.297,136
9.467,92.482,136
9.47,92.415,136
9.473,92.437,136
9.476,92.265,136
9.478,92.051,136
9.481,92.453,136
9.484,91.557,136
9.486,91.936,136
9.489,92.377,136
9.492,92.706,136
9.494,92.797,136
9.498,92.174,136
9.5,92.439,136
9.503,92.503,136
9.506,92.411,136
9.508,92.86,136
9.511,92.596,136
9.514,92.649,136
9.516,92.5,136
9.519,92.162,136
9.522,91.927,136
9.524,92.228,136
9.528,92.292,136
9.53,92.499,136
9.533,92.252,136
9.536,92.157,136
9.538,92.53,136
9.541,92.286,136
9.544,92.509,136
9.546,92.679,136
9.55,92.025,136
9.552,92.884,136
9.555,92.477,136
9.558,92.241,136
9.56,92.542,136
9.563,92.462,136
9.566,92.614,136
9.568,92.54,136
9.572,91.824,136
9.574,91.72,136
9.577,92.475,136
9.58,92.258,136
9.582,92.212,136
9.585,92.271,136
9.588,92.384,136
9.59,92.669,136
9.594,92.039,136
9.596,92.396,136
9.599,92.889,136
9.602,92.383,136
9.604,93.044,136
9.607,92.557,136
9.61,92.495,136
9.612,92.982,136
9.616,92.544,136
9.618,92.326,136
9.621,91.93,136
9.624,92.124,136
9.626,92.172,136
9.629,92.113,136
9.632,92.2,136
9.634,92.232,136
9.638,92.485,136
9.64,92.302,136
9.643,92.16,136
9.646,92.369,136
9.648,92.921,136
9.651,92.206,136
9.654,92.302,136
9.656,92.51,136
9.66,92.206,136
9.662,92.505,136
9.665,92.574,136
9.668,92.472,136
9.67,92.519,136
9.673,92.383,136
9.676,91.98,136
9.678,92.609,136
9.681,92.015,136
9.684,91.763,136
9.686,92.029,136
9.69,92.018,136
9.692,92.046,136
9.695,91.818,136
9.698,91.632,136
9.7,91.827,136
9.703,91.667,136
9.706,92.128,136
9.708,92.437,136
9.711,91.69,136
9.714,91.738,136
9.717,91.397,136
9.72,91.638,136
9.722,91.862,136
9.725,92.011,136
9.728,92.2,136
9.73,91.831,136
9.733,92.303,136
9.736,92.154,136
9.74,91.732,136
9.743,92.22,136
9.745,91.637,136
9.748,91.751,136
9.751,92.267,136
9.754,91.679,136
9.756,92.279,136
9.759,92.202,136
9.762,91.912,136
9.764,91.844,136
9.767,92.3,136
9.77,92.31,136
9.773,92.469,136
9.776,91.992,136
9.778,92.045,136
9.781,92.456,136
9.784,91.544,136
9.786,92.252,136
9.789,92.031,136
9.792,92.194,136
9.795,92.756,136
9.798,92.568,136
9.8,92.124,136
9.803,92.37,136
9.806,91.567,136
9.808,92.643,136
9.811,92.163,136
9.814,92.346,136
9.816,92.065,136
9.82,91.708,136
9.822,91.775,136
9.825,92.332,136
9.828,91.485,136
9.83,91.756,136
9.833,92.023,136
9.836,92.083,136
9.838,91.653,136
9.841,92.55,136
9.844,92.738,136
9.846,92.155,136
9.85,92.044,136
9.852,92.581,136
9.855,92.331,136
9.858,92.178,136
9.86,92.294,136
9.863,91.83,136
9.866,91.838,136
9.868,92.72,136
9.872,91.969,136
9.874,92.065,136
9.877,91.942,136
9.88,91.801,136
9.882,92.523,136
9.885,92.22,136
9.888,92.286,136
9.89,92.254,136
9.894,92.266,136
9.896,92.646,136
9.899,92.787,136
9.902,92.125,136
9.904,92.102,136
9.907,92.669,136
9.91,92.371,136
9.912,92.307,136
9.916,92.296,136
9.918,92.824,136
9.921,92.633,136
9.924,91.789,136
9.926,91.643,136
9.929,92.22,136
9.932,92.351,136
9.934,92.358,136
9.938,92.044,136
9.94,92.186,136
9.943,92.359,136
9.946,91.96,136
9.948,92.416,136
9.951,92.145,136
9.954,92.327,136
9.956,92.442,136
9.96,91.852,136
9.962,92.075,136
9.965,92.749,136
9.968,91.922,136
9.97,92.334,136
9.973,91.806,136
9.976,91.511,136
9.978,91.634,136
9.981,92.309,136
9.984,91.819,136
9.987,91.547,136
9.99,91.848,136
9.992,91.647,136
9.995,91.795,136
9.998,91.802,136
10.0,92.239,136
10.003,91.619,136
10.006,92.126,136
10.008,91.882,136
10.012,91.916,136
10.014,92.391,136
10.017,92.039,136
10.02,91.57,136
10.022,92.073,136
10.025,91.947,136
10.028,92.285,136
10.03,91.917,136
10.033,92.052,136
10.036,91.893,136
10.039,92.173,136
10.042,92.069,136
10.044,92.04,136
10.047,91.521,136
10.05,91.934,136
10.052,92.037,136
10.055,91.935,136
10.058,92.473,136
10.061,91.936,136
10.063,91.714,136
10.066,92.348,136
10.069,91.681,136
10.072,91.644,136
10.074,92.047,136
10.077,91.757,136
10.08,92.312,136
10.083,91.459,136
10.085,91.909,136
10.088,91.939,136
10.091,91.08,136
10.093,91.536,136
10.096,92.267,136
10.099,91.83,136
10.102,92.339,136
10.105,92.266,136
10.107,92.305,136
10.11,91.909,136
10.113,92.211,136
10.115,92.343,136
10.118,92.527,136
10.121,92.401,136
10.124,92.16,136
10.127,92.323,136
10.129,91.959,136
10.132,92.174,136
10.135,91.738,136
10.137,91.925,136
10.14,92.057,136
10.143,91.619,136
10.145,91.641,136
10.148,92.025,136
10.151,91.985,136
10.154,92.239,136
10.157,92.078,136
10.159,91.947,136
10.162,92.672,136
10.165,91.833,136
10.167,91.741,136
10.17,91.639,136
10.173,91.444,136
10.175,92.187,136
10.179,91.961,136
10.181,92.282,136
10.184,92.239,136
10.187,91.967,136
10.189,91.786,136
10.192,91.822,136
10.195,91.942,136
10.197,91.877,136
10.201,91.828,136
10.203,91.935,136
10.206,91.913,136
10.209,91.677,136
10.211,92.292,136
10.214,92.237,136
10.217,92.004,136
10.219,92.122,136
10.223,91.96,136
10.225,92.357,136
10.228,92.28,136
10.231,91.711,136
10.233,91.795,136
10.236,91.991,136
10.239,92.019,136
10.241,92.418,136
10.245,92.13,136
10.247,92.462,136
10.25,92.511,136
10.253,91.412,136
10.255,91.613,136
10.258,92.027,136
10.261,91.58,136
10.263,92.403,136
10.267,91.668,136
10.269,92.058,136
10.272,92.791,136
10.275,92.212,136
10.277,92.494,136
10.28,92.124,136
10.283,91.889,136
10.285,92.673,136
10.289,91.477,136
10.291,91.611,136
10.294,91.853,136
10.297,91.343,136
10.299,91.975,136
10.302,92.049,136
10.305,92.135,136
10.307,92.288,136
10.31,92.497,136
10.313,92.634,136
10.316,92.189,136
10.319,92.078,136
10.321,92.138,136
10.324,91.935,136
10.327,91.794,136
10.329,92.111,136
10.332,92.388,136
10.335,92.414,136
10.337,92.009,136
10.341,91.814,136
10.343,92.625,136
10.346,92.159,136
10.349,92.001,136
10.351,92.009,136
10.354,91.785,136
10.357,91.917,136
10.359,92.193,136
10.362,91.424,136
10.365,91.994,136
10.368,91.982,136
10.371,91.781,136
10.373,92.482,136
10.376,92.286,136
10.379,91.927,136
10.381,91.923,136
10.384,92.156,136
10.387,91.98,136
10.39,92.62,136
10.392,92.141,136
10.395,92.407,136
10.398,91.048,136
10.401,91.704,136
10.403,92.348,136
10.406,91.763,136
10.409,92.092,136
10.412,92.015,136
10.414,92.417,136
10.417,92.739,136
10.42,91.798,136
10.422,92.093,136
10.425,91.791,136
10.428,91.642,136
10.431,91.516,136
10.434,91.784,136
10.436,91.749,136
10.439,92.167,136
10.442,91.633,136
10.444,92.114,136
10.447,92.243,136
10.45,92.061,136
10.453,92.524,136
10.456,92.133,136
10.458,92.195,136
10.461,92.441,136
10.464,91.774,136
10.466,92.212,136
10.469,91.904,136
10.472,91.941,136
10.474,91.863,136
10.478,92.007,136
10.48,91.675,136
10.483,92.036,136
10.486,91.321,136
10.488,92.061,136
10.491,91.982,136
10.494,92.163,136
10.496,92.296,136
10.499,91.855,136
10.502,91.925,136
10.504,92.196,136
10.508,91.899,136
10.51,92.149,136
10.513,92.196,136
10.516,92.254,136
10.518,92.107,136
10.521,92.047,136
10.524,92.0,136
10.526,92.391,136
10.53,91.823,136
10.532,91.895,136
10.535,92.154,136
10.538,91.698,136
10.54,91.613,136
10.543,92.066,136
10.546,92.202,136
10.548,92.139,136
10.552,92.078,136
10.554,91.866,136
10.557,92.271,136
10.56,92.263,136
10.562,92.123,136
10.565,91.881,136
10.568,92.242,136
10.57,92.102,136
10.574,91.959,136
10.584,91.754,136
10.587,92.257,136
10.59,92.358,136
10.593,92.409,136
10.596,92.089,136
10.598,92.506,136
10.601,92.522,136
10.604,91.779,136
10.606,92.119,136
10.609,92.322,136
10.612,92.553,136
10.614,92.554,136
10.618,91.805,136
10.62,91.726,136
10.623,92.492,136
10.626,91.64,136
10.628,91.904,136
10.631,91.666,136
10.634,91.697,136
10.636,91.969,136
10.639,91.922,136
10.642,91.901,136
10.644,92.062,136
10.648,92.079,136
10.65,92.023,136
10.653,92.312,136
10.656,92.213,136
10.658,92.242,136
10.661,92.058,136
10.664,91.817,136
10.666,92.39,136
10.67,92.13,136
10.672,92.764,136
10.675,92.545,136
10.678,91.839,136
10.68,91.927,136
10.683,91.474,136
10.686,91.611,136
10.688,92.462,136
10.692,91.471,136
10.694,91.777,136
10.697,92.039,136
10.7,92.045,136
10.702,92.101,136
10.705,91.574,136
10.708,91.668,136
10.71,91.874,136
10.714,91.974,136
10.716,91.933,136
10.719,92.06,136
10.722,91.84,136
10.724,92.045,136
10.727,91.795,136
10.73,91.775,136
10.732,91.819,136
10.736,91.39,136
10.738,92.0,136
10.741,91.449,136
10.744,92.13,136
10.746,92.376,136
10.749,91.338,136
10.752,91.652,136
10.754,92.039,136
10.758,91.742,136
10.76,91.78,136
10.763,92.122,136
10.766,92.21,136
10.768,92.424,136
10.771,91.721,136
10.774,91.828,136
10.776,92.747,136
10.78,91.747,136
10.782,92.61,136
10.785,91.587,136
10.788,91.825,136
10.79,91.972,136
10.793,91.558,136
10.796,91.579,136
10.798,92.065,136
10.801,91.641,136
10.804,92.375,136
10.806,92.206,136
10.81,92.172,136
10.812,92.145,136
10.815,91.993,136
10.818,92.687,136
10.82,92.483,136
10.823,91.493,136
10.826,92.024,136
10.828,91.933,136
10.831,92.074,136
10.834,92.466,136
10.837,92.307,136
10.84,92.466,136
10.842,92.598,136
10.845,92.256,136
10.848,92.102,136
10.85,92.065,136
10.853,91.522,136
10.856,91.746,136
10.859,92.312,136
10.861,92.205,136
10.864,92.473,136
10.867,92.172,136
10.87,92.366,136
10.872,91.992,136
10.875,91.706,136
10.878,92.223,136
10.881,92.109,136
10.883,91.781,136
10.886,92.271,136
10.889,91.948,136
10.892,92.149,136
10.894,91.837,136
10.897,91.822,136
10.9,92.319,136
10.903,91.677,136
10.905,91.888,136
10.908,92.587,136
10.911,91.616,136
10.913,92.221,136
10.916,92.686,136
10.919,91.746,136
10.922,92.548,136
10.925,91.816,136
10.927,91.812,136
10.93,92.283,136
10.933,91.62,136
10.935,92.409,136
10.938,91.757,136
10.941,91.867,136
10.943,91.895,136
10.947,91.893,136
10.949,92.208,136
10.952,91.405,136
10.955,91.785,136
10.957,92.226,136
10.96,91.989,136
10.963,91.547,136
10.965,92.034,136
10.968,92.286,136
10.971,92.47,136
10.973,92.602,136
10.977,91.746,136
10.979,91.802,136
10.982,92.423,136
10.985,92.266,136
10.987,91.882,136
10.99,91.373,136
10.993,91.344,136
10.995,92.172,136
10.999,91.81,136
11.001,92.007,136
11.004,92.521,136
11.007,91.654,136
11.009,91.803,136
11.012,91.901,136
11.015,91.59,136
11.017,91.931,136
11.021,91.741,136
11.023,91.765,136
11.026,92.103,136
11.029,91.587,136
11.031,91.963,136
11.034,91.904,136
11.037,92.133,136
11.039,92.306,136
11.043,91.845,136
11.045,92.019,136
11.048,92.12,136
11.051,92.272,136
11.053,91.903,136
11.056,92.208,136
11.059,90.878,136
11.061,91.83,136
11.065,90.956,136
11.067,91.624,136
11.07,92.506,136
11.073,92.098,136
11.075,92.191,136
11.078,92.338,136
11.081,92.209,136
11.083,92.498,136
11.087,91.71,136
11.089,92.471,136
11.092,92.647,136
11.095,92.002,136
11.097,92.383,136
11.1,92.238,136
11.103,91.697,136
11.105,92.656,136
11.109,91.391,136
11.111,92.127,136
11.114,91.764,136
11.117,91.779,136
11.119,92.129,136
11.122,92.143,136
11.125,91.822,136
11.127,92.484,136
11.13,91.717,136
11.133,91.581,136
11.135,91.892,136
11.139,91.577,136
11.141,92.032,136
11.144,91.414,136
11.147,91.911,136
11.149,91.624,136
11.152,91.846,136
11.155,91.843,136
11.161,92.067,136
11.163,91.89,136
11.166,92.311,136
11.169,92.067,136
11.171,92.213,136
11.175,92.344,136
11.177,91.994,136
11.18,91.771,136
11.183,91.942,136
11.185,92.339,136
11.188,91.972,136
11.191,91.788,136
11.193,92.286,136
11.197,91.87,136
11.199,92.145,136
11.202,92.123,136
11.205,91.738,136
11.207,91.835,136
11.21,91.648,136
11.213,92.084,136
11.215,92.531,136
11.218,91.646,136
11.221,92.096,136
11.224,92.127,136
11.227,92.425,136
11.229,92.037,136
11.232,91.54,136
11.235,92.669,136
11.237,92.323,136
11.24,91.878,136
11.243,92.185,136
11.245,92.146,136
11.249,91.971,136
11.251,92.033,136
11.254,91.948,136
11.257,91.725,136
11.259,92.15,136
11.262,92.031,136
11.265,91.786,136
11.267,91.61,136
11.27,91.735,136
11.273,92.054,136
11.276,91.834,136
11.279,91.793,136
11.281,91.94,136
11.284,91.857,136
11.287,92.468,136
11.289,92.074,136
11.292,92.492,136
11.295,92.345,136
11.298,91.433,136
11.3,91.652,136
11.303,92.045,136
11.306,91.826,136
11.309,92.356,136
11.311,92.245,136
11.314,91.806,136
11.317,92.121,136
11.32,92.259,136
11.322,92.09,136
11.325,92.14,136
11.328,91.696,136
11.33,91.826,136
11.333,92.214,136
11.336,91.935,136
11.339,92.079,136
11.342,91.607,136
11.344,91.875,136
11.347,92.182,136
11.35,92.009,136
11.352,92.013,136
11.355,91.766,136
11.358,91.921,136
11.361,91.932,136
11.364,91.856,136
11.366,92.318,136
11.369,92.418,136
11.372,91.799,136
11.374,92.011,136
11.377,91.817,136
11.38,91.164,136
11.382,91.518,136
11.386,91.584,136
11.388,92.252,136
11.391,91.702,136
11.394,91.915,136
11.396,91.747,136
11.399,92.149,136
11.402,91.766,136
11.404,91.972,136
11.407,91.93,136
11.41,91.963,136
11.412,92.281,136
11.416,91.278,136
11.418,91.912,136
11.421,92.14,136
11.424,91.151,136
11.426,91.382,136
11.429,92.423,136
11.432,91.317,136
11.434,92.152,136
11.438,91.292,136
11.44,91.745,136
11.443,92.173,136
11.446,91.921,136
11.448,92.009,136
11.451,92.067,136
11.454,92.066,136
11.456,91.858,136
11.46,92.0,136
11.462,92.149,136
11.465,91.988,136
11.468,91.694,136
11.47,91.822,136
11.473,91.364,136
11.476,92.031,136
11.478,92.264,136
11.482,91.659,136
11.484,92.309,136
11.487,91.981,136
11.49,92.161,136
11.492,92.328,136
11.495,91.97,136
11.498,92.08,136
11.5,92.832,136
11.504,91.648,136
11.506,91.597,136
11.509,92.229,136
11.512,91.945,136
11.514,91.838,136
11.517,91.674,136
11.52,92.228,136
11.522,92.215,136
11.526,91.759,136
11.528,91.694,136
11.531,92.354,136
11.534,92.158,136
11.536,92.207,136
11.539,92.005,136
11.542,91.399,136
11.544,92.184,136
11.547,91.425,136
11.55,91.947,136
11.553,91.877,136
11.556,91.605,136
11.558,91.723,136
11.561,91.927,136
11.564,91.665,136
11.566,92.521,136
11.569,92.23,136
11.572,92.359,136
11.574,92.31,136
11.578,91.818,136
11.58,92.079,136
11.583,92.079,136
11.586,91.732,136
11.588,92.271,136
11.591,91.988,136
11.594,92.381,136
11.596,92.378,136
11.599,91.422,136
11.602,92.128,136
11.605,92.019,136
11.608,92.113,136
11.61,92.347,136
11.613,91.848,136
11.616,92.185,136
11.618,92.228,136
11.621,91.9,136
11.624,92.241,136
11.627,92.18,136
11.629,92.512,136
11.632,92.302,136
11.635,92.479,136
11.638,92.364,136
11.64,91.696,136
11.643,91.362,136
11.646,92.397,136
11.649,92.099,136
11.651,92.081,136
11.654,92.555,136
11.657,91.506,136
11.659,91.569,136
11.662,92.204,136
11.665,91.465,136
11.668,92.456,136
11.671,91.829,136
11.673,92.053,136
11.676,92.079,136
11.679,91.691,136
11.681,91.914,136
11.684,91.598,136
11.687,91.1,136
11.69,92.236,136
11.693,91.833,136
11.695,91.989,136
11.698,92.407,136
11.701,91.611,136
11.703,91.929,136
11.706,91.438,136
11.709,91.897,136
11.711,92.101,136
11.714,91.872,136
11.717,92.538,136
11.72,91.782,136
11.723,91.999,136
11.725,92.02,136
11.731,91.505,136
11.741,91.56,136
11.743,91.85,136
