reach_id,continente,amplitud_m2_media_m,amplitud_o1_media_m,ratio_o1_m2,tipo_marea
43670700415,Asia Sur/Este,0.1729,1.0441,6.039,diurna
43670700425,Asia Sur/Este,0.1843,0.9970,5.410,diurna
43670700435,Asia Sur/Este,0.2268,0.5003,2.206,diurna
43670700655,Asia Sur/Este,0.2470,0.8028,3.250,diurna
43670700663,Asia Sur/Este,0.2708,0.9618,3.552,diurna
43670700671,Asia Sur/Este,0.2615,1.0503,4.016,diurna
43670700681,Asia Sur/Este,0.2087,0.9882,4.735,diurna
43670700691,Asia Sur/Este,0.2017,0.6220,3.083,diurna
43670701101,Asia Sur/Este,0.3424,0.8494,2.480,diurna
43670701111,Asia Sur/Este,0.4629,0.7740,1.672,diurna
43670701171,Asia Sur/Este,2.4050,2.1130,0.879,mixta
43670701215,Asia Sur/Este,0.2549,0.7569,2.969,diurna
43670701236,Asia Sur/Este,0.3496,0.8808,2.520,diurna
43670701255,Asia Sur/Este,0.3693,0.9801,2.654,diurna
43670701265,Asia Sur/Este,0.2527,0.7754,3.069,diurna
43670701275,Asia Sur/Este,0.2101,0.6567,3.125,diurna
43670701425,Asia Sur/Este,0.3011,1.0627,3.529,diurna
43670701656,Asia Sur/Este,0.3681,0.5375,1.460,mixta
43670701673,Asia Sur/Este,0.3681,0.5375,1.460,mixta
43670701825,Asia Sur/Este,0.2126,0.7060,3.321,diurna
43670701835,Asia Sur/Este,0.1782,0.4681,2.626,diurna
43670701845,Asia Sur/Este,0.2129,0.7298,3.428,diurna
43670701855,Asia Sur/Este,0.2163,0.8227,3.803,diurna
43670701865,Asia Sur/Este,0.1799,0.6468,3.595,diurna
43670701885,Asia Sur/Este,0.1531,0.5484,3.581,diurna
43670701895,Asia Sur/Este,0.0896,0.5064,5.654,diurna
43670701906,Asia Sur/Este,0.3512,0.8434,2.402,diurna
43670800015,Asia Sur/Este,0.1175,0.6187,5.267,diurna
43670800035,Asia Sur/Este,0.1617,0.5330,3.295,diurna
43670800045,Asia Sur/Este,0.1295,0.4290,3.313,diurna
43670800825,Asia Sur/Este,0.0898,0.5485,6.105,diurna
43670800835,Asia Sur/Este,0.1373,0.6014,4.379,diurna
43670800845,Asia Sur/Este,0.1363,0.6315,4.634,diurna
43670800855,Asia Sur/Este,0.1249,0.6056,4.850,diurna
43670800865,Asia Sur/Este,0.0991,0.6260,6.320,diurna
43670800905,Asia Sur/Este,0.1489,0.5132,3.448,diurna
43670800915,Asia Sur/Este,0.1212,0.5804,4.788,diurna
43670800935,Asia Sur/Este,0.1364,0.4645,3.406,diurna
43670800945,Asia Sur/Este,0.1822,0.5718,3.138,diurna
43670800955,Asia Sur/Este,0.1285,0.4918,3.828,diurna
43670800965,Asia Sur/Este,0.0999,0.3863,3.866,diurna
43670800975,Asia Sur/Este,0.1721,0.3001,1.744,diurna
43670800985,Asia Sur/Este,0.1750,0.2755,1.574,diurna
43670800996,Asia Sur/Este,0.1214,0.4322,3.559,diurna
43670900015,Asia Sur/Este,0.1131,0.4569,4.041,diurna
43670900025,Asia Sur/Este,0.0848,0.3803,4.487,diurna
43670900036,Asia Sur/Este,0.0743,0.7148,9.621,diurna
43670900055,Asia Sur/Este,0.0986,0.6574,6.666,diurna
43670900065,Asia Sur/Este,0.1170,0.6009,5.134,diurna
43670900075,Asia Sur/Este,0.1773,0.6113,3.448,diurna
43670900085,Asia Sur/Este,0.1589,0.5457,3.435,diurna
43670900095,Asia Sur/Este,0.1452,0.5171,3.561,diurna
43670900205,Asia Sur/Este,0.1688,0.5880,3.484,diurna
43670900215,Asia Sur/Este,0.1605,0.5585,3.479,diurna
43670900225,Asia Sur/Este,0.1145,0.4480,3.913,diurna
43670900235,Asia Sur/Este,0.1419,0.3662,2.581,diurna
43670900286,Asia Sur/Este,0.0444,0.3744,8.437,diurna
43681000295,Asia Sur/Este,0.0985,0.5556,5.638,diurna
43681000305,Asia Sur/Este,0.1251,0.6035,4.824,diurna
43681000315,Asia Sur/Este,0.1234,0.6090,4.936,diurna
43681000325,Asia Sur/Este,0.1091,0.3960,3.630,diurna
43690000016,Asia Sur/Este,0.1723,0.5571,3.232,diurna
43690000025,Asia Sur/Este,0.1694,0.5550,3.276,diurna
43690000035,Asia Sur/Este,0.1429,0.4456,3.118,diurna
43690000045,Asia Sur/Este,0.1865,0.4416,2.368,diurna
43690000076,Asia Sur/Este,0.2346,0.4234,1.805,diurna
43690000095,Asia Sur/Este,0.2199,0.4179,1.901,diurna
43690000105,Asia Sur/Este,0.1577,0.3753,2.380,diurna
43690000115,Asia Sur/Este,0.1547,0.3522,2.277,diurna
43690000306,Asia Sur/Este,0.1294,0.4514,3.489,diurna
43690000416,Asia Sur/Este,0.1604,0.2222,1.386,mixta
43690000435,Asia Sur/Este,0.1529,0.2204,1.441,mixta
43700100016,Asia Sur/Este,0.1330,0.3674,2.761,diurna
43700100326,Asia Sur/Este,0.2115,0.1265,0.598,mixta
43700100345,Asia Sur/Este,0.2174,0.1061,0.488,mixta
43700100886,Asia Sur/Este,0.2640,0.1496,0.567,mixta
43700101191,Asia Sur/Este,0.9639,0.1643,0.170,semidiurna
43700101201,Asia Sur/Este,0.9537,0.1672,0.175,semidiurna
43700101531,Asia Sur/Este,0.9733,0.2484,0.255,mixta
43700101576,Asia Sur/Este,0.2247,0.1722,0.766,mixta
43700101603,Asia Sur/Este,0.2178,0.1764,0.810,mixta
43700101711,Asia Sur/Este,0.9298,0.1915,0.206,semidiurna
43700101916,Asia Sur/Este,1.3644,0.2294,0.168,semidiurna
43700101925,Asia Sur/Este,0.6977,0.2228,0.319,mixta
43700102106,Asia Sur/Este,0.9593,0.1167,0.122,semidiurna
43700102116,Asia Sur/Este,1.0432,0.2402,0.230,semidiurna
43900100016,Asia Sur/Este,0.1443,0.3699,2.563,diurna
43900100035,Asia Sur/Este,0.1908,0.4142,2.170,diurna
43900100045,Asia Sur/Este,0.2369,0.2874,1.213,mixta
43900100476,Asia Sur/Este,0.2054,0.6844,3.332,diurna
43900100483,Asia Sur/Este,0.2014,0.3023,1.501,diurna
43900101326,Asia Sur/Este,0.2638,0.2122,0.804,mixta
43900101333,Asia Sur/Este,0.2719,0.2228,0.819,mixta
43900101341,Asia Sur/Este,0.2538,0.1906,0.751,mixta
43900101736,Asia Sur/Este,0.1764,0.2637,1.495,mixta
43900101753,Asia Sur/Este,0.1408,0.2401,1.705,diurna
43900101761,Asia Sur/Este,0.1356,0.1782,1.314,mixta
43900101996,Asia Sur/Este,0.2472,0.5103,2.064,diurna
43900102003,Asia Sur/Este,0.2534,0.4700,1.855,diurna
43900102011,Asia Sur/Este,0.3014,0.3024,1.003,mixta
43900102406,Asia Sur/Este,0.1022,0.6016,5.890,diurna
43900102413,Asia Sur/Este,0.1292,0.6109,4.728,diurna
43900102766,Asia Sur/Este,0.2416,0.2870,1.188,mixta
43900102773,Asia Sur/Este,0.2444,0.2542,1.040,mixta
43900102781,Asia Sur/Este,0.2847,0.2475,0.869,mixta
43900102791,Asia Sur/Este,0.1351,0.2116,1.567,diurna
44103000035,Asia Sur/Este,0.2346,0.3590,1.530,diurna
44104000015,Asia Sur/Este,0.2660,0.4211,1.583,diurna
44104000025,Asia Sur/Este,0.2474,0.4153,1.679,diurna
44104000045,Asia Sur/Este,0.2757,0.4241,1.538,diurna
44104000051,Asia Sur/Este,0.2658,0.4344,1.634,diurna
44104000063,Asia Sur/Este,0.2895,0.4790,1.655,diurna
44104000071,Asia Sur/Este,0.3009,0.4940,1.642,diurna
44104000081,Asia Sur/Este,0.3267,0.5468,1.674,diurna
44104000091,Asia Sur/Este,0.2631,0.5088,1.934,diurna
44104000101,Asia Sur/Este,0.2049,0.4148,2.025,diurna
44104000911,Asia Sur/Este,0.3440,0.4146,1.205,mixta
44104000921,Asia Sur/Este,0.2948,0.3766,1.277,mixta
44104000971,Asia Sur/Este,0.3945,0.3728,0.945,mixta
44105100016,Asia Sur/Este,0.2913,0.4396,1.509,diurna
44105200136,Asia Sur/Este,0.2878,0.4377,1.521,diurna
44105400023,Asia Sur/Este,0.2972,0.1780,0.599,mixta
44105400031,Asia Sur/Este,0.3110,0.1840,0.592,mixta
44105401076,Asia Sur/Este,0.2857,0.1799,0.630,mixta
44105500116,Asia Sur/Este,0.1638,0.2070,1.264,mixta
44105600011,Asia Sur/Este,0.1296,0.1859,1.435,mixta
44105700016,Asia Sur/Este,0.1441,0.1530,1.062,mixta
44105700035,Asia Sur/Este,0.1931,0.1227,0.635,mixta
44105700226,Asia Sur/Este,0.2271,0.1929,0.849,mixta
44105700245,Asia Sur/Este,0.2191,0.1861,0.849,mixta
44105700266,Asia Sur/Este,0.2649,0.2859,1.079,mixta
44105700285,Asia Sur/Este,0.2974,0.2584,0.869,mixta
44105700293,Asia Sur/Este,0.1582,0.2180,1.378,mixta
44105700313,Asia Sur/Este,0.1578,0.2113,1.339,mixta
44105700323,Asia Sur/Este,0.1383,0.2496,1.805,diurna
44105700406,Asia Sur/Este,0.1344,0.2110,1.569,diurna
44105700415,Asia Sur/Este,0.1227,0.1912,1.559,diurna
44105700546,Asia Sur/Este,0.1737,0.2353,1.355,mixta
44105700556,Asia Sur/Este,0.1476,0.2053,1.391,mixta
44105900015,Asia Sur/Este,0.6732,0.3965,0.589,mixta
44105900035,Asia Sur/Este,0.6045,0.3900,0.645,mixta
44105900045,Asia Sur/Este,0.7530,0.3710,0.493,mixta
44105900055,Asia Sur/Este,0.6774,0.3845,0.568,mixta
44105900065,Asia Sur/Este,0.7783,0.4523,0.581,mixta
44105900085,Asia Sur/Este,0.6098,0.4245,0.696,mixta
44105900095,Asia Sur/Este,0.6054,0.3917,0.647,mixta
44105900105,Asia Sur/Este,0.6698,0.4084,0.610,mixta
44105900115,Asia Sur/Este,0.7472,0.3112,0.416,mixta
44105900135,Asia Sur/Este,0.5797,0.3279,0.566,mixta
44105900155,Asia Sur/Este,0.4501,0.2600,0.578,mixta
44105900175,Asia Sur/Este,0.7051,0.4089,0.580,mixta
44105900185,Asia Sur/Este,0.6316,0.3937,0.623,mixta
44105900205,Asia Sur/Este,0.7394,0.3877,0.524,mixta
44105900215,Asia Sur/Este,0.7347,0.3788,0.516,mixta
44105900245,Asia Sur/Este,0.6777,0.4680,0.690,mixta
44105900255,Asia Sur/Este,0.6682,0.4323,0.647,mixta
44105900265,Asia Sur/Este,0.7608,0.4143,0.545,mixta
44105900285,Asia Sur/Este,0.7330,0.4301,0.587,mixta
44105900295,Asia Sur/Este,0.7263,0.4247,0.585,mixta
44105900305,Asia Sur/Este,0.6058,0.4012,0.662,mixta
44105900313,Asia Sur/Este,0.6945,0.4076,0.587,mixta
44105900321,Asia Sur/Este,0.6280,0.3226,0.514,mixta
44105900333,Asia Sur/Este,0.4950,0.2661,0.538,mixta
44105900341,Asia Sur/Este,0.5024,0.2846,0.566,mixta
44105900353,Asia Sur/Este,0.5446,0.3155,0.579,mixta
44105900376,Asia Sur/Este,0.2366,0.2251,0.951,mixta
44105900395,Asia Sur/Este,0.2059,0.1529,0.743,mixta
44105900526,Asia Sur/Este,0.5258,0.5226,0.994,mixta
44105900626,Asia Sur/Este,0.2686,0.3401,1.266,mixta
44105900631,Asia Sur/Este,0.2659,0.3231,1.215,mixta
44105900663,Asia Sur/Este,0.3004,0.2523,0.840,mixta
44105900671,Asia Sur/Este,0.2398,0.1608,0.671,mixta
44105900725,Asia Sur/Este,0.7659,0.4119,0.538,mixta
44105900735,Asia Sur/Este,0.6640,0.4050,0.610,mixta
44105900755,Asia Sur/Este,0.7282,0.4021,0.552,mixta
44105900765,Asia Sur/Este,0.7667,0.3779,0.493,mixta
44105900776,Asia Sur/Este,0.6513,0.4623,0.710,mixta
44105900786,Asia Sur/Este,0.6567,0.4625,0.704,mixta
44105900796,Asia Sur/Este,0.7094,0.4549,0.641,mixta
44105900806,Asia Sur/Este,0.6769,0.4751,0.702,mixta
44105900816,Asia Sur/Este,0.6478,0.3844,0.593,mixta
44105900826,Asia Sur/Este,0.6788,0.4596,0.677,mixta
44106000015,Asia Sur/Este,0.7004,0.4672,0.667,mixta
44106000025,Asia Sur/Este,0.7656,0.4591,0.600,mixta
44106000035,Asia Sur/Este,0.8678,0.4449,0.513,mixta
44106000045,Asia Sur/Este,0.9541,0.4740,0.497,mixta
44106000055,Asia Sur/Este,0.9582,0.5044,0.526,mixta
44106000065,Asia Sur/Este,1.0316,0.4767,0.462,mixta
44106000075,Asia Sur/Este,0.9097,0.4132,0.454,mixta
44106000085,Asia Sur/Este,0.7192,0.2522,0.351,mixta
44106000095,Asia Sur/Este,0.6970,0.3873,0.556,mixta
44106002045,Asia Sur/Este,0.9146,0.4589,0.502,mixta
44106002055,Asia Sur/Este,0.8506,0.4337,0.510,mixta
44106002065,Asia Sur/Este,0.7449,0.3856,0.518,mixta
44106002081,Asia Sur/Este,0.6710,0.3674,0.548,mixta
44106002521,Asia Sur/Este,0.3621,0.2195,0.606,mixta
44106002555,Asia Sur/Este,0.7043,0.4446,0.631,mixta
44106002565,Asia Sur/Este,0.7140,0.4321,0.605,mixta
44106002575,Asia Sur/Este,0.8545,0.4224,0.494,mixta
44106002615,Asia Sur/Este,0.7802,0.4207,0.539,mixta
44106002623,Asia Sur/Este,0.7622,0.4078,0.535,mixta
44106002631,Asia Sur/Este,0.7594,0.4021,0.529,mixta
44107000015,Asia Sur/Este,0.6187,0.4476,0.723,mixta
44107000025,Asia Sur/Este,0.5832,0.4423,0.758,mixta
44107000035,Asia Sur/Este,0.5400,0.4189,0.776,mixta
44107000055,Asia Sur/Este,0.3980,0.2483,0.624,mixta
44108000085,Asia Sur/Este,0.5498,0.4442,0.808,mixta
44108000105,Asia Sur/Este,0.7212,0.5052,0.700,mixta
44108000535,Asia Sur/Este,0.6901,0.3676,0.533,mixta
44108000545,Asia Sur/Este,0.6916,0.4399,0.636,mixta
44108000555,Asia Sur/Este,0.7704,0.4078,0.529,mixta
44108000565,Asia Sur/Este,0.6822,0.4412,0.647,mixta
44109000016,Asia Sur/Este,0.3568,0.3998,1.121,mixta
44109000035,Asia Sur/Este,0.1794,0.2697,1.503,diurna
44109000236,Asia Sur/Este,0.6452,0.4722,0.732,mixta
44109000255,Asia Sur/Este,0.5462,0.4146,0.759,mixta
44109000265,Asia Sur/Este,0.4921,0.4494,0.913,mixta
44109000316,Asia Sur/Este,0.5039,0.5236,1.039,mixta
44109000335,Asia Sur/Este,0.3803,0.4612,1.213,mixta
44109000345,Asia Sur/Este,0.2251,0.2723,1.210,mixta
44109000435,Asia Sur/Este,0.6389,0.5738,0.898,mixta
44109000466,Asia Sur/Este,0.8370,0.2432,0.291,mixta
44109000566,Asia Sur/Este,0.6028,0.3310,0.549,mixta
44109000696,Asia Sur/Este,0.6323,0.5888,0.931,mixta
44210000025,Asia Sur/Este,0.7512,0.3455,0.460,mixta
44210000035,Asia Sur/Este,0.8039,0.3418,0.425,mixta
44210000045,Asia Sur/Este,0.8159,0.3943,0.483,mixta
44210000065,Asia Sur/Este,0.7915,0.3542,0.448,mixta
44210000085,Asia Sur/Este,0.6783,0.3780,0.557,mixta
44210000095,Asia Sur/Este,0.6256,0.3804,0.608,mixta
44210000105,Asia Sur/Este,0.6269,0.3205,0.511,mixta
44210000115,Asia Sur/Este,0.5797,0.3156,0.544,mixta
44210000125,Asia Sur/Este,0.5376,0.2790,0.519,mixta
44210000135,Asia Sur/Este,0.5088,0.2304,0.453,mixta
44210000145,Asia Sur/Este,0.3908,0.1762,0.451,mixta
44210000155,Asia Sur/Este,0.3138,0.1312,0.418,mixta
44210000165,Asia Sur/Este,0.2849,0.1282,0.450,mixta
44210000785,Asia Sur/Este,0.4304,0.2459,0.571,mixta
44301000016,Asia Sur/Este,0.6963,0.2889,0.415,mixta
44301000026,Asia Sur/Este,0.7634,0.4246,0.556,mixta
44301000055,Asia Sur/Este,0.7753,0.3761,0.485,mixta
44301000065,Asia Sur/Este,0.8392,0.3629,0.432,mixta
44303100026,Asia Sur/Este,0.1659,0.0703,0.424,mixta
44303100276,Asia Sur/Este,0.1095,0.2904,2.651,diurna
44303100285,Asia Sur/Este,0.1189,0.2721,2.289,diurna
44303100296,Asia Sur/Este,0.2691,0.1458,0.542,mixta
44303300016,Asia Sur/Este,0.1815,0.2040,1.124,mixta
44303400025,Asia Sur/Este,0.2444,0.2302,0.942,mixta
44303400031,Asia Sur/Este,0.3434,0.2454,0.715,mixta
44303400081,Asia Sur/Este,0.3292,0.2199,0.668,mixta
44303400091,Asia Sur/Este,0.2397,0.5240,2.186,diurna
44303500196,Asia Sur/Este,0.2174,0.1151,0.530,mixta
44303500486,Asia Sur/Este,0.2640,0.1580,0.598,mixta
44303500505,Asia Sur/Este,0.2591,0.1997,0.771,mixta
44303500515,Asia Sur/Este,0.2873,0.1857,0.646,mixta
44303700126,Asia Sur/Este,0.1747,0.2991,1.712,diurna
44303700143,Asia Sur/Este,0.1296,0.2765,2.134,diurna
44303900016,Asia Sur/Este,0.1335,0.3687,2.762,diurna
44303900033,Asia Sur/Este,0.1819,0.3615,1.988,diurna
44303900041,Asia Sur/Este,0.4343,0.4078,0.939,mixta
44304000025,Asia Sur/Este,0.3099,0.2607,0.841,mixta
44305000016,Asia Sur/Este,0.4750,0.3336,0.702,mixta
44305000035,Asia Sur/Este,0.4462,0.3352,0.751,mixta
44305000046,Asia Sur/Este,0.4358,0.2717,0.623,mixta
44306100015,Asia Sur/Este,0.4180,0.3220,0.770,mixta
44306100025,Asia Sur/Este,0.3714,0.2488,0.670,mixta
44306100035,Asia Sur/Este,0.3112,0.1469,0.472,mixta
44306100045,Asia Sur/Este,0.2782,0.0972,0.349,mixta
44402000035,Asia Sur/Este,0.2723,0.2929,1.075,mixta
44402000065,Asia Sur/Este,0.2637,0.2619,0.993,mixta
44402001166,Asia Sur/Este,0.3016,0.2867,0.950,mixta
44402001176,Asia Sur/Este,0.3625,0.2192,0.605,mixta
44403300016,Asia Sur/Este,0.3988,0.3501,0.878,mixta
44403300056,Asia Sur/Este,0.2973,0.4488,1.510,diurna
44403300065,Asia Sur/Este,0.2978,0.4472,1.502,diurna
44403300086,Asia Sur/Este,0.2544,0.2474,0.973,mixta
44403300115,Asia Sur/Este,0.1426,0.2239,1.570,diurna
44403400015,Asia Sur/Este,0.3990,0.3512,0.880,mixta
44403700046,Asia Sur/Este,0.1864,0.1494,0.801,mixta
44403700053,Asia Sur/Este,0.1847,0.1430,0.774,mixta
44403700466,Asia Sur/Este,0.1541,0.1879,1.219,mixta
44403700475,Asia Sur/Este,0.1500,0.1730,1.153,mixta
44403700626,Asia Sur/Este,0.3987,0.4576,1.148,mixta
44403900496,Asia Sur/Este,0.2853,0.4527,1.587,diurna
44403900503,Asia Sur/Este,0.2404,0.4073,1.694,diurna
44403900646,Asia Sur/Este,0.4376,0.4514,1.031,mixta
44403900665,Asia Sur/Este,0.4781,0.4289,0.897,mixta
44403900786,Asia Sur/Este,0.1910,0.2574,1.348,mixta
44403900793,Asia Sur/Este,0.1975,0.2261,1.145,mixta
44403900876,Asia Sur/Este,0.4730,0.4934,1.043,mixta
44403900976,Asia Sur/Este,0.3265,0.4615,1.413,mixta
44403900993,Asia Sur/Este,0.3276,0.4609,1.407,mixta
44404000015,Asia Sur/Este,0.4719,0.4235,0.897,mixta
44405100016,Asia Sur/Este,0.4468,0.4044,0.905,mixta
44405300016,Asia Sur/Este,0.4433,0.3076,0.694,mixta
44405300033,Asia Sur/Este,0.4507,0.2874,0.638,mixta
44405300046,Asia Sur/Este,0.6994,0.3571,0.511,mixta
44405500016,Asia Sur/Este,0.6925,0.2050,0.296,mixta
44405500026,Asia Sur/Este,0.6574,0.1582,0.241,semidiurna
44405500045,Asia Sur/Este,0.6573,0.1750,0.266,mixta
44405500051,Asia Sur/Este,0.4893,0.2656,0.543,mixta
44405500081,Asia Sur/Este,0.3377,0.3199,0.947,mixta
44405600023,Asia Sur/Este,0.6792,0.2181,0.321,mixta
44405600033,Asia Sur/Este,0.6822,0.2686,0.394,mixta
44405600041,Asia Sur/Este,0.6590,0.2748,0.417,mixta
44405600051,Asia Sur/Este,0.5898,0.2315,0.393,mixta
44405600061,Asia Sur/Este,0.5939,0.2109,0.355,mixta
44405600071,Asia Sur/Este,0.6670,0.2688,0.403,mixta
44405700016,Asia Sur/Este,1.3632,0.1235,0.091,semidiurna
44405700035,Asia Sur/Este,1.3102,0.1404,0.107,semidiurna
44405700045,Asia Sur/Este,1.3475,0.1480,0.110,semidiurna
44405700065,Asia Sur/Este,1.4014,0.1434,0.102,semidiurna
44405700085,Asia Sur/Este,1.5027,0.1499,0.100,semidiurna
44405700095,Asia Sur/Este,1.5519,0.1447,0.093,semidiurna
44405700105,Asia Sur/Este,1.4575,0.2749,0.189,semidiurna
44405700115,Asia Sur/Este,1.2509,0.1609,0.129,semidiurna
44405700125,Asia Sur/Este,1.2101,0.1224,0.101,semidiurna
44405700275,Asia Sur/Este,1.1405,0.2244,0.197,semidiurna
44405700316,Asia Sur/Este,1.4635,0.1276,0.087,semidiurna
44405700325,Asia Sur/Este,1.4320,0.1792,0.125,semidiurna
44405700336,Asia Sur/Este,1.2579,0.1102,0.088,semidiurna
44405700355,Asia Sur/Este,1.4047,0.1301,0.093,semidiurna
44405700366,Asia Sur/Este,0.7144,0.0926,0.130,semidiurna
44405700385,Asia Sur/Este,0.7436,0.0891,0.120,semidiurna
44405700405,Asia Sur/Este,0.7391,0.1378,0.186,semidiurna
44405900016,Asia Sur/Este,0.7940,0.0942,0.119,semidiurna
44405900025,Asia Sur/Este,0.8283,0.0909,0.110,semidiurna
44406000015,Asia Sur/Este,0.8898,0.0733,0.082,semidiurna
44406000035,Asia Sur/Este,0.9561,0.0655,0.069,semidiurna
44406000055,Asia Sur/Este,0.9347,0.1511,0.162,semidiurna
44406000075,Asia Sur/Este,1.1186,0.1330,0.119,semidiurna
44406000081,Asia Sur/Este,1.1305,0.1562,0.138,semidiurna
44406000091,Asia Sur/Este,1.0880,0.1233,0.113,semidiurna
44406000101,Asia Sur/Este,0.5417,0.2251,0.416,mixta
44406000861,Asia Sur/Este,1.0640,0.1924,0.181,semidiurna
44406000995,Asia Sur/Este,1.0453,0.1720,0.165,semidiurna
44407700016,Asia Sur/Este,1.1382,0.0700,0.061,semidiurna
44407700035,Asia Sur/Este,1.1732,0.0688,0.059,semidiurna
44407700045,Asia Sur/Este,1.2146,0.0807,0.066,semidiurna
44407700055,Asia Sur/Este,1.3048,0.0789,0.060,semidiurna
44407700075,Asia Sur/Este,1.3586,0.1332,0.098,semidiurna
44407700085,Asia Sur/Este,1.3273,0.1119,0.084,semidiurna
44407700095,Asia Sur/Este,1.2401,0.1271,0.103,semidiurna
44407700105,Asia Sur/Este,1.1153,0.2156,0.193,semidiurna
44407700135,Asia Sur/Este,1.3134,0.1895,0.144,semidiurna
44407700155,Asia Sur/Este,1.3416,0.2426,0.181,semidiurna
44407700176,Asia Sur/Este,1.6435,0.1321,0.080,semidiurna
44407700186,Asia Sur/Este,0.9983,0.0420,0.042,semidiurna
44407700203,Asia Sur/Este,0.9965,0.0421,0.042,semidiurna
44407800015,Asia Sur/Este,1.6863,0.1690,0.100,semidiurna
44407800083,Asia Sur/Este,1.5967,0.1461,0.092,semidiurna
44407800101,Asia Sur/Este,1.6913,0.1667,0.099,semidiurna
44407900016,Asia Sur/Este,1.4348,0.1163,0.081,semidiurna
44407900025,Asia Sur/Este,1.3458,0.1049,0.078,semidiurna
44407900035,Asia Sur/Este,1.1807,0.1417,0.120,semidiurna
44407900045,Asia Sur/Este,1.0987,0.0886,0.081,semidiurna
44407900055,Asia Sur/Este,1.2374,0.0919,0.074,semidiurna
44407900105,Asia Sur/Este,1.3757,0.1062,0.077,semidiurna
44407900116,Asia Sur/Este,1.3805,0.0336,0.024,semidiurna
44408000725,Asia Sur/Este,1.0785,0.2060,0.191,semidiurna
44409000066,Asia Sur/Este,1.3361,0.0659,0.049,semidiurna
44409000075,Asia Sur/Este,1.5022,0.0494,0.033,semidiurna
44409000086,Asia Sur/Este,1.4672,0.0552,0.038,semidiurna
44409000105,Asia Sur/Este,1.4806,0.0547,0.037,semidiurna
44409000115,Asia Sur/Este,1.4833,0.0703,0.047,semidiurna
44409000125,Asia Sur/Este,1.4745,0.1046,0.071,semidiurna
44409000133,Asia Sur/Este,1.3289,0.1296,0.098,semidiurna
44409000143,Asia Sur/Este,1.2611,0.1235,0.098,semidiurna
44409000151,Asia Sur/Este,1.2280,0.1206,0.098,semidiurna
44409000163,Asia Sur/Este,1.1775,0.1525,0.129,semidiurna
44409000171,Asia Sur/Este,0.9544,0.1495,0.157,semidiurna
44409000181,Asia Sur/Este,0.6693,0.1678,0.251,mixta
44409000235,Asia Sur/Este,1.3363,0.1802,0.135,semidiurna
44409000245,Asia Sur/Este,1.0159,0.2947,0.290,mixta
44409000275,Asia Sur/Este,0.8861,0.2846,0.321,mixta
44409000305,Asia Sur/Este,1.3684,0.1093,0.080,semidiurna
44409000336,Asia Sur/Este,1.3676,0.1179,0.086,semidiurna
44409000346,Asia Sur/Este,1.4037,0.2370,0.169,semidiurna
44510000025,Asia Sur/Este,1.6969,0.3700,0.218,semidiurna
44510000035,Asia Sur/Este,1.8100,0.4446,0.246,semidiurna
44510000396,Asia Sur/Este,1.7948,0.6840,0.381,mixta
44510000406,Asia Sur/Este,1.2972,0.2826,0.218,semidiurna
44510000416,Asia Sur/Este,1.9529,1.2038,0.616,mixta
44530000026,Asia Sur/Este,2.1082,0.2802,0.133,semidiurna
44530000035,Asia Sur/Este,1.7950,0.4131,0.230,semidiurna
44530000045,Asia Sur/Este,2.3050,0.5141,0.223,semidiurna
44530000055,Asia Sur/Este,1.5343,0.5312,0.346,mixta
44530000066,Asia Sur/Este,0.5986,0.1840,0.307,mixta
44530000085,Asia Sur/Este,0.4588,0.1566,0.341,mixta
44530000095,Asia Sur/Este,0.2047,0.1836,0.897,mixta
44570000015,Asia Sur/Este,0.7395,0.1011,0.137,semidiurna
44570000025,Asia Sur/Este,0.7481,0.1124,0.150,semidiurna
44570000035,Asia Sur/Este,0.7498,0.1286,0.171,semidiurna
44570000095,Asia Sur/Este,1.0279,0.3242,0.315,mixta
44570000105,Asia Sur/Este,0.8468,0.1720,0.203,semidiurna
44570000185,Asia Sur/Este,0.7103,0.1062,0.150,semidiurna
44570000195,Asia Sur/Este,0.5445,0.1894,0.348,mixta
44570000245,Asia Sur/Este,0.6671,0.0812,0.122,semidiurna
44570000255,Asia Sur/Este,0.6713,0.1180,0.176,semidiurna
44570000585,Asia Sur/Este,0.6358,0.0958,0.151,semidiurna
44570000596,Asia Sur/Este,0.6190,0.1011,0.163,semidiurna
44570000666,Asia Sur/Este,0.5282,0.2202,0.417,mixta
44570000725,Asia Sur/Este,0.6304,0.1758,0.279,mixta
44570000736,Asia Sur/Este,0.5990,0.1793,0.299,mixta
44570000756,Asia Sur/Este,0.5250,0.1133,0.216,semidiurna
44570000856,Asia Sur/Este,0.6971,0.2160,0.310,mixta
44570000906,Asia Sur/Este,0.6105,0.2484,0.407,mixta
44570000976,Asia Sur/Este,0.8817,0.1014,0.115,semidiurna
44570001025,Asia Sur/Este,0.6574,0.1471,0.224,semidiurna
44570001036,Asia Sur/Este,0.5547,0.1845,0.333,mixta
44570001085,Asia Sur/Este,0.7291,0.0968,0.133,semidiurna
