tiempo_s,observado,modelo_nrsur,sin_onda_directa
-0.024292,-0.14390,-0.88966,-0.14510
-0.024169,-0.85996,-0.94023,0.04345
-0.024047,-1.50397,-0.98905,-0.24916
-0.023925,-1.36990,-1.03693,-1.13496
-0.023803,-0.86129,-1.08352,-1.98087
-0.023681,-0.68311,-1.12776,-2.10693
-0.023559,-0.86015,-1.17001,-1.63131
-0.023437,-1.02580,-1.21157,-1.19781
-0.023315,-1.12394,-1.25214,-1.11187
-0.023193,-1.28075,-1.28996,-1.19856
-0.023071,-1.36980,-1.32451,-1.30837
-0.022949,-1.26114,-1.35703,-1.46400
-0.022827,-1.24523,-1.38802,-1.60827
-0.022705,-1.63561,-1.41621,-1.65640
-0.022583,-2.08770,-1.44099,-1.72173
-0.022460,-1.93187,-1.46360,-1.87886
-0.022338,-1.20771,-1.48488,-1.83473
-0.022216,-0.72837,-1.50357,-1.33754
-0.022094,-0.92516,-1.51810,-0.80541
-0.021972,-1.26885,-1.52856,-0.91387
-0.021850,-1.20679,-1.53553,-1.52246
-0.021728,-1.04090,-1.53854,-1.71073
-0.021606,-1.27935,-1.53729,-1.10170
-0.021484,-1.64568,-1.53295,-0.46676
-0.021362,-1.52524,-1.52632,-0.61627
-0.021240,-1.06076,-1.51588,-1.28715
-0.021118,-0.92572,-1.49981,-1.67101
-0.020996,-1.17986,-1.47886,-1.57907
-0.020874,-1.27451,-1.45496,-1.45272
-0.020751,-1.15418,-1.42777,-1.51985
-0.020629,-1.35308,-1.39536,-1.59541
-0.020507,-1.85540,-1.35774,-1.58911
-0.020385,-1.88585,-1.31716,-1.60632
-0.020263,-1.19551,-1.27450,-1.55617
-0.020141,-0.62766,-1.22799,-1.21573
-0.020019,-0.91011,-1.17583,-0.76918
-0.019897,-1.67071,-1.11782,-0.75008
-0.019775,-2.15476,-1.05414,-1.23154
-0.019653,-2.17952,-0.98496,-1.55675
-0.019531,-1.84639,-0.91194,-1.21836
-0.019409,-1.06098,-0.83747,-0.58591
-0.019287,-0.02553,-0.76140,-0.29412
-0.019165,0.43626,-0.68080,-0.27024
-0.019042,-0.12275,-0.59414,0.00116
-0.018920,-0.86279,-0.50347,0.47647
-0.018798,-0.59194,-0.41098,0.58484
-0.018676,0.58988,-0.31613,0.24182
-0.018554,1.39332,-0.21807,0.03645
-0.018432,1.06755,-0.11845,0.24359
-0.018310,0.25691,-0.01930,0.41846
-0.018188,-0.05366,0.08056,0.26600
-0.018066,0.23156,0.18428,0.14779
-0.017944,0.54650,0.29289,0.28239
-0.017822,0.61946,0.40454,0.18629
-0.017700,0.62384,0.51691,-0.46053
-0.017578,0.60182,0.62832,-1.01523
-0.017456,0.35988,0.73743,-0.68433
-0.017334,-0.02395,0.84416,0.30878
-0.017211,-0.12791,0.95060,1.09023
-0.017089,0.19470,1.05849,1.30166
-0.016967,0.56772,1.16621,1.20291
-0.016845,0.69525,1.27023,0.97998
-0.016723,0.78888,1.36950,0.74012
-0.016601,1.09417,1.46595,0.92381
-0.016479,1.41406,1.56053,1.84379
-0.016357,1.51026,1.65119,2.88526
-0.016235,1.59900,1.73580,3.01683
-0.016113,1.94255,1.81492,2.21567
-0.015991,2.25985,1.89030,1.62970
-0.015869,2.14127,1.96213,2.06525
-0.015747,1.84581,2.02896,2.96318
-0.015625,2.02546,2.08942,3.26778
-0.015502,2.69729,2.14276,2.79342
-0.015380,3.11111,2.18865,2.20527
-0.015258,2.73905,2.22732,1.97126
-0.015136,1.91493,2.25952,1.94664
-0.015014,1.36527,2.28543,1.92502
-0.014892,1.46539,2.30401,2.00316
-0.014770,2.03954,2.31411,2.22142
-0.014648,2.58135,2.31570,2.30322
-0.014526,2.60032,2.30946,2.06447
-0.014404,2.02275,2.29565,1.77159
-0.014282,1.34037,2.27395,1.75178
-0.014160,1.17889,2.24411,1.88796
-0.014038,1.65018,2.20613,1.87041
-0.013916,2.24204,2.15988,1.74158
-0.013793,2.38634,2.10510,1.75619
-0.013671,2.05969,2.04189,1.85271
-0.013549,1.75426,1.97085,1.76197
-0.013427,1.85139,1.89277,1.56646
-0.013305,2.14548,1.80808,1.60214
-0.013183,2.16416,1.71646,1.77839
-0.013061,1.87032,1.61742,1.57917
-0.012939,1.68649,1.51122,0.91030
-0.012817,1.77624,1.39895,0.40947
-0.012695,1.76424,1.28142,0.61753
-0.012573,1.38876,1.15864,1.23609
-0.012451,0.96512,1.03089,1.51755
-0.012329,0.84197,0.89952,1.12463
-0.012207,0.82204,0.76569,0.36354
-0.012084,0.58841,0.62873,-0.20945
-0.011962,0.33118,0.48721,-0.21707
-0.011840,0.36187,0.34142,0.29420
-0.011718,0.37962,0.19373,0.84436
-0.011596,-0.16411,0.04627,0.89511
-0.011474,-1.04787,-0.10057,0.38550
-0.011352,-1.37742,-0.24710,-0.19002
-0.011230,-0.84736,-0.39329,-0.32219
-0.011108,-0.23170,-0.53902,-0.03132
-0.010986,-0.29524,-0.68404,0.19898
-0.010864,-0.77091,-0.82709,-0.00511
-0.010742,-0.88398,-0.96637,-0.49147
-0.010620,-0.51846,-1.10154,-0.82107
-0.010498,-0.31173,-1.23388,-0.87460
-0.010375,-0.70561,-1.36376,-0.99272
-0.010253,-1.38115,-1.48930,-1.41687
-0.010131,-1.72923,-1.60876,-1.88958
-0.010009,-1.59643,-1.72273,-2.08319
-0.009887,-1.39752,-1.83248,-2.15505
-0.009765,-1.57649,-1.93726,-2.47159
-0.009643,-2.07987,-2.03489,-2.97353
-0.009521,-2.42074,-2.12463,-3.29559
-0.009399,-2.26949,-2.20729,-3.39973
-0.009277,-1.88933,-2.28308,-3.54349
-0.009155,-1.83807,-2.35103,-3.64487
-0.009033,-2.25379,-2.41064,-3.30056
-0.008911,-2.67076,-2.46232,-2.58437
-0.008789,-2.66385,-2.50596,-2.21241
-0.008667,-2.42151,-2.54069,-2.56994
-0.008544,-2.38845,-2.56639,-3.07284
-0.008422,-2.53112,-2.58382,-2.96415
-0.008300,-2.43028,-2.59271,-2.38592
-0.008178,-2.08525,-2.59141,-2.10548
-0.008056,-2.04319,-2.57920,-2.36142
-0.007934,-2.50552,-2.55737,-2.57127
-0.007812,-2.88346,-2.52690,-2.22809
-0.007690,-2.68247,-2.48647,-1.59352
-0.007568,-2.32305,-2.43427,-1.28248
-0.007446,-2.45119,-2.37041,-1.45665
-0.007324,-2.81583,-2.29600,-1.69724
-0.007202,-2.64462,-2.21083,-1.58226
-0.007080,-1.97579,-2.11375,-1.18403
-0.006958,-1.70454,-2.00477,-0.94893
-0.006835,-2.17430,-1.88489,-1.15483
-0.006713,-2.58721,-1.75416,-1.56777
-0.006591,-2.20615,-1.61173,-1.70074
-0.006469,-1.43181,-1.45773,-1.40223
-0.006347,-1.10721,-1.29315,-1.05440
-0.006225,-1.24562,-1.11797,-1.08461
-0.006103,-1.14384,-0.93139,-1.41111
-0.005981,-0.54947,-0.73423,-1.60295
-0.005859,-0.02532,-0.52879,-1.53077
-0.005737,-0.07576,-0.31594,-1.50536
-0.005615,-0.46324,-0.09435,-1.66361
-0.005493,-0.64300,0.13611,-1.62425
-0.005371,-0.45106,0.37240,-1.08149
-0.005249,0.00731,0.61123,-0.39761
-0.005126,0.77667,0.85202,-0.09798
-0.005004,1.78146,1.09512,0.00330
-0.004882,2.39052,1.33867,0.53486
-0.004760,2.04921,1.57950,1.49588
-0.004638,1.32038,1.81593,2.19940
-0.004516,1.37778,2.04708,2.43550
-0.004394,2.28755,2.27044,2.90929
-0.004272,2.82913,2.48280,4.10212
-0.004150,2.42930,2.68275,5.37980
-0.004028,2.12460,2.86969,5.87505
-0.003906,2.86513,3.04071,5.77002
-0.003784,3.97953,3.19176,5.93469
-0.003662,4.35884,3.32157,6.55640
-0.003540,4.16974,3.43094,6.95556
-0.003417,4.13375,3.51772,6.75232
-0.003295,3.97898,3.57662,6.42637
-0.003173,3.13311,3.60525,6.47506
-0.003051,2.32344,3.60652,6.64998
-0.002929,2.73685,3.58269,6.42112
-0.002807,3.83325,3.53062,5.71053
-0.002685,3.80649,3.44584,4.66712
-0.002563,2.38116,3.32857,3.11106
-0.002441,1.41233,3.18232,0.90892
-0.002319,2.15624,3.00906,-1.26934
-0.002197,3.48571,2.80927,-2.41707
-0.002075,3.68340,2.58467,-2.54563
-0.001953,2.75573,2.33713,-2.72752
-0.001831,1.88268,2.06640,-3.45650
-0.001709,1.50025,1.77288,-3.88033
-0.001586,1.16251,1.46099,-3.30227
-0.001464,0.77337,1.13569,-2.53286
-0.001342,0.72283,0.79683,-2.71589
-0.001220,0.93073,0.44162,-3.48965
-0.001098,0.77311,0.07237,-3.58582
-0.000976,0.05015,-0.30358,-2.84752
-0.000854,-0.71876,-0.68210,-2.25245
-0.000732,-1.07952,-1.06544,-2.09265
-0.000610,-1.15328,-1.45528,-1.64437
-0.000488,-1.28492,-1.84711,-0.79158
-0.000366,-1.64445,-2.23400,-0.43365
-0.000244,-2.21205,-2.61236,-0.79043
-0.000122,-2.78866,-2.98091,-0.76361
0.000000,-3.07920,-3.33637,0.19690
0.000123,-3.10029,-3.67308,0.86741
0.000245,-3.32474,-3.98486,0.00546
0.000367,-4.02047,-4.26455,-1.62711
0.000489,-4.69338,-4.50311,-2.27540
0.000611,-4.70909,-4.69156,-1.62253
0.000733,-4.25975,-4.82278,-0.89918
0.000855,-4.11812,-4.88969,-0.87736
0.000977,-4.54554,-4.88328,-1.08974
0.001099,-5.01872,-4.79466,-1.07658
0.001221,-4.99559,-4.61847,-1.14552
0.001343,-4.46987,-4.35281,-1.49335
0.001465,-3.80745,-3.99725,-1.56801
0.001587,-3.38486,-3.55348,-0.91368
0.001709,-3.25815,-3.02784,-0.00420
0.001832,-2.96492,-2.43136,0.36024
0.001954,-2.00718,-1.77753,0.08341
0.002076,-0.74147,-1.08177,-0.28727
0.002198,-0.14323,-0.36287,-0.35862
0.002320,-0.29150,0.35723,-0.21753
0.002442,0.05037,1.05613,-0.14979
0.002564,1.61926,1.71287,-0.33352
0.002686,3.31247,2.30732,-0.68331
0.002808,3.73099,2.82003,-0.86843
0.002930,3.29838,3.23476,-0.68650
0.003052,3.47967,3.54072,-0.45482
0.003174,4.39324,3.73206,-0.68943
0.003296,4.76178,3.80615,-1.32166
0.003418,4.09619,3.76420,-1.65289
0.003541,3.32692,3.61317,-1.25752
0.003663,3.05031,3.36552,-0.54108
0.003785,2.66337,3.03632,-0.18516
0.003907,1.76281,2.64131,-0.35457
0.004029,1.05922,2.19686,-0.65501
0.004151,1.13039,1.71978,-0.64285
0.004273,1.34389,1.22595,-0.25199
0.004395,0.88622,0.72933,0.13889
0.004517,0.01940,0.24213,0.12220
0.004639,-0.55748,-0.22536,-0.10831
0.004761,-0.90516,-0.66564,0.13797
0.004883,-1.51749,-1.07312,0.97184
0.005005,-2.32464,-1.44174,1.44294
0.005127,-2.85404,-1.76408,0.81049
0.005250,-2.98643,-2.03323,-0.16508
0.005372,-2.85356,-2.24395,-0.18239
0.005494,-2.43260,-2.39051,0.63503
0.005616,-1.93385,-2.46466,0.93478
0.005738,-2.04553,-2.45765,0.27506
0.005860,-2.92774,-2.36441,-0.25465
0.005982,-3.45617,-2.18473,0.13591
0.006104,-2.51590,-1.92134,0.77867
0.006226,-0.73259,-1.57893,0.84248
0.006348,0.23105,-1.16567,0.64522
0.006470,-0.02008,-0.69424,0.80342
0.006592,-0.24053,-0.18076,0.99044
0.006714,0.39696,0.35643,0.58169
0.006836,1.15701,0.89700,-0.09357
0.006958,1.19174,1.41928,-0.21210
0.007081,1.01169,1.90253,0.22378
0.007203,1.58228,2.32864,0.53220
0.007325,2.67617,2.68204,0.56689
0.007447,3.21818,2.94963,0.81361
0.007569,2.97503,3.12255,1.37365
0.007691,2.82336,3.19789,1.74837
0.007813,3.26970,3.17811,1.65922
0.007935,3.67466,3.06900,1.33672
0.008057,3.33276,2.87910,1.00139
0.008179,2.56587,2.62006,0.75231
0.008301,2.14215,2.30624,0.88395
0.008423,2.10396,1.95288,1.51005
0.008545,1.88353,1.57496,1.91693
0.008667,1.33398,1.18702,1.22207
0.008790,0.87176,0.80280,-0.20135
0.008912,0.59578,0.43474,-0.92103
0.009034,0.07353,0.09396,-0.35854
0.009156,-0.71676,-0.20949,0.45408
0.009278,-1.01635,-0.46759,0.50711
0.009400,-0.44516,-0.67592,0.24733
0.009522,0.11693,-0.83327,0.59812
0.009644,-0.35825,-0.93951,1.31814
0.009766,-1.48095,-0.99448,1.41084
0.009888,-1.93406,-0.99952,0.79814
0.010010,-1.29738,-0.95878,0.44363
0.010132,-0.40669,-0.87819,0.77782
0.010254,0.01933,-0.76342,1.04572
0.010376,0.11110,-0.61973,0.58227
0.010499,0.12438,-0.45309,-0.11661
0.010621,-0.05642,-0.27052,-0.20669
0.010743,-0.39992,-0.07925,0.20596
0.010865,-0.47037,0.11355,0.32467
0.010987,-0.07250,0.30064,-0.07402
0.011109,0.34661,0.47499,-0.40921
0.011231,0.28405,0.63039,-0.29319
0.011353,-0.11653,0.76118,-0.02635
0.011475,-0.19406,0.86168,0.08746
0.011597,0.49704,0.92667,0.24696
0.011719,1.65072,0.95290,0.57684
0.011841,2.40133,0.93961,0.62619
0.011963,2.17232,0.88745,0.07833
0.012085,1.33707,0.79786,-0.43494
0.012208,0.77507,0.67389,-0.04848
0.012330,0.76250,0.52104,0.94699
0.012452,0.73890,0.34664,1.30945
0.012574,0.29442,0.15842,0.52315
0.012696,-0.18350,-0.03621,-0.57613
0.012818,-0.20966,-0.23003,-1.07030
0.012940,-0.03779,-0.41602,-1.01828
0.013062,-0.24284,-0.58783,-0.88899
0.013184,-0.76752,-0.74015,-0.72699
0.013306,-0.99563,-0.86917,-0.41973
0.013428,-0.71079,-0.97309,-0.19798
0.013550,-0.43999,-1.05216,-0.27914
0.013672,-0.71222,-1.10763,-0.38122
0.013794,-1.35400,-1.14070,-0.10218
0.013916,-1.74149,-1.15248,0.41611
0.014039,-1.54353,-1.14472,0.57941
0.014161,-1.00187,-1.11990,0.02728
0.014283,-0.57891,-1.08037,-0.94973
0.014405,-0.52086,-1.02760,-1.63804
0.014527,-0.74836,-0.96262,-1.54982
0.014649,-1.02591,-0.88665,-0.93646
0.014771,-1.18771,-0.80136,-0.54124
0.014893,-1.22933,-0.70867,-0.70974
0.015015,-1.16848,-0.61092,-0.98954
0.015137,-0.85824,-0.51113,-0.85793
0.015259,-0.13977,-0.41295,-0.51133
0.015381,0.72364,-0.32047,-0.48055
0.015503,1.05353,-0.23801,-0.72789
0.015625,0.51925,-0.16991,-0.73537
0.015748,-0.30767,-0.11994,-0.41192
0.015870,-0.60834,-0.09060,-0.27537
0.015992,-0.39580,-0.08293,-0.60128
0.016114,-0.35765,-0.09665,-0.93415
0.016236,-0.66047,-0.13023,-0.74072
0.016358,-0.70214,-0.18072,-0.19137
0.016480,-0.28083,-0.24376,0.06088
0.016602,-0.13323,-0.31404,-0.28976
0.016724,-0.74844,-0.38602,-0.89966
0.016846,-1.41484,-0.45455,-1.24066
0.016968,-1.22902,-0.51529,-1.10936
0.017090,-0.46061,-0.56508,-0.66169
0.017212,-0.05104,-0.60213,-0.15984
0.017334,-0.23038,-0.62603,0.21408
0.017457,-0.53544,-0.63756,0.39304
0.017579,-0.78759,-0.63844,0.35712
0.017701,-1.07781,-0.63096,0.04124
0.017823,-1.11286,-0.61755,-0.60019
0.017945,-0.61231,-0.60037,-1.34102
0.018067,-0.12038,-0.58095,-1.65866
0.018189,-0.35884,-0.56010,-1.25858
0.018311,-0.95475,-0.53792,-0.57242
0.018433,-0.95111,-0.51389,-0.34989
0.018555,-0.45827,-0.48704,-0.69891
0.018677,-0.49779,-0.45617,-0.97685
0.018799,-1.14200,-0.42014,-0.78909
0.018921,-1.22447,-0.37834,-0.53566
0.019043,-0.26607,-0.33105,-0.59248
0.019166,0.65908,-0.27946,-0.54157
0.019288,0.58183,-0.22545,0.11280
0.019410,-0.00015,-0.17126,0.90076
0.019532,-0.11848,-0.11931,0.92541
0.019654,0.27265,-0.07201,0.24079
0.019776,0.59698,-0.03150,-0.20515
0.019898,0.57085,0.00068,0.04065
0.020020,0.23402,0.02378,0.48546
0.020142,-0.26663,0.03813,0.66149
0.020264,-0.52455,0.04524,0.64305
0.020386,-0.17972,0.04748,0.46936
0.020508,0.38109,0.04747,-0.02671
0.020630,0.39574,0.04767,-0.57882
0.020752,-0.06177,0.05038,-0.57220
0.020875,-0.16678,0.05768,-0.06887
0.020997,0.20461,0.07103,0.14137
0.021119,0.21546,0.09082,-0.14770
0.021241,-0.39887,0.11633,-0.17077
0.021363,-0.70865,0.14613,0.40162
0.021485,-0.12506,0.17841,0.70439
0.021607,0.50253,0.21137,0.07361
0.021729,0.19657,0.24331,-0.72926
0.021851,-0.56763,0.27288,-0.63738
0.021973,-0.61780,0.29918,0.09903
0.022095,0.11332,0.32182,0.42656
0.022217,0.61886,0.34107,0.10471
0.022339,0.42126,0.35783,-0.18067
0.022461,0.13018,0.37337,0.02475
0.022583,0.34920,0.38890,0.53454
0.022706,0.86094,0.40538,1.01505
0.022828,1.13924,0.42342,1.20640
0.022950,1.07738,0.44319,0.93601
0.023072,0.89277,0.46426,0.44863
0.023194,0.67348,0.48549,0.33626
0.023316,0.35980,0.50525,0.68768
0.023438,0.05865,0.52172,0.84649
0.023560,0.08866,0.53318,0.48014
0.023682,0.58433,0.53834,0.19627
0.023804,1.16843,0.53652,0.48043
0.023926,1.27130,0.52768,0.76135
0.024048,0.83458,0.51234,0.36933
0.024170,0.39948,0.49168,-0.20192
0.024292,0.32193,0.46755,-0.00698
0.024415,0.27181,0.44230,0.77170
0.024537,-0.13174,0.41826,1.04401
0.024659,-0.55829,0.39738,0.49398
0.024781,-0.41400,0.38119,-0.00923
0.024903,0.15937,0.37084,0.18209
0.025025,0.40909,0.36692,0.60630
0.025147,0.09379,0.36918,0.56003
0.025269,-0.16532,0.37649,0.13145
0.025391,0.17458,0.38711,-0.10192
0.025513,0.81796,0.39920,0.06765
0.025635,1.08668,0.41120,0.39187
0.025757,0.78325,0.42198,0.67126
0.025879,0.34476,0.43081,0.91866
0.026001,0.33434,0.43714,1.08481
0.026124,0.90436,0.44064,0.94732
0.026246,1.59588,0.44155,0.40117
0.026368,1.66348,0.44083,-0.25764
0.026490,0.83417,0.43981,-0.53505
0.026612,-0.27024,0.43961,-0.30372
0.026734,-0.74137,0.44080,0.01457
0.026856,-0.39209,0.44363,0.02719
0.026978,0.15952,0.44812,-0.06222
0.027100,0.38556,0.45392,0.18099
0.027222,0.39795,0.46013,0.64252
0.027344,0.49922,0.46532,0.77493
0.027466,0.64242,0.46788,0.50675
0.027588,0.64575,0.46633,0.43643
0.027710,0.61845,0.45974,0.90361
0.027833,0.75287,0.44776,1.41300
0.027955,0.84854,0.43046,1.35651
0.028077,0.50893,0.40792,0.89735
0.028199,-0.15465,0.38030,0.68430
0.028321,-0.45837,0.34824,0.92397
0.028443,-0.00960,0.31302,1.15933
0.028565,0.68381,0.27610,0.88529
0.028687,0.81026,0.23861,0.10131
0.028809,0.29653,0.20124,-0.69006
0.028931,-0.14010,0.16449,-0.87966
0.029053,0.01642,0.12873,-0.28386
0.029175,0.42823,0.09413,0.57789
0.029297,0.43544,0.06061,0.90736
0.029419,-0.03677,0.02798,0.46647
0.029541,-0.42827,-0.00401,-0.19942
0.029664,-0.31654,-0.03564,-0.49600
0.029786,0.09846,-0.06700,-0.45987
0.029908,0.37001,-0.09789,-0.48929
0.030030,0.38501,-0.12792,-0.68704
0.030152,0.34721,-0.15678,-0.83901
0.030274,0.34833,-0.18418,-0.88141
0.030396,0.24094,-0.20975,-0.95346
0.030518,-0.08943,-0.23317,-0.99246
0.030640,-0.53927,-0.25440,-0.71490
0.030762,-0.86297,-0.27367,-0.15888
0.030884,-0.80543,-0.29107,0.13182
0.031006,-0.28698,-0.30652,-0.22125
0.031128,0.36012,-0.32020,-0.80954
0.031250,0.52437,-0.33273,-0.87750
0.031373,-0.04244,-0.34491,-0.31255
0.031495,-0.85869,-0.35735,0.20787
0.031617,-1.24416,-0.37030,0.14212
0.031739,-1.05316,-0.38362,-0.21158
0.031861,-0.63448,-0.39684,-0.18335
0.031983,-0.29204,-0.40958,0.33680
0.032105,-0.11266,-0.42183,0.78224
0.032227,-0.15215,-0.43382,0.67367
0.032349,-0.43738,-0.44531,0.17114
0.032471,-0.82899,-0.45545,-0.24223
0.032593,-1.08567,-0.46332,-0.37740
0.032715,-1.01749,-0.46853,-0.42010
0.032837,-0.56449,-0.47117,-0.52004
0.032959,0.04110,-0.47135,-0.57372
0.033082,0.22327,-0.46910,-0.44942
0.033204,-0.36969,-0.46446,-0.22977
0.033326,-1.17591,-0.45744,-0.15081
0.033448,-1.20522,-0.44811,-0.40025
0.033570,-0.43614,-0.43688,-0.95934
0.033692,-0.00799,-0.42461,-1.50297
0.033814,-0.57124,-0.41196,-1.53521
0.033936,-1.21463,-0.39916,-0.87559
0.034058,-0.79087,-0.38642,0.01470
0.034180,0.33561,-0.37445,0.45280
0.034302,0.86841,-0.36411,0.26600
0.034424,0.49405,-0.35580,-0.13882
0.034546,0.08147,-0.34979,-0.36136
0.034668,0.11991,-0.34679,-0.34400
0.034791,0.14846,-0.34766,-0.17060
0.034913,-0.12043,-0.35251,0.09949
0.035035,-0.24540,-0.36071,0.33079
0.035157,-0.00268,-0.37180,0.31354
0.035279,0.11327,-0.38585,-0.04823
0.035401,-0.14648,-0.40279,-0.65376
0.035523,-0.22884,-0.42201,-1.23952
0.035645,0.16321,-0.44273,-1.42931
0.035767,0.29990,-0.46404,-1.01996
0.035889,-0.44037,-0.48451,-0.40242
0.036011,-1.36551,-0.50223,-0.32566
0.036133,-1.42084,-0.51575,-0.90190
0.036255,-0.84329,-0.52446,-1.26803
0.036377,-0.71594,-0.52779,-0.76382
0.036500,-1.15832,-0.52460,-0.03255
0.036622,-1.23032,-0.51381,-0.17850
0.036744,-0.65327,-0.49519,-1.09054
0.036866,-0.34053,-0.46902,-1.55462
0.036988,-0.85828,-0.43525,-1.02241
0.037110,-1.47756,-0.39377,-0.26262
0.037232,-1.33458,-0.34526,-0.01854
0.037354,-0.65885,-0.29135,-0.00339
0.037476,-0.20891,-0.23385,0.28457
0.037598,-0.16247,-0.17442,0.61688
0.037720,-0.18212,-0.11468,0.58599
0.037842,-0.06271,-0.05609,0.42440
0.037964,0.19279,0.00019,0.50997
0.038086,0.48395,0.05288,0.58033
0.038208,0.47609,0.10011,0.26122
0.038331,-0.05795,0.14017,-0.04252
0.038453,-0.52302,0.17239,0.29049
0.038575,0.02129,0.19698,0.90576
0.038697,1.28783,0.21393,0.85142
0.038819,1.69134,0.22295,0.08917
0.038941,0.51084,0.22454,-0.41480
0.039063,-0.90002,0.22036,-0.24846
0.039185,-0.97095,0.21231,-0.13767
0.039307,-0.03272,0.20178,-0.58347
0.039429,0.55600,0.19000,-0.93450
0.039551,0.55578,0.17834,-0.49430
0.039673,0.70104,0.16804,0.25724
0.039795,0.96753,0.16006,0.38905
0.039917,0.59603,0.15546,-0.08194
0.040040,-0.27631,0.15529,-0.36931
0.040162,-0.54073,0.15972,-0.15189
0.040284,0.12394,0.16788,0.16827
0.040406,0.72922,0.17898,0.25248
0.040528,0.55165,0.19293,0.18620
0.040650,0.07782,0.20949,0.16721
0.040772,-0.04838,0.22750,0.34516
0.040894,0.01597,0.24572,0.76996
0.041016,-0.05060,0.26412,1.08286
0.041138,-0.02054,0.28331,0.67880
0.041260,0.32432,0.30312,-0.28607
0.041382,0.60191,0.32244,-0.61133
0.041504,0.44211,0.34034,0.43117
0.041626,0.16840,0.35633,1.81052
0.041749,0.25266,0.36988,1.96033
0.041871,0.52175,0.38054,0.90247
0.041993,0.52365,0.38841,0.01329
0.042115,0.31897,0.39373,-0.07470
0.042237,0.25924,0.39600,-0.02003
0.042359,0.26452,0.39434,-0.22111
0.042481,0.00794,0.38895,-0.14564
0.042603,-0.36662,0.38120,0.39543
0.042725,-0.39538,0.37218,0.59692
0.042847,-0.05013,0.36240,-0.03243
0.042969,0.30789,0.35306,-0.72931
0.043091,0.60213,0.34661,-0.61681
0.043213,0.96867,0.34515,0.01597
0.043335,1.15198,0.34920,0.35570
0.043458,0.79766,0.35846,0.31909
0.043580,0.27603,0.37304,0.35145
0.043702,0.30275,0.39290,0.48599
0.043824,0.74150,0.41706,0.44129
0.043946,0.76483,0.44399,0.33241
0.044068,0.25538,0.47229,0.49963
0.044190,-0.03201,0.50026,0.80615
0.044312,0.15644,0.52542,0.80735
0.044434,0.20098,0.54550,0.52619
0.044556,-0.11186,0.55960,0.42059
0.044678,-0.11900,0.56735,0.62031
0.044800,0.47433,0.56765,0.81091
0.044922,0.99674,0.55934,0.88717
0.045044,0.98948,0.54297,1.09972
0.045166,0.93319,0.52035,1.44963
0.045289,1.19180,0.49251,1.53323
0.045411,1.23432,0.45925,1.17471
0.045533,0.64026,0.42075,0.68754
0.045655,0.00813,0.37835,0.32544
0.045777,0.05186,0.33332,0.00263
0.045899,0.47983,0.28622,-0.26555
0.046021,0.55769,0.23771,-0.25121
0.046143,0.23877,0.18898,-0.08425
0.046265,0.01156,0.14082,-0.27223
0.046387,0.05486,0.09344,-0.82474
0.046509,0.16960,0.04772,-1.05278
0.046631,0.21041,0.00549,-0.64065
0.046753,0.11631,-0.03202,-0.17967
0.046875,-0.15854,-0.06491,-0.15010
0.046998,-0.42832,-0.09291,-0.15918
0.047120,-0.38110,-0.11421,0.19213
0.047242,-0.11011,-0.12725,0.47012
0.047364,-0.04880,-0.13280,0.19492
0.047486,-0.21311,-0.13302,-0.22925
0.047608,-0.11650,-0.12922,-0.20112
0.047730,0.35647,-0.12199,0.06165
0.047852,0.66121,-0.11278,0.05256
0.047974,0.45050,-0.10378,-0.02101
0.048096,0.06756,-0.09654,0.30793
0.048218,-0.10595,-0.09204,0.73792
0.048340,-0.13933,-0.09196,0.59232
0.048462,-0.10513,-0.09796,-0.02419
0.048584,0.13771,-0.10996,-0.37487
0.048707,0.35779,-0.12646,-0.24948
0.048829,-0.06937,-0.14676,-0.14800
0.048951,-1.07576,-0.17106,-0.37559
0.049073,-1.55679,-0.19819,-0.67902
0.049195,-0.83054,-0.22518,-0.77344
0.049317,0.19948,-0.24980,-0.64926
0.049439,0.21795,-0.27211,-0.38344
0.049561,-0.64473,-0.29251,-0.09777
0.049683,-1.14431,-0.30995,0.00067
0.049805,-0.83188,-0.32322,-0.09760
0.049927,-0.47392,-0.33256,-0.09508
0.050049,-0.54144,-0.33886,0.10948
0.050171,-0.49011,-0.34229,0.14857
0.050293,0.05687,-0.34313,-0.20168
0.050416,0.49855,-0.34271,-0.54121
0.050538,0.31150,-0.34208,-0.44256
0.050660,0.02358,-0.34064,-0.14023
0.050782,0.27025,-0.33757,-0.12657
0.050904,0.56945,-0.33384,-0.42460
0.051026,0.03872,-0.33095,-0.75754
0.051148,-1.09798,-0.32833,-1.05206
0.051270,-1.72496,-0.32416,-1.24172
0.051392,-1.35804,-0.31851,-0.99794
0.051514,-0.58272,-0.31366,-0.30607
0.051636,-0.07554,-0.31130,0.08135
0.051758,0.03971,-0.31131,-0.44555
0.051880,-0.10076,-0.31377,-1.25137
0.052002,-0.33635,-0.32005,-1.14194
0.052125,-0.36847,-0.33102,-0.06434
0.052247,0.01832,-0.34593,0.80608
0.052369,0.51562,-0.36400,0.77245
0.052491,0.52001,-0.38530,0.44173
0.052613,-0.06807,-0.40905,0.50377
0.052735,-0.62614,-0.43260,0.63216
0.052857,-0.55635,-0.45348,0.25582
0.052979,-0.00551,-0.47087,-0.33207
0.053101,0.35601,-0.48381,-0.50292
0.053223,0.14671,-0.48938,-0.42016
0.053345,-0.35167,-0.48475,-0.67131
