tiempo_s,observado,modelo_nrsur,sin_onda_directa
0.132813,0.09217,-0.12824,-0.15397
0.132935,0.25014,-0.12976,-0.07593
0.133057,0.34829,-0.13032,0.01780
0.133179,-0.10238,-0.12975,0.30037
0.133301,-0.49387,-0.12897,0.43389
0.133423,-0.16955,-0.12821,-0.04015
0.133545,0.35698,-0.12645,-0.69970
0.133667,0.18453,-0.12340,-0.61247
0.133790,-0.48613,-0.12021,0.15512
0.133912,-0.63043,-0.11723,0.45404
0.134034,0.02892,-0.11294,-0.20771
0.134156,0.63821,-0.10639,-0.89700
0.134278,0.49006,-0.09914,-0.70945
0.134400,-0.04858,-0.09328,0.00274
0.134522,-0.18767,-0.08857,0.45883
0.134644,0.19331,-0.08330,0.57839
0.134766,0.50980,-0.07718,0.57503
0.134888,0.31968,-0.07144,0.26995
0.135010,-0.17174,-0.06665,-0.37587
0.135132,-0.47183,-0.06230,-0.75367
0.135254,-0.40348,-0.05846,-0.45746
0.135376,-0.18993,-0.05604,-0.03608
0.135499,-0.06577,-0.05513,-0.10885
0.135621,-0.04095,-0.05476,-0.33340
0.135743,-0.06599,-0.05473,-0.09893
0.135865,-0.17256,-0.05589,0.31466
0.135987,-0.30134,-0.05811,0.23720
0.136109,-0.21657,-0.05954,-0.12777
0.136231,0.15904,-0.05907,0.02402
0.136353,0.49476,-0.05792,0.70328
0.136475,0.45114,-0.05754,1.00522
0.136597,0.19835,-0.05703,0.50136
0.136719,0.15210,-0.05423,-0.10434
0.136841,0.28612,-0.04843,-0.04330
0.136963,0.18924,-0.04049,0.44073
0.137085,-0.19490,-0.03074,0.55433
0.137208,-0.42234,-0.01869,0.10471
0.137330,-0.25451,-0.00457,-0.32410
0.137452,0.00610,0.01054,-0.22420
0.137574,0.07257,0.02606,0.23338
0.137696,0.10553,0.04222,0.52575
0.137818,0.34793,0.05864,0.43652
0.137940,0.67577,0.07422,0.20632
0.138062,0.74888,0.08865,0.13448
0.138184,0.42352,0.10247,0.24637
0.138306,-0.08872,0.11504,0.39771
0.138428,-0.37417,0.12406,0.51331
0.138550,-0.19224,0.12815,0.56088
0.138672,0.21881,0.12863,0.42522
0.138794,0.40776,0.12746,0.05466
0.138916,0.33424,0.12445,-0.32121
0.139039,0.35225,0.11803,-0.40170
0.139161,0.51086,0.10794,-0.25407
0.139283,0.45970,0.09548,-0.23403
0.139405,0.21393,0.08155,-0.41036
0.139527,0.25967,0.06609,-0.43676
0.139649,0.58385,0.04942,-0.14861
0.139771,0.44846,0.03263,0.10815
0.139893,-0.38059,0.01622,0.00579
0.140015,-1.03115,0.00012,-0.26865
0.140137,-0.77905,-0.01492,-0.37464
0.140259,-0.12590,-0.02732,-0.36566
0.140381,0.07050,-0.03677,-0.49894
0.140503,-0.16213,-0.04470,-0.71682
0.140625,-0.26862,-0.05183,-0.68709
0.140748,-0.14911,-0.05643,-0.26976
0.140870,-0.06374,-0.05648,0.29769
0.140992,-0.08053,-0.05226,0.63478
0.141114,-0.22402,-0.04551,0.55362
0.141236,-0.59976,-0.03687,0.24170
0.141358,-0.85815,-0.02573,0.08109
0.141480,-0.32258,-0.01216,0.17664
0.141602,0.73508,0.00287,0.22888
0.141724,0.93669,0.01892,0.04550
0.141846,-0.20666,0.03603,-0.13776
0.141968,-1.19861,0.05336,-0.14277
0.142090,-0.64786,0.06946,-0.22539
0.142212,0.54844,0.08399,-0.50584
0.142334,0.60843,0.09769,-0.50801
0.142457,-0.38218,0.11002,0.08595
0.142579,-0.87933,0.11897,0.67102
0.142701,-0.48980,0.12375,0.49319
0.142823,-0.25325,0.12606,-0.16618
0.142945,-0.50118,0.12742,-0.41530
0.143067,-0.36597,0.12702,-0.08769
0.143189,0.36194,0.12339,0.20316
0.143311,0.66794,0.11703,0.15579
0.143433,0.14614,0.10956,0.08260
0.143555,-0.12798,0.10143,0.21342
0.143677,0.64389,0.09225,0.43948
0.143799,1.56485,0.08269,0.64994
0.143921,1.37753,0.07401,0.68454
0.144043,0.37564,0.06619,0.20983
0.144166,-0.13134,0.05843,-0.65072
0.144288,0.16780,0.05119,-0.96984
0.144410,0.27164,0.04561,-0.22779
0.144532,-0.38580,0.04130,0.55199
0.144654,-0.94824,0.03662,0.06675
0.144776,-0.46888,0.03179,-1.17948
0.144898,0.51259,0.02904,-1.47513
0.145020,0.66259,0.02920,-0.48152
0.145142,-0.15606,0.03026,0.37038
0.145264,-0.68163,0.03042,0.23467
0.145386,-0.21771,0.03052,-0.05409
0.145508,0.31591,0.03194,0.26212
0.145630,-0.07560,0.03403,0.60574
0.145752,-0.83352,0.03533,0.38240
0.145875,-0.74155,0.03585,0.17925
0.145997,0.20516,0.03616,0.59363
0.146119,0.92227,0.03541,0.95311
0.146241,0.82415,0.03240,0.39499
0.146363,0.25330,0.02761,-0.53293
0.146485,-0.34555,0.02202,-0.59160
0.146607,-0.67830,0.01478,0.23695
0.146729,-0.37253,0.00436,0.76069
0.146851,0.47729,-0.00833,0.42885
0.146973,0.90477,-0.02061,0.04725
0.147095,0.28612,-0.03173,0.34428
0.147217,-0.47605,-0.04328,0.76263
0.147339,-0.19967,-0.05578,0.37276
0.147461,0.61476,-0.06716,-0.56230
0.147583,0.53399,-0.07574,-0.85772
0.147706,-0.43438,-0.08213,-0.16582
0.147828,-0.89059,-0.08703,0.47928
0.147950,-0.38348,-0.08946,0.23074
0.148072,0.04887,-0.08851,-0.29986
0.148194,-0.12477,-0.08508,-0.08288
0.148316,-0.12347,-0.08021,0.62832
0.148438,0.47933,-0.07330,0.67292
0.148560,0.88454,-0.06398,-0.18955
0.148682,0.56094,-0.05386,-0.92858
0.148804,0.21650,-0.04456,-0.77428
0.148926,0.45903,-0.03513,-0.10269
0.149048,0.69623,-0.02395,0.37891
0.149170,0.28326,-0.01214,0.41533
0.149292,-0.27262,-0.00236,-0.00794
0.149415,-0.26578,0.00489,-0.75079
0.149537,-0.10619,0.01136,-1.21010
0.149659,-0.56770,0.01747,-0.85005
0.149781,-1.30109,0.02155,-0.19396
0.149903,-1.25897,0.02268,-0.27320
0.150025,-0.36343,0.02187,-0.94240
0.150147,0.32862,0.01966,-0.94476
0.150269,0.18466,0.01506,0.06085
0.150391,-0.19052,0.00773,0.87782
0.150513,-0.01409,-0.00107,0.69299
0.150635,0.48992,-0.01072,0.26330
0.150757,0.50336,-0.02224,0.42275
0.150879,-0.13980,-0.03574,0.68781
0.151001,-0.73173,-0.04904,0.34612
0.151124,-0.69597,-0.06038,-0.16783
0.151246,-0.27841,-0.07079,-0.13021
0.151368,-0.03969,-0.08160,0.11390
0.151490,-0.09264,-0.09144,-0.15771
0.151612,-0.18509,-0.09780,-0.66358
0.151734,-0.22121,-0.10047,-0.62648
0.151856,-0.27614,-0.10104,-0.17124
0.151978,-0.29905,-0.09977,-0.02489
0.152100,-0.23575,-0.09560,-0.14381
0.152222,-0.27586,-0.08860,0.15972
0.152344,-0.51183,-0.08008,0.82606
0.152466,-0.53287,-0.07024,0.95100
0.152588,0.04824,-0.05832,0.24203
0.152710,0.77696,-0.04509,-0.44019
0.152833,0.79312,-0.03272,-0.36865
0.152955,0.12923,-0.02169,0.02239
0.153077,-0.22294,-0.01038,-0.07682
0.153199,0.22929,0.00165,-0.59504
0.153321,0.76055,0.01232,-0.75679
0.153443,0.59348,0.02012,-0.28556
0.153565,0.04540,0.02610,0.20395
0.153687,-0.10509,0.03153,0.09764
0.153809,0.16681,0.03559,-0.42161
0.153931,0.25249,0.03710,-0.73838
0.154053,-0.10204,0.03678,-0.63853
0.154175,-0.58364,0.03581,-0.40254
0.154297,-0.89105,0.03374,-0.24372
0.154419,-0.96072,0.02972,-0.08396
0.154541,-0.72060,0.02468,0.14151
0.154664,-0.11639,0.02003,0.36205
0.154786,0.61057,0.01539,0.58897
0.154908,1.04308,0.00972,0.86806
0.155030,1.04055,0.00387,0.97752
0.155152,0.82649,-0.00035,0.63130
0.155274,0.59562,-0.00300,0.08567
0.155396,0.26339,-0.00564,0.00067
0.155518,-0.28118,-0.00828,0.45379
0.155640,-0.81440,-0.00925,0.65883
0.155762,-0.88840,-0.00824,0.07458
0.155884,-0.39508,-0.00694,-0.73728
0.156006,0.14179,-0.00627,-0.92539
0.156128,0.10776,-0.00525,-0.58216
0.156250,-0.41387,-0.00338,-0.46359
0.156373,-0.75981,-0.00187,-0.74586
0.156495,-0.61296,-0.00152,-0.82585
0.156617,-0.30836,-0.00137,-0.31045
0.156739,-0.10026,-0.00077,0.47684
0.156861,0.19927,-0.00083,1.05377
0.156983,0.55588,-0.00239,1.28484
0.157105,0.49685,-0.00436,1.20773
0.157227,0.07289,-0.00555,0.83298
0.157349,0.13180,-0.00680,0.31219
0.157471,0.87980,-0.00939,-0.03003
0.157593,1.17560,-0.01269,-0.03305
0.157715,0.34316,-0.01524,0.13161
0.157837,-0.34933,-0.01730,0.25574
0.157959,0.46612,-0.02022,0.37401
0.158082,1.81567,-0.02387,0.59758
0.158204,1.69504,-0.02696,0.79146
0.158326,0.28350,-0.02930,0.63104
0.158448,-0.32632,-0.03180,0.04419
0.158570,0.46795,-0.03424,-0.53839
0.158692,0.91982,-0.03532,-0.58284
0.158814,-0.05864,-0.03489,-0.11906
0.158936,-1.16797,-0.03417,0.24736
0.159058,-0.96516,-0.03325,0.11273
0.159180,-0.07161,-0.03052,-0.24851
0.159302,0.13240,-0.02512,-0.41499
0.159424,-0.30149,-0.01811,-0.42430
0.159546,-0.39904,-0.01043,-0.44170
0.159668,-0.06677,-0.00154,-0.27014
0.159791,0.00735,0.00890,0.19270
0.159913,-0.24904,0.01972,0.44465
0.160035,-0.26227,0.02984,0.14184
0.160157,0.04182,0.03977,-0.05359
0.160279,0.15675,0.05009,0.54803
0.160401,0.00628,0.05981,1.20809
0.160523,0.06292,0.06762,0.67134
0.160645,0.37463,0.07389,-0.62295
0.160767,0.37899,0.07959,-0.90708
0.160889,-0.06051,0.08424,0.13996
0.161011,-0.25845,0.08661,0.78765
0.161133,0.21202,0.08688,0.03994
0.161255,0.73195,0.08626,-0.77025
0.161377,0.53813,0.08504,-0.24903
0.161500,-0.08883,0.08256,0.77101
0.161622,-0.27190,0.07903,0.67651
0.161744,0.08909,0.07543,-0.34959
0.161866,0.19751,0.07179,-0.84057
0.161988,-0.33809,0.06722,-0.43663
0.162110,-0.83365,0.06178,-0.12436
0.162232,-0.54063,0.05665,-0.37961
0.162354,0.18788,0.05222,-0.58822
0.162476,0.32949,0.04746,-0.37041
0.162598,-0.38798,0.04192,-0.18851
0.162720,-1.09927,0.03639,-0.35822
0.162842,-0.94447,0.03133,-0.49221
0.162964,-0.12952,0.02589,-0.30477
0.163086,0.42270,0.01952,-0.13154
0.163208,0.18017,0.01311,-0.22055
0.163331,-0.52819,0.00764,-0.21708
0.163453,-0.96620,0.00286,0.13863
0.163575,-0.67397,-0.00172,0.39310
0.163697,0.15978,-0.00563,0.07320
0.163819,0.81661,-0.00830,-0.43380
0.163941,0.67792,-0.01020,-0.39363
0.164063,-0.09645,-0.01174,0.12005
0.164185,-0.65402,-0.01219,0.32545
0.164307,-0.37159,-0.01066,-0.04120
0.164429,0.42987,-0.00779,-0.33884
0.164551,0.84474,-0.00479,-0.08117
0.164673,0.36663,-0.00163,0.25782
0.164795,-0.61752,0.00249,-0.02742
0.164917,-1.24563,0.00724,-0.73370
0.165040,-0.98929,0.01125,-0.95310
0.165162,-0.12540,0.01406,-0.35350
0.165284,0.49478,0.01653,0.31830
0.165406,0.23542,0.01913,0.22433
0.165528,-0.64101,0.02128,-0.47522
0.165650,-1.17636,0.02258,-0.87135
0.165772,-0.76319,0.02323,-0.44386
0.165894,0.12609,0.02311,0.40605
0.166016,0.51617,0.02167,0.89889
0.166138,0.14583,0.01902,0.66356
0.166260,-0.29937,0.01610,-0.00501
0.166382,-0.21486,0.01311,-0.44674
0.166504,0.17724,0.00912,-0.20957
0.166626,0.36798,0.00370,0.48555
0.166749,0.33435,-0.00225,0.88213
0.166871,0.30807,-0.00802,0.47084
0.166993,0.19718,-0.01429,-0.39633
0.167115,-0.14050,-0.02189,-0.84956
0.167237,-0.33817,-0.03026,-0.44714
0.167359,0.03969,-0.03822,0.36997
0.167481,0.62997,-0.04542,0.76752
0.167603,0.62401,-0.05213,0.34375
0.167725,0.02312,-0.05827,-0.52164
0.167847,-0.26605,-0.06369,-1.03236
0.167969,0.17925,-0.06871,-0.70670
0.168091,0.60882,-0.07343,0.13751
0.168213,0.26254,-0.07699,0.64415
0.168335,-0.47093,-0.07865,0.29795
0.168458,-0.73298,-0.07896,-0.47817
0.168580,-0.50724,-0.07890,-0.79200
0.168702,-0.40691,-0.07821,-0.35014
0.168824,-0.46558,-0.07595,0.22759
0.168946,-0.14271,-0.07226,0.27771
0.169068,0.46580,-0.06831,-0.07029
0.169190,0.48179,-0.06449,-0.23041
0.169312,-0.30779,-0.05997,-0.02826
0.169434,-0.79346,-0.05419,0.24186
0.169556,-0.06041,-0.04753,0.44069
0.169678,1.10631,-0.04050,0.67799
0.169800,1.20370,-0.03326,0.81896
0.169922,0.17650,-0.02621,0.53927
0.170044,-0.50749,-0.01987,0.00162
0.170166,-0.04151,-0.01395,-0.15820
0.170289,0.58535,-0.00752,0.20517
0.170411,0.21561,-0.00058,0.40107
0.170533,-0.64314,0.00574,-0.05892
0.170655,-0.63064,0.01085,-0.62100
0.170777,0.32345,0.01549,-0.47909
0.170899,0.90548,0.02023,0.19831
0.171021,0.44061,0.02442,0.55429
0.171143,-0.22578,0.02736,0.34061
0.171265,-0.23410,0.02955,0.12373
0.171387,0.04054,0.03177,0.20395
0.171509,-0.06129,0.03381,0.19132
0.171631,-0.24272,0.03509,-0.08103
0.171753,0.09112,0.03571,-0.05687
0.171875,0.62980,0.03589,0.56580
0.171998,0.66500,0.03506,1.02402
0.172120,0.32806,0.03269,0.47628
0.172242,0.25320,0.02953,-0.57238
0.172364,0.35441,0.02671,-0.78481
0.172486,0.06710,0.02399,0.10050
0.172608,-0.39791,0.02037,0.84528
0.172730,-0.24209,0.01600,0.51348
0.172852,0.47656,0.01200,-0.19145
0.172974,0.77558,0.00865,-0.08558
0.173096,0.33597,0.00510,0.64084
0.173218,0.02816,0.00124,0.74296
0.173340,0.42256,-0.00176,-0.10808
0.173462,0.80286,-0.00316,-0.79350
0.173584,0.34920,-0.00342,-0.45009
0.173707,-0.49438,-0.00302,0.30121
0.173829,-0.69286,-0.00181,0.44385
0.173951,-0.15260,0.00010,0.07385
0.174073,0.32099,0.00187,-0.04993
0.174195,0.32978,0.00328,0.10147
0.174317,0.23353,0.00506,-0.06985
0.174439,0.24127,0.00728,-0.55639
0.174561,0.05376,0.00863,-0.69315
0.174683,-0.38808,0.00821,-0.32808
0.174805,-0.59596,0.00674,-0.03401
0.174927,-0.34894,0.00495,-0.02748
0.175049,-0.14378,0.00194,0.13669
0.175171,-0.35146,-0.00336,0.54606
0.175293,-0.52383,-0.01030,0.59652
0.175416,-0.16175,-0.01738,0.09505
0.175538,0.34071,-0.02437,-0.22699
0.175660,0.31524,-0.03201,0.12575
0.175782,0.01181,-0.04017,0.55633
0.175904,0.20606,-0.04800,0.38591
0.176026,0.76753,-0.05550,0.03323
0.176148,0.72061,-0.06302,0.31908
0.176270,-0.11438,-0.06977,1.04626
0.176392,-0.66016,-0.07435,1.22754
0.176514,-0.21319,-0.07685,0.57156
0.176636,0.49134,-0.07844,-0.16577
0.176758,0.52534,-0.07907,-0.37685
0.176880,0.16960,-0.07723,-0.31954
0.177002,0.18266,-0.07248,-0.39584
0.177125,0.40769,-0.06612,-0.46215
0.177247,0.17577,-0.05879,-0.29711
0.177369,-0.37344,-0.04921,-0.16745
0.177491,-0.49043,-0.03651,-0.36774
0.177613,-0.12614,-0.02179,-0.61242
0.177735,0.00385,-0.00652,-0.49224
0.177857,-0.35802,0.00925,-0.23890
0.177979,-0.66767,0.02576,-0.36959
0.178101,-0.55551,0.04208,-0.75398
0.178223,-0.30743,0.05719,-0.78291
0.178345,-0.20599,0.07136,-0.43259
0.178467,-0.15312,0.08482,-0.33460
0.178589,-0.15031,0.09616,-0.61881
0.178711,-0.41158,0.10389,-0.56014
0.178833,-0.72850,0.10845,0.18801
0.178956,-0.46014,0.11096,0.82291
0.179078,0.45244,0.11072,0.54128
0.179200,1.12039,0.10615,-0.19514
0.179322,0.82588,0.09763,-0.39514
0.179444,-0.03209,0.08725,-0.05662
0.179566,-0.56837,0.07579,0.03025
0.179688,-0.50905,0.06223,-0.29153
0.179810,-0.21621,0.04632,-0.39504
0.179932,-0.06242,0.02948,-0.10818
0.180054,-0.22528,0.01269,-0.03726
0.180176,-0.70711,-0.00426,-0.44470
0.180298,-1.13310,-0.02084,-0.74918
0.180420,-0.92246,-0.03516,-0.51394
0.180542,-0.11008,-0.04622,-0.14302
0.180665,0.39351,-0.05493,-0.14303
0.180787,-0.09358,-0.06168,-0.33984
0.180909,-0.97415,-0.06503,-0.30893
0.181031,-1.06867,-0.06393,-0.05117
0.181153,-0.20784,-0.05956,0.23019
0.181275,0.56159,-0.05318,0.54319
0.181397,0.41541,-0.04373,0.81264
0.181519,-0.25754,-0.02973,0.63776
0.181641,-0.56777,-0.01218,-0.08571
0.181763,-0.29997,0.00658,-0.67979
0.181885,0.06675,0.02583,-0.44658
0.182007,0.20003,0.04618,0.33584
0.182129,0.25240,0.06694,0.77435
0.182251,0.42100,0.08635,0.53016
0.182374,0.63158,0.10387,0.06762
0.182496,0.76751,0.11998,-0.11060
0.182618,0.86658,0.13389,0.06412
0.182740,0.91788,0.14369,0.40220
0.182862,0.73050,0.14904,0.59964
0.182984,0.22751,0.15118,0.31511
0.183106,-0.31019,0.15013,-0.40225
0.183228,-0.52618,0.14432,-0.87213
0.183350,-0.40320,0.13373,-0.51030
0.183472,-0.19447,0.12096,0.25574
0.183594,-0.05809,0.10781,0.39216
0.183716,0.00818,0.09320,-0.34476
0.183838,-0.02019,0.07590,-1.01621
0.183960,-0.14388,0.05727,-0.74814
0.184083,-0.15382,0.03950,0.15344
0.184205,0.15553,0.02282,0.73171
0.184327,0.56159,0.00654,0.64035
0.184449,0.57808,-0.00873,0.36053
0.184571,0.15628,-0.02189,0.33184
0.184693,-0.16922,-0.03345,0.41661
0.184815,-0.04851,-0.04441,0.30280
0.184937,0.16432,-0.05412,-0.00141
0.185059,0.00263,-0.06143,-0.29512
0.185181,-0.35837,-0.06719,-0.51211
0.185303,-0.42276,-0.07321,-0.65884
0.185425,-0.19671,-0.07902,-0.61734
0.185547,-0.11189,-0.08247,-0.29800
0.185669,-0.25066,-0.08343,0.10006
0.185791,-0.26225,-0.08431,0.25188
0.185914,-0.04221,-0.08648,0.11497
0.186036,0.10897,-0.08877,-0.04566
0.186158,0.06106,-0.09022,-0.03210
0.186280,0.00243,-0.09181,0.10750
0.186402,-0.04684,-0.09438,0.27335
0.186524,-0.24287,-0.09701,0.42826
0.186646,-0.36326,-0.09899,0.46761
0.186768,0.02317,-0.10126,0.26009
0.186890,0.65112,-0.10447,-0.05623
0.187012,0.64248,-0.10734,-0.10048
0.187134,-0.13280,-0.10871,0.22790
0.187256,-0.60315,-0.10938,0.51554
0.187378,0.00452,-0.11004,0.39839
0.187500,0.94104,-0.10896,0.12005
0.187623,1.00014,-0.10404,0.15678
0.187745,0.25047,-0.09615,0.46139
0.187867,-0.22501,-0.08775,0.55134
0.187989,0.01286,-0.07912,0.29173
0.188111,0.35805,-0.06846,0.06562
0.188233,0.33551,-0.05536,0.08924
0.188355,0.20560,-0.04163,0.08634
0.188477,0.23269,-0.02850,-0.15795
0.188599,0.20168,-0.01554,-0.40645
0.188721,-0.03181,-0.00268,-0.40650
0.188843,-0.22086,0.00880,-0.28373
0.188965,-0.28125,0.01821,-0.21208
0.189087,-0.47897,0.02614,-0.12106
0.189209,-0.71161,0.03252,-0.03189
0.189332,-0.37192,0.03612,-0.19935
0.189454,0.54775,0.03692,-0.53936
0.189576,1.01043,0.03690,-0.44790
0.189698,0.36122,0.03707,0.27716
0.189820,-0.50934,0.03570,0.83868
0.189942,-0.40564,0.03112,0.46850
0.190064,0.35317,0.02456,-0.33209
0.190186,0.53607,0.01845,-0.41842
0.190308,0.01928,0.01309,0.33302
0.190430,-0.17013,0.00717,0.89488
0.190552,0.29317,0.00057,0.63498
0.190674,0.57961,-0.00558,0.08282
0.190796,0.27467,-0.01094,-0.08182
0.190918,0.02110,-0.01592,0.02658
0.191041,0.20977,-0.02009,0.00047
0.191163,0.29942,-0.02252,-0.08847
0.191285,-0.04294,-0.02351,0.02836
0.191407,-0.28596,-0.02392,0.24376
0.191529,-0.10800,-0.02285,0.32990
0.191651,-0.04284,-0.01830,0.37278
0.191773,-0.40539,-0.01036,0.42855
0.191895,-0.60645,-0.00151,0.16829
0.192017,-0.25125,0.00691,-0.50336
0.192139,0.07218,0.01631,-0.88515
0.192261,-0.12501,0.02803,-0.34592
0.192383,-0.34432,0.04092,0.53170
0.192505,-0.14766,0.05299,0.62328
0.192627,-0.08062,0.06373,-0.04829
0.192750,-0.50985,0.07343,-0.36000
0.192872,-0.54062,0.08151,0.10826
0.192994,0.56526,0.08711,0.48234
0.193116,1.71219,0.09037,0.14110
0.193238,1.32550,0.09153,-0.30557
0.193360,-0.11645,0.08991,-0.19230
0.193482,-0.67227,0.08526,0.08872
0.193604,0.09552,0.07923,-0.05821
0.193726,0.60455,0.07352,-0.34338
0.193848,-0.05496,0.06735,-0.24352
0.193970,-0.76331,0.05869,-0.01470
0.194092,-0.39532,0.04785,-0.13179
0.194214,0.41589,0.03744,-0.33119
0.194336,0.53083,0.02899,-0.15024
0.194458,0.05732,0.02142,0.11499
0.194581,-0.21950,0.01345,-0.04911
0.194703,-0.19370,0.00553,-0.34867
0.194825,-0.18430,-0.00138,-0.18510
0.194947,-0.08408,-0.00726,0.23705
0.195069,0.25117,-0.01232,0.32251
0.195191,0.35762,-0.01634,0.20293
0.195313,-0.17411,-0.01945,0.32787
0.195435,-0.85173,-0.02238,0.30839
0.195557,-0.93492,-0.02497,-0.51498
0.195679,-0.56927,-0.02587,-1.53446
0.195801,-0.47023,-0.02475,-1.39062
0.195923,-0.73958,-0.02361,-0.15504
0.196045,-0.79944,-0.02422,0.52078
0.196167,-0.43700,-0.02575,-0.11916
0.196290,-0.16177,-0.02621,-0.80190
0.196412,-0.33760,-0.02562,-0.33954
0.196534,-0.54142,-0.02575,0.50802
0.196656,-0.18468,-0.02736,0.41489
0.196778,0.53920,-0.02952,-0.36708
0.196900,0.82194,-0.03155,-0.60288
0.197022,0.33250,-0.03375,-0.09110
0.197144,-0.31210,-0.03613,0.28331
0.197266,-0.36364,-0.03804,0.10351
0.197388,0.11033,-0.03944,-0.22851
0.197510,0.41490,-0.04079,-0.47711
0.197632,0.15788,-0.04150,-0.77823
0.197754,-0.36671,-0.04024,-0.95395
0.197876,-0.65545,-0.03720,-0.63531
0.197999,-0.54041,-0.03442,-0.07194
0.198121,-0.23060,-0.03288,0.06725
0.198243,-0.02597,-0.03102,-0.25077
0.198365,-0.05307,-0.02712,-0.36352
0.198487,-0.19034,-0.02185,0.00441
0.198609,-0.23268,-0.01705,0.35150
0.198731,-0.12797,-0.01313,0.28891
0.198853,0.02003,-0.00911,0.14745
0.198975,0.14351,-0.00448,0.33945
0.199097,0.24124,0.00039,0.61201
0.199219,0.25991,0.00531,0.42778
0.199341,0.17854,0.01034,-0.13933
0.199463,0.15844,0.01514,-0.40327
0.199585,0.30082,0.01961,-0.00882
0.199708,0.33194,0.02457,0.53940
0.199830,-0.03343,0.03057,0.53777
0.199952,-0.46449,0.03640,0.01585
0.200074,-0.33323,0.04016,-0.33845
0.200196,0.27222,0.04200,-0.08870
0.200318,0.52014,0.04392,0.47480
0.200440,0.04901,0.04685,0.80418
0.200562,-0.45102,0.04938,0.73019
0.200684,-0.24006,0.05002,0.50869
0.200806,0.47526,0.04910,0.44400
0.200928,1.00526,0.04785,0.61150
0.201050,1.12940,0.04670,0.85518
0.201172,1.05708,0.04538,0.96374
0.201294,0.85781,0.04384,0.87033
0.201416,0.53096,0.04205,0.67995
0.201539,0.35908,0.03979,0.49748
0.201661,0.57528,0.03744,0.32346
0.201783,0.83541,0.03603,0.15193
0.201905,0.60945,0.03565,0.01506
0.202027,0.02004,0.03462,-0.12766
0.202149,-0.29066,0.03155,-0.33786
0.202271,-0.11895,0.02740,-0.47220
0.202393,0.07602,0.02424,-0.30726
0.202515,-0.01644,0.02242,-0.00168
0.202637,-0.13563,0.02042,-0.02988
0.202759,-0.02209,0.01723,-0.42760
0.202881,0.17068,0.01347,-0.56268
0.203003,0.28701,0.01009,-0.04021
0.203125,0.42658,0.00722,0.59127
0.203248,0.50513,0.00478,0.54859
0.203370,0.16322,0.00281,-0.09921
0.203492,-0.49123,0.00114,-0.61894
0.203614,-0.66771,-0.00059,-0.65300
0.203736,0.00478,-0.00201,-0.47443
0.203858,0.67446,-0.00239,-0.34814
0.203980,0.29092,-0.00211,-0.26183
0.204102,-0.88204,-0.00270,-0.27208
0.204224,-1.55144,-0.00474,-0.51577
0.204346,-1.08748,-0.00694,-0.78509
0.204468,-0.19196,-0.00790,-0.63305
0.204590,0.18815,-0.00804,-0.06699
0.204712,-0.06029,-0.00862,0.34817
0.204834,-0.43845,-0.00979,0.28738
0.204957,-0.56820,-0.01061,0.10556
0.205079,-0.38124,-0.01050,0.20916
0.205201,0.00051,-0.00964,0.43117
0.205323,0.24327,-0.00817,0.39856
0.205445,-0.00149,-0.00613,0.14449
0.205567,-0.57459,-0.00382,-0.06436
0.205689,-0.81676,-0.00153,-0.18944
0.205811,-0.42433,0.00104,-0.27617
0.205933,0.05205,0.00387,-0.17116
0.206055,-0.01707,0.00564,0.11935
0.206177,-0.39164,0.00481,0.10583
0.206299,-0.35571,0.00154,-0.52772
0.206421,0.13845,-0.00252,-1.16486
0.206543,0.39300,-0.00664,-0.88563
0.206666,0.03885,-0.01193,0.17758
0.206788,-0.47211,-0.01939,0.84653
0.206910,-0.61652,-0.02832,0.41857
0.207032,-0.43930,-0.03733,-0.46822
0.207154,-0.16849,-0.04576,-0.78328
0.207276,0.24498,-0.05359,-0.37029
0.207398,0.77556,-0.06067,0.13588
0.207520,0.95830,-0.06684,0.24679
0.207642,0.43873,-0.07221,0.00540
0.207764,-0.32866,-0.07650,-0.31460
0.207886,-0.48722,-0.07902,-0.44386
0.208008,0.13324,-0.07985,-0.19629
0.208130,0.79376,-0.08042,0.29246
0.208252,0.80058,-0.08171,0.52288
0.208375,0.28397,-0.08272,0.20232
0.208497,-0.17163,-0.08188,-0.26501
0.208619,-0.33197,-0.07937,-0.27632
0.208741,-0.40406,-0.07680,0.08505
0.208863,-0.51504,-0.07477,0.17781
0.208985,-0.51748,-0.07222,-0.17458
0.209107,-0.33174,-0.06805,-0.37058
0.209229,-0.15479,-0.06221,0.05698
0.209351,-0.19508,-0.05497,0.74156
0.209473,-0.35862,-0.04638,1.04155
0.209595,-0.30909,-0.03671,0.87535
0.209717,0.16539,-0.02636,0.58255
0.209839,0.81317,-0.01505,0.30529
0.209961,1.00308,-0.00221,0.01907
0.210083,0.39427,0.01158,-0.05794
0.210206,-0.43792,0.02459,0.31825
0.210328,-0.45727,0.03607,0.82597
0.210450,0.48893,0.04713,0.76007
0.210572,1.22232,0.05876,-0.04686
0.210694,0.65562,0.06995,-0.90562
0.210816,-0.65927,0.07884,-1.09431
0.210938,-1.14916,0.08497,-0.68912
0.211060,-0.30484,0.08918,-0.30382
0.211182,0.69940,0.09193,-0.24084
0.211304,0.67347,0.09285,-0.26651
0.211426,-0.13583,0.09158,-0.13934
0.211548,-0.71871,0.08807,0.04324
0.211670,-0.68474,0.08215,0.12432
0.211792,-0.28759,0.07390,0.19681
