Population,IID,Average_ROH_length_Mb,Total_ROH_length_Mb,ROH_count,FROH
Bedouin,HGDP00635,0.970410577777778,131.005428,135,0.0469774694666066
Bedouin,HGDP00636,0.939972053571429,157.915305,168,0.0566271301288933
Bedouin,HGDP00637,1.65502363013699,241.63345,146,0.0866477686671564
Bedouin,HGDP00638,1.64437698076923,256.522809,156,0.0919869703970255
Bedouin,HGDP00639,1.44152018110236,183.073063,127,0.0656484953221988
Bedouin,HGDP00640,0.703555049180328,85.833716,122,0.030779264906454
Bedouin,HGDP00641,0.931478024242424,153.693874,165,0.055113359677276
Bedouin,HGDP00642,0.832904416666667,119.938236,144,0.0430088654003608
Bedouin,HGDP00643,1.23321886956522,283.64034,230,0.101711094076559
Bedouin,HGDP00644,1.22576957419355,189.994284,155,0.0681303882724598
Bedouin,HGDP00645,1.62790526219512,266.976463,164,0.0957355647804542
Bedouin,HGDP00646,0.799844111111111,57.588776,72,0.0206508616281094
Bedouin,HGDP00647,1.83496011640212,346.807462,189,0.124362304719895
Bedouin,HGDP00648,0.853526581920904,151.074205,177,0.0541739679105462
Bedouin,HGDP00649,1.91051028508772,435.596345,228,0.156201268217703
Bedouin,HGDP00650,1.02443748618785,185.423185,181,0.0664912297507127
Bedouin,HGDP00651,1.45144675806452,269.969097,186,0.0968086987299858
