temperatura_c,horas,fase,punto,elemento,wt_pct
1300.0,3.0,vidrio_anhidro,1,K,0.542162
1300.0,3.0,vidrio_anhidro,1,Mn,0.18018
1300.0,3.0,vidrio_anhidro,1,Fe,10.249416760775983
1300.0,3.0,vidrio_anhidro,1,Ni,0.0
1300.0,3.0,vidrio_anhidro,1,P,0.192592
1300.0,3.0,vidrio_anhidro,1,S,0.086469
1300.0,3.0,vidrio_anhidro,1,O,43.2142
1300.0,3.0,vidrio_anhidro,1,W,2.08481
1300.0,3.0,vidrio_anhidro,1,TOTAL,98.953
1300.0,3.0,vidrio_anhidro,2,Si,25.1611
1300.0,3.0,vidrio_anhidro,2,Mg,2.23275
1300.0,3.0,vidrio_anhidro,2,Ca,5.39796
1300.0,3.0,vidrio_anhidro,2,Al,6.98097
1300.0,3.0,vidrio_anhidro,2,Ti,1.62257
1300.0,3.0,vidrio_anhidro,2,Cr,0.0
1300.0,3.0,vidrio_anhidro,2,Na,1.70996
1300.0,3.0,vidrio_anhidro,2,K,0.553108
1300.0,3.0,vidrio_anhidro,2,Mn,0.167851
1300.0,3.0,vidrio_anhidro,2,Fe,10.18850959915022
1300.0,3.0,vidrio_anhidro,2,Ni,0.002507
1300.0,3.0,vidrio_anhidro,2,P,0.167415
1300.0,3.0,vidrio_anhidro,2,S,0.072355
1300.0,3.0,vidrio_anhidro,2,O,43.8766
1300.0,3.0,vidrio_anhidro,2,W,1.51839
1300.0,3.0,vidrio_anhidro,2,TOTAL,99.6577
1300.0,3.0,vidrio_anhidro,3,Si,24.8506
1300.0,3.0,vidrio_anhidro,3,Mg,2.26414
1300.0,3.0,vidrio_anhidro,3,Ca,5.37282
1300.0,3.0,vidrio_anhidro,3,Al,6.98832
1300.0,3.0,vidrio_anhidro,3,Ti,1.53056
1300.0,3.0,vidrio_anhidro,3,Cr,0.0
1300.0,3.0,vidrio_anhidro,3,Na,1.70812
1300.0,3.0,vidrio_anhidro,3,K,0.555596
1300.0,3.0,vidrio_anhidro,3,Mn,0.158257
1300.0,3.0,vidrio_anhidro,3,Fe,10.130399194946051
1300.0,3.0,vidrio_anhidro,3,Ni,0.0
1300.0,3.0,vidrio_anhidro,3,P,0.193378
1300.0,3.0,vidrio_anhidro,3,S,0.069704
1300.0,3.0,vidrio_anhidro,3,O,43.5346
1300.0,3.0,vidrio_anhidro,3,W,1.68245
1300.0,3.0,vidrio_anhidro,3,TOTAL,99.0444
1300.0,3.0,vidrio_anhidro,4,Si,24.5645
1300.0,3.0,vidrio_anhidro,4,Mg,2.2595
1300.0,3.0,vidrio_anhidro,4,Ca,5.38675
1300.0,3.0,vidrio_anhidro,4,Al,6.90284
1300.0,3.0,vidrio_anhidro,4,Ti,1.5239
1300.0,3.0,vidrio_anhidro,4,Cr,0.0
1300.0,3.0,vidrio_anhidro,4,Na,1.85472
1300.0,3.0,vidrio_anhidro,4,K,0.559891
1300.0,3.0,vidrio_anhidro,4,Mn,0.162099
1300.0,3.0,vidrio_anhidro,4,Fe,10.08751558114832
1300.0,3.0,vidrio_anhidro,4,Ni,0.0
1300.0,3.0,vidrio_anhidro,4,P,0.189794
1300.0,3.0,vidrio_anhidro,4,S,0.080745
1300.0,3.0,vidrio_anhidro,4,O,43.3304
1300.0,3.0,vidrio_anhidro,4,W,2.30926
1300.0,3.0,vidrio_anhidro,4,TOTAL,99.2175
1300.0,3.0,vidrio_anhidro,5,Si,24.3147
1300.0,3.0,vidrio_anhidro,5,Mg,2.29683
1300.0,3.0,vidrio_anhidro,5,Ca,5.3905
1300.0,3.0,vidrio_anhidro,5,Al,6.8065
1300.0,3.0,vidrio_anhidro,5,Ti,1.56214
1300.0,3.0,vidrio_anhidro,5,Cr,0.0
1300.0,3.0,vidrio_anhidro,5,Na,1.88291
1300.0,3.0,vidrio_anhidro,5,K,0.55994
1300.0,3.0,vidrio_anhidro,5,Mn,0.150086
1300.0,3.0,vidrio_anhidro,5,Fe,10.05224536255381
1300.0,3.0,vidrio_anhidro,5,Ni,0.0
1300.0,3.0,vidrio_anhidro,5,P,0.180035
1300.0,3.0,vidrio_anhidro,5,S,0.053221
1300.0,3.0,vidrio_anhidro,5,O,43.1158
1300.0,3.0,vidrio_anhidro,5,W,2.77081
1300.0,3.0,vidrio_anhidro,5,TOTAL,99.1412
1300.0,3.0,silicato_tras_H2,1,Si,34.1489
1300.0,3.0,silicato_tras_H2,1,Mg,1.5644
1300.0,3.0,silicato_tras_H2,1,Ca,2.91218
1300.0,3.0,silicato_tras_H2,1,Al,7.79555
1300.0,3.0,silicato_tras_H2,1,Ti,1.18654
1300.0,3.0,silicato_tras_H2,1,Cr,0.0
1300.0,3.0,silicato_tras_H2,1,Na,1.90852
1300.0,3.0,silicato_tras_H2,1,K,1.06979
1300.0,3.0,silicato_tras_H2,1,Mn,0.072367
1300.0,3.0,silicato_tras_H2,1,Fe,0.90605617934813
1300.0,3.0,silicato_tras_H2,1,Ni,0.007934
1300.0,3.0,silicato_tras_H2,1,P,0.009062
1300.0,3.0,silicato_tras_H2,1,S,0.005206
1300.0,3.0,silicato_tras_H2,1,O,50.0245
1300.0,3.0,silicato_tras_H2,1,W,0.076231
1300.0,3.0,silicato_tras_H2,1,TOTAL,101.688
1300.0,3.0,silicato_tras_H2,2,Si,28.7263
1300.0,3.0,silicato_tras_H2,2,Mg,3.03864
1300.0,3.0,silicato_tras_H2,2,Ca,5.13247
1300.0,3.0,silicato_tras_H2,2,Al,7.53239
1300.0,3.0,silicato_tras_H2,2,Ti,1.57254
1300.0,3.0,silicato_tras_H2,2,Cr,0.0
1300.0,3.0,silicato_tras_H2,2,Na,2.05706
1300.0,3.0,silicato_tras_H2,2,K,0.700885
1300.0,3.0,silicato_tras_H2,2,Mn,0.150413
1300.0,3.0,silicato_tras_H2,2,Fe,2.3635396969866385
1300.0,3.0,silicato_tras_H2,2,Ni,0.006478
1300.0,3.0,silicato_tras_H2,2,P,0.010449
1300.0,3.0,silicato_tras_H2,2,S,0.007752
1300.0,3.0,silicato_tras_H2,2,O,46.1487
1300.0,3.0,silicato_tras_H2,2,W,0.071859
1300.0,3.0,silicato_tras_H2,2,TOTAL,97.5409
1300.0,3.0,silicato_tras_H2,3,Si,26.2368
1300.0,3.0,silicato_tras_H2,3,Mg,4.10762
1300.0,3.0,silicato_tras_H2,3,Ca,6.33146
1300.0,3.0,silicato_tras_H2,3,Al,7.67614
1300.0,3.0,silicato_tras_H2,3,Ti,1.89439
1300.0,3.0,silicato_tras_H2,3,Cr,0.010479
1300.0,3.0,silicato_tras_H2,3,Na,2.03265
1300.0,3.0,silicato_tras_H2,3,K,0.490238
1300.0,3.0,silicato_tras_H2,3,Mn,0.211314
1300.0,3.0,silicato_tras_H2,3,Fe,3.623036095488344
1300.0,3.0,silicato_tras_H2,3,Ni,0.0
1300.0,3.0,silicato_tras_H2,3,P,0.012117
1300.0,3.0,silicato_tras_H2,3,S,0.005879
1300.0,3.0,silicato_tras_H2,3,O,45.1554
1300.0,3.0,silicato_tras_H2,3,W,0.022119
1300.0,3.0,silicato_tras_H2,3,TOTAL,97.8255
1300.0,3.0,silicato_tras_H2,4,Si,25.1434
1300.0,3.0,silicato_tras_H2,4,Mg,4.07061
1300.0,3.0,silicato_tras_H2,4,Ca,6.48432
1300.0,3.0,silicato_tras_H2,4,Al,7.37997
1300.0,3.0,silicato_tras_H2,4,Ti,1.81636
1300.0,3.0,silicato_tras_H2,4,Cr,0.0
1300.0,3.0,silicato_tras_H2,4,Na,1.92705
1300.0,3.0,silicato_tras_H2,4,K,0.461126
1300.0,3.0,silicato_tras_H2,4,Mn,0.204843
1300.0,3.0,silicato_tras_H2,4,Fe,4.105010624475876
1300.0,3.0,silicato_tras_H2,4,Ni,0.004581
1300.0,3.0,silicato_tras_H2,4,P,0.044092
1300.0,3.0,silicato_tras_H2,4,S,0.019604
1300.0,3.0,silicato_tras_H2,4,O,43.7682
1300.0,3.0,silicato_tras_H2,4,W,0.058936
1300.0,3.0,silicato_tras_H2,4,TOTAL,95.4903
1300.0,3.0,silicato_tras_H2,5,Si,25.934
1300.0,3.0,silicato_tras_H2,5,Mg,4.1083
1300.0,3.0,silicato_tras_H2,5,Ca,6.46545
1300.0,3.0,silicato_tras_H2,5,Al,7.46585
1300.0,3.0,silicato_tras_H2,5,Ti,1.82055
1300.0,3.0,silicato_tras_H2,5,Cr,0.0
1300.0,3.0,silicato_tras_H2,5,Na,1.97492
1300.0,3.0,silicato_tras_H2,5,K,0.472124
1300.0,3.0,silicato_tras_H2,5,Mn,0.223188
1300.0,3.0,silicato_tras_H2,5,Fe,3.871799899368256
1300.0,3.0,silicato_tras_H2,5,Ni,0.0
1300.0,3.0,silicato_tras_H2,5,P,0.015845
1300.0,3.0,silicato_tras_H2,5,S,0.008478
1300.0,3.0,silicato_tras_H2,5,O,44.6854
1300.0,3.0,silicato_tras_H2,5,W,0.060108
1300.0,3.0,silicato_tras_H2,5,TOTAL,97.1082
1300.0,3.0,silicato_tras_H2,6,Si,26.0011
1300.0,3.0,silicato_tras_H2,6,Mg,4.06314
1300.0,3.0,silicato_tras_H2,6,Ca,6.32654
1300.0,3.0,silicato_tras_H2,6,Al,7.61799
1300.0,3.0,silicato_tras_H2,6,Ti,1.87917
1300.0,3.0,silicato_tras_H2,6,Cr,0.010715
1300.0,3.0,silicato_tras_H2,6,Na,1.95086
1300.0,3.0,silicato_tras_H2,6,K,0.498785
1300.0,3.0,silicato_tras_H2,6,Mn,0.229783
1300.0,3.0,silicato_tras_H2,6,Fe,3.54965228825404
1300.0,3.0,silicato_tras_H2,6,Ni,0.0
1300.0,3.0,silicato_tras_H2,6,P,0.008855
1300.0,3.0,silicato_tras_H2,6,S,0.008194
1300.0,3.0,silicato_tras_H2,6,O,44.7584
1300.0,3.0,silicato_tras_H2,6,W,0.077727
1300.0,3.0,silicato_tras_H2,6,TOTAL,96.9828
1300.0,3.0,metal,1,Si,0.303294
1300.0,3.0,metal,1,Mg,0.0
1300.0,3.0,metal,1,Ca,0.248967
1300.0,3.0,metal,1,Al,0.200821
1300.0,3.0,metal,1,Ti,0.113074
1300.0,3.0,metal,1,Cr,0.017053
1300.0,3.0,metal,1,Na,0.0
1300.0,3.0,metal,1,K,0.087687
1300.0,3.0,metal,1,Mn,0.007561
1300.0,3.0,metal,1,Fe,87.3588
1300.0,3.0,metal,1,Ni,0.003592
1300.0,3.0,metal,1,P,2.87761
1300.0,3.0,metal,1,S,0.033416
1300.0,3.0,metal,1,O,0.0
1300.0,3.0,metal,1,W,4.86174
1300.0,3.0,metal,1,TOTAL,96.1136
1300.0,3.0,metal,2,Si,0.374109
1300.0,3.0,metal,2,Mg,0.038853
1300.0,3.0,metal,2,Ca,0.26225
1300.0,3.0,metal,2,Al,0.132453
1300.0,3.0,metal,2,Ti,0.162186
1300.0,3.0,metal,2,Cr,0.01119
1300.0,3.0,metal,2,Na,0.006787
1300.0,3.0,metal,2,K,0.037502
1300.0,3.0,metal,2,Mn,0.022907
1300.0,3.0,metal,2,Fe,94.157
1300.0,3.0,metal,2,Ni,0.0
1300.0,3.0,metal,2,P,1.63968
1300.0,3.0,metal,2,S,0.907227
1300.0,3.0,metal,2,O,0.0
1300.0,3.0,metal,2,W,0.289171
1300.0,3.0,metal,2,TOTAL,98.0671
1300.0,3.0,metal,3,Si,0.477694
1300.0,3.0,metal,3,Mg,0.001592
1300.0,3.0,metal,3,Ca,0.30307
1300.0,3.0,metal,3,Al,0.399828
1300.0,3.0,metal,3,Ti,0.145325
1300.0,3.0,metal,3,Cr,0.01884
1300.0,3.0,metal,3,Na,0.020556
1300.0,3.0,metal,3,K,0.05164
1300.0,3.0,metal,3,Mn,0.031426
1300.0,3.0,metal,3,Fe,93.2184
1300.0,3.0,metal,3,Ni,0.0
1300.0,3.0,metal,3,P,1.31172
1300.0,3.0,metal,3,S,0.453328
1300.0,3.0,metal,3,O,0.0
1300.0,3.0,metal,3,W,0.362552
1300.0,3.0,metal,3,TOTAL,96.8251
1300.0,3.0,metal,4,Si,2.08778
1300.0,3.0,metal,4,Mg,0.528961
1300.0,3.0,metal,4,Ca,0.593061
1300.0,3.0,metal,4,Al,0.829153
1300.0,3.0,metal,4,Ti,0.281864
1300.0,3.0,metal,4,Cr,0.0
1300.0,3.0,metal,4,Na,0.477676
1300.0,3.0,metal,4,K,0.076577
1300.0,3.0,metal,4,Mn,0.051328
1300.0,3.0,metal,4,Fe,90.6722
1300.0,3.0,metal,4,Ni,0.0
1300.0,3.0,metal,4,P,0.354597
1300.0,3.0,metal,4,S,0.364302
1300.0,3.0,metal,4,O,0.0
1300.0,3.0,metal,4,W,0.11779
1300.0,3.0,metal,4,TOTAL,96.4381
,,MORB_inicial,1,Si,24.2295
,,picrobasalto_anhidro,1,Si,23.6512
,,MORB_sintetico,1,Si,22.88
,,MORB_inicial,1,Mg,2.15757
,,picrobasalto_anhidro,1,Mg,10.811
,,MORB_sintetico,1,Mg,5.25
,,MORB_inicial,1,Ca,5.3251
,,picrobasalto_anhidro,1,Ca,3.81573
,,MORB_sintetico,1,Ca,10.22
,,MORB_inicial,1,Al,6.56044
,,picrobasalto_anhidro,1,Al,4.91027
,,MORB_sintetico,1,Al,7.88
,,MORB_inicial,1,Ti,1.55975
,,picrobasalto_anhidro,1,Ti,1.06768
,,MORB_sintetico,1,Ti,
,,MORB_inicial,1,Cr,0.0
,,picrobasalto_anhidro,1,Cr,0.045729
,,MORB_sintetico,1,Cr,0.18
,,MORB_inicial,1,Na,3.07268
,,picrobasalto_anhidro,1,Na,1.98704
,,MORB_sintetico,1,Na,
,,MORB_inicial,1,K,0.6392
,,picrobasalto_anhidro,1,K,0.405092
,,MORB_sintetico,1,K,
,,MORB_inicial,1,Mn,0.168934
,,picrobasalto_anhidro,1,Mn,0.201693
,,MORB_sintetico,1,Mn,
,,MORB_inicial,1,Fe,9.85203
,,picrobasalto_anhidro,1,Fe,8.77721
,,MORB_sintetico,1,Fe,9.48
,,MORB_inicial,1,Ni,0.038539
,,picrobasalto_anhidro,1,Ni,0.011093
,,MORB_sintetico,1,Ni,
,,MORB_inicial,1,P,0.184644
,,picrobasalto_anhidro,1,P,0.071204
,,MORB_sintetico,1,P,
,,MORB_inicial,1,S,0.164466
,,picrobasalto_anhidro,1,S,0.008354
,,MORB_sintetico,1,S,
,,MORB_inicial,1,O,42.6039
,,picrobasalto_anhidro,1,O,44.1454
,,MORB_sintetico,1,O,43.05
,,MORB_inicial,1,TOTAL,96.58686100000001
,,picrobasalto_anhidro,1,TOTAL,99.9126
,,MORB_sintetico,1,TOTAL,98.94
,,MORB_inicial,2,Si,23.9982
,,picrobasalto_anhidro,2,Si,22.6923
,,MORB_sintetico,2,Si,22.92
,,MORB_inicial,2,Mg,2.21998
,,picrobasalto_anhidro,2,Mg,11.1226
,,MORB_sintetico,2,Mg,5.25
,,MORB_inicial,2,Ca,5.4074
,,picrobasalto_anhidro,2,Ca,4.10038
,,MORB_sintetico,2,Ca,10.3
,,MORB_inicial,2,Al,6.41416
,,picrobasalto_anhidro,2,Al,4.35103
,,MORB_sintetico,2,Al,7.78
,,MORB_inicial,2,Ti,1.50438
,,picrobasalto_anhidro,2,Ti,1.01268
,,MORB_sintetico,2,Ti,
,,MORB_inicial,2,Cr,0.013995
,,picrobasalto_anhidro,2,Cr,0.0149
,,MORB_sintetico,2,Cr,0.08
,,MORB_inicial,2,Na,3.05565
,,picrobasalto_anhidro,2,Na,1.67538
,,MORB_sintetico,2,Na,
,,MORB_inicial,2,K,0.635403
,,picrobasalto_anhidro,2,K,0.305138
,,MORB_sintetico,2,K,
,,MORB_inicial,2,Mn,0.17868
,,picrobasalto_anhidro,2,Mn,0.187152
,,MORB_sintetico,2,Mn,
,,MORB_inicial,2,Fe,9.95687
,,picrobasalto_anhidro,2,Fe,9.48666
,,MORB_sintetico,2,Fe,9.56
,,MORB_inicial,2,Ni,0.007665
,,picrobasalto_anhidro,2,Ni,0.0
,,MORB_sintetico,2,Ni,
,,MORB_inicial,2,P,0.20402
,,picrobasalto_anhidro,2,P,0.063845
,,MORB_sintetico,2,P,
,,MORB_inicial,2,S,0.111436
,,picrobasalto_anhidro,2,S,0.037793
,,MORB_sintetico,2,S,
,,MORB_inicial,2,O,42.2099
,,picrobasalto_anhidro,2,O,42.9239
,,MORB_sintetico,2,O,43.01
,,MORB_inicial,2,TOTAL,95.918825
,,picrobasalto_anhidro,2,TOTAL,97.9738
,,MORB_sintetico,2,TOTAL,98.9
,,MORB_inicial,3,Si,24.0554
,,picrobasalto_anhidro,3,Si,21.8359
,,MORB_sintetico,3,Si,22.38
,,MORB_inicial,3,Mg,2.19836
,,picrobasalto_anhidro,3,Mg,17.9313
,,MORB_sintetico,3,Mg,5.25
,,MORB_inicial,3,Ca,5.4023
,,picrobasalto_anhidro,3,Ca,2.16128
,,MORB_sintetico,3,Ca,10.44
,,MORB_inicial,3,Al,6.37329
,,picrobasalto_anhidro,3,Al,3.38318
,,MORB_sintetico,3,Al,7.99
,,MORB_inicial,3,Ti,1.60034
,,picrobasalto_anhidro,3,Ti,0.682948
,,MORB_sintetico,3,Ti,
,,MORB_inicial,3,Cr,0.0
,,picrobasalto_anhidro,3,Cr,0.014584
,,MORB_sintetico,3,Cr,0.06
,,MORB_inicial,3,Na,3.03838
,,picrobasalto_anhidro,3,Na,1.28198
,,MORB_sintetico,3,Na,
,,MORB_inicial,3,K,0.592293
,,picrobasalto_anhidro,3,K,0.302282
,,MORB_sintetico,3,K,
,,MORB_inicial,3,Mn,0.194978
,,picrobasalto_anhidro,3,Mn,0.147029
,,MORB_sintetico,3,Mn,
,,MORB_inicial,3,Fe,9.91723
,,picrobasalto_anhidro,3,Fe,7.76875
,,MORB_sintetico,3,Fe,9.48
,,MORB_inicial,3,Ni,0.0
,,picrobasalto_anhidro,3,Ni,0.015536
,,MORB_sintetico,3,Ni,
,,MORB_inicial,3,P,0.172012
,,picrobasalto_anhidro,3,P,0.054686
,,MORB_sintetico,3,P,
,,MORB_inicial,3,S,0.129766
,,picrobasalto_anhidro,3,S,0.0
,,MORB_sintetico,3,S,
,,MORB_inicial,3,O,42.2498
,,picrobasalto_anhidro,3,O,43.8706
,,MORB_sintetico,3,O,42.57
,,MORB_inicial,3,TOTAL,95.926322
,,picrobasalto_anhidro,3,TOTAL,99.4547
,,MORB_sintetico,3,TOTAL,98.17
,,MORB_inicial,4,Si,24.2311
,,picrobasalto_anhidro,4,Si,21.3725
,,MORB_sintetico,4,Si,22.51
,,MORB_inicial,4,Mg,2.19949
,,picrobasalto_anhidro,4,Mg,13.0082
,,MORB_sintetico,4,Mg,5.25
,,MORB_inicial,4,Ca,5.44043
,,picrobasalto_anhidro,4,Ca,3.31709
,,MORB_sintetico,4,Ca,10.37
,,MORB_inicial,4,Al,6.55192
,,picrobasalto_anhidro,4,Al,3.70747
,,MORB_sintetico,4,Al,7.88
,,MORB_inicial,4,Ti,1.57053
,,picrobasalto_anhidro,4,Ti,0.985425
,,MORB_sintetico,4,Ti,
,,MORB_inicial,4,Cr,0.0
,,picrobasalto_anhidro,4,Cr,0.032114
,,MORB_sintetico,4,Cr,0.05
,,MORB_inicial,4,Na,3.14647
,,picrobasalto_anhidro,4,Na,1.64864
,,MORB_sintetico,4,Na,
,,MORB_inicial,4,K,0.629979
,,picrobasalto_anhidro,4,K,0.267488
,,MORB_sintetico,4,K,
,,MORB_inicial,4,Mn,0.193165
,,picrobasalto_anhidro,4,Mn,0.187037
,,MORB_sintetico,4,Mn,
,,MORB_inicial,4,Fe,9.94813
,,picrobasalto_anhidro,4,Fe,10.0212
,,MORB_sintetico,4,Fe,9.48
,,MORB_inicial,4,Ni,0.0
,,picrobasalto_anhidro,4,Ni,0.024247
,,MORB_sintetico,4,Ni,
,,MORB_inicial,4,P,0.150583
,,picrobasalto_anhidro,4,P,0.044265
,,MORB_sintetico,4,P,
,,MORB_inicial,4,S,0.125513
,,picrobasalto_anhidro,4,S,0.024105
,,MORB_sintetico,4,S,
,,MORB_inicial,4,O,42.6422
,,picrobasalto_anhidro,4,O,41.8742
,,MORB_sintetico,4,O,42.71
,,MORB_inicial,4,TOTAL,96.869724
,,picrobasalto_anhidro,4,TOTAL,96.5595
,,MORB_sintetico,4,TOTAL,98.25
,,MORB_inicial,5,Si,23.9538
,,picrobasalto_anhidro,5,Si,22.964
,,MORB_sintetico,5,Si,22.42
,,MORB_inicial,5,Mg,2.17455
,,picrobasalto_anhidro,5,Mg,7.8612
,,MORB_sintetico,5,Mg,5.19
,,MORB_inicial,5,Ca,5.2942
,,picrobasalto_anhidro,5,Ca,4.06532
,,MORB_sintetico,5,Ca,10.44
,,MORB_inicial,5,Al,6.52059
,,picrobasalto_anhidro,5,Al,5.37618
,,MORB_sintetico,5,Al,8.2
,,MORB_inicial,5,Ti,1.47998
,,picrobasalto_anhidro,5,Ti,1.39174
,,MORB_sintetico,5,Ti,
,,MORB_inicial,5,Cr,0.006169
,,picrobasalto_anhidro,5,Cr,0.017436
,,MORB_sintetico,5,Cr,0.23
,,MORB_inicial,5,Na,3.13167
,,picrobasalto_anhidro,5,Na,2.49803
,,MORB_sintetico,5,Na,
,,MORB_inicial,5,K,0.612599
,,picrobasalto_anhidro,5,K,0.527217
,,MORB_sintetico,5,K,
,,MORB_inicial,5,Mn,0.187905
,,picrobasalto_anhidro,5,Mn,0.175249
,,MORB_sintetico,5,Mn,
,,MORB_inicial,5,Fe,9.936
,,picrobasalto_anhidro,5,Fe,8.66758
,,MORB_sintetico,5,Fe,9.25
,,MORB_inicial,5,Ni,0.009351
,,picrobasalto_anhidro,5,Ni,0.002892
,,MORB_sintetico,5,Ni,
,,MORB_inicial,5,P,0.199888
,,picrobasalto_anhidro,5,P,0.096235
,,MORB_sintetico,5,P,
,,MORB_inicial,5,S,0.122251
,,picrobasalto_anhidro,5,S,0.060596
,,MORB_sintetico,5,S,
,,MORB_inicial,5,O,42.209
,,picrobasalto_anhidro,5,O,42.4092
,,MORB_sintetico,5,O,42.89
,,MORB_inicial,5,TOTAL,95.898976
,,picrobasalto_anhidro,5,TOTAL,96.1128
,,MORB_sintetico,5,TOTAL,98.62
