lon,lat,persistence_years,intensity_esi
-43.9113,-4.1303,2.59,-2.133
-43.4761,-4.1303,3.36,-2.114
-43.041,-4.1303,4.29,-2.31
-42.6058,-4.1303,3.69,-2.172
-42.1707,-4.1303,3.93,-1.996
-41.7355,-4.1303,3.67,-2.117
-41.3004,-4.1303,4.68,-1.998
-40.8653,-4.1303,5.79,-1.773
-40.4301,-4.1303,5.9,-1.594
-39.995,-4.1303,5.26,-1.54
-72.1956,-4.5632,1.44,-0.848
-71.7605,-4.5632,1.17,-1.711
-71.3253,-4.5632,1.37,-2.029
-70.8902,-4.5632,2.25,-1.311
-70.455,-4.5632,1.57,-0.839
-70.0199,-4.5632,1.1,-0.738
-69.5848,-4.5632,1.01,-0.595
-69.1496,-4.5632,1.07,-0.722
-68.7145,-4.5632,1.72,-0.667
-68.2793,-4.5632,1.91,-0.848
-67.8442,-4.5632,2.17,-1.057
-67.409,-4.5632,2.98,-0.938
-66.9739,-4.5632,3.13,-1.24
-66.5388,-4.5632,2.97,-1.223
-66.1036,-4.5632,2.27,-1.33
-65.6685,-4.5632,2.42,-0.975
-65.2333,-4.5632,3.55,-0.789
-64.7982,-4.5632,3.54,-0.811
-64.363,-4.5632,3.28,-0.867
-63.9279,-4.5632,3.06,-1.057
-63.4927,-4.5632,3.08,-0.936
-63.0576,-4.5632,2.84,-0.86
-62.6225,-4.5632,3.17,-0.924
-62.1873,-4.5632,2.78,-0.804
-61.7522,-4.5632,2.45,-0.578
-61.317,-4.5632,1.94,-0.406
-60.8819,-4.5632,2.32,-0.433
-60.4467,-4.5632,1.91,-0.423
-60.0116,-4.5632,1.48,-0.49
-59.5764,-4.5632,1.01,-0.624
-59.1413,-4.5632,1.0,-0.714
-58.7062,-4.5632,1.0,-0.734
-58.271,-4.5632,1.1,-0.832
-57.8359,-4.5632,1.18,-0.862
-57.4007,-4.5632,1.06,-0.765
-56.9656,-4.5632,0.96,-0.594
-56.5304,-4.5632,1.06,-0.723
-56.0953,-4.5632,1.11,-1.42
-55.6602,-4.5632,1.2,-1.946
-55.225,-4.5632,1.03,-2.151
-54.7899,-4.5632,1.09,-2.699
-54.3547,-4.5632,1.27,-2.714
-53.9196,-4.5632,1.42,-2.896
-53.4844,-4.5632,1.21,-2.954
-53.0493,-4.5632,1.3,-3.172
-52.6141,-4.5632,1.64,-3.116
-52.179,-4.5632,1.28,-3.156
-51.7439,-4.5632,1.24,-3.084
-51.3087,-4.5632,1.17,-3.001
-50.8736,-4.5632,1.31,-2.898
-50.4384,-4.5632,4.12,-3.19
-50.0033,-4.5632,2.66,-2.778
-49.5681,-4.5632,2.34,-2.624
-49.133,-4.5632,1.66,-2.514
-48.6979,-4.5632,1.38,-2.415
-48.2627,-4.5632,1.56,-1.906
-47.8276,-4.5632,1.75,-1.784
-47.3924,-4.5632,1.56,-1.612
-46.9573,-4.5632,1.38,-1.519
-46.5221,-4.5632,1.48,-1.653
-46.087,-4.5632,1.89,-2.037
-45.6518,-4.5632,1.8,-2.217
-45.2167,-4.5632,1.48,-2.201
-44.7816,-4.5632,1.29,-2.376
-44.3464,-4.5632,2.26,-2.322
-43.9113,-4.5632,3.28,-2.387
-43.4761,-4.5632,2.79,-2.598
-43.041,-4.5632,4.37,-2.587
-42.6058,-4.5632,4.18,-2.663
-42.1707,-4.5632,3.15,-2.324
-41.7355,-4.5632,3.07,-1.944
-41.3004,-4.5632,3.18,-1.937
-40.8653,-4.5632,5.54,-1.747
-40.4301,-4.5632,5.92,-1.515
-39.995,-4.5632,5.46,-1.778
-72.1956,-4.996,4.7,-0.651
-71.7605,-4.996,4.21,-0.885
-71.3253,-4.996,5.02,-1.234
-70.8902,-4.996,5.65,-0.961
-70.455,-4.996,3.27,-0.819
-70.0199,-4.996,1.64,-0.807
-69.5848,-4.996,1.02,-0.899
-69.1496,-4.996,1.01,-0.796
-68.7145,-4.996,1.23,-0.61
-68.2793,-4.996,1.72,-0.67
-67.8442,-4.996,2.02,-1.061
-67.409,-4.996,4.46,-1.035
-66.9739,-4.996,3.75,-1.17
-66.5388,-4.996,3.45,-1.241
-66.1036,-4.996,2.96,-1.212
-65.6685,-4.996,2.21,-1.189
-65.2333,-4.996,3.0,-0.912
-64.7982,-4.996,3.91,-0.844
-64.363,-4.996,3.98,-1.158
-63.9279,-4.996,3.98,-1.157
-63.4927,-4.996,3.93,-0.929
-63.0576,-4.996,3.97,-0.824
-62.6225,-4.996,4.69,-1.06
-62.1873,-4.996,4.79,-0.953
-61.7522,-4.996,3.86,-0.781
-61.317,-4.996,3.52,-0.602
-60.8819,-4.996,2.84,-0.545
-60.4467,-4.996,2.18,-0.521
-60.0116,-4.996,1.48,-0.594
-59.5764,-4.996,1.04,-0.653
-59.1413,-4.996,1.0,-0.659
-58.7062,-4.996,1.0,-0.797
-58.271,-4.996,1.0,-0.785
-57.8359,-4.996,1.0,-0.642
-57.4007,-4.996,1.02,-0.724
-56.9656,-4.996,0.94,-0.322
-56.5304,-4.996,1.04,-0.562
-56.0953,-4.996,1.22,-0.824
-55.6602,-4.996,1.07,-1.121
-55.225,-4.996,1.11,-2.032
-54.7899,-4.996,1.53,-2.725
-54.3547,-4.996,1.92,-2.916
-53.9196,-4.996,2.81,-3.023
-53.4844,-4.996,2.48,-3.12
-53.0493,-4.996,2.31,-3.277
-52.6141,-4.996,2.49,-3.174
-52.179,-4.996,2.29,-3.478
-51.7439,-4.996,2.05,-3.533
-51.3087,-4.996,1.71,-3.325
-50.8736,-4.996,1.54,-3.074
-50.4384,-4.996,4.26,-3.268
-50.0033,-4.996,2.43,-2.802
-49.5681,-4.996,3.24,-2.924
-49.133,-4.996,1.89,-2.764
-48.6979,-4.996,1.45,-2.671
-48.2627,-4.996,1.62,-2.401
-47.8276,-4.996,1.36,-1.959
-47.3924,-4.996,1.25,-1.654
-46.9573,-4.996,1.06,-1.554
-46.5221,-4.996,1.32,-1.899
-46.087,-4.996,1.06,-2.099
-45.6518,-4.996,1.7,-2.4
-45.2167,-4.996,1.3,-2.389
-44.7816,-4.996,1.09,-2.342
-44.3464,-4.996,1.3,-2.337
-43.9113,-4.996,2.21,-2.532
-43.4761,-4.996,3.62,-2.649
-43.041,-4.996,3.59,-2.802
-42.6058,-4.996,3.25,-2.723
-42.1707,-4.996,3.6,-2.487
-41.7355,-4.996,2.72,-2.05
-41.3004,-4.996,3.59,-1.885
-40.8653,-4.996,5.73,-1.646
-40.4301,-4.996,5.59,-1.647
-39.995,-4.996,5.47,-1.899
-72.1956,-5.4289,6.95,-0.814
-71.7605,-5.4289,6.28,-0.856
-71.3253,-5.4289,5.62,-0.964
-70.8902,-5.4289,5.03,-0.916
-70.455,-5.4289,4.15,-0.9
-70.0199,-5.4289,3.08,-0.852
-69.5848,-5.4289,1.17,-0.903
-69.1496,-5.4289,1.01,-0.738
-68.7145,-5.4289,1.35,-0.679
-68.2793,-5.4289,1.51,-0.659
-67.8442,-5.4289,1.61,-0.77
-67.409,-5.4289,2.54,-0.823
-66.9739,-5.4289,3.2,-0.806
-66.5388,-5.4289,3.02,-0.69
-66.1036,-5.4289,2.13,-0.731
-65.6685,-5.4289,1.8,-0.81
-65.2333,-5.4289,3.36,-0.813
-64.7982,-5.4289,3.93,-0.775
-64.363,-5.4289,3.98,-0.785
-63.9279,-5.4289,3.63,-0.783
-63.4927,-5.4289,4.21,-0.982
-63.0576,-5.4289,5.89,-1.336
-62.6225,-5.4289,6.67,-1.72
-62.1873,-5.4289,6.62,-1.766
-61.7522,-5.4289,3.98,-1.339
-61.317,-5.4289,2.9,-1.059
-60.8819,-5.4289,2.15,-0.813
-60.4467,-5.4289,1.39,-0.722
-60.0116,-5.4289,1.07,-0.59
-59.5764,-5.4289,1.18,-0.76
-59.1413,-5.4289,1.15,-0.925
-58.7062,-5.4289,1.03,-1.138
-58.271,-5.4289,1.07,-1.237
-57.8359,-5.4289,1.01,-1.048
-57.4007,-5.4289,1.0,-0.563
-56.9656,-5.4289,1.07,-0.72
-56.5304,-5.4289,1.0,-0.622
-56.0953,-5.4289,1.03,-0.845
-55.6602,-5.4289,1.08,-1.156
-55.225,-5.4289,1.33,-1.537
-54.7899,-5.4289,2.18,-2.261
-54.3547,-5.4289,2.62,-2.795
-53.9196,-5.4289,2.95,-3.04
-53.4844,-5.4289,3.28,-3.082
-53.0493,-5.4289,4.91,-3.053
-52.6141,-5.4289,4.67,-3.354
-52.179,-5.4289,4.38,-3.488
-51.7439,-5.4289,2.86,-3.468
-51.3087,-5.4289,2.89,-3.34
-50.8736,-5.4289,2.86,-3.22
-50.4384,-5.4289,3.57,-3.209
-50.0033,-5.4289,4.19,-3.243
-49.5681,-5.4289,2.39,-3.069
-49.133,-5.4289,1.56,-2.747
-48.6979,-5.4289,1.52,-2.483
-48.2627,-5.4289,1.75,-2.528
-47.8276,-5.4289,1.27,-2.344
-47.3924,-5.4289,1.2,-1.812
-46.9573,-5.4289,1.07,-1.8
-46.5221,-5.4289,1.19,-2.199
-46.087,-5.4289,1.19,-2.537
-45.6518,-5.4289,1.73,-2.608
-45.2167,-5.4289,1.56,-2.586
-44.7816,-5.4289,1.6,-2.397
-44.3464,-5.4289,1.43,-2.475
-43.9113,-5.4289,1.2,-2.667
-43.4761,-5.4289,3.27,-2.756
-43.041,-5.4289,3.45,-2.881
-42.6058,-5.4289,3.28,-2.855
-42.1707,-5.4289,3.02,-2.581
-41.7355,-5.4289,2.98,-2.346
-41.3004,-5.4289,3.71,-2.005
-40.8653,-5.4289,5.58,-1.689
-40.4301,-5.4289,5.09,-1.879
-39.995,-5.4289,5.63,-1.938
-72.1956,-5.8618,2.36,-0.733
-71.7605,-5.8618,1.75,-0.679
-71.3253,-5.8618,1.87,-0.779
-70.8902,-5.8618,1.43,-0.964
-70.455,-5.8618,3.15,-1.141
-70.0199,-5.8618,4.41,-0.983
-69.5848,-5.8618,2.69,-0.942
-69.1496,-5.8618,1.23,-0.795
-68.7145,-5.8618,1.0,-0.526
-68.2793,-5.8618,1.0,-0.384
-67.8442,-5.8618,1.01,-0.434
-67.409,-5.8618,1.33,-0.536
-66.9739,-5.8618,2.16,-0.571
-66.5388,-5.8618,2.35,-0.692
-66.1036,-5.8618,1.84,-0.674
-65.6685,-5.8618,1.43,-0.532
-65.2333,-5.8618,2.16,-0.543
-64.7982,-5.8618,3.3,-0.54
-64.363,-5.8618,3.51,-0.537
-63.9279,-5.8618,2.44,-0.659
-63.4927,-5.8618,2.82,-1.031
-63.0576,-5.8618,5.98,-1.61
-62.6225,-5.8618,6.98,-1.964
-62.1873,-5.8618,6.7,-2.279
-61.7522,-5.8618,3.68,-2.017
-61.317,-5.8618,2.52,-1.748
-60.8819,-5.8618,1.83,-1.162
-60.4467,-5.8618,1.15,-1.133
-60.0116,-5.8618,1.47,-1.414
-59.5764,-5.8618,1.62,-1.482
-59.1413,-5.8618,1.5,-1.528
-58.7062,-5.8618,1.51,-1.476
-58.271,-5.8618,1.75,-1.123
-57.8359,-5.8618,1.73,-0.816
-57.4007,-5.8618,1.15,-0.987
-56.9656,-5.8618,1.03,-1.111
-56.5304,-5.8618,1.01,-1.233
-56.0953,-5.8618,1.02,-1.197
-55.6602,-5.8618,1.05,-1.259
-55.225,-5.8618,1.12,-1.455
-54.7899,-5.8618,2.94,-1.647
-54.3547,-5.8618,4.34,-2.502
-53.9196,-5.8618,4.85,-2.595
-53.4844,-5.8618,6.08,-2.313
-53.0493,-5.8618,6.79,-2.575
-52.6141,-5.8618,5.19,-2.945
-52.179,-5.8618,5.27,-3.156
-51.7439,-5.8618,4.88,-3.315
-51.3087,-5.8618,4.98,-3.089
-50.8736,-5.8618,2.87,-3.108
-50.4384,-5.8618,2.03,-3.163
-50.0033,-5.8618,2.61,-3.157
-49.5681,-5.8618,2.83,-3.094
-49.133,-5.8618,1.77,-2.992
-48.6979,-5.8618,1.77,-2.824
-48.2627,-5.8618,1.74,-2.253
-47.8276,-5.8618,1.59,-2.023
-47.3924,-5.8618,1.1,-1.817
-46.9573,-5.8618,1.07,-2.002
-46.5221,-5.8618,1.09,-2.252
-46.087,-5.8618,1.15,-2.423
-45.6518,-5.8618,1.66,-2.51
-45.2167,-5.8618,2.66,-2.755
-44.7816,-5.8618,1.45,-2.388
-44.3464,-5.8618,1.67,-2.587
-43.9113,-5.8618,1.38,-2.663
-43.4761,-5.8618,2.12,-2.661
-43.041,-5.8618,2.95,-2.767
-42.6058,-5.8618,3.09,-2.635
-42.1707,-5.8618,3.15,-2.585
-41.7355,-5.8618,3.47,-2.456
-41.3004,-5.8618,4.84,-1.957
-40.8653,-5.8618,5.8,-1.931
-40.4301,-5.8618,5.99,-1.915
-39.995,-5.8618,5.93,-1.742
-72.1956,-6.2947,1.0,-0.475
-71.7605,-6.2947,1.01,-0.408
-71.3253,-6.2947,1.23,-0.718
-70.8902,-6.2947,2.72,-0.844
-70.455,-6.2947,4.0,-0.923
-70.0199,-6.2947,4.26,-0.967
-69.5848,-6.2947,3.99,-0.995
-69.1496,-6.2947,2.69,-0.892
-68.7145,-6.2947,1.01,-0.497
-68.2793,-6.2947,1.06,-0.397
-67.8442,-6.2947,1.01,-0.396
-67.409,-6.2947,1.0,-0.443
-66.9739,-6.2947,1.18,-0.707
-66.5388,-6.2947,1.5,-0.829
-66.1036,-6.2947,1.88,-0.647
-65.6685,-6.2947,1.39,-0.396
-65.2333,-6.2947,1.6,-0.503
-64.7982,-6.2947,2.52,-0.456
-64.363,-6.2947,3.12,-0.513
-63.9279,-6.2947,2.28,-0.696
-63.4927,-6.2947,2.73,-1.192
-63.0576,-6.2947,4.95,-1.691
-62.6225,-6.2947,6.41,-2.165
-62.1873,-6.2947,6.8,-2.339
-61.7522,-6.2947,5.15,-2.407
-61.317,-6.2947,2.27,-1.892
-60.8819,-6.2947,1.06,-1.059
-60.4467,-6.2947,1.16,-1.685
-60.0116,-6.2947,1.74,-1.813
-59.5764,-6.2947,2.22,-1.895
-59.1413,-6.2947,2.23,-1.773
-58.7062,-6.2947,1.95,-1.488
-58.271,-6.2947,2.43,-1.176
-57.8359,-6.2947,2.79,-1.051
-57.4007,-6.2947,1.56,-1.244
-56.9656,-6.2947,1.0,-1.404
-56.5304,-6.2947,1.0,-1.29
-56.0953,-6.2947,1.04,-1.298
-55.6602,-6.2947,1.28,-1.462
-55.225,-6.2947,1.69,-1.711
-54.7899,-6.2947,3.06,-1.702
-54.3547,-6.2947,4.77,-1.855
-53.9196,-6.2947,5.22,-2.43
-53.4844,-6.2947,6.63,-2.431
-53.0493,-6.2947,6.51,-2.608
-52.6141,-6.2947,5.33,-2.685
-52.179,-6.2947,5.77,-2.825
-51.7439,-6.2947,5.1,-3.074
-51.3087,-6.2947,4.63,-2.95
-50.8736,-6.2947,2.76,-3.059
-50.4384,-6.2947,2.0,-3.212
-50.0033,-6.2947,2.34,-3.232
-49.5681,-6.2947,2.87,-2.999
-49.133,-6.2947,2.57,-3.037
-48.6979,-6.2947,1.99,-2.65
-48.2627,-6.2947,1.42,-2.417
-47.8276,-6.2947,1.52,-2.059
-47.3924,-6.2947,1.23,-1.869
-46.9573,-6.2947,1.08,-2.042
-46.5221,-6.2947,1.06,-2.142
-46.087,-6.2947,1.18,-2.252
-45.6518,-6.2947,1.16,-2.243
-45.2167,-6.2947,1.06,-2.145
-44.7816,-6.2947,1.06,-2.085
-44.3464,-6.2947,1.13,-2.236
-43.9113,-6.2947,1.25,-2.293
-43.4761,-6.2947,1.5,-2.542
-43.041,-6.2947,2.02,-2.606
-42.6058,-6.2947,2.47,-2.522
-42.1707,-6.2947,3.7,-2.614
-41.7355,-6.2947,4.67,-2.402
-41.3004,-6.2947,5.99,-1.959
-40.8653,-6.2947,5.91,-2.097
-40.4301,-6.2947,6.02,-2.05
-39.995,-6.2947,6.0,-1.947
-72.1956,-6.7275,1.01,-0.325
-71.7605,-6.7275,0.98,-0.292
-71.3253,-6.7275,1.0,-0.758
-70.8902,-6.7275,1.78,-0.667
-70.455,-6.7275,3.7,-0.76
-70.0199,-6.7275,3.95,-0.763
-69.5848,-6.7275,3.86,-0.728
-69.1496,-6.7275,1.8,-0.739
-68.7145,-6.7275,1.01,-0.341
-68.2793,-6.7275,1.01,-0.342
-67.8442,-6.7275,1.0,-0.356
-67.409,-6.7275,1.0,-0.426
-66.9739,-6.7275,1.06,-0.668
-66.5388,-6.7275,1.49,-0.781
-66.1036,-6.7275,1.74,-0.535
-65.6685,-6.7275,1.67,-0.454
-65.2333,-6.7275,2.88,-0.611
-64.7982,-6.7275,3.06,-0.896
-64.363,-6.7275,2.95,-0.908
-63.9279,-6.7275,2.01,-0.941
-63.4927,-6.7275,2.46,-1.137
-63.0576,-6.7275,4.83,-1.35
-62.6225,-6.7275,5.42,-1.84
-62.1873,-6.7275,5.28,-1.896
-61.7522,-6.7275,2.42,-1.791
-61.317,-6.7275,1.23,-1.612
-60.8819,-6.7275,1.0,-1.558
-60.4467,-6.7275,1.15,-1.722
-60.0116,-6.7275,2.17,-1.638
-59.5764,-6.7275,2.61,-1.697
-59.1413,-6.7275,2.92,-1.673
-58.7062,-6.7275,3.2,-1.528
-58.271,-6.7275,3.74,-1.412
-57.8359,-6.7275,3.2,-1.317
-57.4007,-6.7275,1.21,-1.413
-56.9656,-6.7275,1.05,-1.333
-56.5304,-6.7275,1.2,-1.304
-56.0953,-6.7275,1.17,-1.278
-55.6602,-6.7275,1.55,-1.165
-55.225,-6.7275,2.72,-1.711
-54.7899,-6.7275,4.27,-1.806
-54.3547,-6.7275,4.91,-1.899
-53.9196,-6.7275,5.56,-2.116
-53.4844,-6.7275,6.51,-1.952
-53.0493,-6.7275,5.42,-2.253
-52.6141,-6.7275,5.4,-2.653
-52.179,-6.7275,5.56,-2.931
-51.7439,-6.7275,4.73,-3.238
-51.3087,-6.7275,4.11,-3.28
-50.8736,-6.7275,2.96,-2.817
-50.4384,-6.7275,2.61,-2.937
-50.0033,-6.7275,2.66,-3.224
-49.5681,-6.7275,2.97,-3.472
-49.133,-6.7275,2.9,-3.295
-48.6979,-6.7275,2.74,-2.911
-48.2627,-6.7275,2.38,-2.735
-47.8276,-6.7275,1.95,-2.353
-47.3924,-6.7275,1.98,-1.848
-46.9573,-6.7275,1.2,-1.621
-46.5221,-6.7275,1.25,-2.14
-46.087,-6.7275,1.11,-2.459
-45.6518,-6.7275,1.07,-2.446
-45.2167,-6.7275,1.03,-2.475
-44.7816,-6.7275,1.23,-2.343
-44.3464,-6.7275,1.36,-2.521
-43.9113,-6.7275,1.11,-2.433
-43.4761,-6.7275,1.27,-2.498
-43.041,-6.7275,1.81,-2.61
-42.6058,-6.7275,1.81,-2.669
-42.1707,-6.7275,2.99,-2.555
-41.7355,-6.7275,5.04,-2.127
-41.3004,-6.7275,5.87,-2.043
-40.8653,-6.7275,5.88,-2.236
-40.4301,-6.7275,6.09,-2.035
-39.995,-6.7275,5.82,-2.062
-72.1956,-7.1604,1.07,-0.316
-71.7605,-7.1604,1.09,-0.266
-71.3253,-7.1604,0.95,-0.275
-70.8902,-7.1604,1.0,-0.369
-70.455,-7.1604,1.32,-0.467
-70.0199,-7.1604,2.01,-0.537
-69.5848,-7.1604,1.58,-0.581
-69.1496,-7.1604,1.17,-0.41
-68.7145,-7.1604,0.85,-0.233
-68.2793,-7.1604,0.94,-0.199
-67.8442,-7.1604,1.0,-0.364
-67.409,-7.1604,1.03,-0.434
-66.9739,-7.1604,1.58,-0.643
-66.5388,-7.1604,1.44,-0.564
-66.1036,-7.1604,1.47,-0.512
-65.6685,-7.1604,1.79,-0.788
-65.2333,-7.1604,2.24,-1.242
-64.7982,-7.1604,3.17,-1.788
-64.363,-7.1604,2.72,-1.813
-63.9279,-7.1604,1.83,-1.671
-63.4927,-7.1604,2.06,-1.547
-63.0576,-7.1604,4.43,-1.457
-62.6225,-7.1604,4.98,-1.373
-62.1873,-7.1604,4.07,-1.443
-61.7522,-7.1604,2.08,-1.602
-61.317,-7.1604,1.04,-2.232
-60.8819,-7.1604,1.04,-2.453
-60.4467,-7.1604,1.05,-2.271
-60.0116,-7.1604,1.99,-1.856
-59.5764,-7.1604,2.45,-1.588
-59.1413,-7.1604,2.7,-1.757
-58.7062,-7.1604,3.92,-1.695
-58.271,-7.1604,4.01,-1.659
-57.8359,-7.1604,3.47,-1.505
-57.4007,-7.1604,1.98,-1.607
-56.9656,-7.1604,2.03,-1.657
-56.5304,-7.1604,1.59,-1.528
-56.0953,-7.1604,1.55,-1.515
-55.6602,-7.1604,3.09,-1.466
-55.225,-7.1604,3.82,-1.91
-54.7899,-7.1604,5.0,-1.64
-54.3547,-7.1604,6.33,-1.79
-53.9196,-7.1604,6.43,-2.002
-53.4844,-7.1604,6.75,-1.983
-53.0493,-7.1604,6.44,-2.345
-52.6141,-7.1604,6.07,-2.728
-52.179,-7.1604,5.7,-2.679
-51.7439,-7.1604,4.79,-3.004
-51.3087,-7.1604,4.52,-3.128
-50.8736,-7.1604,3.05,-2.914
-50.4384,-7.1604,3.61,-2.925
-50.0033,-7.1604,3.06,-3.15
-49.5681,-7.1604,3.0,-3.275
-49.133,-7.1604,3.18,-3.343
-48.6979,-7.1604,2.91,-2.988
-48.2627,-7.1604,3.1,-2.73
-47.8276,-7.1604,2.59,-2.636
-47.3924,-7.1604,2.38,-2.065
-46.9573,-7.1604,1.87,-2.173
-46.5221,-7.1604,1.53,-2.449
-46.087,-7.1604,1.52,-2.786
-45.6518,-7.1604,1.11,-2.811
-45.2167,-7.1604,1.05,-2.808
-44.7816,-7.1604,1.49,-2.719
-44.3464,-7.1604,1.35,-2.781
-43.9113,-7.1604,1.36,-2.468
-43.4761,-7.1604,1.7,-2.571
-43.041,-7.1604,1.85,-2.707
-42.6058,-7.1604,2.08,-2.837
-42.1707,-7.1604,2.28,-2.573
-41.7355,-7.1604,4.65,-2.18
-41.3004,-7.1604,5.43,-2.247
-40.8653,-7.1604,5.83,-2.256
-40.4301,-7.1604,5.94,-2.029
-39.995,-7.1604,5.56,-1.907
-72.1956,-7.5933,0.94,-0.141
-71.7605,-7.5933,0.8,-0.101
-71.3253,-7.5933,0.84,-0.102
-70.8902,-7.5933,0.98,-0.286
-70.455,-7.5933,1.02,-0.542
-70.0199,-7.5933,1.08,-0.62
-69.5848,-7.5933,1.01,-0.556
-69.1496,-7.5933,0.94,-0.257
-68.7145,-7.5933,0.91,-0.233
-68.2793,-7.5933,0.87,-0.214
-67.8442,-7.5933,0.97,-0.273
-67.409,-7.5933,1.14,-0.448
-66.9739,-7.5933,1.28,-0.607
-66.5388,-7.5933,1.28,-0.628
-66.1036,-7.5933,1.32,-0.732
-65.6685,-7.5933,2.77,-1.153
-65.2333,-7.5933,2.94,-1.604
-64.7982,-7.5933,3.28,-1.984
-64.363,-7.5933,3.89,-2.18
-63.9279,-7.5933,2.23,-2.067
-63.4927,-7.5933,2.07,-2.032
-63.0576,-7.5933,3.7,-1.985
-62.6225,-7.5933,4.2,-1.684
-62.1873,-7.5933,2.63,-1.719
-61.7522,-7.5933,1.84,-1.846
-61.317,-7.5933,1.2,-2.199
-60.8819,-7.5933,1.09,-2.179
-60.4467,-7.5933,1.06,-2.321
-60.0116,-7.5933,1.66,-2.035
-59.5764,-7.5933,3.08,-1.594
-59.1413,-7.5933,3.76,-1.702
-58.7062,-7.5933,3.49,-1.834
-58.271,-7.5933,3.59,-1.947
-57.8359,-7.5933,2.79,-1.608
-57.4007,-7.5933,1.62,-1.769
-56.9656,-7.5933,1.48,-1.72
-56.5304,-7.5933,1.39,-2.214
-56.0953,-7.5933,1.75,-2.278
-55.6602,-7.5933,2.95,-2.072
-55.225,-7.5933,4.7,-1.955
-54.7899,-7.5933,6.28,-1.613
-54.3547,-7.5933,6.95,-1.812
-53.9196,-7.5933,7.0,-1.787
-53.4844,-7.5933,6.95,-1.999
-53.0493,-7.5933,6.64,-2.01
-52.6141,-7.5933,6.31,-2.285
-52.179,-7.5933,5.76,-2.079
-51.7439,-7.5933,4.78,-2.261
-51.3087,-7.5933,4.38,-2.387
-50.8736,-7.5933,3.22,-2.678
-50.4384,-7.5933,3.33,-2.526
-50.0033,-7.5933,2.77,-2.781
-49.5681,-7.5933,3.05,-3.245
-49.133,-7.5933,3.04,-3.305
-48.6979,-7.5933,2.75,-3.14
-48.2627,-7.5933,2.86,-2.84
-47.8276,-7.5933,2.21,-2.986
-47.3924,-7.5933,1.67,-2.799
-46.9573,-7.5933,1.95,-2.713
-46.5221,-7.5933,1.93,-2.892
-46.087,-7.5933,1.75,-3.146
-45.6518,-7.5933,1.25,-3.004
-45.2167,-7.5933,1.39,-2.973
-44.7816,-7.5933,1.48,-2.99
-44.3464,-7.5933,1.33,-2.597
-43.9113,-7.5933,1.7,-2.396
-43.4761,-7.5933,2.16,-2.535
-43.041,-7.5933,2.6,-2.656
-42.6058,-7.5933,2.38,-2.723
-42.1707,-7.5933,3.63,-2.344
-41.7355,-7.5933,4.99,-2.151
-41.3004,-7.5933,5.33,-2.349
-40.8653,-7.5933,5.89,-2.275
-40.4301,-7.5933,5.91,-2.095
-39.995,-7.5933,5.99,-2.067
-72.1956,-8.0262,0.58,-0.037
-71.7605,-8.0262,0.61,-0.028
-71.3253,-8.0262,0.31,0.044
-70.8902,-8.0262,1.39,-0.504
-70.455,-8.0262,1.35,-0.78
-70.0199,-8.0262,1.27,-0.718
-69.5848,-8.0262,1.2,-0.61
-69.1496,-8.0262,2.74,-0.635
-68.7145,-8.0262,2.63,-0.885
-68.2793,-8.0262,1.06,-0.536
-67.8442,-8.0262,1.0,-0.346
-67.409,-8.0262,1.01,-0.541
-66.9739,-8.0262,1.02,-0.611
-66.5388,-8.0262,1.07,-0.666
-66.1036,-8.0262,1.05,-0.692
-65.6685,-8.0262,2.23,-1.569
-65.2333,-8.0262,1.97,-1.738
-64.7982,-8.0262,3.26,-1.936
-64.363,-8.0262,3.45,-2.209
-63.9279,-8.0262,2.32,-2.372
-63.4927,-8.0262,1.21,-2.41
-63.0576,-8.0262,1.4,-2.387
-62.6225,-8.0262,1.5,-2.046
-62.1873,-8.0262,1.75,-2.021
-61.7522,-8.0262,1.48,-1.967
-61.317,-8.0262,1.58,-2.152
-60.8819,-8.0262,1.03,-2.357
-60.4467,-8.0262,1.04,-2.119
-60.0116,-8.0262,1.89,-1.75
-59.5764,-8.0262,3.04,-1.489
-59.1413,-8.0262,3.76,-1.652
-58.7062,-8.0262,2.1,-1.826
-58.271,-8.0262,1.81,-2.008
-57.8359,-8.0262,1.62,-1.63
-57.4007,-8.0262,1.03,-1.395
-56.9656,-8.0262,1.32,-1.664
-56.5304,-8.0262,1.74,-2.081
-56.0953,-8.0262,2.06,-2.295
-55.6602,-8.0262,2.96,-2.406
-55.225,-8.0262,5.29,-2.101
-54.7899,-8.0262,6.6,-1.71
-54.3547,-8.0262,7.0,-1.677
-53.9196,-8.0262,7.0,-1.531
-53.4844,-8.0262,7.0,-1.682
-53.0493,-8.0262,7.0,-1.756
-52.6141,-8.0262,6.67,-1.804
-52.179,-8.0262,5.77,-1.7
-51.7439,-8.0262,4.91,-1.601
-51.3087,-8.0262,3.87,-1.935
-50.8736,-8.0262,3.61,-2.27
-50.4384,-8.0262,2.34,-2.358
-50.0033,-8.0262,1.96,-2.397
-49.5681,-8.0262,2.72,-3.002
-49.133,-8.0262,3.06,-3.102
-48.6979,-8.0262,2.53,-2.972
-48.2627,-8.0262,2.42,-2.843
-47.8276,-8.0262,2.06,-2.982
-47.3924,-8.0262,1.74,-2.945
-46.9573,-8.0262,1.66,-2.973
-46.5221,-8.0262,1.84,-3.108
-46.087,-8.0262,1.8,-3.269
-45.6518,-8.0262,1.76,-3.164
-45.2167,-8.0262,1.78,-2.999
-44.7816,-8.0262,2.18,-3.124
