prolific_id,condition,political_affiliation,blame_prescriptive,praise_prescriptive,emotion_prescriptive,poli_prescriptive,blame_descriptive,praise_descriptive,emotion_descriptive,political_descriptive,affect_polarization,poli_extreme
1740,control,democrat,5.0,6.0,5.0,7.0,70.0,60.0,25.0,85.0,5.0,4.0
1741,control,republican,5.0,6.0,3.0,5.0,84.0,18.0,80.0,89.0,5.0,4.0
1742,control,republican,4.0,7.0,5.0,4.0,40.0,40.0,5.0,15.0,2.0,3.0
1743,control,democrat,5.0,7.0,6.0,6.0,64.0,65.0,10.0,85.0,3.0,4.0
1744,algorithmic,democrat,6.0,5.0,4.0,7.0,50.0,30.0,20.0,80.0,5.0,1.0
1745,control,democrat,2.0,6.0,4.0,4.0,40.0,36.0,57.0,98.0,3.0,2.0
1746,control,democrat,6.0,6.0,4.0,4.0,20.0,21.0,2.0,50.0,3.0,1.0
1747,algorithmic,democrat,5.0,5.0,5.0,5.0,64.0,42.0,53.0,67.0,2.0,2.0
1748,control,democrat,3.0,5.0,5.0,3.0,40.0,60.0,35.0,55.0,3.0,3.0
1749,algorithmic,democrat,7.0,5.0,5.0,7.0,100.0,100.0,15.0,77.0,2.0,1.0
1750,control,democrat,6.0,7.0,7.0,7.0,78.0,68.0,73.0,88.0,4.0,3.0
1751,control,republican,7.0,7.0,7.0,7.0,56.0,58.0,9.0,96.0,2.0,3.0
1752,algorithmic,lean_democrat,3.0,7.0,7.0,7.0,33.0,35.0,41.0,97.0,3.0,1.0
1753,algorithmic,democrat,5.0,7.0,4.0,7.0,30.0,40.0,20.0,85.0,4.0,2.0
1754,algorithmic,democrat,7.0,7.0,7.0,6.0,58.0,68.0,41.0,71.0,4.0,1.0
1755,control,democrat,5.0,6.0,7.0,7.0,36.0,65.0,83.0,76.0,4.0,3.0
1756,control,republican,2.0,7.0,5.0,4.0,73.0,15.0,5.0,94.0,2.0,2.0
1757,algorithmic,republican,2.0,4.0,4.0,4.0,59.0,55.0,52.0,77.0,4.0,3.0
1758,control,democrat,7.0,7.0,6.0,7.0,70.0,30.0,50.0,90.0,4.0,2.0
1759,algorithmic,republican,2.0,6.0,5.0,4.0,67.0,61.0,27.0,91.0,2.0,1.0
1760,control,republican,4.0,4.0,4.0,4.0,58.0,52.0,63.0,64.0,3.0,2.0
1761,algorithmic,republican,3.0,4.0,5.0,5.0,96.0,96.0,98.0,99.0,3.0,4.0
1762,control,republican,6.0,5.0,5.0,7.0,83.0,32.0,79.0,86.0,5.0,4.0
1763,algorithmic,republican,6.0,6.0,7.0,7.0,90.0,67.0,72.0,99.0,4.0,4.0
1764,algorithmic,republican,5.0,5.0,3.0,3.0,61.0,65.0,66.0,67.0,3.0,4.0
1765,control,republican,1.0,7.0,4.0,4.0,69.0,34.0,76.0,94.0,4.0,4.0
1766,control,republican,4.0,4.0,4.0,4.0,61.0,49.0,54.0,56.0,1.0,1.0
1767,algorithmic,republican,1.0,1.0,3.0,2.0,67.0,58.0,65.0,84.0,4.0,3.0
1768,algorithmic,republican,3.0,5.0,5.0,6.0,72.0,35.0,52.0,90.0,4.0,4.0
1769,control,republican,4.0,5.0,5.0,4.0,66.0,34.0,14.0,92.0,3.0,4.0
1770,control,republican,2.0,7.0,6.0,5.0,60.0,42.0,25.0,87.0,5.0,5.0
1771,control,republican,6.0,6.0,6.0,6.0,41.0,36.0,59.0,89.0,1.0,5.0
1772,algorithmic,republican,4.0,7.0,4.0,7.0,20.0,20.0,10.0,70.0,2.0,1.0
1773,control,republican,1.0,1.0,2.0,2.0,45.0,57.0,67.0,62.0,3.0,3.0
1774,algorithmic,republican,1.0,7.0,4.0,5.0,54.0,62.0,58.0,67.0,2.0,2.0
1775,control,republican,2.0,4.0,5.0,4.0,49.0,49.0,35.0,80.0,3.0,4.0
1776,control,republican,6.0,7.0,7.0,7.0,37.0,34.0,48.0,86.0,1.0,5.0
1777,algorithmic,republican,2.0,7.0,4.0,4.0,30.0,15.0,5.0,50.0,3.0,1.0
1778,control,republican,3.0,5.0,4.0,5.0,62.0,65.0,30.0,77.0,2.0,2.0
1779,algorithmic,republican,5.0,7.0,6.0,6.0,70.0,56.0,27.0,84.0,2.0,5.0
1780,algorithmic,republican,3.0,7.0,5.0,6.0,61.0,42.0,51.0,90.0,4.0,3.0
1781,control,republican,6.0,6.0,6.0,6.0,40.0,40.0,30.0,60.0,4.0,2.0
1782,control,republican,1.0,7.0,5.0,4.0,70.0,35.0,34.0,91.0,4.0,4.0
1783,algorithmic,republican,3.0,4.0,5.0,7.0,80.0,60.0,60.0,90.0,4.0,4.0
1784,control,republican,4.0,7.0,6.0,4.0,64.0,44.0,27.0,79.0,3.0,2.0
1785,algorithmic,republican,4.0,5.0,6.0,6.0,80.0,30.0,65.0,90.0,5.0,5.0
1786,algorithmic,republican,4.0,4.0,6.0,6.0,75.0,43.0,61.0,85.0,4.0,4.0
1787,algorithmic,republican,1.0,5.0,5.0,5.0,85.0,20.0,25.0,87.0,3.0,4.0
1788,control,republican,3.0,7.0,6.0,4.0,45.0,55.0,60.0,90.0,4.0,3.0
1789,control,republican,3.0,3.0,4.0,5.0,85.0,40.0,65.0,90.0,4.0,3.0
1790,algorithmic,republican,7.0,7.0,7.0,7.0,37.0,69.0,56.0,86.0,4.0,4.0
1791,algorithmic,republican,5.0,6.0,5.0,7.0,35.0,25.0,10.0,85.0,4.0,2.0
1793,control,republican,2.0,6.0,6.0,5.0,66.0,19.0,73.0,81.0,4.0,4.0
1794,control,republican,5.0,5.0,5.0,5.0,33.0,33.0,15.0,80.0,4.0,4.0
1795,control,republican,3.0,4.0,4.0,3.0,70.0,50.0,40.0,90.0,4.0,3.0
1796,algorithmic,republican,5.0,7.0,7.0,6.0,3.0,100.0,32.0,88.0,3.0,1.0
1797,control,republican,5.0,7.0,5.0,5.0,60.0,74.0,40.0,91.0,4.0,2.0
1798,algorithmic,republican,5.0,7.0,5.0,7.0,50.0,70.0,21.0,95.0,3.0,1.0
1799,algorithmic,republican,5.0,3.0,5.0,7.0,73.0,21.0,23.0,99.0,2.0,2.0
1800,control,republican,2.0,7.0,7.0,4.0,20.0,20.0,10.0,50.0,3.0,1.0
1801,control,republican,4.0,6.0,4.0,4.0,60.0,40.0,80.0,85.0,3.0,2.0
1802,control,republican,5.0,6.0,6.0,5.0,36.0,66.0,12.0,93.0,4.0,3.0
1803,algorithmic,republican,3.0,6.0,5.0,5.0,64.0,35.0,65.0,85.0,4.0,4.0
1804,algorithmic,republican,2.0,4.0,5.0,3.0,49.0,75.0,11.0,90.0,4.0,3.0
1805,control,republican,2.0,7.0,2.0,2.0,59.0,43.0,41.0,74.0,2.0,3.0
1806,algorithmic,republican,3.0,7.0,6.0,7.0,35.0,28.0,45.0,73.0,2.0,4.0
1807,control,republican,4.0,4.0,4.0,6.0,67.0,58.0,25.0,85.0,4.0,4.0
1808,algorithmic,republican,1.0,6.0,5.0,5.0,26.0,82.0,73.0,71.0,3.0,4.0
1809,algorithmic,lean_democrat,1.0,4.0,4.0,4.0,62.0,42.0,74.0,93.0,4.0,4.0
1810,control,republican,3.0,7.0,4.0,7.0,31.0,72.0,40.0,92.0,2.0,1.0
1811,control,republican,2.0,6.0,4.0,2.0,27.0,66.0,35.0,69.0,2.0,2.0
1812,algorithmic,republican,4.0,6.0,6.0,6.0,54.0,62.0,34.0,94.0,5.0,4.0
1813,algorithmic,republican,5.0,5.0,5.0,7.0,30.0,60.0,75.0,80.0,4.0,3.0
1814,control,lean_republican,3.0,3.0,3.0,3.0,55.0,47.0,38.0,77.0,3.0,2.0
1815,control,republican,4.0,6.0,6.0,6.0,71.0,38.0,9.0,86.0,4.0,4.0
1816,algorithmic,republican,5.0,6.0,4.0,5.0,69.0,76.0,56.0,62.0,4.0,4.0
1817,control,republican,6.0,6.0,6.0,6.0,61.0,37.0,51.0,88.0,2.0,3.0
1818,algorithmic,republican,5.0,5.0,5.0,5.0,64.0,40.0,52.0,82.0,3.0,3.0
1819,control,republican,4.0,5.0,3.0,4.0,34.0,48.0,32.0,69.0,3.0,3.0
1820,control,republican,5.0,7.0,6.0,5.0,70.0,60.0,10.0,97.0,3.0,4.0
1821,algorithmic,republican,4.0,6.0,5.0,5.0,68.0,70.0,26.0,88.0,4.0,4.0
1822,algorithmic,republican,6.0,3.0,2.0,1.0,23.0,73.0,50.0,100.0,1.0,2.0
1823,algorithmic,republican,2.0,6.0,5.0,7.0,68.0,30.0,60.0,79.0,2.0,3.0
1824,control,republican,3.0,7.0,1.0,5.0,57.0,53.0,10.0,86.0,3.0,4.0
1825,control,republican,2.0,6.0,6.0,5.0,73.0,79.0,45.0,86.0,3.0,2.0
1826,control,republican,2.0,7.0,6.0,5.0,66.0,13.0,13.0,85.0,5.0,4.0
1827,algorithmic,republican,7.0,7.0,7.0,7.0,100.0,100.0,100.0,100.0,5.0,1.0
1828,algorithmic,republican,1.0,6.0,6.0,4.0,22.0,70.0,35.0,60.0,3.0,4.0
1829,control,republican,3.0,6.0,5.0,6.0,20.0,44.0,49.0,68.0,3.0,3.0
1830,control,democrat,1.0,7.0,4.0,4.0,31.0,77.0,70.0,87.0,3.0,3.0
1831,control,republican,3.0,5.0,5.0,3.0,82.0,80.0,68.0,89.0,1.0,4.0
1832,algorithmic,republican,1.0,5.0,5.0,4.0,20.0,80.0,25.0,74.0,2.0,3.0
1833,algorithmic,republican,6.0,7.0,6.0,7.0,76.0,79.0,72.0,80.0,4.0,3.0
1834,control,republican,7.0,7.0,4.0,4.0,67.0,67.0,83.0,91.0,4.0,4.0
1835,control,lean_republican,2.0,7.0,4.0,4.0,44.0,44.0,59.0,79.0,5.0,1.0
1836,algorithmic,republican,5.0,7.0,5.0,6.0,75.0,60.0,70.0,85.0,4.0,4.0
1837,control,republican,3.0,6.0,6.0,7.0,64.0,71.0,19.0,93.0,4.0,4.0
1838,algorithmic,republican,6.0,6.0,6.0,6.0,64.0,68.0,69.0,68.0,3.0,3.0
1839,control,lean_republican,3.0,7.0,5.0,5.0,66.0,40.0,10.0,88.0,4.0,1.0
1840,algorithmic,republican,7.0,7.0,6.0,7.0,40.0,60.0,15.0,85.0,4.0,2.0
1841,control,republican,6.0,5.0,6.0,5.0,84.0,69.0,66.0,87.0,3.0,4.0
1842,algorithmic,republican,6.0,6.0,5.0,7.0,75.0,15.0,0.0,90.0,3.0,4.0
1843,control,republican,2.0,4.0,6.0,4.0,65.0,40.0,79.0,91.0,4.0,4.0
1844,algorithmic,republican,4.0,5.0,4.0,5.0,79.0,75.0,41.0,80.0,3.0,3.0
1845,control,republican,3.0,7.0,7.0,7.0,50.0,50.0,5.0,80.0,4.0,5.0
1846,algorithmic,republican,6.0,7.0,7.0,7.0,42.0,86.0,21.0,94.0,1.0,4.0
1847,control,republican,4.0,4.0,3.0,5.0,50.0,50.0,30.0,69.0,3.0,3.0
1848,algorithmic,republican,3.0,5.0,3.0,2.0,65.0,53.0,6.0,42.0,3.0,3.0
1849,control,republican,1.0,7.0,3.0,4.0,30.0,85.0,71.0,84.0,4.0,2.0
1850,algorithmic,republican,4.0,6.0,5.0,5.0,77.0,61.0,72.0,79.0,5.0,4.0
1851,control,republican,5.0,6.0,5.0,5.0,67.0,50.0,38.0,74.0,2.0,3.0
1852,algorithmic,republican,2.0,7.0,6.0,7.0,72.0,80.0,69.0,91.0,5.0,4.0
1853,control,republican,2.0,6.0,3.0,3.0,85.0,35.0,62.0,77.0,2.0,4.0
1854,algorithmic,republican,5.0,7.0,5.0,5.0,77.0,54.0,19.0,87.0,2.0,3.0
1855,control,republican,2.0,5.0,5.0,5.0,40.0,65.0,50.0,71.0,4.0,3.0
1856,algorithmic,republican,2.0,7.0,7.0,4.0,25.0,85.0,60.0,90.0,2.0,1.0
1857,control,republican,4.0,7.0,4.0,4.0,60.0,40.0,40.0,80.0,4.0,2.0
1858,algorithmic,republican,4.0,7.0,7.0,5.0,36.0,81.0,68.0,72.0,3.0,4.0
1859,algorithmic,democrat,5.0,6.0,5.0,7.0,69.0,50.0,41.0,95.0,4.0,1.0
1860,control,republican,5.0,5.0,4.0,7.0,96.0,91.0,83.0,99.0,4.0,4.0
1861,algorithmic,republican,4.0,5.0,6.0,5.0,40.0,45.0,12.0,71.0,1.0,1.0
1862,algorithmic,republican,7.0,7.0,7.0,7.0,49.0,53.0,59.0,95.0,4.0,3.0
1863,control,republican,2.0,5.0,4.0,4.0,60.0,25.0,75.0,65.0,3.0,4.0
1864,control,republican,2.0,5.0,4.0,3.0,66.0,52.0,47.0,85.0,3.0,4.0
1865,algorithmic,republican,7.0,7.0,7.0,7.0,86.0,79.0,61.0,95.0,3.0,1.0
1866,control,lean_democrat,4.0,4.0,4.0,4.0,49.0,52.0,52.0,55.0,3.0,3.0
1867,control,republican,3.0,6.0,5.0,3.0,11.0,66.0,68.0,33.0,2.0,3.0
1868,algorithmic,republican,3.0,3.0,4.0,4.0,34.0,33.0,20.0,66.0,3.0,3.0
1869,control,republican,4.0,6.0,7.0,5.0,55.0,70.0,40.0,85.0,2.0,4.0
1870,algorithmic,republican,1.0,7.0,6.0,5.0,2.0,74.0,33.0,85.0,3.0,4.0
1871,algorithmic,republican,2.0,5.0,3.0,7.0,38.0,62.0,27.0,80.0,4.0,3.0
1872,control,republican,3.0,5.0,5.0,7.0,92.0,33.0,75.0,94.0,4.0,4.0
1873,control,republican,5.0,6.0,5.0,5.0,78.0,81.0,67.0,74.0,4.0,3.0
1874,algorithmic,republican,2.0,6.0,4.0,2.0,32.0,26.0,51.0,87.0,1.0,2.0
1875,control,republican,3.0,5.0,4.0,5.0,18.0,76.0,33.0,40.0,2.0,2.0
1876,control,republican,2.0,5.0,4.0,2.0,70.0,25.0,90.0,85.0,4.0,3.0
1877,algorithmic,republican,6.0,6.0,6.0,6.0,22.0,78.0,78.0,85.0,1.0,1.0
1878,control,republican,4.0,6.0,4.0,5.0,74.0,86.0,72.0,98.0,3.0,4.0
1879,control,republican,2.0,6.0,6.0,5.0,37.0,79.0,36.0,67.0,2.0,4.0
1880,control,republican,7.0,7.0,7.0,7.0,75.0,40.0,65.0,85.0,3.0,3.0
1881,algorithmic,republican,5.0,6.0,5.0,6.0,50.0,43.0,22.0,73.0,2.0,4.0
1882,algorithmic,republican,1.0,6.0,6.0,6.0,65.0,70.0,58.0,79.0,4.0,2.0
1883,algorithmic,republican,1.0,5.0,5.0,3.0,83.0,69.0,76.0,81.0,2.0,4.0
1884,algorithmic,democrat,4.0,7.0,5.0,4.0,80.0,80.0,70.0,95.0,5.0,4.0
1885,control,republican,3.0,5.0,5.0,3.0,61.0,71.0,35.0,63.0,3.0,4.0
1886,algorithmic,republican,5.0,5.0,5.0,6.0,67.0,63.0,73.0,89.0,3.0,2.0
1887,control,republican,4.0,6.0,6.0,6.0,36.0,70.0,39.0,88.0,4.0,4.0
1888,algorithmic,republican,3.0,5.0,5.0,5.0,72.0,65.0,85.0,90.0,3.0,3.0
1889,control,republican,3.0,1.0,4.0,4.0,65.0,82.0,13.0,90.0,4.0,4.0
1891,control,lean_republican,3.0,7.0,6.0,4.0,55.0,40.0,70.0,85.0,4.0,3.0
1892,algorithmic,republican,2.0,5.0,5.0,4.0,36.0,60.0,38.0,75.0,2.0,4.0
1893,control,republican,4.0,6.0,5.0,7.0,66.0,81.0,63.0,87.0,4.0,2.0
1894,algorithmic,republican,6.0,6.0,7.0,7.0,77.0,92.0,73.0,84.0,2.0,2.0
1895,control,republican,5.0,6.0,5.0,5.0,75.0,87.0,70.0,67.0,1.0,2.0
1896,algorithmic,republican,5.0,3.0,4.0,6.0,82.0,60.0,39.0,72.0,2.0,4.0
1897,control,republican,1.0,6.0,3.0,3.0,50.0,30.0,60.0,95.0,3.0,4.0
1898,control,republican,6.0,7.0,7.0,7.0,18.0,29.0,30.0,100.0,4.0,2.0
1899,algorithmic,republican,5.0,7.0,7.0,7.0,55.0,25.0,75.0,75.0,2.0,3.0
1900,control,republican,2.0,6.0,4.0,5.0,55.0,35.0,10.0,60.0,3.0,2.0
1901,algorithmic,republican,5.0,6.0,4.0,3.0,29.0,68.0,75.0,97.0,2.0,3.0
