sample_id,country,location,admin1_name,latitude,longitude,analysis_pop,pop_code,SuperPopulation,collection_method,collection_date,data_qc_pass
C1aSud190,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,Prokopack,05/02/2023,1.0
C1aSud191,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,1.0
C1aSud193,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,Prokopack,05/02/2023,1.0
C1aSud195,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,Prokopack,05/02/2023,1.0
C1aSud196,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,Prokopack,05/02/2023,1.0
C1aSud198,Sudan,PortSudan,RedSea,19.6387626,37.1906463,Sudan,SUD,Horn of Africa & Yemen,Prokopack,05/02/2023,1.0
C1aSud199,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,24/07/2022,1.0
C1aSud200,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,1.0
C1aSud201,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,26/07/2022,1.0
C1aSud202,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,23/07/2022,1.0
C1aSud203,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,27/07/2022,1.0
C1aSud204,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,28/07/2022,1.0
C1aSud205,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,23/07/2022,1.0
C1aSud206,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,23/07/2022,1.0
C1aSud207,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,23/07/2022,1.0
C1aSud208,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,29/07/2022,1.0
C1aSud209,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,30/07/2022,1.0
C1aSud210,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,31/07/2022,1.0
C1aSud211,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,01/08/2022,1.0
C1aSud213,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,23/07/2022,1.0
C1aSud214,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,02/08/2022,1.0
C1aSud216,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,03/08/2022,1.0
C1aSud217,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,04/08/2022,1.0
C1aSud218,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,05/08/2022,1.0
C1aSud220,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,06/08/2022,1.0
C1aSud221,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,23/07/2022,1.0
C1aSud222,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,07/08/2022,1.0
C1aSud223,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,08/08/2022,1.0
C1aSud224,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,09/08/2022,1.0
C1aSud225,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,23/07/2022,1.0
C1aSud226,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,23/07/2022,1.0
C1aSud227,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,23/07/2022,1.0
C1aSud228,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,23/07/2022,1.0
C1aSud229,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,23/07/2022,1.0
C1aSud230,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,23/07/2022,1.0
C1aSud231,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,10/08/2022,1.0
C1aSud232,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,Sudan,SUD,Horn of Africa & Yemen,Prokopack,11/08/2022,1.0
DAsgPak035,Pakistan,Asgharo,KhyberPakhtunkhwa,33.55101313,71.53222067,Afghanistan & Pakistan,APA,Asia,PSC,01/04/2005,1.0
DAzCPak017,Pakistan,Azakhel,KhyberPakhtunkhwa,34.01779221,71.87858623,Afghanistan & Pakistan,APA,Asia,PSC,01/04/2005,1.0
DAzCPak018,Pakistan,Azakhel,KhyberPakhtunkhwa,34.01779221,71.87858623,Afghanistan & Pakistan,APA,Asia,PSC,01/04/2005,1.0
DAzCPak019,Pakistan,Azakhel,KhyberPakhtunkhwa,34.01779221,71.87858623,Afghanistan & Pakistan,APA,Asia,PSC,01/04/2005,1.0
DLakPak026,Pakistan,Lakhtibanda,KhyberPakhtunkhwa,33.55101313,71.53222067,Afghanistan & Pakistan,APA,Asia,PSC,01/04/2005,1.0
Dana_I_04,Ethiopia,Danan,Somali,6.513496767,43.49424426,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/10/2023,1.0
Dana_I_12,Ethiopia,Danan,Somali,6.513496767,43.49424426,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/10/2023,1.0
Dana_I_13,Ethiopia,Danan,Somali,6.513496767,43.49424426,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/10/2023,1.0
Dana_I_14,Ethiopia,Danan,Somali,6.513496767,43.49424426,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/10/2023,1.0
Dana_I_16,Ethiopia,Danan,Somali,6.513496767,43.49424426,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/10/2023,1.0
Dana_I_17,Ethiopia,Danan,Somali,6.513496767,43.49424426,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/10/2023,1.0
Dana_I_18,Ethiopia,Danan,Somali,6.513496767,43.49424426,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/10/2023,1.0
Dana_I_19,Ethiopia,Danan,Somali,6.513496767,43.49424426,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/10/2023,1.0
Dana_I_20,Ethiopia,Danan,Somali,6.513496767,43.49424426,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/10/2023,1.0
Dana_I_21,Ethiopia,Danan,Somali,6.513496767,43.49424426,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/10/2023,1.0
Dana_I_22,Ethiopia,Danan,Somali,6.513496767,43.49424426,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/10/2023,1.0
Dana_I_23,Ethiopia,Danan,Somali,6.513496767,43.49424426,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/10/2023,1.0
Dana_I_24,Ethiopia,Danan,Somali,6.513496767,43.49424426,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/10/2023,1.0
Dana_I_25,Ethiopia,Danan,Somali,6.513496767,43.49424426,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/10/2023,1.0
Dana_I_26,Ethiopia,Danan,Somali,6.513496767,43.49424426,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/10/2023,1.0
Dana_I_27,Ethiopia,Danan,Somali,6.513496767,43.49424426,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/10/2023,1.0
Dana_I_28,Ethiopia,Danan,Somali,6.513496767,43.49424426,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/10/2023,1.0
Dana_I_29,Ethiopia,Danan,Somali,6.513496767,43.49424426,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/10/2023,1.0
Dana_I_30,Ethiopia,Danan,Somali,6.513496767,43.49424426,Southeastern Ethiopia,ETS,Horn of Africa & Yemen,larvae,01/10/2023,1.0
Djib_F_01,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2023,1.0
Djib_F_03,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2023,1.0
Djib_F_04,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2023,1.0
Djib_F_05,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2023,1.0
Djib_F_06,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2023,1.0
Djib_F_07,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2023,1.0
Djib_F_08,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2023,1.0
Djib_F_10,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2023,1.0
Djib_F_11,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2023,1.0
Djib_F_12,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2023,1.0
Djib_F_13,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2023,1.0
Djib_F_15,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2023,1.0
Djib_F_16,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2023,1.0
Djib_F_17,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2023,1.0
Djib_F_19,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2023,1.0
Djib_F_21,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2023,1.0
Djib_F_22,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2023,1.0
Djib_F_24,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2023,1.0
Djib_F_26,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2023,1.0
Djib_F_27,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2023,1.0
Djib_F_28,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2023,1.0
Djib_F_29,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2023,1.0
Dubt_I_02,Ethiopia,Dubti,Afar,11.733333,41.083333,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Dubt_I_03,Ethiopia,Dubti,Afar,11.733333,41.083333,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Dubt_I_04,Ethiopia,Dubti,Afar,11.733333,41.083333,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Dubt_I_05,Ethiopia,Dubti,Afar,11.733333,41.083333,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Dubt_I_06,Ethiopia,Dubti,Afar,11.733333,41.083333,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Dubt_I_07,Ethiopia,Dubti,Afar,11.733333,41.083333,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Dubt_I_10,Ethiopia,Dubti,Afar,11.733333,41.083333,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Dubt_I_12,Ethiopia,Dubti,Afar,11.733333,41.083333,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Dubt_I_15,Ethiopia,Dubti,Afar,11.733333,41.083333,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Dubt_I_16,Ethiopia,Dubti,Afar,11.733333,41.083333,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Dubt_I_19,Ethiopia,Dubti,Afar,11.733333,41.083333,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Dubt_I_20,Ethiopia,Dubti,Afar,11.733333,41.083333,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Dubt_I_22,Ethiopia,Dubti,Afar,11.733333,41.083333,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Dubt_I_23,Ethiopia,Dubti,Afar,11.733333,41.083333,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Dubt_I_26,Ethiopia,Dubti,Afar,11.733333,41.083333,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Dubt_I_27,Ethiopia,Dubti,Afar,11.733333,41.083333,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Dubt_I_28,Ethiopia,Dubti,Afar,11.733333,41.083333,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
Dubt_I_30,Ethiopia,Dubti,Afar,11.733333,41.083333,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larvae,01/01/2023,1.0
E10,SaudiArabia,AlHofuf,Eastern,25.384805,49.710295,Southeastern Ethiopia,SAE,KSA & Iran,larvae,23/10/2023,1.0
E12,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,Southeastern Ethiopia,SAE,KSA & Iran,blackhole,05/11/2023,1.0
E20,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,Southeastern Ethiopia,SAE,KSA & Iran,blackhole,05/11/2023,1.0
E23,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,Southeastern Ethiopia,SAE,KSA & Iran,blackhole,05/11/2023,1.0
E24,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,Southeastern Ethiopia,SAE,KSA & Iran,blackhole,05/11/2023,1.0
E27,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,Southeastern Ethiopia,SAE,KSA & Iran,blackhole,05/11/2023,1.0
E29,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,Southeastern Ethiopia,SAE,KSA & Iran,blackhole,05/11/2023,1.0
E31,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,Southeastern Ethiopia,SAE,KSA & Iran,blackhole,05/11/2023,1.0
E33,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,Southeastern Ethiopia,SAE,KSA & Iran,blackhole,05/11/2023,1.0
E34,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,Southeastern Ethiopia,SAE,KSA & Iran,blackhole,05/11/2023,1.0
E35,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,Southeastern Ethiopia,SAE,KSA & Iran,larvae,05/11/2023,1.0
E37,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,Southeastern Ethiopia,SAE,KSA & Iran,blackhole,06/12/2023,1.0
E39,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,Southeastern Ethiopia,SAE,KSA & Iran,blackhole,06/12/2023,1.0
E41,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,Southeastern Ethiopia,SAE,KSA & Iran,blackhole,06/12/2023,1.0
E42,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,Southeastern Ethiopia,SAE,KSA & Iran,blackhole,06/12/2023,1.0
E43,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,Southeastern Ethiopia,SAE,KSA & Iran,blackhole,06/12/2023,1.0
E45,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,Southeastern Ethiopia,SAE,KSA & Iran,blackhole,06/12/2023,1.0
E46,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,Southeastern Ethiopia,SAE,KSA & Iran,blackhole,11/12/2023,1.0
E47,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,Southeastern Ethiopia,SAE,KSA & Iran,blackhole,11/12/2023,1.0
E5,SaudiArabia,AlHofuf,Eastern,25.384805,49.710295,Southeastern Ethiopia,SAE,KSA & Iran,larvae,22/10/2023,1.0
E8,SaudiArabia,AlHofuf,Eastern,25.384805,49.710295,Southeastern Ethiopia,SAE,KSA & Iran,larvae,22/10/2023,1.0
E9,SaudiArabia,AlHofuf,Eastern,25.384805,49.710295,Southeastern Ethiopia,SAE,KSA & Iran,larvae,23/10/2023,1.0
I2_42_1,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_42_2,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_42_3,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_42_5,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_43_1,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_43_2,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_43_4,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_43_5,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_43_6,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_44_1,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_44_2,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_44_3,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_44_4,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_44_5,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_45_2,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_45_4,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_46_1,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_46_2,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_46_3,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_46_5,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_48_1,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_48_2,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_48_4,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_48_5,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I2_49_1,Iran,Chabahar,Sistan and Baluchestan,25.29178627,60.65077766,Iran,IRS,KSA & Iran,larvae,01/07/2023,
I3_57_2,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_57_4,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_57_5,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_58_1,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_58_2,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_58_3,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_58_4,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_58_5,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_59_1,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_59_2,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_59_3,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_59_4,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_59_5,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_60_1,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_60_2,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_60_3,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_60_5,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_61_3,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_61_4,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_62_3,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_62_5,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_63_2,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_64_1,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_64_3,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I3_64_5,Iran,Saravan,Sistan and Baluchestan,27.40819746,62.27300369,Iran,IRS,KSA & Iran,PSC,01/07/2023,
I4_68_1,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_68_2,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_68_3,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_68_4,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_68_5,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_68_6,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_69_1,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_69_10,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_69_4,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_69_5,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
I4_69_7,Iran,Bandar Abbas,Hormozgan,27.18605298,56.26708981,Iran,IRH,KSA & Iran,PSC,01/07/2023,
