gene_name,Ribo_mut_rep1,Ribo_mut_rep2,Ribo_mut_rep3,Ribo_wt_rep1,Ribo_wt_rep2,Ribo_wt_rep3,RNA_mut_rep1,RNA_mut_rep2,RNA_mut_rep3,RNA_wt_rep1,RNA_wt_rep2,RNA_wt_rep3
Ablim1,23.12778329,19.38187743,22.8250313,23.68552838,18.46854315,19.91230722,14.0519702,13.63384689,14.45480291,12.54526612,13.41985318,6.79540332
Ablim2,40.27921735,42.1670804,38.95215014,43.05124913,40.39603715,39.19020981,45.60000709,43.51751974,47.92563393,50.18675427,42.24298758,43.08300943
Ablim3,2.74109811,2.28061689,2.68922942,2.81937549,1.93548291,1.83842587,7.99494442,7.79847242,8.39318419,8.43853165,6.89160352,7.23885173
Abr,90.50831581,101.81020594,97.21412001,81.03805822,86.14257752,75.95655168,103.10838261,106.69849963,104.22385824,93.94940127,91.61888285,78.45060768
Abraxas2,15.85115979,16.80934797,15.14507959,15.36494158,17.29610026,17.07020474,6.63763222,7.01863864,6.09837841,6.2842878,6.78598679,6.05737968
Abt1,11.11139154,6.64954342,10.20413164,9.86897016,8.4195756,7.69127198,5.4357642,4.99163152,4.78590895,5.21086814,4.56478107,5.3290271
Abtb1,14.94519509,9.58592971,13.90860927,12.49053125,10.84281935,10.65358983,16.34917185,16.51168022,17.77289623,15.79777691,15.86501765,19.71692666
Abtb2,2.53764748,2.27645285,2.52287003,1.92719324,1.77535078,1.67524018,3.41148354,3.22333382,3.3574663,3.68088875,3.1948815,2.79587207
Acaa1a,42.26374154,44.55507557,42.34556672,42.0487792,41.42474576,39.0771329,26.82888591,24.52161019,25.52905554,26.16392516,24.4149623,30.38873661
Acaa1b,18.28841101,15.44046061,17.23013435,15.58229114,16.43715171,15.88337098,10.85075232,10.15021904,11.35191523,10.96703828,10.61311189,13.53857782
Acaa2,15.40349122,25.74568901,22.99370578,19.03173863,22.76370603,23.08190541,9.52164363,11.77207479,11.55763189,11.4239448,10.67957693,12.81035976
Acaca,10.20427242,11.78604121,11.91901364,11.11281376,10.53881203,10.5238632,8.38842375,8.87705148,8.92057361,8.41473848,7.94233524,5.97757087
Acad12,1.50420547,0.95635213,1.81112711,1.23965625,1.22360844,0.89755098,1.0418085,1.11170577,1.06875935,1.04813181,1.01410683,1.13491721
Acad8,15.3702877,15.60402586,14.70232872,14.4052114,14.43592569,15.67165931,7.13253122,7.1125605,7.02807104,6.71633205,6.33653174,7.92079292
Acad9,27.4800003,29.20977259,27.46210306,25.41464762,23.83854559,25.05563713,10.09651953,10.28938412,10.56572788,9.30730879,9.40519192,10.02049594
Acadl,16.34258939,23.52769808,23.10228362,19.88265468,25.87172586,23.97894001,8.57909572,10.71331095,11.10435763,10.39665816,10.08400196,10.2671124
Acadm,13.10926286,16.91402184,13.76374204,13.0663294,16.60643106,14.97903405,9.02265726,9.51449979,9.68059052,9.32517322,9.55053091,10.67786096
Acads,3.26977655,3.25658263,3.51104313,4.31845106,3.89722142,3.22220078,2.7986973,3.21544708,2.93584452,2.89416783,2.87674814,3.83929649
Acadsb,59.96501079,73.63773656,60.87501895,48.1642211,73.18179691,83.45189142,4.00779537,3.94799295,3.63530592,3.37522692,4.72018001,3.69836129
Acadvl,15.59090604,13.02550055,14.72622218,15.02246526,13.04061854,13.16590256,15.12474672,15.50677479,15.21472438,16.45869856,14.46579057,18.367128
Acap2,34.64196128,36.75010931,36.4614133,38.14663075,34.46992032,36.28377199,2.60077411,2.55514239,2.47237225,2.42462439,3.59112024,1.47420175
Acap3,33.68132255,32.15593385,34.43556351,35.52829256,33.71057825,28.59295023,36.48108876,37.06443316,38.61657496,38.24270141,35.90516281,35.69524224
Acat1,108.17784677,95.58660744,113.19951855,110.21294334,97.3084587,103.65856579,21.29082296,22.02094076,22.92350442,21.22178621,21.31010064,23.25330638
Acat2,33.67947329,28.32340147,34.89537744,33.72509782,32.18604588,34.52848116,26.96328786,26.2503565,27.06248825,26.51297484,25.99152485,29.01293478
Acat3,27.35613772,23.51376725,28.66116848,26.56587906,27.05795826,28.16477827,15.2520835,15.21633045,15.04480442,15.09891444,14.96898825,15.20494916
Acbd3,18.4964749,17.23281933,18.04152552,18.69625738,16.21476925,16.37345239,8.72562761,8.47044302,7.8651579,7.65532554,8.19496648,7.38942903
Acbd4,9.31032168,6.57989472,8.84183422,7.97220223,6.61034865,7.24737696,14.418422,13.79362573,14.35212304,14.21578945,13.26939348,16.14190301
Acbd5,15.26736167,16.74987031,16.57212356,12.99320414,18.18492874,16.87553412,2.6292013,2.77646387,2.48015416,2.40583994,3.90711946,2.48034952
Acbd6,39.2317385,35.12458125,40.76338992,34.02179253,35.43427176,36.65189107,11.79280611,10.89448079,11.15243272,10.37976459,10.43193626,11.61491791
Acd,5.53842015,5.73061196,6.00811234,5.31646392,4.64241684,5.12150954,10.29438861,10.14940203,10.17008731,10.21441181,9.1939041,11.12308159
Ace,2.64721329,2.34885326,2.84073012,2.75459268,2.83506148,3.16729084,3.0779146,2.85430235,3.1649554,2.94245073,2.9616935,3.68244918
Ache,19.94935258,10.28370793,18.15523293,18.97153053,13.5084948,13.10526435,17.06943876,15.17390197,18.91053187,18.98902501,20.54323806,19.40002304
Acin1,21.94242799,22.14627169,20.70063728,28.69329233,18.45663587,18.37952495,29.67949483,25.52562653,25.34384574,30.58717999,20.98184288,24.12340995
Ackr3,3.84698259,3.8085472,2.70749034,3.46474258,4.14452174,3.39994725,1.32533524,1.48232657,1.25765135,1.49236288,1.66932242,1.31760522
Acly,72.87097729,67.08097011,75.04700693,73.87434626,67.3620701,61.56783204,42.65808688,44.0346717,46.61280853,41.12238332,41.42123605,35.69011579
Aco1,15.89740975,17.04493816,18.73674083,15.43285158,15.56789403,18.37102619,7.41549424,8.03924807,7.78611429,7.57197452,7.12416065,7.04458807
Aco2,195.19045461,185.45132114,210.83541753,202.58860193,196.8607051,176.87200194,146.33111767,155.22545152,165.09424426,151.65074898,151.72275362,150.04857099
Acot1,14.54183577,10.24738,13.426489,14.2451535,10.85150724,10.91087421,6.64440686,6.40912811,7.12429948,7.79171848,6.16535525,7.59186239
Acot10,3.47021081,3.81027053,2.65478305,3.01990487,3.35637694,3.41472963,1.36447907,1.69064659,1.3788233,1.29489516,1.29197402,1.61153034
Acot11,12.30231569,12.91085771,14.55476539,11.97811006,12.86563622,9.78506559,6.27594735,7.97128722,7.27077675,7.25677642,6.48717082,5.6472343
Acot13,148.34133972,211.36171969,188.59931994,170.28383061,199.23757324,189.29434365,63.91375027,67.50236739,59.85108337,60.36575528,63.1972748,71.6952676
Acot2,15.17665081,11.14721461,13.89375448,15.1816933,11.90284708,11.60664239,7.3475627,7.12211821,6.95292458,7.8705754,6.54165868,8.04259186
Acot3,6.01826076,2.71276599,4.16157526,5.10193016,3.11944009,3.35693123,2.15698352,2.01403974,1.768608,2.20950987,1.75366028,2.05122595
Acot5,6.85463537,3.27607259,4.61973034,5.99434699,3.59128817,3.86555718,3.47256351,3.07910031,3.55044361,3.69178912,2.76949612,3.85459803
Acot6,7.03342559,4.33428428,6.06110075,6.20899208,4.54341019,4.54832695,1.76222536,1.88609225,2.22624929,1.80355034,1.86860406,1.83301477
Acot7,219.65929152,216.38195301,219.33374722,263.15229348,268.27055942,238.74130183,168.22491975,165.32776027,166.56831976,177.80802643,154.87517064,186.26863576
Acot8,7.76843948,6.95723827,7.65435354,7.41556262,5.65172412,5.4328698,7.57225379,9.04847164,9.34241299,9.23383955,8.16593297,9.07438222
Acot9,11.14303872,11.71516012,10.16141099,11.23985983,12.24386193,12.65889057,9.19883217,10.21432314,9.23881759,8.93844488,9.39416959,9.69148441
Acox1,99.67528804,109.49021569,115.43528665,92.71444694,99.67587418,99.34729738,41.2988391,46.04896607,45.80079826,40.24439854,42.63276256,38.80132286
Acox3,13.86800709,14.1711852,16.33013484,13.46121898,13.30306446,11.62761717,6.42014575,7.29755824,7.34341125,6.25916661,6.84574484,6.38967213
Acp1,46.50434788,58.52383844,50.17553909,41.22724711,59.71912101,56.00255649,13.92937191,13.88994636,12.68933521,12.65081987,13.29984982,14.69392168
Acp2,21.24504711,16.4801443,20.82372445,19.65787131,19.33278807,18.42665425,12.802614,11.90828614,12.95071802,12.42401308,12.56302701,11.50606442
Acp6,5.25561244,5.03140841,4.65280717,4.35836334,3.59059998,3.56026022,4.38450796,3.92166117,4.0280134,4.403261,3.71992578,4.06127962
Acsbg1,81.6805476,111.92620438,110.249699,80.18961989,100.12684531,85.31351328,33.4785134,43.6016542,42.86651826,40.39393351,38.82166282,37.21129276
Acsf2,7.73510736,9.95219913,10.31834398,8.88207314,10.26307875,9.13788619,3.9237143,4.92764338,4.59765996,5.00945541,4.73619372,4.68350958
Acsf3,9.06549874,6.37349739,9.13185176,6.82581237,6.18461226,6.81776499,7.82473329,8.32177839,8.26304891,6.63262355,7.6234003,7.76721674
Acsl1,19.38287383,19.6114331,19.507246,16.69731876,17.87325001,19.44622006,11.48164569,11.62976238,11.7633282,10.5418234,11.41848334,10.35947449
Acsl3,29.34269211,41.82384708,31.10797718,30.1493753,43.23617823,34.26811424,6.23557684,6.19065061,5.79948047,5.83524872,7.93708626,6.06356265
Acsl4,59.18264584,63.36072799,62.16009271,59.08334981,64.13116673,64.58152206,3.6986042,3.66856771,3.40442749,3.60766936,5.48310597,3.51023967
Acsl5,11.46437154,11.523599,11.16518559,10.21178702,11.11882102,11.36745523,13.95108232,13.74684677,13.01375108,14.15432084,15.33047155,14.17960867
Acsl6,40.75131837,36.0214941,40.47896008,38.65081517,41.89048566,34.37769779,15.08511898,14.53180032,15.04992277,13.47621953,17.40214917,12.9438265
Acss1,8.4255065,7.68448825,8.49230344,7.72987449,8.47077457,7.55797302,5.53025508,6.19296275,6.0742963,6.0559013,5.71602267,5.80430956
Acss2,18.61868033,20.02688687,19.12007147,19.59770432,20.53859006,17.65152549,13.91494783,14.66922623,14.99235951,14.16114592,14.42445243,13.70097033
Acta1,91.91154711,99.44526235,87.25086661,100.9078701,100.39400102,79.46795971,18.63240855,18.64855677,17.85257149,18.60535542,18.16194823,19.83543591
Acta2,43.74323852,41.88649676,51.23377707,45.4348588,53.93561985,54.7105246,4.32652551,5.67785864,6.38780727,8.8450008,6.92013088,8.50248525
Actb,3020.95152121,2663.58358597,3139.52734951,3054.37487102,2933.04657245,2739.50187827,629.8099822,608.84556569,602.89069758,659.00226159,616.82871128,697.825321
Actg1,2183.10320044,2348.37112207,2303.29990433,2426.24221768,2694.45869587,2223.88029834,751.77716989,768.84466122,757.54449926,789.03734742,757.51374905,885.37924878
Actl6a,8.27951664,7.94324359,8.0558934,9.74962447,9.5572402,10.05813719,4.17278896,4.25875277,4.32484362,4.66147091,4.39002408,4.66862942
Actl6b,31.23038623,25.53543178,32.46883499,28.82201533,24.9223698,26.6289505,52.73749187,50.48286335,50.35957851,44.71241292,46.72869924,50.16017481
Actn1,85.00256056,67.42531327,74.7583299,87.93351873,58.60620878,71.83114037,21.92072991,18.24262626,19.72334589,19.22712327,16.22794017,15.02888589
Actn2,12.43083852,9.21924707,9.20802117,10.82918236,8.46661233,9.17316835,5.38029294,4.43694196,4.89589273,5.21804117,4.38783186,3.88402245
Actn4,63.98957558,49.0329049,57.29786559,60.13534793,40.88158753,45.68867468,33.34185919,28.74157213,28.926526,30.80409576,24.32444387,25.77781557
Actr10,87.00766585,96.51388302,89.88681056,88.41275102,92.22924202,90.97815382,29.04890256,29.61660009,28.44925142,27.01966649,28.72939922,28.8273977
Actr1a,199.8191631,214.93280622,213.9833329,185.72721217,219.27835818,227.03746733,108.85311914,108.26491939,108.60785954,107.68728725,97.38456909,112.90045257
Actr1b,198.88295598,195.12042525,210.86354394,220.91624252,180.9420575,168.950833,116.35024653,117.30164287,117.73135644,116.13878565,111.34930065,121.34460242
Actr2,220.64722103,281.21999276,239.96364997,225.45624846,279.95808456,271.15299762,47.87175445,44.21004356,42.74367736,41.539663,51.83913336,42.97112242
Actr3,74.86043084,77.23286563,78.23253041,77.87394724,75.7062165,78.33853149,67.06917798,70.49755849,65.25470136,64.34940231,67.83686379,62.88430043
Actr3b,66.3635522,77.42695557,65.60073575,62.78078237,76.97348708,80.59250919,50.59503226,51.89429828,51.55314159,48.71537112,51.64081717,54.95010482
Actr5,2.39382152,1.99277438,2.3149119,2.74192077,1.91636092,2.14111478,2.50920096,2.65980472,3.01964183,2.59520592,2.23584841,2.63103296
Actr6,17.83884173,20.5948567,17.6133891,19.61662904,16.6211887,16.28724048,5.55619798,5.52975298,4.93407258,5.09927677,5.98368094,5.57346956
Actr8,33.23255227,33.29016297,30.53505834,27.53584787,29.84143419,29.7920526,21.04425489,20.90274225,21.69352792,18.59074454,19.20595756,19.87630002
Acvr1,17.93335466,16.55912125,17.89672004,17.48549301,18.30688314,14.80385729,6.70724907,5.77470739,6.02497436,6.6640862,6.55777448,6.24818805
Acvr1b,39.86534505,34.4309001,40.69340618,34.12401223,35.53682272,34.10487734,35.52945471,33.218514,35.23612498,30.06016289,32.25260066,30.44943179
Acvr2a,25.98909222,30.60895931,24.43412025,21.13726044,27.84923668,30.24379912,1.78437116,1.7417882,1.79020077,1.61810755,2.44466207,1.59095153
Acvrl1,3.76777037,1.60433633,3.09102868,3.47513319,2.94699197,2.28295188,2.1147844,1.72493743,1.79307447,2.4644943,2.12491037,1.99009939
Acy1,9.98030428,10.00295083,11.60127436,9.10358206,8.50627621,8.43604006,5.73361148,5.405027,5.59980997,5.63531888,5.27824162,5.97836467
Acyp2,53.63808675,66.9414943,61.20973209,63.48607045,85.34448041,80.69065392,10.85897033,11.53283484,9.88072619,12.03676537,12.72806095,13.43553576
Adal,3.50697121,4.8693704,3.72668753,3.38552151,4.48923729,3.71606905,4.06341109,4.01097542,4.18165782,4.09640817,3.96998257,3.88248664
Adam10,19.63220903,14.7967401,18.80782579,18.07679526,14.39563057,15.4755547,6.97665373,6.33719469,6.31439996,6.22997255,8.49890494,5.33420219
Adam11,28.92823568,18.01214812,24.63303989,27.78412815,20.09375585,20.18278674,28.1144788,25.35512319,27.13435265,26.83161475,27.86385697,26.36223098
Adam15,8.98563547,6.71851514,8.20490414,8.41999997,7.56450963,7.43176005,17.40255671,17.3274473,18.8212747,17.42193313,19.0146058,19.11751554
Adam17,1.26027125,1.02750103,1.16752078,1.45889124,1.45625792,1.27669412,1.2785482,1.03361685,1.10690935,1.27210709,1.35185915,1.07369085
Adam19,2.04108886,1.66410279,2.08176181,2.37626799,1.72359176,1.49152763,3.4454496,2.95980136,3.36459242,3.60736966,3.31001319,2.48295659
Adam22,42.23124485,33.63047131,38.17687882,39.76326504,35.15572282,31.90089206,9.19727974,8.32951547,8.55523233,8.12204358,10.8576001,7.30143171
Adam23,29.42192092,24.30039815,25.85314414,26.9992999,27.50981563,25.92771494,18.58619433,16.9185428,18.53311488,18.74246941,20.81312503,15.16180932
Adam9,9.28236646,7.50243552,7.44053435,8.34825331,8.81460028,8.50154756,5.19530928,4.20292624,5.124945,4.79198508,6.48526152,4.56262982
Adamts15,0.96011201,0.61175302,0.90639389,0.83683886,0.59905797,0.53603612,0.94341175,1.19925251,1.39621481,1.15446693,1.03813759,0.89622444
Adamts3,5.34676298,3.61623334,4.83085966,4.3082481,4.90633173,4.54149317,2.05383828,1.64308268,1.8472793,1.65299762,2.17647348,0.94899133
Adamts4,10.21203716,5.46058312,8.62579473,10.29212888,8.36298233,6.7364579,4.36936401,3.41082524,3.95408971,5.08754881,4.45511841,2.89534916
Adamts8,1.73612552,1.42237043,1.74277606,2.14110902,1.55066385,1.5162218,1.53501821,1.17024468,1.24543711,1.17799504,1.17754177,1.1567057
Adamtsl2,1.11328088,1.11008723,1.43795174,1.10515983,1.17781424,1.15385884,2.38127986,2.15996172,2.24064347,2.1267114,2.25355585,2.78085761
Adamtsl4,0.69551188,0.33781814,0.47387608,0.77429066,0.51204086,0.41913819,1.03456762,1.00827214,1.11632684,1.7908236,1.35635989,1.33414602
Adamtsl5,0.86832415,1.06835483,0.91167518,1.11117294,0.93323222,0.75079887,1.56007058,1.57060485,1.96229306,1.53053035,1.86697523,1.80744923
Adap1,45.85281963,34.81487779,44.83373207,54.38197315,36.82980486,33.75574067,95.40232889,94.92671821,95.66287858,102.51575806,92.82835755,108.67719534
Adar,46.59664791,51.32937446,51.33496786,46.04514931,45.36540706,42.82334937,43.3334243,46.48436682,45.64864647,41.21292768,40.76465602,34.43517239
Adarb1,23.41196211,26.32370847,26.89888053,21.76234445,23.77903721,21.30349336,28.19400496,29.49832548,28.79269999,26.79403705,26.29844206,21.39446837
Adat1,2.2251201,2.08939312,2.46510338,2.20275414,2.35625203,2.15713349,1.99116856,1.83502142,1.94539264,1.60269911,1.44941653,1.46589663
Adat2,21.45994058,21.1780428,20.72714239,27.201349,20.07907456,18.83690886,3.46685817,3.37783346,2.8684371,3.26302362,3.07518495,3.03634403
Adck1,19.25500542,16.82846056,17.93431782,18.02081456,16.21476925,15.25128431,14.01471806,15.30710995,15.29888908,13.19071744,12.70135818,15.39560313
Adck5,4.63265082,3.84138791,4.76720964,4.64366363,3.93723815,3.19383068,4.49578221,3.74909721,3.89299933,4.03599225,3.55041708,4.27971179
Adcy1,16.51817913,15.00465861,17.50842962,16.59891989,17.05795702,14.65940424,41.39852784,48.83584625,45.73514569,41.5973121,45.86633162,29.29421743
Adcy2,21.76534853,21.4838818,21.3451774,20.9539127,21.35229762,21.08212772,32.26408828,30.60173372,32.10747303,30.77083869,33.49817345,27.56454871
Adcy3,12.41980435,11.08115715,12.11898798,13.82689222,11.01877809,10.00623903,13.69018082,12.62933841,13.4513297,13.92268344,13.27520255,11.48539093
Adcy5,21.84599302,13.35334996,20.14292269,19.60104059,16.23421819,11.86213964,42.91298342,40.4095414,46.39410359,45.63898207,44.32363224,33.62822155
Adcy6,4.3450916,3.66028822,4.16921771,4.40076712,3.63851334,3.74564502,6.67757958,6.41747754,6.62213211,6.86121351,6.18610228,6.22806601
Adcy8,5.0517899,5.53001054,4.79486775,5.12175866,5.50898363,5.10414273,4.04634017,4.39318184,3.95570679,3.87630701,4.02839662,3.65650423
Adcy9,12.19492295,10.1042437,11.06644145,11.1360468,10.19210828,9.77294324,10.82483302,10.53153595,11.18334817,10.04446159,10.38012068,4.88840534
Adcyap1,23.71601356,16.84765139,18.72079773,20.67100658,21.27590997,18.04928521,3.73499375,3.52150401,2.98368235,3.3295706,3.97662768,4.05242461
Adcyap1r1,22.58621176,13.9084772,19.88849336,18.45755561,16.51542124,16.68103769,26.53875092,27.64093058,28.41985696,28.31735419,27.86372145,23.75148539
Add1,194.57760146,186.19864989,188.42420796,169.93084926,163.85807854,169.49757752,105.4181862,107.84515366,106.68533225,101.2464508,98.36378358,93.5623937
Add2,64.13593362,58.96668608,65.45679083,62.98538199,50.90370688,50.55936477,42.74716728,43.69639539,43.7455248,40.68011425,37.70575517,31.4323942
Add3,65.39810612,79.78409985,76.79875744,61.95088978,75.91778302,74.50927641,14.76095305,16.22313334,15.90909627,13.82937829,15.47332205,13.55765228
Adgra1,6.59942712,5.7154549,6.91498967,7.51064423,5.06301774,5.56989332,16.14981309,15.32964243,15.91193887,17.70420807,16.78434582,14.38763853
Adgra3,1.54510036,1.44581801,1.40716979,1.3658474,1.51040174,1.50215359,3.13340747,3.29404625,3.51984357,3.09792492,3.52995441,2.78044766
Adgrb1,30.51681906,21.48978062,26.77833927,29.59868113,22.52624994,21.20300266,70.20315544,62.49071726,67.2990048,68.66060759,64.98426063,63.65068124
Adgrb2,22.95527287,18.05739408,22.38599021,22.50125196,18.8260972,16.32244475,88.60308822,85.595439,90.70486278,85.1363588,85.46301742,81.86066056
Adgrb3,17.05856555,14.51988606,16.60370938,15.56433145,15.48564987,15.3968721,9.76229901,9.72299024,9.77856941,8.59157645,11.75428858,8.31961667
Adgrg1,13.17094443,11.89304328,13.16108166,13.17851782,12.52538714,10.04565811,10.48774012,10.01059149,11.41258705,13.64302292,11.28334109,10.53800421
Adgrl1,33.40703405,26.306104,33.2743423,31.9030551,28.444625,26.63681325,69.7329397,66.56026203,68.92451883,68.92113788,65.56042479,63.3623289
Adgrl2,12.3269226,11.22833711,11.89486137,11.10616331,11.49224865,10.71042832,9.31147211,7.52278942,8.40491729,7.24245465,8.80210602,6.06582102
Adgrl3,20.68897243,17.44148302,19.20471994,17.73493263,16.48836956,16.81076305,6.50071383,6.04510376,6.2994892,4.88368422,7.0874421,3.91938825
Adh5,70.52863421,61.32222844,68.61472938,68.36590911,65.96030729,61.24398901,30.57674998,29.40482024,28.50088746,28.78584354,29.47283255,33.12230974
Adhfe1,3.85287925,4.37628278,4.80587632,3.41559551,4.99698818,4.16844065,2.21638242,2.72970612,2.46807142,2.26921044,2.95482163,2.12214832
Adi1,39.7708247,45.87489886,43.3228045,40.97596409,57.98444947,54.34569313,17.68050798,17.67725882,17.52440027,19.83617151,16.78475932,19.75162218
Adipor1,18.42703087,15.98855578,16.94737149,19.84292936,19.28532623,17.41096949,17.73128865,18.31111023,17.96918007,19.88877789,19.14220226,18.65607453
