gene_name,Ribo_mut_rep1,Ribo_mut_rep2,Ribo_mut_rep3,Ribo_wt_rep1,Ribo_wt_rep2,Ribo_wt_rep3,RNA_mut_rep1,RNA_mut_rep2,RNA_mut_rep3,RNA_wt_rep1,RNA_wt_rep2,RNA_wt_rep3
Dgkb,78.4151446,89.37117688,75.68086789,63.84380614,82.75816202,87.08295971,6.4812685,6.37999124,5.95045396,5.90409254,8.52232022,4.96418806
Dgkd,10.8525584,12.09634088,11.18984046,10.39369869,10.43254861,10.22221509,17.10863156,18.71173604,18.30819438,17.70373472,16.49791434,15.17562735
Dgke,39.62710064,37.95474335,38.91067803,37.79204218,39.97082159,35.58657682,6.37389023,6.33722208,6.30636173,5.71141899,7.04891519,5.45213334
Dgkg,36.6623083,39.99980379,40.11610287,36.72607784,38.07281098,37.58923005,15.55715086,16.86028397,16.52362237,14.25984707,14.48897298,9.9781483
Dgkh,19.23729336,18.02543463,20.08175289,16.91880757,16.01258124,17.02945123,1.60836351,1.70781715,1.67734236,1.5390643,2.15284584,1.20174132
Dgki,34.15529336,32.97049538,32.66395231,30.27104286,29.72514434,28.8833621,2.85275622,2.8426162,3.01528724,2.57508234,3.14424234,1.95998013
Dgkq,11.1194458,9.15267792,11.10593218,9.88712484,9.00949473,9.76784847,5.59473345,5.69883937,6.13613689,5.4193063,5.83312174,5.50986901
Dgkz,27.42140719,25.66403363,26.53452264,27.59083164,23.95684982,21.46812043,102.74271139,101.41710469,99.83176047,100.87143379,91.30865123,93.31850419
Dglucy,2.16031077,1.29567234,1.91620765,1.63269176,1.52150222,1.6757908,2.21636968,2.18629604,2.24891452,2.06816832,2.12712993,1.96549018
Dguok,10.65363876,9.31599483,11.15654302,10.86296715,9.55011463,9.57387712,9.10756424,8.33119687,8.63685131,8.23176998,6.75059913,9.73867555
Dhcr24,42.16345089,34.70262263,38.75243111,46.42730069,40.07646187,37.72809185,35.39995043,31.65933007,33.65988811,36.91482469,35.34872173,34.37347501
Dhcr7,12.19866087,7.3798367,12.16048179,12.93440165,9.76421824,8.74669949,8.27421092,7.85772979,8.11419528,9.42256185,9.08298725,9.87694099
Dhdds,83.27881285,74.47045997,70.9399568,80.17728113,81.01834997,80.5220915,26.32053121,26.15046219,27.31668116,25.10840487,25.19247793,26.36914601
Dhdh,18.88360115,15.15842138,18.67988944,19.09224375,18.51399358,15.47689875,5.87463837,5.5737473,5.53027758,5.54549946,5.24696301,6.43381553
Dhodh,10.71483292,8.51465926,10.86325019,9.4203806,9.37215532,8.90268797,8.46168651,8.13827574,8.8297982,7.97245459,7.79165571,9.65304393
Dhps,13.852565,10.73607891,13.91274563,12.4829136,10.67354366,10.09388806,27.72772503,27.71222869,28.10963212,26.86504384,23.52435082,33.0203605
Dhrs1,66.41638942,64.92745891,70.39927226,70.08351724,64.80556225,58.63298959,39.28412524,42.16199656,44.47469041,40.02871464,40.47496069,47.95866438
Dhrs11,2.61640492,2.94807344,3.21001116,2.42300233,3.26356567,3.22782599,1.75075896,2.24213353,2.39712887,2.61207246,2.25405351,2.23285401
Dhrs13,2.50333643,1.92482093,2.35052593,2.50677078,2.30340574,1.63684463,3.03765341,2.72179846,2.79523983,3.07165202,2.5240761,3.00315534
Dhrs3,12.18029778,7.82474648,11.37928177,9.42730931,7.95895417,8.44747119,5.7922994,5.9114226,6.03731634,5.60983582,5.22439358,5.77092919
Dhrs4,8.38530479,7.01528486,7.07767777,7.5878282,7.64478149,6.84165473,6.24566877,7.12523348,5.98111184,7.18126996,6.29838725,6.7348928
Dhrs7,19.87239797,14.07986638,17.84653671,16.454106,17.53964945,16.19298465,14.86916297,14.51369031,15.10916194,13.00868953,13.79255784,14.92918063
Dhrs7b,21.40445846,16.03394523,17.36318772,18.9484227,18.56232704,17.591462,4.85270607,4.9839753,5.00359637,5.32939632,5.57945498,6.14844569
Dhx15,50.08544454,64.85933194,48.60861306,59.5143534,61.8427911,60.45517748,15.7547367,15.12767726,15.36126028,15.88978225,16.16426578,14.47512864
Dhx16,6.41727426,6.30355831,6.1826091,6.73847616,5.2982193,5.31465439,9.35733112,8.34986015,8.93360551,9.37396057,8.4610961,8.88351396
Dhx29,7.34142466,7.98215913,8.35076505,7.87552488,6.61627421,7.0433709,4.72545086,4.91125251,5.0645566,4.85493254,4.46288919,4.34725296
Dhx30,22.65249949,21.97074369,22.90705086,20.81155213,19.31953559,18.01091287,22.06292309,22.52414064,23.34903771,21.19255376,20.95191385,20.70318352
Dhx32,10.15221247,11.70442143,10.0484415,9.95926073,10.75329785,10.5964302,10.20449623,10.03522342,10.42102675,10.29058956,10.13935456,9.18873962
Dhx33,8.93516727,8.2066489,8.55146338,7.85790276,7.33524631,7.83022001,5.48194844,5.5296058,5.48759224,4.82529839,5.22633417,4.29584576
Dhx34,1.14224049,1.12188127,1.28342585,0.82273875,0.87155881,0.84554266,2.46402921,2.47429994,2.54898733,2.28077496,2.21200181,2.41773026
Dhx35,4.43585364,3.95422198,4.05083276,3.2803111,4.15618773,4.11596876,3.90571294,3.94758085,4.0290395,3.39096963,3.57969651,3.85570978
Dhx36,34.56601319,38.03346269,35.92188793,34.02489975,34.95859015,37.4602754,5.23773267,5.41177377,5.29412008,4.51059595,6.11358894,4.93110497
Dhx37,5.58629869,5.14149605,5.53623951,5.50055755,4.64689965,4.24245298,4.22177497,4.28486564,4.6214629,4.17489712,3.72949013,3.74079797
Dhx38,14.28432081,13.12214172,13.66683298,12.80637397,12.34485712,11.49171828,13.61466373,12.92273228,13.53506806,11.94663983,11.5764386,11.99639889
Dhx40,7.06293647,11.26822253,7.73572328,6.47708103,9.14051062,10.18852756,2.8789034,3.1331425,3.05469165,2.89370262,3.43898269,2.78668685
Dhx57,12.42898691,12.52935094,12.56812167,11.92973049,11.16575018,12.06867933,6.61429647,6.83367218,6.98808401,6.01935038,6.63459201,5.72716759
Dhx8,20.99704796,22.15863132,21.85767703,20.51794567,19.10786808,19.08487103,11.23576425,12.11076279,12.31559875,10.83427924,11.06476884,9.20053006
Dhx9,57.96447545,71.49980134,62.84178505,55.02909257,59.00514192,63.25685385,15.94318323,16.32210536,16.30754647,12.80829936,15.38208205,13.44559101
Diaph1,5.15909916,5.90302007,4.65319986,5.90396626,5.77060865,5.82193867,7.73709252,8.38112741,8.21850772,8.95616946,8.20088829,8.01154798
Dicer1,2.66356166,2.71614742,2.48393567,2.4033297,2.57267585,2.45085959,2.84811848,2.85140851,2.96470276,2.70525828,3.14068824,2.30698402
Dido1,5.53703412,5.84242763,6.00191911,6.18465143,5.31464863,5.38100357,4.94659109,5.05117439,5.1745241,4.65720785,4.66165891,3.40797441
Dimt1,8.62582247,8.62644667,7.67105773,9.95697371,7.6977523,9.41614027,3.35543535,3.27046675,3.44593858,3.62956987,3.37327127,3.63682367
Dio2,6.00607129,7.77858346,9.05156562,7.398401,9.19779767,7.09437944,1.32564797,1.89145024,1.94275354,1.90345741,3.35336981,1.66986289
Dio3,1.33331108,0.84092587,1.18857444,1.70069859,0.96114337,1.12598111,1.52639022,1.28811169,1.47141695,2.34784939,1.57747202,1.86560495
Dip2a,15.30638352,13.63999785,15.29228133,16.14343786,13.00146577,12.65113479,12.78455986,13.25601769,14.04847739,13.15571395,12.60642773,10.24246236
Dip2b,37.24853476,39.09891813,37.64020287,35.33880834,33.11641205,33.87225961,9.58887666,10.0360251,9.66884893,9.21098286,9.00476999,7.74810862
Dip2c,21.12614854,20.37009434,20.14232049,19.78814086,18.46899858,19.23076474,7.88256688,8.01896807,8.07674182,7.17740613,8.08604728,5.63557761
Dipk1a,4.04209583,4.49124884,4.69457657,4.10770003,4.35784271,4.50294018,4.5064434,4.42658208,4.58724374,4.49131094,6.10132424,5.06007213
Dipk1b,9.79706862,6.66169358,9.2034302,10.23606637,8.32048938,6.80536255,18.31295673,17.64645088,19.17205251,19.46000423,19.13365222,22.57609515
Dipk1c,1.34414504,1.00455983,1.31324783,1.83260293,1.13044544,0.79641418,1.79483649,1.95566842,2.06596604,2.23774227,1.75569936,2.14038703
Dipk2a,16.53841563,17.57683058,21.02756398,14.01347967,16.19549506,20.46800487,4.22358631,3.99263669,4.685039,3.3413989,5.21747112,4.30769066
Diras1,74.83898988,66.83191067,76.06544572,69.52119158,77.26874573,86.39535622,58.60768049,56.82177115,57.17979691,54.46206539,54.09797521,60.87574845
Diras2,328.74231209,299.95928186,375.36435295,316.05969066,327.69049689,299.12787683,79.56606386,80.46137772,85.29346961,75.57875283,80.1301553,70.55726086
Dis3l,5.5981069,5.94110407,6.19860488,5.87194361,4.97484861,5.05035643,8.20701467,8.37507069,8.74726534,7.89636598,7.91344725,6.97434197
Dis3l2,24.44901099,22.15990877,26.90759423,23.39648464,18.23703199,19.62684069,7.80873058,8.40007281,8.93818956,7.63385651,7.28137317,7.87034478
Disp2,89.24080315,63.9927883,80.48711325,81.59365377,65.05832301,63.0246305,48.06331398,46.52941441,49.31839527,45.18887071,45.99592858,38.22244218
Disp3,4.43407489,2.45957274,3.20323358,4.19065172,3.00764259,2.73077043,5.71247464,5.42082367,5.31381407,5.91640995,4.92120989,4.50926536
Dixdc1,5.9727261,6.47452522,6.72890221,8.61794152,6.77278538,5.57720211,8.48503361,7.49516637,7.92728048,9.37623303,9.08683006,6.86231417
Dkc1,13.14912078,13.76246966,12.76306248,10.97893904,12.50464233,12.61536951,4.83178239,4.49827778,3.95618365,4.45537034,4.51817584,4.49140251
Dkk3,157.53411831,101.00222862,132.64603903,153.19799754,129.31730639,113.60596427,82.52156945,75.77878315,75.8243438,71.88127986,88.09604845,75.85053705
Dkkl1,15.1463616,13.48624536,16.46052677,18.05637033,17.21587313,13.82152471,21.12842218,21.13329439,20.39708502,20.05296324,21.44870812,23.16617802
Dlat,22.38604226,21.14085011,22.80206219,23.11825445,22.54593191,21.8729327,22.66709189,22.85092175,22.58301632,20.33088522,23.00122963,21.35723138
Dlc1,17.50078682,20.93616984,18.63247806,21.19995646,19.38671086,16.67732352,10.32035252,10.82618083,10.7316579,10.4273422,11.19326001,9.0997255
Dld,93.12706824,114.71177918,99.26124338,86.64723587,113.43109643,111.72861451,22.59939965,22.32375654,20.99652036,20.71122341,24.44372176,22.11134456
Dleu7,10.23043722,8.10257954,7.90244781,6.29358325,7.7962285,7.94679597,6.25506208,7.00407176,5.50087454,4.4602541,4.81526073,5.18381724
Dlg1,36.7673846,50.6140413,38.39122911,37.10040978,42.03763287,45.10264236,15.76364126,15.51272566,15.17450576,14.17384767,16.4732734,13.43351569
Dlg2,56.85604043,65.36701555,62.22874037,63.85808887,64.6500369,57.0737862,21.72661632,23.4978088,22.87552651,21.21958124,25.85192412,16.41042763
Dlg3,56.21926149,59.87042282,55.6899172,49.06248213,50.73652886,58.07278604,41.96184105,41.84412219,41.47603639,37.67800512,36.87154533,34.58491418
Dlg4,106.29777048,128.63379163,109.29347238,101.05716542,112.52181068,105.95821947,185.1016725,186.26707493,185.12657821,188.67953661,167.53425191,174.1892305
Dlg5,1.24952921,1.14893383,1.3202947,1.55274536,1.05902589,0.96599234,3.45993749,4.16493547,3.95233655,3.5957432,3.54237903,2.41190806
Dlgap1,51.06425259,50.01461892,56.32003274,50.76567226,43.09156975,41.33615039,37.33542663,35.89860307,33.53105074,30.53208755,36.93093505,29.12962077
Dlgap2,24.37208641,22.09549159,24.2132796,22.93921078,17.86130461,18.36590704,10.99595983,11.72105243,11.3789718,9.6802836,10.95679815,7.33180787
Dlgap3,12.57621999,10.8610678,12.81694287,15.16309746,12.01800064,8.80617173,101.57237313,99.89459068,104.12387735,114.19460614,98.71053257,96.36834585
Dlgap4,48.15527979,40.94449029,52.34992521,48.47664371,36.52185138,37.18052272,56.46170003,59.53058627,59.53257473,61.19461373,51.81339453,53.10106976
Dlk1,2.72325758,1.76649693,2.46268244,2.9085338,2.27835798,2.32156119,1.51623685,1.48230428,1.7297307,2.05414018,1.71981036,1.56043131
Dlk2,6.55095229,4.78566771,5.32151705,6.38210582,5.19895274,4.60943922,11.75938068,11.76667687,11.50284977,13.61743838,12.22004227,16.04528837
Dll1,1.18859852,0.77871386,1.12537377,1.13022231,1.08633104,1.01679462,1.08455618,0.99946909,1.09083575,1.09772886,1.1310369,0.94389871
Dlst,73.79405487,77.79026306,72.23746169,70.603697,81.77530529,77.1643127,51.3716825,50.03321371,51.17716297,52.61559135,50.13411452,53.32871168
Dlx1,7.07338824,6.28010423,6.79716006,5.88437346,6.46016136,5.55465228,4.64691148,4.68637419,4.58736746,4.83271048,4.50155437,4.66299743
Dlx2,1.84332202,0.9205037,1.57247168,1.42966703,1.22913512,1.3374724,2.74276184,2.62358999,2.60460547,2.58959898,2.58515444,2.99750007
Dlx5,7.67282792,6.75180721,8.27812494,7.52219712,7.0187854,5.06994833,5.00531225,4.70855174,5.18317807,4.79706366,4.06071297,4.46510452
Dlx6,5.35553089,4.47133319,6.97456543,5.1504102,5.66103342,3.70938512,3.75146316,3.61063417,4.04374061,3.47434114,3.67321468,3.12644516
Dmac1,104.88481733,35.91423697,69.91364629,67.56719925,37.48313407,46.71297873,24.32472463,24.87828664,24.68147478,27.37735863,23.05631168,33.6931945
Dmac2,14.78278429,11.73843498,16.42282515,14.84232145,12.04457508,12.41017847,22.94994346,23.4617355,24.46692869,23.66901754,21.63428384,27.10341137
Dmac2l,19.54471589,15.40574962,18.47645203,16.01424531,15.4100523,14.86997048,5.45779557,5.66125187,5.14886894,4.92655689,5.86345766,5.758629
Dmap1,33.34162749,33.09235048,32.32663407,31.19520443,27.44325896,27.058846,18.65508768,19.2608478,19.96538953,17.36382896,15.99097892,19.71790844
Dmkn,0.70002545,0.50358687,0.66291788,0.78810524,0.84104505,0.78714187,1.43082099,0.90214095,1.22564327,1.59291672,0.92223705,1.21186553
Dmp1,2.00955017,2.75547282,2.66931388,2.07248373,3.59961001,2.29971588,1.32611582,1.30672383,1.33423705,1.31379898,1.57927026,1.38966142
Dmrtc1a,1.79733366,1.77386751,3.07889624,2.65732161,2.13667462,1.96263423,3.51862816,3.7614047,3.65406909,3.17525746,3.52553211,3.66571118
Dmtf1,6.54506318,7.4788892,5.88862549,6.30370755,6.56183948,6.57018565,4.88265623,4.34132835,4.23243482,4.1731808,5.37811691,3.40846307
Dmtn,145.50025156,129.28894189,133.85481989,145.77100925,119.00056376,113.13544769,102.93522436,94.5379109,95.99331156,102.47881127,87.80155568,98.1588441
Dmwd,18.22584649,15.91156402,17.49072351,16.85726794,13.86099001,13.41500928,56.77953022,59.29110691,61.71333336,56.7081929,53.68637136,61.40733368
Dmxl2,37.791503,44.32002578,40.03686726,33.83037744,34.52099422,38.97598112,7.68765226,7.93738557,7.83063599,6.87090541,9.55971542,6.40786235
Dnaaf2,0.42503836,0.59560602,0.57874133,0.58427948,0.45002091,0.59450243,1.48847715,1.39254083,1.57694596,1.58263453,1.39917828,1.71714212
Dnaaf4,1.13606791,1.3964817,0.91752772,0.85785854,1.37332751,1.39344971,7.13750033,6.44183313,6.55907094,6.29403774,7.68882834,6.46925678
Dnaaf5,1.68011571,1.10609587,1.61306531,1.54760244,1.13990049,1.28180885,2.36582391,2.42538363,2.51514489,2.53525855,2.0586195,2.28911098
Dnaja1,302.32484269,343.05580487,298.37166986,324.3251069,332.03325055,355.62582881,39.03289463,34.76270869,33.48850122,37.94232758,39.10047565,38.19775336
Dnaja2,307.00600805,368.43309702,303.80275956,300.84635535,399.72634917,417.02813823,54.23452755,53.120695,51.30157876,52.6143394,52.63354375,52.52411447
Dnaja3,54.4595312,46.52084102,51.7519971,50.9214239,44.52484491,45.13690439,26.21434055,26.37825806,25.45274535,23.9591037,22.30140447,23.70341491
Dnaja4,28.26222544,24.78690572,25.86791901,26.83368026,23.33349354,21.84152264,25.07577904,24.02842277,22.75160151,23.43835065,21.2466216,21.71115394
Dnajb1,59.80755602,52.39351285,49.4693278,75.03658741,60.79352786,54.30521643,32.79953769,32.40815477,30.47775965,40.6332426,31.45040049,32.24981158
Dnajb11,43.92106231,37.58628393,36.57689761,55.00452648,46.79101719,44.82630955,15.84597974,12.55010779,13.17531938,19.54085481,13.74902631,15.23643676
Dnajb12,18.39850514,16.891963,21.81715427,19.33794598,17.73769136,17.05165105,15.75318938,14.48984658,15.81527208,14.54604834,15.21878024,14.13947143
Dnajb14,25.58282361,22.02653637,24.86727094,22.34542611,25.64687473,25.03664363,5.84734809,5.66889006,5.18024795,5.21521976,6.5088018,5.03783597
Dnajb2,33.1230079,32.81819688,33.85953964,38.54546449,33.40789267,29.70289438,38.60944475,37.01366605,36.00442459,41.95500744,34.09825994,40.25407032
Dnajb3,0.69465932,0.5148698,0.5304292,0.90648318,0.61456756,0.77288119,1.49208355,1.30618937,1.55597323,1.22922852,1.32768961,1.75900784
Dnajb4,61.45072536,86.20976824,66.61604157,83.85938405,73.65537683,74.99704594,10.97055444,9.45634605,9.67967225,11.07054599,11.97681186,9.79972524
Dnajb5,92.97532739,75.65952647,64.28556767,116.35770316,88.71960719,71.55696638,67.35930803,55.94929932,48.93862515,74.63071696,56.32017768,56.84731068
Dnajb6,227.18517227,325.03730246,233.45514946,233.60948914,311.1305187,296.0576615,80.73592144,78.91739525,72.02179777,72.86176149,80.25895394,78.80143966
Dnajb9,74.69824846,73.86176643,65.45864951,78.76765849,91.00284962,89.82642085,9.99422814,9.22375377,9.33627554,10.26461191,11.3252781,10.20209013
Dnajc1,6.1604622,6.16517012,6.96332196,8.23639621,7.75155288,6.85063041,1.02996702,0.99561393,0.98936432,1.28726226,1.20441785,0.75892628
Dnajc10,12.58189162,12.07800892,11.65770972,12.73470033,13.29834418,12.44858795,9.37675104,8.43249234,8.91900936,8.53049859,10.66180509,8.74246992
Dnajc11,29.93773035,25.97219314,28.26755452,26.36706855,26.28264025,25.82389286,26.05932017,24.47869185,24.41166303,23.22954608,23.08671237,24.19618407
Dnajc12,24.25230532,25.9028666,25.58454587,27.88703165,24.51476034,23.94478038,4.09728549,3.98169091,4.08748102,3.82064103,3.87365191,4.95411688
Dnajc13,6.12052169,7.81332658,6.60160584,6.00932081,6.36483222,6.61862796,2.72877565,2.81585997,2.93364737,2.60973627,3.2120455,2.06265953
Dnajc14,3.18247976,3.22557883,2.81498548,3.54273599,3.00125466,2.88117813,15.82656489,15.2098131,15.39061011,15.86602651,14.86831077,14.61304002
Dnajc15,20.71663538,20.76881785,23.14726703,19.04316481,24.07875708,26.50805833,6.86105171,7.1091821,6.74664288,7.17521134,7.37752823,6.79326689
Dnajc16,26.73082222,21.5266196,24.53243604,23.97355421,23.29075903,21.41542231,12.66756879,11.89372282,12.74799909,11.18458642,12.47698068,10.96648506
Dnajc17,12.03927275,14.38392089,15.42279592,15.45013249,16.28401879,14.93302348,9.3718912,8.47950953,8.99244912,8.98898076,7.86404317,10.24047442
Dnajc18,41.12892953,40.25994171,46.71518072,41.60184425,49.39372196,46.58530595,15.54529033,15.13202946,15.57359986,15.48386866,16.07854058,13.98213663
Dnajc19,6.23007395,7.05767675,7.50506308,8.13810462,7.65845731,6.60431226,17.72685114,17.79170794,17.49680786,17.86316824,18.84533515,22.12457814
Dnajc2,16.9369658,20.20520428,17.04430179,16.93020244,18.5585571,17.91831142,6.15583143,5.65757615,5.1830679,5.34800617,5.88626155,5.96607415
Dnajc21,9.96602273,9.87737057,7.87418152,10.68520077,9.48189953,8.71471279,8.08028081,6.52923335,6.37508929,7.54201465,7.44249021,6.10778955
Dnajc24,16.11808817,20.57233109,17.62564596,19.88630604,20.00850499,21.17590726,4.54586049,3.89117072,4.22403238,4.7839135,3.99044916,4.73833977
Dnajc27,16.96983109,24.1322668,21.3451774,20.92797963,24.16327133,21.77735812,29.51492208,33.35374381,32.07047562,30.182388,32.17340074,27.62603872
Dnajc28,13.91445477,16.336045,15.694383,13.7142891,15.70490785,15.47244075,2.42488268,2.19387163,2.57320967,2.23039972,2.41883665,2.0165654
Dnajc3,14.26690181,12.8829599,12.71395453,18.40435908,14.85184659,14.90792714,3.53545435,2.81335957,2.93751258,4.17696785,3.81040542,2.86634737
Dnajc30,9.34689946,5.08983898,8.16574649,7.49323989,6.13450166,6.12212241,30.07527341,28.85838388,29.89799429,26.50812896,25.23523346,32.93658724
Dnajc4,4.14152641,3.74361359,3.68659528,4.11331471,3.31001121,3.19021863,10.90061849,11.29331245,12.00786062,11.68011737,11.01664014,12.76355396
Dnajc5,293.5724209,389.36032248,436.19221799,332.82333166,364.80298121,311.95626595,68.62372939,72.14727716,71.03344498,67.342124,67.87668698,58.82284797
Dnajc6,124.29810907,126.82828838,138.04993795,126.64002708,107.36242933,105.81926074,39.68639573,41.38479976,40.65477473,34.6222205,40.79133734,33.11010036
Dnajc7,197.58694435,179.89784718,183.43025153,186.67067334,185.30888087,195.98380016,62.33715441,55.93444013,56.70392289,54.45197309,55.99128352,59.8778246
Dnajc8,56.12643413,65.2165706,67.23816538,66.5246297,65.37159996,60.39923074,70.37099517,63.67905048,64.09658216,59.87385055,62.72348762,69.70377468
Dnajc9,45.88941312,43.62125435,47.99453414,44.65633081,45.73800894,49.09893395,17.27472947,17.81683442,16.08611615,16.31110312,16.44634181,18.57743766
Dnal1,118.82840303,217.99856745,180.47731862,141.55513425,207.05456866,177.02193392,14.64203248,15.85180195,14.70742047,14.54485932,15.8352703,12.44694693
Dnal4,76.72827917,66.15664016,70.45106775,75.07865599,75.81792461,69.70742556,26.74876072,26.73240004,26.79112754,25.79270608,23.38536946,29.69847733
Dnase2a,1.4955512,1.04261134,1.68400032,1.34485627,1.45308771,1.28844722,1.1677759,0.97199856,0.95354394,1.25211614,1.38650992,1.38147514
Dner,57.41105116,42.36562167,50.64951948,49.78775091,45.47050486,41.80102348,37.21004121,36.4969015,36.91157574,36.96405492,37.87754146,33.59907787
Dnlz,17.4578388,10.54326072,15.97601331,15.32906106,13.08200277,12.72164925,18.15716217,17.82241059,17.89562613,18.49042258,16.59220622,18.80724546
Dnm1,1011.32711946,963.83711856,966.34850398,928.39976621,877.0018214,837.77156035,405.82049046,409.655713,409.79486285,361.43346234,358.05357955,368.51345125
Dnm1l,68.42480786,85.35987563,70.5607978,66.54011177,76.41263666,80.6811736,15.35876717,15.69575207,14.86841384,13.48394251,19.61024643,13.22119559
Dnm2,7.83661115,7.65889313,7.98302895,7.51955541,7.51622354,6.63373179,12.0802383,12.26378556,13.51589632,13.31836262,11.56813004,11.40885998
Dnm3,83.31767536,90.11347715,90.35840618,79.37941663,83.45955527,79.94972889,13.42889836,14.24373743,14.63601593,12.20744363,14.77823678,10.54915632
Dnmbp,1.28122205,1.50183334,1.59899585,1.32083759,1.44289775,1.55874462,1.91684496,1.98913138,2.06100088,1.77384541,1.782839,1.69487911
Dnmt1,17.66028437,17.96430269,18.50718508,18.33619344,15.90065611,16.38269732,11.59744976,11.79625478,11.68122421,10.37593672,9.63320757,9.01013926
Dnmt3a,6.50355381,5.70594859,5.48410096,6.77369226,5.69722588,5.74204179,5.66625196,5.59015799,5.3584613,5.60826933,5.49805779,4.24395671
Dnpep,21.7234917,17.90915931,22.11121796,20.14768996,16.05654997,14.6602844,11.21085233,10.44781203,10.85624944,10.83219612,9.77472439,11.55344791
Dnph1,4.54196135,2.51664806,4.49092908,4.69626856,3.52846549,4.81089988,2.15928373,2.10123219,2.01926952,2.08326735,1.71380956,2.11161307
Dnttip1,22.48208545,17.18882643,21.22936042,23.32556594,17.78696755,16.91351321,18.70774747,18.45099617,17.72093225,17.29301637,16.27815487,21.40189641
Dnttip2,13.84950494,14.87678628,14.1800706,11.80531671,11.6087683,10.02502406,3.32137663,3.07534809,3.09146091,2.64225812,3.44685496,2.2833066
Doc2a,49.47651105,43.4815152,44.72409784,38.04852613,33.7997022,35.79098041,23.148768,24.87793782,23.97407844,21.5545487,20.39137326,24.0840869
Doc2b,8.84325929,6.92213145,8.60205566,8.86056691,7.17838721,7.14600978,11.99251628,11.24614544,12.65649742,13.48293569,10.83715368,10.13293435
Dock1,4.67524402,4.82417272,5.25403123,4.23064663,4.9886682,4.69597216,2.47586448,2.85466848,2.95649752,2.73075845,2.66493656,1.90951926
Dock10,4.47495106,4.84482724,4.86187883,4.69223458,4.55561719,4.28650996,1.67168659,1.69115039,1.65317864,1.79369717,2.13953003,1.31787041
Dock3,56.12006829,63.69015433,60.91699204,54.2458076,58.84870213,57.67331117,34.01463936,35.3243595,35.3860178,28.73874942,30.93107653,23.77278365
Dock4,39.1667042,44.75062771,43.17779752,34.1603007,37.81220865,37.69217664,6.31632152,6.26236425,6.41763394,5.25294344,7.2943891,4.37174523
Dock7,5.82832898,6.22635374,6.2552087,4.78150217,5.5777622,5.89154016,1.83593538,1.99277411,2.01403114,1.39823384,2.28193464,1.30727535
Dock9,6.68847278,7.1839864,7.29233816,6.36073787,6.5134159,6.7402555,9.61759214,10.07771647,10.73081779,8.30570821,10.35755249,6.98856827
Dohh,32.86907801,24.58911095,29.1660563,28.32882998,23.67606321,21.99530234,34.80992669,33.54631525,35.23060476,34.63582543,32.47866921,41.00223355
Dok4,5.342736,5.04675059,5.41178115,5.12217715,5.54807465,5.00388076,8.2411749,7.82777135,8.31616166,9.23634983,8.02172457,8.42118642
Dok5,39.16391318,40.20336487,40.33194839,50.61913735,44.01464816,42.01913003,19.49217667,20.11435941,19.9432529,19.62091387,18.04154614,21.4714502
Dok7,3.28184323,2.77479136,3.2064051,2.85633402,2.30006474,2.13577573,5.50726132,6.19842913,6.10676442,5.98497204,6.07505311,6.20680509
Dolk,6.20997101,4.44327822,5.57136553,6.00328532,4.05269974,3.91166626,7.89334173,6.98302396,6.94763718,7.07794071,7.60145019,7.91654177
Dolpp1,4.04508919,3.87380279,4.5841067,4.7569262,4.32768706,3.59230374,5.61020476,5.6464742,6.09465384,6.7855733,5.96505691,6.50395587
Dop1a,5.49216225,5.54450804,5.72383818,4.7428756,4.89108946,4.87580849,2.00064344,2.00008291,2.11915884,1.8286372,2.27544285,1.61247487
Dop1b,12.68556393,13.20883214,13.76449033,12.99815582,11.70542424,11.00311214,13.12509066,13.91194117,14.25259823,12.7233218,11.83730207,9.75236964
Dot1l,1.35930047,1.28685708,1.36965871,1.39254307,1.25984356,1.35804117,5.12856053,5.03447304,5.38391667,5.25792272,5.23170558,4.28032468
Dpagt1,3.17367578,2.46573776,3.84173992,3.26756559,2.93377508,2.72869775,4.36997898,4.28725484,4.64466714,4.77892123,4.69515095,4.45638142
Dpf1,53.10033166,48.56511507,49.06281565,59.95844959,49.73835047,42.60050604,29.51885871,26.51326448,25.47472634,29.88313601,25.15244416,27.90844788
Dpf2,44.96042277,36.24138288,41.20425068,41.41946353,30.97138313,30.66287834,15.02571366,15.29794393,14.42370906,16.30769487,13.28356414,14.41291249
Dph1,10.81886214,8.49288871,9.98270162,10.34286057,8.75653781,8.1162334,7.44852204,7.26286736,7.53309975,6.9127119,7.07479946,7.01107042
Dph2,10.47575893,9.86863548,9.53554729,9.52738294,9.59477928,10.63344817,3.99068171,3.90848376,4.23177577,4.58837323,4.04273712,4.62383832
Dph3,8.96703985,7.98916639,6.79412696,12.5847205,11.9951741,9.18039189,12.77525684,12.74139368,12.46908704,12.50175016,11.80325152,13.41465779
Dph5,11.8629538,11.66837369,13.02655103,11.33881678,13.49433455,13.09152678,4.14327506,3.94780089,3.60657764,3.40516388,3.27542102,3.83479842
Dph6,25.99599906,28.94413564,26.03135703,22.45706254,27.9857557,32.87678393,5.48360529,4.57278883,5.05371314,4.61874068,4.94226064,4.72942629
Dph7,7.92965898,6.29492954,8.14016007,7.80433205,7.20895464,7.10602583,12.0584202,12.304839,12.44674117,10.84255251,10.88741548,13.15341019
Dpm2,10.2003477,7.50680163,10.52004903,9.44634602,11.06221612,10.35323069,31.10572998,28.95627369,29.68378666,29.041704,28.36180597,34.16434398
