P_ID_NUMBER,NAME,REGION,DEPOSIT_TYPE,COMMODITY,REMAINING_RESOURCE,PRODUCTION_CAPACITY,STATUS,DISCOVERY_YEAR,START_YEAR,DEVELOPMENT_PROBABILITY,GRADE,RECOVERY,BROWNFIELD_TONNAGE_FACTOR,BROWNFIELD_GRADE_FACTOR,VALUE_NET,VALUE_RECOVERY_NET,MINE_COST_MODEL,MINE_COST_A,MINE_COST_B,MINE_COST_C,MINE_COST_D,REVENUE_MODEL,REVENUE_A,REVENUE_B,REVENUE_C,REVENUE_D,COST_MODEL,COST_A,COST_B,COST_C,COST_D,LATITUDE,LONGITUDE,TERRESTRIAL_BIODIVERSITY_CARBON_VALUE,MARINE_BIODIVERSITY_50KM_VALUE
441,Tonghua,30_100,Magmatic Sulphide,Ni,2720000,,1,,-9999,1.0,0.0040999999999999995,0.6994135032778821,,,,,,,,,,,,,,,,,,,,41.6638,125.71483,54.0,
442,Toomey Hill,30_100,Laterite,Ni,4220000,,0,,,0.1,0.0108,0.7554189073911044,,,,,,,,,,,,,,,,,,,,-28.805,121.88806,42.0,
443,Toronto,0_10,Laterite,Ni,44889342,,0,,,0.1,0.01552,0.818450402278937,,,,,,,,,,,,,,,,,,,,9.22227,118.25401,9.0,0.9389552388872419
444,Trojan,30_100,Magmatic Sulphide,Ni,13130000,,1,,-9999,1.0,0.0097,0.7688634953755659,,,,,,,,,,,,,,,,,,,,-17.33176,31.2812,57.0,
445,Tuli,30_100,Magmatic Sulphide,Ni,5000000,,0,,,0.1,0.0042,0.7013569467151818,,,,,,,,,,,,,,,,,,,,-23.07892,27.83476,49.0,
446,Turnagain,30_100,Magmatic Sulphide,Ni,2737769000,,0,,,0.1,0.00208,0.6446835530952012,,,,,,,,,,,,,,,,,,,,58.47856,-128.86282,35.0,
447,Two Rivers,0_10,Magmatic Sulphide,Ni,339600000,,1,,-9999,1.0,0.00094,0.5806286254006632,,,,,,,,,,,,,,,,,,,,-24.95532,30.10589,8.0,
448,Ufaleynickel,30_100,Laterite,Ni,3770000,,1,,-9999,1.0,0.0127,0.7835906979777917,,,,,,,,,,,,,,,,,,,,56.04578,60.2605,33.0,
449,Ulugan,0_10,Laterite,Ni,25000000,,0,,,0.1,0.0125,0.7808312749604621,,,,,,,,,,,,,,,,,,,,10.05272,118.76018,8.0,0.9215833875868056
450,Valozoro,0_10,Laterite,Ni,11511866,,0,,,0.1,0.01656,0.8297257749286198,,,,,,,,,,,,,,,,,,,,-20.83,47.24,1.0,
451,Vendome Sud,10_30,Magmatic Sulphide,Ni,347500,,0,,,0.1,0.008199999999999999,0.7553151302428612,,,,,,,,,,,,,,,,,,,,48.3963,-77.68141,22.0,
452,Vermelho,30_100,Laterite,Ni,148800000,,0,,,0.1,0.0105,0.750521682139214,,,,,,,,,,,,,,,,,,,,-6.48876,-49.89832,56.0,
453,Victor Deep,30_100,Magmatic Sulphide,Ni,11800000,,0,,,0.1,0.020649999999999998,0.8298010276299818,,,,,,,,,,,,,,,,,,,,46.67417,-80.81222,56.0,
454,Victoria,30_100,Magmatic Sulphide,Ni,13563000,,0,,,0.25,0.027000000000000003,0.8514247622415064,,,,,,,,,,,,,,,,,,,,46.41667,-81.38333,37.0,
455,Vila Oito,30_100,Laterite,Ni,10400000,,0,,,0.1,0.013600000000000001,0.7954931402041855,,,,,,,,,,,,,,,,,,,,-7.87343,-49.34339,56.0,
456,Villebon,10_30,Magmatic Sulphide,Ni,421840,,0,,,0.1,0.0072,0.7448264755027724,,,,,,,,,,,,,,,,,,,,47.895642,-77.296672,27.0,
457,Voisey's Bay,10_30,Magmatic Sulphide,Ni,40600000,,1,,-9999,1.0,0.0177,0.8173689294525933,,,,,,,,,,,,,,,,,,,,56.33024,-62.09573,25.0,0.7504379749298096
458,Volspruit,0_10,Magmatic Sulphide,Ni,17644211,,0,,,0.1,0.0018,0.6330232215728142,,,,,,,,,,,,,,,,,,,,-24.34674,28.94828,7.0,
459,Voronezh,30_100,Magmatic Sulphide,Ni,81574000,,0,,,0.1,0.0098,0.7696906718575494,,,,,,,,,,,,,,,,,,,,51.14126,41.21899,60.0,
460,Vuruchuaivench,10_30,Magmatic Sulphide,Ni,83600000,,0,,,0.1,0.003,0.6742207973039176,,,,,,,,,,,,,,,,,,,,67.885,32.95,27.0,0.7784829139709473
461,W2,10_30,Magmatic Sulphide,Ni,14600000,,0,,,0.1,0.0037,0.6911345484070905,,,,,,,,,,,,,,,,,,,,52.50547,-89.88521,12.0,
462,Waite Kauri,30_100,Laterite,Ni,3917000,,0,,,0.1,0.0104,0.7488581287745663,,,,,,,,,,,,,,,,,,,,-28.66007,121.71574,59.0,
463,Waite Kauri,30_100,Laterite,Ni,2530000,,0,,,0.1,0.006999999999999999,0.6800356277456907,,,,,,,,,,,,,,,,,,,,-28.69889,121.72028,49.0,
464,War Springs,0_10,Magmatic Sulphide,Ni,46965455,,0,,,0.1,0.00125,0.6036151191050629,,,,,,,,,,,,,,,,,,,,-24.22532,29.04709,7.0,
465,Waterberg,10_30,Magmatic Sulphide,Ni,434730000,,0,,,0.1,0.0017100000000000001,0.6288864686737528,,,,,,,,,,,,,,,,,,,,-23.38958,28.88636,20.0,
466,Waterloo,30_100,Magmatic Sulphide,Ni,689314,,1,,-9999,1.0,0.021,0.8311565049150796,,,,,,,,,,,,,,,,,,,,-28.1438,120.978,59.0,
467,Weda Bay,0_10,Laterite,Ni,1503900000,,1,,-9999,1.0,0.0123,0.7780273432057712,,,,,,,,,,,,,,,,,,,,0.50983,127.96233,1.0,0.9641832709312439
468,Weiye,10_30,Laterite,Ni,20000000,,1,,-9999,1.0,0.03,0.9330227602620641,,,,,,,,,,,,,,,,,,,,-7.10883,107.64885,14.0,0.9535728096961975
469,Weld Range,30_100,Magmatic Sulphide,Ni,596100000,,0,,,0.1,0.00443,0.7056567528897397,,,,,,,,,,,,,,,,,,,,-26.84258,117.76318,42.0,
470,West Musgrave,30_100,Magmatic Sulphide,Ni,510000000,,0,,,0.25,0.00233,0.6538372447469899,,,,,,,,,,,,,,,,,,,,-26.08169,127.78308,64.0,
471,Wiluna,30_100,Laterite,Ni,73000000,,0,,,0.1,0.0079,0.7010620295406972,,,,,,,,,,,,,,,,,,,,-26.5,120.15,42.0,
472,Windarra,30_100,Magmatic Sulphide,Ni,9681000,,0,,,0.25,0.015260000000000001,0.8054062944354089,,,,,,,,,,,,,,,,,,,,-28.6103,122.24268,47.0,
473,Wowo Gap,0_10,Laterite,Ni,110000000,,0,,,0.1,0.008100000000000001,0.7054082559160869,,,,,,,,,,,,,,,,,,,,-9.54682,148.91961,9.0,0.9644011656443278
474,Xinsheng Mining,0_10,Magmatic Sulphide,Ni,3283500,,0,,,0.25,0.0031,0.6768652637247691,,,,,,,,,,,,,,,,,,,,23.06558,102.94857,9.0,
475,Yakabindie,30_100,Magmatic Sulphide,Ni,384000000,,0,,,0.1,0.0060999999999999995,0.7314554959419598,,,,,,,,,,,,,,,,,,,,-27.4555,120.5775,40.0,
476,Yakobi Island,10_30,Magmatic Sulphide,Ni,13000000,,1,,-9999,1.0,0.0034999999999999996,0.6866528954813061,,,,,,,,,,,,,,,,,,,,57.97778,-136.4236,27.0,0.9112120866775513
477,Yasinski,10_30,Magmatic Sulphide,Ni,357000,,0,,,0.1,0.0055000000000000005,0.72310504372606,,,,,,,,,,,,,,,,,,,,53.32967,-77.28789,15.0,
478,Yerilla,30_100,Laterite,Ni,140000000,,0,,,0.1,0.00737,0.6889897014799395,,,,,,,,,,,,,,,,,,,,-29.715142,122.060489,49.0,
479,Young,30_100,Laterite,Ni,93300000,,0,,,0.1,0.0063,0.6617197557037342,,,,,,,,,,,,,,,,,,,,-34.17786,148.05229,76.0,
480,Yuanjiang,0_10,Laterite,Ni,46892000,,1,,-9999,1.0,0.0091,0.7256450314807193,,,,,,,,,,,,,,,,,,,,23.48131,101.78039,8.0,
481,Yunnan Henghao,30_100,Magmatic Sulphide,Ni,5385000,,1,,-9999,1.0,0.011699999999999999,0.7839821953377508,,,,,,,,,,,,,,,,,,,,22.85832,102.96667,57.0,
482,Yuzhuralnickel,30_100,Laterite,Ni,54200000,,1,,-9999,1.0,0.01,0.7420399999999999,,,,,,,,,,,,,,,,,,,,50.82927,60.97751,45.0,
483,Zambales,0_10,Laterite,Ni,94000000,,0,,,0.1,0.0131,0.7889815175331184,,,,,,,,,,,,,,,,,,,,15.71045,120.05701,10.0,0.8870169321695963
484,Zambales,10_30,Laterite,Ni,23500000,,1,,-9999,1.0,0.0115,0.7663362160624975,,,,,,,,,,,,,,,,,,,,15.77065,120.05396,27.0,0.8870169321695963
485,Zanzui,30_100,Laterite,Ni,27100000,,0,,,0.1,0.008100000000000001,0.7054082559160869,,,,,,,,,,,,,,,,,,,,-2.93056,33.82611,76.0,
486,Zebediela,0_10,Magmatic Sulphide,Ni,1600500000,,0,,,0.1,0.0025,0.6595167460700421,,,,,,,,,,,,,,,,,,,,-24.1218,29.01955,8.0,
487,Zimplats,30_100,Magmatic Sulphide,Ni,966436782,,1,,-9999,1.0,0.00092,0.5788941714557977,,,,,,,,,,,,,,,,,,,,-18.65857,30.35547,51.0,
