x_km,y_km,prof_pre_m,prof_post_m,cambio_m
-0.06,-3.64,-160.5,-266.2,-105.7
0.04,-3.64,-152.5,-239.7,-87.3
0.14,-3.64,-148.0,-226.1,-78.1
0.24,-3.64,-145.4,-203.2,-57.9
0.34,-3.64,-141.7,-205.8,-64.1
0.44,-3.64,-135.9,-224.2,-88.2
0.54,-3.64,-132.9,-216.5,-83.6
0.64,-3.64,-138.2,-217.8,-79.7
0.74,-3.64,-153.3,-233.3,-80.0
0.84,-3.64,-174.0,-242.3,-68.3
0.94,-3.64,-194.7,-246.1,-51.4
1.04,-3.64,-214.7,-254.3,-39.6
1.14,-3.64,-234.7,-281.9,-47.2
1.24,-3.64,-255.8,-317.8,-62.0
1.34,-3.64,-277.3,-339.7,-62.4
1.44,-3.64,-297.3,-360.0,-62.7
1.54,-3.64,-315.6,-380.4,-64.9
1.64,-3.64,-333.8,-399.1,-65.4
1.74,-3.64,-353.5,-418.5,-64.9
1.84,-3.64,-374.8,-432.4,-57.6
1.94,-3.64,-397.6,-442.8,-45.1
2.04,-3.64,-420.0,-450.1,-30.1
2.14,-3.64,-440.4,-475.0,-34.6
2.24,-3.64,-459.1,-506.0,-46.9
2.34,-3.64,-475.3,-518.6,-43.3
2.44,-3.64,-489.7,-532.0,-42.3
2.54,-3.64,-504.7,-547.4,-42.7
2.64,-3.64,-520.5,-564.4,-43.8
2.74,-3.64,-535.2,-583.6,-48.5
2.84,-3.64,-548.3,-608.9,-60.6
2.94,-3.64,-561.4,-624.0,-62.6
3.04,-3.64,-574.9,-630.0,-55.1
3.14,-3.64,-588.1,-635.5,-47.4
3.24,-3.64,-602.1,-640.0,-37.9
3.34,-3.64,-614.8,-647.4,-32.6
3.44,-3.64,-626.8,-655.9,-29.1
3.54,-3.64,-642.0,-664.6,-22.6
3.64,-3.64,-665.2,-680.0,-14.8
3.74,-3.64,-694.6,-700.6,-6.0
3.84,-3.64,-722.8,-718.9,3.9
3.94,-3.64,-747.0,-742.9,4.2
4.04,-3.64,-768.4,-767.1,1.4
4.14,-3.64,-788.6,-785.3,3.4
4.24,-3.64,-807.6,-802.4,5.2
4.34,-3.64,-826.5,-820.0,6.5
4.44,-3.64,-845.5,-837.2,8.3
4.54,-3.64,-864.3,-854.6,9.7
4.64,-3.64,-881.8,-872.7,9.1
4.74,-3.64,-899.2,-891.8,7.4
4.84,-3.64,-917.3,-909.9,7.3
4.94,-3.64,-935.3,-928.1,7.2
-4.96,-3.74,-850.4,-853.0,-2.6
-4.86,-3.74,-836.4,-843.3,-6.9
-4.76,-3.74,-820.7,-833.0,-12.3
-4.66,-3.74,-802.4,-818.8,-16.4
-4.56,-3.74,-784.8,-799.9,-15.1
-4.46,-3.74,-771.4,-783.0,-11.5
-4.36,-3.74,-764.9,-771.8,-6.9
-4.26,-3.74,-760.7,-750.3,10.3
-4.16,-3.74,-750.0,-734.7,15.3
-4.06,-3.74,-729.6,-721.3,8.3
-3.96,-3.74,-707.4,-704.5,2.9
-3.86,-3.74,-688.0,-693.0,-5.0
-3.76,-3.74,-671.1,-682.1,-11.0
-3.66,-3.74,-657.1,-661.8,-4.6
-3.56,-3.74,-645.7,-643.1,2.5
-3.46,-3.74,-635.2,-628.6,6.6
-3.36,-3.74,-624.5,-615.5,9.0
-3.26,-3.74,-613.9,-603.9,10.0
-3.16,-3.74,-602.1,-591.6,10.5
-3.06,-3.74,-588.7,-579.0,9.6
-2.96,-3.74,-575.5,-564.2,11.3
-2.86,-3.74,-564.3,-564.4,-0.1
-2.76,-3.74,-554.8,-562.1,-7.3
-2.66,-3.74,-545.9,-558.0,-12.1
-2.56,-3.74,-536.5,-551.5,-15.0
-2.46,-3.74,-525.8,-546.2,-20.4
-2.36,-3.74,-514.9,-537.8,-23.0
-2.26,-3.74,-503.9,-529.2,-25.3
-2.16,-3.74,-492.5,-521.5,-28.9
-2.06,-3.74,-479.1,-507.6,-28.5
-1.96,-3.74,-463.3,-495.4,-32.1
-1.86,-3.74,-446.4,-479.6,-33.3
-1.76,-3.74,-432.8,-460.8,-28.0
-1.66,-3.74,-425.0,-443.4,-18.4
-1.56,-3.74,-418.0,-432.7,-14.7
-1.46,-3.74,-408.8,-428.0,-19.1
-1.36,-3.74,-398.4,-426.3,-27.9
-1.26,-3.74,-387.4,-421.6,-34.2
-1.16,-3.74,-374.7,-410.1,-35.4
-1.06,-3.74,-358.9,-398.3,-39.4
-0.96,-3.74,-340.1,-385.5,-45.4
-0.86,-3.74,-320.3,-368.3,-48.0
-0.76,-3.74,-300.7,-354.3,-53.6
-0.66,-3.74,-282.3,-348.7,-66.4
-0.56,-3.74,-266.7,-343.9,-77.2
-0.46,-3.74,-255.6,-334.0,-78.4
-0.36,-3.74,-245.7,-325.6,-79.9
-0.26,-3.74,-232.8,-320.5,-87.7
-0.16,-3.74,-217.8,-308.5,-90.7
-0.06,-3.74,-205.1,-286.4,-81.2
0.04,-3.74,-197.6,-261.2,-63.6
0.14,-3.74,-193.5,-253.8,-60.3
0.24,-3.74,-191.0,-242.8,-51.8
0.34,-3.74,-186.8,-257.5,-70.7
0.44,-3.74,-180.2,-246.1,-65.9
0.54,-3.74,-175.5,-241.9,-66.4
0.64,-3.74,-177.8,-245.9,-68.1
0.74,-3.74,-189.4,-260.5,-71.1
0.84,-3.74,-207.8,-276.9,-69.1
0.94,-3.74,-227.9,-276.1,-48.2
1.04,-3.74,-247.9,-250.6,-2.7
1.14,-3.74,-267.5,-283.7,-16.2
1.24,-3.74,-287.1,-333.9,-46.7
1.34,-3.74,-306.8,-355.8,-48.9
1.44,-3.74,-325.0,-376.4,-51.3
1.54,-3.74,-341.8,-397.4,-55.6
1.64,-3.74,-359.6,-419.9,-60.3
1.74,-3.74,-379.4,-441.8,-62.4
1.84,-3.74,-399.6,-455.5,-55.8
1.94,-3.74,-420.9,-462.8,-41.9
2.04,-3.74,-442.0,-476.7,-34.7
2.14,-3.74,-460.3,-509.2,-48.9
2.24,-3.74,-475.9,-529.0,-53.0
2.34,-3.74,-489.9,-538.8,-48.9
2.44,-3.74,-503.2,-550.0,-46.7
2.54,-3.74,-517.7,-565.7,-48.0
2.64,-3.74,-533.1,-583.1,-50.0
2.74,-3.74,-548.1,-599.5,-51.3
2.84,-3.74,-562.3,-616.6,-54.3
2.94,-3.74,-575.3,-628.0,-52.7
3.04,-3.74,-587.5,-629.7,-42.1
3.14,-3.74,-599.5,-634.9,-35.4
3.24,-3.74,-612.0,-643.0,-31.0
3.34,-3.74,-623.4,-650.9,-27.5
3.44,-3.74,-634.7,-659.7,-25.0
3.54,-3.74,-648.9,-670.0,-21.1
3.64,-3.74,-669.0,-685.4,-16.3
3.74,-3.74,-694.4,-702.0,-7.6
3.84,-3.74,-721.8,-720.3,1.5
3.94,-3.74,-749.1,-749.6,-0.4
4.04,-3.74,-775.1,-781.2,-6.1
4.14,-3.74,-797.4,-798.5,-1.1
4.24,-3.74,-816.3,-810.9,5.4
4.34,-3.74,-834.4,-827.1,7.3
4.44,-3.74,-852.3,-843.9,8.4
4.54,-3.74,-870.7,-862.1,8.6
4.64,-3.74,-888.1,-878.9,9.2
4.74,-3.74,-905.5,-897.3,8.2
4.84,-3.74,-923.5,-915.9,7.6
4.94,-3.74,-941.5,-933.4,8.0
-4.96,-3.84,-860.3,-861.3,-1.0
-4.86,-3.84,-846.5,-851.2,-4.7
-4.76,-3.84,-830.4,-841.2,-10.8
-4.66,-3.84,-810.9,-825.3,-14.5
-4.56,-3.84,-791.7,-805.3,-13.6
-4.46,-3.84,-777.5,-785.6,-8.1
-4.36,-3.84,-770.3,-770.1,0.2
-4.26,-3.84,-762.1,-751.1,11.0
-4.16,-3.84,-746.2,-739.0,7.1
-4.06,-3.84,-726.3,-719.1,7.2
-3.96,-3.84,-708.4,-701.1,7.3
-3.86,-3.84,-693.6,-695.2,-1.5
-3.76,-3.84,-680.3,-681.8,-1.6
-3.66,-3.84,-668.7,-666.1,2.6
-3.56,-3.84,-658.9,-651.2,7.7
-3.46,-3.84,-649.7,-640.1,9.5
-3.36,-3.84,-639.1,-628.6,10.6
-3.26,-3.84,-627.6,-617.3,10.3
-3.16,-3.84,-614.4,-606.1,8.3
-3.06,-3.84,-600.6,-593.9,6.7
-2.96,-3.84,-588.6,-591.8,-3.2
-2.86,-3.84,-580.5,-592.0,-11.5
-2.76,-3.84,-573.7,-584.7,-10.9
-2.66,-3.84,-566.2,-578.6,-12.4
-2.56,-3.84,-556.8,-572.2,-15.4
-2.46,-3.84,-545.8,-565.4,-19.6
-2.36,-3.84,-534.6,-557.1,-22.5
-2.26,-3.84,-523.6,-547.6,-24.0
-2.16,-3.84,-511.6,-537.4,-25.9
-2.06,-3.84,-496.9,-525.0,-28.0
-1.96,-3.84,-480.6,-510.0,-29.3
-1.86,-3.84,-465.8,-495.8,-30.0
-1.76,-3.84,-455.3,-477.1,-21.8
-1.66,-3.84,-448.3,-461.3,-13.1
-1.56,-3.84,-441.4,-449.5,-8.1
-1.46,-3.84,-433.9,-446.6,-12.7
-1.36,-3.84,-426.4,-443.7,-17.3
-1.26,-3.84,-417.2,-440.1,-22.9
-1.16,-3.84,-404.0,-430.1,-26.0
-1.06,-3.84,-387.1,-418.9,-31.8
-0.96,-3.84,-368.0,-407.1,-39.2
-0.86,-3.84,-349.5,-385.6,-36.1
-0.76,-3.84,-333.6,-377.7,-44.0
-0.66,-3.84,-318.5,-370.8,-52.4
-0.56,-3.84,-305.3,-362.4,-57.1
-0.46,-3.84,-295.5,-353.8,-58.3
-0.36,-3.84,-285.4,-346.5,-61.1
-0.26,-3.84,-272.9,-342.8,-70.0
-0.16,-3.84,-259.2,-336.9,-77.7
-0.06,-3.84,-247.4,-315.3,-68.0
0.04,-3.84,-239.8,-286.1,-46.3
0.14,-3.84,-236.4,-275.6,-39.2
0.24,-3.84,-234.0,-270.7,-36.7
0.34,-3.84,-228.5,-299.3,-70.8
0.44,-3.84,-220.5,-278.1,-57.7
0.54,-3.84,-214.2,-267.9,-53.7
0.64,-3.84,-214.1,-272.5,-58.5
0.74,-3.84,-222.4,-290.0,-67.6
0.84,-3.84,-238.4,-308.8,-70.3
0.94,-3.84,-257.9,-313.4,-55.5
1.04,-3.84,-278.2,-299.6,-21.4
1.14,-3.84,-297.9,-307.9,-10.0
1.24,-3.84,-316.5,-344.4,-27.9
1.34,-3.84,-334.5,-370.5,-35.9
1.44,-3.84,-351.1,-390.1,-39.0
1.54,-3.84,-366.1,-404.6,-38.5
1.64,-3.84,-382.2,-431.6,-49.4
1.74,-3.84,-400.9,-464.4,-63.5
1.84,-3.84,-420.1,-475.5,-55.3
1.94,-3.84,-439.9,-487.5,-47.6
2.04,-3.84,-459.4,-505.8,-46.5
2.14,-3.84,-475.9,-521.2,-45.3
2.24,-3.84,-490.0,-544.8,-54.8
2.34,-3.84,-504.5,-551.6,-47.1
2.44,-3.84,-518.4,-568.5,-50.1
2.54,-3.84,-531.7,-585.3,-53.6
2.64,-3.84,-545.5,-600.4,-54.9
2.74,-3.84,-560.3,-614.4,-54.1
2.84,-3.84,-574.8,-626.5,-51.7
2.94,-3.84,-588.3,-637.6,-49.2
3.04,-3.84,-600.5,-642.8,-42.3
3.14,-3.84,-611.8,-649.5,-37.7
3.24,-3.84,-623.2,-658.6,-35.4
3.34,-3.84,-633.6,-667.6,-34.1
3.44,-3.84,-644.1,-673.7,-29.6
3.54,-3.84,-656.8,-680.2,-23.4
3.64,-3.84,-674.0,-691.3,-17.3
3.74,-3.84,-695.6,-707.1,-11.5
3.84,-3.84,-722.2,-729.9,-7.7
3.94,-3.84,-753.5,-769.0,-15.5
4.04,-3.84,-785.8,-806.9,-21.1
4.14,-3.84,-810.7,-812.4,-1.6
4.24,-3.84,-827.6,-817.2,10.3
4.34,-3.84,-843.4,-832.9,10.4
4.44,-3.84,-859.4,-850.4,9.0
4.54,-3.84,-876.9,-868.6,8.3
4.64,-3.84,-894.4,-884.4,9.9
4.74,-3.84,-911.9,-902.9,9.0
4.84,-3.84,-929.5,-921.0,8.6
4.94,-3.84,-947.2,-940.5,6.7
-4.96,-3.94,-869.6,-869.1,0.5
-4.86,-3.94,-856.0,-859.5,-3.5
-4.76,-3.94,-840.0,-847.4,-7.4
-4.66,-3.94,-820.1,-828.8,-8.7
-4.56,-3.94,-800.3,-806.8,-6.5
-4.46,-3.94,-785.9,-787.1,-1.2
-4.36,-3.94,-776.1,-770.2,5.9
-4.26,-3.94,-762.8,-756.7,6.1
-4.16,-3.94,-746.7,-742.2,4.5
-4.06,-3.94,-730.9,-724.8,6.1
-3.96,-3.94,-716.8,-711.1,5.7
-3.86,-3.94,-703.9,-699.9,4.0
-3.76,-3.94,-691.8,-687.2,4.6
-3.66,-3.94,-680.4,-674.9,5.5
-3.56,-3.94,-669.9,-662.7,7.2
-3.46,-3.94,-660.1,-651.8,8.4
-3.36,-3.94,-650.1,-640.8,9.2
-3.26,-3.94,-639.4,-631.8,7.6
-3.16,-3.94,-626.8,-623.0,3.7
-3.06,-3.94,-614.3,-616.4,-2.1
-2.96,-3.94,-603.7,-618.4,-14.7
-2.86,-3.94,-596.5,-616.3,-19.9
-2.76,-3.94,-591.1,-609.6,-18.4
-2.66,-3.94,-584.7,-599.8,-15.1
-2.56,-3.94,-575.6,-591.9,-16.3
-2.46,-3.94,-564.6,-582.8,-18.2
-2.36,-3.94,-553.4,-573.9,-20.4
-2.26,-3.94,-542.0,-563.1,-21.2
-2.16,-3.94,-529.2,-553.0,-23.8
-2.06,-3.94,-513.2,-540.7,-27.5
-1.96,-3.94,-497.1,-524.2,-27.1
-1.86,-3.94,-485.6,-508.4,-22.9
-1.76,-3.94,-477.3,-493.2,-15.9
-1.66,-3.94,-469.7,-479.3,-9.6
-1.56,-3.94,-462.3,-469.1,-6.8
-1.46,-3.94,-456.0,-462.3,-6.4
-1.36,-3.94,-450.9,-456.6,-5.7
-1.26,-3.94,-443.0,-453.2,-10.2
-1.16,-3.94,-429.1,-446.0,-16.9
-1.06,-3.94,-411.2,-437.8,-26.6
-0.96,-3.94,-392.0,-424.3,-32.3
-0.86,-3.94,-374.9,-401.2,-26.3
-0.76,-3.94,-361.4,-403.9,-42.5
-0.66,-3.94,-348.6,-391.4,-42.8
-0.56,-3.94,-338.6,-379.5,-40.8
-0.46,-3.94,-330.6,-373.7,-43.1
-0.36,-3.94,-321.0,-368.4,-47.4
-0.26,-3.94,-309.8,-365.2,-55.4
-0.16,-3.94,-298.1,-363.0,-64.9
-0.06,-3.94,-287.6,-353.9,-66.4
0.04,-3.94,-280.0,-347.7,-67.7
0.14,-3.94,-276.6,-306.7,-30.1
0.24,-3.94,-273.6,-308.0,-34.4
0.34,-3.94,-266.4,-325.0,-58.6
0.44,-3.94,-256.8,-298.5,-41.7
0.54,-3.94,-249.5,-291.8,-42.3
0.64,-3.94,-247.5,-292.4,-44.9
0.74,-3.94,-253.3,-312.7,-59.4
0.84,-3.94,-266.9,-326.0,-59.1
0.94,-3.94,-285.0,-336.6,-51.6
1.04,-3.94,-304.8,-342.0,-37.1
1.14,-3.94,-324.8,-357.3,-32.6
1.24,-3.94,-343.4,-362.7,-19.2
1.34,-3.94,-360.0,-391.7,-31.7
1.44,-3.94,-374.8,-412.2,-37.4
1.54,-3.94,-388.0,-408.6,-20.6
1.64,-3.94,-402.1,-440.8,-38.6
1.74,-3.94,-419.6,-484.7,-65.0
1.84,-3.94,-438.7,-499.4,-60.7
1.94,-3.94,-457.3,-505.5,-48.2
2.04,-3.94,-475.0,-518.5,-43.5
2.14,-3.94,-490.7,-532.0,-41.3
2.24,-3.94,-504.9,-548.5,-43.6
2.34,-3.94,-520.3,-564.7,-44.4
2.44,-3.94,-534.9,-586.2,-51.3
2.54,-3.94,-547.2,-603.3,-56.2
2.64,-3.94,-559.2,-618.2,-59.0
2.74,-3.94,-572.8,-629.9,-57.0
2.84,-3.94,-586.8,-639.9,-53.1
2.94,-3.94,-600.9,-648.9,-48.0
3.04,-3.94,-614.2,-657.2,-42.9
3.14,-3.94,-626.2,-664.1,-37.9
3.24,-3.94,-637.1,-674.6,-37.5
3.34,-3.94,-646.7,-685.0,-38.3
3.44,-3.94,-656.1,-691.9,-35.8
3.54,-3.94,-666.7,-696.7,-30.0
3.64,-3.94,-680.4,-701.2,-20.8
3.74,-3.94,-698.0,-712.0,-14.0
3.84,-3.94,-723.9,-750.0,-26.1
3.94,-3.94,-760.3,-810.1,-49.8
4.04,-3.94,-800.0,-825.7,-25.7
4.14,-3.94,-826.4,-822.3,4.2
4.24,-3.94,-839.4,-821.7,17.7
4.34,-3.94,-852.1,-837.9,14.2
4.44,-3.94,-866.0,-856.6,9.4
4.54,-3.94,-882.7,-875.7,7.0
4.64,-3.94,-900.2,-892.1,8.1
4.74,-3.94,-917.9,-909.3,8.6
4.84,-3.94,-935.2,-928.8,6.4
4.94,-3.94,-952.7,-946.7,5.9
-4.96,-4.04,-877.4,-877.2,0.1
-4.86,-4.04,-863.5,-867.1,-3.6
-4.76,-4.04,-847.2,-853.1,-5.9
-4.66,-4.04,-827.5,-833.7,-6.2
-4.56,-4.04,-808.4,-811.2,-2.9
-4.46,-4.04,-793.7,-791.1,2.6
-4.36,-4.04,-781.2,-774.9,6.3
-4.26,-4.04,-767.0,-761.5,5.4
-4.16,-4.04,-752.9,-746.9,6.0
-4.06,-4.04,-739.6,-735.8,3.7
-3.96,-4.04,-726.9,-722.4,4.6
-3.86,-4.04,-714.6,-710.5,4.1
-3.76,-4.04,-703.2,-698.3,4.9
-3.66,-4.04,-691.7,-685.6,6.1
-3.56,-4.04,-680.3,-674.2,6.1
-3.46,-4.04,-669.4,-663.9,5.5
-3.36,-4.04,-659.9,-654.1,5.8
-3.26,-4.04,-650.6,-645.4,5.2
-3.16,-4.04,-639.6,-640.6,-1.1
-3.06,-4.04,-629.1,-629.0,0.0
-2.96,-4.04,-619.1,-629.8,-10.7
-2.86,-4.04,-611.2,-629.2,-18.0
-2.76,-4.04,-605.8,-621.4,-15.6
-2.66,-4.04,-599.9,-616.5,-16.6
-2.56,-4.04,-591.5,-608.4,-17.0
-2.46,-4.04,-582.0,-598.6,-16.6
-2.36,-4.04,-571.7,-587.3,-15.6
-2.26,-4.04,-560.1,-576.7,-16.6
-2.16,-4.04,-545.9,-567.1,-21.2
-2.06,-4.04,-527.9,-554.3,-26.4
-1.96,-4.04,-512.2,-536.2,-24.1
-1.86,-4.04,-502.9,-520.0,-17.1
-1.76,-4.04,-495.3,-508.8,-13.5
-1.66,-4.04,-487.0,-497.0,-10.0
-1.56,-4.04,-479.2,-486.0,-6.8
-1.46,-4.04,-473.6,-478.9,-5.3
-1.36,-4.04,-470.3,-471.7,-1.3
-1.26,-4.04,-464.1,-466.1,-2.0
-1.16,-4.04,-451.0,-459.8,-8.9
-1.06,-4.04,-433.8,-456.4,-22.6
-0.96,-4.04,-416.5,-445.5,-28.9
-0.86,-4.04,-401.0,-428.9,-27.8
-0.76,-4.04,-387.0,-422.9,-35.9
-0.66,-4.04,-375.6,-409.3,-33.7
-0.56,-4.04,-368.7,-397.7,-29.0
-0.46,-4.04,-361.9,-395.1,-33.2
-0.36,-4.04,-353.1,-391.9,-38.8
-0.26,-4.04,-344.1,-388.7,-44.6
-0.16,-4.04,-334.9,-390.1,-55.2
-0.06,-4.04,-325.8,-399.1,-73.2
0.04,-4.04,-318.4,-398.8,-80.3
0.14,-4.04,-313.7,-356.2,-42.5
0.24,-4.04,-308.6,-347.3,-38.7
0.34,-4.04,-299.5,-348.1,-48.5
0.44,-4.04,-289.1,-316.6,-27.5
0.54,-4.04,-281.5,-312.7,-31.3
0.64,-4.04,-278.9,-309.6,-30.7
0.74,-4.04,-283.1,-334.8,-51.6
0.84,-4.04,-294.7,-345.8,-51.1
0.94,-4.04,-311.0,-354.5,-43.5
1.04,-4.04,-329.5,-370.0,-40.6
1.14,-4.04,-348.7,-389.8,-41.1
1.24,-4.04,-367.2,-397.1,-29.9
1.34,-4.04,-382.9,-420.7,-37.9
1.44,-4.04,-395.8,-441.0,-45.2
1.54,-4.04,-407.6,-445.2,-37.5
1.64,-4.04,-421.0,-472.8,-51.8
1.74,-4.04,-437.9,-503.3,-65.4
1.84,-4.04,-457.1,-514.0,-56.9
1.94,-4.04,-474.9,-520.7,-45.8
2.04,-4.04,-490.8,-531.1,-40.3
2.14,-4.04,-505.5,-547.0,-41.6
2.24,-4.04,-519.8,-563.8,-44.0
2.34,-4.04,-535.5,-578.5,-43.0
2.44,-4.04,-550.8,-600.6,-49.8
2.54,-4.04,-563.7,-617.9,-54.2
2.64,-4.04,-575.3,-632.2,-56.9
2.74,-4.04,-587.7,-643.8,-56.0
2.84,-4.04,-600.7,-652.4,-51.7
2.94,-4.04,-614.7,-660.9,-46.2
3.04,-4.04,-628.8,-670.8,-42.0
3.14,-4.04,-641.8,-679.6,-37.8
3.24,-4.04,-652.8,-688.8,-36.0
3.34,-4.04,-662.0,-698.7,-36.7
3.44,-4.04,-670.7,-708.1,-37.4
3.54,-4.04,-679.7,-713.6,-34.0
3.64,-4.04,-690.5,-715.4,-24.9
3.74,-4.04,-704.4,-714.5,-10.1
3.84,-4.04,-728.3,-746.1,-17.8
3.94,-4.04,-767.7,-818.9,-51.2
4.04,-4.04,-811.8,-826.4,-14.6
4.14,-4.04,-836.6,-823.2,13.5
4.24,-4.04,-843.9,-828.0,15.9
4.34,-4.04,-854.6,-844.7,9.9
4.44,-4.04,-869.4,-864.5,4.9
4.54,-4.04,-887.7,-884.1,3.6
4.64,-4.04,-906.2,-901.4,4.8
4.74,-4.04,-923.8,-918.5,5.3
4.84,-4.04,-940.7,-936.0,4.7
4.94,-4.04,-958.2,-953.1,5.1
-4.96,-4.14,-883.2,-884.6,-1.3
-4.86,-4.14,-868.7,-872.1,-3.4
-4.76,-4.14,-851.2,-855.2,-4.0
-4.66,-4.14,-832.3,-836.1,-3.8
-4.56,-4.14,-814.9,-814.6,0.3
-4.46,-4.14,-800.7,-796.2,4.4
-4.36,-4.14,-787.9,-781.8,6.1
-4.26,-4.14,-774.7,-767.6,7.1
-4.16,-4.14,-761.6,-753.1,8.6
-4.06,-4.14,-749.0,-743.0,6.0
-3.96,-4.14,-736.8,-731.4,5.4
-3.86,-4.14,-724.5,-720.4,4.1
-3.76,-4.14,-713.0,-709.0,4.1
-3.66,-4.14,-701.9,-696.4,5.5
-3.56,-4.14,-691.0,-686.1,4.9
-3.46,-4.14,-680.0,-676.9,3.1
-3.36,-4.14,-670.1,-670.4,-0.3
-3.26,-4.14,-661.8,-662.8,-1.0
-3.16,-4.14,-652.6,-651.8,0.8
-3.06,-4.14,-643.7,-641.5,2.2
-2.96,-4.14,-634.7,-639.1,-4.4
-2.86,-4.14,-626.2,-638.3,-12.1
-2.76,-4.14,-619.3,-636.8,-17.5
-2.66,-4.14,-613.0,-631.2,-18.2
-2.56,-4.14,-605.6,-622.1,-16.5
-2.46,-4.14,-597.9,-611.9,-14.0
-2.36,-4.14,-588.6,-601.2,-12.7
-2.26,-4.14,-576.4,-591.0,-14.6
-2.16,-4.14,-560.5,-582.2,-21.7
-2.06,-4.14,-541.5,-569.1,-27.6
-1.96,-4.14,-527.1,-549.7,-22.6
-1.86,-4.14,-518.4,-540.1,-21.6
-1.76,-4.14,-510.8,-526.4,-15.6
-1.66,-4.14,-502.3,-515.4,-13.1
-1.56,-4.14,-494.4,-502.3,-7.9
-1.46,-4.14,-488.7,-491.9,-3.2
-1.36,-4.14,-485.9,-486.2,-0.3
-1.26,-4.14,-481.3,-478.1,3.2
-1.16,-4.14,-470.2,-471.5,-1.4
-1.06,-4.14,-454.8,-466.6,-11.8
-0.96,-4.14,-439.2,-459.6,-20.4
-0.86,-4.14,-424.9,-446.6,-21.7
-0.76,-4.14,-411.5,-436.3,-24.8
-0.66,-4.14,-401.2,-425.6,-24.4
-0.56,-4.14,-396.0,-419.8,-23.9
-0.46,-4.14,-390.0,-418.8,-28.8
-0.36,-4.14,-382.3,-415.0,-32.7
-0.26,-4.14,-375.5,-411.9,-36.4
-0.16,-4.14,-368.6,-411.5,-42.9
-0.06,-4.14,-361.3,-414.7,-53.4
0.04,-4.14,-354.2,-413.8,-59.6
0.14,-4.14,-347.7,-406.4,-58.7
0.24,-4.14,-340.1,-398.0,-58.0
0.34,-4.14,-329.3,-364.9,-35.6
0.44,-4.14,-318.0,-334.3,-16.3
0.54,-4.14,-310.0,-326.2,-16.2
0.64,-4.14,-307.2,-343.0,-35.7
0.74,-4.14,-310.7,-357.9,-47.2
0.84,-4.14,-320.7,-367.8,-47.0
0.94,-4.14,-335.5,-374.9,-39.5
1.04,-4.14,-352.4,-382.2,-29.8
1.14,-4.14,-370.3,-400.6,-30.4
1.24,-4.14,-388.2,-423.9,-35.7
1.34,-4.14,-403.4,-443.3,-39.9
1.44,-4.14,-415.5,-462.1,-46.5
1.54,-4.14,-427.3,-484.0,-56.7
1.64,-4.14,-441.1,-506.3,-65.2
1.74,-4.14,-457.1,-526.2,-69.1
1.84,-4.14,-475.5,-526.2,-50.7
1.94,-4.14,-493.0,-534.5,-41.5
2.04,-4.14,-507.8,-549.0,-41.2
2.14,-4.14,-521.2,-565.1,-43.9
2.24,-4.14,-535.2,-579.3,-44.1
2.34,-4.14,-551.0,-592.4,-41.4
2.44,-4.14,-566.8,-611.3,-44.5
2.54,-4.14,-580.6,-629.8,-49.2
2.64,-4.14,-592.7,-644.4,-51.7
2.74,-4.14,-604.7,-655.9,-51.3
2.84,-4.14,-616.6,-665.1,-48.4
2.94,-4.14,-629.8,-673.3,-43.5
3.04,-4.14,-643.9,-684.2,-40.3
3.14,-4.14,-657.8,-694.9,-37.1
3.24,-4.14,-669.7,-704.4,-34.7
3.34,-4.14,-679.6,-714.3,-34.7
3.44,-4.14,-688.2,-724.4,-36.1
3.54,-4.14,-696.6,-732.1,-35.5
3.64,-4.14,-706.7,-733.7,-27.0
3.74,-4.14,-719.9,-726.9,-7.0
3.84,-4.14,-742.3,-758.6,-16.3
3.94,-4.14,-779.2,-820.0,-40.8
4.04,-4.14,-821.6,-833.5,-11.8
4.14,-4.14,-845.7,-833.3,12.5
4.24,-4.14,-849.2,-838.0,11.1
4.34,-4.14,-857.4,-852.3,5.1
4.44,-4.14,-875.4,-872.5,2.9
4.54,-4.14,-895.6,-892.0,3.6
4.64,-4.14,-914.3,-909.2,5.1
4.74,-4.14,-931.3,-926.6,4.7
4.84,-4.14,-947.4,-943.0,4.3
4.94,-4.14,-964.4,-958.3,6.2
-4.96,-4.24,-887.7,-889.0,-1.2
-4.86,-4.24,-872.4,-873.5,-1.1
-4.76,-4.24,-854.3,-856.3,-2.0
-4.66,-4.24,-836.6,-837.2,-0.6
-4.56,-4.24,-821.6,-817.7,3.8
-4.46,-4.24,-808.4,-802.1,6.3
-4.36,-4.24,-796.2,-789.3,6.9
-4.26,-4.24,-783.5,-775.7,7.8
-4.16,-4.24,-770.9,-762.7,8.2
-4.06,-4.24,-758.4,-752.5,5.9
-3.96,-4.24,-746.0,-740.5,5.4
-3.86,-4.24,-733.2,-729.8,3.3
-3.76,-4.24,-721.5,-718.5,2.9
-3.66,-4.24,-711.1,-707.4,3.7
-3.56,-4.24,-701.5,-700.2,1.3
-3.46,-4.24,-691.2,-697.8,-6.6
-3.36,-4.24,-681.8,-690.5,-8.7
-3.26,-4.24,-673.6,-688.1,-14.5
-3.16,-4.24,-665.5,-675.9,-10.5
-3.06,-4.24,-657.9,-665.3,-7.4
-2.96,-4.24,-649.7,-660.2,-10.5
-2.86,-4.24,-640.4,-657.2,-16.8
-2.76,-4.24,-632.1,-652.1,-20.1
-2.66,-4.24,-625.3,-643.5,-18.1
-2.56,-4.24,-619.0,-634.2,-15.2
