plot,years,condition,outbreak,herbi,shift,shift_herbi
DLC,2020-2021,LC,0.0,0.132617020782156,0.03424923718977,0.130331038190885
BLC,2018-2019,LC,0.0,0.0821513035618158,-0.0174147368345601,0.0451945963282472
OLM,2019-2020,LM,0.0,0.159228798466467,-0.141709586420576,0.132585795813345
MLM,2019-2020,LM,0.0,0.306580595268848,0.01919757964213,-0.033603841316066
GLC,2017-2018,LC,0.0,0.398536331621598,0.0241634590352301,-0.392836499189078
JLM,2018-2019,LM,0.0,0.291747255715975,0.0627611336106481,-0.302473598090325
AHC,2019-2020,HC,1.0,0.091251758609153,0.00430844156985,0.166763933060221
HHM,2020-2021,HM,0.0,0.234961764802478,-0.49640984255629,-0.105293820195024
AHM,2018-2019,HM,0.0,0.363271739123569,-0.14141236173243,-0.15757344704642
AHC,2019-2020,HC,1.0,0.0905866748159815,0.260476263600395,0.139674092927432
AHM,2018-2019,HM,0.0,0.207087041374319,0.073041138923689,-0.090904043337786
BHC,2020-2021,HC,1.0,0.41111479226231,-0.145582296687613,-0.331693044650689
HHM,2017-2018,HM,0.0,0.441006138602174,-0.308677619559795,-0.074187708848179
F1,2020-2021,HC,1.0,0.315147311646941,0.25529547066509,-0.053413575092869
AHM,2019-2020,HM,0.0,0.400782260249648,0.23382086462957,-0.288108597151488
OLM,2018-2019,LM,0.0,0.288771028613058,-0.11230625757949,-0.195885654436956
ALM,2020-2021,LM,0.0,0.318502354879014,0.00170941167706207,-0.21471115063498
SLM,2019-2020,LM,0.0,0.25635004822806,-0.112377629921729,-0.120434991416018
MLC,2017-2018,LC,0.0,0.551212246389437,-0.324102751177197,-0.327362090249636
OLM,2017-2018,LM,0.0,0.377620771795649,-0.374440211060385,-0.12331273416101
JLM,2019-2020,LM,0.0,0.0950899563313259,0.20598282745192,0.161064575808933
GHM,2018-2019,HM,0.0,0.0841385870430669,0.075685002523381,-0.076216216267983
D1,2019-2020,HC,1.0,0.253317484347002,0.04922158990073,0.057026774524899
OHM,2018-2019,HM,0.0,0.328259671583754,-0.167220349998817,-0.153671574661189
HHM,2020-2021,HM,0.0,0.258534326551328,-0.13202970767672,-0.133011025108986
FLC,2019-2020,LC,0.0,0.256416792835229,-0.03371255054523,0.087404762674688
DLM,2020-2021,LM,0.0,0.430983996782953,0.07105916052211,-0.189313374737465
AHC,2018-2019,HC,1.0,0.105949077657769,0.170148077506912,0.00916904633099201
BHC,2019-2020,HC,1.0,0.377677458649325,-0.16149158861783,-0.397944409928376
OHC,2018-2019,HC,1.0,0.11579777078308,-0.02115316589188,0.128077004571736
THM,2017-2018,HM,0.0,0.190453610660955,0.09009555057066,0.037557816156764
F1,2018-2019,HC,1.0,0.280587088298265,-0.0142052457779379,0.306612226836295
DHC,2019-2020,HC,1.0,0.301010661104932,-0.15108405277588,-0.00963540647448202
NLM,2017-2018,LM,0.0,0.322120355274534,-0.145343471183086,-0.157069649135375
BLM,2018-2019,LM,0.0,0.192290683149804,0.362819175598542,-0.130679081539109
D3,2018-2019,HC,1.0,0.129271079020209,-0.23883783449661,0.280090887791744
MHM,2019-2020,HM,0.0,0.160065096753049,-0.233332927949774,0.110436959106624
MHC,2018-2019,HC,1.0,0.494095916192778,-0.524641538485728,-0.0233574362903
MHM,2019-2020,HM,0.0,0.200096316348706,-0.0594920236474499,-0.000786706356338013
OLC,2018-2019,LC,0.0,0.303393341309052,-0.184118989334794,0.04639242691743
FHC,2020-2021,HC,1.0,0.0261028477142358,0.23089935484113,0.215734694908112
OLC,2018-2019,LC,0.0,0.132921835447807,0.10137310339107,-0.104525769487044
JLM,2017-2018,LM,0.0,0.586680816257561,-0.19429425774252,-0.366316697401692
TLM,2020-2021,LM,0.0,0.283645595119366,0.178452463372167,0.015528360539238
BLM,2020-2021,LM,0.0,0.0862697322214598,-0.05369680475328,0.0284065301451562
D8,2018-2019,HC,1.0,0.311986139841289,-0.11275787729589,0.15571001254508
DHC,2018-2019,HC,1.0,0.215612594700876,0.0761790484293879,0.470891687871493
HHM,2017-2018,HM,0.0,0.362506763249318,-0.239433529790749,-0.221528672269224
DLC,2020-2021,LC,0.0,0.379766125436299,-0.0601282262880201,-0.143689068675808
MHC,2020-2021,HC,1.0,0.195717647978838,-0.0548779142154601,0.027653021909549
SHM,2020-2021,HM,0.0,0.137646755774433,0.0178049666268301,0.085789242916529
ALM,2017-2018,LM,0.0,0.359698075928659,-0.293465359313148,-0.00418376337986098
D8,2019-2020,HC,1.0,0.187736555347385,0.134415311943441,0.021406871283747
SHM,2020-2021,HM,0.0,0.30034465268924,0.0404701943500759,0.03926881719908
OLM,2019-2020,LM,0.0,0.441238291174364,0.0344078762878599,-0.313293628439657
TLC,2020-2021,LC,0.0,0.00115017040566667,0.19995691919329,0.121836910228176
OLM,2018-2019,LM,0.0,0.437992008343508,-0.0130593179606,-0.360675098251194
MHC,2020-2021,HC,1.0,0.314276831404722,-0.32850488671387,-0.179033841330602
D1,2020-2021,HC,1.0,0.370346791324197,0.034897374778623,-0.378160740846788
JLM,2018-2019,LM,0.0,0.390413287039997,0.0340817742199699,-0.262839231029471
D8,2019-2020,HC,1.0,0.45863916646271,0.06392713308129,-0.06145299135304
D4,2020-2021,HC,1.0,0.521484858711182,0.185137821895801,-0.460172865271088
GLC,2018-2019,LC,0.0,0.116413820867721,-0.09538165282084,0.092699603625549
HHM,2018-2019,HM,0.0,0.265185906822661,0.391968416496778,-0.100408282217161
HHC,2020-2021,HC,1.0,0.132919278089823,0.250424210958375,0.079910769881041
D9,2017-2018,HC,1.0,0.263037027783863,-0.290708483281654,0.018419198416374
TLM,2019-2020,LM,0.0,0.392000620215454,-0.06870589045244,-0.274315472732924
AHC,2018-2019,HC,1.0,0.3158518933956,0.07065083180902,0.121180546495042
ALM,2020-2021,LM,0.0,0.445785221289464,-0.316570780317835,-0.378400230276508
SLM,2020-2021,LM,0.0,0.212388076984656,-0.202355276555244,-0.040660048750597
OHC,2020-2021,HC,1.0,0.157804888431528,0.436288499382935,0.3251536311737
GLM,2020-2021,LM,0.0,0.371716689171884,0.0923308014468639,-0.138755636462344
BLM,2020-2021,LM,0.0,0.291723169543191,0.010559690968877,-0.129269537248889
ALC,2020-2021,LC,0.0,0.128693235585555,-0.24655392710317,0.189017124984424
THC,2020-2021,HC,1.0,0.110289623427461,-0.329392674757554,0.260079716361478
GLM,2017-2018,LM,0.0,0.171561049174379,0.33322556483805,-0.0720105121855722
THC,2019-2020,HC,1.0,0.422339100853118,-0.0238189675710299,-0.197427002780062
NHC,2017-2018,HC,1.0,0.190326235843574,-0.08092072713147,0.218583571326855
THC,2019-2020,HC,1.0,0.169878313922249,-0.00773497329808981,0.146162624167405
JHM,2020-2021,HM,0.0,0.286145908705017,0.134685023217385,-0.283737251143587
BHC,2017-2018,HC,1.0,0.224580752578215,-0.480213999640555,0.070191872568284
NHM,2018-2019,HM,0.0,0.175997505505727,0.0270050889981399,-0.0969994556484748
MLC,2020-2021,LC,0.0,0.434428347192546,-0.455893253957002,-0.262062542675224
JLM,2019-2020,LM,0.0,0.199474122941401,-0.1508954932088,0.084135700487271
BHC,2017-2018,HC,1.0,0.156693817044959,-0.345108119715682,0.075420089199032
MLC,2019-2020,LC,0.0,0.271024851407401,0.0918640682433098,-0.092318129222438
MHM,2018-2019,HM,0.0,0.166413071658116,-0.08426202794769,0.029293546750327
NHM,2020-2021,HM,0.0,0.201967818195774,0.164252652251766,0.217343737395021
GHC,2017-2018,HC,1.0,0.14719303234703,0.25533175748006,0.242387979115077
OHC,2017-2018,HC,1.0,0.385594609283626,-0.536613757045117,-0.20814680810639
OLC,2018-2019,LC,0.0,0.131668704738009,-0.0861497607139499,0.070165889062706
SHC,2018-2019,HC,1.0,0.223861292685282,-0.24646633447761,0.025551316648516
SHC,2020-2021,HC,1.0,0.347489755399234,-0.04780072899528,-0.08429329216453
TLC,2018-2019,LC,0.0,0.406432294603895,-0.0183173804629799,0.050531769286653
F1,2017-2018,HC,1.0,0.420814951624526,-0.185110458848517,-0.039585921005822
TLM,2017-2018,LM,0.0,0.199498223905621,-0.461641759282597,0.199780985625516
GHM,2017-2018,HM,0.0,0.132303473035561,0.00188781731877297,0.054717503608995
MLC,2020-2021,LC,0.0,0.187232753777784,-0.359277854915099,0.168701109958872
SHC,2019-2020,HC,1.0,0.461318292485977,-0.11286531554111,-0.232211656146334
MLC,2018-2019,LC,0.0,0.333132609329845,0.317096477359435,-0.130788708380718
NLC,2019-2020,LC,0.0,0.284889852142417,-0.204547413439079,-0.147930569120976
OLC,2019-2020,LC,0.0,0.320530590114063,0.082931822575812,-0.158684290099899
DHM,2018-2019,HM,0.0,0.352125128838178,-0.11544615373296,-0.058740359338011
TLM,2020-2021,LM,0.0,0.283204233808026,-0.11598665365787,0.169271159904755
MLM,2017-2018,LM,0.0,0.463527870398627,0.215294983238451,-0.394553766160414
ALM,2018-2019,LM,0.0,0.0488655423684385,-0.11697006020837,0.0331089292500173
D9,2020-2021,HC,1.0,0.320668971361274,-0.168930366899927,-0.190682429397941
DHM,2019-2020,HM,0.0,0.0585785703765163,0.204025763275577,0.372842826887404
D5,2020-2021,HC,1.0,0.384041860716142,-0.14812458794806,-0.287350070987529
OLC,2018-2019,LC,0.0,0.0480021174954586,-0.21982740920678,0.0998168672302664
SHC,2020-2021,HC,1.0,0.204846572447768,0.152027429216634,-0.05306809591567
GHC,2018-2019,HC,1.0,0.463391148935969,0.58794142094093,-0.114694601791159
F1,2020-2021,HC,1.0,0.21307951921395,0.17248234445721,-0.058548656530424
SHM,2017-2018,HM,0.0,0.0709953145335407,0.181439467441533,0.16343092121316
ALM,2019-2020,LM,0.0,0.348581777639491,-0.0754340025497621,-0.139561850088604
OLM,2017-2018,LM,0.0,0.154895940015286,0.315874513780281,0.075531576304162
GLC,2017-2018,LC,0.0,0.488851228714208,0.421483698866834,-0.275070933472334
SLM,2020-2021,LM,0.0,0.09792098306596,-0.360525270692673,-0.0973134054403591
JHC,2018-2019,HC,1.0,0.183986217205982,0.09514196065595,-0.0886265272510779
AHM,2020-2021,HM,0.0,0.193999854019089,0.502507433695532,0.213267484270895
OHC,2020-2021,HC,1.0,0.328301028467877,-0.0393379642866191,-0.066394596204139
AHM,2020-2021,HM,0.0,0.23019137364209,-0.0102247052314901,-0.073143049258564
D8,2018-2019,HC,1.0,0.346168157220878,0.176264055477877,-0.092948474299385
F1,2020-2021,HC,1.0,0.334879871481191,0.118906713992524,-0.338718190372706
GLM,2019-2020,LM,0.0,0.448930387507973,-0.23663485910686,-0.095806315770237
MLC,2018-2019,LC,0.0,0.449008248512963,0.016276243296639,-0.274992732800917
OHC,2017-2018,HC,1.0,0.277321930126087,0.041359811164140003,0.106602004889122
MLM,2020-2021,LM,0.0,0.289288535870872,0.276383986660981,-0.069374495393768
D8,2018-2019,HC,1.0,0.310768452694453,-0.196243042896308,0.335948351681285
HLM,2017-2018,LM,0.0,0.214344338937782,0.18649509587995,0.129489039875381
DLC,2018-2019,LC,0.0,0.355825153814614,-0.168891796281937,-0.252462557514143
SHC,2019-2020,HC,1.0,0.515128621670968,-0.1455269535727,-0.402152150262098
SLC,2017-2018,LC,0.0,0.309534191101373,0.10931215789625,-0.087068831248783
BHM,2019-2020,HM,0.0,-0.0141990442080036,0.135642191071592,0.110174947866166
MLC,2018-2019,LC,0.0,0.347880729791265,-0.0245194611884798,-0.200351820009199
AHC,2020-2021,HC,1.0,0.36145776896839,0.213791793330881,-0.180790592186385
SHC,2020-2021,HC,1.0,0.223988829133734,0.14354794039203,0.247200888578828
AHC,2020-2021,HC,1.0,0.231194806634484,0.1917964615914,-0.22488407646329
ALC,2018-2019,LC,0.0,0.0794650847440375,0.08050578123702,0.382327492444202
MLM,2019-2020,LM,0.0,0.526919612895826,-0.148848923318479,-0.326219883202161
D2,2018-2019,HC,1.0,0.462411445345623,0.0209947003848401,-0.1145660744847
D9,2020-2021,HC,1.0,-0.00109322967572001,-0.127959883576521,0.25435283538195
HHM,2020-2021,HM,0.0,0.137792708112107,-0.0628485941943,0.285776984041968
MLM,2018-2019,LM,0.0,0.0871472079580398,-0.138469918314533,0.183519509111789
NLC,2017-2018,LC,0.0,0.0120397507625358,0.01489431775339,0.201216300459016
AHM,2020-2021,HM,0.0,0.440166393308045,-0.00279368395361002,-0.309551172124767
JLM,2018-2019,LM,0.0,0.0079230999090576,0.1851692561547,0.29965755302287
ALC,2019-2020,LC,0.0,0.302731908656854,0.07790369807645,-0.147776416539907
JLC,2017-2018,LC,0.0,0.310103518908768,-0.188761994674959,-0.067170462354229
THM,2019-2020,HM,0.0,0.326555873341971,0.00370916961425993,0.071294318334549
GLC,2019-2020,LC,0.0,0.268228670688004,-0.29754716516495,-0.05396071069159
SHC,2018-2019,HC,1.0,0.340663458975188,-0.382441164959931,0.196428111224029
D9,2019-2020,HC,1.0,0.219240820627905,-0.113455671625586,-0.238647463583168
HLC,2018-2019,LC,0.0,0.021299712126797,-0.121101025304843,0.325454802853477
JHM,2020-2021,HM,0.0,0.340038070489068,0.13901795692013,-0.290047740016154
DHC,2017-2018,HC,1.0,0.191963948423596,-0.43845602588105,0.288446780408571
HHC,2020-2021,HC,1.0,0.445751951311192,-0.126363538849369,-0.459310367311507
D9,2020-2021,HC,1.0,0.241163851626595,0.089944956272662,0.250201855951853
AHM,2019-2020,HM,0.0,0.390156701931669,0.346243852881091,-0.064129158692655
FHC,2020-2021,HC,1.0,0.195230265530599,-0.155155159401184,-0.026333694906363
OHC,2018-2019,HC,1.0,0.0902022888288223,0.11374578910867,0.395383349163241
JLM,2020-2021,LM,0.0,0.0179619899918539,0.0368851257396099,0.0271555602802647
THM,2018-2019,HM,0.0,0.0417363191514859,-0.321814848791158,-0.0364591068765532
SHC,2017-2018,HC,1.0,0.47274283905876,-0.305808047909203,-0.344234739344802
GLM,2017-2018,LM,0.0,0.236137061942548,0.099042390226178,-0.050689419827309
AHM,2017-2018,HM,0.0,0.42208933720305,-0.207122671334165,-0.311008413730363
BHC,2017-2018,HC,1.0,0.263823878794536,0.254083167940973,-0.052468750924574
OHC,2018-2019,HC,1.0,0.243871865957761,0.16713496809391,0.005322842456536
FHC,2019-2020,HC,1.0,0.345886941134624,0.36238391364119,-0.033318577503772
SHM,2017-2018,HM,0.0,0.27355731118605,-0.05078733906697,-0.201469494101154
NHC,2017-2018,HC,1.0,0.783231203968555,-0.14360783271956,-0.435907659215518
JLC,2018-2019,LC,0.0,0.0984668118249798,0.25659672978428,0.0906147590339762
SHC,2019-2020,HC,1.0,0.387371280971642,0.05105436622371,-0.094209090400898
GHM,2017-2018,HM,0.0,0.456936647936521,0.0937938825132559,0.079755916348481
D5,2018-2019,HC,1.0,0.235773089613262,-0.181012432505023,-0.070632377982835
BHM,2019-2020,HM,0.0,0.499978010256389,0.19842798870117,-0.344574230559069
MLM,2018-2019,LM,0.0,0.263425820181609,-0.10239551967145,-0.135370686361444
AHC,2020-2021,HC,1.0,0.138247824470088,0.0113267186579629,-0.0931222891012329
SHM,2020-2021,HM,0.0,0.189069104722858,-0.17560465624052,0.06515880626507
FHM,2020-2021,HM,0.0,0.0837442576260512,-0.07195885311209,0.0715520192012278
SLC,2019-2020,LC,0.0,0.49438167146861,0.0556123070888201,-0.346304492438557
THC,2018-2019,HC,1.0,0.477692400102315,-0.0732779575778701,-0.338386630200027
B1,2019-2020,HC,1.0,0.0969931723359047,0.0580289220126119,0.284395457040068
SHM,2020-2021,HM,0.0,0.705090063768403,-0.86587410669622,-0.365516849662531
NHC,2020-2021,HC,1.0,0.282309290397891,-0.030939022518408,-0.05494791166304
MHM,2017-2018,HM,0.0,0.123918929300593,-0.173029147153293,0.095403144963393
TLC,2018-2019,LC,0.0,0.295504596387167,0.0235165077705,-0.183766590476753
JLC,2020-2021,LC,0.0,0.0834020407203031,0.0647124503327149,0.156002405841386
NHC,2017-2018,HC,1.0,0.442768651159117,-0.55111170598914,-0.331120360279285
TLC,2020-2021,LC,0.0,0.205970013032573,0.08731931606983,0.231459535635974
FHC,2019-2020,HC,1.0,0.405929141947628,0.13871833652099,-0.114408029904451
D9,2019-2020,HC,1.0,0.20276709428088,0.30115079116502,0.134553442004868
THM,2018-2019,HM,0.0,0.100640875688373,-0.25535785945514,0.054346644171444
FHC,2018-2019,HC,1.0,0.50636931286675,-0.472474783794337,-0.100487874967913
BHC,2017-2018,HC,1.0,0.219601945383358,-0.457606684263601,0.21307198639772
DLM,2020-2021,LM,0.0,0.307917050936391,-0.148405879416041,0.063486499040082
MLC,2018-2019,LC,0.0,0.188793573206664,-0.227612506991974,0.00888538899465699
HHC,2018-2019,HC,1.0,0.638545465019171,0.4000333601329,-0.179636263106058
JLM,2019-2020,LM,0.0,0.19841162466674,-0.283515881666367,0.160235934522656
JLC,2019-2020,LC,0.0,0.331142160023404,-0.0488559034368301,0.00237153875775298
JLC,2018-2019,LC,0.0,0.200012343625763,0.0414373139219699,0.065956300291192
MHM,2018-2019,HM,0.0,0.0714295822508386,-0.179809141354673,0.358480747353884
NHM,2017-2018,HM,0.0,0.200627340544669,-0.244862699042207,-0.070831321453615
DLC,2020-2021,LC,0.0,0.346791214963546,0.11547102594521,-0.182063875610866
MLC,2018-2019,LC,0.0,0.24006281472566,-0.077058539491338,-0.206795746159988
SLM,2019-2020,LM,0.0,0.178265537575485,0.05217588909352,-0.00794639546270398
JHC,2020-2021,HC,1.0,0.141531798901381,-0.219880333808585,0.093679417488768
MHC,2018-2019,HC,1.0,0.413768912181707,-0.09899023770086,-0.00314014192440304
DLM,2017-2018,LM,0.0,0.331943938563085,-0.043174328032125,-0.26490362894773
D8,2018-2019,HC,1.0,0.278892959099135,-0.307135542325023,-0.057352927199181
DHC,2018-2019,HC,1.0,0.635289978252457,-0.25340153939752,-0.159592142234769
D9,2017-2018,HC,1.0,0.226640921046866,-0.0410932877457999,-0.095443517700138
SLC,2017-2018,LC,0.0,0.443943049826389,-0.16701472106106,-0.162763060449258
D9,2020-2021,HC,1.0,0.106515136890435,0.145842915031194,0.103683078880887
BHM,2019-2020,HM,0.0,0.0140624273839964,-0.09812368043681,0.0902267090155086
OHC,2017-2018,HC,1.0,0.147977894907576,-0.345528386452538,0.136501709110485
BHM,2020-2021,HM,0.0,0.450495447039584,-0.19751752317423,-0.234655174074284
FLM,2018-2019,LM,0.0,0.0895136747851488,-0.03933379836194,0.403734649095781
HLC,2020-2021,LC,0.0,0.157280188886497,-0.13898175281345,-0.0611171292685031
HHM,2020-2021,HM,0.0,0.13258854566877,-0.274890395318368,0.094865080395573
D5,2019-2020,HC,1.0,0.263695423232996,0.41993160838008,0.11931660242076
JLM,2017-2018,LM,0.0,0.186355344454528,-0.0833913023179098,0.00465990063375499
ALC,2017-2018,LC,0.0,0.0680946572261243,-0.170626280118695,0.0165026171661475
MLC,2020-2021,LC,0.0,0.233153553304804,0.241551919413081,0.05460440485198
SLC,2018-2019,LC,0.0,0.252312007752082,0.32474511048756,0.122633047029544
BHM,2018-2019,HM,0.0,0.334687400117634,0.0762362532876899,-0.062098605787455
SLM,2017-2018,LM,0.0,0.0701429699672238,-0.368308096867695,0.0046393402117078
MLC,2020-2021,LC,0.0,0.128107197072674,-0.02417000569449,0.06201339902769
GLC,2019-2020,LC,0.0,0.151649837777212,-0.09640364356693,0.189632089771111
TLC,2017-2018,LC,0.0,0.0444585563554338,-0.01587593026135,0.055032551210088
FHM,2017-2018,HM,0.0,0.191511712006404,-0.00106076213592998,0.290338024608149
TLM,2020-2021,LM,0.0,0.294807264116266,-0.27225867033327,-0.059191366269165
GHM,2020-2021,HM,0.0,0.431134804072808,-0.496044880154661,-0.07172655019703
GHM,2019-2020,HM,0.0,0.00473049882914034,0.128077567904826,0.391383694172579
THC,2017-2018,HC,1.0,0.0707891554603279,-0.21547974100341,0.296143323496882
B1,2019-2020,HC,1.0,0.61370741093691,0.2888305175423,-0.377001871930233
HHC,2018-2019,HC,1.0,0.188814181998744,0.218092421933276,0.267357279142157
D8,2020-2021,HC,1.0,0.0248522585310624,-0.035985936887601,0.156663252830935
JLM,2018-2019,LM,0.0,0.114559388535768,-0.23060513936956,0.095396545979981
SHC,2018-2019,HC,1.0,0.501449058436896,-0.35340486742874,-0.26463175907451
GLC,2020-2021,LC,0.0,0.243936869700752,-0.21437226902208,-0.00549741277105001
MHC,2017-2018,HC,1.0,0.307751814453017,-0.150451662793969,0.119823051276592
MLC,2020-2021,LC,0.0,0.460949333798794,-0.20260105596309,-0.253452444561302
F1,2019-2020,HC,1.0,0.310904227892677,0.0507905826831001,0.071332204000937
FLC,2017-2018,LC,0.0,0.0900782964261875,0.262206998410898,0.0875924454074115
FHM,2018-2019,HM,0.0,0.341282022518906,0.029414793971788,-0.065492780836799
GLC,2017-2018,LC,0.0,0.37644930475291,-0.277103366724814,-0.249922271071767
GHC,2017-2018,HC,1.0,-0.00754546289050495,-0.164622461370799,0.0727052035248286
SLC,2019-2020,LC,0.0,0.176895084888181,-0.48012722857278,-0.10847790783831
AHC,2018-2019,HC,1.0,0.288647460713759,0.10748234682421,-0.181374910237159
D1,2020-2021,HC,1.0,0.217299158359392,-0.13132554704132,0.066653129226428
F1,2017-2018,HC,1.0,0.171802776975348,-0.00100948847955995,-0.0805836130290331
NLC,2017-2018,LC,0.0,0.200853668855359,0.08553171763379,-0.084373384673392
BLC,2020-2021,LC,0.0,0.435832453829977,0.288997625496542,-0.194338329432776
JLC,2017-2018,LC,0.0,0.124610754123569,-0.0737432861933001,0.00951035541191
GHC,2017-2018,HC,1.0,-0.00561555694578919,-0.0670213749108799,0.148733060500789
HLM,2017-2018,LM,0.0,0.290591017267336,-0.339798047345806,-0.297619506004269
MHC,2018-2019,HC,1.0,0.152545388188997,-0.02234424073957,0.199302191752643
MLC,2020-2021,LC,0.0,0.0119444879013864,0.24364377656063,-0.00860969929657567
MLC,2020-2021,LC,0.0,0.586813738655157,0.0553169122941429,-0.237740231856971
BLM,2018-2019,LM,0.0,0.166658972354742,-0.24503007726612,-0.0952901607132887
D1,2019-2020,HC,1.0,0.329738554392351,-0.20131638150869,-0.07653593878002
SHM,2018-2019,HM,0.0,0.209621268499711,0.196428528923339,0.00631519796386601
JHC,2017-2018,HC,1.0,0.219943676043287,0.102633941159774,0.198890910045223
D4,2017-2018,HC,1.0,0.318124651321717,-0.523758619574968,0.027087656078482
DLC,2018-2019,LC,0.0,0.221996229774412,-0.240411610122888,0.0625687712796
ALC,2017-2018,LC,0.0,0.424405189008858,0.0171980007986701,-0.237382371447939
SLM,2017-2018,LM,0.0,0.220858398087735,-0.10850236718056,-0.086178532683307
SHM,2020-2021,HM,0.0,0.16379555805051,0.0414908054794101,0.059452577557928
FLM,2019-2020,LM,0.0,0.255962957821505,0.117527902065008,0.031275559630895
NLM,2019-2020,LM,0.0,0.139440290081343,0.17072629301994,-0.0726762090663045
SHM,2017-2018,HM,0.0,0.140998513535501,-0.22085727113821,0.098019843911121
SHM,2020-2021,HM,0.0,0.412788620646804,0.0640014585600299,-0.185784546258522
DHC,2017-2018,HC,1.0,0.326176340056408,-0.102130133071601,0.005679910974277
DLC,2019-2020,LC,0.0,0.101590625912781,-0.20578577239022,0.074029995511106
BLM,2019-2020,LM,0.0,0.197078907111366,-0.297395084448104,-0.220205008524654
MHC,2020-2021,HC,1.0,0.353613378512885,-0.05575055110762,-0.310143353214709
MHM,2018-2019,HM,0.0,0.237411831395214,-0.078206442908222,-0.154478923411755
OHC,2019-2020,HC,1.0,0.366408532596745,-0.2436535256992,-0.196678824585922
D4,2019-2020,HC,1.0,0.116739671715561,0.63093397043575,-0.0593438833012371
NLC,2017-2018,LC,0.0,0.520375309586163,0.181668279685406,-0.408935520591142
BLC,2019-2020,LC,0.0,0.441996427614711,0.179976906721878,-0.200685817609705
OLC,2019-2020,LC,0.0,0.1777249328827,0.0375280659902991,0.181070549073272
HLC,2018-2019,LC,0.0,0.0702970533931998,0.343178217851846,0.0232271696202483
D9,2019-2020,HC,1.0,0.245916526719646,-0.13037310940148,0.0531002327818
AHC,2017-2018,HC,1.0,0.277642801471314,-0.490991762954758,-0.092982541957289
NHC,2020-2021,HC,1.0,0.095551486907655,0.061651096510887,-0.0246060884691506
MHM,2020-2021,HM,0.0,0.225151830854977,-0.038885964107032,0.019079061768565
BLM,2020-2021,LM,0.0,0.29212059822293,0.19846420892616,-0.00029162239455699
NHM,2019-2020,HM,0.0,0.334606361558298,-0.24331477397956,-0.16788427785663
OHC,2018-2019,HC,1.0,0.33484599487592,0.00267712394072595,0.093856424179212
BHC,2019-2020,HC,1.0,0.513197782076776,0.14213137459078,-0.443772721434807
HLM,2020-2021,LM,0.0,0.318295599755282,0.098878400062853,-0.010447314278143
BLC,2017-2018,LC,0.0,0.0354537847408616,-0.124543990189007,0.0178342622738589
DLM,2017-2018,LM,0.0,0.378206110622216,-0.558443771309701,-0.246515743639454
DLM,2019-2020,LM,0.0,0.0473146183788304,-0.113875177923361,0.440605321667697
D9,2018-2019,HC,1.0,0.209481449829735,-0.02364592903619,0.077536525037172
HHC,2019-2020,HC,1.0,0.387187890924484,0.10424021529374,0.040756262901547
DLC,2020-2021,LC,0.0,0.332968654646077,-0.27339819057473,-0.048058464846143
NLC,2017-2018,LC,0.0,0.0248866282574436,-0.132509347053667,0.224450035741748
FHC,2019-2020,HC,1.0,0.310299130779727,0.154353724104365,0.010487332258078
OLC,2020-2021,LC,0.0,0.531878309578588,-0.408445374713982,-0.149492018257803
JLM,2019-2020,LM,0.0,0.083702488308677,-0.22082673923148,0.014564564080727
OLM,2017-2018,LM,0.0,0.198585625462758,0.018926538887531,0.027123222905166
OLC,2017-2018,LC,0.0,0.113066584764324,0.217581969277534,0.194408459807728
SHM,2018-2019,HM,0.0,0.146059824775342,0.482743245038572,0.162989093877125
D8,2019-2020,HC,1.0,0.413438793771063,-0.14159772199832,-0.05067486857204
MHC,2017-2018,HC,1.0,0.158405110403151,-0.0461889590101598,0.166398019030903
DHC,2017-2018,HC,1.0,0.472718319869797,-0.0925839015958998,-0.061361682501202
SLM,2017-2018,LM,0.0,0.566010655524653,0.04456569015086,-0.357378653114787
DHC,2018-2019,HC,1.0,0.25463734770117,-0.0478374053520699,0.115143533642836
TLC,2019-2020,LC,0.0,0.338580173243202,0.3869213254901,-0.108581979396337
FLC,2020-2021,LC,0.0,0.340989566209524,0.0431332915789702,-0.133234656501877
MLM,2019-2020,LM,0.0,-0.00181183967363641,-0.102420999876986,0.163910979613377
GHC,2019-2020,HC,1.0,0.574668033253833,-0.36479997488337,-0.202423881825064
OLC,2020-2021,LC,0.0,0.255634065892948,-0.276635115947456,-0.00401605551376
SHM,2018-2019,HM,0.0,0.372921100655348,0.134578349231236,-0.019803482220088
D2,2018-2019,HC,1.0,0.295700168213396,0.244727668712457,0.106233383429279
D5,2019-2020,HC,1.0,0.123528801162603,0.119829198541349,0.010007496504375
NLC,2019-2020,LC,0.0,0.352480810157713,-0.264777557682089,-0.153653125152738
OLC,2018-2019,LC,0.0,0.0682666760309898,0.103691171307567,0.255408432632295
BHM,2019-2020,HM,0.0,0.10259100132294,0.402198460009158,0.205672794757561
OLC,2019-2020,LC,0.0,0.124593041154921,-0.0609769565787399,0.365064892048483
D8,2019-2020,HC,1.0,0.46670875091937,-0.12090086559385,-0.253538460450498
HHM,2019-2020,HM,0.0,0.217185777028583,0.264612516683696,-0.026530927776111
NHM,2017-2018,HM,0.0,0.193816818544767,0.363288745497759,0.025069337692018
MLM,2020-2021,LM,0.0,0.0457887147523428,0.10440048204426,0.14327121202333
FHC,2020-2021,HC,1.0,0.317639953776188,-0.29701953761137,-0.036793173799558
SHM,2017-2018,HM,0.0,0.0650156723895363,0.424575435389048,0.340146777907398
